類別,電腦編號,里別,座落,緯度,經度,新計算容量(值),轄管分局
一般住宅,FMA00292,湳中里,新竹市北區湳中里5鄰湳中街86號B1,24.8218328,120.9644849,52.0,第一分局
一般住宅,FMA00293,湳中里,"新竹市北區湳中里2鄰湳中街65巷1號 B1",24.8205785,120.9655533,43.0,第一分局
一般住宅,FMA00296,湳中里,新竹市北區湳中里3鄰湳中街89號B1,24.8210596,120.9649433,57.0,第一分局
一般住宅,FMA00298,湳中里,新竹市北區湳中里2鄰湳中街65巷12號B1,24.8204942,120.9652932,70.0,第一分局
一般住宅,FMA00299,湳中里,"新竹市北區湳中里7鄰湳中街30巷17號 B1",24.8210073,120.966457,136.0,第一分局
一般住宅,FMA00300,湳中里,"新竹市北區湳中里10鄰武陵路171號 B1",24.8209259,120.9681016,1590.0,第一分局
一般住宅,FMA00301,湳中里,新竹市北區湳中里5鄰湳中街68巷48-52號B1,24.8220878,120.9655123,87.0,第一分局
一般住宅,FMA00302,湳中里,"新竹市北區湳中里8鄰湳中街22巷90號 B1",24.8213943,120.966836,32.0,第一分局
一般住宅,FMA00303,湳中里,"新竹市北區湳中里9鄰湳中街12號  B2",24.8197998,120.9667622,761.0,第一分局
一般住宅,FMA00305,湳中里,新竹市北區湳中里2鄰湳中街65巷20號B1,24.8203878,120.965016,510.0,第一分局
一般住宅,FMA00306,湳中里,新竹市北區湳中里3鄰湳中街107號B1,24.8215851,120.9643393,28.0,第一分局
一般住宅,FMA00307,湳中里,新竹市北區湳中里2鄰湳中街65巷3-5號B1,24.8203795,120.9655606,113.0,第一分局
一般住宅,FMA00308,湳中里,"新竹市北區湳中里4鄰湳中街87巷14弄57號 B1",24.8210071,120.9635437,59.0,第一分局
一般住宅,FMA00309,湳中里,新竹市北區湳中里1鄰湳中街9-11號B1,24.819586,120.9666621,250.0,第一分局
一般住宅,FMA00310,湳中里,新竹市北區湳中里3鄰湳中街87巷1號B1,24.8206599,120.9649495,194.0,第一分局
一般住宅,FMA00311,湳中里,"新竹市北區湳中里3鄰湳中街71號 B1",24.820777,120.9654414,267.0,第一分局
一般住宅,FMA00312,境福里,新竹市北區境福里14鄰成功路65巷5號B1,24.8148695,120.9565616,225.0,第一分局
一般住宅,FMA00313,境福里,新竹市北區境福里14鄰成功路65巷9號B1,24.8148695,120.9565616,202.0,第一分局
一般住宅,FMA00314,境福里,"新竹市北區境福里18鄰成功路65巷12號 B1",24.814678,120.9564472,279.0,第一分局
一般住宅,FMA00318,境福里,新竹市北區境福里13鄰中正路485巷2號B1,24.815803,120.9582201,224.0,第一分局
一般住宅,FMA00319,境福里,"新竹市北區境福里23鄰中正路485巷19號- B1",24.815793,120.95833,1336.0,第一分局
一般住宅,FMA00320,境福里,"新竹市北區境福里13鄰中正路489號 B1",24.8161705,120.9580561,1149.0,第一分局
一般住宅,FMA00321,境福里,新竹市北區境福里14鄰成功路9號B1,24.8161233,120.9572906,81.0,第一分局
一般住宅,FMA00322,境福里,"新竹市北區境福里14鄰成功路7-20號 B1",24.8161482,120.9573174,70.0,第一分局
一般住宅,FMA00323,境福里,新竹市北區境福里2鄰成功路13巷9號B1,24.8155718,120.9581771,273.0,第一分局
一般住宅,FMA00324,境福里,新竹市北區境福里17鄰成功路123號B1,24.8140944,120.9553433,52.0,第一分局
一般住宅,FMA00325,境福里,"新竹市北區境福里17鄰成功路129號 B1",24.8139501,120.955094,48.0,第一分局
一般住宅,FMA00326,境福里,新竹市北區境福里14鄰成功路51號,24.8153492,120.9564199,31.0,第一分局
一般住宅,FMA00327,境福里,新竹市北區境福里17鄰成功路143號,24.8137176,120.9547091,118.0,第一分局
一般住宅,FMA00328,境福里,"新竹市北區境福里17鄰成功路95巷13號 B1",24.8141971,120.9557896,388.0,第一分局
一般住宅,FMA00329,武陵里,新竹市北區武陵里22鄰東大路二段334號,24.8191006,120.9626641,109.0,第一分局
一般住宅,FMA00332,光田里,新竹市北區光田里8鄰水田街150巷8弄2號B1,24.814927,120.967611,92.0,第一分局
一般住宅,FMA00333,福林里,新竹市北區福林里4鄰境福街176巷9號B1,24.8200387,120.9599748,180.0,第一分局
一般住宅,FMA00334,福林里,新竹市北區福林里4鄰境福街176巷26號B1,24.8199498,120.9602304,160.0,第一分局
一般住宅,FMA00335,福林里,新竹市北區福林里1鄰境福街56巷2弄1-5號B1,24.8171312,120.9617253,136.0,第一分局
公有建築物,FMA00337,境福里,"新竹市北區境福里6鄰東大路二段477號 B1",24.8207363,120.9603415,520.0,第一分局
一般住宅,FMA00338,福林里,新竹市北區福林里3鄰東大路二段369號B1,24.8189199,120.9618796,45.0,第一分局
一般住宅,FMA00343,福林里,新竹市北區福林里7鄰東大路二段307號B1,24.8179276,120.9631669,11.0,第一分局
一般住宅,FMA00345,福林里,"新竹市北區福林里9鄰東大路二段261號 B1",24.8168325,120.9640928,518.0,第一分局
一般住宅,FMA00348,福林里,新竹市北區福林里20鄰東大路二段217巷54弄2號B1,24.8152981,120.9637618,191.0,第一分局
一般住宅,FMA00349,福林里,新竹市北區福林里7鄰東大路二段333號B1,24.8183749,120.9627142,73.0,第一分局
一般住宅,FMA00350,光華里,"新竹市北區光華里9鄰光華北街84號 B1",24.817041,120.9712584,231.0,第一分局
一般住宅,FMA00353,光華里,新竹市北區光華里5鄰光華街90號,24.8175222,120.9723429,90.0,第一分局
一般住宅,FMA00354,光華里,"新竹市北區光華里3鄰光華街52巷15號 B1",24.8154978,120.9736466,105.0,第一分局
一般住宅,FMA00360,光華里,新竹市北區光華里4鄰光華南街51-53號,24.8165582,120.9730809,77.0,第一分局
一般住宅,FMA00361,光華里,"新竹市北區光華里8鄰光華街95巷93之3號 B2",24.8178961,120.9718568,417.0,第一分局
一般住宅,FMA00363,光華里,新竹市北區光華里8鄰光華街91號-B1,24.817242,120.97202,118.0,第一分局
一般住宅,FMA00364,光華里,新竹市北區光華里8鄰光華街93號-B1,24.8173372,120.9721374,378.0,第一分局
一般住宅,FMA00365,光華里,新竹市北區光華里10鄰光華街95巷11號-B1,24.8175001,120.9714887,379.0,第一分局
一般住宅,FMA00367,光華里,新竹市北區光華里7鄰光華南街92號B1,24.8166317,120.9710203,78.0,第一分局
一般住宅,FMA00368,光華里,"新竹市北區光華里20鄰光華南街56號 B1",24.8167834,120.9731779,2104.0,第一分局
一般住宅,FMA00369,光華里,新竹市北區光華里7鄰光華南街76號B1,24.8166527,120.9720436,165.0,第一分局
一般住宅,FMA00370,光華里,"新竹市北區光華里5鄰光華街78巷3號 B1",24.8171687,120.9728659,1461.0,第一分局
一般住宅,FMA00371,光華里,"新竹市北區光華里9鄰光華北街64-66號 B1",24.8176566,120.9718629,33.0,第一分局
一般住宅,FMA00373,光華里,新竹市北區光華里9鄰經國路一段824號B2,24.8140934,120.9686899,369.0,第一分局
一般住宅,FMA00374,光田里,新竹市北區光田里13鄰水田街220號B1,24.8166362,120.9692448,58.0,第一分局
一般住宅,FMA00375,光田里,新竹市北區光田里13鄰水田街216號B1,24.8165286,120.9692469,103.0,第一分局
一般住宅,FMA00376,光田里,新竹市北區光田里10鄰水田街198號B1,24.8162897,120.9688269,130.0,第一分局
一般住宅,FMA00377,光田里,新竹市北區光田里13鄰水田街218號B1,24.8165024,120.9693498,64.0,第一分局
一般住宅,FMA00378,光田里,新竹市北區光田里17鄰水田街206巷22號B1,24.8157244,120.9694695,6.0,第一分局
一般住宅,FMA00379,光田里,新竹市北區光田里15鄰水田街162號B1,24.8156949,120.9681081,166.0,第一分局
一般住宅,FMA00380,光田里,新竹市北區光田里13鄰水田街214之1號B1,24.8164609,120.9691294,185.0,第一分局
一般住宅,FMA00381,光田里,新竹市北區光田里15鄰水田街168號B1,24.8157451,120.9683146,58.0,第一分局
公有建築物,FMA00382,光田里,新竹市北區光田里8鄰水田街150巷6號B1,24.8150682,120.9676671,58.0,第一分局
一般住宅,FMA00383,光田里,"新竹市北區光田里10鄰水田街196巷1-4號 B1",24.8160799,120.9689332,577.0,第一分局
一般住宅,FMA00384,光田里,新竹市北區光田里8鄰水田街132號B1,24.8148711,120.967321,47.0,第一分局
一般住宅,FMA00385,光田里,新竹市北區光田里12鄰水田街150巷16弄3號,24.8153714,120.9687539,54.0,第一分局
公有建築物,FMA00387,金華里,"新竹市北區金華里21經國路一段442巷47號 B1",24.8173384,120.9799847,922.0,第一分局
一般住宅,FMA00388,金華里,新竹市北區金華里16鄰光華二街72巷25弄12號,24.8194624,120.9773319,263.0,第一分局
一般住宅,FMA00389,金華里,新竹市北區金華里17鄰光華二街72巷45號,24.8183542,120.9784231,153.0,第一分局
公有建築物,FMA00390,金華里,"新竹市北區金華里21鄰經國路一段442巷25號 B1",24.8174645,120.9799468,231.0,第一分局
一般住宅,FMA00391,金華里,"新竹市北區金華里21鄰經國路一段454巷42號 B1",24.815967,120.979345,708.0,第一分局
一般住宅,FMA00392,金華里,"新竹市北區金華里21鄰經國路一段454巷41號 B1",24.8161278,120.978692,441.0,第一分局
公有建築物,FMA00393,金華里,新竹市北區金華里21鄰經國路一段442巷25號-B1,24.8174645,120.9799468,2042.0,第一分局
一般住宅,FMA00394,金華里,"新竹市北區金華里26鄰光華二街72巷38之1號 B2",24.8173398,120.9791869,6003.0,第一分局
公有建築物,FMA00396,金華里,"新竹市北區金華里21鄰經國路一段442巷25之1號 B1",24.8152746,120.9800043,356.0,第一分局
公有建築物,FMA00397,金華里,"新竹市北區金華里21鄰經國路一段442巷31號 B1",24.8167608,120.9796712,125.0,第一分局
一般住宅,FMA00398,金竹里,新竹市北區金竹里12鄰湳雅街311巷50弄9號,24.8238414,120.974117,122.0,第一分局
一般住宅,FMA00399,金竹里,"新竹市北區金竹里8鄰武陵路265-269號 B1",24.8241234,120.9707974,444.0,第一分局
公有建築物,FMA00411,光華里,新竹市北區光華里16鄰光華北街10號-B1,24.8179332,120.9738593,475.0,第一分局
公有建築物,FMA00414,光華里,"新竹市北區光華里16鄰光華北街14號 B1",24.8178908,120.9735592,686.0,第一分局
一般住宅,FMA00416,金華里,新竹市北區金華里光華二街1號,24.8168339,120.9741942,51.0,第一分局
公有建築物,FMA00417,光華里,"新竹市北區光華里16鄰光華北街14號 B1",24.8179285,120.9735942,761.0,第一分局
一般住宅,FMA00418,舊社里,"新竹市北區舊社里2鄰湳雅街238號 B1",24.8224219,120.9764569,114.0,第一分局
一般住宅,FMA00419,舊社里,"新竹市北區舊社里3鄰湳雅街242號 B1",24.8223029,120.9766305,498.0,第一分局
一般住宅,FMA00420,舊社里,"新竹市北區舊社里5鄰湳雅街263號 B1",24.822127,120.975508,114.0,第一分局
一般住宅,FMA00421,光田里,新竹市北區光田里1鄰水田街55號B1,24.8150652,120.9671404,13.0,第一分局
一般住宅,FMA00422,光田里,新竹市北區光田里6鄰水田街157號B1,24.8167241,120.968877,40.0,第一分局
一般住宅,FMA00423,光田里,新竹市北區光田里2鄰水田街87號B1,24.815681,120.967685,17.0,第一分局
一般住宅,FMA00424,光田里,新竹市北區光田里2鄰水田街75號B1,24.8156074,120.9674098,37.0,第一分局
一般住宅,FMA00425,光田里,新竹市北區光田里1鄰東大路二段166號B1,24.8155509,120.9662335,20.0,第一分局
公有建築物,FMA00426,民富里,"新竹市北區民富里1鄰西大路561號 B1",24.8084309,120.9605035,1290.0,第一分局
公有建築物,FMA00428,南寮里,新竹市北區南寮里3鄰東大路三段465號-B1,24.8388178,120.939602,831.0,第一分局
一般住宅,FMA00429,海濱里,新竹市北區海濱里海濱路55巷12號-B1,24.8441459,120.9270111,292.0,第一分局
供公眾使用建築物,FMA00430,南寮里,新竹市北區南寮里東大路三段467巷52號-B1,24.8379084,120.9382117,74.0,第一分局
一般住宅,FMA00431,南寮里,新竹市北區南寮里東大路四段268-1號-B1,24.8451835,120.9289331,72.0,第一分局
一般住宅,FMA00432,南寮里,新竹市北區南寮里延平路三段669號B1,24.8404365,120.936107,222.0,第一分局
一般住宅,FMA00434,康樂里,新竹市北區康樂里2鄰東大路三段510巷8號-B1,24.8374813,120.9424825,1100.0,第一分局
一般住宅,FMA00436,康樂里,新竹市北區康樂里3鄰東大路三段397號-B1,24.8372049,120.9423165,1114.0,第一分局
一般住宅,FMA00437,康樂里,"新竹市北區康樂里東大路三段470號 B1",24.8369641,120.9430898,195.0,第一分局
一般住宅,FMA00438,海濱里,新竹市北區海濱里延平路三段433巷2號-B1,24.8367571,120.9313376,341.0,第一分局
公有建築物,FMA00439,海濱里,新竹市北區海濱里11鄰海濱路55號-B1,24.8440459,120.9274134,292.0,第一分局
一般住宅,FMA00440,康樂里,新竹市北區康樂里7鄰東大路三段406號-B1,24.8360682,120.9444782,332.0,第一分局
供公眾使用建築物,FMA00441,康樂里,新竹市北區康樂里7鄰東大路三段402號-B1,24.8359817,120.9445853,154.0,第一分局
一般住宅,FMA00442,南寮里,新竹市北區南寮里1鄰東大路三段439巷9號-B1,24.8376841,120.941091,326.0,第一分局
一般住宅,FMA00443,水田里,"新竹市北區水田里2鄰北大路150號 B2",24.8101701,120.968127,322.0,第一分局
一般住宅,FMA00444,金竹里,"新竹市北區金竹里22鄰武陵路271巷17號 B1",24.8244857,120.9704872,933.0,第一分局
供公眾使用建築物,FMA00445,中山里,"新竹市北區中山里12鄰北門街6號 B1",24.8048768,120.9661909,523.0,第一分局
一般住宅,FMA00446,金華里,"新竹市北區金華里10鄰田美三街62號 B2",24.8167408,120.9768703,1340.0,第一分局
一般住宅,FMA00448,北門里,新竹市北區北門里16鄰中正路225號-B1,24.8116064,120.9646307,805.0,第一分局
一般住宅,FMA00449,水田里,"新竹市北區水田里16鄰經國路2段72號 B2",24.8125971,120.965046,1182.0,第一分局
一般住宅,FMA00453,文雅里,新竹市北區文雅里竹光路124巷49弄14號,24.8130187,120.9587569,96.0,第一分局
一般住宅,FMA00457,水田里,新竹市北區水田里經國路二段1號-B1,24.8135204,120.9673937,140.0,第一分局
一般住宅,FMA00459,水田里,新竹市北區水田里水田街86.88號,24.8140413,120.9664208,181.0,第一分局
一般住宅,FMA00461,新雅里,新竹市北區新雅里和平路87-89號,24.8085773,120.9554211,54.0,第一分局
一般住宅,FMA00462,民富里,新竹市北區民富里經國路2段350巷5弄7-11號,24.8078883,120.9580956,72.0,第一分局
一般住宅,FMA00463,民富里,新竹市北區民富里少年街51號,24.8062135,120.9590576,168.0,第一分局
公有建築物,FMA00467,大同里,新竹市北區大同里中正路120號,24.8067131,120.9688414,245.0,第一分局
公有建築物,FMA00468,大同里,新竹市北區大同里中山路2號-B1,24.80664,120.968283,50.0,第一分局
一般住宅,FMA00469,大同里,新竹市北區大同里英明街5號B2,24.8065297,120.9674461,268.0,第一分局
一般住宅,FMA00472,湳中里,"新竹市北區湳中里10鄰武陵路173-3號 B1",24.8211193,120.9683786,26627.0,第一分局
公有建築物,FMA00474,大同里,新竹市北區大同里1鄰中山路1號-B1,24.8063021,120.9685431,1216.0,第一分局
供公眾使用建築物,FMA00477,水田里,新竹市北區水田里中正路156號,24.8093802,120.9666626,27.0,第一分局
供公眾使用建築物,FMA00480,大同里,新竹市北區大同里中正路105號,24.8071632,120.9680502,243.0,第一分局
