編號,類別,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度
1003.0,住宅,忠誠里,臺中市西區忠誠里11鄰臺灣大道二段568號,1.0,102.0,第一分局,"120.658388 "
1004.0,住宅,忠誠里,臺中市西區忠誠里11鄰臺灣大道二段570號,1.0,606.0,第一分局,120.6584262
1005.0,住宅,忠誠里,臺中市西區忠誠里15鄰明智街5號,1.0,117.0,第一分局,"120.662007 "
1006.0,住宅,忠誠里,臺中市西區忠誠里16鄰華美西路一段137號,1.0,1558.0,第一分局,"120.661146 "
1007.0,住宅,忠誠里,臺中市西區忠誠里16鄰華美西路一段139號,1.0,297.0,第一分局,"120.661081 "
1008.0,住宅,忠誠里,臺中市西區忠誠里18鄰忠明路30號,1.0,1429.0,第一分局,"120.660702 "
1009.0,住宅,忠誠里,臺中市西區忠誠里18鄰臺灣大道二段536號,1.0,1605.0,第一分局,"120.660623 "
1010.0,住宅,忠誠里,臺中市西區忠誠里21鄰忠義街8巷28號,1.0,112.0,第一分局,"120.661891 "
1011.0,住宅,忠誠里,臺中市西區忠誠里22鄰忠明南路111號,1.0,457.0,第一分局,"120.657601 "
1012.0,住宅,忠誠里,臺中市西區忠誠里22鄰明禮街15號之2,1.0,365.0,第一分局,"120.660678 "
1013.0,住宅,忠誠里,臺中市西區忠誠里22鄰明禮街4-1號,1.0,146.0,第一分局,"120.660495 "
1014.0,住宅,忠誠里,臺中市西區忠誠里24鄰華美西路一段74號,1.0,113.0,第一分局,"120.659031 "
1015.0,住宅,忠誠里,臺中市西區忠誠里26鄰華美西街一段33號,1.0,1559.0,第一分局,120.658202
1016.0,住宅,忠誠里,臺中市西區忠誠里28鄰太原路一段98號,1.0,178.0,第一分局,"120.659482 "
1017.0,住宅,忠誠里,臺中市西區忠誠里29鄰大隆路18號之1,1.0,540.0,第一分局,"120.655236 "
1018.0,住宅,忠誠里,臺中市西區忠誠里29鄰大隆路20號,1.0,8422.0,第一分局,"120.655069 "
1019.0,住宅,忠誠里,臺中市西區忠誠里29鄰大隆路2號,1.0,273.0,第一分局,"120.655593 "
1020.0,住宅,忠誠里,臺中市西區忠誠里2鄰忠明南路16號,1.0,581.0,第一分局,"120.658704 "
1021.0,住宅,忠誠里,臺中市西區忠誠里2鄰忠明南路40號,1.0,1804.0,第一分局,"120.658480 "
1022.0,住宅,忠誠里,臺中市西區忠誠里2鄰忠明南路42號,1.0,1803.0,第一分局,"120.658402 "
1023.0,住宅,忠誠里,臺中市西區忠誠里2鄰忠明南路58號,1.0,1120.0,第一分局,"120.658182 "
1024.0,住宅,忠誠里,臺中市西區忠誠里2鄰臺灣大道二段525號之1,1.0,751.0,第一分局,"120.659048 "
1025.0,住宅,忠誠里,臺中市西區忠誠里2鄰臺灣大道二段545號,1.0,249.0,第一分局,"120.658908 "
1026.0,住宅,忠誠里,臺中市西區忠誠里2鄰臺灣大道二段555號,1.0,117.0,第一分局,"120.658649 "
1027.0,住宅,忠誠里,臺中市西區忠誠里2鄰臺灣大道二段557號,1.0,117.0,第一分局,"120.658614 "
1028.0,住宅,忠誠里,臺中市西區忠誠里2鄰臺灣大道二段573號,1.0,3448.0,第一分局,"120.658023 "
1029.0,住宅,忠誠里,臺中市西區忠誠里33鄰太原路一段222號,1.0,2441.0,第一分局,"120.662364 "
1030.0,住宅,忠誠里,臺中市西區忠誠里33鄰忠義街64號,1.0,110.0,第一分局,"120.660213 "
1031.0,住宅,忠誠里,臺中市西區忠誠里3鄰精誠5街13號,1.0,104.0,第一分局,"120.657185 "
1032.0,住宅,忠誠里,臺中市西區忠誠里4鄰忠明南路98號,1.0,726.0,第一分局,"120.657364 "
1033.0,住宅,忠誠里,臺中市西區忠誠里4鄰精誠路17號,1.0,214.0,第一分局,"120.656228 "
1034.0,住宅,忠誠里,臺中市西區忠誠里4鄰精誠路19號,1.0,528.0,第一分局,"120.656073 "
1035.0,住宅,忠誠里,臺中市西區忠誠里7鄰忠明南路33號,1.0,157.0,第一分局,"120.658859 "
1036.0,住宅,忠誠里,臺中市西區忠誠里7鄰臺灣大道二段489號,1.0,1613.0,第一分局,"120.660124 "
1037.0,住宅,忠誠里,臺中市西區忠誠里8鄰華美西街一段86號,1.0,973.0,第一分局,"120.659462 "
1038.0,住宅,忠誠里,臺中市西區忠誠里8鄰華美西路一段84號,1.0,337.0,第一分局,"120.659204 "
1039.0,住宅,昇平,臺中市西區昇平15鄰昇平街145巷9號,1.0,126.0,第一分局,"120.659544 "
1040.0,住宅,昇平里,臺中市西區昇平里11鄰民生路390號,1.0,138.0,第一分局,"120.661117 "
1041.0,住宅,昇平里,臺中市西區昇平里12鄰中美街92號,1.0,234.0,第一分局,"120.660314 "
1042.0,住宅,昇平里,臺中市西區昇平里12鄰昇平街109號,1.0,169.0,第一分局,"120.660382 "
1043.0,住宅,昇平里,臺中市西區昇平里13鄰民生路402巷2號,1.0,161.0,第一分局,120.6611816
1044.0,住宅,昇平里,臺中市西區昇平里14鄰中美街121巷6號,1.0,208.0,第一分局,"120.659830 "
1045.0,住宅,昇平里,臺中市西區昇平里15鄰中美街139號,1.0,1728.0,第一分局,"120.660068 "
1046.0,住宅,昇平里,臺中市西區昇平里19鄰向上路一段289巷1號,1.0,149.0,第一分局,"120.658490 "
1047.0,住宅,昇平里,臺中市西區昇平里19鄰向上路一段289巷39號,1.0,105.0,第一分局,"120.658452 "
1048.0,住宅,昇平里,臺中市西區昇平里19鄰向上路一段307巷13號,1.0,118.0,第一分局,"120.658024 "
1049.0,住宅,昇平里,臺中市西區昇平里19鄰向上路一段307巷14號,1.0,106.0,第一分局,"120.657787 "
1050.0,住宅,昇平里,臺中市西區昇平里19鄰向上路一段307巷18號,1.0,124.0,第一分局,"120.657788 "
1051.0,住宅,昇平里,臺中市西區昇平里19鄰向上路一段307巷8號,1.0,109.0,第一分局,"120.657833 "
1052.0,住宅,昇平里,臺中市西區昇平里1鄰向上路一段130號,1.0,113.0,第一分局,"120.664173 "
1053.0,住宅,昇平里,臺中市西區昇平里1鄰向上路一段132號,1.0,110.0,第一分局,"120.664173 "
1054.0,住宅,昇平里,臺中市西區昇平里1鄰向上路一段134號,1.0,104.0,第一分局,"120.664173 "
1055.0,住宅,昇平里,臺中市西區昇平里1鄰向上路一段275號,1.0,100.0,第一分局,"120.658525 "
1056.0,住宅,昇平里,臺中市西區昇平里1鄰向上路一段81號,1.0,1714.0,第一分局,"120.664173 "
1057.0,住宅,昇平里,臺中市西區昇平里1鄰昇平街52號,1.0,517.0,第一分局,"120.662707 "
1058.0,住宅,昇平里,臺中市西區昇平里22鄰美村路一段302號之1,1.0,726.0,第一分局,"120.661490 "
1059.0,住宅,昇平里,臺中市西區昇平里24鄰向上路一段105號,1.0,173.0,第一分局,"120.662583 "
1060.0,住宅,昇平里,臺中市西區昇平里24鄰向上路一段107號,1.0,2206.0,第一分局,"120.662522 "
1061.0,草悟道酒店,昇平里,臺中市西區昇平里24鄰向上路一段95號,1.0,725.0,第一分局,"120.663348 "
1062.0,住宅,昇平里,臺中市西區昇平里26鄰忠明南路301號,1.0,762.0,第一分局,"120.657557 "
1063.0,住宅,昇平里,臺中市西區昇平里27鄰民生路474號,1.0,186.0,第一分局,"120.658610 "
1064.0,住宅,昇平里,臺中市西區昇平里27鄰民生路480號,1.0,122.0,第一分局,"120.658424 "
1065.0,住宅,昇平里,臺中市西區昇平里27鄰民生路482號,1.0,172.0,第一分局,"120.658293 "
1066.0,住宅,昇平里,臺中市西區昇平里28鄰向上路一段277號,1.0,174.0,第一分局,"120.658475 "
1067.0,住宅,昇平里,臺中市西區昇平里28鄰向上路一段279號,1.0,117.0,第一分局,"120.658418 "
1068.0,住宅,昇平里,臺中市西區昇平里29鄰向上路一段185號,1.0,216.0,第一分局,"120.660988 "
1069.0,住宅,昇平里,臺中市西區昇平里31鄰中興街33號,1.0,1652.0,第一分局,"120.662997 "
1070.0,住宅,昇平里,臺中市西區昇平里33鄰忠明南路351號,1.0,801.0,第一分局,"120.657746 "
1071.0,住宅,昇平里,臺中市西區昇平里5鄰中美街82號,1.0,110.0,第一分局,"120.660348 "
1072.0,住宅,昇平里,臺中市西區昇平里5鄰民生路465號,1.0,117.0,第一分局,"120.659935 "
1073.0,住宅,昇平里,臺中市西區昇平里5鄰民生路489號,1.0,106.0,第一分局,"120.659464 "
1074.0,住宅,昇平里,臺中市西區昇平里5鄰忠明南路347號,1.0,1356.0,第一分局,"120.657741 "
1075.0,住宅,昇平里,臺中市西區昇平里6鄰向上南路一段93號,1.0,129.0,第一分局,"120.658140 "
1076.0,住宅,昇平里,臺中市西區昇平里6鄰忠明南路315號,1.0,200.0,第一分局,"120.657567 "
1077.0,住宅,昇平里,臺中市西區昇平里6鄰昇平街167號,1.0,238.0,第一分局,"120.657878 "
1078.0,住宅,昇平里,臺中市西區昇平里8鄰中美街151號,1.0,110.0,第一分局,"120.660064 "
1079.0,住宅,昇平里,臺中市西區昇平里9鄰向上南路一段31號,1.0,180.0,第一分局,"120.661051 "
1080.0,住宅,昇平里,臺中市西區昇平里9鄰昇平街96巷14號,1.0,113.0,第一分局,"120.660915 "
1081.0,住宅,昇平街,臺中市西區昇平街3鄰昇平街48號,1.0,408.0,第一分局,"120.663031 "
1082.0,李芳艾美酒店,綠川里,中區綠川里006鄰建國路111號,1.0,3322.0,第一分局,120.6833376
1083.0,住宅,公園里,臺中市中市公園里19鄰中山路148號,1.0,165.0,第一分局,"120.680348 "
1084.0,福泰桔子商旅,公園里,臺中市中區公園里10鄰公園路17號,1.0,946.0,第一分局,"120.683941 "
1085.0,住宅,公園里,臺中市中區公園里10鄰自由路2段129號,1.0,121.0,第一分局,"120.683622 "
1086.0,遠東商業銀行,公園里,臺中市中區公園里10鄰自由路2段131號,1.0,589.0,第一分局,"120.683757 "
1087.0,住宅,公園里,臺中市中區公園里10鄰自由路2段135號1,1.0,810.0,第一分局,"120.684116 "
1088.0,住宅,公園里,臺中市中區公園里11鄰市府路110號,1.0,149.0,第一分局,"120.682360 "
1089.0,意文大飯店,公園里,臺中市中區公園里11鄰成功路160號,1.0,269.0,第一分局,"120.682785 "
1090.0,錢櫃KTV,公園里,臺中市中區公園里11鄰自由路2段111號,1.0,1152.0,第一分局,"120.683083 "
1091.0,住宅,公園里,臺中市中區公園里11鄰自由路2段117號,1.0,133.0,第一分局,"120.683235 "
1092.0,住宅,公園里,臺中市中區公園里12鄰自由路2段21號,1.0,117.0,第一分局,120.6814893
1093.0,住宅,公園里,臺中市中區公園里12鄰自由路2段43號,1.0,502.0,第一分局,"120.681245 "
1094.0,住宅,公園里,臺中市中區公園里12鄰自由路2段63號,1.0,1665.0,第一分局,"120.681517 "
1095.0,住宅,公園里,臺中市中區公園里13鄰成功路115號,1.0,266.0,第一分局,"120.682565 "
1096.0,住宅,公園里,臺中市中區公園里15鄰公園路19號,1.0,574.0,第一分局,120.6840267
1097.0,住宅,公園里,臺中市中區公園里15鄰公園路19號之2,1.0,533.0,第一分局,"120.683682 "
1098.0,住宅,公園里,臺中市中區公園里15鄰市府路148號之1,1.0,541.0,第一分局,120.683395
1099.0,住宅,公園里,臺中市中區公園里15鄰光復路56號,1.0,194.0,第一分局,"120.683239 "
1100.0,住宅,公園里,臺中市中區公園里16鄰台灣大道1段199巷6號,1.0,298.0,第一分局,"120.681359 "
1101.0,住宅,公園里,臺中市中區公園里16鄰市府路14號,1.0,266.0,第一分局,"120.679815 "
1102.0,藍天飯店,公園里,臺中市中區公園里16鄰市府路38號,1.0,599.0,第一分局,120.6805018
1103.0,中華電信,公園里,臺中市中區公園里16鄰市府路59號,1.0,1494.0,第一分局,"120.679616 "
1104.0,住宅,公園里,臺中市中區公園里16鄰市府路75號,1.0,266.0,第一分局,"120.680251 "
1105.0,住宅,公園里,臺中市中區公園里17鄰中山路133號,1.0,102.0,第一分局,120.6808461
1106.0,住宅,公園里,臺中市中區公園里17鄰中山路135號,1.0,266.0,第一分局,120.6807516
1107.0,住宅,公園里,臺中市中區公園里17鄰中山路137號,1.0,132.0,第一分局,120.6810842
1108.0,住宅,公園里,臺中市中區公園里17鄰中山路139號,1.0,266.0,第一分局,120.6802574
1109.0,住宅,公園里,臺中市中區公園里17鄰中山路141號,1.0,106.0,第一分局,120.6802153
1110.0,住宅,公園里,臺中市中區公園里17鄰市府路63號,1.0,432.0,第一分局,"120.679882 "
1111.0,住宅,公園里,臺中市中區公園里17鄰市府路65號,1.0,148.0,第一分局,"120.679936 "
1112.0,住宅,公園里,臺中市中區公園里17鄰市府路67號,1.0,2956.0,第一分局,120.680158
1113.0,臺中民權路郵局,公園里,臺中市中區公園里17鄰民權路86號,1.0,2284.0,第一分局,"120.679027 "
1114.0,住宅,公園里,臺中市中區公園里18鄰中山路122號,1.0,108.0,第一分局,120.681334
1115.0,住宅,公園里,臺中市中區公園里18鄰市府路56號,1.0,125.0,第一分局,120.6818207
1116.0,住宅,公園里,臺中市中區公園里18鄰市府路58號,1.0,108.0,第一分局,120.6810341
1117.0,住宅,公園里,臺中市中區公園里18鄰市府路60號,1.0,104.0,第一分局,120.6811858
1118.0,住宅,公園里,臺中市中區公園里18鄰市府路62號,1.0,108.0,第一分局,"120.681181 "
1119.0,住宅,公園里,臺中市中區公園里18鄰市府路64號,1.0,133.0,第一分局,"120.681214 "
1120.0,住宅,公園里,臺中市中區公園里19鄰台灣大道1段247號,1.0,533.0,第一分局,120.6810118
1121.0,住宅,公園里,臺中市中區公園里19鄰市府路71號,1.0,116.0,第一分局,120.6823331
1122.0,住宅,公園里,臺中市中區公園里19鄰市府路97號,1.0,189.0,第一分局,120.6810796
1123.0,住宅,公園里,臺中市中區公園里1鄰民族路46號,1.0,102.0,第一分局,"120.681304 "
1124.0,中國信託銀行,公園里,臺中市中區公園里1鄰民族路50號,1.0,740.0,第一分局,"120.681239 "
1125.0,住宅,公園里,臺中市中區公園里1鄰自由路2段12號,1.0,461.0,第一分局,"120.680969 "
1126.0,住宅,公園里,臺中市中區公園里20鄰台灣大道1段215號,1.0,188.0,第一分局,"120.681422 "
1127.0,住宅,公園里,臺中市中區公園里20鄰市府路68號1,1.0,211.0,第一分局,"120.681304 "
1128.0,住宅,公園里,臺中市中區公園里22鄰台灣大道1段256號,1.0,404.0,第一分局,120.6814585
1129.0,住宅,公園里,臺中市中區公園里23鄰市府路106號,1.0,108.0,第一分局,120.6823502
1130.0,住宅,公園里,臺中市中區公園里24鄰市府路125號,1.0,398.0,第一分局,120.6827257
1131.0,住宅,公園里,臺中市中區公園里2鄰中山路77號,1.0,208.0,第一分局,120.6820811
1132.0,住宅,公園里,臺中市中區公園里2鄰中山路81號,1.0,146.0,第一分局,120.6818655
1133.0,住宅,公園里,臺中市中區公園里2鄰中山路83號,1.0,130.0,第一分局,120.6821322
1134.0,住宅,公園里,臺中市中區公園里2鄰中山路85號,1.0,150.0,第一分局,"120.681627 "
1135.0,住宅,公園里,臺中市中區公園里2鄰自由路2段34號,1.0,214.0,第一分局,"120.681772 "
1136.0,住宅,公園里,臺中市中區公園里2鄰自由路2段36號,1.0,230.0,第一分局,"120.681819 "
1137.0,住宅,公園里,臺中市中區公園里2鄰自由路2段38號,1.0,306.0,第一分局,"120.682080 "
1138.0,住宅,公園里,臺中市中區公園里3鄰中山路76號,1.0,128.0,第一分局,"120.681907 "
1139.0,住宅,公園里,臺中市中區公園里5鄰民權路84號,1.0,365.0,第一分局,"120.679491 "
1140.0,土地銀行,公園里,臺中市中區公園里5鄰自由路2段1號,1.0,564.0,第一分局,"120.679901 "
1141.0,住宅,公園里,臺中市中區公園里6鄰自由路2段1號,1.0,453.0,第一分局,"120.679901 "
1142.0,住宅,公園里,臺中市中區公園里6鄰自由路2段48號,1.0,320.0,第一分局,"120.682785 "
1143.0,住宅,公園里,臺中市中區公園里8鄰自由路2段66號,1.0,1113.0,第一分局,120.683421
1144.0,台灣電力公司,公園里,臺中市中區公園里8鄰自由路2段86號,1.0,118.0,第一分局,"120.684573 "
1145.0,台灣電力公司,公園里,臺中市中區公園里8鄰自由路2段86號,1.0,320.0,第一分局,"120.684573 "
1146.0,台灣電力公司,公園里,臺中市中區公園里8鄰自由路2段86號,1.0,610.0,第一分局,"120.684573 "
1147.0,住宅,公園里,臺中市中區公園里8鄰自由路2段92號,1.0,2889.0,第一分局,"120.685107 "
1148.0,太府天下,公園里,臺中市中區公園里9鄰民族路64號,1.0,117.0,第一分局,"120.680302 "
1149.0,住宅,公園里,臺中市中區公園里9鄰自由路2段37.41號,1.0,502.0,第一分局,120.6812059
1150.0,住宅,光復里,臺中市中區光復里11鄰平等街63號,1.0,218.0,第一分局,"120.679902 "
1151.0,住宅,光復里,臺中市中區光復里11鄰平等街67號,1.0,172.0,第一分局,"120.679939 "
1152.0,住宅,光復里,臺中市中區光復里11鄰平等街69號,1.0,333.0,第一分局,"120.679970 "
1153.0,住宅,光復里,臺中市中區光復里15鄰台灣大道1段258巷11號,1.0,293.0,第一分局,"120.681302 "
1154.0,住宅,光復里,臺中市中區光復里15鄰台灣大道1段258巷13號,1.0,488.0,第一分局,"120.681327 "
1155.0,住宅,光復里,臺中市中區光復里15鄰台灣大道1段306巷25號,1.0,104.0,第一分局,"120.680603 "
1156.0,住宅,光復里,臺中市中區光復里15鄰市府路107巷16號,1.0,278.0,第一分局,"120.681250 "
1157.0,住宅,光復里,臺中市中區光復里16鄰成功路199號,1.0,117.0,第一分局,"120.680867 "
1158.0,住宅,光復里,臺中市中區光復里16鄰成功路201號,1.0,418.0,第一分局,"120.680836 "
1159.0,住宅,光復里,臺中市中區光復里19鄰台灣大道1段306巷36號,1.0,129.0,第一分局,"120.680835 "
1160.0,住宅,光復里,臺中市中區光復里19鄰台灣大道1段306巷36號,1.0,146.0,第一分局,"120.680835 "
1161.0,住宅,光復里,臺中市中區光復里19鄰台灣大道1段306巷38號,1.0,125.0,第一分局,"120.680887 "
1162.0,住宅,光復里,臺中市中區光復里19鄰平等路107號,1.0,225.0,第一分局,"120.680902 "
1163.0,住宅,光復里,臺中市中區光復里19鄰平等路111號,1.0,102.0,第一分局,"120.680914 "
1164.0,住宅,光復里,臺中市中區光復里1鄰平等街1號,1.0,488.0,第一分局,"120.678357 "
1165.0,住宅,光復里,臺中市中區光復里1鄰平等街7號,1.0,620.0,第一分局,"120.678449 "
1166.0,住宅,光復里,"臺中市中區光復里1鄰民權路 102號",1.0,566.0,第一分局,"120.678011 "
1167.0,住宅,光復里,臺中市中區光復里21鄰平等路139號,1.0,126.0,第一分局,"120.681713 "
1168.0,平等澄清醫院,光復里,臺中市中區光復里22鄰平等街129號,1.0,109.0,第一分局,120.6818307
1169.0,住宅,光復里,臺中市中區光復里24鄰成功路248巷16號,1.0,154.0,第一分局,"120.681297 "
1170.0,住宅,光復里,臺中市中區光復里24鄰成功路248巷18號,1.0,110.0,第一分局,"120.681276 "
1171.0,住宅,光復里,臺中市中區光復里25鄰光復路62號,1.0,600.0,第一分局,"120.682586 "
1172.0,住宅,光復里,臺中市中區光復里2鄰平等街41號,1.0,600.0,第一分局,"120.679184 "
1173.0,住宅,光復里,臺中市中區光復里2鄰平等街57號,1.0,132.0,第一分局,"120.679603 "
1174.0,住宅,光復里,臺中市中區光復里2鄰民族路100號,1.0,172.0,第一分局,"120.679011 "
1175.0,住宅,光復里,臺中市中區光復里3鄰台灣大道1段299巷1號,1.0,333.0,第一分局,"120.680265 "
1176.0,住宅,光復里,臺中市中區光復里3鄰台灣大道1段299巷8號,1.0,102.0,第一分局,"120.680060 "
1177.0,住宅,光復里,臺中市中區光復里4鄰中山路175巷17號,1.0,592.0,第一分局,"120.679340 "
1178.0,住宅,光復里,臺中市中區光復里4鄰中山路175巷23號,1.0,260.0,第一分局,"120.678926 "
1179.0,住宅,光復里,臺中市中區光復里4鄰中山路175巷5號2,1.0,288.0,第一分局,"120.679340 "
1180.0,住宅,光復里,臺中市中區光復里5鄰中山路143巷14號,1.0,246.0,第一分局,"120.679744 "
1181.0,住宅,光復里,臺中市中區光復里5鄰中山路143巷14號,1.0,420.0,第一分局,"120.679744 "
1182.0,住宅,光復里,臺中市中區光復里5鄰中山路143巷16號,1.0,490.0,第一分局,"120.679649 "
1183.0,住宅,光復里,臺中市中區光復里5鄰中山路157.159號,1.0,400.0,第一分局,"120.679790 "
1184.0,住宅,光復里,臺中市中區光復里5鄰平等街22號,1.0,180.0,第一分局,"120.679508 "
1185.0,住宅,光復里,臺中市中區光復里5鄰平等街24號,1.0,289.0,第一分局,"120.679539 "
1186.0,住宅,光復里,臺中市中區光復里5鄰平等街32號,1.0,402.0,第一分局,"120.679683 "
1187.0,住宅,光復里,臺中市中區光復里5鄰平等街34號,1.0,116.0,第一分局,"120.679734 "
1188.0,住宅,光復里,臺中市中區光復里5鄰平等街36號,1.0,136.0,第一分局,"120.679755 "
1189.0,住宅,光復里,臺中市中區光復里5鄰平等街38號,1.0,144.0,第一分局,"120.679762 "
1190.0,住宅,光復里,臺中市中區光復里5鄰民族路88號,1.0,138.0,第一分局,"120.679647 "
1191.0,住宅,光復里,臺中市中區光復里5鄰民族路91號,1.0,182.0,第一分局,"120.679337 "
1192.0,住宅,光復里,臺中市中區光復里5鄰民族路93號,1.0,240.0,第一分局,"120.679295 "
1193.0,住宅,光復里,臺中市中區光復里5鄰民族路94號,1.0,648.0,第一分局,"120.679343 "
1194.0,住宅,光復里,臺中市中區光復里5鄰民族路95號,1.0,250.0,第一分局,"120.679253 "
1195.0,住宅,光復里,臺中市中區光復里5鄰民族路97.99號,1.0,181.0,第一分局,"120.679226 "
1196.0,住宅,光復里,臺中市中區光復里6鄰台灣大道1段267號,1.0,466.0,第一分局,"120.680638 "
1197.0,住宅,光復里,臺中市中區光復里6鄰台灣大道1段269號,1.0,460.0,第一分局,"120.680629 "
1198.0,住宅,光復里,臺中市中區光復里6鄰平等街72號,1.0,108.0,第一分局,"120.678865 "
1199.0,住宅,光復里,臺中市中區光復里9鄰中山路166號,1.0,460.0,第一分局,"120.680009 "
1200.0,住宅,光復里,臺中市中區光復里9鄰中山路174號,1.0,225.0,第一分局,"120.679753 "
1201.0,住宅,光復里,臺中市中區光復里9鄰平等街44號,1.0,112.0,第一分局,"120.680092 "
1202.0,住宅,光復里,臺中市中區光復里9鄰平等街46.48號,1.0,497.0,第一分局,"120.680218 "
1203.0,住宅,光復里,臺中市中區光復里9鄰平等街50號,1.0,240.0,第一分局,"120.680246 "
1204.0,住宅,綠川里,臺中市中區綠川里16鄰成功路10號,1.0,741.0,第一分局,"120.685934 "
1205.0,住宅,綠川里,臺中市中區綠川里17鄰建國路195號,1.0,369.0,第一分局,"120.685868 "
1206.0,聖芸佛具藝品館,綠川里,臺中市中區綠川里17鄰建國路197號,1.0,226.0,第一分局,"120.685869 "
1207.0,綠東大廈,綠川里,臺中市中區綠川里17鄰綠川東街110.112號,1.0,232.0,第一分局,"120.685613 "
1208.0,住宅,綠川里,臺中市中區綠川里17鄰綠川東街110號,1.0,133.0,第一分局,"120.685613 "
1209.0,住宅,綠川里,臺中市中區綠川里22鄰光復路15號,1.0,480.0,第一分局,"120.685601 "
1210.0,住宅,綠川里,臺中市中區綠川里22鄰光復路17號,1.0,266.0,第一分局,"120.685565 "
1211.0,住宅,綠川里,臺中市中區綠川里22鄰光復路39號,1.0,398.0,第一分局,"120.684912 "
1212.0,東協廣場,綠川里,臺中市中區綠川里24鄰綠川西街135號,1.0,6784.0,第一分局,120.6844075
1213.0,住宅,綠川里,臺中市中區綠川里26鄰民權路32號,1.0,400.0,第一分局,"120.681606 "
1214.0,住宅,綠川里,臺中市中區綠川里26鄰民權路44巷2號,1.0,261.0,第一分局,"120.681447 "
1215.0,住宅,綠川里,臺中市中區綠川里26鄰綠川西路61號,1.0,689.0,第一分局,"120.681892 "
1216.0,住宅,綠川里,臺中市中區綠川里29鄰中山路26號,1.0,121.0,第一分局,"120.683036 "
1217.0,住宅,綠川里,臺中市中區綠川里29鄰中山路32號,1.0,178.0,第一分局,"120.682968 "
1218.0,住宅,綠川里,臺中市中區綠川里29鄰台灣大道1段79號,1.0,109.0,第一分局,"120.683353 "
1219.0,千越大樓,綠川里,臺中市中區綠川里29鄰綠川西街115號,1.0,2421.0,第一分局,"120.683370 "
1220.0,住宅,綠川里,臺中市中區綠川里30鄰民族路18號之1,1.0,154.0,第一分局,"120.682135 "
1221.0,住宅,綠川里,臺中市中區綠川里30鄰民族路20號,1.0,480.0,第一分局,"120.682096 "
1222.0,住宅,綠川里,臺中市中區綠川里30鄰綠川西街97號,1.0,146.0,第一分局,"120.682627 "
1223.0,住宅,綠川里,臺中市中區綠川里3鄰民權路22號,1.0,108.0,第一分局,"120.682132 "
1224.0,住宅,綠川里,臺中市中區綠川里4鄰建國路93.5.7號,1.0,697.0,第一分局,"120.682720 "
1225.0,住宅,綠川里,臺中市中區綠川里6鄰成功路99號,1.0,260.0,第一分局,"120.684158 "
1226.0,台中商銀綜合證券,繼光里,臺中市中區繼光里10鄰民族路45號,1.0,721.0,第一分局,"120.681680 "
1227.0,住宅,繼光里,臺中市中區繼光里10鄰民權路44巷3號,1.0,100.0,第一分局,"120.681377 "
1228.0,住宅,繼光里,臺中市中區繼光里10鄰民權路48號,1.0,101.0,第一分局,"120.681207 "
1229.0,住宅,繼光里,臺中市中區繼光里10鄰民權路52號,1.0,112.0,第一分局,"120.681139 "
1230.0,住宅,繼光里,臺中市中區繼光里10鄰民權路58號,1.0,400.0,第一分局,"120.681030 "
1231.0,住宅,繼光里,臺中市中區繼光里10鄰繼光街41號,1.0,373.0,第一分局,"120.681242 "
1232.0,住宅,繼光里,臺中市中區繼光里10鄰繼光街43號,1.0,104.0,第一分局,"120.681555 "
1233.0,住宅,繼光里,臺中市中區繼光里11鄰民族路47號,1.0,322.0,第一分局,"120.681276 "
1234.0,住宅,繼光里,臺中市中區繼光里11鄰民權路64號,1.0,164.0,第一分局,"120.680805 "
1235.0,成旅晶贊飯店,繼光里,臺中市中區繼光里11鄰民權路66號,1.0,1126.0,第一分局,"120.680690 "
1236.0,住宅,繼光里,臺中市中區繼光里11鄰繼光街39號,1.0,324.0,第一分局,"120.681242 "
1237.0,住宅,繼光里,臺中市中區繼光里12鄰公園路2號,1.0,5441.0,第一分局,"120.685027 "
1238.0,住宅,繼光里,臺中市中區繼光里14鄰光復路32.34號,1.0,186.0,第一分局,"120.684971 "
1239.0,住宅,繼光里,臺中市中區繼光里14鄰光復路36號,1.0,124.0,第一分局,"120.684906 "
1240.0,住宅,繼光里,臺中市中區繼光里14鄰繼光街156號,1.0,112.0,第一分局,"120.684376 "
1241.0,住宅,繼光里,臺中市中區繼光里14鄰繼光街166號,1.0,105.0,第一分局,"120.684872 "
1242.0,住宅,繼光里,臺中市中區繼光里15鄰光復路47號,1.0,101.0,第一分局,"120.684734 "
1243.0,住宅,繼光里,臺中市中區繼光里15鄰光復路51號,1.0,162.0,第一分局,"120.684627 "
1244.0,住宅,繼光里,臺中市中區繼光里15鄰光復路59號,1.0,108.0,第一分局,"120.684539 "
1245.0,住宅,繼光里,臺中市中區繼光里15鄰成功路90巷11號,1.0,149.0,第一分局,"120.684588 "
1246.0,住宅,繼光里,臺中市中區繼光里15鄰成功路90巷13號,1.0,117.0,第一分局,"120.684616 "
1247.0,住宅,繼光里,臺中市中區繼光里15鄰繼光街135號,1.0,320.0,第一分局,"120.683984 "
1248.0,住宅,繼光里,臺中市中區繼光里15鄰繼光街168巷1號之1,1.0,130.0,第一分局,"120.684790 "
1249.0,住宅,繼光里,臺中市中區繼光里16鄰繼光街133號,1.0,213.0,第一分局,"120.683944 "
1250.0,住宅,繼光里,臺中市中區繼光里16鄰繼光街155號,1.0,197.0,第一分局,"120.684281 "
