編號,類別,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度
499.0,住宅,和龍里,臺中市西區和龍里22鄰臺灣大道一段728號,1.0,722.0,第一分局,"120.673872 "
500.0,中正實業大樓,和龍里,臺中市西區和龍里22鄰臺灣大道一段726號,1.0,1705.0,第一分局,120.6739651
501.0,住宅,和龍里,臺中市西區和龍里2鄰日進街79號,1.0,220.0,第一分局,"120.673058 "
502.0,中港新歡,和龍里,臺中市西區和龍里2鄰梅川東路二段35號,1.0,340.0,第一分局,"120.672831 "
503.0,鴻運大樓,和龍里,臺中市西區和龍里3鄰日興街100號,1.0,481.0,第一分局,120.6743795
504.0,住宅,和龍里,臺中市西區和龍里4鄰篤行路173號,1.0,276.0,第一分局,"120.673748 "
505.0,住宅,和龍里,臺中市西區和龍里5鄰西屯路一段70號,1.0,117.0,第一分局,"120.673356 "
506.0,住宅,和龍里,臺中市西區和龍里5鄰西屯路一段72號,1.0,157.0,第一分局,"120.673333 "
507.0,住宅,和龍里,臺中市西區和龍里5鄰西屯路一段86號,1.0,110.0,第一分局,"120.673317 "
508.0,住宅,和龍里,臺中市西區和龍里5鄰篤信街54號,1.0,296.0,第一分局,"120.673348 "
509.0,銀座雙星b棟,和龍里,臺中市西區和龍里8鄰篤行路184號,1.0,1829.0,第一分局,120.6741868
510.0,國家安全局,後龍里,臺中市西區後龍里06鄰民權路217巷6號,1.0,578.0,第一分局,"120.669045 "
511.0,住宅,後龍里,臺中市西區後龍里10鄰民生北路130號,1.0,362.0,第一分局,"120.668260 "
512.0,住宅,後龍里,臺中市西區後龍里10鄰民生北路151號,1.0,634.0,第一分局,120.6681269
513.0,住宅,後龍里,臺中市西區後龍里10鄰民生北路155號,1.0,490.0,第一分局,"120.668097 "
514.0,住宅,後龍里,臺中市西區後龍里10鄰民權路229巷18號,1.0,2050.0,第一分局,"120.668625 "
515.0,住宅,後龍里,臺中市西區後龍里10鄰民權路229巷30號,1.0,184.0,第一分局,"120.667706 "
516.0,住宅,後龍里,臺中市西區後龍里13鄰民權路217巷12號,1.0,124.0,第一分局,"120.668718 "
517.0,住宅,後龍里,臺中市西區後龍里13鄰民權路217巷16號,1.0,134.0,第一分局,"120.668436 "
518.0,住宅,後龍里,臺中市西區後龍里14鄰民生北路146號,1.0,372.0,第一分局,"120.668273 "
519.0,住宅,後龍里,臺中市西區後龍里16鄰民權路310號,1.0,633.0,第一分局,120.6699526
520.0,住宅,後龍里,臺中市西區後龍里16鄰民權路312巷11-1號,1.0,141.0,第一分局,120.6707032
521.0,住宅,後龍里,臺中市西區後龍里16鄰民權路312巷11-2號,1.0,121.0,第一分局,120.670657
522.0,住宅,後龍里,臺中市西區後龍里16鄰民權路312巷11號,1.0,184.0,第一分局,"120.670664 "
523.0,住宅,後龍里,臺中市西區後龍里16鄰民權路312巷6號,1.0,126.0,第一分局,"120.670464 "
524.0,住宅,後龍里,臺中市西區後龍里16鄰梅川西路一段130號,1.0,117.0,第一分局,120.6708442
525.0,住宅,後龍里,臺中市西區後龍里17鄰民權路213巷19號之1,1.0,161.0,第一分局,"120.668291 "
526.0,住宅,後龍里,臺中市西區後龍里17鄰民權路213巷1號,1.0,721.0,第一分局,"120.669616 "
527.0,住宅,後龍里,臺中市西區後龍里17鄰民權路213巷7號,1.0,478.0,第一分局,"120.669156 "
528.0,住宅,後龍里,臺中市西區後龍里18鄰民權路213巷16號,1.0,105.0,第一分局,"120.668297 "
529.0,住宅,後龍里,臺中市西區後龍里18鄰民權路213巷2號,1.0,416.0,第一分局,"120.669417 "
530.0,住宅,後龍里,臺中市西區後龍里18鄰民權路213巷4號,1.0,350.0,第一分局,"120.669179 "
531.0,住宅,後龍里,臺中市西區後龍里18鄰民權路215號,1.0,908.0,第一分局,"120.669602 "
532.0,民權派出所,後龍里,臺中市西區後龍里19鄰民權路258號,1.0,342.0,第一分局,120.6709213
533.0,住宅,後龍里,臺中市西區後龍里1鄰向上路一段23號,1.0,662.0,第一分局,"120.668581 "
534.0,住宅,後龍里,臺中市西區後龍里1鄰向上路一段5號,1.0,348.0,第一分局,"120.669478 "
535.0,住宅,後龍里,臺中市西區後龍里20鄰民族路325號,1.0,341.0,第一分局,"120.671443 "
536.0,住宅,後龍里,臺中市西區後龍里20鄰均安街82號,1.0,150.0,第一分局,"120.671439 "
537.0,中山醫學大學附設醫院中港院區,後龍里,臺中市西區後龍里23鄰臺灣大道二段35號,1.0,364.0,第一分局,"120.672161 "
538.0,住宅,後龍里,臺中市西區後龍里24鄰五權路92號,1.0,309.0,第一分局,120.6732663
539.0,好萊塢大廈,後龍里,臺中市西區後龍里24鄰臺灣大道一段703號,1.0,101.0,第一分局,120.6747161
540.0,財團法人台灣兒童暨家庭扶助基金會,後龍里,臺中市西區後龍里25鄰民權路228號,1.0,612.0,第一分局,"120.672081 "
541.0,住宅,後龍里,臺中市西區後龍里25鄰民權路234號,1.0,656.0,第一分局,"120.671837 "
542.0,住宅,後龍里,臺中市西區後龍里26鄰福龍街58號,1.0,154.0,第一分局,"120.673728 "
543.0,住宅,後龍里,臺中市西區後龍里27鄰中山路450號,1.0,116.0,第一分局,"120.673655 "
544.0,住宅,後龍里,臺中市西區後龍里27鄰中山路470號,1.0,558.0,第一分局,"120.673146 "
545.0,住宅,後龍里,臺中市西區後龍里2鄰向上路一段4號,1.0,202.0,第一分局,"120.669287 "
546.0,住宅,後龍里,臺中市西區後龍里30鄰中山路481號,1.0,125.0,第一分局,"120.672929 "
547.0,住宅,後龍里,臺中市西區後龍里30鄰五權路72號,1.0,1298.0,第一分局,"120.672726 "
548.0,住宅,後龍里,臺中市西區後龍里31鄰中山路465號,1.0,302.0,第一分局,"120.673383 "
549.0,住宅,後龍里,臺中市西區後龍里31鄰中山路467號,1.0,164.0,第一分局,"120.673306 "
550.0,住宅,後龍里,臺中市西區後龍里31鄰五權路58號之3,1.0,125.0,第一分局,120.6722864
551.0,住宅,後龍里,臺中市西區後龍里31鄰五權路60號,1.0,394.0,第一分局,120.6724917
552.0,住宅,後龍里,臺中市西區後龍里31鄰福龍街41號,1.0,125.0,第一分局,"120.673015 "
553.0,住宅,後龍里,臺中市西區後龍里3鄰民權路217巷17號,1.0,658.0,第一分局,"120.668404 "
554.0,住宅,後龍里,臺中市西區後龍里3鄰民權路217巷1號,1.0,266.0,第一分局,"120.669642 "
555.0,住宅,後龍里,臺中市西區後龍里3鄰民權路217巷7-1號,1.0,168.0,第一分局,"120.669213 "
556.0,住宅,後龍里,臺中市西區後龍里4鄰民權路209巷15號,1.0,104.0,第一分局,"120.670529 "
557.0,住宅,後龍里,臺中市西區後龍里4鄰民權路300號,1.0,1330.0,第一分局,"120.670129 "
558.0,住宅,後龍里,臺中市西區後龍里4鄰後龍街59巷3號,1.0,121.0,第一分局,"120.670454 "
559.0,住宅,後龍里,臺中市西區後龍里5鄰民權路302號之1,1.0,1706.0,第一分局,"120.670011 "
560.0,住宅,後龍里,臺中市西區後龍里5鄰民權路304巷3號,1.0,198.0,第一分局,"120.670441 "
561.0,住宅,後龍里,臺中市西區後龍里5鄰民權路304巷6號,1.0,525.0,第一分局,"120.670537 "
562.0,住宅,後龍里,臺中市西區後龍里6鄰民權路219號,1.0,1472.0,第一分局,"120.669639 "
563.0,住宅,後龍里,臺中市西區後龍里6鄰民權路225巷11號,1.0,454.0,第一分局,120.6686308
564.0,住宅,後龍里,臺中市西區後龍里6鄰民權路225巷12-2號,1.0,149.0,第一分局,120.6683529
565.0,住宅,後龍里,臺中市西區後龍里6鄰民權路225巷4號,1.0,110.0,第一分局,"120.669065 "
566.0,住宅,後龍里,臺中市西區後龍里7鄰民權路229巷17號,1.0,233.0,第一分局,"120.668314 "
567.0,住宅,後龍里,臺中市西區後龍里7鄰民權路229巷1號,1.0,1462.0,第一分局,"120.669363 "
568.0,住宅,後龍里,臺中市西區後龍里7鄰民權路229巷21號,1.0,764.0,第一分局,"120.667852 "
569.0,住宅,後龍里,臺中市西區後龍里8鄰民權路233巷11號,1.0,321.0,第一分局,"120.668550 "
570.0,住宅,後龍里,臺中市西區後龍里8鄰民權路233巷15號,1.0,165.0,第一分局,"120.668305 "
571.0,住宅,後龍里,臺中市西區後龍里8鄰臺灣大道二段99巷3號,1.0,138.0,第一分局,"120.670638 "
572.0,住宅,後龍里,臺中市西區後龍里9鄰民權路233巷2號,1.0,167.0,第一分局,"120.669535 "
573.0,住宅,後龍里,臺中市西區後龍里9鄰民權路233巷4號,1.0,712.0,第一分局,"120.669310 "
574.0,住宅,後龍里,臺中市西區後龍里9鄰民權路235號,1.0,306.0,第一分局,"120.669606 "
575.0,住宅,後龍里,臺中市西區後龍里9鄰臺灣大道二段101號,1.0,1706.0,第一分局,"120.670775 "
576.0,住宅,双龍里,臺中市西區雙龍里10鄰模範街24巷2號,1.0,162.0,第一分局,"120.666846 "
577.0,住宅,双龍里,臺中市西區雙龍里13鄰模範街23巷7號,1.0,202.0,第一分局,"120.667109 "
578.0,住宅,双龍里,臺中市西區雙龍里13鄰模範街34巷3號,1.0,341.0,第一分局,"120.666946 "
579.0,住宅,双龍里,臺中市西區雙龍里13鄰模範街40巷4號,1.0,394.0,第一分局,"120.666935 "
580.0,住宅,双龍里,臺中市西區雙龍里13鄰模範街40巷8號,1.0,326.0,第一分局,"120.667343 "
581.0,財政部中區國稅局,双龍里,臺中市西區雙龍里14鄰民生路168號,1.0,8654.0,第一分局,"120.667300 "
582.0,臺中英才郵局,双龍里,臺中市西區雙龍里14鄰民生路200號,1.0,532.0,第一分局,"120.665856 "
583.0,住宅,双龍里,臺中市西區雙龍里14鄰向上路一段71號,1.0,1598.0,第一分局,"120.665693 "
584.0,住宅,双龍里,臺中市西區雙龍里16鄰英才路589巷6號,1.0,1261.0,第一分局,"120.665451 "
585.0,向上國中,双龍里,臺中市西區雙龍里18鄰民生路411號,1.0,988.0,第一分局,"120.666473 "
586.0,住宅,双龍里,臺中市西區雙龍里19鄰模範街23巷6號,1.0,128.0,第一分局,"120.666220 "
587.0,住宅,双龍里,臺中市西區雙龍里1鄰向上路一段30號,1.0,852.0,第一分局,"120.666987 "
588.0,住宅,双龍里,臺中市西區雙龍里1鄰向上路一段38號,1.0,341.0,第一分局,"120.666469 "
589.0,住宅,双龍里,臺中市西區雙龍里1鄰向上路一段56號,1.0,488.0,第一分局,"120.665777 "
590.0,住宅,双龍里,臺中市西區雙龍里24鄰模範街17巷11號,1.0,110.0,第一分局,"120.665784 "
591.0,住宅,双龍里,臺中市西區雙龍里2鄰模範街23巷2號,1.0,176.0,第一分局,"120.666336 "
592.0,住宅,双龍里,臺中市西區雙龍里3鄰模範街2巷14號,1.0,122.0,第一分局,"120.667195 "
593.0,住宅,双龍里,臺中市西區雙龍里3鄰模範街2巷1號,1.0,377.0,第一分局,120.6671033
594.0,住宅,双龍里,臺中市西區雙龍里3鄰模範街2巷9號,1.0,117.0,第一分局,"120.667193 "
595.0,住宅,双龍里,臺中市西區雙龍里4鄰模範街6號,1.0,454.0,第一分局,"120.666749 "
596.0,住宅,双龍里,臺中市西區雙龍里模範街9巷2號,1.0,823.0,第一分局,120.6673176
597.0,長億新貴大樓,大誠里,臺中市中區大誠里12鄰成功路315號,1.0,229.0,第一分局,"120.678150 "
598.0,住宅,大誠里,臺中市中區大誠里15鄰臺灣大道一段502號,1.0,117.0,第一分局,"120.677529 "
599.0,住宅,大誠里,臺中市中區大誠里15鄰臺灣大道一段516號,1.0,176.0,第一分局,120.6782308
600.0,雲端商務旅館,大誠里,臺中市中區大誠里16鄰公園路36號,1.0,812.0,第一分局,120.6804278
601.0,萬代福影城,大誠里,臺中市中區大誠里16鄰公園路38號,1.0,2484.0,第一分局,"120.680229 "
602.0,慶禾小富都,大誠里,臺中市中區大誠里19鄰成功路306巷10號,1.0,1185.0,第一分局,120.6793792
603.0,住宅,大誠里,臺中市中區大誠里19鄰成功路332號,1.0,298.0,第一分局,120.6790196
604.0,住宅,大誠里,臺中市中區大誠里1鄰仁愛街15號,1.0,1798.0,第一分局,"120.675415 "
605.0,住宅,大誠里,臺中市中區大誠里1鄰民族路207號,1.0,356.0,第一分局,"120.675942 "
606.0,住宅,大誠里,臺中市中區大誠里1鄰民族路213號,1.0,106.0,第一分局,"120.675873 "
607.0,愛家大廈,大誠里,臺中市中區大誠里20鄰大誠街78號,1.0,264.0,第一分局,"120.679590 "
608.0,無極理天大道院,大誠里,臺中市中區大誠里20鄰大誠街86號之1,1.0,320.0,第一分局,"120.679737 "
609.0,住宅,大誠里,臺中市中區大誠里20鄰大誠街88號,1.0,114.0,第一分局,"120.679764 "
610.0,住宅,大誠里,臺中市中區大誠里21鄰光復路142號,1.0,100.0,第一分局,"120.679364 "
611.0,住宅,大誠里,臺中市中區大誠里22鄰成功路306巷1號,1.0,126.0,第一分局,"120.678943 "
612.0,住宅,大誠里,臺中市中區大誠里23鄰公園路105號,1.0,109.0,第一分局,"120.679406 "
613.0,住宅,大誠里,臺中市中區大誠里24鄰中華路二段24巷8號,1.0,177.0,第一分局,"120.679837 "
614.0,住宅,大誠里,臺中市中區大誠里24鄰公園路99號,1.0,110.0,第一分局,"120.679505 "
615.0,住宅,大誠里,臺中市中區大誠里25鄰大誠街108號,1.0,168.0,第一分局,"120.680499 "
616.0,住宅,大誠里,臺中市中區大誠里25鄰大誠街67號,1.0,134.0,第一分局,"120.679360 "
617.0,住宅,大誠里,臺中市中區大誠里25鄰光復路152號,1.0,117.0,第一分局,"120.679045 "
618.0,住宅,大誠里,臺中市中區大誠里25鄰福音街29號,1.0,116.0,第一分局,"120.680824 "
619.0,住宅,大誠里,臺中市中區大誠里29鄰中華路二段24巷5號,1.0,204.0,第一分局,"120.679641 "
620.0,住宅,大誠里,臺中市中區大誠里29鄰光復路160號,1.0,102.0,第一分局,"120.678909 "
621.0,住宅,大誠里,臺中市中區大誠里2鄰大誠街11巷15號,1.0,100.0,第一分局,"120.677581 "
622.0,第一醫院,大誠里,臺中市中區大誠里2鄰民族路184號,1.0,295.0,第一分局,"120.676441 "
623.0,祥瑞大樓,大誠里,臺中市中區大誠里2鄰柳川西路三段16號,1.0,718.0,第一分局,120.6773276
624.0,住宅,大誠里,臺中市中區大誠里2鄰柳川西路三段20號,1.0,394.0,第一分局,"120.676790 "
625.0,住宅,大誠里,臺中市中區大誠里2鄰柳川西路三段23號,1.0,830.0,第一分局,"120.676770 "
626.0,住宅,大誠里,臺中市中區大誠里30鄰公園路111號,1.0,104.0,第一分局,"120.679287 "
627.0,住宅,大誠里,臺中市中區大誠里32鄰中華路二段20號,1.0,146.0,第一分局,"120.679278 "
628.0,住宅,大誠里,臺中市中區大誠里32鄰光復路164號,1.0,192.0,第一分局,"120.679030 "
629.0,住宅,大誠里,臺中市中區大誠里3鄰仁愛街16號,1.0,145.0,第一分局,"120.676478 "
630.0,住宅,大誠里,臺中市中區大誠里3鄰仁愛街8號,1.0,117.0,第一分局,"120.676032 "
631.0,住宅,大誠里,臺中市中區大誠里5鄰仁愛街33號,1.0,113.0,第一分局,"120.676148 "
632.0,住宅,大誠里,臺中市中區大誠里5鄰仁愛街35號,1.0,169.0,第一分局,"120.676193 "
633.0,住宅,大誠里,臺中市中區大誠里6鄰中山路285號,1.0,108.0,第一分局,"120.676402 "
634.0,住宅,大誠里,臺中市中區大誠里8鄰大誠街3號,1.0,100.0,第一分局,"120.677718 "
635.0,孔雀咖啡,大誠里,臺中市中區大誠里8鄰大誠街5號,1.0,148.0,第一分局,"120.677792 "
636.0,住宅,大誠里,臺中市中區大誠里8鄰大誠街7號,1.0,132.0,第一分局,"120.677817 "
637.0,第一銀行,大誠里,臺中市中區大誠里8鄰臺灣大道一段501號,1.0,1017.0,第一分局,"120.677201 "
638.0,住宅,大墩里,臺中市中區大墩里11鄰三民路二段62號,1.0,117.0,第一分局,"120.679117 "
639.0,住宅,大墩里,臺中市中區大墩里11鄰三民路二段80號,1.0,136.0,第一分局,"120.679346 "
640.0,住宅,大墩里,臺中市中區大墩里12鄰三民路二段68號,1.0,330.0,第一分局,"120.679247 "
641.0,住宅,大墩里,臺中市中區大墩里12鄰臺灣大道一段325號,1.0,308.0,第一分局,"120.679824 "
642.0,住宅,大墩里,臺中市中區大墩里12鄰臺灣大道一段329號,1.0,148.0,第一分局,"120.679800 "
643.0,住宅,大墩里,臺中市中區大墩里13鄰三民路二段74巷5號,1.0,105.0,第一分局,"120.679537 "
644.0,住宅,大墩里,臺中市中區大墩里17鄰三民路二段44號,1.0,1828.0,第一分局,"120.678576 "
645.0,住宅,大墩里,臺中市中區大墩里17鄰三民路二段53號,1.0,1747.0,第一分局,120.6783709
646.0,住宅,大墩里,臺中市中區大墩里17鄰三民路二段57號,1.0,413.0,第一分局,"120.678344 "
647.0,住宅,大墩里,臺中市中區大墩里17鄰三民路二段63號,1.0,109.0,第一分局,"120.678437 "
648.0,住宅,大墩里,臺中市中區大墩里17鄰三民路二段65號,1.0,100.0,第一分局,"120.678428 "
649.0,住宅,大墩里,臺中市中區大墩里17鄰三民路二段67號,1.0,112.0,第一分局,"120.678460 "
650.0,住宅,大墩里,臺中市中區大墩里17鄰民族路106號,1.0,522.0,第一分局,"120.677871 "
651.0,住宅,大墩里,臺中市中區大墩里18鄰三民路二段123號,1.0,129.0,第一分局,"120.679790 "
652.0,住宅,大墩里,臺中市中區大墩里18鄰三民路二段125號,1.0,125.0,第一分局,"120.679818 "
653.0,住宅,大墩里,臺中市中區大墩里18鄰三民路二段127號,1.0,129.0,第一分局,"120.679855 "
654.0,住宅,大墩里,臺中市中區大墩里18鄰三民路二段129號,1.0,106.0,第一分局,"120.679886 "
655.0,住宅,大墩里,臺中市中區大墩里18鄰三民路二段141號,1.0,105.0,第一分局,"120.680307 "
656.0,住宅,大墩里,臺中市中區大墩里18鄰三民路二段145號,1.0,636.0,第一分局,"120.680359 "
657.0,住宅,大墩里,臺中市中區大墩里18鄰臺灣大道一段360號,1.0,116.0,第一分局,"120.679534 "
658.0,住宅,大墩里,臺中市中區大墩里18鄰臺灣大道一段388號,1.0,290.0,第一分局,"120.679143 "
659.0,住宅,大墩里,臺中市中區大墩里1鄰三民路二段1號,1.0,176.0,第一分局,"120.677242 "
660.0,住宅,大墩里,臺中市中區大墩里1鄰民族路145號,1.0,168.0,第一分局,"120.678175 "
661.0,住宅,大墩里,臺中市中區大墩里1鄰民權路120號,1.0,109.0,第一分局,"120.677732 "
662.0,住宅,大墩里,臺中市中區大墩里20鄰三民路二段138號,1.0,1254.0,第一分局,"120.680890 "
663.0,住宅,大墩里,臺中市中區大墩里20鄰成功路256號,1.0,204.0,第一分局,"120.680606 "
664.0,住宅,大墩里,臺中市中區大墩里20鄰成功路260號,1.0,100.0,第一分局,"120.680494 "
665.0,住宅,大墩里,臺中市中區大墩里21鄰三民路二段104號,1.0,108.0,第一分局,"120.680148 "
666.0,住宅,大墩里,臺中市中區大墩里21鄰三民路二段116號,1.0,262.0,第一分局,"120.680465 "
667.0,住宅,大墩里,臺中市中區大墩里21鄰臺灣大道一段336巷17號,1.0,117.0,第一分局,"120.680376 "
668.0,住宅,大墩里,臺中市中區大墩里21鄰臺灣大道一段348號,1.0,168.0,第一分局,"120.679858 "
669.0,住宅,大墩里,臺中市中區大墩里23鄰三民路二段149巷8號,1.0,120.0,第一分局,"120.680319 "
670.0,住宅,大墩里,臺中市中區大墩里24鄰三民路二段169號,1.0,108.0,第一分局,"120.680961 "
671.0,住宅,大墩里,臺中市中區大墩里24鄰光復路169號之1,1.0,104.0,第一分局,"120.680571 "
672.0,住宅,大墩里,臺中市中區大墩里27鄰公園路22號,1.0,118.0,第一分局,"120.681453 "
673.0,光復國小,大墩里,臺中市中區大墩里28鄰三民路二段148號,1.0,1020.0,第一分局,"120.681721 "
674.0,光復國小,大墩里,臺中市中區大墩里28鄰三民路二段148號,1.0,1697.0,第一分局,"120.681721 "
675.0,詹東霖診所,大墩里,臺中市中區大墩里4鄰三民路二段11號,1.0,206.0,第一分局,"120.677432 "
676.0,住宅,大墩里,臺中市中區大墩里5鄰三民路二段17巷2號,1.0,112.0,第一分局,"120.677435 "
677.0,住宅,大墩里,臺中市中區大墩里5鄰三民路二段25號,1.0,152.0,第一分局,"120.677650 "
678.0,富源華廈,大墩里,臺中市中區大墩里5鄰三民路二段29號,1.0,550.0,第一分局,"120.677811 "
679.0,住宅,大墩里,臺中市中區大墩里5鄰民族路127號,1.0,108.0,第一分局,"120.678410 "
680.0,住宅,大墩里,臺中市中區大墩里5鄰民族路139號,1.0,109.0,第一分局,"120.678248 "
681.0,住宅,大墩里,臺中市中區大墩里5鄰民族路153號,1.0,221.0,第一分局,"120.677706 "
682.0,住宅,大墩里,臺中市中區大墩里6鄰三民路二段43號,1.0,226.0,第一分局,"120.678169 "
683.0,住宅,大墩里,臺中市中區大墩里6鄰三民路二段47號,1.0,112.0,第一分局,"120.678196 "
684.0,住宅,大墩里,臺中市中區大墩里6鄰中山路175巷18號,1.0,390.0,第一分局,"120.678835 "
685.0,荷米商旅,中華里,臺中市中區中華里10鄰中山路320號,1.0,174.0,第一分局,"120.676394 "
686.0,住宅,中華里,"臺中市中區中華里10鄰中華路一 段36號",1.0,130.0,第一分局,"120.674722 "
687.0,住宅,中華里,臺中市中區中華里10鄰中華路一段42號,1.0,102.0,第一分局,"120.674888 "
688.0,住宅,中華里,臺中市中區中華里10鄰中華路一段54號,1.0,102.0,第一分局,"120.675064 "
689.0,住宅,中華里,臺中市中區中華里10鄰中華路一段70號,1.0,100.0,第一分局,"120.675576 "
690.0,住宅,中華里,臺中市中區中華里12鄰中華路一段52號,1.0,184.0,第一分局,"120.675036 "
691.0,住宅,中華里,臺中市中區中華里12鄰中華路一段62號,1.0,150.0,第一分局,"120.675452 "
692.0,住宅,中華里,臺中市中區中華里14鄰民族路186巷2號,1.0,125.0,第一分局,"120.675867 "
693.0,住宅,中華里,臺中市中區中華里14鄰民族路206號,1.0,364.0,第一分局,"120.675693 "
694.0,住宅,中華里,臺中市中區中華里17鄰中華路一段102巷5號,1.0,117.0,第一分局,"120.676587 "
695.0,住宅,中華里,臺中市中區中華里17鄰民族路231號,1.0,174.0,第一分局,"120.675248 "
696.0,住宅,中華里,臺中市中區中華里17鄰民族路233號,1.0,201.0,第一分局,"120.675209 "
697.0,住宅,中華里,臺中市中區中華里1鄰中華路一段45號,1.0,132.0,第一分局,"120.674408 "
698.0,住宅,中華里,臺中市中區中華里1鄰中華路一段57號,1.0,1479.0,第一分局,"120.674643 "
699.0,住宅,中華里,臺中市中區中華里1鄰民族路241號,1.0,113.0,第一分局,"120.674693 "
700.0,住宅,中華里,臺中市中區中華里1鄰民族路241號之1,1.0,112.0,第一分局,"120.674701 "
701.0,兆豐銀行,中華里,臺中市中區中華里1鄰民權路一段216號,1.0,1604.0,第一分局,"120.674124 "
702.0,住宅,中華里,臺中市中區中華里20鄰中華路一段193巷2號,1.0,133.0,第一分局,"120.677492 "
703.0,住宅,中華里,臺中市中區中華里20鄰成功路341號,1.0,237.0,第一分局,"120.677684 "
704.0,住宅,中華里,臺中市中區中華里23鄰臺灣大道一段566號,1.0,152.0,第一分局,"120.676486 "
705.0,住宅,中華里,臺中市中區中華里23鄰臺灣大道一段570號,1.0,285.0,第一分局,"120.676433 "
706.0,住宅,中華里,臺中市中區中華里23鄰臺灣大道一段580號,1.0,121.0,第一分局,"120.676362 "
707.0,住宅,中華里,臺中市中區中華里25鄰中華路一段156號,1.0,102.0,第一分局,"120.677812 "
708.0,住宅,中華里,臺中市中區中華里25鄰中華路一段181號,1.0,106.0,第一分局,"120.677314 "
709.0,住宅,中華里,臺中市中區中華里25鄰中華路一段183號,1.0,106.0,第一分局,"120.677345 "
710.0,新光銀行中華分行,中華里,臺中市中區中華里27鄰中華路一段126號,1.0,448.0,第一分局,"120.677180 "
711.0,住宅,中華里,臺中市中區中華里27鄰成功路359號之2,1.0,1890.0,第一分局,"120.676826 "
712.0,住宅,中華里,臺中市中區中華里27鄰成功路408巷14號,1.0,130.0,第一分局,"120.676912 "
713.0,住宅,中華里,臺中市中區中華里28鄰中華路171號,1.0,112.0,第一分局,"120.676826 "
714.0,住宅,中華里,臺中市中區中華里4鄰中山路346號,1.0,118.0,第一分局,"120.675687 "
715.0,住宅,中華里,臺中市中區中華里4鄰中山路348號,1.0,108.0,第一分局,"120.675658 "
716.0,住宅,中華里,臺中市中區中華里7鄰中華路137號,1.0,129.0,第一分局,"120.676182 "
717.0,日新戲院,中華里,臺中市中區中華里7鄰中華路一段58號,1.0,510.0,第一分局,"120.675452 "
718.0,住宅,中華里,臺中市中區中華里7鄰民族路235號,1.0,505.0,第一分局,"120.674707 "
719.0,健德護理之家,中華里,臺中市中區中華里7鄰民權路188號,1.0,498.0,第一分局,120.6747326
720.0,住宅,中華里,臺中市中區中華里8鄰中華路一段109號,1.0,161.0,第一分局,"120.675743 "
721.0,住宅,中華里,臺中市中區中華里8鄰中華路一段99號,1.0,141.0,第一分局,"120.675400 "
722.0,金殿888大廈,中華里,臺中市中區中華里9鄰中華路一段121號,1.0,1696.0,第一分局,"120.675864 "
723.0,住宅,柳川里,臺中市中區柳川里11鄰吉祥街1號,1.0,144.0,第一分局,"120.679474 "
724.0,中區區公所,柳川里,臺中市中區柳川里12鄰成功路300號,1.0,1193.0,第一分局,"120.679526 "
725.0,臺灣企銀台中分行,柳川里,臺中市中區柳川里13鄰臺灣大道一段400號,1.0,218.0,第一分局,"120.678970 "
726.0,住宅,柳川里,臺中市中區柳川里13鄰臺灣大道一段410號,1.0,204.0,第一分局,"120.678894 "
727.0,住宅,柳川里,臺中市中區柳川里13鄰興中街60號之13,1.0,132.0,第一分局,"120.679402 "
728.0,住宅,柳川里,臺中市中區柳川里13鄰興中街66號,1.0,112.0,第一分局,"120.679205 "
729.0,住宅,柳川里,臺中市中區柳川里16鄰光復路136號,1.0,161.0,第一分局,"120.679551 "
730.0,住宅,柳川里,臺中市中區柳川里16鄰光復路86號,1.0,146.0,第一分局,"120.680623 "
731.0,住宅,柳川里,臺中市中區柳川里16鄰光復路88巷1號,1.0,130.0,第一分局,"120.680606 "
732.0,住宅,柳川里,臺中市中區柳川里16鄰光復路88巷3號,1.0,134.0,第一分局,"120.680640 "
733.0,住宅,柳川里,臺中市中區柳川里17鄰公園路77號,1.0,200.0,第一分局,"120.680329 "
734.0,住宅,柳川里,臺中市中區柳川里17鄰興中街99號,1.0,302.0,第一分局,"120.680227 "
735.0,住宅,柳川里,臺中市中區柳川里1鄰民權路156號,1.0,173.0,第一分局,"120.676886 "
736.0,住宅,柳川里,臺中市中區柳川里24鄰公園路30號之16,1.0,110.0,第一分局,"120.681048 "
737.0,三信商業銀行,柳川里,臺中市中區柳川里25鄰公園路32號之1,1.0,342.0,第一分局,"120.680716 "
738.0,住宅,柳川里,臺中市中區柳川里25鄰興中街132號,1.0,112.0,第一分局,"120.681158 "
739.0,住宅,柳川里,臺中市中區柳川里25鄰興中街132號之1,1.0,101.0,第一分局,"120.681211 "
740.0,住宅,柳川里,臺中市中區柳川里3鄰民族路176號,1.0,160.0,第一分局,"120.677169 "
741.0,佶園護理之家,柳川里,臺中市中區柳川里6鄰柳川東路三段33號,1.0,275.0,第一分局,"120.677815 "
742.0,住宅,柳川里,臺中市中區柳川里8鄰臺灣大道一段433號,1.0,276.0,第一分局,"120.678254 "
743.0,住宅,柳川里,臺中市中區柳川里8鄰臺灣大道一段441號,1.0,208.0,第一分局,"120.678139 "
744.0,仁愛醫院,柳川里,臺中市中區柳川里柳川東路三段36號,1.0,211.0,第一分局,120.6776163
745.0,住宅,中興里,臺中市西區中興里11鄰中興街189號,1.0,112.0,第一分局,120.663345
