電腦編號,建築物名稱,類別,鄉鎮市區,村里別,地址,經緯度,避難樓層,容量（自動計算）,轄區派出所,備註
HNB00508,站前威力,大樓,竹北市,竹北里,新竹縣竹北市竹北里16鄰博愛街497號,"24.8391359,121.010444",2,1412.0,竹北派出所,
HNB00509,棕櫚泉,大樓,竹北市,泰和里,新竹縣竹北市泰和里8鄰中和街17號,"24.8442713,121.0139319",2,1684.0,竹北派出所,
HNB00510,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里台元一街7號,"24.8420184,121.0174555",2,27387.0,竹北派出所,
HNB00512,雲端,大樓,竹北市,新崙里,新竹縣竹北市新崙里4鄰興隆路一段1號,"24.8256329,120.9979158",3,1135.0,竹北派出所,
HNB00513,竹北市公所,大樓,竹北市,竹北里,新竹縣竹北市竹北里中正西路50號,"24.8396236,121.0040288",1,428.0,竹北派出所,
HNB00514,大樓,大樓,竹北市,新崙里,新竹縣竹北市新崙里4鄰興隆路一段49號,"24.8250281,120.9987237",3,3513.0,竹北派出所,
HNB00515,大樓,大樓,竹北市,新社里,新竹縣竹北市新社里國盛街313號,"24.8437864,120.9997489",3,990.0,竹北派出所,
HNB00516,長老教會聯興堂,大樓,竹北市,新國里,新竹縣竹北市新國里環北路五段55號,"24.841357,120.9942655",2,1977.0,竹北派出所,
HNB00517,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里台元一街8-3號,"24.8416492,121.0183383",3,29698.0,竹北派出所,
HNB00518,公寓,公寓,竹北市,新崙里,新竹縣竹北市新崙里中華路171號,"24.8309107,121.0016151",1,180.0,竹北派出所,
HNB00519,大樓,大樓,竹北市,竹北里,新竹縣竹北市新崙里12鄰環北路一段71巷10號,"24.8379474,121.0205115",2,2258.0,竹北派出所,
HNB00520,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里4鄰福竹街102號,"24.8346587,121.0073104",3,2357.0,竹北派出所,
HNB00521,大樓,大樓,竹北市,新崙里,新竹縣竹北市新崙里4鄰光明十八街72號,"24.831225,120.998349",3,1220.0,竹北派出所,
HNB00522,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里12鄰新溪街5號,"24.8343344,120.9936077",2,992.0,竹北派出所,
HNB00524,悅睦社區,大樓,竹北市,新國里,新竹縣竹北市新國里環北路五段53號,"24.8414109,120.9942375",2,554.0,竹北派出所,
HNB00525,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里12鄰惟馨街116號,"24.8389173,121.0202278",1,504.0,竹北派出所,
HNB00526,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里新光一街56號,"24.8375979,120.9971034",3,1714.0,竹北派出所,
HNB00527,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里社崙街15號,"24.8352577,120.9986419",3,4895.0,竹北派出所,
HNB00528,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里10鄰惟馨街90號,"24.8379522,121.0196639",2,1119.0,竹北派出所,
HNB00529,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里20鄰華興街235號,"24.8381947,121.0006659",2,895.0,竹北派出所,
HNB00530,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里12鄰台元二街1號,"24.8403921,121.0197882",2,5739.0,竹北派出所,
HNB00531,中正國民小學,公寓,竹北市,竹北里,新竹縣竹北市竹北里10鄰中山路190號,"24.8363991,121.0193888",1,884.0,竹北派出所,
HNB00533,大樓,大樓,竹北市,聯興里,新竹縣竹北市聯興里11鄰聯興三街136巷51弄128號,"24.8514992,120.9893308",1,250.0,竹北派出所,
HNB00534,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里13鄰華興三街2號,"24.8372513,120.9987236",1,1928.0,竹北派出所,
HNB00535,樂子社區,大樓,竹北市,新國里,新竹縣竹北市新國里8鄰中央路300號,"24.8401134,120.9981843",1,762.0,竹北派出所,
HNB00536,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里12鄰環北路一段105號,"24.8382444,121.0208666",1,574.0,竹北派出所,
HNB00537,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里5鄰莊敬北路577號,"24.8336332,121.0264806",1,1120.0,竹北派出所,
HNB00538,大樓,大樓,竹北市,新崙里,新竹縣竹北市新崙里24鄰光明十一路22號,"24.831225,120.998349",1,1651.0,竹北派出所,
HNB00539,大樓,公寓,竹北市,新社里,新竹縣竹北市新社里19鄰環北路三段265號,"24.8490143,120.9977914",1,1398.0,竹北派出所,
HNB00540,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里4鄰新瀧一街5號,"24.8333005,121.0234768",1,1376.0,竹北派出所,
HNB00541,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里13鄰新溪街13號,"24.8365154,120.9982354",2,783.0,竹北派出所,
HNB00542,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里11鄰中山路402號,"24.8388731,121.0138847",1,69.0,竹北派出所,
HNB00543,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里12鄰台元街18號,"24.8397876,121.0116918",2,4785.0,竹北派出所,
HNB00544,竹風美麗城竹風最美,大樓,竹北市,竹北里,新竹縣竹北市竹北里12鄰環北路一段111號,"24.8387111,121.0205077",2,1688.0,竹北派出所,
HNB00545,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里11鄰華興街240號,"24.8382926,121.0004132",2,1417.0,竹北派出所,
HNB00546,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里13鄰華興五街82號,"24.8372903,120.997501",3,989.0,竹北派出所,
HNB00547,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里17鄰新光三街20號,"24.8393945,120.995783",2,1849.0,竹北派出所,
HNB00548,鼎集社區,大樓,竹北市,新國里,新竹縣竹北市新國里14鄰環北路386號,"24.8391208,120.9951603",3,394.0,竹北派出所,
HNB00549,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里4鄰十興路312號,"24.8328069,121.0240781",4,2361.0,竹北派出所,
HNB00550,大樓,大樓,竹北市,新崙里,新竹縣竹北市新崙里20鄰光明14街45號,"24.8311248,121.0007282",2,1538.0,竹北派出所,
HNB00551,UPTOWN5,大樓,竹北市,泰和里,新竹縣竹北市泰和里21鄰新工五路57號,"24.8483091,121.0031749",1,95.0,竹北派出所,
HNB00552,AI綠能公園,大樓,竹北市,竹北里,新竹縣竹北市竹北里2鄰十興路120號,"24.833192,121.023179",3,1019.0,竹北派出所,
HNB00553,中城公園社區,大樓,竹北市,竹北里,新竹縣竹北市竹北里2鄰十興路63號,"24.8326236,121.0241188",2,819.0,竹北派出所,
HNB00554,中央公園社區,大樓,竹北市,竹北里,新竹縣竹北市竹北里2鄰十興路305巷13弄73號,"24.833192,121.023179",3,1580.0,竹北派出所,
HNB00555,中華DC,大樓,竹北市,新崙里,新竹縣竹北市新崙里中華路220號,"24.8311775,121.0023784",3,909.0,竹北派出所,
HNB00556,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里北新ㄧ街30號,"24.8336786,121.0241851",4,2094.0,竹北派出所,
HNB00557,大樓,大樓,竹北市,泰和里,新竹縣竹北市泰和里11鄰興泰路108號,"24.8396355,121.0080173",1,280.0,竹北派出所,
HNB00558,靖洋科技,公寓,竹北市,泰和里,新竹縣竹北市泰和里保泰三路80號,"24.847192,121.0018958",1,1196.0,竹北派出所,
HNB00559,台耀科技,大樓,竹北市,泰和里,新竹縣竹北市泰和里3鄰博愛街803號,"24.8450539,121.0185873",2,5416.0,竹北派出所,
HNB00560,大樓,大樓,竹北市,泰和里,新竹縣竹北市泰和里13鄰環科一路3-2號,"24.8447222,121.0077058",3,13766.0,竹北派出所,
HNB00561,唐霞觀,大樓,竹北市,新社里,新竹縣竹北市新社里31鄰環北路五段23號,"24.8422877,120.9940295",3,661.0,竹北派出所,
HNB00562,公寓,公寓,竹北市,新社里,新竹縣竹北市新社里19鄰保泰五路81號,"24.8471268,120.9996696",1,231.0,竹北派出所,
HNB00563,台元科技園區,大樓,竹北市,竹北里,新竹縣竹北市竹北里台元二街6-1號,"24.8403558,121.0195874",3,12446.0,竹北派出所,
HNB00564,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里華興三街283號,"24.8417464,120.994918",2,951.0,竹北派出所,
HNB00565,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里5鄰新瀧三街13號,"24.8326864,121.0253818",3,1229.0,竹北派出所,
HNB00566,大樓,大樓,竹北市,竹義里,新竹縣竹北市竹義里13鄰社崙街33號,"24.835107,120.9991216",2,557.0,竹北派出所,
HNB00567,旺矽科技,公寓,竹北市,泰和里,新竹縣竹北市泰和里7鄰泰和路153號,"24.848177,121.0098805",3,3315.0,竹北派出所,
HNB00568,遠環企業,大樓,竹北市,新社里,新竹縣竹北市新社里保泰六路2號,"24.847362,120.9974102",1,373.0,竹北派出所,
HNB00569,大樓,大樓,竹北市,竹北里,新竹縣竹北市竹北里北新一街23號,"24.8333296,121.024881",4,3900.0,竹北派出所,
HNB00570,大樓,大樓,竹北市,新國里,新竹縣竹北市新國里中正西路219巷19號,"24.841717,120.998103",1,325.0,竹北派出所,
HNB00571,大樓,大樓,竹北市,泰和里,新竹縣竹北市泰和里環北路一段350巷71號,"24.8436342,121.0228263",1,242.0,竹北派出所,
HNB00572,泉盛科技,大樓,竹北市,東平里,新竹縣竹北市東平里4鄰六家2街86號,"24.8091311,121.0273055",2,212.0,高鐵派出所,
HNB00573,雅砌社區,大樓,竹北市,東平里,新竹縣竹北市東平里6鄰嘉豐五路2段89號,"24.808678,121.0256989",3,2135.0,高鐵派出所,
HNB00574,深耕社區,大樓,竹北市,東平里,新竹縣竹北市東平里4鄰嘉豐六路2段26號,"24.8094254,121.028334",2,1055.0,高鐵派出所,
HNB00575,欣生建材行,大樓,竹北市,東平里,新竹縣竹北市東平里文興路一段40號,"24.8123163,121.0245757",1,136.0,高鐵派出所,
HNB00576,新業柳宗里,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰六家八街81號,"24.8081847,121.0243718",1,462.0,高鐵派出所,
HNB00577,熱帶嶼,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰嘉豐二街二段88巷25號,"24.809751,121.0234051",2,1289.0,高鐵派出所,
HNB00578,風中緋櫻,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰六家7路75號,"24.8080133,121.0259841",2,3495.0,高鐵派出所,
HNB00579,鴻觀十力,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰六家7路2號,"24.8091287,121.024169",2,4178.0,高鐵派出所,
HNB00580,大日天合,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰興隆路3段33號,"24.8092606,121.0218528",1,373.0,高鐵派出所,
HNB00581,羅馬假期,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰興隆路3段37巷65號,"24.8100661,121.02278",3,2648.0,高鐵派出所,
HNB00582,時代敦品,大樓,竹北市,東平里,新竹縣竹北市東平里興隆路3段59號,"24.8085997,121.0226988",2,2309.0,高鐵派出所,
HNB00583,"I Vision",大樓,竹北市,東平里,新竹縣竹北市東平里嘉政二街11號,"24.8090147,121.0300294",2,2460.0,高鐵派出所,
HNB00584,富源藝術家,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰六家八街25號,"24.8090637,121.0231416",2,906.0,高鐵派出所,
HNB00585,臻愛A區,大樓,竹北市,東平里,新竹縣竹北市東平里隘口六街182號,"24.8011395,121.0363901",2,1531.0,高鐵派出所,
HNB00586,"THE ONE社區",大樓,竹北市,東平里,新竹縣竹北市東平里嘉豐六路2段90號,"24.8080465,121.0273839",2,5795.0,高鐵派出所,
HNB00587,竹北新悅,大樓,竹北市,東平里,新竹縣竹北市東平里六家六路1巷7號,"24.8109296,121.0223571",3,1004.0,高鐵派出所,
HNB00588,椰林尊邸,大樓,竹北市,東平里,新竹縣竹北市東平里六家一路一段27號,"24.8114281,121.0253923",2,800.0,高鐵派出所,
HNB00589,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里六家五路168號,"24.8088914,121.0260456",1,151.0,高鐵派出所,
HNB00590,君廈社區,大樓,竹北市,東平里,新竹縣竹北市東平里興隆路三段331號,"24.8046422,121.029297",2,641.0,高鐵派出所,
HNB00591,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里嘉豐南路二段188號,"24.8048849,121.030318",2,2647.0,高鐵派出所,
HNB00592,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里六家五路二段118號,"24.8037508,121.0352872",1,661.0,高鐵派出所,
HNB00593,雙翼社區,大樓,竹北市,隘口里,新竹縣竹北市隘口里復興二路239號,"24.8094974,121.0388282",3,2209.0,高鐵派出所,
HNB00594,金鶴餐飲,大樓,竹北市,東平里,新竹縣竹北市東平里嘉豐五路二段68、70號,"24.8097174,121.0260138",1,223.0,高鐵派出所,
HNB00595,好Fun社區,大樓,竹北市,隘口里,新竹縣竹北市隘口里隘口六街145號,"24.8016864,121.0360898",3,1988.0,高鐵派出所,
HNB00596,新竹縣私立康乃薾國民中小學,公寓,竹北市,東平里,新竹縣竹北市東平里六家ㄧ路二段115號,"24.8052403,121.0361302",1,2238.0,高鐵派出所,
HNB00597,極光琉璃,大樓,竹北市,東平里,新竹縣竹北市東平里7鄰文興路二段48號,"24.8077985,121.0339287",3,11107.0,高鐵派出所,
HNB00598,陛廈社區,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰嘉豐五路二段135號,"24.8073308,121.0244627",2,1065.0,高鐵派出所,
HNB00599,水事紀,大樓,竹北市,東平里,新竹縣竹北市東平里6鄰興隆路三段329號,"24.8047687,121.0289019",2,1137.0,高鐵派出所,
HNB00600,綠水雅筑,大樓,竹北市,東平里,新竹縣竹北市東平里8鄰嘉政九街38號,"24.8061781,121.0349845",2,990.0,高鐵派出所,
HNB00602,好VIEW社區,大樓,竹北市,隘口里,新竹縣竹北市隘口里興隆路五段371號,"24.8000677,121.0423987",3,1576.0,高鐵派出所,
HNB00603,椰寶水岸2社區,大樓,竹北市,東平里,新竹縣竹北市東平里6鄰興隆路3段287號,"24.8051621,121.0280925",2,674.0,高鐵派出所,
HNB00604,富宇現代城,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰嘉豐五路二段101號,"24.8084258,121.0252716",2,3690.0,高鐵派出所,
HNB00605,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰興隆路3段91號,"24.8081722,121.0234533",2,911.0,高鐵派出所,
HNB00606,"I park社區",大樓,竹北市,東平里,新竹縣竹北市東平里六家五路2段172號,"24.8026186,121.0363493",3,10968.0,高鐵派出所,
HNB00607,藏馥,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰興隆路3段37巷16號,"24.8095492,121.0225699",2,1677.0,高鐵派出所,
HNB00608,椰寶水岸1社區,大樓,竹北市,東平里,新竹縣竹北市東平里1鄰興隆路3段39號,"24.8089868,121.0221676",2,1065.0,高鐵派出所,
HNB00609,富源世紀觀,大樓,竹北市,東平里,新竹縣竹北市東平里9鄰高鐵2路158巷30號,"24.8039104,121.0362856",2,2228.0,高鐵派出所,
HNB00610,仁發APEC國際商務中心,大樓,竹北市,東平里,新竹縣竹北市東平里7鄰嘉豐南路2段78號,"24.806963,121.0314888",2,1192.0,高鐵派出所,
HNB00601,紐約、紐約,大樓,竹北市,東平里,新竹縣竹北市東平里隘口六街131號,"24.8019309,121.0357149",2,2014.0,高鐵派出所,
HNB00612,二十二間堂,大樓,竹北市,東平里,新竹縣竹北市東平里9鄰隘口二路59號,"24.8039637,121.0342282",2,589.0,高鐵派出所,
HNB00613,"國立交通大學 ",公寓,竹北市,東平里,新竹縣竹北市東平里2鄰六家五路1段1號,"24.8119011,121.0232651",1,1066.0,高鐵派出所,
HNB00614,大觀無極社區,大樓,竹北市,東平里,新竹縣竹北市東平里9鄰興隆路五段167號,"24.801295,121.0351355",3,1475.0,高鐵派出所,
HNB00615,千江月,大樓,竹北市,東平里,新竹縣竹北市東平里興隆路五段69號,"24.8026167,121.0327589",2,659.0,高鐵派出所,
HNB00616,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里嘉豐五路2段25號,"24.8100771,121.0269839",2,1909.0,高鐵派出所,
HNB00617,水墨白,大樓,竹北市,東平里,新竹縣竹北市東平里9鄰興隆路五段175號,"24.8010111,121.0356377",3,1916.0,高鐵派出所,
HNB00618,喬鴻科技,大樓,竹北市,東平里,新竹縣竹北市東平里1鄰興隆路3段37巷8-10號,"24.809302,121.0224257",1,225.0,高鐵派出所,
HNB00619,芳庭社區,大樓,竹北市,東平里,新竹縣竹北市東平里8鄰六家一路二段73號,"24.8063168,121.034659",1,393.0,高鐵派出所,
HNB00620,大靜隱,大樓,竹北市,東平里,新竹縣竹北市東平里6鄰嘉政二街48號,"24.8080218,121.0291182",2,2942.0,高鐵派出所,
HNB00621,原美館社區,大樓,竹北市,東平里,新竹縣竹北市東平里4鄰六家1路1段162號,"24.8119489,121.024784",2,1664.0,高鐵派出所,
HNB00622,LAVIE社區,大樓,竹北市,隘口里,新竹縣竹北市隘口里2鄰隘口3街206號,"24.8024285,121.041089",3,16376.0,高鐵派出所,
HNB00623,捷寶,大樓,竹北市,隘口里,新竹縣竹北市隘口里7鄰高鐵一路5號,"24.810298,121.0386965",3,3530.0,高鐵派出所,
HNB00624,水花園,大樓,竹北市,東平里,新竹縣竹北市東平里9鄰隘口6街139號,"24.8018357,121.0357908",2,1256.0,高鐵派出所,
HNB00625,一景社區,大樓,竹北市,隘口里,新竹縣竹北市隘口里3鄰隘口3街271號,"24.8012293,121.0429891",2,2545.0,高鐵派出所,
HNB00626,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里8鄰嘉豐11路2段127巷5號,"24.8033517,121.0325525",2,3545.0,高鐵派出所,
HNB00627,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里6鄰嘉豐六路二段23號,"24.8091346,121.0283769",3,3774.0,高鐵派出所,
HNB00628,大硯32品,大樓,竹北市,東平里,新竹縣竹北市東平里8鄰隘口五街16號,"24.8039375,121.0337484",2,768.0,高鐵派出所,
HNB00629,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰六家六街57號,"24.8103153,121.0231767",2,1092.0,高鐵派出所,
HNB00630,四十八章,大樓,竹北市,東平里,新竹縣竹北市東平里東平里9鄰隘口2路22號,"24.8028847,121.0335565",2,1018.0,高鐵派出所,
HNB00631,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里6鄰興隆路3段301號,"24.8050101,121.0286274",3,1479.0,高鐵派出所,
HNB00632,水林園,大樓,竹北市,東平里,新竹縣竹北市東平里6鄰六家五路252號,"24.8076967,121.0281176",2,1362.0,高鐵派出所,
HNB00633,大樓,大樓,竹北市,東平里,新竹縣竹北市東平里5鄰興隆路三段37巷20號,"24.8100405,121.0230537",2,2383.0,高鐵派出所,
