電腦編號,建築物名稱,類別,鄉鎮市區,村里別,地址,經緯度,避難樓層,容量（自動計算）,轄區派出所,備註
HNB00678,文興藥局,大樓,竹北市,東平里,新竹縣竹北市東平里15鄰文興路一段318號,"24.8093212,121.0307111",1,314.0,高鐵派出所,
HNB00679,禾水岸,大樓,竹北市,東平里,新竹縣竹北市東平里33鄰興隆路五段251-1號,"24.8000146,121.0369509",1,1212.0,高鐵派出所,
HNB00680,名發天琚,大樓,竹北市,東平里,新竹縣竹北市東平里11鄰興隆路三段155號,"24.80641,121.0255818",1,2060.0,高鐵派出所,
HNB00681,知青沁,大樓,竹北市,東平里,新竹縣竹北市東平里29鄰隘口二路60號,"24.8036893,121.0342855",2,2290.0,高鐵派出所,
HNB00682,大樓,大樓,竹北市,隘口里,新竹縣竹北市隘口里9鄰高鐵九路36號,"24.8034339,121.0430282",3,1167.0,高鐵派出所,
HNB00683,上品,大樓,竹北市,東平里,新竹縣竹北市東平里4鄰文興路一段136號,"24.8113263,121.0263616",1,237.0,高鐵派出所,
HNB00684,水容社區,大樓,竹北市,東平里,新竹縣竹北市東平里10鄰興隆路三段135號,"24.806763,121.0251883",2,913.0,高鐵派出所,
HNB00685,華邦電子,大樓,竹北市,隘口里,新竹縣竹北市隘口里1鄰文興路二段539號,"24.8069114,121.0373373",1,2271.0,高鐵派出所,
HNB00686,大樓,大樓,竹北市,隘口里,新竹縣竹北市隘口里7鄰隘口七街6號,"24.8017996,121.039223",3,954.0,高鐵派出所,
HNB00687,大樓,大樓,竹北市,隘口里,新竹縣竹北市隘口里9鄰隘口二路295號,"24.8037537,121.0418461",1,1156.0,高鐵派出所,
HNB00688,十現社區,大樓,竹北市,東平里,新竹縣竹北市東平里19鄰六家七路318號,"24.8085354,121.0255854",2,1132.0,高鐵派出所,
HNB00689,安格科技,公寓,竹北市,隘口里,新竹縣竹北市隘口里1鄰高鐵二路55號,"24.8063153,121.0369611",1,292.0,高鐵派出所,
HNB00690,新竹縣政府-幼兒園,公寓,竹北市,隘口里,新竹縣竹北市隘口里高鐵九路31號,"24.8028368,121.0427714",1,356.0,高鐵派出所,
HNB00691,和發首湛,大樓,竹北市,隘口里,新竹縣竹北市隘口里5鄰隘口一街156巷2號,"24.8046887,121.0416491",1,1581.0,高鐵派出所,
HNB00692,千代田,大樓,竹北市,隘口里,新竹縣竹北市隘口里復興二路267號,"24.8095626,121.0394302",1,2012.0,高鐵派出所,
HNB00693,星康國際,公寓,竹北市,東平里,新竹縣竹北市東平里嘉豐南路二段59號,"24.805953,121.031251",1,808.0,高鐵派出所,
HNB00694,正隆紙廠,公寓,竹北市,大義里,新竹縣竹北市大義里10鄰長青路2段300號,"24.8599588,120.9632033",1,83.0,鳳岡派出所,
HNB00695,正隆紙廠,公寓,竹北市,大義里,新竹縣竹北市大義里10鄰長青路2段300號,"24.8599588,120.9632033",1,103.0,鳳岡派出所,
HNB00696,宏誠熔接所,公寓,竹北市,大眉里,新竹縣竹北市大眉里5鄰中華路1402號,"24.8468777,121.0046235",1,254.0,鳳岡派出所,
HNB00697,公寓,公寓,竹北市,崇義里,新竹縣竹北市崇義里12鄰鳳岡路3段398號,"24.8620376,120.9590984",1,442.0,鳳岡派出所,
HNB00698,"鳳岡國小 行政大樓",公寓,竹北市,大義里,新竹縣竹北市大義里鳳岡路3段200號,"24.8613665,120.9643393",1,573.0,鳳岡派出所,
HNB00699,新竹縣肉品市場,公寓,竹北市,新庄里,新竹縣竹北市新庄里6鄰中正西路2077號,"24.8412849,120.9525006",1,233.0,豐田派出所,
HNB00700,耀崧實業股份公司,公寓,竹北市,新庄里,新竹縣竹北市新庄里7鄰中正西路1783號,"24.8422478,120.9635211",1,53.0,豐田派出所,
HNB00701,仟祥建設,大樓,竹北市,新港里,新竹縣竹北市新港里4鄰新港3街1段172號,"24.8500459,120.9475919",1,193.0,豐田派出所,
HNB00702,麻園國小,公寓,竹北市,麻園里,新竹縣竹北市麻園里3鄰長園一街236,"24.846715,120.9771625",1,179.0,豐田派出所,
HNB00703,綠光森林,大樓,竹北市,麻園里,新竹縣竹北市麻園里8鄰白地街287號,"24.8505981,120.9590881",1,517.0,豐田派出所,
HNE00001,"竹東證券 富邦證券",公寓,竹東鎮,榮樂里,新竹縣竹東鎮榮樂里惠昌街45號,"24.7391473,121.0879669",1,250.0,竹東派出所,
HNE00002,王子旅社,公寓,竹東鎮,東華里,新竹縣竹東鎮東華里東林路47號,"24.7371276,121.0897",1,138.0,竹東派出所,
HNE00004,竹東鎮公所,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里東林路88號,"24.7366942,121.0916513",1,200.0,竹東派出所,
HNE00005,公園華廈,大樓,竹東鎮,商華里,新竹縣竹東鎮商華里公園路152號,"24.7345367,121.0834846",1,145.0,竹東派出所,
HNE00007,公寓,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里仁愛路267號,"24.7360427,121.0905977",1,42.0,竹東派出所,
HNE00009,稅捐處竹東分處,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里杞林路71號,"24.7360842,121.0918311",1,120.0,竹東派出所,
HNE00010,竹東大旅社,大樓,竹東鎮,東華里,新竹縣竹東鎮東華里東林路51號,"24.7369878,121.0898896",1,151.0,竹東派出所,
HNE00011,公寓,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里學前路35號,"24.735685,121.0902276",1,240.0,竹東派出所,
HNE00012,大樓,大樓,竹東鎮,東華里,新竹縣竹東鎮東華里東林路48號,"24.7368693,121.0897828",1,160.0,竹東派出所,
HNE00013,私立長安老人養護中心,大樓,竹東鎮,雞林里,新竹縣竹東鎮雞林里長安路130號,"24.7359744,121.0910285",1,810.0,竹東派出所,
HNE00014,竹信醫院,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里仁愛路196號,"24.734258,121.090935",1,212.0,竹東派出所,
HNE00016,仁智國宅,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里新生路358巷1-11號,"24.7351695,121.0955209",1,551.0,竹東派出所,
HNE00019,竹東高中,公寓,竹東鎮,中山里,新竹縣竹東鎮中山里大林路2號,"24.7320911,121.0890925",1,194.0,竹東派出所,
HNE00022,萊茵河畔,大樓,竹東鎮,仁愛里,新竹縣竹東鎮仁愛里北興路二段81巷6弄5號,"24.7392265,121.0925476",2,1205.0,竹東派出所,
HNE00025,農產品展售中心（樹杞林文化館）,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里新生路377號,"24.7354526,121.0947505",1,1139.0,竹東派出所,
HNE00026,世紀庭園,大樓,竹東鎮,五豐里,新竹縣竹東鎮五豐里自強路9號,"24.748354,121.080917",2,1147.0,竹東派出所,
HNE00027,微矽電子股份有限公司,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里沿河街513號,"24.7392261,121.0950832",1,203.0,竹東派出所,
HNE00028,前瞻天下,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里榮華街85巷1至12號,"24.7449581,121.0839597",1,1067.0,竹東派出所,
HNE00029,御花園,公寓,竹東鎮,榮華里,新竹縣竹東鎮榮華里榮樂街183號,"24.7413748,121.0861393",1,553.0,竹東派出所,
HNE00030,大樓,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里朝陽路55-1號,"24.7424462,121.0859074",1,77.0,竹東派出所,
HNE00031,東方新都1期,大樓,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里長春路3段533號,"24.7471827,121.0805713",2,96.0,竹東派出所,
HNE00032,大樓,大樓,竹東鎮,五豐里,新竹縣竹東鎮五豐里五豐路20-41號,"24.7437318,121.0765048",1,452.0,竹東派出所,
HNE00033,大樓,大樓,竹東鎮,雞林里,新竹縣竹東鎮雞林里長安路86號,"24.7358597,121.0926206",1,131.0,竹東派出所,
HNE00034,富貴天下,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里竹榮路33號,"24.7225965,121.1001722",1,432.0,竹東派出所,
HNE00035,真善美大廈,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里大明路214號,"24.7347628,121.0966273",1,421.0,竹東派出所,
HNE00036,真善美大廈,大樓,竹東鎮,雞林里,新竹縣竹東鎮雞林里大明路210號,"24.7352561,121.0961946",1,212.0,竹東派出所,
HNE00037,旭家名園二期,大樓,竹東鎮,五豐里,新竹縣竹東鎮五豐里北興路3段524號,"24.748681,121.081953",1,929.0,竹東派出所,
HNE00038,旭家名園一期,大樓,竹東鎮,五豐里,新竹縣竹東鎮五豐里永康路79號,"24.7483286,121.0816029",1,682.0,竹東派出所,
HNE00039,永滿大樓,大樓,竹東鎮,雞林里,新竹縣竹東鎮雞林里北興路1段551-1號,"24.7353812,121.0967377",1,519.0,竹東派出所,
HNE00041,長春天下,大樓,竹東鎮,五豐里,新竹縣竹東鎮五豐里北興路3段493號,"24.7481165,121.0823817",1,875.0,竹東派出所,
HNE00042,前鋒大樓,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里新民路9號9號,"24.7430862,121.0844974",1,135.0,竹東派出所,
HNE00043,大樓,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里長春路3段322號,"24.7464334,121.0812919",1,161.0,竹東派出所,
HNE00044,世光教養院,公寓,竹東鎮,中山里,新竹縣竹東鎮中山里大林路14號,"24.7321541,121.0890633",1,410.0,竹東派出所,
HNE00045,大樓,大樓,竹東鎮,榮樂里,新竹縣竹東鎮榮樂里大同路87號,"24.7389692,121.0891432",1,161.0,竹東派出所,
HNE00046,長春帝國,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里長春路3段42號,"24.7409186,121.0859402",2,590.0,竹東派出所,
HNE00047,旭家名園三期,大樓,竹東鎮,五豐里,新竹縣竹東鎮五豐里北興路3段496號,"24.74851,121.0823026",2,705.0,竹東派出所,
HNE00048,富貴天下,大樓,竹東鎮,五豐里,新竹縣竹東鎮五豐里竹榮街33號,"24.7408628,121.0863155",1,450.0,竹東派出所,
HNE00049,名人鐘錶行,大樓,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里長春路307、309號,"24.7436925,121.083419",1,80.0,竹東派出所,
HNE00050,崧山大樓,大樓,竹東鎮,商華里,新竹縣竹東鎮商華里公園路174、176號,"24.7343933,121.0827708",1,137.0,竹東派出所,
HNE00051,竹東羽球館,公寓,竹東鎮,商華里,新竹縣竹東鎮商華里環山路2號2號,"24.7331783,121.0840434",1,819.0,竹東派出所,
HNE00052,頂好富貴,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里民德路64號,"24.7445694,121.0844587",2,1116.0,竹東派出所,
HNE00053,私立上智國民小學,大樓,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里東寧路3段205號,"24.7414709,121.0849577",1,1059.0,竹東派出所,
HNE00054,矽格電子股份有限公司,公寓,竹東鎮,雞林里,新竹縣竹東鎮雞林里北興路1段436號,"24.7333161,121.0991544",1,752.0,竹東派出所,
HNE00055,豐吉實業公司,大樓,竹東鎮,仁愛里,新竹縣竹東鎮仁愛里大明路57號,"24.7379386,121.0927974",1,220.0,竹東派出所,
HNE00056,世界大同,公寓,竹東鎮,商華里,新竹縣竹東鎮商華里世界街71巷1號,"24.7368457,121.0848023",1,2938.0,竹東派出所,
HNE00057,生活名家,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里勝利路89號,"24.745613,121.0826452",1,253.0,竹東派出所,
HNE00058,大樓,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里38鄰自強路361號,"24.7469109,121.0829809",1,365.0,竹東派出所,
HNE00059,山水私塾,大樓,竹東鎮,榮華里,新竹縣竹東鎮榮華里38鄰北興路3段236巷2號,"24.7474504,121.0838849",2,1831.0,竹東派出所,
HNE00060,春福麗晶,大樓,竹東鎮,五豐里,新竹縣竹東鎮五豐里長春路3段782號,"24.7439277,121.0832152",2,447.0,竹東派出所,
HNE00061,日出社區,大樓,竹東鎮,五豐里,新竹縣竹東鎮五豐里北興路3段576號,"24.7498065,121.0804876",2,1202.0,竹東派出所,
HNE00062,公寓,公寓,竹東鎮,榮華里,新竹縣竹東鎮榮華里42鄰北興路三段446號,"24.7478801,121.0832081",1,121.0,竹東派出所,
HNE00063,晶苑大樓,大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段970-972號,"24.7796181,121.029212",2,476.0,二重埔派出所,
HNE00064,台裕化學製藥廠,公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里員山路11巷36號,"24.7827814,121.0314202",1,40.0,二重埔派出所,
HNE00065,工業技術研究院第15館,公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,409.0,二重埔派出所,
HNE00066,"工業技術研究院 22館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,326.0,二重埔派出所,
HNE00067,"工業技術研究院 24館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,211.0,二重埔派出所,
HNE00068,中國製釉公司,公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段104號,"24.7731269,121.0494958",1,31.0,二重埔派出所,
HNE00069,天ㄧ電子股份有限公司,公寓,竹東鎮,三重里,新竹縣竹東鎮三重里中興路1段219號,"24.7557949,121.0703955",1,145.0,二重埔派出所,
HNE00070,"達龍玻璃公司 大強生複合材料有限公司",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段102號,"24.7731366,121.0496059",1,62.0,二重埔派出所,
HNE00071,"工業技術研究院 28館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,126.0,二重埔派出所,
HNE00072,"工業技術研究院 17館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,1891.0,二重埔派出所,
HNE00073,"工業技術研究院 21館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,934.0,二重埔派出所,
HNE00074,聯華電子股份有限公司,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里中興路4段320-330號,"24.7771704,121.0462234",1,1740.0,二重埔派出所,
HNE00075,明興光電股份有限公司,公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段669號,"24.7766739,121.0371634",1,6675.0,二重埔派出所,
HNE00076,"經濟部能源委員會 77館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,731.0,二重埔派出所,
HNE00078,"工研院能源研究院 28館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,133.0,二重埔派出所,
HNE00079,"工業技術研究院 67館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,492.0,二重埔派出所,
HNE00080,"工業技術研究院 74館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,1020.0,二重埔派出所,
HNE00081,"經濟部能源委員會 71館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,799.0,二重埔派出所,
HNE00082,"工業技術研究院 14館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,492.0,二重埔派出所,
HNE00083,"經濟部能委 62館",公寓,竹東鎮,二重里,新竹縣竹東鎮二重里中興路4段535號,"24.7777617,121.0402946",1,216.0,二重埔派出所,
HNE00084,"工業技術研究院 58館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,274.0,二重埔派出所,
HNE00085,"工業技術研究院 11館",公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,1777.0,二重埔派出所,
HNE00086,聯合科技廣場,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里三重1路11-29號,"24.7659411,121.0588644",1,708.0,二重埔派出所,
HNE00087,矽格電子股份有限公司,公寓,竹東鎮,三重里,新竹縣竹東鎮三重里中興路2段169巷11號,"24.759369,121.0626451",1,274.0,二重埔派出所,
HNE00089,麗景天下,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里光明路126巷106號,"24.7680957,121.0616106",1,123.0,二重埔派出所,
HNE00090,夏綠蒂,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里中興路2段378巷1-3號,"24.7643939,121.0598029",1,172.0,二重埔派出所,
HNE00091,未來與生活大廈,大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里竹中路21號,"24.7807218,121.027937",1,527.0,二重埔派出所,
HNE00092,凱悅名門,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里中興路2段318巷31弄15-27號,"24.7636578,121.0604576",1,400.0,二重埔派出所,
HNE00093,工研華廈,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里三重1路68-115號,"24.7670071,121.060516",1,466.0,二重埔派出所,
HNE00094,智慧園林三期,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里三重1路75號,"24.7669524,121.0597188",1,644.0,二重埔派出所,
HNE00095,傳奇柏克菱明星貴族,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里明星路327巷2號,"24.7765958,121.053587",1,425.0,二重埔派出所,
HNE00096,鴻福花園大廈,大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里竹中路91號,"24.7813909,121.029739",1,350.0,二重埔派出所,
HNE00097,中國製釉公司,大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段104號,"24.7731269,121.0494958",1,512.0,二重埔派出所,
HNE00098,智慧園林二期,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里三重1路66號,"24.7669742,121.0604988",1,328.0,二重埔派出所,
HNE00099,龍庭華廈,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里中央路45巷2號2號,"24.7688017,121.0563142",1,917.0,二重埔派出所,
HNE00100,大樓,大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段900巷5號,"24.7788577,121.0310391",1,195.0,二重埔派出所,
HNE00101,茂園大廈,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里光明路545巷15號,"24.7785262,121.0552606",1,569.0,二重埔派出所,
HNE00102,科學巨星大廈,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里三重路60號,"24.7658272,121.0600624",1,148.0,二重埔派出所,
HNE00103,大樓,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里自由路5號,"24.7649625,121.0535762",1,490.0,二重埔派出所,
HNE00104,智慧園林一期,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里三重1路43號,"24.7666238,121.059244",1,284.0,二重埔派出所,
HNE00105,學士園大樓,大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里竹中路104巷1-12號,"24.7810899,121.0300143",1,535.0,二重埔派出所,
HNE00107,"工業技術研究院 89館",大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,3304.0,二重埔派出所,
HNE00109,"經濟部工業技術研究院 51、52、53館",大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,11957.0,二重埔派出所,
HNE00110,華逹電器實業公司,公寓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段421號,"24.7786477,121.0438574",1,43.0,二重埔派出所,
HNE00111,東海花園城,大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興路4段1008-1010號,"24.780077,121.028307",2,2191.0,二重埔派出所,
HNE00112,敦煌庭園,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里民族路50巷1號,"24.7702533,121.0551616",2,2425.0,二重埔派出所,
HNE00113,功科苑大樓,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里中興路3段384-402號,"24.7705903,121.0522241",1,928.0,二重埔派出所,
HNE00114,大樓,大樓,竹東鎮,員山里,新竹縣竹東鎮員山里員山路674號,"24.7845752,121.0489128",1,186.0,二重埔派出所,
HNE00115,矽格股份有限公司,大樓,竹東鎮,三重里,新竹縣竹東鎮三重里中興路2段169巷12號,"24.7593878,121.062896",1,2134.0,二重埔派出所,
HNE00116,頭重埔科技大樓,大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里中興4段830號,"24.7778814,121.0326003",2,178.0,二重埔派出所,
HNE00117,元邦大國,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里自由路108號,"24.7649625,121.0535762",2,1611.0,二重埔派出所,
HNE00118,力麗社區,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里中央路72巷1-20號,"24.7689788,121.0567585",1,486.0,二重埔派出所,
HNE00119,公寓,公寓,竹東鎮,二重里,新竹縣竹東鎮二重里學府東路300號,"24.7544092,121.0559396",1,940.0,二重埔派出所,
HNE00120,大樓,大樓,竹東鎮,頭重里,新竹縣竹東鎮頭重里富貴街6鄰76巷7號,"24.7795368,121.035361",1,929.0,二重埔派出所,
HNE00121,大樓,大樓,竹東鎮,二重里,新竹縣竹東鎮二重里光明路126巷2號,"24.7690911,121.0579908",3,10697.0,二重埔派出所,
HNE00123,"十方平安寺 十方禪寺",公寓,峨眉鄉,富興村,新竹縣峨眉鄉富興村太平街8巷1號,"24.6844245,120.9883389",1,185.0,富興派出所,
HNE00124,"峨眉鄉公所 鄉民代表會",公寓,峨眉鄉,峨眉村,新竹縣峨眉鄉峨眉村峨眉街8號,"24.6887921,121.0195946",1,209.0,峨眉分駐所,
HNE00126,竹東榮民醫院,公寓,竹東鎮,東寧里,新竹縣竹東鎮東寧里中豐路81號,"24.7228659,121.0993276",1,285.0,下公館派出所,
HNE00127,台灣省中華基督教信義會,公寓,竹東鎮,東寧里,新竹縣竹東鎮東寧里東寧路二段11巷1號,"24.7296274,121.0912758",1,69.0,下公館派出所,
HNE00128,"新竹客運公司 竹東總站",公寓,竹東鎮,東寧里,新竹縣竹東鎮東寧里東寧路1段1號,"24.7223396,121.0961238",1,347.0,下公館派出所,
HNE00130,基督教改革宗長老會竹東分會,公寓,竹東鎮,上館里,新竹縣竹東鎮上館里幸福路184號,"24.7219498,121.0899189",1,204.0,下公館派出所,
HNE00131,國泰人壽保險公司,大樓,竹東鎮,上館里,新竹縣竹東鎮上館里中豐路2段300號,"24.7249164,121.0901495",1,435.0,下公館派出所,
HNE00132,世紀星鑽,大樓,竹東鎮,大鄉里,新竹縣竹東鎮大鄉里中豐路三段9號,"24.7270298,121.0863895",1,803.0,下公館派出所,
HNE00133,金鑽至善,大樓,竹東鎮,員崠里,新竹縣竹東鎮員崠里至善路9號,"24.7186204,121.095927",1,142.0,下公館派出所,
HNE00134,臺大醫院竹東分院,大樓,竹東鎮,上館里,新竹縣竹東鎮上館里至善路52號,"24.7189239,121.093259",1,3640.0,下公館派出所,
HNE00135,竹東榮民醫院,公寓,竹東鎮,上館里,新竹縣竹東鎮上館里中豐路81號,"24.7218537,121.0950944",1,1377.0,下公館派出所,
HNE00136,羅馬富貴,大樓,竹東鎮,上館里,新竹縣竹東鎮上館里幸福路173巷2號,"24.7219498,121.0899189",2,298.0,下公館派出所,
HNE00137,資源大地,大樓,竹東鎮,員崠里,新竹縣竹東鎮員崠里東峰路182-196號,"24.7175406,121.0966361",1,466.0,下公館派出所,
HNE00138,大樓,大樓,竹東鎮,東寧里,新竹縣竹東鎮東寧里安東路5號,"24.7221151,121.0966132",1,266.0,下公館派出所,
HNE00139,現代名門,大樓,竹東鎮,大鄉里,新竹縣竹東鎮大鄉里中豐路3段98號,"24.726445,121.0841234",1,312.0,下公館派出所,
HNE00140,凱悅天下,大樓,竹東鎮,上館里,新竹縣竹東鎮上館里中豐路2段233.255號,"24.7254894,121.087497",2,1342.0,下公館派出所,
HNE00141,東方新都三期,大樓,竹東鎮,上館里,新竹縣竹東鎮上館里光武街89號,"24.7212966,121.0928289",2,2373.0,下公館派出所,
HNE00142,大樓,大樓,竹東鎮,中正里,新竹縣竹東鎮中正里長春路1段57號,"24.7307474,121.0916228",1,1980.0,下公館派出所,
HNE00143,東方新都六期,大樓,竹東鎮,上館里,新竹縣竹東鎮上館里光武街81巷14號,"24.7215789,121.0931215",1,1077.0,下公館派出所,
HNE00159,寶山鄉老人會館,公寓,寶山鄉,雙溪村,新竹縣寶山鄉雙溪村雙園路二段283號,"24.7665097,120.9929408",1,222.0,寶山分駐所,
HNE00176,雙溪雅舍,大樓,寶山鄉,雙溪村,新竹縣寶山鄉雙溪村明湖路五街11號,"24.7654715,120.9913066",1,1870.0,寶山分駐所,
HNE00179,香榭綠地,大樓,寶山鄉,雙溪村,新竹縣寶山鄉雙溪村雙豐路115號,"24.7673515,120.9884946",1,786.0,寶山分駐所,
HNE00180,陽光花城,大樓,寶山鄉,雙溪村,新竹縣寶山鄉雙溪村館前路25-55號,"24.7654918,120.9926557",1,823.0,寶山分駐所,
HNE00181,大樓,大樓,寶山鄉,雙新村,新竹縣寶山鄉雙新村明湖路36號,"24.7646368,120.9876073",1,459.0,寶山分駐所,
HNE00182,大樓,大樓,寶山鄉,雙新村,新竹縣寶山鄉雙新村明湖路17號,"24.7642846,120.9880891",1,118.0,寶山分駐所,
HNE00183,666社區,大樓,寶山鄉,雙溪村,新竹縣寶山鄉雙溪村雙豐路158號,"24.7673982,120.9886229",1,369.0,寶山分駐所,
HNE00184,雙溪華廈,大樓,寶山鄉,雙新村,新竹縣寶山鄉雙新村明湖路92號,"24.7655164,120.9862609",1,385.0,寶山分駐所,
HNE00186,大樓,大樓,寶山鄉,雙溪村,新竹縣寶山鄉雙溪村雙園2段352號,"24.7646847,120.9896877",1,95.0,寶山分駐所,
HNE00188,彤雲山莊,大樓,寶山鄉,雙新村,新竹縣寶山鄉雙新村彤雲街111號,"24.7634666,120.981794",1,932.0,寶山分駐所,
HNE00189,宏家麗景,大樓,寶山鄉,雙溪村,新竹縣寶山鄉雙溪村三峰路2段591號,"24.7639588,120.9907094",2,997.0,寶山分駐所,
HNE00192,麗景宏家,大樓,寶山鄉,雙溪村,新竹縣寶山鄉雙溪村三峰路2段569號,"24.7631645,120.9913355",1,1019.0,寶山分駐所,
HNE00206,寶山鄉公所,公寓,寶山鄉,雙溪村,新竹縣寶山鄉雙溪村雙園路二段325號,"24.7655575,120.9909954",2,825.0,寶山分駐所,
HNE00207,北埔國小,公寓,北埔鄉,埔尾村,新竹縣北埔鄉埔尾村埔心街24號,"24.7009354,121.0534683",1,293.0,北埔分駐所,
HNE00208,北埔鄉公所,公寓,北埔鄉,北埔村,新竹縣北埔鄉北埔村中山路20號,"24.7020444,121.0563753",1,172.0,北埔分駐所,
HNE00209,北埔鄉群體醫療中心,公寓,北埔鄉,北埔村,新竹縣北埔鄉北埔村北埔90號,"24.6998161,121.0572201",1,404.0,北埔分駐所,
HNE00213,友達光電公司,大樓,北埔鄉,水磜村,新竹縣北埔鄉水磜村水漈麻布樹排6號,"24.7031763,121.0635068",1,1757.0,北埔分駐所,
HNP00002,新竹區監理所,公寓,新埔鎮,田新里,新竹縣新埔鎮田新里文德路三段58號,"24.8221698,121.0777369",2,480.0,新埔派出所,
HNP00003,新埔鎮公所,公寓,新埔鎮,新民里,新竹縣新埔鎮新民里中正路776號,"24.8280054,121.0713321",1,210.0,新埔派出所,
HNP00004,菸酒公賣局新竹分局,公寓,新埔鎮,田新里,新竹縣新埔鎮田新里義民路一段118號,"24.829308,121.0678603",1,108.0,新埔派出所,
HNP00006,新埔國小,公寓,新埔鎮,四座里,新竹縣新埔鎮四座里中正路230號,"24.827245,121.082152",1,207.0,新埔派出所,
