電腦編號,建築物名稱,鄉鎮市區,村里別,地址,地下樓層,可容納人數,轄管分局
ZN2277,大樓,楠梓區,翠屏里,高雄市楠梓區德民路400巷37弄13號,1,1137.0,楠梓分局
ZN2278,大樓,楠梓區,翠屏里,高雄市楠梓區德民路52號,1,1255.0,楠梓分局
ZN2280,大樓,楠梓區,清豐里,高雄市楠梓區清安街42巷3號,1,845.0,楠梓分局
ZN2281,大樓,楠梓區,瑞屏里,高雄市楠梓區瑞仁路36號,1,203.0,楠梓分局
ZN2282,大樓,楠梓區,清豐里,高雄市楠梓區清平街16號,1,1147.0,楠梓分局
ZN2283,大樓,楠梓區,清豐里,高雄市楠梓區清平街50號,1,1756.0,楠梓分局
ZN2285,大樓,楠梓區,中陽里,高雄市楠梓區朝明路130巷7弄8號,1,370.0,楠梓分局
ZN2286,大樓,楠梓區,仁昌里,高雄市楠梓區壽豐路404號,2,538.0,楠梓分局
ZN2288,大樓,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路210號,1,743.0,楠梓分局
ZN2289,大樓,楠梓區,秀昌里,高雄市楠梓區後昌路876巷2弄105號,1,465.0,楠梓分局
ZN2290,大樓,楠梓區,翠屏里,高雄市楠梓區德民路356巷60弄2號,1,1304.0,楠梓分局
ZN2293,大樓,楠梓區,翠屏里,高雄市楠梓區德民路400巷37弄8號,1,1548.0,楠梓分局
ZN2294,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路220巷67號,1,1546.0,楠梓分局
ZN2295,大樓,楠梓區,中陽里,高雄市楠梓區朝明路114之1號,1,218.0,楠梓分局
ZN2296,大樓,楠梓區,清豐里,高雄市楠梓區常德路317巷4號,1,1911.0,楠梓分局
ZN2297,大樓,楠梓區,惠民里,高雄市楠梓區高楠公路1868巷1號,1,313.0,楠梓分局
ZN2298,大樓,楠梓區,清豐里,高雄市楠梓區清成街74號,1,513.0,楠梓分局
ZN2299,大樓,楠梓區,清豐里,高雄市楠梓區旗楠路534號,1,699.0,楠梓分局
ZN2300,大樓,楠梓區,隆昌里,高雄市楠梓區後昌路837巷37號,1,3671.0,楠梓分局
ZN2301,大樓,楠梓區,清豐里,高雄市楠梓區常德路240巷23弄76號,1,3633.0,楠梓分局
ZN2302,大樓,楠梓區,瑞屏里,高雄市楠梓區瑞仁路56號,1,1085.0,楠梓分局
ZN2304,大樓,楠梓區,久昌里,高雄市楠梓區廣昌街43巷87號,1,275.0,楠梓分局
ZN2305,大樓,楠梓區,翠屏里,高雄市楠梓區德祥路172號,1,873.0,楠梓分局
ZN2306,大樓,楠梓區,加昌里,高雄市楠梓區壽民路223號,1,101.0,楠梓分局
ZN2309,大樓,楠梓區,翠屏里,高雄市楠梓區德祥路5號,1,288.0,楠梓分局
ZN2310,大樓,楠梓區,加昌里,高雄市楠梓區壽民路180巷1弄13號,1,1077.0,楠梓分局
ZN2312,大樓,楠梓區,瑞屏里,高雄市楠梓區德賢路537號,2,263.0,楠梓分局
ZN2314,大樓,楠梓區,翠屏里,高雄市楠梓區德祥路5號,1,889.0,楠梓分局
ZN2315,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路153號,1,253.0,楠梓分局
ZN2316,大樓,楠梓區,東寧里,高雄市楠梓區旗楠路長安巷30弄2號,1,1923.0,楠梓分局
ZN2317,大樓,楠梓區,久昌里,高雄市楠梓區久昌街28巷1號,1,1267.0,楠梓分局
ZN2318,大樓,楠梓區,清豐里,高雄市楠梓區清平街24號,1,309.0,楠梓分局
ZN2319,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路550巷10弄1號,1,890.0,楠梓分局
ZN2320,大樓,楠梓區,清豐里,高雄市楠梓區常德路247號,1,377.0,楠梓分局
ZN2322,大樓,楠梓區,惠民里,高雄市楠梓區高楠公路1692號,1,1127.0,楠梓分局
ZN2323,大樓,楠梓區,清豐里,高雄市楠梓區清平街47號,1,1446.0,楠梓分局
ZN2324,大樓,楠梓區,翠屏里,高雄市楠梓區加仁路76號,1,800.0,楠梓分局
ZN2325,大樓,楠梓區,清豐里,高雄市楠梓區清平街51巷44號,1,1611.0,楠梓分局
ZN2326,大樓,楠梓區,清豐里,高雄市楠梓區常德路240巷23弄17號,1,2023.0,楠梓分局
ZN2328,大樓,楠梓區,興昌里,高雄市楠梓區右昌街487巷30號,1,931.0,楠梓分局
ZN2329,大樓,楠梓區,翠屏里,高雄市楠梓區德民路376號,1,258.0,楠梓分局
ZN2331,大樓,楠梓區,享平里,高雄市楠梓區岳陽街25巷8號,1,2479.0,楠梓分局
ZN2333,大樓,楠梓區,五常里,高雄市楠梓區鳳楠路108巷29號,1,67.0,楠梓分局
ZN2334,大樓,楠梓區,翠屏里,高雄市楠梓區加仁路13巷1號,1,1327.0,楠梓分局
ZN2335,大樓,楠梓區,瑞屏里,高雄市楠梓區後昌路128號,1,626.0,楠梓分局
ZN2336,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路127號,1,5217.0,楠梓分局
ZN2338,大樓,楠梓區,翠屏里,高雄市楠梓區惠民路48號,2,1566.0,楠梓分局
ZN2339,大樓,楠梓區,清豐里,高雄市楠梓區清成街92號,1,1088.0,楠梓分局
ZN2340,大樓,楠梓區,清豐里,高雄市楠梓區清成街73號,1,1045.0,楠梓分局
ZN2341,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路143號,1,1425.0,楠梓分局
ZN2342,大樓,楠梓區,慶昌里,高雄市楠梓區新昌街115號,1,63.0,楠梓分局
ZN2343,大樓,楠梓區,秀昌里,高雄市楠梓區後昌路876巷2弄71號,1,509.0,楠梓分局
ZN2344,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路208號,1,2712.0,楠梓分局
ZN2347,大樓,楠梓區,加昌里,高雄市楠梓區壽民路222號,1,1009.0,楠梓分局
ZN2348,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路544號,1,3617.0,楠梓分局
ZN2350,大樓,楠梓區,翠屏里,高雄市楠梓區德民路266號之1,1,530.0,楠梓分局
ZN2351,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路248巷30號,2,1063.0,楠梓分局
ZN2352,大樓,楠梓區,仁昌里,高雄市楠梓區壽豐路424號,1,860.0,楠梓分局
ZN2353,大樓,楠梓區,翠屏里,高雄市楠梓區德民路356巷30之1號,1,3253.0,楠梓分局
ZN2354,大樓,楠梓區,仁昌里,高雄市楠梓區壽豐路410號,2,1172.0,楠梓分局
ZN2355,大樓,楠梓區,仁昌里,高雄市楠梓區壽豐路405號,1,2463.0,楠梓分局
ZN2356,大樓,楠梓區,翠屏里,高雄市楠梓區加仁路102號,1,2492.0,楠梓分局
ZN2357,大樓,楠梓區,秀昌里,高雄市楠梓區後昌路826號,1,93.0,楠梓分局
ZN2358,大樓,楠梓區,翠屏里,高雄市楠梓區海專路420號,1,130.0,楠梓分局
ZN2359,高雄市政府警察局楠梓分局,楠梓區,加昌里,高雄市楠梓區外環西路119號,1,1126.0,楠梓分局
ZN2360,大樓,楠梓區,清豐里,高雄市楠梓區常德路318號,1,509.0,楠梓分局
ZN2362,大樓,楠梓區,清豐里,高雄市楠梓區清平街66號,1,477.0,楠梓分局
ZN2364,大樓,楠梓區,隆昌里,高雄市楠梓區後昌路803之2號,1,114.0,楠梓分局
ZN2365,大樓,楠梓區,翠屏里,高雄市楠梓區德祥路12之6號,1,398.0,楠梓分局
ZN2366,大樓,楠梓區,翠屏里,高雄市楠梓區德惠路60巷5號,1,1013.0,楠梓分局
ZN2367,大樓,楠梓區,慶昌里,高雄市楠梓區新昌街101號,1,333.0,楠梓分局
ZN2368,大樓,楠梓區,隆昌里,高雄市楠梓區後昌路837巷11號,1,226.0,楠梓分局
ZN2369,大樓,楠梓區,翠屏里,高雄市楠梓區德民路338號,1,542.0,楠梓分局
ZN2371,大樓,楠梓區,清豐里,高雄市楠梓區常德路305號,1,1022.0,楠梓分局
ZN2372,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路161號,1,155.0,楠梓分局
ZN2373,大樓,楠梓區,稔田里,高雄市楠梓區高楠公路1001號,1,1296.0,楠梓分局
ZN2374,大樓,楠梓區,興昌里,高雄市楠梓區右昌街419號,3,152.0,楠梓分局
ZN2377,大樓,楠梓區,享平里,高雄市楠梓區旗楠路126巷109號,1,1636.0,楠梓分局
ZN2378,大樓,楠梓區,享平里,高雄市楠梓區興楠路298號,1,1757.0,楠梓分局
ZN2379,大樓,楠梓區,五常里,高雄市楠梓區興楠路151巷7號,1,1371.0,楠梓分局
ZN2381,大樓,楠梓區,清豐里,高雄市楠梓區旗楠路99號,1,419.0,楠梓分局
ZN2382,大樓,楠梓區,翠屏里,高雄市楠梓區德民路150號,1,371.0,楠梓分局
ZN2383,大樓,楠梓區,翠屏里,高雄市楠梓區德祥路5號,2,1004.0,楠梓分局
ZN2385,大樓,楠梓區,五常里,高雄市楠梓區楠陽路63巷58號,1,806.0,楠梓分局
ZN2386,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路143號,1,575.0,楠梓分局
ZN2387,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路208號,1,660.0,楠梓分局
ZN2388,大樓,楠梓區,秀昌里,高雄市楠梓區加昌路781號,1,811.0,楠梓分局
ZN2389,大樓,楠梓區,秀昌里,高雄市楠梓區後昌路858之1號,1,166.0,楠梓分局
ZN2391,大樓,楠梓區,翠屏里,高雄市楠梓區德民路266號之1,1,297.0,楠梓分局
ZN2392,大樓,楠梓區,加昌里,高雄市楠梓區秀群路539巷45號,1,5175.0,楠梓分局
ZN2393,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路588號,2,506.0,楠梓分局
ZN2394,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路547號,2,3976.0,楠梓分局
ZN2395,大樓,楠梓區,翠屏里,高雄市楠梓區德民路172號,1,2371.0,楠梓分局
ZN2396,大樓,楠梓區,翠屏里,高雄市楠梓區壽民路86之2號,1,35.0,楠梓分局
ZN2397,大樓,楠梓區,加昌里,高雄市楠梓區加宏路22巷32號,1,4558.0,楠梓分局
ZN2398,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路380巷26號,1,1240.0,楠梓分局
ZN2399,大樓,楠梓區,翠屏里,高雄市楠梓區德民路356巷18號,1,3331.0,楠梓分局
ZN2400,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路220巷85號,1,1007.0,楠梓分局
ZN2401,大樓,楠梓區,加昌里,高雄市楠梓區樂群路72巷1號,1,558.0,楠梓分局
ZN2402,大樓,楠梓區,金田里,高雄市楠梓區學專路775號,1,395.0,楠梓分局
ZN2405,大樓,楠梓區,慶昌里,高雄市楠梓區新昌街49號,1,501.0,楠梓分局
ZN2406,大樓,楠梓區,宏昌里,高雄市楠梓區信昌街28號,1,886.0,楠梓分局
ZN2407,大樓,楠梓區,惠豐里,高雄市楠梓區高楠公路1753號,1,1559.0,楠梓分局
ZN2408,大樓,楠梓區,加昌里,高雄市楠梓區加昌路602號,1,166.0,楠梓分局
ZN2409,大樓,楠梓區,享平里,高雄市楠梓區楠梓東街79號,1,413.0,楠梓分局
ZN2412,大樓,楠梓區,宏昌里,高雄市楠梓區藍昌路360巷51號之1,1,297.0,楠梓分局
ZN2413,大樓,楠梓區,加昌里,高雄市楠梓區壽民路146號,2,1292.0,楠梓分局
ZN2414,大樓,楠梓區,宏昌里,高雄市楠梓區宏昌街132號,2,641.0,楠梓分局
ZN2415,大樓,楠梓區,東寧里,高雄市楠梓區旗楠路67號,1,1222.0,楠梓分局
ZN2417,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路220巷22號,1,414.0,楠梓分局
ZN2418,國昌國中,楠梓區,翠屏里,高雄市楠梓區德民路1010號,1,2027.0,楠梓分局
ZN2419,大樓,楠梓區,東寧里,高雄市楠梓區旗楠路67號,1,1222.0,楠梓分局
ZN2421,大樓,楠梓區,惠豐里,高雄市楠梓區惠豐街105號,1,520.0,楠梓分局
ZN2422,大樓,楠梓區,仁昌里,高雄市楠梓區藍昌路360巷77號,2,963.0,楠梓分局
ZN2423,大樓,楠梓區,宏昌里,高雄市楠梓區德民路829號,1,1327.0,楠梓分局
ZN2424,大樓,楠梓區,仁昌里,高雄市楠梓區藍昌路360巷30號,2,754.0,楠梓分局
ZN2426,大樓,楠梓區,盛昌里,高雄市楠梓區久昌街632號,1,590.0,楠梓分局
ZN2427,大樓,楠梓區,惠豐里,高雄市楠梓區惠春街143號,1,5539.0,楠梓分局
ZN2428,大樓,楠梓區,惠豐里,高雄市楠梓區惠豐街248號,1,2009.0,楠梓分局
ZN2429,大樓,楠梓區,加昌里,高雄市楠梓區壽民路128號,1,307.0,楠梓分局
ZN2430,高雄科技大學(第一校區),楠梓區,清豐里,高雄市楠梓區卓越路2號,1,4619.0,楠梓分局
ZN2431,大樓,楠梓區,惠豐里,高雄市楠梓區惠豐街206巷26號,2,1445.0,楠梓分局
ZN2432,大樓,楠梓區,惠豐里,高雄市楠梓區惠春街161號,1,2214.0,楠梓分局
ZN2433,大樓,楠梓區,惠豐里,高雄市楠梓區惠豐街300號,2,4127.0,楠梓分局
ZN2436,大樓,楠梓區,五常里,高雄市楠梓區興楠路151巷46號,1,297.0,楠梓分局
ZN2439,大樓,楠梓區,宏榮里,高雄市楠梓區榮新街163號,1,538.0,楠梓分局
ZN2440,大樓,楠梓區,惠豐里,高雄市楠梓區惠豐街300號,1,724.0,楠梓分局
ZN2442,大樓,楠梓區,中和里,高雄市楠梓區德中路280巷251號,1,1160.0,楠梓分局
ZN2443,大樓,楠梓區,加昌里,高雄市楠梓區秀群路451號,1,540.0,楠梓分局
ZN2444,高雄大學-行政中心,楠梓區,藍田里,高雄市楠梓區高雄大學路700號,1,2655.0,楠梓分局
ZN2445,高雄大學-圖書館大樓,楠梓區,藍田里,高雄市楠梓區高雄大學路700號,2,2405.0,楠梓分局
ZN2446,大樓,楠梓區,建昌里,高雄市楠梓區軍校路973號,2,1141.0,楠梓分局
ZN2448,大樓,楠梓區,清豐里,高雄市楠梓區安泰街180號,1,1268.0,楠梓分局
ZN2449,大樓,楠梓區,仁昌里,高雄市楠梓區藍昌路360巷55號,1,588.0,楠梓分局
ZN2450,大樓,楠梓區,清豐里,高雄市楠梓區卓越路51巷6號,1,2304.0,楠梓分局
ZN2451,大樓,楠梓區,加昌里,高雄市楠梓區秀群路457巷11號,1,514.0,楠梓分局
ZN2452,大樓,楠梓區,瑞屏里,高雄市楠梓區瑞屏路66巷2號,2,1708.0,楠梓分局
ZN2453,高雄大學-綜合大樓,楠梓區,藍田里,高雄市楠梓區高雄大學路700號,1,1635.0,楠梓分局
ZN2455,大樓,楠梓區,加昌里,高雄市楠梓區加宏路22巷9號,1,2097.0,楠梓分局
ZN2456,大樓,楠梓區,藍田里,高雄市楠梓區大學七街336號,1,656.0,楠梓分局
ZN2457,大樓,楠梓區,東寧里,高雄市楠梓區土庫一路199號,2,1807.0,楠梓分局
ZN2458,大樓,楠梓區,惠豐里,高雄市楠梓區德民路22之6號,1,2164.0,楠梓分局
ZN2459,大樓,楠梓區,加昌里,高雄市楠梓區壽民路178號,2,1673.0,楠梓分局
ZN2460,大樓,楠梓區,東寧里,高雄市楠梓區土庫一路175號,2,1008.0,楠梓分局
ZN2461,大樓,楠梓區,建昌里,高雄市楠梓區軍校路930號,2,542.0,楠梓分局
ZN2462,大樓,楠梓區,中和里,高雄市楠梓區大學五十八街81號,1,592.0,楠梓分局
ZN2463,大樓,楠梓區,翠屏里,高雄市楠梓區德惠路70巷19號,1,411.0,楠梓分局
ZN2464,大樓,楠梓區,藍田里,高雄市楠梓區大學東路399號,1,473.0,楠梓分局
ZN2465,大樓,楠梓區,仁昌里,高雄市楠梓區惠民路241號,2,3033.0,楠梓分局
ZN2467,大樓,楠梓區,五常里,高雄市楠梓區興楠路355巷82弄25號,2,1002.0,楠梓分局
ZN2469,大樓,楠梓區,宏昌里,高雄市楠梓區加宏路191巷53號,2,821.0,楠梓分局
ZN2470,大樓,楠梓區,五常里,高雄市楠梓區興楠路355巷83號之1,1,469.0,楠梓分局
ZN2472,大樓,楠梓區,五常里,高雄市楠梓區興楠路355巷58號,2,884.0,楠梓分局
ZN2473,大樓,楠梓區,宏榮里,高雄市楠梓區榮昌街6號,2,1384.0,楠梓分局
ZN2474,大樓,楠梓區,宏榮里,高雄市楠梓區榮新街17號,2,2068.0,楠梓分局
ZN2478,大樓,楠梓區,清豐里,高雄市楠梓區卓越路251號,1,792.0,楠梓分局
ZN2479,大樓,楠梓區,五常里,高雄市楠梓區興楠路355巷82弄2號,1,864.0,楠梓分局
ZN2480,高雄科技大學-楠梓校區,楠梓區,瑞屏里,高雄市楠梓區海專路142號,1,1403.0,楠梓分局
ZN2481,大樓,楠梓區,藍田里,高雄市楠梓區高雄大學路375號,1,572.0,楠梓分局
ZN2482,大樓,楠梓區,宏昌里,高雄市楠梓區藍昌路320號,2,2185.0,楠梓分局
ZN2483,大樓,楠梓區,翠屏里,高雄市楠梓區德民路450號,2,1314.0,楠梓分局
ZN2485,大樓,楠梓區,藍田里,高雄市楠梓區大學十一街66號,2,928.0,楠梓分局
ZN2488,大樓,楠梓區,藍田里,高雄市楠梓區高雄大學路205號,2,1047.0,楠梓分局
ZN2489,大樓,楠梓區,翠屏里,高雄市楠梓區德豐街225號,1,333.0,楠梓分局
ZN2490,大樓,楠梓區,中陽里,高雄市楠梓區中陽里朝明路108號,1,691.0,楠梓分局
ZN2491,大樓,楠梓區,清豐里,高雄市楠梓區創新路888號,1,660.0,楠梓分局
ZN2493,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路588號,1,738.0,楠梓分局
ZN2494,大樓,楠梓區,興昌里,高雄市楠梓區德民路1226號,2,3037.0,楠梓分局
ZN2495,大樓,楠梓區,翠屏里,高雄市楠梓區德豐街165號,1,1588.0,楠梓分局
ZN2496,大樓,楠梓區,裕昌里,高雄市楠梓區裕昌街167號,3,2270.0,楠梓分局
ZN2497,大樓,楠梓區,東寧里,高雄市楠梓區楠裕街22號,3,1722.0,楠梓分局
ZN2498,大樓,楠梓區,加昌里,高雄市楠梓區秀群路457巷2號,3,2662.0,楠梓分局
ZN2499,大樓,楠梓區,藍田里,高雄市楠梓區藍田里高雄大學路397號,3,833.0,楠梓分局
ZN2502,大樓,楠梓區,宏昌里,高雄市楠梓區後昌新路58巷27號,3,919.0,楠梓分局
ZN2505,大樓,楠梓區,五常里,高雄市楠梓區鳳楠路96號,1,1616.0,楠梓分局
ZN2507,大樓,楠梓區,宏昌里,高雄市楠梓區宏昌里信昌街122號,1,630.0,楠梓分局
ZN2508,大樓,楠梓區,玉屏里,高雄市楠梓區聖雲街36巷50號,1,166.0,楠梓分局
ZN2509,大樓,楠梓區,裕昌里,高雄市楠梓區裕昌街157號,1,586.0,楠梓分局
ZN2510,大樓,楠梓區,翠屏里,高雄市楠梓區德惠路128號,1,3072.0,楠梓分局
ZN2511,大樓,楠梓區,藍田里,高雄市楠梓區大學二十六街27巷9號,3,1440.0,楠梓分局
ZN2514,高雄大學-管理學院,楠梓區,藍田里,高雄市楠梓區高雄大學路700號,1,1419.0,楠梓分局
ZN2515,大樓,楠梓區,清豐里,高雄市楠梓區土庫二路188號,1,2393.0,楠梓分局
ZN2516,大樓,楠梓區,藍田里,高雄市楠梓區大學二十五路130號,1,1369.0,楠梓分局
ZN2517,大樓,楠梓區,藍田里,高雄市楠梓區大學十七街300號,1,941.0,楠梓分局
ZN2518,大樓,楠梓區,藍田里,高雄市楠梓區藍田路845號,1,1238.0,楠梓分局
ZN2519,大樓,楠梓區,仁昌里,高雄市楠梓區藍昌路360巷50號,1,391.0,楠梓分局
ZN2520,大樓,楠梓區,藍田里,高雄市楠梓區大學二十六街30號,2,1083.0,楠梓分局
ZN2522,大樓,楠梓區,五常里,高雄市楠梓區常興街87號,1,1833.0,楠梓分局
ZN2523,大樓,楠梓區,翠屏里,高雄市楠梓區翠屏路67號,1,2484.0,楠梓分局
ZN2524,大樓,楠梓區,中和里,高雄市楠梓區大學六十二街71號,1,900.0,楠梓分局
ZN2525,大樓,楠梓區,中陽里,高雄市楠梓區朝明路130巷7弄12號,1,460.0,楠梓分局
ZN2526,高雄大學-職務宿舍,楠梓區,藍田里,高雄市楠梓區高雄大學路700號,1,1419.0,楠梓分局
ZN2527,大樓,楠梓區,仁昌里,高雄市楠梓區德民路782號,3,1245.0,楠梓分局
ZN2529,大樓,楠梓區,清豐里,高雄市楠梓區土庫二路22號,2,2522.0,楠梓分局
ZN2530,大樓,楠梓區,藍田里,高雄市楠梓區高雄大學路180號,2,1000.0,楠梓分局
ZN2535,大樓,楠梓區,中和里,高雄市楠梓區大學五十六街129號,3,675.0,楠梓分局
ZN2538,大樓,楠梓區,仁昌里,高雄市楠梓區藍昌路360巷70號,2,654.0,楠梓分局
ZN2540,大樓,楠梓區,翠屏里,高雄市楠梓區德富街306號,1,1817.0,楠梓分局
ZN2541,大樓,楠梓區,中和里,高雄市楠梓區德中路268號之1,1,2019.0,楠梓分局
ZN2542,大樓,楠梓區,清豐里,高雄市楠梓區卓越路163號,3,1997.0,楠梓分局
ZN2545,大樓,楠梓區,藍田里,高雄市楠梓區大學二十六街429號,3,1186.0,楠梓分局
ZN2548,大樓,楠梓區,久昌里,高雄市楠梓區廣昌街181號,2,2147.0,楠梓分局
ZN2550,大樓,楠梓區,瑞屏里,高雄市楠梓區海專路251號,2,1240.0,楠梓分局
ZN2553,大樓,楠梓區,金田里,高雄市楠梓區金田里加昌路81號,2,2492.0,楠梓分局
ZN2555,大樓,楠梓區,中和里,高雄市楠梓區大學二十六街321號,2,1178.0,楠梓分局
ZN2557,高雄大學-理學院,楠梓區,藍田里,高雄市楠梓區高雄大學路700號,1,493.0,楠梓分局
ZN2558,大樓,楠梓區,藍田里,高雄市楠梓區大學十街476號,1,1269.0,楠梓分局
ZN2560,大樓,楠梓區,惠豐里,高雄市楠梓區高楠公路1837號,1,402.0,楠梓分局
ZN2561,大樓,楠梓區,享平里,高雄市楠梓區楠梓西巷66號之1,1,614.0,楠梓分局
ZN2562,大樓,楠梓區,裕昌里,高雄市楠梓區盛昌街296號,2,1251.0,楠梓分局
ZN2565,大樓,楠梓區,藍田里,高雄市楠梓區藍田里大學十七街380號,2,402.0,楠梓分局
ZN2567,大樓,楠梓區,瑞屏里,高雄市楠梓區德富街28號,1,2553.0,楠梓分局
ZN2568,大樓,楠梓區,東寧里,高雄市楠梓區旗楠路93號,2,2685.0,楠梓分局
ZN2570,大樓,楠梓區,五常里,高雄市楠梓區興西路128號,2,611.0,楠梓分局
ZN2572,大樓,楠梓區,翠屏里,高雄市楠梓區翠屏里德祥路37號,2,285.0,楠梓分局
ZN2574,大樓,楠梓區,藍田里,高雄市楠梓區大學二十街36號,3,1254.0,楠梓分局
ZN2577,大樓,楠梓區,中陽里,高雄市楠梓區朝新路170號,4,684.0,楠梓分局
ZN2581,大樓,楠梓區,藍田里,高雄市楠梓區大學五十街50號,2,1405.0,楠梓分局
ZN2583,大樓,楠梓區,翠屏里,高雄市楠梓區德賢路88號,1,2716.0,楠梓分局
ZN2584,大樓,楠梓區,中和里,高雄市楠梓區大學南路1213號,3,881.0,楠梓分局
ZN2587,大樓,楠梓區,中陽里,高雄市楠梓區朝明路116巷51號,3,1855.0,楠梓分局
ZN2590,大樓,楠梓區,清豐里,高雄市楠梓區寶溪北街6號,2,1832.0,楠梓分局
ZN2591,大樓,楠梓區,清豐里,高雄市楠梓區清豐路211號,3,847.0,楠梓分局
ZN2594,大樓,楠梓區,翠屏里,高雄市楠梓區德富街282號,2,1658.0,楠梓分局
ZN2596,大樓,楠梓區,中和里,高雄市楠梓區大學二十六街1152號,2,1316.0,楠梓分局
ZN2598,大樓,楠梓區,藍田里,高雄市楠梓區援中路100號,3,758.0,楠梓分局
ZN2601,大樓,楠梓區,中和里,高雄市楠梓區大學二十九路321號,1,748.0,楠梓分局
ZN2602,大樓,楠梓區,中和里,高雄市楠梓區大學六十二街56號,2,1857.0,楠梓分局
ZN2604,大樓,楠梓區,宏昌里,高雄市楠梓區藍昌路250號,2,744.0,楠梓分局
ZN2611,大樓,楠梓區,興昌里,高雄市楠梓區右昌街751巷23號,3,1542.0,楠梓分局
ZN2612,大樓,楠梓區,中和里,高雄市楠梓區大學十八街108號,3,504.0,楠梓分局
ZN2613,大樓,楠梓區,藍田里,高雄市楠梓區大學二十五路276號,2,585.0,楠梓分局
ZN2614,大樓,楠梓區,藍田里,高雄市楠梓區大學路377號,2,533.0,楠梓分局
ZN2615,大樓,楠梓區,金田里,高雄市楠梓區金和街168巷62號,3,1051.0,楠梓分局
ZN2616,大樓,楠梓區,金田里,高雄市楠梓區高峰街63號,2,1300.0,楠梓分局
ZN2617,大樓,楠梓區,五常里,高雄市楠梓區興西路132號,4,1807.0,楠梓分局
ZN2618,大樓,楠梓區,中和里,高雄市楠梓區中和里大學五十六街36號,2,203.0,楠梓分局
ZN2619,大樓,楠梓區,中和里,高雄市楠梓區中和里大學西路55號,2,578.0,楠梓分局
ZN2620,大樓,楠梓區,藍田里,高雄市楠梓區藍田里大學路636號,1,766.0,楠梓分局
ZN2621,大樓,楠梓區,藍田里,高雄市楠梓區藍田里大學十街330巷1號,2,309.0,楠梓分局
ZN2622,大樓,楠梓區,清豐里,高雄市楠梓區清豐里創新路753號,2,415.0,楠梓分局
ZN2623,大樓,楠梓區,東寧里,高雄市楠梓區東寧里楠梓路269巷75號,1,2933.0,楠梓分局
