類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
私人住宅大樓,DF01000032,員福里,新北市土城區員福里中央路2段50巷36號,1.0,266.0,土城派出所,,121.44219,24.980306
私人住宅大樓,DF01000033,員福里,新北市土城區員福里中華路一段2452號,2.0,212.0,土城派出所,,121.44031,24.980192
公寓,DF01000034,員福里,新北市土城區員福里中央路2段50巷18號,1.0,190.0,土城派出所,,121.44147,24.980066
帝國園林B區社區,DF01000035,員福里,新北市土城區員福里中央路2段50巷24弄9號,1.0,911.0,土城派出所,,121.44186,24.980306
帝國園林A區社區,DF01000036,員福里,新北市土城區員福里中央路2段50巷24弄250號,1.0,3695.0,土城派出所,,121.44229,24.980356
公寓,DF01000037,員福里,新北市土城區員福里中央路2段50巷24弄7號,1.0,80.0,土城派出所,,121.44239,24.979966
公寓,DF01000038,員仁里,新北市土城區員仁里慶樂街23號,1.0,185.0,土城派出所,,121.43924,24.972689
私人住宅大樓,DF01000039,員林里,新北市土城區員林里中央路2段177巷57號,1.0,203.0,土城派出所,,121.44411,24.976135
私人住宅大樓,DF01000040,員林里,新北市土城區員林里中正路2729號,1.0,284.0,土城派出所,,121.44408,24.976479
公寓,DF01000041,員林里,新北市土城區員林里中正路23號,1.0,26.0,土城派出所,,121.4435,24.975387
私人住宅大樓,DF01000042,員仁里,新北市土城區員仁里城林路1號,1.0,306.0,土城派出所,,121.43684,24.975237
公寓,DF01000043,員仁里,新北市土城區員仁里福仁街50巷5號,1.0,205.0,土城派出所,,121.4394,24.975097
私人住宅大樓,DF01000044,員林里,新北市土城區員林里員林街5557號,1.0,171.0,土城派出所,,121.44468,24.97743
私人住宅大樓,DF01000045,員林里,新北市土城區員林里員林街59號,1.0,161.0,土城派出所,,121.44384,24.977599
私人住宅大樓,DF01000046,員仁里,新北市土城區員仁里中央路2段304號,1.0,257.0,土城派出所,,121.44044,24.973278
私人住宅大樓,DF01000047,員仁里,新北市土城區員仁里中央路2段306巷421號,2.0,2064.0,土城派出所,,121.43777,24.971775
臻品社區,DF01000048,員仁里,新北市土城區員仁里慶樂街21號,1.0,148.0,土城派出所,,121.43965,24.972648
公寓,DF01000049,員仁里,新北市土城區員仁里忠義路1號,1.0,446.0,土城派出所,,121.44009,24.971213
私人住宅大樓,DF01000050,員仁里,新北市土城區員仁里中央路2段293號1,2.0,253.0,土城派出所,,121.43838,24.971479
私人住宅大樓,DF01000051,員福里,新北市土城區員福里福仁街5號,1.0,1160.0,土城派出所,,121.44134,24.976726
私人住宅大樓,DF01000052,員信里,新北市土城區員信里水源街87號,2.0,1113.0,土城派出所,,121.43945,24.976549
私人住宅大樓,DF01000053,員信里,新北市土城區員信里福仁街34號,1.0,228.0,土城派出所,,121.43986,24.975528
歐洲村社區,DF01000054,員信里,新北市土城區員信里福仁街37號,2.0,353.0,土城派出所,,121.44038,24.97499
歐洲村社區,DF01000055,員信里,新北市土城區員信里中央路2段270巷2號,2.0,1286.0,土城派出所,,121.44111,24.974693
歐洲村社區,DF01000056,員信里,新北市土城區員信里中央路2段270巷1號,2.0,798.0,土城派出所,,121.44099,24.974629
私人住宅大樓,DF01000057,員林里,新北市土城區員林里中央路2段101號,1.0,365.0,土城派出所,,121.44212,24.976617
公寓,DF01000058,員林里,新北市土城區員林里中央路2段121巷125號2,1.0,80.0,土城派出所,,121.44246,24.977303
公寓,DF01000060,日和里,新北市土城區日和里中央路一段318巷373弄12號,1.0,475.0,廣福派出所,,121.44234,24.981328
永豐紙業,DF01000061,日和里,新北市土城區日和里中央路一段365巷7號,2.0,163.0,廣福派出所,,121.44428,24.980743
私人住宅大樓,DF01000062,員福里,新北市土城區員福里中央路2段50巷23弄26號,1.0,140.0,土城派出所,,121.44197,24.980166
私人住宅大樓,DF01000063,員福里,新北市土城區員福里中央路一段352巷1號,1.0,432.0,土城派出所,,121.44289,24.980976
私人住宅大樓,DF01000064,員林里,新北市土城區員林里中正路21號,1.0,223.0,土城派出所,,121.44345,24.97536
公寓,DF01000065,日新里,新北市土城區日新里中華路一段148號,1.0,61.0,廣福派出所,,121.44416,24.986929
泰隆金站社區,DF01000066,員福里,新北市土城區員福里中央路2段209號,3.0,716.0,土城派出所,,121.4419,24.975846
公寓,DF01000067,員仁里,新北市土城區員仁里慶樂街45巷10號,1.0,54.0,土城派出所,,121.43876,24.974028
私人住宅大樓,DF01000068,員福里,新北市土城區員福里中央路2段50巷43號,1.0,672.0,土城派出所,,121.44231,24.979906
私人住宅大樓,DF01000069,埤塘里,新北市土城區埤塘里忠義路48巷1號,1.0,166.0,土城派出所,,121.44077,24.968716
公寓,DF01000070,土城里,新北市土城區土城里光明街23號,1.0,71.0,土城派出所,,121.44213,24.974331
公寓,DF01000071,員福里,新北市土城區員福里中央路2段292巷8號,1.0,286.0,土城派出所,,121.44146,24.975696
公寓,DF01000072,員林里,新北市土城區員林里中央路2段121巷25號,1.0,42.0,土城派出所,,121.44239,24.977201
公寓,DF01000073,土城里,新北市土城區土城里興城路20號,1.0,56.0,土城派出所,,121.44217,24.973053
公寓,DF01000075,員林里,新北市土城區員林里中央路2段50巷20號,1.0,123.0,土城派出所,,121.44306,24.978637
私人住宅大樓,DF01000076,員林里,新北市土城區員林里明德路2段1791號,2.0,1559.0,土城派出所,,121.44674,24.976291
6號停車場,DF01000078,日和里,新北市土城區日和里裕生路106號,1.0,786.0,廣福派出所,,121.44681,24.984412
洪福企業社,DF01000079,日新里,新北市土城區日新里日新街29巷17號,1.0,171.0,廣福派出所,,121.44359,24.987162
土城國小,DF01000080,土城里,新北市土城區土城里興城路17號,1.0,3007.0,土城派出所,,121.44265,24.973555
中華新城甲社區,DF01000081,長風里,新北市土城區長風里中華路2段89巷1弄1號,1.0,6601.0,土城派出所,,121.43976,24.978212
中華新城乙社區,DF01000082,長風里,新北市土城區長風里中華路2段89巷2弄1號,2.0,2881.0,土城派出所,,121.44013,24.977669
土城國小,DF01000083,土城里,新北市土城區土城里興城路17號,1.0,147.0,土城派出所,,121.44265,24.973555
私人住宅大樓,DF01000084,員仁里,新北市土城區員仁里城林路6段17號,1.0,794.0,土城派出所,,121.43808,24.97777
公寓,DF01000085,員福里,新北市土城區員福里中華路2段6號,1.0,274.0,土城派出所,,121.43927,24.979036
公寓,DF01000086,日新里,新北市土城區日新里中央路一段365巷71號,1.0,362.0,廣福派出所,,121.44547,24.985102
私人住宅大樓,DF01000087,埤塘里,新北市土城區埤塘里忠承路2號,1.0,146.0,土城派出所,,121.44204,24.968289
少年頭家社區,DF01000088,埤塘里,新北市土城區埤塘里金城路一段56號,3.0,1306.0,土城派出所,,121.44243,24.970488
私人住宅大樓,DF01000089,日和里,新北市土城區日和里中央路一段292巷91號,1.0,198.0,廣福派出所,,121.44279,24.982599
私人住宅大樓,DF01000090,員仁里,新北市土城區員仁里慶樂街21號,1.0,271.0,土城派出所,,121.43965,24.972648
私人住宅大樓,DF01000091,日和里,新北市土城區日和里中華路一段197號,1.0,696.0,廣福派出所,,121.44331,24.98526
私人住宅大樓,DF01000092,日和里,新北市土城區日和里中央路一段250巷17號,1.0,125.0,廣福派出所,,121.44338,24.984777
私人住宅大樓,DF01000093,日和里,新北市土城區日和里中央路一段250巷7號,3.0,880.0,廣福派出所,,121.44391,24.984694
私人住宅大樓,DF01000094,日和里,新北市土城區日和里中央路一段318巷125號,1.0,739.0,廣福派出所,,121.44228,24.982024
私人住宅大樓,DF01000095,員林里,新北市土城區員林里裕生路69號,1.0,181.0,土城派出所,,121.4471,24.984566
私人住宅大樓,DF01000096,日新里,新北市土城區日新里中興路7號1,2.0,2295.0,廣福派出所,,121.44433,24.987179
私人住宅大樓,DF01000097,員林里,新北市土城區員林里學府路2段238號,1.0,1181.0,土城派出所,,121.4451,24.976097
日月光社區,DF01000098,員林里,新北市土城區員林里中央路2段21弄110號,4.0,10682.0,土城派出所,,121.44463,24.979415
本草精靈健康事業有限公司,DF01000099,日和里,新北市土城區日和里中華路一段178號,1.0,417.0,廣福派出所,,121.44094,24.982465
私人住宅大樓,DF01000100,員林里,新北市土城區員林里員林2號,1.0,639.0,土城派出所,,121.44257,24.978019
名人富裔,DF01000101,員林里,新北市土城區員林里中正路69號,1.0,369.0,土城派出所,,121.44469,24.975742
公寓,DF01000102,員仁里,新北市土城區員仁里城林6巷37號,1.0,256.0,土城派出所,,121.4374,24.976998
私人住宅大樓,DF01000103,員林里,新北市土城區員林里和平46-1號,1.0,217.0,土城派出所,,121.44273,24.977973
大通地產有限公司,DF01000104,員仁里,新北市土城區員仁里中央路一段289-1號,1.0,204.0,土城派出所,,121.43993,24.974841
信美鏡廠股份有限公司,DF01000105,日新里,新北市土城區日新里日新街49號,1.0,461.0,廣福派出所,,121.44299,24.98896
公寓,DF01000106,員仁里,新北市土城區員仁里慶樂街33號,1.0,163.0,土城派出所,,121.43849,24.973035
公寓,DF01000107,日和里,新北市土城區日和里中華一段176號,1.0,332.0,廣福派出所,,121.44099,24.982524
私人住宅大樓,DF01000108,埤塘里,新北市土城區忠承路39號,1.0,971.0,土城派出所,,121.44067,24.966771
私人住宅大樓,DF01000109,員仁里,新北市土城區城林路6巷55號,1.0,719.0,土城派出所,,121.43729,24.977541
公寓,DF01000110,員福里,新北市土城區員福里員福78號,1.0,270.0,土城派出所,,121.43939,24.979809
私人住宅大樓,DF01000111,員林里,新北市土城區員林里中正路67巷33號,1.0,367.0,土城派出所,,121.44383,24.976589
私人住宅大樓,DF01000112,員林里,新北市土城區員林里中正路67巷35號,1.0,166.0,土城派出所,,121.44392,24.976664
中正威登社區,DF01000113,員林里,新北市土城區員林里中正路13號,1.0,503.0,土城派出所,,121.44303,24.975295
私人住宅大樓,DF01000114,員仁里,新北市土城區員仁里學府2段238號,1.0,1181.0,土城派出所,,121.43774,24.97271
心上城社區,DF01000115,埤塘里,新北市土城區埤塘里千歲路8號,1.0,133.0,土城派出所,,121.44006,24.970211
私人住宅大樓,DF01000117,日和里,新北市土城區日和里中華一段178號,1.0,417.0,廣福派出所,,121.44094,24.982465
私人住宅大樓,DF01000118,日和里,新北市土城區日和里中央路一段325-2號,1.0,2226.0,廣福派出所,,121.44688,24.979855
和平莊園,DF01000119,埤塘里,新北市土城區埤塘里和平路105號,1.0,355.0,土城派出所,,121.45122,24.968512
湛然龍邸社區,DF01000120,土城里,新北市土城區土城里慶安街16號,1.0,265.0,土城派出所,,121.4418,24.973651
裕德學校財團法人,DF01000122,日和里,新北市土城區日和里擺接堡路1號,1.0,1286.0,廣福派出所,,121.43959,24.982977
欣羽股份有限公司,DF01000123,員林里,新北市土城區員林里學士路386號,1.0,866.0,土城派出所,,121.44679,24.977462
私人住宅大樓,DF01000124,員林里,新北市土城區員林里學府路2段235號,1.0,157.0,土城派出所,,121.44532,24.978187
巨勳雲集,DF01000125,土城里,新北市土城區土城里光明街50號,1.0,368.0,土城派出所,,121.44217,24.973312
私人住宅大樓,DF01000126,員林里,新北市土城區學海街388號,1.0,451.0,土城派出所,,121.44545,24.977871
私人住宅大樓,DF01000127,員林里,新北市土城區員林里學海街252號,1.0,268.0,土城派出所,,121.4471,24.97864
私人住宅大樓,DF01000128,員林里,新北市土城區員林里學海街281號,1.0,724.0,土城派出所,,121.4457,24.977977
私人住宅大樓,DF01000129,員仁里,新北市土城區員仁里中央路二段286號,1.0,1074.0,土城派出所,,121.44054,24.974092
私人住宅大樓,DF01000130,員林里,新北市土城區員林里2鄰學士路361號,1.0,831.0,土城派出所,,121.44597,24.976996
私人住宅大樓,DF01000131,日和里,新北市土城區日和里10鄰中央路1段282號,1.0,298.0,廣福派出所,,121.44347,24.98288
私人住宅大樓,DF01000132,員林里,新北市土城區員林里22鄰學府路2段175號,1.0,423.0,土城派出所,,121.44643,24.979266
華南MLB,DF01000133,員林里,新北市土城區員林里2鄰中正路151巷21號,1.0,585.0,土城派出所,,121.44685,24.976436
私人住宅大樓,DF01000134,員林里,新北市土城區員林里學士路427號,,1034.0,土城派出所,,121.4457,24.976982
私人住宅大樓,DF01000135,員林里,新北市土城區員林里32鄰學府路2段267號,1.0,1939.0,土城派出所,,121.44509,24.977827
私人住宅大樓,DF01000136,員林里,新北市土城區員林里23鄰中央路2段21巷9號,1.0,481.0,土城派出所,,121.44389,24.980365
私人住宅大樓,DF01000137,員林里,新北市土城區員林里15鄰學府路2段215號,1.0,573.0,土城派出所,,121.44559,24.978518
私人住宅大樓,DF01000138,員林里,新北市土城區員林里32鄰學海街297號,1.0,263.0,土城派出所,,121.44573,24.977656
私人住宅大樓,DF01000139,員林里,新北市土城區員林里2鄰學士路355號,1.0,359.0,土城派出所,,121.446,24.977053
私人住宅大樓,DF01000140,日和里,新北市土城區日和里19鄰莊園街151號,3.0,2413.0,廣福派出所,,121.44745,24.981714
私人住宅大樓,DF01000141,員信里,新北市土城區員信里1鄰金城路1段251號,1.0,685.0,土城派出所,,121.43995,24.969632
私人住宅大樓,DF01000142,柑林里,新北市土城區柑林里明德路2段68號,1.0,339.0,土城派出所,,121.45662,24.977546
私人住宅大樓,DF01000143,柑林里,新北市土城區明德路二段225號,1.0,1048.0,土城派出所,,121.4458,24.983835
土城醫院,DF01000144,柑林里,新北市土城區柑林里金城路二段6號,1.0,7933.0,土城派出所,,121.4492,24.97708
私人住宅大樓,DF01000145,柑林里,新北市土城區柑林里龍山一街15號,1.0,732.0,清水派出所,,121.44738,24.97688
私人住宅大樓,DF01000148,員林里,新北市土城區員林里22鄰學府路二段169號二樓,1.0,446.0,土城派出所,,121.44599,24.97892
勝輝rich,DF01000150,埤塘里,新北市土城區埤塘里1鄰金城路一段26號,1.0,375.0,土城派出所,,121.44095,24.969466
金城ONE,DF01000151,土城里,新北市土城區土城里光明街26號二樓,1.0,330.0,土城派出所,,121.4420159,24.97409287
順光天下,DF01000152,埤塘里,新北市土城區埤塘里金城路一段12號,1.0,920.0,土城派出所,,121.4396988,24.96904495
私人住宅大樓,DF02000001,清溪里,新北市土城區清溪里青雲路67號,2.0,797.0,清水派出所,,121.45942,24.98636
私人住宅大樓,DF02000002,清溪里,新北市土城區清溪里青雲路49巷214號,1.0,452.0,清水派出所,,121.46,24.986587
私人住宅大樓,DF02000003,清溪里,新北市土城區清溪里立德路17巷15號,1.0,289.0,清水派出所,,121.46153,24.988312
私人住宅大樓,DF02000004,清溪里,新北市土城區清溪里立德路17巷1921號,1.0,675.0,清水派出所,,121.46153,24.988312
私人住宅大樓,DF02000010,延吉里,新北市土城區延吉里延吉街137巷20號,1.0,15.0,金城派出所,,121.4711,24.985344
私人住宅大樓,DF02000011,清化里,新北市土城區清化里青雲路451巷13號,2.0,564.0,清水派出所,,121.4586,24.972023
私人住宅大樓,DF02000015,青雲里,新北市土城區青雲里中正路17號,2.0,123.0,清水派出所,,121.45911,24.982516
私人住宅大樓,DF02000016,青雲里,新北市土城區青雲里清水路141巷16弄2號,2.0,502.0,清水派出所,,121.45863,24.982056
私人住宅大樓,DF02000017,青雲里,新北市土城區青雲里青雲路154號3,2.0,658.0,清水派出所,,121.45879,24.982946
私人住宅大樓,DF02000019,清溪里,新北市土城區清溪里金城路2段396號,2.0,260.0,清水派出所,,121.46387,24.985644
板橋地方法院,DF02000020,清溪里,新北市土城區清溪里青雲路51巷13號,1.0,71.0,清水派出所,,121.45966,24.984054
私人住宅大樓,DF02000021,清溪里,新北市土城區清溪里中正路91號,2.0,665.0,清水派出所,,121.45929,24.982437
私人住宅大樓,DF02000022,清溪里,新北市土城區清溪里青雲路151巷15號,2.0,1133.0,清水派出所,,121.4596,24.984254
私人住宅大樓,DF02000064,清和里,新北市土城區清和里青山路50巷4號,1.0,1856.0,清水派出所,,121.46407,24.974525
私人住宅大樓,DF02000074,清水里,新北市土城區清水里明德路一段200號,1.0,545.0,清水派出所,,121.46162,24.97789
私人住宅大樓,DF02000075,清水里,新北市土城區清水里明德路一段196巷17號,1.0,222.0,清水派出所,,121.46129,24.978697
私人住宅大樓,DF02000076,清水里,新北市土城區清水里仁愛路40巷42號,2.0,370.0,清水派出所,,121.46155,24.979165
私人住宅大樓,DF02000077,清水里,新北市土城區清水里青雲路329巷3537號,1.0,2431.0,清水派出所,,121.46043,24.979773
私人住宅大樓,DF02000078,清水里,新北市土城區清水里仁愛路46巷7號,2.0,794.0,清水派出所,,121.46145,24.978762
私人住宅大樓,DF02000079,清水里,新北市土城區清水里仁愛路6巷81號,1.0,990.0,清水派出所,,121.46014,24.979972
私人住宅大樓,DF02000080,清水里,新北市土城區清水里仁愛路6巷8號1,1.0,1585.0,清水派出所,,121.46045,24.980038
清水國小,DF02000081,清溪里,新北市土城區清溪里清水路243號,1.0,659.0,清水派出所,,121.46145,24.983454
私人住宅大樓,DF02000083,永豐里,新北市土城區永豐里清水路278巷826弄522號,1.0,531.0,金城派出所,,121.46231,24.982417
公寓,DF02000086,青雲里,新北市土城區青雲里青雲路40巷20弄9號,1.0,408.0,清水派出所,,121.45893,24.986506
公寓,DF02000087,青雲里,新北市土城區青雲里青雲路40巷28弄1號,1.0,2502.0,清水派出所,,121.45881,24.987197
私人住宅大樓,DF02000088,青雲里,新北市土城區青雲里青雲路68號,2.0,636.0,清水派出所,,121.45879,24.982776
鑽石雙星,DF02000089,青雲里,新北市土城區青雲里青雲路102號,1.0,139.0,清水派出所,,121.45922,24.986326
公寓,DF02000090,青雲里,新北市土城區青雲里青雲路10號12,1.0,51.0,清水派出所,,121.46002,24.989126
新北地方法院,DF02000091,青雲里,新北市土城區青雲里青雲路138號,1.0,803.0,清水派出所,,121.45864,24.986026
新北地方法院,DF02000092,青雲里,新北市土城區青雲里青雲路138號,1.0,84.0,清水派出所,,121.45864,24.986026
公寓,DF02000104,延和里,新北市土城區延和里金城路3段73巷9弄739號,1.0,425.0,金城派出所,,121.4655,24.987996
私人住宅大樓,DF02000105,清水里,新北市土城區清水里明德路一段240巷5號,1.0,916.0,清水派出所,,121.45963,24.978059
私人住宅大樓,DF02000106,清水里,新北市土城區清水里青仁路37號,2.0,597.0,清水派出所,,121.46015,24.978607
私人住宅大樓,DF02000109,清水里,新北市土城區清水里青雲路269巷9號,1.0,552.0,清水派出所,,121.45985,24.98059
私人住宅大樓,DF02000110,清水里,新北市土城區清水里青雲路295巷16弄46號,1.0,136.0,清水派出所,,121.45992,24.978941
私人住宅大樓,DF02000112,清水里,新北市土城區清水里青雲路279號,1.0,419.0,清水派出所,,121.45917,24.980208
公寓,DF02000113,清化里,新北市土城區清化里石門路63號,1.0,136.0,清水派出所,,121.45691,24.962353
龍秀興業公司,DF02000114,清化里,新北市土城區清化里石門路95巷3號,2.0,1258.0,清水派出所,,121.46931,24.957773
私人住宅大樓,DF02000117,清水里,新北市土城區清水路5巷17號,1.0,812.0,清水派出所,,121.45971,24.982425
福益實業,DF02000124,清水里,新北市土城區清水里明德路一段71號,3.0,3605.0,清水派出所,,121.46232,24.978291
私人住宅大樓,DF02000125,青雲里,新北市土城區青雲里青雲路163號,2.0,663.0,清水派出所,,121.45905,24.982906
私人住宅大樓,DF02000126,清溪里,新北市土城區清溪里立德路105號,4.0,2138.0,清水派出所,,121.4616,24.988492
私人住宅大樓,DF02000128,青雲里,新北市土城區青雲里清水路114號,2.0,818.0,清水派出所,,121.45804,24.981506
清水國小,DF02000129,清溪里,新北市土城區清溪里金城路2段356號,1.0,234.0,清水派出所,,121.46151,24.984402
金城立體停車場,DF02000130,青雲里,新北市土城區青雲里金城路2段266號,1.0,2122.0,清水派出所,,121.45852,24.983996
清水國小,DF02000135,清溪里,新北市土城區清溪里金城路2段356號,1.0,3639.0,清水派出所,,121.46151,24.984402
私人住宅大樓,DF02000137,青雲里,新北市土城區青雲里青雲路152號,5.0,3822.0,清水派出所,,121.45901,24.983386
公寓,DF02000138,青雲里,新北市土城區青雲里青雲路138號,1.0,84.0,清水派出所,,121.45864,24.986026
清水國小,DF02000140,清溪里,新北市土城區清溪里金城路2段356號,1.0,182.0,清水派出所,,121.46151,24.984402
私人住宅大樓,DF02000149,清和里,新北市土城區清和里青雲路3173號,1.0,489.0,清水派出所,,121.45945,24.972731
私人住宅大樓,DF02000150,青雲里,新北市土城區青雲里青雲路370號,1.0,428.0,清水派出所,,121.45913,24.982706
私人住宅大樓,DF02000152,永豐里,新北市土城區永豐里清水路194巷7號,1.0,86.0,金城派出所,,121.46084,24.981283
私人住宅大樓,DF02000153,青雲里,新北市土城區青雲里青雲路80巷18號,1.0,252.0,清水派出所,,121.45881,24.987197
公寓,DF02000154,清和里,新北市土城區清和里青雲路368號,1.0,227.0,清水派出所,,121.45866,24.973802
私人住宅大樓,DF02000155,學士里,新北市土城區學士里明德路一段126號1,1.0,102.0,清水派出所,,121.46377,24.979083
私人住宅大樓,DF02000157,青雲里,新北市土城區青雲里青雲路273號,1.0,385.0,清水派出所,,121.4602,24.989646
私人住宅大樓,DF02000158,青雲里,新北市土城區青雲里青雲路95號,1.0,294.0,清水派出所,,121.4593,24.986616
私人住宅大樓,DF02000159,青雲里,新北市土城區青雲里青雲路250號,1.0,1280.0,清水派出所,,121.45898,24.979999
私人住宅大樓,DF02000162,清和里,新北市土城區清和里明德路一段291巷24號,1.0,644.0,清水派出所,,121.46028,24.976106
私人住宅大樓,DF02000163,清和里,新北市土城區清和里明德路一段291巷19號,1.0,27513.0,清水派出所,,121.46058,24.976136
富園社區,DF02000164,延和里,新北市土城區延和里金城路3段19號,1.0,706.0,金城派出所,,121.465,24.986492
私人住宅大樓,DF02000165,柑林里,新北市土城區柑林里清水路111號,1.0,1650.0,清水派出所,,121.45728,24.981784
私人住宅大樓,DF02000510,清化里,新北市土城區清化里青雲路380巷1號,1.0,2081.0,清水派出所,,121.45644,24.973527
私人住宅大樓,DF02000512,清化里,新北市土城區清化里青雲路496號,2.0,537.0,清水派出所,,121.47275,24.964529
私人住宅大樓,DF02000513,青雲里,新北市土城區青雲里青福街68號,1.0,527.0,清水派出所,,121.45799,24.97948
私人住宅大樓,DF02000520,學士里,新北市土城區學士里學士路33巷2-1號,1.0,460.0,清水派出所,,121.45374,24.981962
私人住宅大樓,DF02000523,柑林里,新北市土城區柑林里金城路2段128號,1.0,1053.0,清水派出所,,121.45453,24.981063
私人住宅大樓,DF02000524,學士里,新北市土城區學士里學士路75號,1.0,879.0,清水派出所,,121.45209,24.981386
私人住宅大樓,DF02000525,清和里,新北市土城區清和里青雲路350號,4.0,1380.0,清水派出所,,121.45858,24.97454
私人住宅大樓,DF02000526,青雲里,新北市土城區青雲里1鄰青雲路328號,1.0,947.0,清水派出所,,121.4587,24.976576
私人住宅大樓,DF02000527,青雲里,新北市土城區青雲里4鄰青和街391號,1.0,178.0,清水派出所,,121.45744,24.975911
私人住宅大樓,DF02000528,清和里,新北市土城區清和里1鄰青和街508號,1.0,650.0,清水派出所,,121.45778,24.980011
私人住宅大樓,DF02000529,柑林里,新北市土城區柑林里裕民路263之1號,2.0,1202.0,清水派出所,,121.45573,24.981936
私人住宅大樓,DF02000530,柑林里,新北市土城區柑林里裕民路195號,2.0,393.0,清水派出所,,121.45577,24.981896
私人住宅大樓,DF02000531,柑林里,新北市土城區柑林里裕民路234號,2.0,3878.0,清水派出所,,121.4555,24.981916
中正國中,DF02000532,柑林里,新北市土城區柑林里金城路2段247號,1.0,2687.0,清水派出所,,121.45741,24.983026
中正國中,DF02000533,柑林里,新北市土城區柑林里金城路2段247號,1.0,2990.0,清水派出所,,121.45741,24.983026
土城區公所,DF02000534,柑林里,新北市土城區柑林里裕民路193號之1,1.0,321.0,清水派出所,,121.45629,24.984495
私人住宅大樓,DF02000535,柑林里,新北市土城區柑林里金城路2段242號,2.0,2838.0,清水派出所,,121.45735,24.982746
私人住宅大樓,DF02000536,學士里,新北市土城區學士里金城路2段211號,1.0,894.0,清水派出所,,121.45453,24.982024
