類別,編號,里別,防空避難設備地址,Location,地下層數位址,可容納人數,備註
一般建築,D0777,上寮里,高雄市大寮區上寮里上發六街29號,"22.595043,120.428833",3,4243.0,
一般建築,D0778,上寮里,高雄市大寮區上寮里上寮路103之19號,"22.59972,120.424536",1,1625.0,
一般建築,D0779,大寮里,高雄市大寮區大寮里大發工業區華東路39號,"22.586738,120.43225",1,2643.0,
一般建築,D0780,大寮里,高雄市大寮區大寮里大寮路740號,"22.590861,120.416445",1,616.0,
一般建築,D0781,大寮里,高雄市大寮區大寮里利民街21號,"22.587669,120.433902",1,156.0,
一般建築,D0782,大寮里,高雄市大寮區大寮里華中路18號,"22.589517,120.428313",1,982.0,
一般建築,D0783,大寮里,高雄市大寮區大寮里華中路33號,"22.585265,120.428387",1,267.0,
一般建築,D0784,大寮里,高雄市大寮區大寮里華中路44號,"22.5867132,120.428863896181",1,328.0,
一般建築,D0785,大寮里,高雄市大寮區大寮里華西路28號,"22.584471,120.423032",1,394.0,
一般建築,D0786,大寮里,高雄市大寮區大寮里華西路30號,"22.585692,120.422922",1,494.0,
一般建築,D0787,大寮里,高雄市大寮區大寮里華西路30號,"22.58555567171207, 120.42287103900195",1,216.0,
一般建築,D0788,大寮里,高雄市大寮區大寮里華西路41號,"22.58519,120.421663",2,1508.0,
一般建築,D0789,大寮里,高雄市大寮區大寮里華西路45號,"22.588396,120.422192",1,1516.0,
一般建築,D0790,大寮里,高雄市大寮區大寮里華西路49號,"22.590249,120.423052",1,186.0,
一般建築,D0791,大寮里,高雄市大寮區大寮里華東路37號,"22.586265,120.432848",1,161.0,
一般建築,D0792,大寮里,高雄市大寮區大寮里華東路48號,"22.58445,120.433376",1,388.0,
一般建築,D0793,大寮里,高雄市大寮區大寮里華東路57號,"22.589722,120.432312",1,932.0,
一般建築,D0794,大寮里,高雄市大寮區大寮里裕民街16號,"22.586463,120.435677",1,493.0,
一般建築,D0795,大寮里,高雄市大寮區大寮里裕民街17號,"22.586362,120.435274",1,178.0,
一般建築,D0796,大寮里,高雄市大寮區大寮里裕民街23號,"22.587437,120.435308",1,144.0,
一般建築,D0797,大寮里,高雄市大寮區大寮里裕民街4號,"22.584174,120.434822",1,240.0,
一般建築,D0798,大寮里,高雄市大寮區大寮里裕民路14號,"22.58629,120.435576",1,170.0,
一般建築,D0799,大寮里,高雄市大寮區大寮里興業路11號,"22.590852,120.431072",1,502.0,
一般建築,D0800,大寮里,高雄市大寮區大寮里興業路12之1號,"22.589981,120.431203",1,156.0,
一般建築,D0801,大寮里,高雄市大寮區大寮里興業路12號,"22.589915,120.431466",1,244.0,
一般建築,D0802,大寮里,高雄市大寮區大寮里興業路13號,"22.591308,120.430528",1,200.0,
一般建築,D0803,大寮里,高雄市大寮區大寮里興業路14之1號,"22.590111,120.430746",1,288.0,
一般建築,D0804,大寮里,高雄市大寮區大寮里興業路15號,"22.591291,120.430076",1,224.0,
一般建築,D0805,大寮里,高雄市大寮區大寮里興業路15號,"22.590512407998627, 120.42980276088613",1,262.0,
一般建築,D0806,大寮里,高雄市大寮區大寮里興業路21號,"22.591184,120.427942",1,225.0,
一般建築,D0807,大寮里,高雄市大寮區大寮里興業路21號,"22.590527589197578, 120.42802292187686",1,132.0,
一般建築,D0808,大寮里,高雄市大寮區大寮里興業路4號,"22.590278,120.434616",1,152.0,
一般建築,D0809,大寮里,高雄市大寮區大寮里興業路9號,"22.590845,120.431802",1,613.0,
學校,D0810,"大寮里  ","高雄市大寮區大寮里 大寮路740號","22.590861,120.416445",1,1176.0,
一般建築,D0811,山頂里,高雄市大寮區山頂里山頂路162之6號,"22.6084518,120.389443467346",1,719.0,
一般建築,D0812,山頂里,高雄市大寮區山頂里山頂路172號,"22.608332,120.389231",1,956.0,
一般建築,D0813,山頂里,高雄市大寮區山頂里山頂路172號,"22.608341210768856, 120.38927615342534",1,303.0,
一般建築,D0814,山頂里,高雄市大寮區山頂里山頂路172號,"22.60832140202637, 120.38928151784351",1,144.0,
學校,D0815,山頂里,高雄市大寮區山頂里山頂路211號,"22.60768416,120.388765877732",2,1539.0,
一般建築,D0816,山頂里,高雄市大寮區山頂里內厝路262號,"22.607935,120.390516",1,164.0,
一般建築,D0817,山頂里,高雄市大寮區山頂里鳳林三路667號,"22.609895,120.393373",1,889.0,
一般建築,D0818,中庄里,高雄市大寮區中庄里中庄路126號,"22.634253,120.398413",1,234.0,
一般建築,D0819,中庄里,高雄市大寮區中庄里中庄路133之11號,"22.63438319,120.399059318168",1,1139.0,
一般建築,D0820,中庄里,高雄市大寮區中庄里中庄路14之20號,"22.6342882,120.39561765627",1,198.0,
一般建築,D0821,中庄里,高雄市大寮區中庄里中庄路162之31號,"22.63417999,120.399009928106",1,519.0,
一般建築,D0822,中庄里,高雄市大寮區中庄里中庄路162之87號,"22.63418041,120.399009697342",1,2797.0,
一般建築,D0823,中庄里,高雄市大寮區中庄里中庄路220之28號,"22.63418583,120.399012281978",1,52.0,
一般建築,D0824,中庄里,高雄市大寮區中庄里中庄路220之29號,"22.63418583,120.39900691756",1,108.0,
一般建築,D0825,中庄里,高雄市大寮區中庄里中庄路57之7號,"22.63444299,120.397558796183",1,978.0,
一般建築,D0826,中庄里,高雄市大寮區中庄里中庄路58之21號,"22.63446999,120.396839625019",2,2963.0,
學校,D0827,中庄里,高雄市大寮區中庄里中庄路59號,"22.634716,120.397497",1,186.0,
一般建築,D0828,中庄里,高雄市大寮區中庄里仁愛路58巷46號,"22.63583971,120.39506541066",1,2373.0,
一般建築,D0829,中庄里,高雄市大寮區中庄里四維路296號,"22.636997,120.397304",1,1159.0,
一般建築,D0830,中庄里,高雄市大寮區中庄里信義路40號,"22.633962,120.391585",3,4361.0,
一般建築,D0831,中庄里,高雄市大寮區中庄里信義路40號,"22.63378859054479, 120.3916133902939",3,4508.0,
一般建築,D0832,中庄里,高雄市大寮區中庄里鳳屏一路100巷1號,"22.63121601,120.385078074811",1,3238.0,
一般建築,D0833,中庄里,高雄市大寮區中庄里鳳屏一路100巷6弄12號,"22.6312156,120.38507491756",1,221.0,
一般建築,D0834,中庄里,高雄市大寮區中庄里鳳屏一路106號,"22.63134269,120.386002225019",1,575.0,
一般建築,D0835,中庄里,高雄市大寮區中庄里鳳屏一路20號,"22.63004749,120.383755125019",1,85.0,
一般建築,D0836,中庄里,高雄市大寮區中庄里鳳屏一路288號,"22.633451,120.389257",3,5911.0,
一般建築,D0837,中庄里,高雄市大寮區中庄里鳳屏一路462號,"22.63626929,120.392511325019",1,104.0,
一般建築,D0838,中庄里,高雄市大寮區中庄里鳳屏一路62之1號,"22.63046659,120.384482867346",1,254.0,
學校,D0839,中芸里,高雄市林園區中芸里中芸路1號,"22.487112,120.396711",1,1542.0,
一般建築,D0840,中門里,高雄市林園區中門里中門路159號,"22.506532,120.368964",1,819.0,
學校,D0841,中厝里,高雄市林園區中厝里金潭路40號,"22.528089,120.396063",2,836.0,
一般建築,D0842,中興里,高雄市大寮區中興里中正路3之8號,"22.617667,120.386258",2,2939.0,
一般建築,D0843,中興里,高雄市大寮區中興里中正路4號,"22.617663,120.386433",1,92.0,
一般建築,D0844,中興里,高雄市大寮區中興里文化路20之11號,"22.619522,120.387097",1,208.0,
一般建築,D0845,中興里,高雄市大寮區中興里明德路12巷4號,"22.616505,120.388932",2,3163.0,
一般建築,D0846,中興里,高雄市大寮區中興里明德路16號,"22.616903,120.388234",1,1175.0,
一般建築,D0847,中興里,高雄市大寮區中興里鳳林四路270號,"22.619156,120.383416",1,481.0,
一般建築,D0848,五福里,高雄市林園區東林里鳳林路1段1號,"22.50088481,120.397664267343",1,515.0,
一般建築,D0849,五福里,高雄市林園區溪州里工業二路3之1號,"22.50055749,120.414443867343",1,183.0,
一般建築,D0850,五福里,高雄市林園區溪州里工業二路3之1號,"22.500555936799948, 120.41444108818969",1,98.0,
一般建築,D0851,五福里,高雄市林園區五福里工業一路16號,"22.507801,120.404788",1,133.0,
一般建築,D0852,五福里,高雄市林園區五福里工業三路1號,"22.489415,120.415068",1,617.0,
一般建築,D0853,五福里,高雄市林園區五福里工業三路1號,"22.492615123173515, 120.41541830604638",1,13.0,
一般建築,D0854,五福里,高雄市林園區五福里工業三路1號,"22.492617945285463, 120.4151586761744",1,256.0,
一般建築,D0855,五福里,高雄市林園區五福里工業三路1號,"22.492293402033354, 120.41577873340387",1,256.0,
一般建築,D0856,五福里,高雄市林園區五福里工業三路3號,"22.493321,120.414846",1,139.0,
一般建築,D0857,五福里,高雄市林園區五福里工業三路9號,"22.496392,120.414889",1,1013.0,
一般建築,D0858,五福里,高雄市林園區五福里工業三路9號,"22.49208241993561, 120.41556845006622",1,501.0,
一般建築,D0859,五福里,高雄市林園區五福里石化二路10號,"22.4993395,120.406714567343",1,465.0,
一般建築,D0860,五福里,高雄市林園區五福里石化二路3號,"22.4987143,120.406699325015",1,102.0,
一般建築,D0861,五福里,高雄市林園區五福里林園工業三路9號,"22.49224102,120.415632825015",1,495.0,
一般建築,D0862,五福里,高雄市林園區五福里林園工業區工業三路9號,"22.496392,120.414889",1,501.0,
一般建築,D0863,五福里,高雄市林園區五福里沿海路1段137號,"22.50304561,120.382332267343",1,442.0,
一般建築,D0864,仁愛里,高雄市林園區仁愛里仁愛路259號,"22.510151,120.391964",1,212.0,
一般建築,D0865,仁愛里,高雄市林園區仁愛里仁愛路67巷20號,"22.505289,120.391943",1,928.0,
一般建築,D0866,仁愛里,高雄市林園區仁愛里文賢北路29號,"22.504372,120.391518",1,1041.0,
一般建築,D0867,仁愛里,高雄市林園區仁愛里忠義二街44號,"22.503883,120.391253",1,1041.0,
一般建築,D0868,內坑里,高雄市大寮區內坑里內坑路108之66號,"22.594778,120.388974",2,3587.0,
一般建築,D0869,內坑里,高雄市大寮區內坑里內坑路108之67號,"22.594653,120.388157",1,1066.0,
一般建築,D0870,內坑里,高雄市大寮區內坑里內坑路161之21號,"22.589047,120.38012",2,2522.0,
一般建築,D0871,內坑里,高雄市大寮區內坑里六和路2之39號,"22.589528,120.371244",2,2740.0,
一般建築,D0872,文賢里,高雄市林園區文賢里文賢南路100號,"22.501231,120.392397",1,148.0,
一般建築,D0873,文賢里,高雄市林園區文賢里文賢南路107號,"22.501384,120.393278",1,1248.0,
一般建築,D0874,文賢里,高雄市林園區文賢里文賢南路131巷26號,"22.501113,120.393934",1,267.0,
一般建築,D0875,文賢里,高雄市林園區文賢里東林西路249巷2之1號,"22.502389,120.389961",1,173.0,
一般建築,D0876,文賢里,高雄市林園區文賢里東林西路249巷2之3號,"22.502206,120.389849",1,164.0,
一般建築,D0877,文賢里,高雄市林園區文賢里東林西路249巷30號,"22.502147,120.389822",1,1092.0,
一般建築,D0878,王公里,高雄市林園區王公里王公路100巷25號之1,"22.51131081,120.390777025015",2,3200.0,
一般建築,D0879,王公里,高雄市林園區王公里王公路1號,"22.51291,120.394441",1,1152.0,
一般建築,D0880,王公里,高雄市林園區王公里王公路21號,"22.51306412,120.393831025016",1,862.0,
一般建築,D0881,王公里,高雄市林園區王公里王公路58巷8號,"22.512777,120.392004",2,2313.0,
一般建築,D0882,王公里,高雄市林園區王公里王公路64之1號,"22.512319,120.392",2,2173.0,
學校,D0883,王公里,高雄市林園區王公里林園北路481號,"22.513749,120.39492",1,733.0,
一般建築,D0884,王公里,高雄市林園區王公里信義路79號,"22.507659,120.389568",1,299.0,
一般建築,D0885,北汕里,高雄市林園區北汕里石化四路4號,"22.486107,120.409475",1,265.0,
一般建築,D0886,北汕里,高雄市林園區北汕里石化四路4號,"22.487116280121153, 120.40859710933772",1,48.0,
一般建築,D0887,北汕里,高雄市林園區北汕里石化四路6號,"22.487376,120.408918",1,237.0,
一般建築,D0888,北汕里,高雄市林園區北汕里石化三路1之1號,"22.48782361,120.416042767342",1,115.0,
一般建築,D0889,北汕里,高雄市林園區北汕里石化三路9號,"22.487627,120.405758",1,574.0,
一般建築,D0890,北汕里,高雄市林園區北汕里石化三路9號,"22.487627,120.405758",1,403.0,
一般建築,D0891,北汕里,高雄市林園區北汕里石化三路9號,"22.487619190173035, 120.40578465207781",1,48.0,
一般建築,D0892,北汕里,高雄市林園區北汕里石化三路9號,"22.48738895607876, 120.40565551160266",1,62.0,
一般建築,D0893,北汕里,高雄市林園區北汕里石化四路1號,"22.486052,120.408555",1,599.0,
一般建築,D0894,北汕里,高雄市林園區北汕里石化四路1號,"22.4876811,120.408376296179",1,240.0,
一般建築,D0895,永芳里,高雄市大寮區永芳里永芳路28之31號,"22.614018,120.404618",2,2807.0,
一般建築,D0896,永芳里,高雄市大寮區永芳里永芳路44之12號,"22.610156,120.405662",1,2911.0,
一般建築,D0897,永芳里,高雄市大寮區永芳里進學路133號,"22.604057,120.393394"," ",319.0,
學校,D0898,永芳里,高雄市大寮區永芳里進學路150號,"22.602926,120.39266",1.2,3840.0,
一般建築,D0899,永芳里,高雄市大寮區永芳里進學路151號,"22.603884,120.391256",1,3198.0,
一般建築,D0900,永芳里,高雄市大寮區永芳里進學路151號,"22.602810588953833, 120.3894930307675",1,1243.0,
一般建築,D0901,永芳里,高雄市大寮區永芳里進學路151號,"22.602574832925942, 120.38980876156107",1,523.0,
一般建築,D0902,永芳里,高雄市大寮區永芳里進學路151號,"22.602207648718867, 120.39040098485216",1,2305.0,
一般建築,D0903,永芳里,高雄市大寮區永芳里進學路151號,"22.60222050818328, 120.38958379926878",1,1343.0,
一般建築,D0904,永芳里,高雄市大寮區永芳里進學路46之6號,"22.606242,120.393987",1,2297.0,
一般建築,D0905,永芳里,高雄市大寮區永芳里進學路70巷41號,"22.605806,120.393604",1,232.0,
學校,D0906,永芳里,高雄市大寮區永芳里鳳林三路501號,"22.60599429,120.395250967346",2,2338.0,
一般建築,D0907,江山里,高雄市大寮區江山里江山路73之27號,"22.637663,120.410497",1,653.0,
一般建築,D0908,江山里,高雄市大寮區江山里江山路73之28號,"22.637623,120.410535",1,653.0,
一般建築,D0909,江山里,高雄市大寮區江山里江山路80號,"22.637506,120.405404",1,543.0,
一般建築,D0910,江山里,高雄市大寮區江山里江山路87號,"22.63829,120.404978",1,341.0,
一般建築,D0911,江山里,高雄市大寮區江山里鳳屏二路16號,"22.637827,120.403221",1,847.0,
一般建築,D0912,江山里,高雄市大寮區江山里鳳屏二路180巷87號,"22.640166,120.414229",1,1090.0,
一般建築,D0913,江山里,高雄市大寮區江山里鳳屏二路22號,"22.639447,120.403263",1,63.0,
一般建築,D0914,江山里,高雄市大寮區江山里鳳屏二路24號,"22.639503,120.403544",1,39.0,
一般建築,D0915,江山里,高雄市大寮區江山里鳳屏二路35號,"22.640288,120.4044",1,161.0,
一般建築,D0916,江山里,高雄市大寮區江山里鳳屏二路38號,"22.639794,120.405091",1,163.0,
一般建築,D0917,江山里,高雄市大寮區江山里鳳屏二路41號,"22.640554,120.404991",1,147.0,
一般建築,D0918,西溪里,高雄市林園區西溪里半?路31之1號,"22.48957384,120.388114270321",1,992.0,
一般建築,D0919,西溪里,高雄市林園區西溪里西溪路193巷1之1號,"22.491454,120.392577",1,40.0,
一般建築,D0920,西溪里,高雄市林園區西溪里西溪路193巷2號,"22.491107,120.392563",1,57.0,
一般建築,D0921,東林里,高雄市林園區東林里林園南路92巷46號,"22.501304,120.397167",1,1071.0,
一般建築,D0922,東林里,高雄市林園區東林里沿海路3段186號,"22.50017261,120.388040238506",1,868.0,
郵局,D0923,東林里,高雄市林園區東林里福興街104號,"22.50514639,120.394738367343",1,127.0,
一般建築,D0924,東林里,高雄市林園區東林里福興街106號,"22.505196,120.394658",1,559.0,
一般建築,D0925,林家里,高雄市林園區林家里清水岩路435號,"22.515481,120.380584",1,48.0,
一般建築,D0926,林園里,高雄市林園區林園里文化街164之1號,"22.50614622,120.393708467343",1,627.0,
學校,D0927,林園里,高雄市林園區林園里忠孝西路20號,"22.50741529,120.393216825015",1,1007.0,
一般建築,D0928,林園里,高雄市林園區林園里忠孝東路65號,"22.507217,120.396994",1,1012.0,
一般建築,D0929,林園里,高雄市林園區林園里林園北路183號,"22.50806411,120.394795725015",1,133.0,
圖書館,D0930,林園里,高雄市林園區林園里林園北路236號,"22.50887732,120.394795396179",1,183.0,
圖書館,D0931,林園里,高雄市林園區林園里林園北路236號,"22.50882992128105, 120.39476803056708",1,92.0,
一般建築,D0932,林園里,高雄市林園區林園里林園北路249號,"22.50976361,120.394524167343",1,1021.0,
辦公室,D0933,林園里,高雄市林園區林園里林園北路343號,"22.50986931,120.394372967343",1,220.0,
辦公室,D0934,林園里,高雄市林園區林園里林園北路343號,"22.509839759859016, 120.39440094376512",1,111.0,
一般建築,D0935,林園里,高雄市林園區王公里林園北路481號,"22.513749,120.39492",1,1155.0,
一般建築,D0936,林園里,高雄市林園區王公里林園北路481號,"22.513766449046607, 120.39483661112156",1,1019.0,
一般建築,D0937,前庄里,高雄市大寮區前庄里前庄路6之20號,"22.621959,120.397649",1,1334.0,
一般建築,D0938,後庄里,高雄市大寮區後庄里民族路107號,"22.63521489,120.388160625019",1,2122.0,
一般建築,D0939,後庄里,高雄市大寮區後庄里民族路25號,"22.63505198,120.386421396183",1,337.0,
一般建築,D0940,後庄里,高雄市大寮區後庄里民族路27號,"22.63510109,120.386434367346",1,337.0,
一般建築,D0941,後庄里,高雄市大寮區後庄里民族路42號之1,"22.63417069,120.384868096183",1,1887.0,
一般建築,D0942,後庄里,高雄市大寮區後庄里民族路73巷55號,"22.63529909,120.386978167346",1,449.0,
一般建築,D0943,後庄里,高雄市大寮區後庄里民族路73巷72號,"22.63529909,120.386978167346",1,1333.0,
學校,D0944,後庄里,高雄市大寮區後庄里民揚街28號,"22.637822,120.389503",2,2109.0,
一般建築,D0945,後庄里,高雄市大寮區後庄里民揚路28號,"22.637822,120.389503",1,2212.0,
一般建築,D0946,後庄里,高雄市大寮區後庄里成功路172巷13號,"22.63897028,120.390605667346",1,125.0,
一般建築,D0947,後庄里,高雄市大寮區後庄里成功路18之5號,"22.63702669,120.392345725019",1,477.0,
一般建築,D0948,後庄里,高雄市大寮區後庄里成功路58巷26號,"22.63733621,120.391417062388",3,6121.0,
一般建築,D0949,後庄里,高雄市大寮區後庄里成功路58巷7號,"22.63733621,120.391417062388",2,2630.0,
一般建築,D0950,後庄里,高雄市大寮區後庄里後庄路108之14號,"22.63998949,120.392089467346",1,52.0,
一般建築,D0951,後庄里,高雄市大寮區後庄里鳳屏一路149號,"22.63254869,120.386953067346",1,352.0,
一般建築,D0952,後庄里,高雄市大寮區後庄里鳳屏一路149號,"22.63251497739418, 120.38696712136523",1,955.0,
一般建築,D0953,後庄里,高雄市大寮區後庄里鳳屏一路207之3號,"22.63461159,120.389626796183",1,122.0,
一般建築,D0954,後庄里,高雄市大寮區後庄里鳳屏一路233號,"22.635498,120.390887",1,64.0,
一般建築,D0955,後庄里,高雄市大寮區後庄里鳳屏一路23巷43號,"22.63130069,120.384900225019",1,56.0,
一般建築,D0956,後庄里,高雄市大寮區後庄里鳳屏一路295號,"22.636499,120.392356",1,1783.0,
一般建築,D0957,後庄里,高雄市大寮區後庄里鳳屏一路31號,"22.631504,120.385174",1,469.0,
一般建築,D0958,後庄里,高雄市大寮區後庄里鳳屏一路459號,"22.63827879,120.395817867346",1,2620.0,
一般建築,D0959,後庄里,高雄市大寮區後庄里鳳屏一路461巷39之1號,"22.6382857,120.395842961955",1,2254.0,
一般建築,D0960,後庄里,高雄市大寮區後庄里鳳屏一路487號,"22.63854049,120.396481425019",1,31.0,
一般建築,D0961,後庄里,高雄市大寮區後庄里鳳屏一路489號,"22.63852907,120.396497154564",1,132.0,
一般建築,D0962,後庄里,高雄市大寮區後庄里鳳屏一路5號,"22.630206,120.383013",1,489.0,
一般建築,D0963,後庄里,高雄市大寮區後庄里鳳屏一路67號,"22.63212859,120.385944267346",1,2774.0,
一般建築,D0964,後庄里,高雄市大寮區後庄里鳳屏一路71號,"22.63215829,120.386008525019",1,40.0,
一般建築,D0965,後庄里,高雄市大寮區後庄里鳳屏一路7之2號,"22.63053199,120.383614296183",1,741.0,
一般建築,D0966,拷潭里,高雄市大寮區拷潭里拷潭路163之1號,"22.584752,120.380306",2,3110.0,
一般建築,D0967,昭明里,高雄市大寮區昭明里鳳林一路300巷80號,"22.54239,120.408514",1,582.0,
一般建築,D0968,琉球里,高雄市大寮區琉球里農場路1之10號,"22.60417209,120.431857896458",1,5760.0,
一般建築,D0969,琉球里,高雄市大寮區琉球里農場路1之10號,"22.60412176180413, 120.43185096541607",1,1047.0,
一般建築,D0970,翁園里,高雄市大寮區翁園里翁園路79號,"22.623246,120.408663",1,1332.0,
一般建築,D0971,翁園里,高雄市大寮區翁園里翁園路79號,"22.623106343155207, 120.40798572058291",1,131.0,
一般建築,D0972,翁園里,高雄市大寮區翁園里翁園路79號,"22.62330777735432, 120.40866825626907",1,60.0,
一般建築,D0973,翁園里,高雄市大寮區翁園里翁園路79號,"22.622952052930764, 120.40836645477519",1,108.0,
一般建築,D0974,頂厝里,高雄市林園區頂厝里沿海路3段216號,"22.500311,120.38722",1,214.0,
一般建築,D0975,頂厝里,高雄市林園區頂厝里校前路6巷23號,"22.504379,120.379405",2,3144.0,
一般建築,D0976,頂厝里,高雄市林園區頂厝里頂厝路50巷91號,"22.500164,120.379937",2,3580.0,
一般建築,D0977,新厝里,高雄市大寮區新厝里新厝路56之3號,"22.5615054,120.409938425017",1,1346.0,
一般建築,D0978,新厝里,高雄市大寮區新厝里鳳林二路277號,"22.569315,120.409981",1,267.0,
一般建築,D0979,會社里,高雄市大寮區會社里正氣路73之7號,"22.601438,120.394312",1,1286.0,
一般建築,D0980,會社里,高雄市大寮區會社里正氣路79號,"22.599865,120.392557",1,445.0,
一般建築,D0981,會社里,高雄市大寮區會社里正氣路79號,"22.60035341332938, 120.39315681787173",1,1022.0,
一般建築,D0982,會社里,高雄市大寮區會社里正氣路79號,"22.600131869805516, 120.3933826731798",1,1123.0,
一般建築,D0983,會社里,高雄市大寮區會社里鳳林三路105巷24弄47號,"22.596508,120.398458",1,2768.0,
一般建築,D0984,會社里,高雄市大寮區會社里鳳林三路373巷8號,"22.601858,120.396558",1,444.0,
一般建築,D0985,溪州里,高雄市林園區溪州里工業一路1號,"22.500541,120.407225",1,187.0,
一般建築,D0986,溪州里,高雄市林園區溪州里工業一路2號,"22.501664,120.406249",1,913.0,
一般建築,D0987,溪州里,高雄市林園區溪州里工業一路5號,"22.506515,120.408445",1,100.0,
一般建築,D0988,溪州里,高雄市林園區溪州里工業一路5號,"22.504965926246655, 120.40617373657555",1,75.0,
一般建築,D0989,溪州里,高雄市林園區溪州里工業一路6號,"22.50328671,120.406197896179",1,374.0,
一般建築,D0990,溪州里,高雄市林園區溪州里工業一路7號,"22.50313029,120.406271938506",1,240.0,
一般建築,D0991,溪州里,高雄市林園區溪州里工業一路9號,"22.512554,120.405322",1,407.0,
一般建築,D0992,溪州里,高雄市林園區溪州里工業二路1之1號,"22.500547,120.414066",1,326.0,
一般建築,D0993,溪州里,高雄市林園區溪州里工業二路1之1號,"22.49856579747587, 120.41441987890273",1,46.0,
一般建築,D0994,溪州里,高雄市林園區溪州里工業二路3號,"22.503314,120.413563",1,255.0,
一般建築,D0995,溪州里,高雄市林園區溪州里石化一路1之1號,"22.507294,120.412377",1,154.0,
一般建築,D0996,溪州里,高雄市林園區溪州里石化一路1之1號,"22.50769507361616, 120.41265353657569",1,125.0,
一般建築,D0997,溪州里,高雄市林園區溪州里石化一路1號,"22.507192,120.410588",1,373.0,
一般建築,D0998,溪州里,高雄市林園區溪州里石化一路1號,"22.507678761273805, 120.41276004960135",1,234.0,
一般建築,D0999,溪州里,高雄市林園區溪州里石化一路1號,"22.50768562740417, 120.41253955924843",1,2525.0,
一般建築,D1000,溪州里,高雄市林園區溪州里石化一路1號,"22.50752999503232, 120.41274270766348",1,308.0,
一般建築,D1001,溪州里,高雄市林園區溪州里石化一路1號,"22.50751626275581, 120.41280959799528",1,243.0,
一般建築,D1002,溪州里,高雄市林園區溪州里石化一路1號,"22.507484220771982, 120.41248010117576",1,109.0,
一般建築,D1003,溪州里,高雄市林園區溪州里石化一路1號,"22.50739267220582, 120.41259653990146",1,74.0,
一般建築,D1004,溪州里,高雄市林園區溪州里石化一路1號,"22.507275947696073, 120.4128021657362",1,528.0,
一般建築,D1005,溪州里,高雄市林園區溪州里石化一路1號,"22.50755974829343, 120.41235375277128",1,161.0,
一般建築,D1006,溪州里,高雄市林園區溪洲里工業二路1號,"22.499009,120.414456",1,590.0,
一般建築,D1007,溪州里,高雄市林園區溪洲里石化二路1號,"22.49885569,120.406826125015",1,422.0,
學校,D1008,溪寮里,高雄市大寮區溪寮里溪寮路68號,"22.62915529,120.419563725019",2,1289.0,
一般建築,D1009,義和里,高雄市大寮區義和里義和路123之39號,"22.640059,120.420094",1,793.0,
一般建築,D1010,過溪里,高雄市大寮區大寮里華西路26號,"22.579388,120.42321",1,996.0,
一般建築,D1011,過溪里,高雄市大寮區過溪里大發工業區華西路33號,"22.580207,120.422343",1,2283.0,
一般建築,D1012,過溪里,高雄市大寮區過溪里大業街18號,"22.581603,120.43118",1,3286.0,
一般建築,D1013,過溪里,高雄市大寮區過溪里大業街35號,"22.587395,120.430137",1,162.0,
一般建築,D1014,過溪里,高雄市大寮區過溪里大業街7號,"22.581057,120.430159",1,302.0,
一般建築,D1015,過溪里,高雄市大寮區過溪里大業街8之1號,"22.580262,120.430695",1,217.0,
一般建築,D1016,過溪里,高雄市大寮區過溪里光華路17之1號,"22.582156,120.424088",1,345.0,
一般建築,D1017,過溪里,高雄市大寮區過溪里光華路17號,"22.582187,120.424468",1,263.0,
一般建築,D1018,過溪里,高雄市大寮區過溪里光華路19號,"22.582208,120.423615",1,214.0,
一般建築,D1019,過溪里,高雄市大寮區過溪里光華路27之1號,"22.58282769,120.423388567345",1,345.0,
一般建築,D1020,過溪里,高雄市大寮區過溪里光華路5之3號,"22.582574,120.430384",1,1176.0,
一般建築,D1021,過溪里,高雄市大寮區過溪里莒光一街12號,"22.581166,120.425541",1,159.0,
一般建築,D1022,過溪里,高雄市大寮區過溪里莒光一街16號,"22.58125,120.424549",1,305.0,
一般建築,D1023,過溪里,高雄市大寮區過溪里莒光二街22號,"22.579039,120.424017",4,3344.0,
一般建築,D1024,過溪里,高雄市大寮區過溪里莒光二街22號,"22.578962919644216, 120.4240543138479",1,1434.0,
一般建築,D1025,過溪里,高雄市大寮區過溪里莒光二街22號,"22.57911521833828, 120.42410318535325",1,257.0,
一般建築,D1026,過溪里,高雄市大寮區過溪里莒光三街2號,"22.577328,120.428268",1,792.0,
一般建築,D1027,過溪里,高雄市大寮區過溪里莒光街15號,"22.58069286,120.425238810554",1,300.0,
一般建築,D1028,過溪里,高雄市大寮區過溪里華中路21號,"22.579505,120.427829",1,190.0,
一般建築,D1029,過溪里,高雄市大寮區過溪里華中路22號,"22.578371,120.429102",1,517.0,
一般建築,D1030,過溪里,高雄市大寮區過溪里華中路32號,"22.581678,120.429561",1,155.0,
一般建築,D1031,過溪里,高雄市大寮區過溪里華西路16號,"22.577908,120.423669",1,405.0,
一般建築,D1032,過溪里,高雄市大寮區過溪里華西路20號,"22.580124,120.423199",1,187.0,
一般建築,D1033,過溪里,高雄市大寮區過溪里華西路31號,"22.579014,120.422292",1,2137.0,
一般建築,D1034,過溪里,高雄市大寮區過溪里華西路33號,"22.580207,120.422343",1,151.0,
一般建築,D1035,過溪里,高雄市大寮區過溪里華西路35號,"22.58071,120.422214",1,193.0,
一般建築,D1036,過溪里,高雄市大寮區過溪里華西路8之1號,"22.574812,120.425675",1,586.0,
一般建築,D1037,過溪里,高雄市大寮區過溪里華西路8之1號,"22.574922504608185, 120.42290469657748",1,440.0,
