類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註,placemark_address
公寓,TPA00238,東安里,宜蘭縣羅東鎮光榮路230巷80號,1.0,26.0,,"TPA00238 宜蘭縣羅東鎮光榮路230巷80號"
公寓,TPA00239,大新里,宜蘭縣羅東鎮中正路210號,1.0,41.0,,"TPA00239 宜蘭縣羅東鎮中正路210號"
公寓,TPA00240,大新里,宜蘭縣羅東鎮公正路71號,1.0,94.0,,"TPA00240 宜蘭縣羅東鎮公正路71號"
公寓,TPA00241,大新里,宜蘭縣羅東鎮公正路73號,1.0,153.0,,"TPA00241 宜蘭縣羅東鎮公正路73號"
公寓,TPA00243,南豪里,宜蘭縣羅東鎮南豪里文化路78號,1.0,29.0,,"TPA00243 宜蘭縣羅東鎮南豪里文化路78號"
大樓,TPA00244,南昌里,宜蘭縣羅東鎮南昌街61之26號,1.0,306.0,,"TPA00244 宜蘭縣羅東鎮南昌街61之26號"
大樓,TPA00245,羅莊里,宜蘭縣羅東鎮站東路86號,1.0,553.0,,"TPA00245 宜蘭縣羅東鎮站東路86號"
大樓,TPA00246,大新里,宜蘭縣羅東鎮公正路27號,1.0,730.0,,"TPA00246 宜蘭縣羅東鎮公正路27號"
公寓,TPA00247,南昌里,宜蘭縣羅東鎮勝利街16號,1.0,56.0,,"TPA00247 宜蘭縣羅東鎮勝利街16號"
公寓,TPA00248,南昌里,宜蘭縣羅東鎮站前南路157號,1.0,49.0,,"TPA00248 宜蘭縣羅東鎮站前南路157號"
公寓,TPA00250,大新里,宜蘭縣羅東鎮和平路150號,1.0,97.0,,"TPA00250 宜蘭縣羅東鎮和平路150號"
公寓,TPA00251,南昌里,宜蘭縣羅東鎮南昌街65號,1.0,58.0,,"TPA00251 宜蘭縣羅東鎮南昌街65號"
公寓,TPA00252,南豪里,宜蘭縣羅東鎮中正南路133號,1.0,48.0,,"TPA00252 宜蘭縣羅東鎮中正南路133號"
大樓,TPA00253,南昌里,宜蘭縣羅東鎮南昌街33之8號,1.0,556.0,,"TPA00253 宜蘭縣羅東鎮南昌街33之8號"
大樓,TPA00254,羅莊里,宜蘭縣羅東鎮康莊路79號,1.0,1266.0,,"TPA00254 宜蘭縣羅東鎮康莊路79號"
大樓,TPA00255,羅莊里,宜蘭縣羅東鎮天祥路17號,1.0,1160.0,,"TPA00255 宜蘭縣羅東鎮天祥路17號"
公寓,TPA00256,東安里,宜蘭縣羅東鎮陽明路12號,1.0,562.0,,"TPA00256 宜蘭縣羅東鎮陽明路12號"
大樓,TPA00257,大新里,宜蘭縣羅東鎮公正路65號,1.0,97.0,,"TPA00257 宜蘭縣羅東鎮公正路65號"
大樓,TPA00258,東安里,宜蘭縣羅東鎮站東路292號,1.0,725.0,,"TPA00258 宜蘭縣羅東鎮站東路292號"
大樓,TPA00259,大新里,宜蘭縣羅東鎮安平路45號,1.0,2078.0,,"TPA00259 宜蘭縣羅東鎮安平路45號"
大樓,TPA00260,南昌里,宜蘭縣羅東鎮南昌街5號,1.0,393.0,,"TPA00260 宜蘭縣羅東鎮南昌街5號"
大樓,TPA00261,中山里,宜蘭縣羅東鎮民權路83號,1.0,350.0,,"TPA00261 宜蘭縣羅東鎮民權路83號"
大樓,TPA00262,東安里,宜蘭縣羅東鎮安康路76號,1.0,1454.0,,"TPA00262 宜蘭縣羅東鎮安康路76號"
大樓,TPA00263,南昌里,宜蘭縣羅東鎮站前南路236號,1.0,478.0,,"TPA00263 宜蘭縣羅東鎮站前南路236號"
大樓,TPA00264,東安里,宜蘭縣羅東鎮禮運路1號,1.0,2934.0,,"TPA00264 宜蘭縣羅東鎮禮運路1號"
大樓,TPA00265,羅莊里,宜蘭縣羅東鎮站東路106號,1.0,1744.0,,"TPA00265 宜蘭縣羅東鎮站東路106號"
公寓,TPA00266,大新里,宜蘭縣羅東鎮和平路96號,1.0,517.0,,"TPA00266 宜蘭縣羅東鎮和平路96號"
大樓,TPA00267,羅莊里,宜蘭縣羅東鎮天祥路8號,1.0,721.0,,"TPA00267 宜蘭縣羅東鎮天祥路8號"
大樓,TPA00268,開明里,宜蘭縣羅東鎮開羅街15號,1.0,696.0,,"TPA00268 宜蘭縣羅東鎮開羅街15號"
大樓,TPA00269,羅莊里,宜蘭縣羅東鎮康莊路90號,1.0,937.0,,"TPA00269 宜蘭縣羅東鎮康莊路90號"
大樓,TPA00270,東安里,宜蘭縣羅東鎮陽明路13號,1.0,233.0,,"TPA00270 宜蘭縣羅東鎮陽明路13號"
旅館,TPA00271,大新里,宜蘭縣羅東鎮和平路75之1號,1.0,309.0,,"TPA00271 宜蘭縣羅東鎮和平路75之1號"
大樓,TPA00272,新群里,宜蘭縣羅東鎮中山路一段137號,1.0,2550.0,,"TPA00272 宜蘭縣羅東鎮中山路一段137號"
大樓,TPA00273,南昌里,宜蘭縣羅東鎮站前南路87號,1.0,1374.0,,"TPA00273 宜蘭縣羅東鎮站前南路87號"
大樓,TPA00275,羅莊里,宜蘭縣羅東鎮康莊路100號,1.0,872.0,,"TPA00275 宜蘭縣羅東鎮康莊路100號"
大樓,TPA00276,東安里,宜蘭縣羅東鎮光榮路185號,1.0,350.0,,"TPA00276 宜蘭縣羅東鎮光榮路185號"
大樓,TPA00277,羅莊里,宜蘭縣羅東鎮天祥路42巷1號,1.0,2361.0,,"TPA00277 宜蘭縣羅東鎮天祥路42巷1號"
大樓,TPA00278,羅莊里,宜蘭縣羅東鎮光榮路27、29號,1.0,246.0,,"TPA00278 宜蘭縣羅東鎮光榮路27、29號"
大樓,TPA00279,東安里,宜蘭縣羅東鎮光榮路269號,1.0,2632.0,,"TPA00279 宜蘭縣羅東鎮光榮路269號"
大樓,TPA00280,羅莊里,宜蘭縣羅東鎮光榮路45號,1.0,766.0,,"TPA00280 宜蘭縣羅東鎮光榮路45號"
鄉公所,TPA00281,南興村,宜蘭縣冬山鄉冬山路100號,1.0,457.0,,"TPA00281 宜蘭縣冬山鄉冬山路100號"
工廠,TPA00282,安平村,宜蘭縣冬山鄉照安二路201巷13號,1.0,89.0,,"TPA00282 宜蘭縣冬山鄉照安二路201巷13號"
教會,TPA00283,南興村,宜蘭縣冬山鄉南興路16號,1.0,81.0,,"TPA00283 宜蘭縣冬山鄉南興路16號"
工廠,TPA00284,大興村,宜蘭縣冬山鄉自強路16號,1.0,120.0,,"TPA00284 宜蘭縣冬山鄉自強路16號"
工廠,TPA00285,大興村,宜蘭縣冬山鄉德興六路54號,1.0,134.0,,"TPA00285 宜蘭縣冬山鄉德興六路54號"
工廠,TPA00286,三奇村,宜蘭縣冬山鄉龍祥八路2號,1.0,698.0,,"TPA00286 宜蘭縣冬山鄉龍祥八路2號"
工廠,TPA00287,大興村,宜蘭縣冬山鄉德興一路46號,1.0,85.0,,"TPA00287 宜蘭縣冬山鄉德興一路46號"
工廠,TPA00288,三奇村,宜蘭縣冬山鄉龍祥八路2號,1.0,890.0,,"TPA00288 宜蘭縣冬山鄉龍祥八路2號"
工廠,TPA00289,大興村,宜蘭縣冬山鄉龍祥十路2號,1.0,678.0,,"TPA00289 宜蘭縣冬山鄉龍祥十路2號"
工廠,TPA00292,大興村,宜蘭縣冬山鄉龍祥十路2號,1.0,1049.0,,"TPA00292 宜蘭縣冬山鄉龍祥十路2號"
工廠,TPA00293,東城村,宜蘭縣冬山鄉東福路236號,1.0,100.0,,"TPA00293 宜蘭縣冬山鄉東福路236號"
工廠,TPA00294,香和村,宜蘭縣冬山鄉香中路1號,1.0,56.0,,"TPA00294 宜蘭縣冬山鄉香中路1號"
工廠,TPA00295,大興村,宜蘭縣冬山鄉龍祥十路2號,1.0,22.0,,"TPA00295 宜蘭縣冬山鄉龍祥十路2號"
工廠,TPA00297,大興村,宜蘭縣冬山鄉德興一路65號,1.0,173.0,,"TPA00297 宜蘭縣冬山鄉德興一路65號"
工廠,TPA00298,大興村,宜蘭縣冬山鄉自強路30號,1.0,106.0,,"TPA00298 宜蘭縣冬山鄉自強路30號"
工廠,TPA00300,大興村,宜蘭縣冬山鄉龍祥十路2號,1.0,1462.0,,"TPA00300 宜蘭縣冬山鄉龍祥十路2號"
工廠,TPA00301,大興村,宜蘭縣冬山鄉自強路31號,1.0,1141.0,,"TPA00301 宜蘭縣冬山鄉自強路31號"
工廠,TPA00302,大興村,宜蘭縣冬山鄉自強路41號,1.0,302.0,,"TPA00302 宜蘭縣冬山鄉自強路41號"
工廠,TPA00303,三奇村,宜蘭縣冬山鄉龍祥八路2號,1.0,890.0,,"TPA00303 宜蘭縣冬山鄉龍祥八路2號"
工廠,TPA00304,大興村,宜蘭縣冬山鄉自強路31號,1.0,252.0,,"TPA00304 宜蘭縣冬山鄉自強路31號"
工廠,TPA00306,東城村,宜蘭縣冬山鄉東福路201號,1.0,260.0,,"TPA00306 宜蘭縣冬山鄉東福路201號"
學校,TPA00308,南興村,宜蘭縣冬山鄉照安路26號,1.0,302.0,,"TPA00308 宜蘭縣冬山鄉照安路26號"
工廠,TPA00310,大興村,宜蘭縣冬山鄉德興九路1之1號,1.0,133.0,,"TPA00310 宜蘭縣冬山鄉德興九路1之1號"
大樓,TPA00311,珍珠村,宜蘭縣冬山鄉幸福二路188號,1.0,1624.0,,"TPA00311 宜蘭縣冬山鄉幸福二路188號"
工廠,TPA00313,中山村,宜蘭縣冬山鄉新寮路81號,1.0,45.0,,"TPA00313 宜蘭縣冬山鄉新寮路81號"
工廠,TPA00314,順安村,宜蘭縣冬山鄉永興路一段231號,1.0,386.0,,"TPA00314 宜蘭縣冬山鄉永興路一段231號"
大樓,TPA00315,群英村,宜蘭縣冬山鄉冬山路五段359號,1.0,332.0,,"TPA00315 宜蘭縣冬山鄉冬山路五段359號"
大樓,TPA00316,群英村,宜蘭縣冬山鄉冬山路五段353號,1.0,321.0,,"TPA00316 宜蘭縣冬山鄉冬山路五段353號"
學校,TPA00319,廣興村,宜蘭縣羅東鎮廣興路117號,1.0,505.0,,"TPA00319 宜蘭縣羅東鎮廣興路117號"
工廠,TPA00321,廣興村,宜蘭縣冬山鄉廣興路680巷190號,1.0,186.0,,"TPA00321 宜蘭縣冬山鄉廣興路680巷190號"
學校,TPA00322,廣興村,宜蘭縣羅東鎮廣興路117號,1.0,193.0,,"TPA00322 宜蘭縣羅東鎮廣興路117號"
大樓,TPA00323,大新里,宜蘭縣羅東鎮中正北路30號,1.0,1418.0,,"TPA00323 宜蘭縣羅東鎮中正北路30號"
公寓,TPA00324,賢文里,宜蘭縣羅東鎮中華路45號,1.0,277.0,,"TPA00324 宜蘭縣羅東鎮中華路45號"
大樓,TPA00325,集祥里,宜蘭縣羅東鎮公正路155號,1.0,1446.0,,"TPA00325 宜蘭縣羅東鎮公正路155號"
工廠,TPA00326,成興村,宜蘭縣五結鄉五濱路一段235號,1.0,61.0,,"TPA00326 宜蘭縣五結鄉五濱路一段235號"
大樓,TPA00327,成興村,宜蘭縣五結鄉五濱路一段136巷22號,1.0,1706.0,,"TPA00327 宜蘭縣五結鄉五濱路一段136巷22號"
工廠,TPA00328,成興村,宜蘭縣五結鄉利工一路二段53號,1.0,204.0,,"TPA00328 宜蘭縣五結鄉利工一路二段53號"
公寓,TPA00329,樹林里,宜蘭縣羅東鎮樹人路36號,1.0,1188.0,,"TPA00329 宜蘭縣羅東鎮樹人路36號"
公寓,TPA00330,集祥里,宜蘭縣羅東鎮長春路62號,1.0,589.0,,"TPA00330 宜蘭縣羅東鎮長春路62號"
電信局,TPA00331,香和村,宜蘭縣冬山鄉冬山路一段879號,1.0,1329.0,,"TPA00331 宜蘭縣冬山鄉冬山路一段879號"
公寓,TPA00332,季新村,宜蘭縣五結鄉季水路清水一巷1號,1.0,5881.0,,"TPA00332 宜蘭縣五結鄉季水路清水一巷1號"
公寓,TPA00333,季新村,宜蘭縣五結鄉季水路清水一巷1號,1.0,3282.0,,"TPA00333 宜蘭縣五結鄉季水路清水一巷1號"
公寓,TPA00334,季新村,宜蘭縣五結鄉季水路清水一巷1號,1.0,2156.0,,"TPA00334 宜蘭縣五結鄉季水路清水一巷1號"
公寓,TPA00335,季新村,宜蘭縣五結鄉季水路清水一巷1號,1.0,7134.0,,"TPA00335 宜蘭縣五結鄉季水路清水一巷1號"
公寓,TPA00336,季新村,宜蘭縣五結鄉季水路清水一巷1號,1.0,893.0,,"TPA00336 宜蘭縣五結鄉季水路清水一巷1號"
公寓,TPA00337,季新村,宜蘭縣五結鄉季水路清水一巷1號,1.0,2544.0,,"TPA00337 宜蘭縣五結鄉季水路清水一巷1號"
公寓,TPA00338,季新村,宜蘭縣五結鄉季水路清水一巷1號,1.0,3288.0,,"TPA00338 宜蘭縣五結鄉季水路清水一巷1號"
大樓,TPA00339,成興村,宜蘭縣五結鄉五濱路一段136巷21號,1.0,1706.0,,"TPA00339 宜蘭縣五結鄉五濱路一段136巷21號"
公寓,TPA00340,國華里,宜蘭縣羅東鎮四育路79號,1.0,224.0,,"TPA00340 宜蘭縣羅東鎮四育路79號"
公寓,TPA00341,仁德里,宜蘭縣羅東鎮仁德里興東南路232號,1.0,1232.0,,"TPA00341 宜蘭縣羅東鎮仁德里興東南路232號"
大樓,TPA00342,信義里,宜蘭縣羅東鎮興東路251號1樓,1.0,506.0,,"TPA00342 宜蘭縣羅東鎮興東路251號1樓"
大樓,TPA00344,賢文里,宜蘭縣羅東鎮中華路29號,1.0,257.0,,"TPA00344 宜蘭縣羅東鎮中華路29號"
大樓,TPA00345,光榮里,宜蘭縣羅東鎮光榮路491號,1.0,1074.0,,"TPA00345 宜蘭縣羅東鎮光榮路491號"
公寓,TPA00346,鎮安村,宜蘭縣五結鄉西河一路7號,1.0,1438.0,,"TPA00346 宜蘭縣五結鄉西河一路7號"
大樓,TPA00348,廣安村,"宜蘭縣冬山鄉廣安路87-95 號",1.0,634.0,,"TPA00348 宜蘭縣冬山鄉廣安路87-95 號"
公寓,TPA00349,仁德里,宜蘭縣羅東鎮民族路75號,1.0,274.0,,"TPA00349 宜蘭縣羅東鎮民族路75號"
工廠,TPA00350,大興村,宜蘭縣冬山鄉龍祥九路1號,1.0,4884.0,,"TPA00350 宜蘭縣冬山鄉龍祥九路1號"
學校,TPA00351,五結村,宜蘭縣五結鄉國民中路20號,1.0,5362.0,,"TPA00351 宜蘭縣五結鄉國民中路20號"
大樓,TPA00352,成功里,宜蘭縣羅東鎮南門路49號,1.0,3164.0,,"TPA00352 宜蘭縣羅東鎮南門路49號"
大樓,TPA00353,集祥里,宜蘭縣羅東鎮公正路119號,1.0,678.0,,"TPA00353 宜蘭縣羅東鎮公正路119號"
工廠,TPA00354,大興村,宜蘭縣冬山鄉龍祥十路2號,1.0,1440.0,,"TPA00354 宜蘭縣冬山鄉龍祥十路2號"
大樓,TPA00355,信義里,宜蘭縣羅東鎮林場路1號,1.0,669.0,,"TPA00355 宜蘭縣羅東鎮林場路1號"
工廠,TPA00356,大興村,宜蘭縣冬山鄉龍祥十路2號,1.0,291.0,,"TPA00356 宜蘭縣冬山鄉龍祥十路2號"
公寓,TPA00357,東安里,宜蘭縣羅東鎮光榮路405巷2號,1.0,1054.0,,"TPA00357 宜蘭縣羅東鎮光榮路405巷2號"
寺廟,TPA00358,維揚里,宜蘭縣羅東鎮維揚路55巷16號,1.0,1360.0,,"TPA00358 宜蘭縣羅東鎮維揚路55巷16號"
學校,TPA00359,公正里,宜蘭縣羅東鎮中華路99號,1.0,1228.0,,"TPA00359 宜蘭縣羅東鎮中華路99號"
學校,TPA00360,南昌里,宜蘭縣羅東鎮民族路1號,1.0,4000.0,,"TPA00360 宜蘭縣羅東鎮民族路1號"
學校,TPA00361,國華里,宜蘭縣羅東鎮國華街101號,1.0,2871.0,,"TPA00361 宜蘭縣羅東鎮國華街101號"
醫院,TPA00362,南昌里,宜蘭縣羅東鎮中正南路160號,1.0,2581.0,,"TPA00362 宜蘭縣羅東鎮中正南路160號"
大樓,TPA00363,四結村,宜蘭縣五結鄉中正路一段172號,1.0,4812.0,,"TPA00363 宜蘭縣五結鄉中正路一段172號"
公寓,TPA00364,協和村,宜蘭縣五結鄉親河路二段58巷78號,1.0,1370.0,,"TPA00364 宜蘭縣五結鄉親河路二段58巷78號"
工廠,TPA00365,成興村,宜蘭縣五結鄉利工二路75號,1.0,544.0,,"TPA00365 宜蘭縣五結鄉利工二路75號"
大樓,TPA00366,成功里,宜蘭縣羅東鎮南門路71號,1.0,600.0,,"TPA00366 宜蘭縣羅東鎮南門路71號"
旅館,TPA00367,羅莊里,宜蘭縣羅東鎮站東路190號,1.0,8883.0,,"TPA00367 宜蘭縣羅東鎮站東路190號"
大樓,TPA00368,賢文里,宜蘭縣羅東鎮忠孝路90巷26號,1.0,660.0,,"TPA00368 宜蘭縣羅東鎮忠孝路90巷26號"
大樓,TPA00369,漢民里,宜蘭縣羅東鎮純精路二段113號,1.0,1848.0,,"TPA00369 宜蘭縣羅東鎮純精路二段113號"
學校,TPA00370,賢文里,宜蘭縣羅東鎮中華路47號,1.0,7452.0,,"TPA00370 宜蘭縣羅東鎮中華路47號"
大樓,TPA00371,信義里,宜蘭縣羅東鎮純精路三段156號,1.0,2130.0,,"TPA00371 宜蘭縣羅東鎮純精路三段156號"
大樓,TPA00372,樹林里,宜蘭縣羅東鎮豐年路39巷25-8號,1.0,3020.0,,"TPA00372 宜蘭縣羅東鎮豐年路39巷25-8號"
大樓,TPA00373,南昌里,宜蘭縣羅東鎮博愛路22號,1.0,3927.0,,"TPA00373 宜蘭縣羅東鎮博愛路22號"
公寓,TPA0374,成功里,宜蘭縣羅東鎮興東南路201號,1.0,20.0,,"TPA0374 宜蘭縣羅東鎮興東南路201號"
公寓,TPA0375,仁愛里,宜蘭縣羅東鎮仁愛路三段325巷2號,1.0,684.0,,"TPA0375 宜蘭縣羅東鎮仁愛路三段325巷2號"
公寓,TPA0376,信義里,宜蘭縣羅東鎮中華路99號,1.0,178.0,,"TPA0376 宜蘭縣羅東鎮中華路99號"
公寓,TPA0377,集祥里,宜蘭縣羅東鎮民生路82號,1.0,594.0,,"TPA0377 宜蘭縣羅東鎮民生路82號"
公寓,TPA0380,公正里,宜蘭縣羅東鎮公正里倉前路77號10樓之2,1.0,621.0,,"TPA0380 宜蘭縣羅東鎮公正里倉前路77號10樓之2"
公寓,TPA0381,羅莊里,宜蘭縣羅東鎮羅莊街130巷1號,1.0,1432.0,,"TPA0381 宜蘭縣羅東鎮羅莊街130巷1號"
公寓,TPA0382,西安里,宜蘭縣羅東鎮南盟路69巷60號,1.0,4346.0,,"TPA0382 宜蘭縣羅東鎮南盟路69巷60號"
公寓,TPA0383,東安里,宜蘭縣羅東鎮陽明路88號,1.0,484.0,,"TPA0383 宜蘭縣羅東鎮陽明路88號"
公寓,TPA0384,賢文里,宜蘭縣羅東鎮忠孝路88號,1.0,186.0,,"TPA0384 宜蘭縣羅東鎮忠孝路88號"
公寓,TPA0385,南豪里,宜蘭縣羅東鎮和平路100號,1.0,518.0,,"TPA0385 宜蘭縣羅東鎮和平路100號"
公寓,TPA0386,公正里,宜蘭縣羅東鎮倉前路77號,1.0,1172.0,,"TPA0386 宜蘭縣羅東鎮倉前路77號"
公寓,TPA0387,大新里,宜蘭縣羅東鎮安平路31號,1.0,755.0,,"TPA0387 宜蘭縣羅東鎮安平路31號"
公寓,TPA0388,公正里,宜蘭縣羅東鎮天津路52號7樓,1.0,105.0,,"TPA0388 宜蘭縣羅東鎮天津路52號7樓"
公寓,TPA0389,信義里,宜蘭縣羅東鎮天津路61號,1.0,652.0,,"TPA0389 宜蘭縣羅東鎮天津路61號"
公寓,TPA0390,公正里,宜蘭縣羅東鎮中華路57-2號,1.0,547.0,,"TPA0390 宜蘭縣羅東鎮中華路57-2號"
公寓,TPA0391,東安里,宜蘭縣羅東鎮陽明路13號,1.0,157.0,,"TPA0391 宜蘭縣羅東鎮陽明路13號"
公寓,TPA0392,成功里,宜蘭縣羅東鎮興東南路201號,1.0,1146.0,,"TPA0392 宜蘭縣羅東鎮興東南路201號"
公寓,TPA0393,成功里,宜蘭縣羅東鎮興東南路201號,1.0,219.0,,"TPA0393 宜蘭縣羅東鎮興東南路201號"
公寓,TPA0394,大新里,宜蘭縣羅東鎮安平路30號,1.0,495.0,,"TPA0394 宜蘭縣羅東鎮安平路30號"
公寓,TPA0395,公正里,宜蘭縣羅東鎮倉前路99號,1.0,341.0,,"TPA0395 宜蘭縣羅東鎮倉前路99號"
公寓,TPA0396,公正里,宜蘭縣羅東鎮林森路68號,1.0,1181.0,,"TPA0396 宜蘭縣羅東鎮林森路68號"
公寓,TPA0397,北成里,宜蘭縣羅東鎮北成路一段125號,1.0,3069.0,,"TPA0397 宜蘭縣羅東鎮北成路一段125號"
公寓,TPA0398,南昌里,宜蘭縣羅東鎮民族路1號,1.0,1272.0,,"TPA0398 宜蘭縣羅東鎮民族路1號"
公寓,TPA0399,大新里,宜蘭縣羅東鎮安平路16號,1.0,1416.0,,"TPA0399 宜蘭縣羅東鎮安平路16號"
公寓,TPA0401,柯林村,宜蘭縣冬山鄉光華一路318巷6號,1.0,782.0,,"TPA0401 宜蘭縣冬山鄉光華一路318巷6號"
公寓,TPA0402,廣興村,宜蘭縣冬山鄉廣興村廣興路117號,1.0,1382.0,,"TPA0402 宜蘭縣冬山鄉廣興村廣興路117號"
公寓,TPA0404,利澤村,宜蘭縣五結鄉利成路二段388號,1.0,263.0,,"TPA0404 宜蘭縣五結鄉利成路二段388號"
公寓,TPA0405,二結村,宜蘭縣五結鄉中正路三段186號,1.0,625.0,,"TPA0405 宜蘭縣五結鄉中正路三段186號"
公寓,TPA0406,孝威村,宜蘭縣五結鄉孝威南路19-8號,1.0,3506.0,,"TPA0406 宜蘭縣五結鄉孝威南路19-8號"
公寓,TPA0407,成興村,宜蘭縣五結鄉利寶路99號,1.0,805.0,,"TPA0407 宜蘭縣五結鄉利寶路99號"
公寓,TPA0408,五結村,宜蘭縣五結鄉五結中路23號,1.0,1328.0,,"TPA0408 宜蘭縣五結鄉五結中路23號"
公寓,TPA0410,成興村,宜蘭縣五結鄉利功二路87號,1.0,178.0,,"TPA0410 宜蘭縣五結鄉利功二路87號"
公寓,TPA0412,上四村,宜蘭縣五結鄉中正路二段9號,1.0,284.0,,"TPA0412 宜蘭縣五結鄉中正路二段9號"
公寓,TPA0413,集祥里,宜蘭縣羅東鎮天津路13號,1.0,382.0,,"TPA0413 宜蘭縣羅東鎮天津路13號"
大樓,TPA0414,東安里,宜蘭縣羅東鎮東安里東宜一路33號,1.0,1729.0,,"TPA0414 宜蘭縣羅東鎮東安里東宜一路33號"
