類別,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
民宅,水錦里,基隆市仁愛區劉銘傳路48巷3號,"25.12656 , 121.75064",1.0,35,第一分局,
民宅,水錦里,基隆市仁愛區劉銘傳路52巷6號,"25.12652 , 121.75049",1.0,62,第一分局,
民宅,水錦里,基隆市仁愛區劉銘傳路100號,"25.12519 , 121.75047",1.0,26,第一分局,
民宅,水錦里,基隆市仁愛區劉銘傳路104巷32號,"25.12498 , 121.74962",1.0,83,第一分局,
民宅,水錦里,基隆市仁愛區劉銘傳路52號,"25.12655 , 121.75072",1.0,279,第一分局,
民宅,玉田里,基隆市仁愛區愛四路5號,"25.12847 , 121.74354",1.0,309,第一分局,
民宅,玉田里,基隆市仁愛區仁二路212巷20號,"25.12919 , 121.74496",1.0,36,第一分局,
民宅,玉田里,基隆市仁愛區愛四路28巷9號,"25.12846 , 121.74426",1.0,80,第一分局,
民宅,玉田里,基隆市仁愛區愛三路98巷2弄6號,"25.12875 , 121.74334",1.0,41,第一分局,
民宅,玉田里,基隆市仁愛區玉田里四鄰仁三路30號,"25.1282 , 121.74407",1.0,23,第一分局,
民宅,玉田里,基隆市仁愛區仁二路212巷18號,"25.12919 , 121.74496",1.0,14,第一分局,
民宅,玉田里,基隆市仁愛區仁三路38號,"25.12823 , 121.74374",1.0,38,第一分局,
民宅,玉田里,基隆市仁愛區仁二路208號,"25.12898 , 121.74454",1.0,120,第一分局,
民宅,玉田里,基隆市仁愛區愛四路10巷12號,"25.12777 , 121.74353",1.0,28,第一分局,
民宅,玉田里,基隆市仁愛區仁三路40號,"25.12826 , 121.74373",1.0,77,第一分局,
民宅,玉田里,基隆市仁愛區愛四路34號,"25.12848 , 121.74385",1.0,21,第一分局,
長老教會,玉田里,基隆市仁愛區仁三路32號,"25.12817 , 121.74397",1.0,112,第一分局,
民宅,玉田里,基隆市仁愛區仁一路303巷13號,"25.12939 , 121.74514",1.0,19,第一分局,
民宅,玉田里,基隆市仁愛區愛四路48號,"25.12876 , 121.744",1.0,251,第一分局,
恆昌商旅,玉田里,基隆市仁愛區仁三路24號4樓之1,"25.12818 , 121.74419",1.0,511,第一分局,
民宅,玉田里,基隆市仁愛區愛四路52號,"25.12887 , 121.74415",1.0,331,第一分局,
華都飯店,玉田里,基隆市仁愛區仁一路307號,"25.12968 , 121.74509",1.0,229,第一分局,
民宅,兆連里,基隆市仁愛區獅球路37巷15號,"25.12527 , 121.73961",1.0,28,第一分局,
民宅,兆連里,基隆市仁愛區獅球路37巷11弄17號,"25.12481 , 121.73887",1.0,29,第一分局,
民宅,兆連里,基隆市仁愛區獅球路25巷10號,"25.12554 , 121.73966",1.0,20,第一分局,
民宅,兆連里,基隆市仁愛區獅球路25巷7號,"25.12577 , 121.73939",1.0,42,第一分局,
兆連國宅,兆連里,基隆市仁愛區獅球路25巷8號,"25.12534 , 121.73908",1.0,1760,第一分局,
成功國小,光華里,基隆市仁愛區獅球路6號,"25.12554 , 121.73805",1.0,280,第一分局,
成功國小,光華里,基隆市仁愛區獅球路6號,"25.12554 , 121.73805",1.0,374,第一分局,
成功市場,光華里,基隆市仁愛區成功一路88號,"25.12756 , 121.73755",1.0,1686,第一分局,
國民運動中心,光華里,基隆市仁愛區獅球路8之1號,"25.12481 , 121.73783",1.0,1172,第一分局,
南榮新村,吉仁里,基隆市仁愛區南新街206號,"25.12346 , 121.74584",1.0,53,第一分局,
民宅,吉仁里,基隆市仁愛區南榮路219之2號,"25.123 , 121.74311",1.0,25,第一分局,
民宅,吉仁里,基隆市仁愛區南榮路191巷15之2號,"25.12338 , 121.74369",1.0,35,第一分局,
民宅,吉仁里,基隆市仁愛區南榮路213之4號,"25.1231 , 121.74309",1.0,164,第一分局,
民宅,吉仁里,基隆市仁愛區南榮路183號,"25.12378 , 121.74305",1.0,355,第一分局,
民宅,吉仁里,基隆市仁愛區南榮路187號,"25.12365 , 121.74305",1.0,137,第一分局,
民宅,曲水里,基隆市仁愛區龍安街169號,"25.12396 , 121.74211",1.0,60,第一分局,
民宅,曲水里,基隆市仁愛區龍安街196巷15號,"25.12355 , 121.74163",1.0,21,第一分局,
民宅,曲水里,基隆市仁愛區南榮路64巷33號,"25.12305 , 121.74255",1.0,20,第一分局,
民宅,曲水里,基隆市仁愛區龍安街143號,"25.12441 , 121.74201",1.0,63,第一分局,
民宅,曲水里,基隆市仁愛區南榮路64巷6號,"25.12328 , 121.74278",1.0,105,第一分局,
民宅,育仁里,基隆市仁愛區南榮路319巷22號,"25.11998 , 121.7447",1.0,15,第一分局,
民宅,育仁里,基隆市仁愛區南榮路319巷16號,"25.11971 , 121.7446",1.0,97,第一分局,
南榮國小,育仁里,基隆市仁愛區南榮路321號,"25.11941 , 121.74403",1.0,332,第一分局,
民宅,育仁里,基隆市仁愛區南榮路120號,"25.11883 , 121.74342",1.0,260,第一分局,
民宅,和明里,基隆市仁愛區仁一路295號,"25.12766 , 121.74796",1.0,296,第一分局,
民宅,和明里,基隆市仁愛區仁一路267之4號,"25.12816 , 121.74794",1.0,83,第一分局,
仁愛國小,和明里,基隆市仁愛區仁二路139號,"25.12785 , 121.74611",1.0,557,第一分局,
民宅,和明里,基隆市仁愛區仁一路299號,"25.12899 , 121.74637",1.0,339,第一分局,
民宅,和明里,基隆市仁愛區愛五路34號,"25.12879 , 121.74588",1.0,417,第一分局,
民宅,和明里,基隆市仁愛區仁一路265巷16號,"25.12777 , 121.74786",1.0,166,第一分局,
選委會,和明里,基隆市仁愛區仁一路263號,"25.12824 , 121.74816",1.0,287,第一分局,
民宅,和明里,基隆市仁愛區仁一路257號,"25.12798 , 121.74902",1.0,902,第一分局,
世紀首席,和明里,基隆市仁愛區仁一路261之1號,"25.1282 , 121.74844",1.0,1128,第一分局,
港都帝座,和明里,基隆市仁愛區仁一路277號,"25.12837 , 121.74747",1.0,425,第一分局,
民宅,忠勇里,基隆市仁愛區愛五路19巷20號,"25.12897 , 121.74537",1.0,35,第一分局,
民宅,忠勇里,基隆市仁愛區仁二路194號,"25.1288 , 121.74509",1.0,72,第一分局,
民宅,忠勇里,基隆市仁愛區仁二路196號,"25.12881 , 121.74506",1.0,70,第一分局,
民宅,忠勇里,基隆市仁愛區仁二路198號,"25.12884 , 121.74501",1.0,129,第一分局,
民宅,忠勇里,基隆市仁愛區仁二路181巷5之2號,"25.12823 , 121.74469",1.0,45,第一分局,
民宅,忠勇里,基隆市仁愛區仁二路191號,"25.12859 , 121.7448",1.0,51,第一分局,
民宅,忠勇里,基隆市仁愛區仁三路11號,"25.12788 , 121.7446",1.0,721,第一分局,
民宅,明德里,基隆市仁愛區孝三路23號,"25.12918 , 121.73845",1.0,114,第一分局,
民宅,明德里,基隆市仁愛區孝三路39號,"25.12938 , 121.73857",1.0,75,第一分局,
民宅,明德里,基隆市仁愛區孝三路35號,"25.12934 , 121.73854",1.0,77,第一分局,
民宅,明德里,基隆市仁愛區孝三路41號,"25.12945 , 121.73869",1.0,84,第一分局,
民宅,明德里,基隆市仁愛區忠三路91號,"25.12946 , 121.73882",1.0,65,第一分局,
民宅,明德里,基隆市仁愛區忠三路97之12號,"25.12949 , 121.73859",1.0,105,第一分局,
民宅,林泉里,基隆市仁愛區復興街6巷23號,"25.1262 , 121.75225",1.0,45,第一分局,
民宅,林泉里,基隆市仁愛區復興街6巷46之1號,"25.12566 , 121.75206",1.0,51,第一分局,
民宅,林泉里,基隆市仁愛區復興街44巷16號,"25.12628 , 121.75254",1.0,33,第一分局,
民宅,林泉里,基隆市仁愛區復興街16巷19號,"25.12612 , 121.75253",1.0,52,第一分局,
民宅,林泉里,基隆市仁愛區復興街40之3號,"25.12641 , 121.75272",1.0,34,第一分局,
民宅,林泉里,基隆市仁愛區復興街64巷15號,"25.12502 , 121.75223",1.0,20,第一分局,
民宅,林泉里,基隆市仁愛區復興街4巷2號,"25.12684 , 121.75211",1.0,33,第一分局,
民宅,林泉里,基隆市仁愛區復興街60巷3號,"25.1253946, 121.752432",1.0,28,第一分局,
民宅,林泉里,基隆市仁愛區復興街45號,"25.12651 , 121.75312",1.0,70,第一分局,
民宅,林泉里,基隆市仁愛區復興街16巷20號,"25.12638 , 121.75246",1.0,42,第一分局,
民宅,林泉里,基隆市仁愛區復興街14號,"25.12684 , 121.75253",1.0,68,第一分局,
民宅,花崗里,基隆市仁愛區仁一路95巷2之1號,"25.12784 , 121.75347",1.0,22,第一分局,
民宅,花崗里,基隆市仁愛區仁一路129號,"25.12786 , 121.75249",1.0,44,第一分局,
民宅,花崗里,基隆市仁愛區愛九路22號,"25.12725 , 121.75231",1.0,66,第一分局,
民宅,花崗里,基隆市仁愛區仁一路95巷22號,"25.12717 , 121.75345",1.0,19,第一分局,
民宅,花崗里,基隆市仁愛區仁一路157號,"25.12785 , 121.75194",1.0,113,第一分局,
民宅,花崗里,基隆市仁愛區仁一路95巷28之2號,"25.12784 , 121.75347",1.0,99,第一分局,
民宅,花崗里,基隆市仁愛區劉銘傳路11巷38弄18號,"25.1271 , 121.75196",1.0,35,第一分局,
民宅,花崗里,基隆市仁愛區仁一路107巷25號,"25.12694 , 121.75324",1.0,18,第一分局,
民宅,花崗里,基隆市仁愛區愛九路25巷6號,"25.12712 , 121.75291",1.0,40,第一分局,
仁愛禧園,花崗里,基隆市仁愛區仁一路107巷8號,"25.1273 , 121.75311",1.0,40,第一分局,
民宅,花崗里,基隆市仁愛區愛九路11號,"25.12754 , 121.75287",1.0,169,第一分局,
民宅,花崗里,基隆市仁愛區愛九路1號,"25.12775 , 121.7528",1.0,108,第一分局,
兆鎮,花崗里,基隆市仁愛區仁一路133號之1,"25.12776 , 121.7524",1.0,434,第一分局,
仁愛禧園,花崗里,基隆市仁愛區仁一路107巷6號之1,"25.12744 , 121.75303",1.0,165,第一分局,
民宅,英仁里,基隆市仁愛區南榮路403巷19之1號,"25.11787 , 121.74506",1.0,10,第一分局,
民宅,英仁里,基隆市仁愛區南榮路393巷45號,"25.11843 , 121.74572",1.0,23,第一分局,
民宅,英仁里,基隆市仁愛區南榮路393巷41號,"25.11834 , 121.74583",1.0,131,第一分局,
金寶塔,英仁里,基隆市仁愛區南榮路463巷22弄6之1號,"25.1152 , 121.74311",1.0,1178,第一分局,
民宅,虹橋里,基隆市仁愛區劉銘傳路53巷4號,"25.12623 , 121.75098",1.0,78,第一分局,
民宅,虹橋里,基隆市仁愛區劉銘傳路63巷14之3號,"25.12585 , 121.75111",1.0,43,第一分局,
民宅,虹橋里,基隆市仁愛區劉銘傳路63巷4號,"25.12587 , 121.75092",1.0,16,第一分局,
民宅,虹橋里,基隆市仁愛區劉銘傳路63巷18號,"25.12568 , 121.75119",1.0,38,第一分局,
民宅,虹橋里,基隆市仁愛區劉銘傳路43巷36號,"25.1269 , 121.75077",1.0,20,第一分局,
民宅,虹橋里,基隆市仁愛區劉銘傳路63巷12號,"25.12586 , 121.75104",1.0,12,第一分局,
民宅,虹橋里,基隆市仁愛區劉銘傳路57號,"25.12615 , 121.75081",1.0,26,第一分局,
金鼎大廈,虹橋里,基隆市仁愛區劉銘傳路51號,"25.12648 , 121.75091",1.0,223,第一分局,
民宅,虹橋里,基隆市仁愛區劉銘傳路3之2號,"25.12676 , 121.75093",1.0,323,第一分局,
兆鎮晶鑽,虹橋里,基隆市仁愛區劉銘傳路11巷13號,"25.12767 , 121.75127",1.0,332,第一分局,
仁愛華府,書院里,基隆市仁愛區華六街9號,"25.12513 , 121.73608",1.0,1040,第一分局,
仁愛富悅,書院里,基隆市仁愛區獅球路42巷2號,"25.12467 , 121.73599",1.0,356,第一分局,
仁愛富悅,書院里,基隆市仁愛區獅球路42巷3號,"25.1246 , 121.73618",1.0,657,第一分局,
民宅,崇文里,基隆市仁愛區精一路3之1號,"25.12668 , 121.74157",1.0,67,第一分局,
民宅,崇文里,基隆市仁愛區精一路1號,"25.12566 , 121.74051",1.0,103,第一分局,
大華商旅,崇文里,基隆市仁愛區精一路15號,"25.12647 , 121.74145",1.0,541,第一分局,
民宅,博愛里,基隆市仁愛區愛二路1之5號,"25.12869 , 121.74204",1.0,51,第一分局,
民宅,博愛里,基隆市仁愛區仁五路12-5號,"25.12735 , 121.74123",1.0,352,第一分局,
民宅,博愛里,基隆市仁愛區仁五路8號,"25.12722 , 121.74141",1.0,376,第一分局,
仁愛市場,博愛里,基隆市仁愛區愛一路8號,"25.12811 , 121.74076",1.0,3812,第一分局,
民宅,博愛里,基隆市仁愛區仁五路6號,"25.1272 , 121.7415",1.0,102,第一分局,
民宅,智仁里,基隆市仁愛區延平街77之6號,"25.12483 , 121.74876",1.0,150,第一分局,
民宅,智仁里,基隆市仁愛區延平街16號,"25.12676 , 121.74832",1.0,37,第一分局,
民宅,智仁里,基隆市仁愛區愛七路53號,"25.12582 , 121.74921",1.0,67,第一分局,
民宅,智仁里,基隆市仁愛區愛七路19號,"25.12709 , 121.74917",1.0,24,第一分局,
民宅,智仁里,基隆市仁愛區仁二路63號,"25.12756 , 121.7495",1.0,62,第一分局,
民宅,智仁里,基隆市仁愛區延平街7號,"25.12719 , 121.74872",1.0,38,第一分局,
民宅,智仁里,基隆市仁愛區延平街16之33號,"25.12677 , 121.74842",1.0,101,第一分局,
民宅,智仁里,基隆市仁愛區仁二路119巷7號,"25.12667 , 121.74813",1.0,68,第一分局,
民宅,智仁里,基隆市仁愛區延平街12巷29號,"25.12692 , 121.74828",1.0,65,第一分局,
民宅,智仁里,基隆市仁愛區仁二路119巷11號,"25.12631 , 121.74817",1.0,74,第一分局,
民宅,智仁里,基隆市仁愛區愛七路14巷4號,"25.12723 , 121.74889",1.0,111,第一分局,
民宅,智仁里,基隆市仁愛區延平街46號,"25.12571 , 121.74843",1.0,210,第一分局,
信義國小,智仁里,基隆市仁愛區仁二路135號,"25.12748 , 121.7469",1.0,230,第一分局,
向安仁二路119巷華廈,智仁里,基隆市仁愛區仁二路119巷5號,"25.12713 , 121.74799",1.0,53,第一分局,
民宅,智仁里,基隆市仁愛區仁二路52號,"25.12773 , 121.74963",1.0,34,第一分局,
民宅,智仁里,基隆市仁愛區延平街12巷16號,"25.12715 , 121.74825",1.0,77,第一分局,
信義國小,智仁里,基隆市仁愛區仁二路135號,"25.12748 , 121.7469",1.0,323,第一分局,
民宅,智仁里,基隆市仁愛區仁二路95號,"25.12751 , 121.74853",1.0,133,第一分局,
雙喜居,智仁里,基隆市仁愛區愛七路40號,"25.1262 , 121.74894",1.0,281,第一分局,
仁愛名邸,智仁里,基隆市仁愛區仁二路51巷13號,"25.12764 , 121.74972",1.0,505,第一分局,
仁愛延吉,智仁里,基隆市仁愛區延平街33號,"25.12628 , 121.74857",1.0,532,第一分局,
向安仁二路119巷華廈,智仁里,基隆市仁愛區仁二路119巷3號,"25.1269 , 121.74772",1.0,110,第一分局,
信義國小,智仁里,基隆市仁愛區仁二路135號,"25.12747 , 121.7469",2.0,984,第一分局,
民宅,朝棟里,基隆市仁愛區成功一路113巷39號,"25.12673 , 121.73547",1.0,29,第一分局,
光華國宅,朝棟里,基隆市仁愛區成功一路133巷1-30號,"25.12845 , 121.73638",1.0,9758,第一分局,
民宅,新店里,基隆市仁愛區孝二路106號,"25.13041 , 121.74113",1.0,201,第一分局,
國際百貨,新店里,基隆市仁愛區孝二路86號,"25.13014 , 121.74061",1.0,484,第一分局,
民宅,新店里,基隆市仁愛區忠二路27號,"25.13006 , 121.7398",1.0,132,第一分局,
民宅,新店里,基隆市仁愛區孝二路93巷15號,"25.13053 , 121.74003",1.0,90,第一分局,
民宅,新店里,基隆市仁愛區孝二路54號,"25.12925 , 121.74015",1.0,196,第一分局,
民宅,新店里,基隆市仁愛區忠二路31號,"25.1301 , 121.73971",1.0,139,第一分局,
華帥海景飯店,新店里,基隆市仁愛區孝二路108號,"25.13058 , 121.74087",1.0,224,第一分局,
忠二路派出所,新店里,基隆市仁愛區忠二路2號,"25.12976 , 121.74101",1.0,86,第一分局,
民宅,新店里,基隆市仁愛區忠三路6號,"25.12876 , 121.74037",1.0,324,第一分局,
民宅,新店里,基隆市仁愛區孝一路26號,"25.12886 , 121.74047",1.0,115,第一分局,
慶安宮,新店里,基隆市仁愛區忠二路1之1號,"25.1295688, 121.7408138",1.0,280,第一分局,
民宅,新店里,基隆市仁愛區孝二路82號,"25.1300231, 121.7405036",1.0,93,第一分局,
民宅,獅球里,基隆市仁愛區獅球路169巷5弄11號,"25.12364 , 121.73674",1.0,40,第一分局,
民宅,獅球里,基隆市仁愛區獅球路49號,"25.12507 , 121.73866",1.0,93,第一分局,
民宅,誠仁里,基隆市仁愛區南榮路161巷6號,"25.12388 , 121.74333",1.0,46,第一分局,
民宅,誠仁里,基隆市仁愛區南榮路22號,"25.1256 , 121.7426",1.0,667,第一分局,
仁愛精典,誠仁里,基隆市仁愛區南榮路151巷108號,"25.12563 , 121.7449",1.0,452,第一分局,
民宅,福仁里,基隆市仁愛區南榮路77號,"25.12595 , 121.74281",1.0,104,第一分局,
仁愛遠見,福仁里,基隆市仁愛區南榮路117巷37弄17之2號,"25.12548 , 121.74389",1.0,132,第一分局,
民宅,德厚里,基隆市仁愛區龍安街220巷8號,"25.12199 , 121.74159",1.0,441,第一分局,
華麗站前,德厚里,基隆市仁愛區龍安街200號,"25.12283 , 121.74176",1.0,1080,第一分局,
龍安遠見,德厚里,基隆市仁愛區龍安街220巷7號,"25.12203 , 121.74133",1.0,161,第一分局,
民宅,龍門里,基隆市仁愛區南榮路134巷56號,"25.11685 , 121.74314",1.0,113,第一分局,
民宅,龍門里,基隆市仁愛區南榮路134巷54號,"25.11715 , 121.74318",1.0,172,第一分局,
艾美獎,龍門里,基隆市仁愛區龍安街198巷33號,"25.12274 , 121.74104",1.0,2997,第一分局,
來欣南榮華廈,龍門里,基隆市仁愛區南榮路134巷66號,"25.11738 , 121.74363",1.0,121,第一分局,
