"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
—,QMA01066,豐榮里,屏東縣屏東市豐榮里23鄰廣東路211號,"22.67660107159693, 120.50059456965738",1,164.0,屏東分局,
—,QMA01026,豐榮里,屏東縣屏東市豐榮里01鄰公園東路61號,"22.672057781666723, 120.4988497543131",1,45.0,屏東分局,
—,QMA01039,豐榮里,屏東縣屏東市豐榮里02鄰公園東路81號,"22.672182881302675, 120.49827705246064",1,88.0,屏東分局,
—,QMA01359,豐榮里,屏東縣屏東市豐榮里27鄰公園東路84號之6,"22.672423279369507, 120.49871656780506",1,38.0,屏東分局,
—,QMA01354,豐榮里,屏東縣屏東市豐榮里05鄰公園東路84號之4,"22.672383680358454, 120.49872729664116",1,181.0,屏東分局,
—,QMA01022,豐榮里,屏東縣屏東市豐榮里02鄰公園東路89號,"22.67234987859756, 120.49811911013275",1,28.0,屏東分局,
—,QMA01046,豐榮里,屏東縣屏東市豐榮里02鄰公園東路119號,"22.672432080523887, 120.49756421198526",1,42.0,屏東分局,
—,QMA01048,豐榮里,屏東縣屏東市豐榮里05鄰公園東路123號,"22.672524179194674, 120.4974903831491",1,108.0,屏東分局,
—,QMA01037,豐榮里,屏東縣屏東市豐榮里01鄰民享路22號,"22.671945480991184, 120.49838068129667",1,55.0,屏東分局,
—,QMA01025,豐榮里,屏東縣屏東市豐榮里02鄰民享路23號,"22.672117380531066, 120.49830926780488",1,55.0,屏東分局,
—,QMA01047,豐榮里,屏東縣屏東市豐榮里01鄰民享路24號,"22.672048279815222, 120.49845568314913",1,31.0,屏東分局,
帝國新倫敦大廈,QMA02665,豐榮里,屏東縣屏東市豐榮里01鄰民享路66號,"22.673252977931785, 120.49894632547709",1,1420.0,屏東分局,
—,QMA01376,豐榮里,屏東縣屏東市豐榮里09鄰民享路69號,"22.673537377127406, 120.49887352732944",1,41.0,屏東分局,
—,QMA01363,豐榮里,屏東縣屏東市豐榮里09鄰民享路122號,"22.674840972756673, 120.49928825246083",1,32.0,屏東分局,
—,QMA01360,豐榮里,屏東縣屏東市豐榮里09鄰民享路134號,"22.674978075775574, 120.49950221198527",1,36.0,屏東分局,
—,QMA01373,豐榮里,屏東縣屏東市豐榮里09鄰民享路137號,"22.675015475716148, 120.49920148129681",1,63.0,屏東分局,
—,QMA01372,豐榮里,屏東縣屏東市豐榮里09鄰民享路139號,"22.675196474995904, 120.49932945431316",1,63.0,屏東分局,
—,QMA01061,豐榮里,屏東縣屏東市豐榮里16鄰民享路162號,"22.675951675205546, 120.49967486780497",1,33.0,屏東分局,
—,QMA01353,豐榮里,屏東縣屏東市豐榮里09鄰民享一路71號,"22.673739777742657, 120.49772166965741",1,50.0,屏東分局,
—,QMA01053,豐榮里,屏東縣屏東市豐榮里01鄰林森路28號之1,"22.671407781767673, 120.49877449664093",1,27.0,屏東分局,
—,QMA01051,豐榮里,屏東縣屏東市豐榮里02鄰林森路30號之5,"22.671352382481707, 120.49862553896882",1,43.0,屏東分局,
—,QMA01038,豐榮里,屏東縣屏東市豐榮里02鄰林森路30號之9,"22.671431581087887, 120.49862553896882",1,80.0,屏東分局,
—,QMA01049,豐榮里,屏東縣屏東市豐榮里02鄰林森路30號之21,"22.671500879830802, 120.49867918314912",1,35.0,屏東分局,
—,QMA01052,豐榮里,屏東縣屏東市豐榮里02鄰林森路30號之21,"22.671500879830802, 120.49867918314912",1,51.0,屏東分局,
—,QMA01045,豐榮里,屏東縣屏東市豐榮里04鄰林森路38號,"22.67206798060598, 120.49654482547705",1,353.0,屏東分局,
金山牙醫,QMA01035,豐榮里,屏東縣屏東市豐榮里08鄰自立路250號,"22.673700978783057, 120.4969053678049",1,111.0,屏東分局,
自立路社區大樓,QMA02114,豐榮里,屏東縣屏東市豐榮里8鄰自立路280號,"22.675528677656285, 120.49752616780498",1,92.0,屏東分局,
屏東縣政府文化處/圖書館,QMA02116,豐榮里,屏東縣屏東市豐榮里24鄰大連路69號,"22.679562869240087, 120.49918081013298",1,861.0,屏東分局,
—,QMA01064,豐榮里,屏東縣屏東市豐榮里16鄰勝利東路15號,"22.67661527694092, 120.49979245431331",1,48.0,屏東分局,
屏東縣消防局/第1大隊/屏東分隊,QMA01055,豐榮里,屏東縣屏東市豐榮里24鄰勝利東路47號,"22.677185471692393, 120.4985955119853",1,408.0,屏東分局,
國民運動中心/室外游泳池,QMA01063,豐榮里,屏東縣屏東市豐榮里24鄰勝利東路48號,"22.67749777357352, 120.49850748129688",1,351.0,屏東分局,
尊爵大廈,QMA02115,豐榮里,屏東縣屏東市豐榮里24鄰民強街1號,"22.660926466042405, 120.46990055408064",1,517.0,屏東分局,
—,QMA01375,豐榮里,屏東縣屏東市豐榮里11鄰民貴二街1號之1,"22.674526676108268, 120.49897401013286",1,61.0,屏東分局,
—,QMA01357,豐榮里,屏東縣屏東市豐榮里11鄰民貴三街21號,"22.675195177604717, 120.49962446965742",1,38.0,屏東分局,
—,QMA01358,豐榮里,屏東縣屏東市豐榮里11鄰民貴三街19號,"22.675237474492803, 120.49963384082136",1,38.0,屏東分局,
—,QMA01054,豐榮里,屏東縣屏東市豐榮里15鄰民貴三街45號,"22.67549717223487, 120.49877416780501",1,37.0,屏東分局,
—,QMA01062,豐榮里,屏東縣屏東市豐榮里15鄰民貴三街47號,"22.67546807409318, 120.49875756780497",1,37.0,屏東分局,
—,QMA01060,豐榮里,屏東縣屏東市豐榮里15鄰民貴三街49號,"22.67548397542615, 120.49857473711648",1,37.0,屏東分局,
—,QMA01069,豐榮里,屏東縣屏東市豐榮里15鄰民貴三街58巷2號之10,"22.67564027565529, 120.4985419236247",1,210.0,屏東分局,
—,QMA01420,一心里,屏東縣屏東市一心里10鄰自立路124號,"22.66576188537421, 120.49013999696734",1,26.0,屏東分局,
—,QMA01424,一心里,屏東縣屏東市一心里13鄰自立路130號,"22.66564068562499, 120.49058809696741",1,93.0,屏東分局,
—,QMA01740,一心里,屏東縣屏東市一心里01鄰復興路134號,"22.666023385355228, 120.48851531045928",1,41.0,屏東分局,
—,QMA01739,一心里,屏東縣屏東市一心里01鄰復興路168號,"22.66537708540225, 120.48834149696741",1,47.0,屏東分局,
—,QMA01736,一心里,屏東縣屏東市一心里04鄰復興路192號,"22.664871184550872, 120.48818826813137",1,64.0,屏東分局,
—,QMA01423,一心里,屏東縣屏東市一心里08鄰復興路201號,"22.664616084827998, 120.48840108162324",1,92.0,屏東分局,
帝王城大樓,QMA01993,一心里,屏東縣屏東市一心里06鄰復興路229巷12號,"22.663949992542182, 120.48868445463935",1,854.0,屏東分局,
中國石油/屏東營業處,QMA01424,一心里,屏東縣屏東市一心里06鄰復興路261號,"22.660955885723528, 120.48789499696726",1,596.0,屏東分局,
—,QMA01746,一心里,屏東縣屏東市一心里07鄰建國路2號,"22.663369285953895, 120.48786122580341",1,103.0,屏東分局,
建國國小/東棟,QMA01743,一心里,屏東縣屏東市一心里36鄰建興路36號,"22.66520748541451, 120.48589941045918",1,128.0,屏東分局,共有3處、總計可容納人數1074人
建國國小/南棟,QMA01744,一心里,屏東縣屏東市一心里36鄰建興路36號,"22.66520748541451, 120.48589941045918",1,236.0,屏東分局,共有3處、總計可容納人數1074人
建國國小/南棟,QMA02154,一心里,屏東縣屏東市一心里36鄰建興路36號,"22.665474004007265, 120.48681885252634",1,710.0,屏東分局,共有3處、總計可容納人數1074人
福光新城大樓,QMA02043,一心里,屏東縣屏東市一心里11鄰廣東南路39號,"22.66495988630766, 120.49032626813135",1,2045.0,屏東分局,
家樂福/新屏店,QMA01443,一心里,屏東縣屏東市一心里11鄰台糖街3號,"22.663497386332523, 120.48888532580338",1,8502.0,屏東分局,
—,QMA01418,一心里,屏東縣屏東市一心里03鄰台糖一街15巷12號之3,"22.66341688715835, 120.49007069696736",1,48.0,屏東分局,
—,QMA01431,一心里,屏東縣屏東市一心里03鄰台糖一街21巷3號,"22.66390998698025, 120.49060232580332",1,48.0,屏東分局,
—,QMA01434,一心里,屏東縣屏東市一心里03鄰台糖一街21巷7號,"22.663991886587603, 120.49025226813129",1,48.0,屏東分局,
—,QMA01427,一心里,屏東縣屏東市一心里04鄰台糖一街21巷8號,"22.664067785852748, 120.49031229696736",1,48.0,屏東分局,
—,QMA01417,一心里,屏東縣屏東市一心里03鄰台糖一街21巷11號之2,"22.664110487262896, 120.48991431045918",1,48.0,屏東分局,
—,QMA01432,一心里,屏東縣屏東市一心里04鄰台糖一街21巷12號,"22.664142886192458, 120.4900797392952",1,48.0,屏東分局,
—,QMA01430,一心里,屏東縣屏東市一心里04鄰台糖一街21巷16號,"22.664165085490264, 120.48997072580342",1,48.0,屏東分局,
—,QMA01429,一心里,屏東縣屏東市一心里04鄰台糖一街27巷1號,"22.664142685491917, 120.49083183929518",1,48.0,屏東分局,
—,QMA01441,一心里,屏東縣屏東市一心里04鄰台糖一街27巷5號,"22.664170684796034, 120.49055956813132",1,48.0,屏東分局,
—,QMA01428,一心里,屏東縣屏東市一心里04鄰台糖一街27巷9號,"22.664320185816234, 120.49033799696736",1,48.0,屏東分局,
—,QMA01442,一心里,屏東縣屏東市一心里04鄰台糖一街27巷11號,"22.664345085812567, 120.4902240681313",1,48.0,屏東分局,
屏東縣政府勞動暨青年發展處,QMA02084,建國里,屏東縣屏東市建國里01鄰自由路17號,"22.665135285698046, 120.48288566813135",1,1928.0,屏東分局,
彩虹新天地大樓,QMA02083,建國里,屏東縣屏東市建國里01鄰自由路85號,"22.6669512854352, 120.4866342392953",1,138.0,屏東分局,
鴻運樓大樓,QMA01748,義勇里,屏東縣屏東市義勇里13鄰自立路159號,"22.665977885141647, 120.49214263929528",1,456.0,屏東分局,
屏糖綠園大樓,QMA02121,義勇里,屏東縣屏東市義勇里08鄰廣東南路92號,"22.66454968546228, 120.49112726813124",1.2,776.0,屏東分局,
屏東市公所,QMA02018,義勇里,屏東縣屏東市義勇里11鄰台糖街61號,"22.662494686080596, 120.49139513929522",1,1019.0,屏東分局,
屏東紙漿廠/警察隊辦公室,QMA01409,義勇里,屏東縣屏東市義勇里07鄰台糖街130號,"22.659678385144908, 120.49571356813112",1,164.0,屏東分局,
屏東紙漿廠/員工宿舍,QMA01407,義勇里,屏東縣屏東市義勇里07鄰台糖街131號,"22.660604486354302, 120.49657528162324",1,117.0,屏東分局,
屏東紙漿廠/員工餐廳,QMA01410,義勇里,屏東縣屏東市義勇里07鄰台糖街132號,"22.66056038757966, 120.4965099392951",1,198.0,屏東分局,
屏東紙漿廠/員工辦公室,QMA01414,義勇里,屏東縣屏東市義勇里07鄰台糖街133號,"22.660098686427432, 120.4966638546393",1,531.0,屏東分局,
屏東紙漿廠/員工避難室,QMA01415,義勇里,屏東縣屏東市義勇里07鄰台糖街133-1號,"22.660227287676015, 120.4967300681312",1,521.0,屏東分局,
—,QMA01718,義勇里,屏東縣屏東市義勇里13鄰台糖一街22巷13號,"22.663718785903278, 120.49157532580335",1,47.0,屏東分局,
屏東市民代表會,QMA02019,義勇里,屏東縣屏東市義勇里05鄰台糖二街21號,"22.66341518514297, 120.49242969696738",1,656.0,屏東分局,
—,QMA01696,義勇里,屏東縣屏東市義勇里10鄰台糖二街38巷31號,"22.66410158620148, 120.49376453929524",1,90.0,屏東分局,
—,QMA01717,義勇里,屏東縣屏東市義勇里10鄰台糖二街42巷30號,"22.664376885808018, 120.4937109969673",1,86.0,屏東分局,
緯城大樓/金座,QMA01995,永安里,屏東縣屏東市永安里07鄰建興南路6號,"22.658079785932443, 120.48508659696726",1,1548.0,屏東分局,
緯城大樓/銀座,QMA01994,永安里,屏東縣屏東市永安里46鄰建興南路28號,"22.658404187437554, 120.4851408681312",1,1011.0,屏東分局,
屏東高工/活動中心,QMA02076,永安里,屏東縣屏東市永安里07鄰建國路25號,"22.662078086651377, 120.48678875860544",1,231.0,屏東分局,共有7處、總計可容納人數3047人
屏東高工/圖書館,QMA02077,永安里,屏東縣屏東市永安里07鄰建國路25號,"22.662078086651377, 120.48678875860544",1,93.0,屏東分局,共有7處、總計可容納人數3047人
屏東高工/仁愛樓,QMA02078,永安里,屏東縣屏東市永安里07鄰建國路25號,"22.662078086651377, 120.48678875860544",1,221.0,屏東分局,共有7處、總計可容納人數3047人
屏東高工/信義樓,QMA02079,永安里,屏東縣屏東市永安里07鄰建國路25號,"22.662078086651377, 120.48678875860544",1,24.0,屏東分局,共有7處、總計可容納人數3047人
屏東高工/汽修科樓,QMA02080,永安里,屏東縣屏東市永安里07鄰建國路25號,"22.662078086651377, 120.48678875860544",1,254.0,屏東分局,共有7處、總計可容納人數3047人
屏東高工/演藝廳,QMA02081,永安里,屏東縣屏東市永安里07鄰建國路25號,"22.662078086651377, 120.48678875860544",1,356.0,屏東分局,共有7處、總計可容納人數3047人
屏東高工/化工科樓,QMA02082,永安里,屏東縣屏東市永安里07鄰建國路25號,"22.662078086651377, 120.48678875860544",1,1868.0,屏東分局,共有7處、總計可容納人數3047人
臺灣屏東地方法院暨檢察署聯合辦公大樓,QMA02159,永安里,屏東縣屏東市永安里43鄰棒球路9號,"22.656587340354903, 120.4832851569843",1,2275.0,屏東分局,
中華電信/屏東服務處,QMA02122,永安里,屏東縣屏東市永安里15鄰棒球路10號,"22.65795368594149, 120.48587996813123",1,333.0,屏東分局,
—,QMA01550,永安里,屏東縣屏東市永安里42鄰棒球路142號,"22.65709228772213, 120.4831954392951",1,83.0,屏東分局,
社區華廈,QMA01552,永安里,屏東縣屏東市永安里42鄰棒球路160巷1號,"22.656781586907805, 120.48280979696722",1,94.0,屏東分局,
社區華廈,QMA01553,永安里,屏東縣屏東市永安里42鄰棒球路160巷9號,"22.657009987739993, 120.48259165463935",1,145.0,屏東分局,
—,QMA01547,永安里,屏東縣屏東市永安里42鄰棒球路160巷10號,"22.65705928600652, 120.48279012580322",1,24.0,屏東分局,
—,QMA01548,永安里,屏東縣屏東市永安里42鄰棒球路160巷12號,"22.657091686004097, 120.48273806813123",1,60.0,屏東分局,
潘仁德大樓,QMA01549,永安里,屏東縣屏東市永安里42鄰棒球路160巷16號,"22.657302786832314, 120.48266672580316",1,1188.0,屏東分局,
國宅社區,QMA01551,永安里,屏東縣屏東市永安里42鄰棒球路166號,"22.656673586923315, 120.48278003929518",1,94.0,屏東分局,
國宅社區,QMA01554,永安里,屏東縣屏東市永安里43鄰棒球路180巷2號,"22.656563386042585, 120.48250146813116",1,154.0,屏東分局,
—,QMA01555,永安里,屏東縣屏東市永安里43鄰棒球路180巷3號,"22.656603686039634, 120.48223083929508",1,40.0,屏東分局,
—,QMA01556,永安里,屏東縣屏東市永安里43鄰棒球路180巷5號,"22.65664958692686, 120.48220703929513",1,40.0,屏東分局,
—,QMA01557,永安里,屏東縣屏東市永安里43鄰棒球路180巷7號,"22.656666085146426, 120.48222789696722",1,40.0,屏東分局,
—,QMA01558,永安里,屏東縣屏東市永安里43鄰棒球路180巷9號,"22.656783186026615, 120.48214663929508",1,40.0,屏東分局,
國宅社區,QMA01561,永安里,屏東縣屏東市永安里43鄰棒球路180巷10號,"22.656770485146406, 120.48238006813118",1,150.0,屏東分局,
—,QMA01559,永安里,屏東縣屏東市永安里43鄰棒球路184號,"22.656383086055712, 120.48244766813123",1,37.0,屏東分局,
—,QMA01560,永安里,屏東縣屏東市永安里43鄰棒球路200號,"22.656188286069817, 120.48208618347537",1,151.0,屏東分局,
復興國小/愛悅樓,QMA02117,永安里,屏東縣屏東市永安里20鄰復興路376號,"22.659597694690646, 120.48701252580328",1,1278.0,屏東分局,共有2處、總計可容納人數1784人
復興國小/南棟,QMA02118,永安里,屏東縣屏東市永安里20鄰復興路376號,"22.659597694690646, 120.48701252580328",1,506.0,屏東分局,共有2處、總計可容納人數1784人
中華電信/南區分公司,QMA02123,永安里,屏東縣屏東市永安里15鄰復興路420號,"22.658421097424352, 120.4867973546393",1,250.0,屏東分局,
勞動部/勞動力發展署/高屏澎東分署/屏東就業中心,QMA02120,永安里,屏東縣屏東市永安里08鄰復興路446號,"22.656736488685024, 120.48643286813116",1,393.0,屏東分局,
台糖建國大樓,QMA02119,永安里,屏東縣屏東市永安里08鄰復興路484號,"22.656070187010748, 120.48628501045911",1,78.0,屏東分局,
益銳建設大樓/A棟,QMA02141,永安里,屏東縣屏東市永安里19鄰建興南路216號,"22.663427947390986, 120.48465026143813",1.2,2736.0,屏東分局,
益銳建設大樓/B棟,QMA02142,永安里,屏東縣屏東市永安里19鄰建興南路220號,"22.663712782816372, 120.48465165184308",1.2,1367.0,屏東分局,
臺灣屏東地方法院/民事法庭/執行處,QMA02109,永安里,屏東縣屏東市永安里43鄰合作街43號,"22.655322984843835, 120.48428472697907",1,627.0,屏東分局,
臺灣屏東地方法院/民事法庭,QMA02156,永安里,屏東縣屏東市永安里43鄰合作街47號,"22.65515556098671, 120.4837351680898",1,696.0,屏東分局,
臺灣屏東地方法院/宿舍,QMA02157,永安里,屏東縣屏東市永安里43鄰合作街49巷35號,"22.65476706617443, 120.48470992420717",1,543.0,屏東分局,
法務部調查局屏東調查站,QMA02160,永安里,屏東縣屏東市永安里43鄰合作街51號,"22.654507164014845, 120.48371482474347",1,174.0,屏東分局,
臺灣屏東地方法院/員工宿舍,QMA02158,永安里,屏東縣屏東市永安里43鄰互助街35巷12弄17-1號,"22.656004688754958, 120.48423249104128",1,65.0,屏東分局,
新光大樓,QMA02096,金泉里,屏東縣屏東市金泉里07鄰自由路168號,"22.669794140255796, 120.49455514195611",1,197.0,屏東分局,
薇米文旅大樓,QMA02098,金泉里,屏東縣屏東市金泉里07鄰復興路25號,"22.669175495953546, 120.48953728051687",1,398.0,屏東分局,
鮪魚家族飯店/屏東館,QMA02097,金泉里,屏東縣屏東市金泉里10鄰民生路255號,"22.66957008522662, 120.49290323744314",1,400.0,屏東分局,
合作金庫銀行/屏南分行,QMA02101,金泉里,屏東縣屏東市金泉里12鄰民生路287號,"22.670036885063514, 120.49179799696758",1,260.0,屏東分局,
—,QMA01627,新生里,屏東縣屏東市新生里01鄰復興南路一段41號,"22.65454778723124, 120.48634326813112",1,48.0,屏東分局,
—,QMA01621,新生里,屏東縣屏東市新生里01鄰復興南路一段57巷3號,"22.65432849044114, 120.48649316813116",1,50.0,屏東分局,
—,QMA01623,新生里,屏東縣屏東市新生里16鄰復興南路一段134號,"22.65277808748727, 120.48589072580323",1,33.0,屏東分局,
—,QMA01614,新生里,屏東縣屏東市新生里03鄰復興南路一段141巷25號,"22.652248486355955, 120.48610935463898",1,57.0,屏東分局,
復興國宅,QMA01546,新生里,屏東縣屏東市新生里08鄰復興南路一段233號,"22.649719586539625, 120.4860490969671",1,1098.0,屏東分局,
太子建設華廈,QMA01618,新生里,屏東縣屏東市新生里33鄰復興南路一段376巷73號,"22.6474236944931, 120.48401093929486",1,904.0,屏東分局,
—,QMA01615,新生里,屏東縣屏東市新生里04鄰和生路一段812號,"22.652146586363376, 120.48803986813104",1,48.0,屏東分局,
東幸食品有限公司,QMA01619,新生里,屏東縣屏東市新生里18鄰和生路二段53巷188號,"22.652146586363376, 120.48805059696707",1,82.0,屏東分局,
新光華廈,QMA01616,新生里,屏東縣屏東市新生里15鄰和生路二段68號,"22.65213038758102, 120.4844204969672",1,138.0,屏東分局,
—,QMA01617,新生里,屏東縣屏東市新生里15鄰和生路二段80號,"22.65211868758275, 120.4840171969671",1,34.0,屏東分局,
和生市場,QMA01620,新生里,屏東縣屏東市新生里14鄰和生路二段221號,"22.65245718992176, 120.48001861045896",1,254.0,屏東分局,
屏東禧市大樓,QMA01695,厚生里,屏東縣屏東市厚生里04鄰公勇路77號,"22.668716785179402, 120.48476635278726",1.2,5162.0,屏東分局,
群峰大第大樓,QMA01693,厚生里,屏東縣屏東市厚生里05鄰公勇路83號,"22.668938485147258, 120.48348355278719",1,1293.0,屏東分局,
國瓏大地管委會,QMA01692,厚生里,屏東縣屏東市厚生里10鄰公勇路95-1號,"22.668609385167294, 120.48305946813143",1,1505.0,屏東分局,
—,QMA01665,厚生里,屏東縣屏東市厚生里01鄰建國路98巷1號,"22.665314586205177, 120.48210696813132",1,27.0,屏東分局,
—,QMA01669,厚生里,屏東縣屏東市厚生里01鄰建國路98巷9號,"22.665489685900333, 120.48213103929533",1,25.0,屏東分局,
—,QMA01588,厚生里,屏東縣屏東市厚生里25鄰建國路136號,"22.665233585142047, 120.48064775278728",1,58.0,屏東分局,
—,QMA01589,厚生里,屏東縣屏東市厚生里25鄰建國路136號之1,"22.665263285949433, 120.4806906681314",1,58.0,屏東分局,
—,QMA01590,厚生里,屏東縣屏東市厚生里25鄰建國路142號,"22.665287186213124, 120.4805336681314",1,41.0,屏東分局,
—,QMA01592,厚生里,屏東縣屏東市厚生里33鄰建國路158號,"22.66529928567442, 120.48020076813133",1,37.0,屏東分局,
—,QMA01596,厚生里,屏東縣屏東市厚生里33鄰建國路176號之9,"22.6653820838534, 120.4796600067548",1,42.0,屏東分局,
昌賢堂,QMA01694,厚生里,屏東縣屏東市厚生里10鄰延平路89號,"22.668005785282364, 120.48187526813139",1,50.0,屏東分局,
—,QMA01690,厚生里,屏東縣屏東市厚生里36鄰延平一路256號,"22.667416985253922, 120.48238166813132",1,48.0,屏東分局,
—,QMA01535,厚生里,屏東縣屏東市厚生里22鄰自由路西段234號,"22.6672677853892, 120.47892076813135",1,55.0,屏東分局,
—,QMA01536,厚生里,屏東縣屏東市厚生里22鄰自由路西段236號,"22.667245485266413, 120.47898566813133",1,40.0,屏東分局,
—,QMA01537,厚生里,屏東縣屏東市厚生里22鄰自由路西路238號,"22.66727538538816, 120.47889033929533",1,40.0,屏東分局,
—,QMA01538,厚生里,屏東縣屏東市厚生里22鄰自由路西路240號,"22.66725238526587, 120.47886331045919",1,40.0,屏東分局,
—,QMA01599,厚生里,屏東縣屏東市厚生里30鄰建武路2號之2,"22.66551568564304, 120.479501795115",1,37.0,屏東分局,
—,QMA01539,厚生里,屏東縣屏東市厚生里22鄰建武路65號,"22.667611785339467, 120.47982972580341",1,42.0,屏東分局,
—,QMA01540,厚生里,屏東縣屏東市厚生里22鄰建武路67號,"22.66762128523909, 120.47983302580347",1,42.0,屏東分局,
—,QMA01541,厚生里,屏東縣屏東市厚生里34鄰建武路68號,"22.667516785353197, 120.48006126813138",1,71.0,屏東分局,
—,QMA01531,厚生里,屏東縣屏東市厚生里18鄰建武路115號,"22.6684096851818, 120.4799351681313",1,43.0,屏東分局,
—,QMA01532,厚生里,屏東縣屏東市厚生里18鄰建武路117號,"22.668459785255827, 120.47996102580349",1,43.0,屏東分局,
—,QMA01604,厚生里,屏東縣屏東市厚生里29鄰和平路56號,"22.666749685626876, 120.47885695463941",1,45.0,屏東分局,
—,QMA01526,厚生里,屏東縣屏東市厚生里22鄰和平路62號,"22.66754598566653, 120.47877086813139",1,47.0,屏東分局,
—,QMA01693,厚生里,屏東縣屏東市厚生里23鄰建民路40號,"22.66656548549102, 120.48116996813144",1,252.0,屏東分局,
—,QMA01603,厚生里,屏東縣屏東市厚生里30鄰四維路102號之7,"22.666198485746534, 120.47935969696736",1,71.0,屏東分局,
—,QMA01672,厚生里,屏東縣屏東市厚生里06鄰光明街69號,"22.667087885972435, 120.48281131045927",1,28.0,屏東分局,
—,QMA01530,厚生里,屏東縣屏東市厚生里17鄰建華一街300號,"22.669098285117286, 120.47988891045927",1,45.0,屏東分局,
—,QMA01533,厚生里,屏東縣屏東市厚生里19鄰建華一街342號,"22.669176185112928, 120.47877009696744",1,36.0,屏東分局,
—,QMA01534,厚生里,屏東縣屏東市厚生里19鄰建華一街344號,"22.66921248510753, 120.47881936813147",1,36.0,屏東分局,
—,QMA01784,永光里,屏東縣屏東市永光里06鄰光復路308號之5,"22.669470862540482, 120.47637225949912",1,40.0,屏東分局,
—,QMA01785,永光里,屏東縣屏東市永光里06鄰光復路308號之6,"22.669434975164734, 120.47630989814358",1,40.0,屏東分局,
—,QMA01892,永光里,屏東縣屏東市永光里05鄰民族路492號,"22.67153073778286, 120.47624363898704",1,35.0,屏東分局,
—,QMA01894,永光里,屏東縣屏東市永光里02鄰九江街24號,"22.67163429462063, 120.47691795378579",1,22.0,屏東分局,
—,QMA01786,永光里,屏東縣屏東市永光里03鄰靖華巷1號之1,"22.669350382847746, 120.47538514410162",1,33.0,屏東分局,
—,QMA01749,長安里,屏東縣屏東市長安里09鄰光復路378號之2,"22.667930699924796, 120.47086412985196",1,42.0,屏東分局,
鶴聲國小/儒林樓,QMA02003,崇武里,屏東縣屏東市崇武里04鄰建國路121號,"22.664979437392585, 120.47953438898325",1,1304.0,屏東分局,共有4處、總計可容納人數2793人
鶴聲國小/祥和樓,QMA02004,崇武里,屏東縣屏東市崇武里04鄰建國路121號,"22.664945392618204, 120.47911502777073",1,808.0,屏東分局,共有4處、總計可容納人數2793人
鶴聲國小/群賢樓,QMA02005,崇武里,屏東縣屏東市崇武里04鄰建國路121號,"22.66472840601342, 120.47952182891443",1,215.0,屏東分局,共有4處、總計可容納人數2793人
鶴聲國小/松鶴樓,QMA02006,崇武里,屏東縣屏東市崇武里04鄰建國路121號,"22.66474429360098, 120.47991044517003",1,466.0,屏東分局,共有4處、總計可容納人數2793人
高雄榮民總醫院/屏東分院,QMA02172,崇武里,屏東縣屏東市崇武里14鄰榮總東路1號,"22.662945219648872, 120.47537619242226",1.2,19344.0,屏東分局,
崇大新城大樓,QMA01988,崇武里,屏東縣屏東市崇武里02鄰華盛街7號,"22.662898666167738, 120.47867306128809",1.2,29728.0,屏東分局,
高雄榮民總醫院/宿舍,QMA02175,崇武里,屏東縣屏東市崇武里14鄰華盛一街56號,"22.66420744353833, 120.47635124718956",1,2795.0,屏東分局,
大同國小/行政樓,QMA01927,安鎮里,屏東縣屏東市安鎮里02鄰建國路202號,"22.6660784583075, 120.47662475820668",1,414.0,屏東分局,共有2處、總計可容納人數491人
大同國小/教專中心,QMA01928,安鎮里,屏東縣屏東市安鎮里02鄰建國路202號,"22.6659779445447, 120.47626910659741",1,77.0,屏東分局,共有2處、總計可容納人數491人
—,QMA01763,安鎮里,屏東縣屏東市安鎮里21鄰建國路248號,"22.66530765313981, 120.47457875706007",1,51.0,屏東分局,
—,QMA01757,安鎮里,屏東縣屏東市安鎮里21鄰建國路250號,"22.66528554943438, 120.47438170946405",1,52.0,屏東分局,
—,QMA01758,安鎮里,屏東縣屏東市安鎮里21鄰建國路254號,"22.66526997920542, 120.47420141445883",1,57.0,屏東分局,
—,QMA01760,安鎮里,屏東縣屏東市安鎮里21鄰建國路258號,"22.665289118460432, 120.4738663915448",1,44.0,屏東分局,
—,QMA01761,安鎮里,屏東縣屏東市安鎮里21鄰建國路260號,"22.665248974564665, 120.47375648034098",1,44.0,屏東分局,
—,QMA01762,安鎮里,屏東縣屏東市安鎮里21鄰建國路262號,"22.665282334809827, 120.4737338248976",1,44.0,屏東分局,
—,QMA01765,安鎮里,屏東縣屏東市安鎮里21鄰建國路286號,"22.66529386318033, 120.47303056118801",1,45.0,屏東分局,
—,QMA01764,安鎮里,屏東縣屏東市安鎮里21鄰建國路288號,"22.665208035944886, 120.4730062056429",1,44.0,屏東分局,
—,QMA01767,安鎮里,屏東縣屏東市安鎮里21鄰建國路290號,"22.665206893380525, 120.4729579881401",1,50.0,屏東分局,
—,QMA01766,安鎮里,屏東縣屏東市安鎮里21鄰建國路292號,"22.665224257675526, 120.47291671178293",1,40.0,屏東分局,
—,QMA01768,安鎮里,屏東縣屏東市安鎮里21鄰建國路294號,"22.665149574481703, 120.47293780389393",1,40.0,屏東分局,
—,QMA01769,安鎮里,屏東縣屏東市安鎮里21鄰建國路296號,"22.665151069055852, 120.47283492166979",1,40.0,屏東分局,
