電腦編號,建築物名稱,里別,緯度,經度,避難樓層,容量,轄管分局,備註
EQA00069,私人住宅,光華里,24.917404,121.182429,B1,177.0,楊梅分局,
EQA00070,私人住宅,光華里,24.917404,121.182429,B1,347.0,楊梅分局,
EQA00072,私人住宅,光華里,24.916831,121.181021,B1,23.0,楊梅分局,
EQA00074,私人住宅,光華里,24.909368,121.180712,B1,12.0,楊梅分局,
EQA00076,私人住宅,光華里,24.910348,121.180652,B1,198.0,楊梅分局,
EQA00077,私人住宅,光華里,24.913455,121.182315,B1,38.0,楊梅分局,
EQA00079,美亞鋼管,青山里,24.922604,121.180618,B1,124.0,楊梅分局,
EQA00083,私人住宅,仁美里,24.92046,121.183685,B1,125.0,楊梅分局,
EQA00084,私人住宅,仁美里,24.920472,121.183743,B1,97.0,楊梅分局,
EQA00086,私人住宅,永寧里,24.900532,121.14605,B3,1494.0,楊梅分局,
EQA00087,大東電業廠,瑞坪里,24.904067,121.180278,B1,313.0,楊梅分局,
EQA00089,新隆儲運公司,瑞塘里,24.90571,121.175536,B1,788.0,楊梅分局,
EQA00090,崇友實業,瑞坪里,24.895299,121.181103,B1,133.0,楊梅分局,
EQA00091,大同公司第二廠,瑞坪里,24.901567,121.179172,B1,377.0,楊梅分局,
EQA00093,連結鑄造公司,瑞坪里,24.902807,121.178508,B1,275.0,楊梅分局,
EQA00096,林內瓦斯,瑞坪里,24.898768,121.18171,B1,277.0,楊梅分局,
EQA00097,私人住宅,三民里,24.904609,121.174139,B1,1002.0,楊梅分局,
EQA00098,私人住宅,瑞塘里,24.906534,121.175916,B1,596.0,楊梅分局,
EQA00103,私人住宅,瑞塘里,24.912341,121.173741,B1,221.0,楊梅分局,
EQA00105,治平高中,埔心里,24.915713,121.186455,B1,1360.0,楊梅分局,
EQA00107,私人住宅,瑞塘里,24.913826,121.17711,B1,540.0,楊梅分局,
EQA00109,私人住宅,仁美里,24.918527,121.185611,B1,449.0,楊梅分局,
EQA00112,楊明國小,楊明里,24.911665,121.157485,B1,1097.0,楊梅分局,
EQA00116,楊心國小,楊梅里,24.912069,121.140793,B1,350.0,楊梅分局,
EQA00117,大華中學,金溪里,24.882453,121.170568,B1,875.0,楊梅分局,
EQA00118,私人住宅,金溪里,24.884647,121.169131,B1,95.0,楊梅分局,
EQA00119,私人住宅,金溪里,24.884179,121.169002,B1,518.0,楊梅分局,
EQA00120,私人住宅,梅溪里,24.908535,121.166816,B1,111.0,楊梅分局,
EQA00121,私人住宅,三民里,24.908541,121.165578,B2,918.0,楊梅分局,
EQA00122,私人住宅,三民里,24.905383,121.173391,B1,986.0,楊梅分局,
EQA00123,私人住宅,金溪里,24.88517,121.169094,B1,861.0,楊梅分局,
EQA00125,私人住宅,金溪里,24.884992,121.169202,B1,610.0,楊梅分局,
EQA00127,國泰大樓,梅溪里,24.909362,121.169432,B1,477.0,楊梅分局,
EQA00128,私人住宅,三民里,24.908087,121.168113,B1,86.0,楊梅分局,
EQA00130,中航物流,永平里,24.915067,121.177203,B1,612.0,楊梅分局,
EQA00131,國家公園社區,青山里,24.919665,121.168549,B1,1878.0,楊梅分局,
EQA00132,私人住宅,瑞塘里,24.90806,121.180013,B1,234.0,楊梅分局,
EQA00133,弘山塑膠V限公司,永平里,24.918577,121.17051,B1,135.0,楊梅分局,
EQA00134,幸孚水泥,仁美里,24.89763,121.159284,B1,161.0,楊梅分局,
EQA00135,鑑峰股份V限公司,永平里,24.918834,121.171189,B1,20.0,楊梅分局,
EQA00136,三愛石棉瓦,永平里,24.913314,121.168521,B1,100.0,楊梅分局,
EQA00137,喜洋洋大樓,永平里,24.916402,121.180429,B1,447.0,楊梅分局,
EQA00139,長達製線公司,永平里,24.919023,121.172076,B1,536.0,楊梅分局,
EQA00140,永平工商,永平里,24.919334,121.172615,B1,2011.0,楊梅分局,
EQA00141,連福橡膠楊梅廠,富岡里,24.929906,121.069371,B3,127.0,楊梅分局,
EQA00142,私立啟智技藝訓練中心-1,富豐里,24.925037,121.066232,B1,1484.0,楊梅分局,
EQA00143,私人住宅,富岡里,24.935315,121.08043,B1,26.0,楊梅分局,
EQA00144,私人住宅,富岡里,24.93531,121.080403,B1,27.0,楊梅分局,
EQA00145,富岡火車站,富岡里,24.934636,121.081649,B1,88.0,楊梅分局,
EQA00146,私人住宅,富岡里,24.935283,121.080184,B1,26.0,楊梅分局,
EQA00147,富源新象社區,富岡里,24.935937,121.079019,B1,515.0,楊梅分局,
EQA00148,大華金屬,豐野里,24.9390894,121.0758551,B1,446.0,楊梅分局,
EQA00149,私人住宅,豐野里,24.943338,121.07103,B1,143.0,楊梅分局,
EQA00150,交通部電信總局,員本里,,,B1,804.0,楊梅分局,
EQA00152,私人住宅,富岡里,24.938726,121.073264,B1,26.0,楊梅分局,
EQA00156,宏銅電纜,頭湖里,24.900887,121.105873,B1,215.0,楊梅分局,
EQA00159,戶政事務所,永寧里,24.89696,121.1476,B1,170.0,楊梅分局,
EQA00161,歐華公司,三湖里,24.913298,121.104151,B1,103.0,楊梅分局,
EQA00163,亞力電機,上湖里,24.898778,121.1032175,B1,593.0,楊梅分局,
EQA00164,潤泰工業,上湖里,24.913297,121.097585,B1,303.0,楊梅分局,
EQA00165,凱棉公司,上湖里,24.896282,121.103232,B1,80.0,楊梅分局,
EQA00166,明裕機械公司,上湖里,24.916213,121.05996,B1,383.0,楊梅分局,
EQA00167,潤弘工程,上湖里,24.899779,121.094537,B1,75.0,楊梅分局,
EQA00169,台利紙廠,瑞原里,24.924216,121.110213,B1,44.0,楊梅分局,
EQA00175,茂雄工業,瑞原里,24.928698,121.10738,B1,201.0,楊梅分局,
EQA00176,百侖大飯店,新屋里,24.972894,121.104184,B2,283.0,楊梅分局,
EQA00177,聯成鋼鐵,石磊里,24.988785,121.101247,B1,714.0,楊梅分局,
EQA00178,鴻翰建設,清華里,24.983668,121.106143,B1,1566.0,楊梅分局,
EQA00179,新屋國小,新生里,24.973461,121.099747,B1,818.0,楊梅分局,
EQA00181,力鵬實業,新榮里,24.955407,121.154746,B1,1808.0,楊梅分局,
EQA00182,景碩公司(石磊),石磊里,24.993251,121.098471,B1,81.0,楊梅分局,
EQA00183,旭磐電子股份有限公司,高上里,24.930459,121.160603,B1,40.0,楊梅分局,
EQA00184,立多祿工業,青山里,24.92494,121.17055,B1,231.0,楊梅分局,
EQA00185,特力股份有限公司,高上里,24.931892,121.162836,B1,3897.0,楊梅分局,
EQA00186,萬燕有限公司,高上里,24.931562,121.160665,B1,810.0,楊梅分局,
EQA00187,茂康股份有限公司,高上里,24.931206,121.160707,B1,42.0,楊梅分局,
EQA00188,濂達科技,高上里,24.923946,121.164719,B1,72.0,楊梅分局,
EQA00189,力揚工業,高上里,24.923143,121.164719,B1,35.0,楊梅分局,
EQA00190,年程科技,高上里,24.923545,121.164365,B1,51.0,楊梅分局,
EQA00192,曜升興業,高上里,24.928712,121.160297,B1,34.0,楊梅分局,
EQA00195,楊梅高中-1,高上里,24.92232,121.14738,B1,263.0,楊梅分局,
EQA00196,擴益實業,高上里,24.92678,121.161512,B1,218.0,楊梅分局,
EQA00198,啟祥(原-中國力霸),埔頂里,24.958359,121.112798,B1,4113.0,楊梅分局,
EQA00199,高源橡膠,埔頂里,24.957558,121.113866,B1,145.0,楊梅分局,
EQA00201,志聯工業,埔頂里,24.963202,121.093296,B1,1777.0,楊梅分局,
EQA00202,景碩公司(清華),清華里,24.984188,121.106135,B1,290.0,楊梅分局,
EQA00213,利華羊毛,頭洲里,24.968581,121.136524,B1,578.0,楊梅分局,
EQA00215,佰歲實業,頭洲里,24.948044,121.140898,B1,80.0,楊梅分局,
EQA00216,太平洋自行車,永安里,24.986071,121.027668,B1,171.0,楊梅分局,
EQA00217,欣冠鑄造公司,永安里,24.979694,121.036971,B1,140.0,楊梅分局,
EQA00218,私人住宅,頭洲里,24.964934,121.139899,B1,329.0,楊梅分局,
EQA00220,私人住宅,楊明里,24.912167,121.159964,B3,2679.0,楊梅分局,
EQA00221,鈺新金屬公司,永安里,24.983231,121.03335,B1,72.0,楊梅分局,
EQA00222,台灣神東化學公司,永安里,24.985989,121.028428,B1,222.0,楊梅分局,
EQA00223,萬隆紙廠,永安里,24.985532,121.028936,B1,96.0,楊梅分局,
EQA00224,永豐餘公司新屋廠,永安里,24.981036,121.04001,B1,556.0,楊梅分局,
EQA00225,香港商頻果日報,永安里,24.985967,121.026837,B1,172.0,楊梅分局,
EQA00226,私人住宅,金龍里,24.911856,121.184816,B2,3841.0,楊梅分局,
EQA00227,友騰股份有限公司,永安里,24.981916,121.040223,B1,4595.0,楊梅分局,
EQA00228,中壢電信永安機房,永安里,,,B1,354.0,楊梅分局,
EQA00229,駿瀚生化股份公司,永安里,24.98372,121.031792,B1,36.0,楊梅分局,
EQA00230,福基實業,永安里,24.983656,121.031747,B1,77.0,楊梅分局,
EQA00231,欣冠鑄造公司(工具間),永安里,24.979723,121.039154,B1,140.0,楊梅分局,
EQA00232,佳真電子公司,永安里,24.983311,121.034414,B1,75.0,楊梅分局,
EQA00233,士林紙廠,笨港里,24.981772,121.024339,B1,170.0,楊梅分局,
EQA00234,敏成股份有限公司,赤欄里,24.979364,121.07052,B1,42.0,楊梅分局,
EQA00235,五洲製藥,赤欄里,24.984915,121.075033,B1,36.0,楊梅分局,
EQA00236,永福非營利幼兒園,永寧里,24.898483,121.146343,B1,253.0,楊梅分局,
EQA00238,農委會農業改良場,後庄里,24.954831,121.027299,B1,218.0,楊梅分局,
EQA00239,農委會農業改良場-2,後庄里,24.954831,121.027299,B1,13.0,楊梅分局,
EQA00241,台北新都凱撒社區,裕新里,24.899555,121.156934,B2,6443.0,楊梅分局,
EQA00242,肥特補科技,永平里,24.917532,121.169974,B1,264.0,楊梅分局,
EQA00243,私人住宅,楊明里,24.911221,121.154124,B1,2637.0,楊梅分局,
EQA00244,世紀新都,瑞塘里,24.909217,121.172792,B1,186.0,楊梅分局,
EQA00246,友嘉科技,高山里,24.922949,121.152444,B1,3043.0,楊梅分局,
EQA00247,甘氏貿易,高上里,24.923143,121.164719,B1,282.0,楊梅分局,
EQA00248,楊梅高中-2,高山里,24.921743,121.14679,B1,2358.0,楊梅分局,
EQA00249,匯錄公司,高上里,24.928637,121.158797,B1,93.0,楊梅分局,
EQA00250,添泉捲門材料,員本里,24.93098,121.099045,B1,73.0,楊梅分局,
EQA00251,富岡國小,豐野里,24.937422,121.078509,B1,548.0,楊梅分局,
EQA00252,潤泰紡織,上湖里,24.899779,121.094537,B1,408.0,楊梅分局,
EQA00253,台灣佰林不織布,瑞原里,24.923597,121.114055,B1,363.0,楊梅分局,
EQA00254,富登公司,瑞原里,24.926466,121.116333,B1,511.0,楊梅分局,
EQA00255,台灣明尼蘇達礦業,頭湖里,24.899342,121.110218,B1,778.0,楊梅分局,
EQA00256,長曜鋁業,三湖里,24.914593,121.098419,B1,42.0,楊梅分局,
EQA00257,鉅祥企業,九斗里,24.962244,121.138412,B1,191.0,楊梅分局,
EQA00258,奇新實業,四維里,24.914322,121.180967,B3,2022.0,楊梅分局,
EQA00260,楊梅農會富岡辦事處,富岡里,,,B1,326.0,楊梅分局,
EQA00261,太業科技,員本里,24.930708,121.099036,B1,67.0,楊梅分局,
EQA00262,永振膠帶,員本里,24.932491,121.099137,B1B2,197.0,楊梅分局,
EQA00263,私人住宅,楊梅里,24.915999,121.14356,B3,1737.0,楊梅分局,
EQA00264,橡榮電子,大平里,24.911565,121.133105,B1,3143.0,楊梅分局,
EQA00265,四維國小,光華里,24.913078,121.181956,B1,645.0,楊梅分局,
EQA00269,銀嘉企業,高上里,24.926739,121.163442,B1,61.0,楊梅分局,
EQA00270,喬輝企業,高上里,24.927858,121.158718,B1,95.0,楊梅分局,
EQA00271,衛斯實業,高上里,24.928868,121.159907,B1,366.0,楊梅分局,
EQA00273,私立啟智技藝訓練中心-1,富豐里,24.925863,121.066704,B1,454.0,楊梅分局,
EQA00274,亞洲碳素股份有限公司,東明里,24.965291,121.088505,B1,1618.0,楊梅分局,
EQA00275,桃源山水社區,東流里,24.891486,121.114144,B1,5308.0,楊梅分局,
EQA00276,國高紙器,高上里,24.92753,121.158358,B1,1617.0,楊梅分局,
EQA00277,寶潔廢棄物清潔公司,高上里,24.928858,121.158399,B1,1094.0,楊梅分局,
EQA00278,昌寰實業,高上里,24.927767,121.161378,B1,58.0,楊梅分局,
EQA00279,私人住宅,四維里,24.915093,121.182254,B1,112.0,楊梅分局,
EQA00280,鴻喜鴻紙業,員本里,24.932874,121.099009,B1,168.0,楊梅分局,
EQA00281,天主堂,新屋里,24.972264,121.101256,B1,386.0,楊梅分局,
EQA00283,台灣富綢纖維-1,富岡里,24.932727,121.083722,B1,293.0,楊梅分局,
EQA00284,台灣富綢纖維-2,富岡里,24.932727,121.083722,B1,2298.0,楊梅分局,
EQA00285,南誠羽毛實業,富豐里,24.926079,121.10135,B1,90.0,楊梅分局,
EQA00286,潤泰紡織-2,上湖里,24.895856,121.091079,B1,5790.0,楊梅分局,
EQA00287,岳豐電業,九斗里,24.969745,121.13526,B1,988.0,楊梅分局,
EQA00288,高榮國小,高上里,24.936647,121.161535,B1,276.0,楊梅分局,
EQA00289,和泰汽車,高上里,24.925946,121.154309,B1,795.0,楊梅分局,
EQA00290,正源企業(原名青昊企業)-1,高上里,24.924799,121.164868,B1,127.0,楊梅分局,
EQA00291,上海商業儲蓄銀行,楊梅里,,,B1,443.0,楊梅分局,
EQA00293,楊梅老人會館,梅新里,24.903215,121.148437,B1,1896.0,楊梅分局,
EQA00294,中華電信,梅溪里,,,B2,975.0,楊梅分局,
EQA00295,惟一高爾夫球,永平里,24.916532,121.173066,B1,102.0,楊梅分局,
EQA00296,岳生生技,青山里,24.923214,121.172022,B1,93.0,楊梅分局,
EQA00297,營暢企業,高上里,24.930327,121.159224,B1,140.0,楊梅分局,
EQA00298,兆元二廠,高上里,24.923143,121.164719,B1,26.0,楊梅分局,
EQA00299,勞委會職訓中心,秀才里,24.888439,121.1337,B1,984.0,楊梅分局,
EQA00301,私人住宅,三民里,24.906191,121.171783,B1,584.0,楊梅分局,
EQA00302,台灣電綜公司,瑞坪里,24.902934,121.174967,B1,116.0,楊梅分局,
EQA00303,大爭工業,高上里,24.926351,121.163556,B1,120.0,楊梅分局,
EQA00304,百源實業,高上里,24.930054,121.157686,B1,192.0,楊梅分局,
EQA00305,華新科技,高上里,24.925165,121.156528,B2,2281.0,楊梅分局,
EQA00306,建榮工業材料,瑞原里,24.931486,121.115304,B1,167.0,楊梅分局,
EQA00307,潤泰紡織-3,上湖里,24.895856,121.091079,B1,118.0,楊梅分局,
EQA00308,大年自動化機械,員本里,24.934707,121.097702,B1,77.0,楊梅分局,
EQA00309,太佳開發,三民里,24.907787,121.1653,B2,2645.0,楊梅分局,
EQA00310,太佳開發,三民里,24.908519,121.165242,B2,1873.0,楊梅分局,
EQA00311,天主教會新竹教區,埔心里,24.918203,121.182697,B1,204.0,楊梅分局,
EQA00312,榮康科技公司,水美里,24.911167,121.13568,B1,175.0,楊梅分局,
EQA00313,瀚宇彩晶,高上里,24.925201,121.160426,B2,690.0,楊梅分局,
EQA00314,陽明皇家社區,中山里,24.910046,121.156683,B2,1405.0,楊梅分局,
EQA00316,大閥精密工業,高上里,24.927974,121.160841,B1,148.0,楊梅分局,
EQA00317,科橋電子,員本里,24.935265,121.09779,B1,2164.0,楊梅分局,
EQA00318,宏驊針織,永平里,24.917489,121.17084,B1,1227.0,楊梅分局,
EQA00319,瑞塘國小,瑞塘里,24.90825,121.179762,B1,973.0,楊梅分局,
EQA00321,新泰伸銅工業,員本里,24.93285,121.099536,B1,2930.0,楊梅分局,
EQA00322,德宏工業,三湖里,24.913974,121.102503,B1,381.0,楊梅分局,
EQA00323,六合機械(新屋廠),清華里,24.971633,121.121138,B1,952.0,楊梅分局,
EQA00324,中華電信研究院,新榮里,,,B2,885.0,楊梅分局,
EQA00325,富俋吉祥社區,中山里,24.9082279,121.150935,B1,1100.0,楊梅分局,
EQA00326,勞委會職訓中心,秀才里,24.888284,121.131544,B1,2152.0,楊梅分局,
EQA00327,私人住宅,梅溪里,24.905337,121.174193,B3,588.0,楊梅分局,
EQA00328,世聯倉運,青山里,24.922387,121.173324,B1,4121.0,楊梅分局,
EQA00329,福隆硬鉻,高上里,24.926583,121.165025,B1,51.0,楊梅分局,
EQA00330,岳豐科技,九斗里,24.969742,121.133078,B1,1096.0,楊梅分局,
EQA00332,富岡國小,豐野里,24.937303,121.080521,B1,181.0,楊梅分局,
EQA00333,仁愛之家,高榮里,24.924238,121.180863,B1,164.0,楊梅分局,
EQA00334,新屋高中,新屋里,24.970544,121.099537,B1,2225.0,楊梅分局,
EQA00335,宏吉欣業公司,三湖里,24.912787,121.12204,B1,161.0,楊梅分局,
EQA00336,欣桃天然氣,四維里,,,B1,154.0,楊梅分局,
EQA00337,新復興微波通訊,望間里,24.940846,121.063925,B1,390.0,楊梅分局,
EQA00338,光華新村,光華里,24.917123,121.182518,B2,4579.0,楊梅分局,
EQA00339,豪倫電子,高上里,24.927895,121.16853,B2,505.0,楊梅分局,
EQA00340,樂士電機,瑞原里,24.924862,121.117512,B1,518.0,楊梅分局,
EQA00341,位速科技,高上里,24.929079,121.159322,B1,875.0,楊梅分局,
EQA00342,名座花園,梅溪里,24.907107,121.174262,B1,4579.0,楊梅分局,
EQA00343,私人住宅,永寧里,24.90053,121.14605,B2,641.0,楊梅分局,
EQA00344,中華映管公司,中山里,24.905393,121.152746,B1,626.0,楊梅分局,
EQA00345,中華映管公司,中山里,24.905393,121.152746,B2,1708.0,楊梅分局,
EQA00346,私人住宅,楊明里,24.912806,121.159534,B1,1068.0,楊梅分局,
EQA00347,私人住宅,梅溪里,24.905446,121.174829,B1,2006.0,楊梅分局,
EQA00348,「欣巧家」華廈,水美里,24.918283,121.144312,B1,433.0,楊梅分局,
EQA00349,楊梅天成醫院,中山里,24.908911,121.155019,B3,2543.0,楊梅分局,
EQA00352,中華映管公司,中山里,24.903239,121.151131,B1,123.0,楊梅分局,
EQA00353,農會,新屋里,24.972328,121.105398,B1,572.0,楊梅分局,
EQA00354,私人住宅,四維里,24.909276,121.180217,B1,1179.0,楊梅分局,
EQA00355,楊梅國中,紅梅里,24.903329,121.14606,B1,325.0,楊梅分局,
EQA00356,私人住宅,三民里,24.90699,121.168193,B1,1897.0,楊梅分局,
EQA00357,瑞坪國中-1,瑞坪里,24.907008,121.178447,B1,585.0,楊梅分局,
EQA00358,私人住宅,梅溪里,24.90651,121.174649,B2,2438.0,楊梅分局,
EQA00360,景碩公司(清華),清華里,24.984188,121.106135,B1,290.0,楊梅分局,
EQA00361,麗盛真鑽社區,青山里,24.922399,121.17476,B1,3736.0,楊梅分局,
EQA00362,東森國際公司,永寧里,24.888078,121.159069,B1,347.0,楊梅分局,
EQA00363,東森國際公司,永寧里,24.886937,121.159998,B1,756.0,楊梅分局,
EQA00364,東森國際公司,永寧里,24.887016,121.159834,B2,1315.0,楊梅分局,
EQA00366,景碩科技公司-2,清華里,24.984188,121.106135,B1,5209.0,楊梅分局,
EQA00367,私人住宅,瑞坪里,24.906592,121.18091,B1,1770.0,楊梅分局,
EQA00368,中華汽車,秀才里,24.893194,121.136045,B1,1972.0,楊梅分局,
EQA00369,私人住宅,金溪里,24.90246,121.172596,B1,3371.0,楊梅分局,
EQA00370,私人住宅,四維里,24.91171,121.180297,B2,1493.0,楊梅分局,
EQA00371,台鐵管理局,埔心里,24.919303,121.181355,B1,52.0,楊梅分局,
EQA00372,東森國際公司,永寧里,24.886941,121.160043,B1,547.0,楊梅分局,
EQA00373,私人住宅,楊梅里,24.91528,121.14416,B2,1028.0,楊梅分局,
EQA00375,瑞埔國小,埔心里,24.916676,121.185571,B1,620.0,楊梅分局,
EQA00376,私人住宅,金溪里,24.884737,121.168897,B1,278.0,楊梅分局,
EQA00377,私人住宅,楊梅里,24.911009,121.142833,B3,824.0,楊梅分局,
EQA00378,太平洋自行車博物館,永安里,24.986031,121.032162,B1,1175.0,楊梅分局,
EQA00379,台灣載帶,高上里,24.924486,121.163705,B1,1140.0,楊梅分局,
EQA00380,瑞坪國中-2,瑞坪里,24.907008,121.178447,B1,192.0,楊梅分局,
EQA00381,大同國小,大同里,24.910993,121.146123,B1,121.0,楊梅分局,
EQA00382,桂冠A+社區,永寧里,24.902445,121.147378,B2,1500.0,楊梅分局,
EQA00383,瑞坪國中-3,瑞坪里,24.907008,121.178447,B1,132.0,楊梅分局,
EQA00385,楊梅區農會,楊梅里,,,B2,785.0,楊梅分局,
EQA00386,私人住宅,梅溪里,24.912727,121.166821,B2,3347.0,楊梅分局,
EQA00387,優美彩藝包裝有限公司,員本里,24.929302,121.099243,B1,781.0,楊梅分局,
EQA00388,大樓,楊明里,24.912238,121.155814,B2,440.0,楊梅分局,
EQA00389,私人住宅,瑞溪里,24.905618,121.174934,B3,3134.0,楊梅分局,
EQA00390,私人住宅,楊明里,24.912999,121.161862,B3,919.0,楊梅分局,
EQA00391,私人住宅,梅溪里,24.91215,121.166608,8,941.0,楊梅分局,
EQA00392,私人住宅,頭洲里,24.961231,121.156703,B2,1540.0,楊梅分局,
EQA00393,"富華股份有限公司
",社子里,24.959959,121.086896,B1,1205.0,楊梅分局,
EQA00394,正源企業(原名青昊企業)-2,高上里,24.924993,121.167045,B1,1267.0,楊梅分局,
EQA00395,私人住宅,豐野里,24.935666,121.08461,B1,470.0,楊梅分局,
EQA00396,私人住宅,瑞塘里,24.909237,121.176759,B1,1087.0,楊梅分局,
EQA00397,私人住宅,楊明里,24.911856,121.160185,B3,2108.0,楊梅分局,
EQA00398,私人住宅,雙榮里,24.955607,121.171275,B2,1661.0,楊梅分局,
EQA00399,私人住宅,大同里,24.911816,121.151211,B2,853.0,楊梅分局,
EQA00400,私人住宅,大平里,24.905628,121.129008,B1,322.0,楊梅分局,
EQA00401,私人住宅,楊明里,24.911784,121.159915,B1,3373.0,楊梅分局,
EQA00402,楊梅國中-2,紅梅里,24.903329,121.14606,B1,902.0,楊梅分局,
EQA00404,台鐵富岡基地,富豐里,24.932454,121.070466,B1,204.0,楊梅分局,
EQA00405,私人住宅,上湖里,24.917063,121.067054,B1,440.0,楊梅分局,
EQA00406,偉盟五金製品有限公司,中山里,24.905757,121.156532,B1,590.0,楊梅分局,
EQA00407,怡仁醫院-2,大同里,24.971218,121.155544,B1,322.0,楊梅分局,
EQA00408,太平洋電纜(苑竣唐),新榮里,24.949639,121.161461,B1,1662.0,楊梅分局,
EQA00409,大清SUPER,高榮里,24.945788,121.17144,B1,3181.0,楊梅分局,
EQA00410,私人住宅,瑞塘里,24.909119,121.176037,B1,2330.0,楊梅分局,
EQA00411,私人住宅,瑞塘里,24.910932,121.176917,B1,1613.0,楊梅分局,
EQA00412,私人住宅,瑞塘里,24.908937,121.174018,B1,816.0,楊梅分局,
EQA00413,私人住宅,楊江里,24.909073,121.143524,B1,556.0,楊梅分局,
EQA00414,私人住宅,瑞溪里,24.909325,121.172887,B1,5467.0,楊梅分局,
EQA00415,私人住宅,中山里,24.906888,121.157887,B1,3252.0,楊梅分局,
EQA00416,私人住宅,四維里,24.916015,121.178867,B1,4000.0,楊梅分局,
EQA00417,私人住宅,楊明里,24.911623,121.1592,B1,4395.0,楊梅分局,
EQA00418,益欣學學社區,楊明里,24.912469,121.156694,B3,1321.0,楊梅分局,
EQA00419,私人住宅,青山里,24.921116,121.17103,B1,1151.0,楊梅分局,
EQA00420,私人住宅,瑞塘里,24.908702,121.17739,B1,3170.0,楊梅分局,
EQA00421,私人住宅,楊梅里,24.915282,121.143951,B1,1847.0,楊梅分局,
EQA00422,曜城市社區,楊梅里,24.911894,121.146431,B1,901.0,楊梅分局,
