電腦編號,鄉鎮市區,村里別,地址,經度,緯度,避難樓層,可容納人數,轄管分局
44,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路1166號,"120.301637 ","22.663954 ",B2,5224.0,鼓山分局
45,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路1503之10號,"120.299981 ","22.664774 ",B1,2148.0,鼓山分局
46,鼓山區,明誠里,高雄市鼓山區明誠里明華路271號,"120.301214 ","22.664861 ",B1,458.0,鼓山分局
47,鼓山區,明誠里,高雄市鼓山區明誠里文忠路76之5號,"120.297756 ","22.665693 ",B2,956.0,鼓山分局
48,鼓山區,明誠里,高雄市鼓山區明誠里文信路331號,"120.298862 ","22.665066 ",B3,924.0,鼓山分局
49,鼓山區,明誠里,高雄市鼓山區明誠里文信路262號,"120.293931 ","22.659358 ",B2,2520.0,鼓山分局
50,鼓山區,明誠里,高雄市鼓山區明誠里昌盛路391號,"120.302364 ","22.665379 ",B2,3339.0,鼓山分局
51,鼓山區,明誠里,高雄市鼓山區明誠里南屏路501號,"120.293982 ","22.659749 ",B1,1626.0,鼓山分局
52,鼓山區,明誠里,高雄市鼓山區明誠里昌盛路22號,"120.301636 ","22.663967 ",B1,1664.0,鼓山分局
53,鼓山區,明誠里,高雄市鼓山區明誠里南屏路538號,"120.298660 ","22.665661 ",B4,844.0,鼓山分局
54,鼓山區,明誠里,高雄市鼓山區明誠里文信路216號,"120.293615 ","22.655322 ",B1,2206.0,鼓山分局
55,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路1141號,"120.300310 ","22.665057 ",B1,887.0,鼓山分局
56,鼓山區,明誠里,高雄市鼓山區明誠里文忠路121號,"120.298986 ","22.665057 ",B2,628.0,鼓山分局
57,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路1930號,"120.302949 ","22.663425 ",B2,1686.0,鼓山分局
58,鼓山區,明誠里,高雄市鼓山區明誠里篤敬路65號,"120.302366 ","22.665389 ",B3,1235.0,鼓山分局
59,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路1912號,"120.299573 ","22.663346 ",B2,1600.0,鼓山分局
60,鼓山區,明誠里,高雄市鼓山區明誠里文信路257號,"120.302137 ","22.663247 ",B2,3474.0,鼓山分局
61,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路1101號,"120.300287 ","22.665499 ",B1,1435.0,鼓山分局
62,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路2126號,"120.296305 ","22.661847 ",B1,1797.0,鼓山分局
63,鼓山區,明誠里,高雄市鼓山區明誠里南屏路509號,"120.293769 ","22.654076 ",B3,2093.0,鼓山分局
64,鼓山區,明誠里,高雄市鼓山區明誠里文忠路119號,"120.301445 ","22.662586 ",B1,607.0,鼓山分局
65,鼓山區,明誠里,高雄市鼓山區明誠里博愛二路345號,"120.299008 ","22.665298 ",B3,1571.0,鼓山分局
66,鼓山區,明誠里,高雄市鼓山區明誠里南屏路539號,"120.298717 ","22.664095 ",B2,1680.0,鼓山分局
67,鼓山區,明誠里,高雄市鼓山區明誠里明華路273號,"120.300445 ","22.657153 ",B1,511.0,鼓山分局
68,鼓山區,明誠里,高雄市鼓山區明誠里明華路349號,"120.300901 ","22.662728 ",B3,2205.0,鼓山分局
69,鼓山區,明誠里,高雄市鼓山區明誠里南屏路499號,"120.295921 ","22.664672 ",B1、B2、B3,1272.0,鼓山分局
70,鼓山區,明誠里,高雄市鼓山區明誠里民泰街13號,"120.299366 ","22.663328 ",B1、B2,665.0,鼓山分局
71,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路2192號,"120.293763 ","22.654085 ",B1,1693.0,鼓山分局
72,鼓山區,明誠里,高雄市鼓山區明誠里明華路338號,"120.297555 ","22.665306 ",B1、B2,2229.0,鼓山分局
73,鼓山區,明誠里,高雄市鼓山區明誠里文忠路72之5號,"120.300314 ","22.662998 ",B1、B2,1411.0,鼓山分局
74,鼓山區,明誠里,高雄市鼓山區明誠里昌盛路310號,"120.297324 ","22.665099 ",B1、B2、B3,1014.0,鼓山分局
75,鼓山區,明誠里,高雄市鼓山區明誠里南屏路849號,"120.300446 ","22.657164 ",B1,6134.0,鼓山分局
76,鼓山區,明誠里,高雄市鼓山區明誠里明華路298號,"120.294298 ","22.658245 ",B1、B2,2826.0,鼓山分局
77,鼓山區,明誠里,高雄市鼓山區明誠里文忠路189號,"120.299274 ","22.665074 ",B3,912.0,鼓山分局
78,鼓山區,明誠里,高雄市鼓山區明誠里明華路257號,"120.301595 ","22.664428 ",B2,920.0,鼓山分局
79,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路1509之8號,"120.298835 ","22.663957 ",B3,939.0,鼓山分局
80,鼓山區,明誠里,高雄市鼓山區明誠里文忠路92號,"120.300005 ","22.657094 ",B1,404.0,鼓山分局
81,鼓山區,明誠里,高雄市鼓山區明誠里明華路280號,"120.299559 ","22.665077 ",B1,2412.0,鼓山分局
82,鼓山區,明誠里,高雄市鼓山區明誠里文忠路151號,"120.302291 ","22.665050 ",B1、B2、B3,2325.0,鼓山分局
83,鼓山區,明誠里,高雄市鼓山區明誠里文信路246號,"120.302072 ","22.662728 ",B1,1842.0,鼓山分局
84,鼓山區,明誠里,高雄市鼓山區明誠里裕誠路1791號,"120.302020 ","22.664449 ",B4,3421.0,鼓山分局
85,鼓山區,明誠里,高雄市鼓山區明誠里文忠路93號,"120.302336 ","22.664753 ",B1、B2、B3,1758.0,鼓山分局
86,鼓山區,明誠里,高雄市鼓山區明誠里文信路211號,"120.292652 ","22.657647 ",B1,1203.0,鼓山分局
87,鼓山區,明誠里,高雄市鼓山區明誠里昌盛路302號,"120.293789 ","22.661353 ",B1、B2、B3、B4,3131.0,鼓山分局
88,鼓山區,明誠里,高雄市鼓山區明誠里南屏路847號,"120.301895 ","22.655004 ",B5,4682.0,鼓山分局
89,鼓山區,明誠里,高雄市鼓山區明誠里文忠路79號,"120.294766 ","22.663571 ",B1、B2、B3,1277.0,鼓山分局
90,鼓山區,明誠里,高雄市鼓山區明誠里文忠路1號,"120.297453 ","22.653972 ",B1、B2,929.0,鼓山分局
91,鼓山區,明誠里,高雄市鼓山區明誠里明華路366號,"120.292160 ","22.661608 ",B1、B2、B3、B4,2127.0,鼓山分局
92,鼓山區,明誠里,高雄市鼓山區明誠里文信路201號,"120.292505 ","22.653987 ",B1,811.0,鼓山分局
93,鼓山區,明誠里,高雄市鼓山區明誠里文信路192號,"120.302908 ","22.663263 ",B1、B2、B3,2487.0,鼓山分局
94,鼓山區,龍子里,高雄市鼓山區龍子里中華一路403之1號,"120.292546 ","22.654810 ",B1,678.0,鼓山分局
95,鼓山區,龍子里,高雄市鼓山區龍子里明誠三路714號,"120.298255 ","22.654527 ",B1,915.0,鼓山分局
96,鼓山區,龍子里,高雄市鼓山區龍子里龍德路58巷26號,"120.296034 ","22.653915 ",B1,178.0,鼓山分局
98,鼓山區,龍子里,高雄市鼓山區龍子里大順一路835號,"120.292348 ","22.650573 ",B1,1858.0,鼓山分局
100,鼓山區,龍子里,高雄市鼓山區龍子里龍德路249號,"120.292557 ","22.655394 ",B1,1757.0,鼓山分局
101,鼓山區,龍子里,高雄市鼓山區龍子里中華一路350號,"120.301481 ","22.655087 ",B1,889.0,鼓山分局
102,鼓山區,龍子里,高雄市鼓山區龍子里中華一路485號,"120.292499 ","22.654002 ",B1,1213.0,鼓山分局
103,鼓山區,龍子里,高雄市鼓山區龍子里博愛二路343號,"120.300909 ","22.657312 ",B1,589.0,鼓山分局
104,鼓山區,龍子里,高雄市鼓山區龍子里中華一路469號,"120.288358 ","22.653866 ",B1,211.0,鼓山分局
105,鼓山區,龍子里,高雄市鼓山區龍子里大順一路947號,"120.288915 ","22.654088 ",B2,4495.0,鼓山分局
106,鼓山區,龍子里,高雄市鼓山區龍子里大順一路1031號,"120.289164 ","22.654070 ",B3,10141.0,鼓山分局
108,鼓山區,龍子里,高雄市鼓山區龍子里中華一路2209號,"120.292346 ","22.650594 ",B1,412.0,鼓山分局
109,鼓山區,龍子里,高雄市鼓山區龍子里中華一路453號,"120.295122 ","22.660964 ",B3,1303.0,鼓山分局
110,鼓山區,龍子里,高雄市鼓山區龍子里大順一路617巷5號,"120.293263 ","22.660228 ",B1,1015.0,鼓山分局
111,鼓山區,龍子里,高雄市鼓山區龍子里美術東一路10號,"120.296141 ","22.655453 ",B2,2869.0,鼓山分局
112,鼓山區,龍子里,高雄市鼓山區龍子里龍文街71號,"120.288346 ","22.652370 ",B2,1412.0,鼓山分局
113,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路116號,"120.288797 ","22.663255 ",B2,5241.0,鼓山分局
114,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路132巷28號,"120.288907 ","22.654102 ",B2,1918.0,鼓山分局
115,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路132巷36號,"120.296072 ","22.656459 ",B2,1768.0,鼓山分局
116,鼓山區,龍子里,高雄市鼓山區龍子里龍文街23號,"120.296449 ","22.654779 ",B2,1333.0,鼓山分局
117,鼓山區,龍子里,高雄市鼓山區龍子里明誠三路673號,"120.295118 ","22.660976 ",B2,3451.0,鼓山分局
118,鼓山區,龍子里,高雄市鼓山區龍子里裕國街333號,"120.296878 ","22.656445 ",B2,2738.0,鼓山分局
119,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路68號,"120.292875 ","22.656188 ",B2,1665.0,鼓山分局
120,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路46號,"120.296882 ","22.656894 ",B2,4951.0,鼓山分局
121,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路470號,"120.288797 ","22.663273 ",B2,5739.0,鼓山分局
122,鼓山區,龍子里,高雄市鼓山區龍子里裕國街340號,"120.298349 ","22.656699 ",B2,1760.0,鼓山分局
123,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路120號,"120.287816 ","22.661666 ",B2,2392.0,鼓山分局
124,鼓山區,龍子里,高雄市鼓山區龍子里大順一路868號,"120.296285 ","22.655657 ",B2,3129.0,鼓山分局
125,鼓山區,龍子里,高雄市鼓山區龍子里龍德路399號,"120.287074 ","22.662032 ",B2,1931.0,鼓山分局
126,鼓山區,龍子里,高雄市鼓山區龍子里龍德路379號,"120.290015 ","22.661017 ",B2,1247.0,鼓山分局
127,鼓山區,龍子里,高雄市鼓山區龍子里裕國街129號,"120.296351 ","22.655875 ",B2,5294.0,鼓山分局
128,鼓山區,龍子里,高雄市鼓山區龍子里龍德路387號,"120.296578 ","22.655899 ",B3,1843.0,鼓山分局
129,鼓山區,龍子里,高雄市鼓山區龍子里大順一路638號,"120.294953 ","22.656783 ",B2,2000.0,鼓山分局
130,鼓山區,龍子里,高雄市鼓山區龍子里富農路96號,"120.295013 ","22.656780 ",B2,4260.0,鼓山分局
131,鼓山區,龍子里,高雄市鼓山區龍子里明誠四路212號,"120.295051 ","22.656777 ",B3,1554.0,鼓山分局
132,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路78號,"120.295091 ","22.656776 ",B1、B2,1216.0,鼓山分局
133,鼓山區,龍子里,高雄市鼓山區龍子里明誠四路256號,"120.288769 ","22.662261 ",B3,3294.0,鼓山分局
134,鼓山區,龍子里,高雄市鼓山區龍子里明誠四路43號,"120.292841 ","22.655306 ",B3,1975.0,鼓山分局
135,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路96號,"120.296028 ","22.654940 ",B2,2741.0,鼓山分局
136,鼓山區,龍子里,高雄市鼓山區龍子里龍德路355號,"120.288267 ","22.661740 ",B1、B2,2319.0,鼓山分局
137,鼓山區,龍子里,高雄市鼓山區龍子里富農路308號,"120.297343 ","22.657689 ",B1,172.0,鼓山分局
138,鼓山區,龍子里,高雄市鼓山區龍子里富農路306號,"120.300766 ","22.660689 ",B1,90.0,鼓山分局
139,鼓山區,龍子里,高雄市鼓山區龍子里富農路302號,"120.296045 ","22.657081 ",B1,90.0,鼓山分局
140,鼓山區,龍子里,高雄市鼓山區龍子里富農路300號,"120.296839 ","22.659851 ",B1,85.0,鼓山分局
141,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路436號,"120.301885 ","22.660964 ",B3,7357.0,鼓山分局
142,鼓山區,龍子里,高雄市鼓山區龍子里裕國街93號,"120.286514 ","22.662338 ",B1、B2,2247.0,鼓山分局
144,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路8號,"120.302493 ","22.655767 ",B1,2086.0,鼓山分局
145,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路161號,"120.287404 ","22.661916 ",B3,1339.0,鼓山分局
146,鼓山區,龍子里,高雄市鼓山區龍子里神農路183號,"120.297341 ","22.657702 ",B3,1590.0,鼓山分局
147,鼓山區,龍子里,高雄市鼓山區龍子里明誠三路471之1號,"120.300764 ","22.660699 ",B1,2390.0,鼓山分局
148,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路148號,"120.288259 ","22.663233 ",B2,1986.0,鼓山分局
149,鼓山區,龍子里,高雄市鼓山區龍子里至聖路450號,"120.288355 ","22.664404 ",B2,3111.0,鼓山分局
151,鼓山區,龍子里,高雄市鼓山區龍子里明誠三路435號,"120.296102 ","22.657609 ",B2,2447.0,鼓山分局
152,鼓山區,龍子里,高雄市鼓山區龍子里明誠四路276號,"120.297561 ","22.657622 ",B3,3808.0,鼓山分局
153,鼓山區,龍子里,高雄市鼓山區龍子里大順一路451號,"120.296161 ","22.655166 ",B2,2877.0,鼓山分局
154,鼓山區,龍子里,高雄市鼓山區龍子里明誠四路226號,"120.288809 ","22.663112 ",B1、B2、B3,2983.0,鼓山分局
155,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路177號,"120.292965 ","22.654112 ",B1、B2,1127.0,鼓山分局
156,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路325號,"120.297192 ","22.657129 ",B2,2355.0,鼓山分局
157,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路245號,"120.288798 ","22.663872 ",B2,3560.0,鼓山分局
159,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路271號,"120.298824 ","22.654957 ",B3,1592.0,鼓山分局
160,鼓山區,龍子里,高雄市鼓山區龍子里神農路207號,"120.300748 ","22.655781 ",B1、B2、B3、B4,3862.0,鼓山分局
161,鼓山區,龍子里,高雄市鼓山區龍子里神農路181號,"120.298976 ","22.656773 ",B1,3960.0,鼓山分局
163,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路30號,"120.296036 ","22.656815 ",B1、B2,1692.0,鼓山分局
164,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路468號,"120.296841 ","22.655615 ",B4,4217.0,鼓山分局
165,鼓山區,龍子里,高雄市鼓山區龍子里裕國街17號,"120.295558 ","22.659409 ",B1、B2、B3,1492.0,鼓山分局
166,鼓山區,龍子里,高雄市鼓山區龍子里龍德路378號,"120.297189 ","22.657142 ",B1,4071.0,鼓山分局
167,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路530號,"120.302199 ","22.654086 ",B1,4116.0,鼓山分局
168,鼓山區,龍子里,高雄市鼓山區龍子里大順一路863號,"120.288391 ","22.654070 ",B1,2437.0,鼓山分局
169,鼓山區,龍子里,高雄市鼓山區龍子里大順一路620號,"120.302826 ","22.660056 ",B4,1249.0,鼓山分局
170,鼓山區,龍子里,高雄市鼓山區龍子里富農路80號,"120.294336 ","22.656873 ",B3、B4,1996.0,鼓山分局
171,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路136號,"120.291801 ","22.666186 ",B1,1378.0,鼓山分局
172,鼓山區,龍子里,高雄市鼓山區龍子里龍德路295號,"120.291698 ","22.654924 ",B1,3728.0,鼓山分局
173,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路287號,"120.291402 ","22.665633 ",B1,6452.0,鼓山分局
174,鼓山區,龍子里,高雄市鼓山區龍子里龍勝路279號,"120.289429 ","22.666844 ",B1、B2、B3、B4、B5,3354.0,鼓山分局
175,鼓山區,龍子里,高雄市鼓山區龍子里龍德路37號,"120.292203 ","22.662277 ",B1、B2、B3,2727.0,鼓山分局
176,鼓山區,龍子里,高雄市鼓山區龍子里美術東二路128號,"120.291743 ","22.665141 ",B1、B2、B3,1055.0,鼓山分局
177,鼓山區,龍子里,高雄市鼓山區龍子里博愛二路99號,"120.291741 ","22.652902 ",B1,4522.0,鼓山分局
178,鼓山區,龍子里,高雄市鼓山區龍子里富農路328號,"120.291667 ","22.651019 ",B5,2316.0,鼓山分局
179,鼓山區,龍水里,高雄市鼓山區龍水里中華一路95號,"120.285208 ","22.652242 ",B1,307.0,鼓山分局
180,鼓山區,龍水里,高雄市鼓山區龍水里中華一路976號,"120.287626 ","22.654205 ",B2,7085.0,鼓山分局
181,鼓山區,龍水里,高雄市鼓山區龍水里中華一路310號,"120.285566 ","22.653562 ",B1,98.0,鼓山分局
182,鼓山區,龍水里,高雄市鼓山區龍水里中華一路140號,"120.287925 ","22.663983 ",B2,1833.0,鼓山分局
183,鼓山區,龍水里,高雄市鼓山區龍水里中華一路336號,"120.287277 ","22.653919 ",B2,853.0,鼓山分局
184,鼓山區,龍水里,高雄市鼓山區龍水里中華一路314之3號,"120.291329 ","22.653776 ",B1,736.0,鼓山分局
185,鼓山區,龍水里,高雄市鼓山區龍水里中華一路2222號,"120.285352 ","22.653074 ",B1,1139.0,鼓山分局
186,鼓山區,龍水里,高雄市鼓山區龍水里中華一路2302號,"120.289066 ","22.652878 ",B1,497.0,鼓山分局
187,鼓山區,龍水里,高雄市鼓山區龍水里美術南五街89號,"120.285200 ","22.652252 ",B2,873.0,鼓山分局
188,鼓山區,龍水里,高雄市鼓山區龍水里美術南一街2號,"120.290992 ","22.653592 ",B2,1832.0,鼓山分局
189,鼓山區,龍水里,高雄市鼓山區龍水里美術南三路222號,"120.291651 ","22.660297 ",B2,1431.0,鼓山分局
190,鼓山區,龍水里,高雄市鼓山區龍水里美術北五街55號,"120.287921 ","22.663996 ",B1,1318.0,鼓山分局
191,鼓山區,龍水里,高雄市鼓山區龍水里美術南一街11號,"120.287273 ","22.653934 ",B2,1826.0,鼓山分局
192,鼓山區,龍水里,高雄市鼓山區龍水里美術東八街106號,"120.286023 ","22.653500 ",B2,2321.0,鼓山分局
193,鼓山區,龍水里,高雄市鼓山區龍水里美術南三路267號,"120.282974 ","22.654613 ",B2,4079.0,鼓山分局
194,鼓山區,龍水里,高雄市鼓山區龍水里美術南三路67號,"120.291292 ","22.658214 ",B2,1765.0,鼓山分局
195,鼓山區,龍水里,高雄市鼓山區龍水里美術館路187號,"120.290404 ","22.666004 ",B3,3026.0,鼓山分局
196,鼓山區,龍水里,高雄市鼓山區龍水里美術東八街101號,"120.290496 ","22.658321 ",B1,2888.0,鼓山分局
197,鼓山區,龍水里,高雄市鼓山區龍水里美術東六街220號,"120.289669 ","22.651508 ",B2,2515.0,鼓山分局
198,鼓山區,龍水里,高雄市鼓山區龍水里美術北一街79號,"120.293564 ","22.654444 ",B3,3202.0,鼓山分局
199,鼓山區,龍水里,高雄市鼓山區龍水里美術東三路2號,"120.290594 ","22.665706 ",B1,2293.0,鼓山分局
200,鼓山區,龍水里,高雄市鼓山區龍水里美術南三路196號,"120.286021 ","22.653518 ",B2,1538.0,鼓山分局
201,鼓山區,龍水里,高雄市鼓山區龍水里美術館路265號,"120.284522 ","22.652709 ",B1,508.0,鼓山分局
202,鼓山區,龍水里,高雄市鼓山區龍水里美術東六街81號,"120.291327 ","22.653302 ",B2,1587.0,鼓山分局
203,鼓山區,龍水里,高雄市鼓山區龍水里美明路42號,"120.283029 ","22.654330 ",B1,1926.0,鼓山分局
204,鼓山區,龍水里,高雄市鼓山區龍水里美術東四路398號,"120.282250 ","22.654629 ",B2,5397.0,鼓山分局
205,鼓山區,龍水里,高雄市鼓山區龍水里青海路76號,"120.290177 ","22.661850 ",B2,3171.0,鼓山分局
206,鼓山區,龍水里,高雄市鼓山區龍水里美術館路9號,"120.287605 ","22.662130 ",B2,2088.0,鼓山分局
207,鼓山區,龍水里,高雄市鼓山區龍水里美明路32號,"120.290590 ","22.665716 ",B2,1136.0,鼓山分局
208,鼓山區,龍水里,高雄市鼓山區龍水里美術東三路36號,"120.291607 ","22.659482 ",B2,2585.0,鼓山分局
209,鼓山區,龍水里,高雄市鼓山區龍水里美術南二路135號,"120.288053 ","22.666357 ",B1,3112.0,鼓山分局
210,鼓山區,龍水里,高雄市鼓山區龍水里美術東八街76號,"120.291192 ","22.656604 ",B1,373.0,鼓山分局
211,鼓山區,龍水里,高雄市鼓山區龍水里美術南一街196號,"120.291067 ","22.662371 ",B2,2532.0,鼓山分局
212,鼓山區,龍水里,高雄市鼓山區龍水里美術館路287號,"120.286086 ","22.663229 ",B3,1950.0,鼓山分局
213,鼓山區,龍水里,高雄市鼓山區龍水里美術東四路331號,"120.287226 ","22.652732 ",B2,1664.0,鼓山分局
214,鼓山區,龍水里,高雄市鼓山區龍水里美術北一街49號,"120.284961 ","22.652922 ",B2,1586.0,鼓山分局
215,鼓山區,龍水里,高雄市鼓山區龍水里美術東四路441號,"120.287659 ","22.665703 ",B2,4472.0,鼓山分局
216,鼓山區,龍水里,高雄市鼓山區龍水里美術東六街176號,"120.291798 ","22.660481 ",B2,2235.0,鼓山分局
217,鼓山區,龍水里,高雄市鼓山區龍水里馬卡道路406號,"120.285343 ","22.654682 ",B2,2221.0,鼓山分局
218,鼓山區,龍水里,高雄市鼓山區龍水里美術東六街19號,"120.282638 ","22.654098 ",B1,927.0,鼓山分局
219,鼓山區,龍水里,高雄市鼓山區龍水里美術北三路39號,"120.289569 ","22.659289 ",B2,2208.0,鼓山分局
220,鼓山區,龍水里,高雄市鼓山區龍水里美術北一街103號,"120.289148 ","22.665717 ",B1,1717.0,鼓山分局
221,鼓山區,龍水里,高雄市鼓山區龍水里美術南三路209號,"120.290096 ","22.660299 ",B3,7796.0,鼓山分局
222,鼓山區,龍水里,高雄市鼓山區龍水里美術南二路180號,"120.290755 ","22.665607 ",B2,1175.0,鼓山分局
223,鼓山區,龍水里,高雄市鼓山區龍水里馬卡道路398號,"120.290657 ","22.654572 ",B1,1491.0,鼓山分局
224,鼓山區,龍水里,高雄市鼓山區龍水里美術東六街222號,"120.286443 ","22.663755 ",B1,523.0,鼓山分局
225,鼓山區,龍水里,高雄市鼓山區龍水里美術館路171號,"120.290958 ","22.659201 ",B2,2086.0,鼓山分局
226,鼓山區,龍水里,高雄市鼓山區龍水里龍水路199號,"120.285067 ","22.654724 ",B1,637.0,鼓山分局
227,鼓山區,龍水里,高雄市鼓山區龍水里美術東五路178號,"120.289734 ","22.652773 ",B1、B2、B3,3925.0,鼓山分局
