編號,村里別,地址,可容納人數,地下樓層數,類別,備註,placemark_address
26.0,下廍里,彰化縣彰化市下廍里長順街235巷5號,64.0,1.0,4層透天厝,,彰化縣彰化市下廍里長順街235巷5號
27.0,下廍里,彰化縣彰化市下廍里長順街215巷9號,64.0,1.0,吉美染化有限公司,,彰化縣彰化市下廍里長順街215巷9號
28.0,下廍里,彰化縣彰化市下廍里長順街215巷31號,104.0,1.0,大樓,,彰化縣彰化市下廍里長順街215巷31號
29.0,下廍里,彰化縣彰化市下廍里長順街215巷33號,104.0,1.0,大樓,,彰化縣彰化市下廍里長順街215巷33號
30.0,下廍里,彰化縣彰化市下廍里長順街215巷37號,104.0,1.0,大樓,,彰化縣彰化市下廍里長順街215巷37號
31.0,下廍里,彰化縣彰化市下廍里長順街215巷39號,97.0,1.0,大樓,,彰化縣彰化市下廍里長順街215巷39號
32.0,下廍里,彰化縣彰化市下廍里長順街215巷41號,97.0,1.0,大樓,,彰化縣彰化市下廍里長順街215巷41號
33.0,下廍里,彰化縣彰化市下廍里長順街235巷9號,77.0,1.0,4層透天厝,,彰化縣彰化市下廍里長順街235巷9號
34.0,下廍里,彰化縣彰化市下廍里長順街235巷7號,77.0,1.0,4層透天厝,,彰化縣彰化市下廍里長順街235巷7號
35.0,下廍里,彰化縣彰化市下廍里長順街235巷5號,77.0,1.0,4層透天厝,,彰化縣彰化市下廍里長順街235巷5號
36.0,下廍里,彰化縣彰化市下廍里長順街235巷3號,77.0,1.0,4層透天厝,,彰化縣彰化市下廍里長順街235巷3號
37.0,下廍里,彰化縣彰化市下廍里長順街235巷1號,77.0,1.0,4層透天厝,,彰化縣彰化市下廍里長順街235巷1號
38.0,下廍里,彰化縣彰化市下廍里長順街235巷27號,85.0,1.0,大樓,,彰化縣彰化市下廍里長順街235巷27號
39.0,下廍里,彰化縣彰化市下廍里長順街227號,77.0,1.0,大樓,,彰化縣彰化市下廍里長順街227號
40.0,下廍里,彰化縣彰化市下廍里長順街229號,77.0,1.0,大樓,,彰化縣彰化市下廍里長順街229號
41.0,下廍里,彰化縣彰化市下廍里泰和路1段21號,344.0,1.0,大樓,,彰化縣彰化市下廍里泰和路1段21號
42.0,下廍里,彰化縣彰化市下廍里長順街215巷35號,104.0,1.0,大樓,,彰化縣彰化市下廍里長順街215巷35號
43.0,五權里,彰化縣彰化市五權里自強南路22巷9弄2號,157.0,1.0,大樓,,彰化縣彰化市五權里自強南路22巷9弄2號
44.0,五權里,彰化縣彰化市五權里自強南路22巷11號,685.0,1.0,大樓,,彰化縣彰化市五權里自強南路22巷11號
45.0,五權里,彰化縣彰化市五權里自強南路22巷9弄4號,400.0,1.0,大樓,,彰化縣彰化市五權里自強南路22巷9弄4號
46.0,五權里,彰化縣彰化市五權里自強南路22巷9弄4號,360.0,1.0,大樓,,彰化縣彰化市五權里自強南路22巷9弄4號
47.0,五權里,彰化縣彰化市五權里彰美路1段229號,76.0,1.0,大樓,,彰化縣彰化市五權里彰美路1段229號
48.0,五權里,彰化縣彰化市五權里自強南路22巷20號,271.0,1.0,大樓,,彰化縣彰化市五權里自強南路22巷20號
49.0,五權里,彰化縣彰化市五權里金馬路3段119號,33.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段119號
50.0,五權里,彰化縣彰化市五權里金馬路3段141巷22號,33.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段141巷22號
51.0,五權里,彰化縣彰化市五權里金馬路3段167巷4號,133.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段167巷4號
52.0,五權里,彰化縣彰化市五權里金馬路3段167巷2號,69.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段167巷2號
53.0,五權里,彰化縣彰化市五權里金馬路3段167巷9號,17.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段167巷9號
54.0,五權里,彰化縣彰化市五權里金馬路3段167巷5號,31.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段167巷5號
55.0,五權里,彰化縣彰化市五權里金馬路3段3號,31.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段3號
56.0,五權里,彰化縣彰化市五權里金馬路3段175號,17.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段175號
57.0,五權里,彰化縣彰化市五權里金馬路3段171號,17.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段171號
58.0,五權里,彰化縣彰化市五權里金馬路3段169號,17.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段169號
59.0,五權里,彰化縣彰化市五權里金馬路3段177號,31.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段177號
60.0,五權里,彰化縣彰化市五權里金馬路3段173號,17.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段173號
61.0,五權里,彰化縣彰化市五權里彰和路1段1-12號,79.0,1.0,大樓,,彰化縣彰化市五權里彰和路1段1-12號
62.0,五權里,彰化縣彰化市五權里金馬路3段15號,411.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段15號
63.0,五權里,彰化縣彰化市五權里金馬路3段41號,1467.0,1.0,大樓,,彰化縣彰化市五權里金馬路3段41號
64.0,西勢里,彰化縣彰化市西勢里辭修路316巷19-32號,27.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷19-32號
65.0,西勢里,彰化縣彰化市西勢里自強南路288巷6號,55.0,1.0,大樓,,彰化縣彰化市西勢里自強南路288巷6號
66.0,西勢里,彰化縣彰化市西勢里忠勢街76號,37.0,1.0,大樓,,彰化縣彰化市西勢里忠勢街76號
67.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-7號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-7號
68.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-8號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-8號
69.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-9號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-9號
70.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-10號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-10號
71.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-11號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-11號
72.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-12號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-12號
73.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-13號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-13號
74.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-14號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-14號
75.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-15號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-15號
76.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-16號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-16號
77.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-17號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-17號
78.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-18號,19.0,1.0,大樓,,彰化縣彰化市西勢里辭修路316巷17-18號
79.0,西勢里,彰化縣彰化市西勢里忠誠路61號,1497.0,1.0,大樓,,彰化縣彰化市西勢里忠誠路61號
80.0,西勢里,彰化縣彰化市西勢里辭修路234-354號,400.0,1.0,大樓,,彰化縣彰化市西勢里辭修路234-354號
81.0,西勢里,彰化縣彰化市西勢里自立街3.5.7號,61.0,1.0,大樓,,彰化縣彰化市西勢里自立街3.5.7號
82.0,西勢里,彰化縣彰化市西勢里金馬路3段489號,17.0,1.0,大樓,,彰化縣彰化市西勢里金馬路3段489號
83.0,西勢里,彰化縣彰化市西勢里金馬路3段431號,971.0,1.0,大樓,,彰化縣彰化市西勢里金馬路3段431號
84.0,西勢里,彰化縣彰化市西勢里金馬路3段656號,31.0,1.0,大樓,,彰化縣彰化市西勢里金馬路3段656號
85.0,西興里,彰化縣彰化市西興里彰草路94號,33.0,1.0,大樓,,彰化縣彰化市西興里彰草路94號
86.0,西興里,彰化縣彰化市西興里彰草路94號,33.0,1.0,大樓,,彰化縣彰化市西興里彰草路94號
87.0,西興里,彰化縣彰化市西興里彰草路94號,33.0,1.0,大樓,,彰化縣彰化市西興里彰草路94號
88.0,西興里,彰化縣彰化市西興里西興東路21巷7號,51.0,1.0,大樓,,彰化縣彰化市西興里西興東路21巷7號
89.0,西興里,彰化縣彰化市西興里西興東路21巷3號,152.0,1.0,大樓,,彰化縣彰化市西興里西興東路21巷3號
90.0,西興里,彰化縣彰化市西興里西興東路21巷9號,51.0,1.0,大樓,,彰化縣彰化市西興里西興東路21巷9號
91.0,西興里,彰化縣彰化市西興里豐國路16號,28.0,1.0,大樓,,彰化縣彰化市西興里豐國路16號
92.0,西興里,彰化縣彰化市西興里豐國路14號,28.0,1.0,大樓,,彰化縣彰化市西興里豐國路14號
93.0,西興里,彰化縣彰化市西興里豐國路12號,28.0,1.0,大樓,,彰化縣彰化市西興里豐國路12號
94.0,西興里,彰化縣彰化市西興里豐國路10號,28.0,1.0,大樓,,彰化縣彰化市西興里豐國路10號
95.0,西興里,彰化縣彰化市西興里豐國路8號,28.0,1.0,大樓,,彰化縣彰化市西興里豐國路8號
96.0,西興里,彰化縣彰化市西興里豐國路6號,20.0,1.0,大樓,,彰化縣彰化市西興里豐國路6號
97.0,西興里,彰化縣彰化市西興里豐國路55號,28.0,1.0,大樓,,彰化縣彰化市西興里豐國路55號
98.0,西興里,彰化縣彰化市西興里豐國路57號,28.0,1.0,大樓,,彰化縣彰化市西興里豐國路57號
99.0,西興里,彰化縣彰化市西興里彰草路50巷11號,105.0,1.0,大樓,,彰化縣彰化市西興里彰草路50巷11號
100.0,西興里,彰化縣彰化市西興里西興東路21巷4號,51.0,1.0,大樓,,彰化縣彰化市西興里西興東路21巷4號
101.0,西興里,彰化縣彰化市西興里西興東路21巷8號,51.0,1.0,大樓,,彰化縣彰化市西興里西興東路21巷8號
102.0,西興里,彰化縣彰化市西興里西興東路21巷10號,28.0,1.0,大樓,,彰化縣彰化市西興里西興東路21巷10號
103.0,西興里,彰化縣彰化市西興里辭修路277號,32.0,1.0,大樓,,彰化縣彰化市西興里辭修路277號
104.0,西興里,彰化縣彰化市西興里辭修路273號,13.0,1.0,大樓,,彰化縣彰化市西興里辭修路273號
105.0,西興里,彰化縣彰化市西興里辭修路271號,13.0,1.0,大樓,,彰化縣彰化市西興里辭修路271號
106.0,西興里,彰化縣彰化市西興里辭修路269號,13.0,1.0,大樓,,彰化縣彰化市西興里辭修路269號
107.0,西興里,彰化縣彰化市西興里辭修路267號,13.0,1.0,大樓,,彰化縣彰化市西興里辭修路267號
108.0,西興里,彰化縣彰化市西興里辭修路470號,22.0,1.0,大樓,,彰化縣彰化市西興里辭修路470號
109.0,西興里,彰化縣彰化市西興里辭修路468號,23.0,1.0,大樓,,彰化縣彰化市西興里辭修路468號
110.0,西興里,彰化縣彰化市西興里辭修路406號,24.0,1.0,大樓,,彰化縣彰化市西興里辭修路406號
111.0,西興里,彰化縣彰化市西興里辭修路401號,24.0,1.0,大樓,,彰化縣彰化市西興里辭修路401號
112.0,西興里,彰化縣彰化市西興里彰草路120號,41.0,1.0,大樓,,彰化縣彰化市西興里彰草路120號
113.0,西興里,彰化縣彰化市西興里辭修路239號,25.0,1.0,大樓,,彰化縣彰化市西興里辭修路239號
114.0,西興里,彰化縣彰化市西興里辭修路538號,124.0,1.0,大樓,,彰化縣彰化市西興里辭修路538號
115.0,西興里,彰化縣彰化市西興里辭修路540號,42.0,1.0,大樓,,彰化縣彰化市西興里辭修路540號
116.0,西興里,彰化縣彰化市西興里辭修路542號,41.0,1.0,大樓,,彰化縣彰化市西興里辭修路542號
117.0,西興里,彰化縣彰化市西興里辭修路293號,44.0,1.0,大樓,,彰化縣彰化市西興里辭修路293號
118.0,西興里,彰化縣彰化市西興里辭修路291號,36.0,1.0,大樓,,彰化縣彰化市西興里辭修路291號
119.0,西興里,彰化縣彰化市西興里辭修路345號,23.0,1.0,大樓,,彰化縣彰化市西興里辭修路345號
120.0,西興里,彰化縣彰化市西興里辭修路341號,23.0,1.0,大樓,,彰化縣彰化市西興里辭修路341號
121.0,西興里,彰化縣彰化市西興里辭修路343號,23.0,1.0,大樓,,彰化縣彰化市西興里辭修路343號
122.0,西興里,彰化縣彰化市西興里辭修路461巷39-41號,144.0,1.0,大樓,,彰化縣彰化市西興里辭修路461巷39-41號
123.0,西興里,彰化縣彰化市西興里辭修路461巷31號,66.0,1.0,大樓,,彰化縣彰化市西興里辭修路461巷31號
124.0,西興里,彰化縣彰化市西興里辭修路461巷29號,66.0,1.0,大樓,,彰化縣彰化市西興里辭修路461巷29號
125.0,西興里,彰化縣彰化市西興里辭修路249號,27.0,1.0,大樓,,彰化縣彰化市西興里辭修路249號
126.0,西興里,彰化縣彰化市西興里辭修路461巷27號,66.0,1.0,大樓,,彰化縣彰化市西興里辭修路461巷27號
127.0,西興里,彰化縣彰化市西興里辭修路461巷25號,66.0,1.0,大樓,,彰化縣彰化市西興里辭修路461巷25號
128.0,西興里,彰化縣彰化市西興里辭修路500號,61.0,1.0,大樓,,彰化縣彰化市西興里辭修路500號
129.0,西興里,彰化縣彰化市西興里西興東路6號,732.0,1.0,大樓,,彰化縣彰化市西興里西興東路6號
130.0,西興里,彰化縣彰化市西興里彰草路91號,63.0,1.0,大樓,,彰化縣彰化市西興里彰草路91號
131.0,西興里,彰化縣彰化市西興里彰草路91-14號,45.0,1.0,大樓,,彰化縣彰化市西興里彰草路91-14號
132.0,西興里,彰化縣彰化市西興里彰草路91-13號,45.0,1.0,大樓,,彰化縣彰化市西興里彰草路91-13號
133.0,西興里,彰化縣彰化市西興里彰草路91號,45.0,1.0,大樓,,彰化縣彰化市西興里彰草路91號
134.0,西興里,彰化縣彰化市西興里彰草路91號,45.0,1.0,大樓,,彰化縣彰化市西興里彰草路91號
135.0,西興里,彰化縣彰化市西興里彰草路91號,63.0,1.0,大樓,,彰化縣彰化市西興里彰草路91號
136.0,西興里,彰化縣彰化市西興里彰草路91號,63.0,1.0,大樓,,彰化縣彰化市西興里彰草路91號
137.0,西興里,彰化縣彰化市西興里彰草路91-8號,63.0,1.0,大樓,,彰化縣彰化市西興里彰草路91-8號
138.0,西興里,彰化縣彰化市西興里彰草路91-8號,63.0,1.0,大樓,,彰化縣彰化市西興里彰草路91-8號
139.0,西興里,彰化縣彰化市西興里彰草路91-6號,63.0,1.0,大樓,,彰化縣彰化市西興里彰草路91-6號
140.0,西興里,彰化縣彰化市西興里彰草路91-5號,63.0,1.0,大樓,,彰化縣彰化市西興里彰草路91-5號
141.0,西興里,彰化縣彰化市西興里辭修路572號,29.0,1.0,大樓,,彰化縣彰化市西興里辭修路572號
142.0,西興里,彰化縣彰化市西興里辭修路500號,29.0,1.0,大樓,,彰化縣彰化市西興里辭修路500號
143.0,西興里,彰化縣彰化市西興里辭修路498號,33.0,1.0,大樓,,彰化縣彰化市西興里辭修路498號
144.0,西興里,彰化縣彰化市西興里彰草路87號,43.0,1.0,大樓,,彰化縣彰化市西興里彰草路87號
145.0,西興里,彰化縣彰化市西興里彰草路87號,71.0,1.0,大樓,,彰化縣彰化市西興里彰草路87號
146.0,西興里,彰化縣彰化市西興里彰草路91號,36.0,1.0,大樓,,彰化縣彰化市西興里彰草路91號
147.0,西興里,彰化縣彰化市西興里彰草路91-2號,36.0,1.0,大樓,,彰化縣彰化市西興里彰草路91-2號
148.0,西興里,彰化縣彰化市西興里彰草路71號,36.0,1.0,大樓,,彰化縣彰化市西興里彰草路71號
149.0,西興里,彰化縣彰化市西興里辭修路249號,24.0,1.0,大樓,,彰化縣彰化市西興里辭修路249號
150.0,西興里,彰化縣彰化市西興里西興東路21巷18號,977.0,1.0,大樓,,彰化縣彰化市西興里西興東路21巷18號
151.0,西興里,彰化縣彰化市西興里景宗街12號,418.0,1.0,大樓,,彰化縣彰化市西興里景宗街12號
152.0,忠孝里,彰化縣彰化市忠孝里辭修路82號,104.0,1.0,大樓,,彰化縣彰化市忠孝里辭修路82號
153.0,忠孝里,彰化縣彰化市忠孝里辭修路79號,104.0,1.0,大樓,,彰化縣彰化市忠孝里辭修路79號
154.0,忠孝里,彰化縣彰化市忠孝里彰美路1段95號,104.0,1.0,大樓,,彰化縣彰化市忠孝里彰美路1段95號
155.0,忠孝里,彰化縣彰化市忠孝里彰美路1段97號,104.0,1.0,大樓,,彰化縣彰化市忠孝里彰美路1段97號
156.0,忠孝里,彰化縣彰化市忠孝里彰美路1段3巷63號,104.0,1.0,大樓,,彰化縣彰化市忠孝里彰美路1段3巷63號
157.0,忠孝里,彰化縣彰化市忠孝里彰美路1段93號,104.0,1.0,大樓,,彰化縣彰化市忠孝里彰美路1段93號
158.0,忠孝里,彰化縣彰化市忠孝里辭修路79號,104.0,1.0,大樓,,彰化縣彰化市忠孝里辭修路79號
159.0,忠孝里,彰化縣彰化市忠孝里彰美路1段1號,104.0,1.0,大樓,,彰化縣彰化市忠孝里彰美路1段1號
160.0,忠孝里,彰化縣彰化市忠孝里辭修路79號,104.0,1.0,大樓,,彰化縣彰化市忠孝里辭修路79號
161.0,忠孝里,彰化縣彰化市忠孝里辭修路226號,104.0,1.0,大樓,,彰化縣彰化市忠孝里辭修路226號
162.0,忠孝里,彰化縣彰化市忠孝里辭修路201號,104.0,1.0,大樓,,彰化縣彰化市忠孝里辭修路201號
163.0,忠孝里,彰化縣彰化市忠孝里裕民街18號,104.0,1.0,大樓,,彰化縣彰化市忠孝里裕民街18號
164.0,忠孝里,彰化縣彰化市忠孝里彰美路1段93號,104.0,1.0,大樓,,彰化縣彰化市忠孝里彰美路1段93號
165.0,忠孝里,彰化縣彰化市忠孝里彰美路1段99號,104.0,1.0,大樓,,彰化縣彰化市忠孝里彰美路1段99號
166.0,忠孝里,彰化縣彰化市忠孝里彰美路1段77號,104.0,1.0,大樓,,彰化縣彰化市忠孝里彰美路1段77號
167.0,忠權里,彰化縣彰化市忠權里西勢街270巷2號,65.0,1.0,大樓,,彰化縣彰化市忠權里西勢街270巷2號
168.0,忠權里,彰化縣彰化市忠權里自強南路168巷20號,51.0,1.0,大樓,,彰化縣彰化市忠權里自強南路168巷20號
169.0,忠權里,彰化縣彰化市忠權里自強南路168巷18號,51.0,1.0,大樓,,彰化縣彰化市忠權里自強南路168巷18號
170.0,忠權里,彰化縣彰化市忠權里自強南路168巷16號,67.0,1.0,大樓,,彰化縣彰化市忠權里自強南路168巷16號
171.0,忠權里,彰化縣彰化市忠權里自強南路168巷34號,67.0,1.0,大樓,,彰化縣彰化市忠權里自強南路168巷34號
172.0,忠權里,彰化縣彰化市忠權里自強南路168巷36號,67.0,1.0,大樓,,彰化縣彰化市忠權里自強南路168巷36號
173.0,忠權里,彰化縣彰化市忠權里自強南路168巷38號,51.0,1.0,大樓,,彰化縣彰化市忠權里自強南路168巷38號
174.0,忠權里,彰化縣彰化市忠權里自強南路168巷40號,1469.0,1.0,大樓,,彰化縣彰化市忠權里自強南路168巷40號
175.0,忠權里,彰化縣彰化市忠權里孝德街30號,1793.0,1.0,大樓,,彰化縣彰化市忠權里孝德街30號
176.0,忠權里,彰化縣彰化市忠權里自強南路41號,1111.0,1.0,大樓,,彰化縣彰化市忠權里自強南路41號
177.0,忠權里,彰化縣彰化市忠權里自強南路41號,1111.0,1.0,大樓,,彰化縣彰化市忠權里自強南路41號
178.0,忠權里,彰化縣彰化市忠權里彰美路1段149巷2弄1號,1050.0,1.0,大樓,,彰化縣彰化市忠權里彰美路1段149巷2弄1號
179.0,新華里,彰化縣彰化市新華里彰美路1段78號,40.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段78號
180.0,新華里,彰化縣彰化市新華里彰美路1段8巷53號,57.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段8巷53號
181.0,新華里,彰化縣彰化市新華里彰美路1段96號,176.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段96號
182.0,新華里,彰化縣彰化市新華里彰美路1段110巷9號,37.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段110巷9號
183.0,新華里,彰化縣彰化市新華里彰美路1段8巷43號,69.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段8巷43號
184.0,新華里,彰化縣彰化市新華里彰美路1段110巷7弄5號,365.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段110巷7弄5號
185.0,新華里,彰化縣彰化市新華里彰美路1段8巷69號,80.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段8巷69號
186.0,新華里,彰化縣彰化市新華里彰美路1段26號,27.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段26號
187.0,新華里,彰化縣彰化市新華里彰美路1段26巷16弄1號,24.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段26巷16弄1號
188.0,新華里,彰化縣彰化市新華里彰美路1段26巷16弄5號,41.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段26巷16弄5號
189.0,新華里,彰化縣彰化市新華里彰美路1段26巷16弄7號,41.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段26巷16弄7號
190.0,新華里,彰化縣彰化市新華里彰美路1段26巷16弄9號,41.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段26巷16弄9號
191.0,新華里,彰化縣彰化市新華里彰美路1段26巷16弄11號,41.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段26巷16弄11號
192.0,新華里,彰化縣彰化市新華里彰美路1段26巷16弄7號,32.0,1.0,大樓,,彰化縣彰化市新華里彰美路1段26巷16弄7號
193.0,新華里,彰化縣彰化市新華里彰新路1段2巷22號,61.0,1.0,大樓,,彰化縣彰化市新華里彰新路1段2巷22號
194.0,新興里,彰化縣彰化市新興里彰美路1段256號,21.0,1.0,大樓,,彰化縣彰化市新興里彰美路1段256號
195.0,新興里,彰化縣彰化市新興里彰美路1段256號,19.0,1.0,大樓,,彰化縣彰化市新興里彰美路1段256號
196.0,新興里,彰化縣彰化市新興里金馬路2段643號,45.0,1.0,大樓,,彰化縣彰化市新興里金馬路2段643號
197.0,新興里,彰化縣彰化市新興里彰美路1段364號,161.0,1.0,大樓,,彰化縣彰化市新興里彰美路1段364號
198.0,新興里,彰化縣彰化市新興里辭修北路135巷26號,53.0,1.0,大樓,,彰化縣彰化市新興里辭修北路135巷26號
199.0,新興里,彰化縣彰化市新興里辭修北路167巷51-61號,2216.0,1.0,大樓,,彰化縣彰化市新興里辭修北路167巷51-61號
200.0,新興里,彰化縣彰化市新興里辭修北路167巷97-113號,500.0,1.0,大樓,,彰化縣彰化市新興里辭修北路167巷97-113號
201.0,新興里,彰化縣彰化市新興里永安街407號,659.0,1.0,大樓,,彰化縣彰化市新興里永安街407號
202.0,新興里,彰化縣彰化市新興里金馬路2段531號,1017.0,1.0,大樓,,彰化縣彰化市新興里金馬路2段531號
203.0,新興里,彰化縣彰化市新興里辭修北路167巷31號,533.0,1.0,大樓,,彰化縣彰化市新興里辭修北路167巷31號
204.0,新興里,彰化縣彰化市新興里金馬路2段479-1號,2121.0,1.0,大樓,,彰化縣彰化市新興里金馬路2段479-1號
205.0,新興里,彰化縣彰化市新興里自強路109巷78弄5號,33.0,1.0,大樓,,彰化縣彰化市新興里自強路109巷78弄5號
206.0,新興里,彰化縣彰化市新興里自強路109巷78弄3號,33.0,1.0,大樓,,彰化縣彰化市新興里自強路109巷78弄3號
207.0,新興里,彰化縣彰化市新興里自強路109巷78弄9號,33.0,1.0,大樓,,彰化縣彰化市新興里自強路109巷78弄9號
208.0,新興里,彰化縣彰化市新興里自強路109巷78弄11號,33.0,1.0,大樓,,彰化縣彰化市新興里自強路109巷78弄11號
209.0,新興里,彰化縣彰化市新興里自強路109巷78弄13號,33.0,1.0,大樓,,彰化縣彰化市新興里自強路109巷78弄13號
210.0,新興里,彰化縣彰化市新興里自強路109巷78弄19號,33.0,1.0,大樓,,彰化縣彰化市新興里自強路109巷78弄19號
211.0,新興里,彰化縣彰化市新興里自強路109巷78弄21號,33.0,1.0,大樓,,彰化縣彰化市新興里自強路109巷78弄21號
212.0,新興里,彰化縣彰化市新興里自強路109巷84號,64.0,1.0,大樓,,彰化縣彰化市新興里自強路109巷84號
