類別,電腦編號,行政區,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)","unnamed (3)","unnamed (4)","unnamed (5)","unnamed (6)"
政府機關,QJ1532,區良和里,良和里,高雄市前鎮區良和里中山三路132號,"22.605841,120.308589",1,2720.0,前鎮分局,,,,,,,
一般建築,QJ4267,區盛豐里,盛豐里,高雄市前鎮區盛豐里修成街39號,"22.608563,120.302481",3,2778.0,前鎮分局,,,,,,,
一般建築,QJ3955,區民權里,民權里,高雄市前鎮區民權里民權二路8號,"22.605243,120.309841",5,2794.0,前鎮分局,,,,,,,
一般建築,QJ4227,區瑞華里,瑞華里,高雄市前鎮區瑞華里瑞發街45號,"22.606078,120.327242",3,2797.0,前鎮分局,,,,,,,
一般建築,QJ3941,區興東里,興東里,高雄市前鎮區興東里民權二路382號,"22.610875,120.313948",3,2810.0,前鎮分局,,,,,,,
一般建築,QJ4296,區盛豐里,盛豐里,高雄市前鎮區盛豐里修成街30號,"22.608184,120.303147",3,2848.0,前鎮分局,,,,,,,
一般建築,QJ3903,區竹中里,竹中里,高雄市前鎮區竹中里二聖一路290號,"22.612891,120.319682",1,2884.0,前鎮分局,,,,,,,
一般建築,QJ4087,區瑞華里,瑞華里,高雄市前鎮區瑞華里瑞華街50號,"22.609238,120.336464",1,2907.0,前鎮分局,,,,,,,
一般建築,QJ1636,區興東里,興東里,高雄市前鎮區興東里民權二路640號,"22.616968,120.314854",1,2991.0,前鎮分局,,,,,,,
一般建築,QJ4239,區興邦里,興邦里,高雄市前鎮區興邦里凱旋四路119號,"22.593132,120.307428",2,3064.0,前鎮分局,,,,,,,
一般建築,QJ4075,區瑞平里,瑞平里,高雄市前鎮區瑞平里崗山南街315號,"22.603207,120.332564",1,3157.0,前鎮分局,,,,,,,
一般建築,QJ4008,區竹西里,竹西里,高雄市前鎮區竹西里汕頭街75號,"22.609363,120.318983",1,3331.0,前鎮分局,,,,,,,
一般建築,QJ4321,區振興里,振興里,高雄市前鎮區振興里林森四路189號,"22.609431,120.302092",6,3485.0,前鎮分局,,,,,,,
一般建築,QJ4045,區明孝里,明孝里,高雄市前鎮區明孝里新生路646號,"22.57017,120.321597",1,3509.0,前鎮分局,,,,,,,
一般建築,QJ4086,區瑞華里,瑞華里,高雄市前鎮區瑞華里瑞華街36號,"22.608687,120.336502",1,3594.0,前鎮分局,,,,,,,
一般建築,QJ4225,區瑞和里,瑞和里,高雄市前鎮區瑞和里武慶一路128號,"22.606021,120.332703",2,3598.0,前鎮分局,,,,,,,
一般建築,QJ4288,區瑞北里,瑞北里,高雄市前鎮區瑞北里武德街62號,"22.607816,120.328188",2,3617.0,前鎮分局,,,,,,,
一般建築,QJ4190,區竹南里,竹南里,高雄市前鎮區竹南里光華三路251號,"22.606815,120.315297",3,3637.0,前鎮分局,,,,,,,
一般建築,QJ4155,區忠純里,忠純里,高雄市前鎮區忠純里成功二路8之3號,"22.600619,120.303173",2,3686.0,前鎮分局,,,,,,,
一般建築,QJ4038,區瑞和里,瑞和里,高雄市前鎮區瑞和里崗山中街218號,"22.602018,120.327108",1,3741.0,前鎮分局,,,,,,,
一般建築,QJ4253,區建隆里,建隆里,高雄市前鎮區建隆里復興三路62號,"22.606344,120.305916",3,3799.0,前鎮分局,,,,,,,
一般建築,QJ4202,區竹南里,竹南里,高雄市前鎮區竹南里鄭和南路420號,"22.606328,120.315168",3,3823.0,前鎮分局,,,,,,,
一般建築,QJ3988,區振興里,振興里,高雄市前鎮區振興里中山二路91號,"22.609299,120.305971",3,3862.0,前鎮分局,,,,,,,
一般建築,QJ4077,區興東里,興東里,高雄市前鎮區興東里天山路10巷10號,"22.609908,120.315233",1,3886.0,前鎮分局,,,,,,,
一般建築,,區竹南里,竹南里,高雄市前鎮區竹南里光華三路271巷16號,"22.6068812,120.315796696182",3,3889.0,前鎮分局,,,,,,,
一般建築,QJ4194,區光華三,竹南里,高雄市前鎮區光華三路269號,"22.606664101669605, 120.31585980506034",3,3889.0,前鎮分局,,,,,,,
一般建築,QJ4140,區瑞平里,瑞平里,高雄市前鎮區瑞平里崗山南街277巷42號,"22.60449,120.332942",1,3945.0,前鎮分局,,,,,,,
一般建築,QJ4159,區興邦里,興邦里,高雄市前鎮區興邦里凱旋四路270號,"22.593456,120.311417",2,3947.0,前鎮分局,,,,,,,
一般建築,QJ4277,區瑞隆里,瑞隆里,高雄市前鎮區瑞隆里瑞隆路521號,"22.605129,120.327764",3,4003.0,前鎮分局,,,,,,,
一般建築,QJ4128,區西山里,西山里,高雄市前鎮區西山里一心二路47之1號,"22.611221,120.310218",3,4225.0,前鎮分局,,,,,,,
一般建築,QJ3949,區民權里,民權里,高雄市前鎮區民權里沱江街122號,"22.607008,120.312939",3,4231.0,前鎮分局,,,,,,,
一般建築,QJ4082,區竹西里,竹西里,高雄市前鎮區竹西里汕頭街81號,"22.609667,120.318122",1,4231.0,前鎮分局,,,,,,,
一般建築,QJ4205,區竹南里,竹南里,高雄市前鎮區竹南里光華三路153號,"22.604564,120.314544",3,4239.0,前鎮分局,,,,,,,
一般建築,QJ4248,區建隆里,建隆里,高雄市前鎮區建隆里中華五路1287號,"22.607099,120.303701",3,4278.0,前鎮分局,,,,,,,
政府機關,QJ4010,區平等里,平等里,高雄市前鎮區平等里鎮中路6號,"22.587914,120.32116",2,4293.0,前鎮分局,,,,,,,
一般建築,QJ4317,區前鎮里,前鎮里,"高雄市前鎮區前鎮里前鎮街 82號","22.5888031,120.306481325018",3,4318.0,前鎮分局,,,,,,,
一般建築,QJ4204,區竹南里,竹南里,高雄市前鎮區竹南里光華三路219號,"22.605119,120.315186",3,4378.0,前鎮分局,,,,,,,
商場,QJ4084,區盛興里,盛興里,高雄市前鎮區盛興里三多三路217號,"22.614117,120.305916",5,4389.0,前鎮分局,,,,,,,
一般建築,QJ4216,區忠孝里,忠孝里,高雄市前鎮區忠孝里廣西路251號,"22.615082,120.315101",4,4414.0,前鎮分局,,,,,,,
一般建築,QJ4127,區竹內里,竹內里,高雄市前鎮區竹內里育樂路20號,"22.60718259,120.323921525018",2,4459.0,前鎮分局,,,,,,,
一般建築,QJ3875,區盛興里,盛興里,高雄市前鎮區盛興里大禹街5號,"22.613391,120.309272",2,4475.0,前鎮分局,,,,,,,
一般建築,QJ4131,區竹西里,竹西里,高雄市前鎮區竹西里廉江街47號,"22.609134,120.318042",1,4632.0,前鎮分局,,,,,,,
一般建築,QJ4097,區瑞誠里,瑞誠里,高雄市前鎮區瑞誠里二聖路63號,"22.612093,120.331394",2,4701.0,前鎮分局,,,,,,,
一般建築,QJ4123,區瑞和里,瑞和里,高雄市前鎮區瑞和里保泰路289號,"22.602087,120.3327",2,4895.0,前鎮分局,,,,,,,
一般建築,QJ4208,區竹南里,竹南里,高雄市前鎮區竹南里鄭和南路355號,"22.606135,120.314858",3,5153.0,前鎮分局,,,,,,,
一般建築,QJ4120,區瑞華里,瑞華里,高雄市前鎮區瑞華里崗山東街58號,"22.608319,120.336087",1,5156.0,前鎮分局,,,,,,,
一般建築,QJ4294,區瑞南里,瑞南里,高雄市前鎮區瑞南里瑞田街99號,"22.598167,120.320659",1,5227.0,前鎮分局,,,,,,,
一般建築,QJ4132,區振興里,振興里,高雄市前鎮區振興里新光路1號,"22.611751,120.305053",7,5327.0,前鎮分局,,,,,,,
一般建築,QJ4001,區瑞隆里,瑞隆里,高雄市前鎮區瑞隆里瑞隆路482號,"22.60544,120.328789",2,5428.0,前鎮分局,,,,,,,
一般建築,QJ4304,區竹中里,竹中里,高雄市前鎮區竹中里光華二路1號,"22.609103,120.316571",3,5602.0,前鎮分局,,,,,,,
政府機關,QJ4101,區明孝里,明孝里,高雄市前鎮區明孝里漁港中一路2號,"22.572202,120.31658",2,5715.0,前鎮分局,,,,,,,
一般建築,QJ4237,區振興里,振興里,高雄市前鎮區振興里中華五路768號,"22.605087,120.305628",3,5785.0,前鎮分局,,,,,,,
一般建築,QJ4195,區竹南里,竹南里,高雄市前鎮區竹南里光華三路157號,"22.60498,120.314533",3,5983.0,前鎮分局,,,,,,,
一般建築,QJ4184,區竹南里,竹南里,高雄市前鎮區竹南里鄭和南路311號,"22.605695,120.315329",3,6068.0,前鎮分局,,,,,,,
一般建築,QJ3749,區民權里,民權里,高雄市前鎮區民權里民權二路92號,"22.606511,120.310986",1,6214.0,前鎮分局,,,,,,,
一般建築,QJ3907,區竹西里,竹西里,高雄市前鎮區竹西里一心一路243之1號,"22.609055,120.31513",1,6401.0,前鎮分局,,,,,,,
一般建築,QJ4325,區竹北里,竹北里,高雄市前鎮區竹北里英明路19號,"22.612492098502234, 120.3250664830149",1.2.3,6434.0,前鎮分局,,,,,,,
一般建築,QJ3750,區民權里,民權里,高雄市前鎮區民權里民壽街40號,"22.606162,120.31065",1,6439.0,前鎮分局,,,,,,,
一般建築,QJ4074,區興東里,興東里,高雄市前鎮區興東里民權二路378號,"22.61034699,120.313665296182",4,6570.0,前鎮分局,,,,,,,
一般建築,QJ4157,區竹西里,竹西里,高雄市前鎮區竹西里光華二路40號,"22.608768,120.316935",1,7006.0,前鎮分局,,,,,,,
一般建築,QJ4319,區竹中里,竹中里,高雄市前鎮區竹中里二聖一路218號,"22.612701,120.321094",5,7143.0,前鎮分局,,,,,,,
一般建築,QJ4320,區竹東里,竹東里,高雄市前鎮區竹東里英德街103號,"22.613882,120.323025",3,7143.0,前鎮分局,,,,,,,
一般建築,QJ4076,區興東里,興東里,高雄市前鎮區興東里嘉陵街36號,"22.610792,120.315149",1,7426.0,前鎮分局,,,,,,,
一般建築,QJ4078,區興東里,興東里,高雄市前鎮區興東里一心一路404號,"22.60958,120.314972",1,7532.0,前鎮分局,,,,,,,
一般建築,QJ4118,區興東里,興東里,高雄市前鎮區興東里南寧街149號,"22.611656,120.316563",1,8022.0,前鎮分局,,,,,,,
一般建築,QJ4107,區民權里,民權里,高雄市前鎮區民權里民權二路220巷1號,"22.608025,120.312304",4,8690.0,前鎮分局,,,,,,,
一般建築,QJ4314,區興東里,興東里,高雄市前鎮區興東里二聖一路268號,"22.612724,120.320367",3,8874.0,前鎮分局,,,,,,,
一般建築,QJ4240,區忠純里,忠純里,高雄市前鎮區忠純里成功二路88號,"22.604786,120.301885",4,9136.0,前鎮分局,,,,,,,
一般建築,QJ3926,區仁愛里,仁愛里,高雄市前鎮區仁愛里新衙路288號,"22.581903,120.315411",1,10301.0,前鎮分局,,,,,,,
一般建築,QJ3957,區瑞北里,瑞北里,高雄市前鎮區瑞北里瑞北路66號,"22.609265,120.334194",2,10630.0,前鎮分局,,,,,,,
一般建築,QJ4062,區鎮北里,鎮北里,高雄市前鎮區鎮北里擴建路1之16號之1,"22.590109,120.302747325018",2,10986.0,前鎮分局,,,,,,,
一般建築,QJ4326,區瑞竹里,瑞竹里,高雄市前鎮區瑞竹里籬仔內路19號,"22.603852398149364, 120.32326347496917",1.2.3.4,11127.0,前鎮分局,,,,,,,
一般建築,QJ4324,區育群街,瑞竹里,高雄市前鎮區育群街1號,"22.604990454123712, 120.32384687177243",4,11514.0,前鎮分局,,,,,,,
一般建築,QJ3927,區仁愛里,仁愛里,高雄市前鎮區仁愛里新衙路286號,"22.582177,120.316142",1,12022.0,前鎮分局,,,,,,,
一般建築,QJ4034,區振興里,振興里,高雄市前鎮區振興里中華五路939巷68號,"22.599997,120.30417",1,12213.0,前鎮分局,,,,,,,
圖書館,QJ4268,區振興里,振興里,高雄市前鎮區振興里新光路61號,"22.610275,120.301783",1,12849.0,前鎮分局,,,,,,,
一般建築,QJ4035,區振興里,振興里,高雄市前鎮區振興里中華五路943號,"22.60085,120.306541",1,21287.0,前鎮分局,,,,,,,
一般建築,QJ4322,區振興里,振興里,高雄市前鎮區振興里新光路33號,"22.611165,120.303467",7,22887.0,前鎮分局,,,,,,,
一般建築,QJ4169,區忠純里,忠純里,高雄市前鎮區忠純里成功二路72號,"22.602484,120.302443",1,38388.0,前鎮分局,,,,,,,
一般建築,LU0025,區五福里,五福里,高雄市林園區五福里工業三路1號,"22.492615123173515, 120.41541830604638",1,13.0,林園分局,,,,,,,
一般建築,DL0251,區後庄里,後庄里,高雄市大寮區後庄里鳳屏一路487號,"22.63854049,120.396481425019",1,31.0,林園分局,,,,,,,
一般建築,DL0441,區江山里,江山里,高雄市大寮區江山里鳳屏二路24號,"22.639503,120.403544",1,39.0,林園分局,,,,,,,
一般建築,LU0006,區西溪里,西溪里,高雄市林園區西溪里西溪路193巷1之1號,"22.491454,120.392577",1,40.0,林園分局,,,,,,,
一般建築,DL0151,區後庄里,後庄里,高雄市大寮區後庄里鳳屏一路71號,"22.63215829,120.386008525019",1,40.0,林園分局,,,,,,,
一般建築,LU0011,區溪州里,溪州里,高雄市林園區溪州里工業二路1之1號,"22.49856579747587, 120.41441987890273",1,46.0,林園分局,,,,,,,
一般建築,LU0017,區北汕里,北汕里,高雄市林園區北汕里石化四路4號,"22.487116280121153, 120.40859710933772",1,48.0,林園分局,,,,,,,
一般建築,LU0003,區北汕里,北汕里,高雄市林園區北汕里石化三路9號,"22.487619190173035, 120.40578465207781",1,48.0,林園分局,,,,,,,
一般建築,LU0157,區林家里,林家里,高雄市林園區林家里清水岩路435號,"22.515481,120.380584",1,48.0,林園分局,,,,,,,
一般建築,DL0357,區中庄里,中庄里,高雄市大寮區中庄里中庄路220之28號,"22.63418583,120.399012281978",1,52.0,林園分局,,,,,,,
一般建築,DL0001,區後庄里,後庄里,高雄市大寮區後庄里後庄路108之14號,"22.63998949,120.392089467346",1,52.0,林園分局,,,,,,,
一般建築,DL0430,區後庄里,後庄里,高雄市大寮區後庄里鳳屏一路23巷43號,"22.63130069,120.384900225019",1,56.0,林園分局,,,,,,,
一般建築,LU0047,區西溪里,西溪里,高雄市林園區西溪里西溪路193巷2號,"22.491107,120.392563",1,57.0,林園分局,,,,,,,
一般建築,DL0180,區翁園里,翁園里,高雄市大寮區翁園里翁園路79號,"22.62330777735432, 120.40866825626907",1,60.0,林園分局,,,,,,,
一般建築,LU0001,區北汕里,北汕里,高雄市林園區北汕里石化三路9號,"22.48738895607876, 120.40565551160266",1,62.0,林園分局,,,,,,,
一般建築,DL0295,區江山里,江山里,高雄市大寮區江山里鳳屏二路22號,"22.639447,120.403263",1,63.0,林園分局,,,,,,,
一般建築,DL0364,區後庄里,後庄里,高雄市大寮區後庄里鳳屏一路233號,"22.635498,120.390887",1,64.0,林園分局,,,,,,,
一般建築,LU0023,區溪州里,溪州里,高雄市林園區溪州里石化一路1號,"22.50739267220582, 120.41259653990146",1,74.0,林園分局,,,,,,,
一般建築,LU0026,區溪州里,溪州里,高雄市林園區溪州里工業一路5號,"22.504965926246655, 120.40617373657555",1,75.0,林園分局,,,,,,,
一般建築,DL0057,區中庄里,中庄里,高雄市大寮區中庄里鳳屏一路20號,"22.63004749,120.383755125019",1,85.0,林園分局,,,,,,,
一般建築,DL0414,區中興里,中興里,高雄市大寮區中興里中正路4號,"22.617663,120.386433",1,92.0,林園分局,,,,,,,
圖書館,LU0166,區林園里,林園里,高雄市林園區林園里林園北路236號,"22.50882992128105, 120.39476803056708",1,92.0,林園分局,,,,,,,
一般建築,LU0154,區溪州里,五福里,高雄市林園區溪州里工業二路3之1號,"22.500555936799948, 120.41444108818969",1,98.0,林園分局,,,,,,,
一般建築,DL0533,區中庄里,中庄里,高雄市大寮區中庄里大寮區鳳屏一路502號,"22.636647829657093, 120.39339163942466",1,98.0,林園分局,,,,,,,
一般建築,LU0152,區溪州里,溪州里,高雄市林園區溪州里工業一路5號,"22.506515,120.408445",1,100.0,林園分局,,,,,,,
一般建築,LU0169,區五福里,五福里,高雄市林園區五福里石化二路3號,"22.4987143,120.406699325015",1,102.0,林園分局,,,,,,,
一般建築,DL0352,區中庄里,中庄里,高雄市大寮區中庄里鳳屏一路462號,"22.63626929,120.392511325019",1,104.0,林園分局,,,,,,,
一般建築,DL0365,區中庄里,中庄里,高雄市大寮區中庄里中庄路220之29號,"22.63418583,120.39900691756",1,108.0,林園分局,,,,,,,
一般建築,DL0141,區翁園里,翁園里,高雄市大寮區翁園里翁園路79號,"22.622952052930764, 120.40836645477519",1,108.0,林園分局,,,,,,,
一般建築,DL0075,區潮寮里,潮寮里,高雄市大寮區潮寮里大有二街11號,"22.587071,120.426741",1,108.0,林園分局,,,,,,,
一般建築,LU0033,區溪州里,溪州里,高雄市林園區溪州里石化一路1號,"22.507484220771982, 120.41248010117576",1,109.0,林園分局,,,,,,,
辦公室,LU0021,區林園里,林園里,高雄市林園區林園里林園北路343號,"22.509839759859016, 120.39440094376512",1,111.0,林園分局,,,,,,,
一般建築,DL0116,區潮寮里,潮寮里,高雄市大寮區潮寮里田單三街8號,"22.575282,120.43087",1,111.0,林園分局,,,,,,,
一般建築,LU0185,區北汕里,北汕里,高雄市林園區北汕里石化三路1之1號,"22.48782361,120.416042767342",1,115.0,林園分局,,,,,,,
一般建築,DL0273,區後庄里,後庄里,高雄市大寮區後庄里鳳屏一路207之3號,"22.63461159,120.389626796183",1,122.0,林園分局,,,,,,,
一般建築,DL0299,區後庄里,後庄里,高雄市大寮區後庄里成功路172巷13號,"22.63897028,120.390605667346",1,125.0,林園分局,,,,,,,
一般建築,LU0027,區溪州里,溪州里,高雄市林園區溪州里石化一路1之1號,"22.50769507361616, 120.41265353657569",1,125.0,林園分局,,,,,,,
郵局,D0923,區東林里,東林里,高雄市林園區東林里福興街104號,"22.50514639,120.394738367343",1,127.0,林園分局,,,,,,,
一般建築,DL0197,區翁園里,翁園里,高雄市大寮區翁園里翁園路79號,"22.623106343155207, 120.40798572058291",1,131.0,林園分局,,,,,,,
一般建築,DL0064,區大寮里,大寮里,高雄市大寮區大寮里興業路21號,"22.590527589197578, 120.42802292187686",1,132.0,林園分局,,,,,,,
一般建築,DL0010,區後庄里,後庄里,高雄市大寮區後庄里鳳屏一路489號,"22.63852907,120.396497154564",1,132.0,林園分局,,,,,,,
一般建築,LU0194,區五福里,五福里,高雄市林園區五福里工業一路16號,"22.507801,120.404788",1,133.0,林園分局,,,,,,,
一般建築,LU0028,區林園里,林園里,高雄市林園區林園里林園北路183號,"22.50806411,120.394795725015",1,133.0,林園分局,,,,,,,
一般建築,DL0058,區大寮里,潮寮里,高雄市大寮區大寮里大有二街27號,"22.587149,120.424544",1,135.0,林園分局,,,,,,,
一般建築,LU0019,區五福里,五福里,高雄市林園區五福里工業三路3號,"22.493321,120.414846",1,139.0,林園分局,,,,,,,
一般建築,DL0329,區潮寮里,潮寮里,高雄市大寮區潮寮里田單五街6號,"22.5732149,120.431690567345",1,140.0,林園分局,,,,,,,
一般建築,DL0338,區大寮里,大寮里,高雄市大寮區大寮里裕民街23號,"22.587437,120.435308",1,144.0,林園分局,,,,,,,
一般建築,DL0005,區山頂里,山頂里,高雄市大寮區山頂里山頂路172號,"22.60832140202637, 120.38928151784351",1,144.0,林園分局,,,,,,,
一般建築,DL0509,區江山里,江山里,高雄市大寮區江山里鳳屏二路41號,"22.640554,120.404991",1,147.0,林園分局,,,,,,,釹
一般建築,LU0149,區文賢里,文賢里,高雄市林園區文賢里文賢南路100號,"22.501231,120.392397",1,148.0,林園分局,,,,,,,
一般建築,DL0175,區過溪里,過溪里,高雄市大寮區過溪里華西路33號,"22.580207,120.422343",1,151.0,林園分局,,,,,,,
一般建築,DL0196,區大寮里,大寮里,高雄市大寮區大寮里興業路4號,"22.590278,120.434616",1,152.0,林園分局,,,,,,,
一般建築,LU0160,區溪州里,溪州里,高雄市林園區溪州里石化一路1之1號,"22.507294,120.412377",1,154.0,林園分局,,,,,,,
一般建築,DL0183,區過溪里,過溪里,高雄市大寮區過溪里華中路32號,"22.581678,120.429561",1,155.0,林園分局,,,,,,,
一般建築,DL0189,區大寮里,大寮里,高雄市大寮區大寮里利民街21號,"22.587669,120.433902",1,156.0,林園分局,,,,,,,
一般建築,DL0457,區大寮里,大寮里,高雄市大寮區大寮里興業路12之1號,"22.589981,120.431203",1,156.0,林園分局,,,,,,,
一般建築,DL0133,區過溪里,過溪里,高雄市大寮區過溪里莒光一街12號,"22.581166,120.425541",1,159.0,林園分局,,,,,,,
一般建築,DL0065,區大寮里,潮寮里,高雄市大寮區大寮里大有二街1號,"22.587226,120.428473",1,160.0,林園分局,,,,,,,
一般建築,DL0123,區大寮里,大寮里,高雄市大寮區大寮里華東路37號,"22.586265,120.432848",1,161.0,林園分局,,,,,,,
一般建築,DL0177,區江山里,江山里,高雄市大寮區江山里鳳屏二路35號,"22.640288,120.4044",1,161.0,林園分局,,,,,,,
一般建築,LU0018,區溪州里,溪州里,高雄市林園區溪州里石化一路1號,"22.50755974829343, 120.41235375277128",1,161.0,林園分局,,,,,,,
一般建築,DL0333,區過溪里,過溪里,高雄市大寮區過溪里大業街35號,"22.587395,120.430137",1,162.0,林園分局,,,,,,,
一般建築,DL0255,區江山里,江山里,高雄市大寮區江山里鳳屏二路38號,"22.639794,120.405091",1,163.0,林園分局,,,,,,,
一般建築,DL0466,區山頂里,山頂里,高雄市大寮區山頂里內厝路262號,"22.607935,120.390516",1,164.0,林園分局,,,,,,,
一般建築,LU0108,區文賢里,文賢里,高雄市林園區文賢里東林西路249巷2之3號,"22.502206,120.389849",1,164.0,林園分局,,,,,,,
一般建築,DL0434,區大寮里,大寮里,高雄市大寮區大寮里裕民路14號,"22.58629,120.435576",1,170.0,林園分局,,,,,,,
一般建築,LU0109,區文賢里,文賢里,高雄市林園區文賢里東林西路249巷2之1號,"22.502389,120.389961",1,173.0,林園分局,,,,,,,
一般建築,DL0260,區大寮里,大寮里,高雄市大寮區大寮里裕民街17號,"22.586362,120.435274",1,178.0,林園分局,,,,,,,
一般建築,LU0024,區溪州里,五福里,高雄市林園區溪州里工業二路3之1號,"22.50055749,120.414443867343",1,183.0,林園分局,,,,,,,
圖書館,LU0166,區林園里,林園里,高雄市林園區林園里林園北路236號,"22.50887732,120.394795396179",1,183.0,林園分局,,,,,,,
一般建築,DL0040,區大寮里,大寮里,高雄市大寮區大寮里華西路49號,"22.590249,120.423052",1,186.0,林園分局,,,,,,,
學校,D0827,區中庄里,中庄里,高雄市大寮區中庄里中庄路59號,"22.634716,120.397497",1,186.0,林園分局,,,,,,,
一般建築,LU0159,區溪州里,溪州里,高雄市林園區溪州里工業一路1號,"22.500541,120.407225",1,187.0,林園分局,,,,,,,
一般建築,DL0085,區過溪里,過溪里,高雄市大寮區過溪里華西路20號,"22.580124,120.423199",1,187.0,林園分局,,,,,,,
一般建築,DL0182,區大寮里,潮寮里,高雄市大寮區大寮里裕民街37號,"22.5894,120.435287",1,187.0,林園分局,,,,,,,
一般建築,DL0118,區過溪里,過溪里,高雄市大寮區過溪里華中路21號,"22.579505,120.427829",1,190.0,林園分局,,,,,,,
一般建築,DL0089,區大寮里,潮寮里,高雄市大寮區大寮里大有三街3號,"22.585753,120.427719",1,190.0,林園分局,,,,,,,
一般建築,DL0275,區大寮里,潮寮里,高雄市大寮區大寮里大有一街12號,"22.588826,120.430352",1,192.0,林園分局,,,,,,,
一般建築,DL0139,區過溪里,過溪里,高雄市大寮區過溪里華西路35號,"22.58071,120.422214",1,193.0,林園分局,,,,,,,
一般建築,DL0452,區中庄里,中庄里,高雄市大寮區中庄里中庄路14之20號,"22.6342882,120.39561765627",1,198.0,林園分局,,,,,,,
一般建築,DL0076,區大寮里,大寮里,高雄市大寮區大寮里興業路13號,"22.591308,120.430528",1,200.0,林園分局,,,,,,,
一般建築,DL0055,區大寮里,潮寮里,高雄市大寮區大寮里大有二街4號,"22.587837,120.427812",1,204.0,林園分局,,,,,,,
一般建築,DL0482,區中興里,中興里,高雄市大寮區中興里文化路20之11號,"22.619522,120.387097",1,208.0,林園分局,,,,,,,
一般建築,DL0518,區大寮里,潮寮里,高雄市大寮區大寮里大有三街5號,"22.58575,120.427295",1,209.0,林園分局,,,,,,,
一般建築,LU0036,區仁愛里,仁愛里,高雄市林園區仁愛里仁愛路259號,"22.510151,120.391964",1,212.0,林園分局,,,,,,,
一般建築,DL0334,區大寮里,潮寮里,高雄市大寮區大寮里華東路43號,"22.588246,120.432903",1,213.0,林園分局,,,,,,,
一般建築,LU0104,區頂厝里,頂厝里,高雄市林園區頂厝里沿海路3段216號,"22.500311,120.38722",1,214.0,林園分局,,,,,,,
一般建築,DL0086,區過溪里,過溪里,高雄市大寮區過溪里光華路19號,"22.582208,120.423615",1,214.0,林園分局,,,,,,,
一般建築,DL0030,區大寮里,大寮里,高雄市大寮區大寮里華西路30號,"22.58555567171207, 120.42287103900195",1,216.0,林園分局,,,,,,,
一般建築,DL0354,區過溪里,過溪里,高雄市大寮區過溪里大業街8之1號,"22.580262,120.430695",1,217.0,林園分局,,,,,,,
一般建築,DL0328,區大寮里,潮寮里,高雄市大寮區大寮里大有四街3號,"22.584534,120.427622",1,219.0,林園分局,,,,,,,
辦公室,LU0021,區林園里,林園里,高雄市林園區林園里林園北路343號,"22.50986931,120.394372967343",1,220.0,林園分局,,,,,,,
一般建築,DL0432,區中庄里,中庄里,高雄市大寮區中庄里鳳屏一路100巷6弄12號,"22.6312156,120.38507491756",1,221.0,林園分局,,,,,,,
一般建築,DL0037,區大寮里,潮寮里,高雄市大寮區大寮里大有一街14號,"22.5889726,120.430240167345",1,221.0,林園分局,,,,,,,
一般建築,DL0356,區大寮里,大寮里,高雄市大寮區大寮里興業路15號,"22.591291,120.430076",1,224.0,林園分局,,,,,,,
一般建築,DL0513,區大寮里,大寮里,高雄市大寮區大寮里興業路21號,"22.591184,120.427942",1,225.0,林園分局,,,,,,,
一般建築,DL0344,區大寮里,潮寮里,高雄市大寮區大寮里利民街22號,"22.587776,120.434635",1,231.0,林園分局,,,,,,,
一般建築,DL0455,區永芳里,永芳里,高雄市大寮區永芳里進學路70巷41號,"22.605806,120.393604",1,232.0,林園分局,,,,,,,
一般建築,DL0479,區中庄里,中庄里,高雄市大寮區中庄里中庄路126號,"22.634253,120.398413",1,234.0,林園分局,,,,,,,
一般建築,LU0155,區溪州里,溪州里,高雄市林園區溪州里石化一路1號,"22.507678761273805, 120.41276004960135",1,234.0,林園分局,,,,,,,
一般建築,LU0034,區北汕里,北汕里,高雄市林園區北汕里石化四路6號,"22.487376,120.408918",1,237.0,林園分局,,,,,,,
一般建築,DL0049,區大寮里,潮寮里,高雄市大寮區大寮里大業街42號,"22.587036,120.431368",1,238.0,林園分局,,,,,,,
一般建築,DL0296,區大寮里,大寮里,高雄市大寮區大寮里裕民街4號,"22.584174,120.434822",1,240.0,林園分局,,,,,,,
一般建築,LU0004,區北汕里,北汕里,高雄市林園區北汕里石化四路1號,"22.4876811,120.408376296179",1,240.0,林園分局,,,,,,,
一般建築,LU0013,區溪州里,溪州里,高雄市林園區溪州里工業一路7號,"22.50313029,120.406271938506",1,240.0,林園分局,,,,,,,
一般建築,DL0011,區過溪里,過溪里,高雄市大寮區過溪里鳳林二路546號,"22.5768965,120.409147567345",1,240.0,林園分局,,,,,,,
一般建築,LU0147,區溪州里,溪州里,高雄市林園區溪州里石化一路1號,"22.50751626275581, 120.41280959799528",1,243.0,林園分局,,,,,,,
一般建築,DL0262,區大寮里,大寮里,高雄市大寮區大寮里興業路12號,"22.589915,120.431466",1,244.0,林園分局,,,,,,,
一般建築,DL0416,區潮寮里,潮寮里,高雄市大寮區潮寮里華中路1號,"22.582401,120.429272",1,245.0,林園分局,,,,,,,
一般建築,DL0223,區中庄里,中庄里,高雄市大寮區中庄里鳳屏一路62之1號,"22.63046659,120.384482867346",1,254.0,林園分局,,,,,,,
一般建築,LU0189,區溪州里,溪州里,高雄市林園區溪州里工業二路3號,"22.503314,120.413563",1,255.0,林園分局,,,,,,,
