類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納數
大樓,WQA00379,景華里,臺北市文山區景興路168號,1,306.0
大樓,WQA00380,景華里,臺北市文山區景興路176號,1,1022.0
大樓,WQA00405,景華里,臺北市文山區景興路10巷1號,1,341.0
大樓,WQA00447,景華里,臺北市文山區景興路42巷4弄5號,1,341.0
大樓,WQA00448,景華里,臺北市文山區景興路42巷4弄5-8號,1,464.0
公寓,WQA00449,景華里,臺北市文山區景興路42巷4弄7號之3,1,182.0
公寓,WQA00450,景華里,臺北市文山區景興路42巷4弄7號,1,109.0
公寓,WQA01113,景華里,臺北市文山區景中街45號,1,234.0
公寓,WQA01225,景華里,臺北市文山區三福街76號,1,341.0
大樓,WQA01241,景華里,臺北市文山區景興路10巷2號,1,1385.0
大樓,WQA00372,景華里,臺北市文山區景興路12號,1,318.0
公寓,WQA00377,景華里,臺北市文山區景興路16號,1,88.0
公寓,WQA00382,景華里,臺北市文山區景興路2號,1,430.0
公寓,WQA00399,景華里,臺北市文山區景興路32號,1,78.0
公寓,WQA00400,景華里,臺北市文山區景興路40號,1,65.0
公寓,WQA00443,景華里,臺北市文山區景興路42巷2弄1號,1,245.0
公寓,WQA00445,景華里,臺北市文山區景興路42巷4弄1號1,1,266.0
公寓,WQA00446,景華里,臺北市文山區景興路42巷4弄1號之6,1,212.0
大樓,WQA00005,景華里,臺北市文山區景華里三福街26號,1,329.0
大樓,WQA00006,景華里,臺北市文山區三福街4巷1號,1,505.0
公寓,WQA00007,景華里,臺北市文山區三福街段4巷12號,1,200.0
公寓,WQA00008,景華里,臺北市文山區三福街4巷30號,1,129.0
公寓,WQA00009,景華里,臺北市文山區三福街4巷36號,1,77.0
公寓,WQA00286,景華里,臺北市文山區景華街13巷7號,1,280.0
公寓,WQA00444,景華里,臺北市文山區景興路42巷21弄2號,1,236.0
公寓,WQA00451,景華里,臺北市文山區景興路42巷8弄1號,1,254.0
公寓,WQA01140,景華里,臺北市文山區三福街4巷10號,1,190.0
大樓,WQA01267,景華里,臺北市文山區三福街12號,1,1100.0
大樓,WQA00266,景華里,臺北市文山區景華街17號,1,3333.0
公寓,WQA01162,景華里,臺北市文山區景華街42號之1,1,72.0
大樓,WQA00362,景慶里,臺北市文山區景福街230巷5號,1,413.0
公寓,WQA00616,景慶里,臺北市文山區萬慶街10號,1,34.0
公寓,WQA00617,景慶里,臺北市文山區萬慶街14號,1,86.0
大樓,WQA00619,景慶里,臺北市文山區萬慶街18號,1,685.0
公寓,WQA00623,景慶里,臺北市文山區萬慶街30號,1,61.0
公寓,WQA00624,景慶里,臺北市文山區萬慶街36號,1,64.0
公寓,WQA00625,景慶里,臺北市文山區萬慶街38-1號,1,66.0
公寓,WQA00626,景慶里,臺北市文山區萬慶街40號,1,70.0
公寓,WQA00627,景慶里,臺北市文山區萬慶街44號,1,72.0
公寓,WQA00629,景慶里,臺北市文山區萬慶街46-1號,1,49.0
公寓,WQA00630,景慶里,臺北市文山區萬慶街48號,1,57.0
公寓,WQA00631,景慶里,臺北市文山區萬慶街48-2號,1,57.0
公寓,WQA00632,景慶里,臺北市文山區萬慶街50號,1,54.0
公寓,WQA00638,景慶里,臺北市文山區萬慶街32巷1號,1,49.0
公寓,WQA00639,景慶里,臺北市文山區萬慶街32巷10號,1,93.0
大樓,WQA00640,景慶里,臺北市文山區萬慶街32巷3號,1,50.0
大樓,WQA00641,景慶里,臺北市文山區萬慶街32巷4號,1,249.0
大樓,WQA01067,景慶里,臺北市文山區羅斯福路六段204號,1,781.0
公寓,WQA01068,景慶里,臺北市文山區羅斯福路六段236號,1,48.0
公寓,WQA01094,景慶里,臺北市文山區羅斯福路六段232巷15號,1,84.0
大樓,WQA01157,景慶里,臺北市文山區羅斯福路六段216號,4,1589.0
公寓,WQA00321,景慶里,臺北市文山區景福街120號,1,53.0
公寓,WQA00322,景慶里,臺北市文山區景福街123號,1,169.0
公寓,WQA00323,景慶里,臺北市文山區景福街124號,1,109.0
公寓,WQA00324,景慶里,臺北市文山區里景福街133-1號,1,213.0
公寓,WQA00325,景慶里,臺北市文山區景福街134號,1,182.0
公寓,WQA00326,景慶里,臺北市文山區景福街137號,1,141.0
大樓,WQA00327,景慶里,臺北市文山區景福街141號,1,1056.0
大樓,WQA00328,景慶里,臺北市文山區景福街149號,1,392.0
大樓,WQA00337,景慶里,臺北市文山區景福街160號,1,829.0
大樓,WQA00352,景慶里,臺北市文山區景福街133巷10號,1,213.0
公寓,WQA00353,景慶里,臺北市文山區景福街133巷18號,1,177.0
公寓,WQA00354,景慶里,臺北市文山區景福街133巷22號,1,120.0
公寓,WQA00355,景慶里,臺北市文山區景福街133巷28號,1,36.0
公寓,WQA0503,景慶里,臺北市文山區溪口街129巷1號,1,125.0
公寓,WQA00504,景慶里,臺北市文山區溪口街129巷2號,1,206.0
公寓,WQA01279,景慶里,臺北市文山區景福街130號,1,230.0
公寓,WQA00345,景慶里,臺北市文山區景福街257號,1,600.0
公寓,WQA00363,景慶里,臺北市文山區景福街265巷1號,1,77.0
大樓,WQA00482,景慶里,臺北市文山區溪口街29號,1,312.0
公寓,WQA00483,景慶里,臺北市文山區溪口街41號,1,80.0
公寓,WQA00486,景慶里,臺北市文山區溪口街59號,1,48.0
公寓,WQA00488,景慶里,臺北市文山區溪口街69號,1,117.0
公寓,WQA00495,景慶里,臺北市文山區溪口街1巷12號,1,44.0
大樓,WQA00505,景慶里,臺北市文山區溪口街23巷4號,1,204.0
大樓,WQA00509,景慶里,臺北市文山區溪口街55巷2號,1,268.0
公寓,WQA00510,景慶里,臺北市文山區溪口街55巷1弄1號,1,140.0
公寓,WQA01156,景慶里,臺北市文山區溪口街55巷4弄16號,1,224.0
大樓,WQA01159,景慶里,臺北市文山區溪口街1巷5號,1,572.0
大樓,WQA00352,景慶里,臺北市文山區景福街133巷30號,1,2920.0
大樓,WQA00657,景慶里,臺北市文山區景福街133巷3弄2號,1,300.0
大樓,WQA00361,景慶里,臺北市文山區景福街223巷7號,1,205.0
大樓,WQA00481,景慶里,臺北市文山區溪口街109號,1,278.0
大樓,WQA00489,景慶里,臺北市文山區溪口街71-1號,1,830.0
大樓,WQA00492,景慶里,臺北市文山區溪口街93號,1,150.0
公寓,WQA00493,景慶里,臺北市文山區溪口街95-2號,1,45.0
公寓,WQA00494,景慶里,臺北市文山區溪口街99號,1,177.0
公寓,WQA00496,景慶里,臺北市文山區溪口街107巷2-3號,1,65.0
公寓,WQA00497,景慶里,臺北市文山區溪口街107巷9號,1,109.0
公寓,WQA00498,景慶里,臺北市文山區溪口街107巷1弄12號,1,96.0
公寓,WQA00499,景慶里,臺北市文山區溪口街107巷1弄3號,1,449.0
公寓,WQA00500,景慶里,臺北市文山區溪口街107巷1弄4號,1,81.0
公寓,WQA00501,景慶里,臺北市文山區溪口街107巷1弄8號,1,37.0
公寓,WQA00502,景慶里,臺北市文山區溪口街107巷2弄4號,1,60.0
公寓,WQA01175,景慶里,臺北市文山區溪口街85巷3號,1,317.0
公寓,WQA01239,景慶里,臺北市文山區溪口街107巷1弄10號,1,113.0
大樓,WQA01259,景慶里,臺北市文山區溪口街107巷2號,1、2,141.0
大樓,WQA00338,景慶里,臺北市文山區景福街208號,2,248.0
公寓,WQA00339,景慶里,臺北市文山區景福街210號,1,160.0
公寓,WQA00342,景慶里,臺北市文山區景福街228號,1,125.0
公寓,WQA00344,景慶里,臺北市文山區景福街244號,1,93.0
公寓,WQA00360,景慶里,臺北市文山區景福街223巷1號,1,638.0
大樓,WQA00491,景慶里,臺北市文山區溪口街89號,1,525.0
大樓,WQA00511,景慶里,臺北市文山區溪口街85巷12號,1,1458.0
公寓,WQA00512,景慶里,臺北市文山區溪口街85巷28號,1,224.0
公寓,WQA00513,景慶里,臺北市文山區溪口街85巷5號,1,57.0
公寓,WQA00514,景慶里,臺北市文山區溪口街85巷10弄1號,1,82.0
公寓,WQA00515,景慶里,臺北市文山區溪口街85巷10弄12號,1,145.0
公寓,WQA00516,景慶里,臺北市文山區溪口街85巷7弄2號,1,98.0
公寓,WQA00517,景慶里,臺北市文山區溪口街85巷7弄5號,1,57.0
公寓,WQA00518,景慶里,臺北市文山區溪口街91巷2號,1,26.0
公寓,WQA00519,景慶里,臺北市文山區溪口街91巷2-1號,1,142.0
大樓,WQA01198,景慶里,臺北市文山區景福街220號,1,300.0
大樓,WQA01344,景慶里,臺北市文山區景福街200號,2,256.0
大樓,WQA00064,萬年里,臺北市文山區汀州路四段19號,1,417.0
大樓,WQA00065,萬年里,臺北市文山區汀州路四段45號,1,257.0
大樓,WQA00066,萬年里,臺北市文山區汀州路四段75號,1,284.0
大樓,WQA00067,萬年里,臺北市文山區汀州路四段83號,1,461.0
大樓,WQA00974,萬年里,臺北市文山區羅斯福路五段2號,1,558.0
公寓,WQA00981,萬年里,臺北市文山區羅斯福路五段24號,1,189.0
公寓,WQA00985,萬年里,臺北市文山區羅斯福路五段28號,1,189.0
公寓,WQA01101,萬年里,臺北市文山區羅斯福路四段204號,1,173.0
公寓,WQA01102,萬年里,臺北市文山區羅斯福路四段210號,1,245.0
大樓,WQA01111,萬年里,臺北市文山區羅斯福路四段200號,3,1313.0
大樓,WQA01117,萬年里,臺北市文山區汀州路四段35號,1,766.0
大樓,WQA01105,萬年里,臺北市文山區羅斯福路五段88號,1,2284.0
大樓,WQA01190,萬年里,臺北市文山區羅斯福路四段206巷2號,1,660.0
大樓,WQA01142,萬年里,臺北市文山區汀州路四段88號,1,1346.0
大樓,WQA01227,萬年里,臺北市文山區羅斯福路四段202號,1,213.0
大樓,WQA00539,萬年里,臺北市文山區羅斯福路五段150巷28號,1,230.0
公寓,WQA00542,萬年里,臺北市文山區羅斯福路五段92巷1弄6號,1,106.0
公寓,WQA00543,萬年里,臺北市文山區羅斯福路五段92巷1弄9號,1,253.0
公寓,WQA00554,萬年里,臺北市文山區汀州路四段85巷21號,1,81.0
公寓,WQA00545,萬年里,臺北市文山區汀州路四段85巷19號,1,88.0
大樓,WQA00546,萬年里,臺北市文山區汀州路四段85巷14弄4號,1,937.0
公寓,WQA00553,萬年里,臺北市文山區汀州路四段85巷14弄2號,1,64.0
公寓,WQA00548,萬年里,臺北市文山區汀州路四段85巷9號,1,93.0
公寓,WQA00549,萬年里,臺北市文山區汀州路四段85巷7號,1,61.0
公寓,WQA00550,萬年里,臺北市文山區州路四段85巷5號,1,100.0
公寓,WQA00551,萬年里,臺北市文山區汀州路四段85巷3號,1,130.0
公寓,WQA00552,萬年里,臺北市文山區汀州路四段85巷3號,1,257.0
公寓,WQA00553,萬年里,臺北市文山區汀州路四段85巷21號,1,108.0
公寓,WQA00554,萬年里,臺北市文山區汀州路四段85巷17號,1,220.0
公寓,WQA00555,萬年里,臺北市文山區汀州路四段85巷16號,1,237.0
公寓,WQA00556,萬年里,臺北市文山區汀州路四段85巷13號,1,154.0
公寓,WQA00955,萬年里,臺北市文山區羅斯福路五段114號,1,106.0
公寓,WQA00956,萬年里,臺北市文山區羅斯福路五段116號,1,234.0
公寓,WQA00959,萬年里,臺北市文山區羅斯福路五段130號,1,456.0
公寓,WQA00960,萬年里,臺北市文山區羅斯福路五段138號,1,228.0
公寓,WQA00961,萬年里,臺北市文山區羅斯福路五段142號,1,282.0
公寓,WQA00962,萬年里,臺北市文山區羅斯福路五段146號,1,156.0
大樓,WQA00992,萬年里,臺北市文山區羅斯福路五段88號,1,3453.0
大樓,WQA00993,萬年里,臺北市文山區羅斯福路五段88號,1,800.0
大樓,WQA00998,萬年里,臺北市文山區羅斯福路五段88-6號,1,1482.0
大樓,WQA01141,萬年里,臺北市文山區汀州路四段101號,1,241.0
大樓,WQA01203,萬年里,臺北市文山區羅斯福路五段90號,1,777.0
公寓,WQA00013,萬年里,臺北市文山區公館街14號,1,138.0
公寓,WQA00014,萬年里,臺北市文山區公館街15號,1,170.0
公寓,WQA00015,萬年里,臺北市文山區公館街18號,1,102.0
公寓,WQA00016,萬年里,臺北市文山區公館街2號,1,96.0
公寓,WQA00017,萬年里,臺北市文山區公館街2號,1,76.0
公寓,WQA00018,萬年里,臺北市文山區公館街20號,1,17.0
公寓,WQA00019,萬年里,臺北市文山區公館街23號,1,101.0
公寓,WQA00020,萬年里,臺北市文山區公館街24號,1,260.0
公寓,WQA00021,萬年里,臺北市文山區公館街26號,1,194.0
大樓,WQA00022,萬年里,臺北市文山區公館街29-7號,1,460.0
公寓,WQA00032,萬年里,臺北市文山區公館街32號,1,94.0
大樓,WQA00033,萬年里,臺北市文山區公館街38號,1,322.0
公寓,WQA00034,萬年里,臺北市文山區公館街44號,1,34.0
公寓,WQA00035,萬年里,臺北市文山區公館街46號,1,168.0
公寓,WQA00036,萬年里,臺北市文山區公館街5號,1,141.0
公寓,WQA00037,萬年里,臺北市文山區公館街50號,1,194.0
公寓,WQA00038,萬年里,臺北市文山區公館街6號,1,90.0
公寓,WQA01285,萬年里,臺北市文山區公館街33號,1,248.0
大樓,WQA00967,萬年里,臺北市文山區羅斯福路五段166號,1,989.0
公寓,WQA01000,萬年里,臺北市文山區羅斯福路五段150巷14號,1,112.0
公寓,WQA01001,萬年里,臺北市文山區羅斯福路五段150巷29號,1,124.0
大樓,WQA01002,萬年里,臺北市文山區羅斯福路五段150巷3-1號,1,350.0
公寓,WQA01128,萬年里,臺北市文山區羅斯福路五段150巷11號,1,260.0
大樓,WQA01158,萬年里,臺北市文山區羅斯福路五段150巷5號,1,1202.0
公寓,WQA01223,萬年里,臺北市文山區公館街12號,1,213.0
大樓,WQA01240,萬年里,臺北市文山區羅斯福路五段156號,1,917.0
大樓,WQA01002,萬年里,臺北市文山區羅斯福路五段170巷1號,1,693.0
公寓,WQA01005,萬年里,臺北市文山區羅斯福路五段170巷1-2號,1,269.0
公寓,WQA01006,萬年里,臺北市文山區羅斯福路五段170巷21號,1,193.0
公寓,WQA01007,萬年里,臺北市文山區羅斯福路五段170巷22號,1,233.0
公寓,WQA01008,萬年里,臺北市文山區羅斯福路五段170巷31號,1,337.0
公寓,WQA01009,萬年里,臺北市文山區羅斯福路五段170巷35號,1,449.0
公寓,WQA01010,萬年里,臺北市文山區里羅斯福路五段170巷5號,1,230.0
公寓,WQA01012,萬年里,臺北市文山區羅斯福路五段170巷7號,1,332.0
公寓,WQA01013,萬年里,臺北市文山區羅斯福路五段170巷8弄8號,1,190.0
公寓,WQA01014,萬年里,臺北市文山區羅斯福路五段170巷3弄4號,1,150.0
公寓,WQA01015,萬年里,臺北市文山區羅斯福路五段170巷8弄2號,1,454.0
公寓,WQA01016,萬年里,臺北市文山區羅斯福路五段176巷27號,1,386.0
公寓,WQA01017,萬年里,臺北市文山區羅斯福路五段176巷30號,1,245.0
公寓,WQA01018,萬年里,臺北市文山區羅斯福路五段176巷5號,1,232.0
公寓,WQA01022,萬年里,臺北市文山區羅斯福路五段176巷22號,1,80.0
大樓,WQA01023,萬年里,臺北市文山區羅斯福路五段170巷26號,1,701.0
大樓,WQA01236,萬年里,臺北市文山區羅斯福路五段170巷25號,1,669.0
大樓,WQA00971,萬年里,臺北市文山區羅斯福路五段190-3號,1,305.0
大樓,WQA01019,萬年里,臺北市文山區羅斯福路五段176巷50號,1,504.0
公寓,WQA01020,萬年里,臺北市文山區羅斯福路五段192巷31號,1,160.0
公寓,WQA01021,萬年里,臺北市文山區羅斯福路五段192巷35號,1,28.0
公寓,WQA01024,萬年里,臺北市文山區羅斯福路五段192巷14號,1,72.0
公寓,WQA01026,萬年里,臺北市文山區羅斯福路五段192巷17號,1,20.0
大樓,WQA01027,萬年里,臺北市文山區羅斯福路五段192巷1號,1,1542.0
公寓,WQA01028,萬年里,臺北市文山區羅斯福路五段192巷6號,1,84.0
公寓,WQA01029,萬年里,臺北市文山區羅斯福路五段192巷5弄2號,1,316.0
公寓,WQA01034,萬年里,臺北市文山區羅斯福路五段212巷19號,1,194.0
公寓,WQA01035,萬年里,臺北市文山區羅斯福路五段212巷2號,1,180.0
公寓,WQA01023,萬年里,臺北市文山區羅斯福路五段192巷9號,1,101.0
公寓,WQA01282,萬年里,臺北市文山區羅斯福路五段210號,1,101.0
公寓,WQA00968,萬年里,臺北市文山區羅斯福路五段172號,1,326.0
公寓,WQA01312,萬年里,臺北市文山區羅斯福路五段150巷12號,1,192.0
公寓,WQA00224,萬有里,臺北市文山區景明街63號,1,296.0
公寓,WQA00226,萬有里,臺北市文山區景明街11巷1號,1,162.0
公寓,WQA00227,萬有里,臺北市文山區景明街11巷6弄12號,1,298.0
公寓,WQA00228,萬有里,臺北市文山區景明街11巷6弄2號,1,185.0
公寓,WQA00232,萬有里,臺北市文山區景隆街19巷9號,1,525.0
公寓,WQA00300,萬有里,臺北市文山區景隆街23號,1,228.0
公寓,WQA00698,萬有里,臺北市文山區興隆路一段140號,1,77.0
公寓,WQA00704,萬有里,臺北市文山區興隆路一段190號,1,129.0
公寓,WQA00713,萬有里,臺北市文山區興隆路一段184巷2弄9號,1,157.0
公寓,WQA00297,萬有里,臺北市文山區景隆街21號,1,784.0
公寓,WQA00290,萬有里,臺北市文山區景隆街103號,1,49.0
公寓,WQA00291,萬有里,臺北市文山區景隆街105號,1,122.0
大樓,WQA01226,萬有里,臺北市文山區羅斯福路六段39巷32號,1,2485.0
公寓,WQA00292,萬有里,臺北市文山區景隆街109號,1,96.0
公寓,WQA00293,萬有里,臺北市文山區景隆街121號,1,118.0
公寓,WQA00294,萬有里,臺北市文山區景隆街133號,1,264.0
公寓,WQA00306,萬有里,臺北市文山區景隆街91號,1,162.0
公寓,WQA00307,萬有里,臺北市文山區景隆街97號,1,101.0
公寓,WQA00706,萬有里,臺北市文山區興隆路一段238號,1,241.0
大樓,WQA00001,萬有里,臺北市文山區三福街1號,1,2646.0
公寓,WQA00002,萬有里,臺北市文山區三福街11號,1,110.0
大樓,WQA00010,萬有里,臺北市文山區三福街9巷1號,1,1012.0
公寓,WQA00298,萬有里,臺北市文山區景隆街22號,1,61.0
公寓,WQA00299,萬有里,臺北市文山區景隆街22號,1,497.0
公寓,WQA00301,萬有里,臺北市文山區景隆街29號,1,112.0
公寓,WQA00302,萬有里,臺北市文山區景隆街35號,1,628.0
公寓,WQA00303,萬有里,臺北市文山區景隆街37號,1,173.0
公寓,WQA00304,萬有里,臺北市文山區景隆街39號,1,173.0
公寓,WQA00305,萬有里,臺北市文山區景隆街39號,1,278.0
大樓,WQA00316,萬有里,臺北市文山區景隆街36巷1號,1,509.0
大樓,WQA00317,萬有里,臺北市文山區景隆街36巷2號,1,5993.0
公寓,WQA00318,萬有里,臺北市文山區景隆街36巷3號,1,110.0
大樓,WQA01078,萬有里,臺北市文山區景隆街20號,1,1074.0
公寓,WQA01210,萬有里,臺北市文山區三福街79號,1,141.0
大樓,WQA01298,萬有里,臺北市文山區三福街77號,1,2392.0
大樓,WQA01268,萬有里,臺北市文山區三福街9巷2號,1,2698.0
公寓,WQA01264,萬有里,臺北市文山區羅斯福路六段159巷5弄18-20號,1,286.0
大樓,WQA01245,萬有里,臺北市文山區羅斯福路六段159巷9-17號,1,1489.0
大樓,WQA01082,萬有里,臺北市文山區羅斯福路六段75號,1,2136.0
大樓,WQA01244,萬有里,臺北市文山區羅斯福路六段159巷1弄12-22號,1,2388.0
公寓,WQA01245,萬有里,臺北市文山區羅斯福路六段159巷9-17號,1,200.0
公寓,WQA01246,萬有里,臺北市文山區羅斯福路六段159巷5弄18號,1,286.0
大樓,WQA00531,萬和里,臺北市文山區溪洲街67-1號,2,697.0
公寓,WQA00537,萬和里,臺北市文山區溪洲街103巷7號,1,132.0
公寓,WQA00538,萬和里,臺北市文山區溪洲街103巷8號,1,54.0
大樓,WQA01011,萬和里,臺北市文山區汀州路四段172號,1,2428.0
大樓,WQA01248,萬和里,臺北市文山區羅斯福路五段170巷41號,1,2028.0
大樓,WQA01273,萬和里,臺北市文山區汀州路四段171號,1,2062.0
大樓,WQA01274,萬和里,臺北市文山區汀州路四段199號,1,8920.0
大樓,WQA01276,萬和里,臺北市文山區汀州路四段183號,1,2628.0
大樓,WQA00530,萬和里,臺北市文山區溪洲街55號,1,405.0
大樓,WQA00533,萬和里,臺北市文山區溪洲街10巷3弄6號,1,1072.0
大樓,WQA01130,萬和里,臺北市文山區溪洲街25號,1,554.0
大樓,WQA01272,萬和里,臺北市文山區汀州路四段239號,1,8536.0
大樓,WQA00577,萬盛里,臺北市文山區萬盛街40號,1,954.0
大樓,WQA00605,萬盛里,臺北市文山區萬盛街82巷6號,1,345.0
公寓,WQA00958,萬盛里,臺北市文山區羅斯福路五段15號,1,232.0
公寓,WQA00986,萬盛里,臺北市文山區羅斯福路五段29號,1,217.0
公寓,WQA00987,萬盛里,臺北市文山區羅斯福路五段41號,1,452.0
公寓,WQA00988,萬盛里,臺北市文山區羅斯福路五段51號,1,632.0
大樓,WQA01183,萬盛里,臺北市文山區羅斯福路五段21號,1,861.0
大樓,WQA00694,萬盛里,臺北市文山區興隆路一段113號,1,101.0
公寓,WQA00695,萬盛里,臺北市文山區興隆路一段117號,1,142.0
公寓,WQA00709,萬盛里,臺北市文山區興隆路一段87號,1,220.0
公寓,WQA00712,萬盛里,臺北市文山區興隆路一段125巷1-1號,1,128.0
公寓,WQA00740,萬盛里,臺北市文山區興隆路一段83巷3號,1,125.0
公寓,WQA00741,萬盛里,臺北市文山區興隆路一段83巷5號,1,86.0
大樓,WQA00742,萬盛里,臺北市文山區興隆路一段83巷6號,1,648.0
公寓,WQA00954,萬盛里,臺北市文山區羅斯福路五段111號,1,296.0
公寓,WQA00957,萬盛里,臺北市文山區羅斯福路五段125號,1,356.0
公寓,WQA00958,萬盛里,臺北市文山區羅斯福路五段127號,1,277.0
公寓,WQA00989,萬盛里,臺北市文山區羅斯福路五段57號,1,312.0
公寓,WQA00990,萬盛里,臺北市文山區羅斯福路五段61號,1,122.0
公寓,WQA00991,萬盛里,臺北市文山區羅斯福路五段87號,1,541.0
公寓,WQA00999,萬盛里,臺北市文山區羅斯福路五段95號,1,237.0
公寓,WQA01044,萬盛里,臺北市文山區羅斯福路五段53巷15號,1,200.0
大樓,WQA01045,萬盛里,臺北市文山區羅斯福路五段53巷3號,1,580.0
公寓,WQA01046,萬盛里,臺北市文山區羅斯福路五段53巷5-1號,1,256.0
公寓,WQA01047,萬盛里,臺北市文山區羅斯福路五段53巷9號,1,92.0
公寓,WQA01048,萬盛里,臺北市文山區羅斯福路五段79巷22號,1,80.0
公寓,WQA01049,萬盛里,臺北市文山區羅斯福路五段79巷26號,1,116.0
公寓,WQA01050,萬盛里,臺北市文山區羅斯福路五段97巷10號,1,192.0
公寓,WQA01051,萬盛里,臺北市文山區羅斯福路五段97巷2號,1,102.0
公寓,WQA01052,萬盛里,臺北市文山區羅斯福路五段97巷27號,1,40.0
公寓,WQA01053,萬盛里,臺北市文山區羅斯福路五段97巷4號,1,88.0
公寓,WQA01054,萬盛里,臺北市文山區羅斯福路五段97巷6號,1,173.0
大樓,WQA01106,萬盛里,臺北市文山區興隆路一段53號,1,1478.0
公寓,WQA01176,萬盛里,臺北市文山區興隆路一段83巷1之1號,1,157.0
大樓,WQA01234,萬盛里,臺北市文山區羅斯福路五段101號,1,672.0
公寓,WQA01263,萬盛里,臺北市文山區興隆路一段101號,1,322.0
公寓,WQA00573,萬盛里,臺北市文山區萬盛街157號,1,137.0
大樓,WQA00574,萬盛里,臺北市文山區萬盛街161號,1,794.0
公寓,WQA00575,萬盛里,臺北市文山區萬盛里萬盛街162號,1,114.0
公寓,WQA00576,萬盛里,臺北市文山區萬盛里萬盛街171號,1,208.0
公寓,WQA00595,萬盛里,臺北市文山區萬盛街156巷1號,1,98.0
公寓,WQA00596,萬盛里,臺北市文山區萬盛街156巷12號,1,134.0
公寓,WQA00597,萬盛里,臺北市文山區萬盛街156巷22-2號,1,116.0
公寓,WQA00598,萬盛里,臺北市文山區萬盛街156巷36號,1,30.0
公寓,WQA00599,萬盛里,臺北市文山區萬盛街156巷4號,1,80.0
公寓,WQA00724,萬盛里,臺北市文山區興隆路一段55巷2號,1,112.0
公寓,WQA00725,萬盛里,臺北市文山區興隆路一段55巷27弄13號,1,97.0
公寓,WQA00726,萬盛里,臺北市文山區興隆路一段55巷27弄15號,1,98.0
大樓,WQA00727,萬盛里,臺北市文山區興隆路一段55巷27弄18號,1,826.0
公寓,WQA00728,萬盛里,臺北市文山區興隆路一段55巷27弄24號,1,169.0
公寓,WQA00729,萬盛里,臺北市文山區興隆路一段55巷27弄27號,1,56.0
公寓,WQA00730,萬盛里,臺北市文山區興隆路一段55巷27弄34號,1,353.0
大樓,WQA00731,萬盛里,臺北市文山區興隆路一段55巷27弄35號,1,568.0
大樓,WQA00732,萬盛里,臺北市文山區興隆路一段55巷27弄35號,1,1205.0
大樓,WQA00567,萬盛里,臺北市文山區萬盛街118號,2,285.0
公寓,WQA00568,萬盛里,臺北市文山區萬盛街138號,1,78.0
公寓,WQA00569,萬盛里,臺北市文山區萬盛街140號,1,81.0
公寓,WQA00570,萬盛里,臺北市文山區萬盛街152號,1,185.0
公寓,WQA00571,萬盛里,臺北市文山區萬盛街155號,1,36.0
公寓,WQA00572,萬盛里,臺北市文山區萬盛街155-1號,1,32.0
公寓,WQA00578,萬盛里,臺北市文山區萬盛街53號,1,204.0
公寓,WQA00579,萬盛里,臺北市文山區萬盛街130巷11,1,106.0
公寓,WQA00580,萬盛里,臺北市文山區萬盛街130巷12號,1,66.0
公寓,WQA00581,萬盛里,臺北市文山區萬盛街130巷14號,1,70.0
公寓,WQA00582,萬盛里,臺北市文山區萬盛街130巷18號,1,72.0
公寓,WQA00583,萬盛里,臺北市文山區萬盛街130巷24號,1,49.0
公寓,WQA00584,萬盛里,臺北市文山區萬盛街130巷26號,1,116.0
公寓,WQA00585,萬盛里,臺北市文山區萬盛街130巷3號,1,122.0
公寓,WQA00586,萬盛里,臺北市文山區萬盛街130巷5號,1,36.0
公寓,WQA00587,萬盛里,臺北市文山區萬盛街130巷6號,1,126.0
公寓,WQA00588,萬盛里,臺北市文山區萬盛街130巷7號,1,41.0
公寓,WQA00590,萬盛里,臺北市文山區萬盛街130巷9號,1,50.0
公寓,WQA00591,萬盛里,臺北市文山區萬盛街146巷10號,1,129.0
公寓,WQA00592,萬盛里,臺北市文山區萬盛街146巷11號,1,105.0
公寓,WQA00593,萬盛里,臺北市文山區萬盛街146巷4號,1,70.0
公寓,WQA00594,萬盛里,臺北市文山區萬盛街146巷6號,1,86.0
大樓,WQA01150,萬盛里,臺北市文山區萬盛路130巷18號之1,1,1086.0
公寓,WQA00600,萬盛里,臺北市文山區萬盛街166巷10號,1,92.0
公寓,WQA00601,萬盛里,臺北市文山區萬盛街166巷14號,1,31.0
公寓,WQA00602,萬盛里,臺北市文山區萬盛街166巷18號,1,166.0
公寓,WQA00603,萬盛里,臺北市文山區萬盛街166巷6號,1,125.0
公寓,WQA01316,萬盛里,臺北市文山區萬盛街89號,1,626.0
公寓,WQA01287,萬盛里,臺北市文山區萬盛街142號,1,141.0
公寓,WQA00964,萬祥里,臺北市文山區羅斯福路五段153號,1,325.0
公寓,WQA00965,萬祥里,臺北市文山區羅斯福路五段153號,1,264.0
公寓,WQA00966,萬祥里,臺北市文山區羅斯福路五段165號,1,134.0
公寓,WQA01277,萬祥里,臺北市文山區羅斯福路五段269巷20號,1,162.0
公寓,WQA00970,萬祥里,臺北市文山區羅斯福路五段185號,1,50.0
公寓,WQA00972,萬祥里,臺北市文山區羅斯福路五段195號,1,52.0
公寓,WQA00973,萬祥里,臺北市文山區羅斯福路五段197號,1,33.0
公寓,WQA00975,萬祥里,臺北市文山區羅斯福路五段201號,1,30.0
大樓,WQA00978,萬祥里,臺北市文山區羅斯福路五段225號,1,1028.0
