地址,避難所在之地下樓層數,經度,緯度,里別,可容納人數,轄管分局,編號
臺中市北屯區水景里16鄰東山路1段147巷41弄5號,1.0,120.7064942,24.17132777,水景里,"  33 ",第五分局,54.0
臺中市北屯區水景里20鄰東山路1段192-1號,1.0,120.7098265,24.17154408,水景里,"  25 ",第五分局,55.0
臺中市北屯區水景里20鄰東山路1段192-2號,1.0,120.7098655,24.17149049,水景里,"  25 ",第五分局,56.0
臺中市北屯區水景里20鄰東山路1段192-33號,1.0,120.7110593,24.17216244,水景里,"  33 ",第五分局,57.0
臺中市北屯區水景里20鄰東山路1段192-34號,1.0,120.7100544,24.17133205,水景里,"  33 ",第五分局,58.0
臺中市北屯區水景里20鄰東山路1段192巷3弄10號,1.0,120.7100115,24.17136141,水景里,"  58 ",第五分局,59.0
臺中市北屯區水景里20鄰東山路1段192巷3弄14號,1.0,120.7100034,24.17118519,水景里,"  58 ",第五分局,60.0
臺中市北屯區水景里20鄰東山路1段192巷3弄18號,1.0,120.7102328,24.17135305,水景里,"  58 ",第五分局,61.0
臺中市北屯區水景里20鄰東山路1段192巷3弄19號,1.0,120.7102328,24.17135305,水景里,"  58 ",第五分局,62.0
臺中市北屯區水景里20鄰東山路1段192巷3弄21號,1.0,120.7103964,24.17154777,水景里,"  33 ",第五分局,63.0
臺中市北屯區水景里20鄰東山路1段192巷3弄22號,1.0,120.710308,24.17131211,水景里,"  58 ",第五分局,64.0
臺中市北屯區水景里20鄰東山路1段192巷3弄26號,1.0,120.7103757,24.17142882,水景里,"  58 ",第五分局,65.0
臺中市北屯區水景里20鄰東山路1段192巷3弄30號,1.0,120.710454,24.17145072,水景里,"  58 ",第五分局,66.0
臺中市北屯區水景里20鄰東山路1段192號,1.0,120.7103568,24.17179559,水景里,"  58 ",第五分局,67.0
臺中市北屯區水景里21鄰水景街11號,1.0,120.7115093,24.17017883,水景里,"  83 ",第五分局,68.0
臺中市北屯區水景里21鄰水景街13號,1.0,120.7115304,24.17028324,水景里,"  83 ",第五分局,69.0
臺中市北屯區水景里21鄰水景街17號,1.0,120.7115264,24.17041391,水景里,"  83 ",第五分局,70.0
臺中市北屯區水景里21鄰水景街19號,1.0,120.7114873,24.17045111,水景里,"  86 ",第五分局,71.0
臺中市北屯區水景里21鄰水景街21號,1.0,120.7114552,24.17045366,水景里,"  83 ",第五分局,72.0
臺中市北屯區水景里21鄰水景街7號,1.0,120.7115582,24.17019052,水景里,"  83 ",第五分局,73.0
臺中市北屯區水景里21鄰水景街9號,1.0,120.7115057,24.17018073,水景里,"  83 ",第五分局,74.0
臺中市北屯區水景里21鄰東山路1段東興巷6號,1.0,120.7128008,24.17213156,水景里,"  83 ",第五分局,75.0
臺中市北屯區水景里24鄰東山路1段200號,1.0,120.7121098,24.17258995,水景里,"  83 ",第五分局,76.0
臺中市北屯區水景里24鄰東山路1段202號,1.0,120.7121692,24.17264823,水景里,"  83 ",第五分局,77.0
臺中市北屯區水景里24鄰東山路1段204號,1.0,120.7122044,24.172683,水景里,"  33 ",第五分局,78.0
臺中市北屯區水景里24鄰東山路1段206-12號,1.0,120.7124118,24.17263264,水景里,"  33 ",第五分局,79.0
臺中市北屯區水景里24鄰東山路1段206號,1.0,120.7123904,24.17269136,水景里,"  33 ",第五分局,80.0
臺中市北屯區水景里24鄰東山路1段208-1號,1.0,120.7124882,24.17268245,水景里,"  50 ",第五分局,81.0
臺中市北屯區水景里24鄰東山路1段208-2號,1.0,120.7124668,24.17268801,水景里,"  50 ",第五分局,82.0
臺中市北屯區水景里24鄰東山路1段210巷12弄15號,1.0,120.7126441,24.17228883,水景里,"  50 ",第五分局,83.0
臺中市北屯區水景里24鄰東山路1段210巷12弄17號,1.0,120.7126589,24.17211653,水景里,"  50 ",第五分局,84.0
臺中市北屯區水景里24鄰東山路1段210巷12弄19號,1.0,120.7127929,24.17213981,水景里,"  50 ",第五分局,85.0
臺中市北屯區水景里24鄰東山路1段210巷12弄20號,1.0,120.7126003,24.17205968,水景里,"  50 ",第五分局,86.0
臺中市北屯區水景里24鄰東山路1段210巷12弄21號,1.0,120.7128738,24.17227991,水景里,"  42 ",第五分局,87.0
臺中市北屯區水景里24鄰東山路1段210巷12弄22號,1.0,120.7126539,24.17216735,水景里,"  50 ",第五分局,88.0
臺中市北屯區水景里24鄰東山路1段210巷12弄23號,1.0,120.7123957,24.17203643,水景里,"  42 ",第五分局,89.0
臺中市北屯區水景里24鄰東山路1段210巷12弄25號,1.0,120.71233,24.17209374,水景里,"  42 ",第五分局,90.0
臺中市北屯區水景里24鄰東山路1段210巷12弄27號,1.0,120.7122114,24.17203225,水景里,"  42 ",第五分局,91.0
臺中市北屯區水景里24鄰東山路1段210巷12弄29號,1.0,120.7123659,24.17189604,水景里,"  33 ",第五分局,92.0
臺中市北屯區水景里24鄰東山路1段210巷12弄31號,1.0,120.7122903,24.17175217,水景里,"  33 ",第五分局,93.0
臺中市北屯區水景里24鄰東山路1段210巷12弄35號,1.0,120.7123471,24.17179742,水景里,"  66 ",第五分局,94.0
臺中市北屯區水景里24鄰東山路1段210巷12弄37號,1.0,120.712599,24.17182914,水景里,"  33 ",第五分局,95.0
臺中市北屯區水景里24鄰東山路1段210巷12弄39號,1.0,120.7123844,24.17178993,水景里,"  33 ",第五分局,96.0
臺中市北屯區水景里24鄰東山路1段210巷12弄41號,1.0,120.7126557,24.17168965,水景里,"  33 ",第五分局,97.0
臺中市北屯區水景里24鄰東山路1段210巷12弄43號,1.0,120.712694,24.17177729,水景里,"  33 ",第五分局,98.0
臺中市北屯區水景里24鄰東山路1段210巷12弄45號,1.0,120.7126761,24.17181093,水景里,"  33 ",第五分局,99.0
臺中市北屯區水景里25鄰東山路1段192巷5弄11號,1.0,120.7098139,24.17102677,水景里,"  83 ",第五分局,100.0
臺中市北屯區水景里25鄰東山路1段192巷5弄9號,1.0,120.7102739,24.17087755,水景里,"  42 ",第五分局,101.0
臺中市北屯區水景里26鄰東山路1段186-1號,1.0,120.7085816,24.17064143,水景里,"  33 ",第五分局,102.0
臺中市北屯區水景里26鄰東山路1段186-2號,1.0,120.7091998,24.17095769,水景里,"  33 ",第五分局,103.0
臺中市北屯區水景里26鄰東山路1段186-3號,1.0,120.7085988,24.17063044,水景里,"  33 ",第五分局,104.0
臺中市北屯區水景里28鄰東山路1段147巷20弄30-2號,1.0,120.7077707,24.17106093,水景里,"  42 ",第五分局,105.0
臺中市北屯區水景里28鄰東山路1段147巷20弄30號,1.0,120.7076048,24.17089358,水景里,"  50 ",第五分局,106.0
臺中市北屯區水景里28鄰東山路1段147巷20弄6號,1.0,120.7074968,24.17087774,水景里,"  33 ",第五分局,107.0
臺中市北屯區水景里29鄰東山路1段209號,1.0,120.712813,24.17311626,水景里,"  33 ",第五分局,108.0
臺中市北屯區水景里29鄰東山路1段215-1號,1.0,120.7135602,24.17354946,水景里,"  33 ",第五分局,109.0
臺中市北屯區水景里29鄰東山路1段215-2號,1.0,120.7135952,24.17363908,水景里,"  33 ",第五分局,110.0
臺中市北屯區水景里29鄰東山路1段215-3號,1.0,120.7136624,24.17367377,水景里,"  33 ",第五分局,111.0
臺中市北屯區水景里29鄰東山路1段215-4號,1.0,120.7136201,24.17360636,水景里,"  33 ",第五分局,112.0
臺中市北屯區水景里29鄰東山路1段215-6號,1.0,120.7137174,24.17374715,水景里,"  33 ",第五分局,113.0
臺中市北屯區水景里29鄰東山路1段215-7號,1.0,120.7138606,24.17370074,水景里,"  33 ",第五分局,114.0
臺中市北屯區水景里29鄰東山路1段215號,1.0,120.7136741,24.17368135,水景里,"  33 ",第五分局,115.0
臺中市北屯區水景里30鄰東山路1段147巷40弄11-28號,1.0,120.707804,24.17196287,水景里,"  8 ",第五分局,116.0
臺中市北屯區水景里3鄰東山路1段208-10號,1.0,120.7128477,24.17287109,水景里,"  50 ",第五分局,117.0
臺中市北屯區水景里3鄰東山路1段208-6號,1.0,120.7126216,24.17277971,水景里,"  50 ",第五分局,118.0
臺中市北屯區水景里3鄰東山路1段208-7號,1.0,120.7126006,24.17288082,水景里,"  50 ",第五分局,119.0
臺中市北屯區水景里3鄰東山路1段208-9號,1.0,120.712687,24.17294298,水景里,"  50 ",第五分局,120.0
臺中市北屯區水景里3鄰東山路1段208號,1.0,120.7124119,24.1727955,水景里,"  50 ",第五分局,121.0
臺中市北屯區水景里3鄰東山路1段210巷10-1號,1.0,120.7130811,24.17249621,水景里,"  50 ",第五分局,122.0
臺中市北屯區水景里3鄰東山路1段210巷10號,1.0,120.7130048,24.17266233,水景里,"  50 ",第五分局,123.0
臺中市北屯區水景里3鄰東山路1段210巷12弄5號,1.0,120.7128068,24.17231418,水景里,"  42 ",第五分局,124.0
臺中市北屯區水景里3鄰東山路1段210巷12弄7號,1.0,120.7128317,24.17222114,水景里,"  42 ",第五分局,125.0
臺中市北屯區水景里3鄰東山路1段210巷14號,1.0,120.7130453,24.17246186,水景里,"  42 ",第五分局,126.0
臺中市北屯區水景里3鄰東山路1段210巷16號,1.0,120.7130696,24.17237695,水景里,"  42 ",第五分局,127.0
臺中市北屯區水景里3鄰東山路1段210巷18號,1.0,120.7131869,24.17235826,水景里,"  42 ",第五分局,128.0
臺中市北屯區水景里3鄰東山路1段210巷2號,1.0,120.7128682,24.17276796,水景里,"  50 ",第五分局,129.0
臺中市北屯區水景里3鄰東山路1段210巷4號,1.0,120.7129605,24.17273426,水景里,"  50 ",第五分局,130.0
臺中市北屯區水景里3鄰東山路1段210巷6號,1.0,120.7129235,24.17264125,水景里,"  50 ",第五分局,131.0
臺中市北屯區水景里3鄰東山路1段210巷8號,1.0,120.7130415,24.17277831,水景里,"  50 ",第五分局,132.0
臺中市北屯區水景里3鄰東山路1段212-1號,1.0,120.7130561,24.17284441,水景里,"  50 ",第五分局,133.0
臺中市北屯區水景里3鄰東山路1段212-2號,1.0,120.7130561,24.17284441,水景里,"  50 ",第五分局,134.0
臺中市北屯區水景里3鄰東山路1段212號,1.0,120.7129757,24.17292271,水景里,"  50 ",第五分局,135.0
臺中市北屯區水景里3鄰東山路1段216號,1.0,120.7133329,24.17287616,水景里,"  25 ",第五分局,136.0
臺中市北屯區水景里7鄰水景街23號,1.0,120.7115139,24.17047223,水景里,"  83 ",第五分局,137.0
臺中市北屯區水景街5號,1.0,120.7115575,24.17015871,水景里,"  116 ",第五分局,138.0
"臺中市北屯區水景街88巷3號 ",1.0,120.7117367,24.17365704,水景里,"  923 ",第五分局,139.0
臺中市北屯區北屯里14鄰國校巷64號,1.0,120.6906373,24.16545813,北京里,"  83 ",第五分局,140.0
臺中市北屯區北屯里9鄰國校巷68號,1.0,120.6907993,24.16534599,北京里,"  83 ",第五分局,141.0
"臺中市北屯區北屯路106號 ",1.0,120.6937589,24.16405264,北興里,"  500 ",第五分局,142.0
"臺中市北屯區北屯路174-1號 ",1.0,120.6947614,24.16548722,三光里,"  100 ",第五分局,143.0
"臺中市北屯區北屯路174號 ",1.0,120.6946755,24.16530124,三光里,"  292 ",第五分局,144.0
"臺中市北屯區北屯路190號 ",1.0,120.6950483,24.16610548,三光里,"  166 ",第五分局,145.0
"臺中市北屯區北屯路192號 ",1.0,120.6951154,24.16613333,三光里,"  200 ",第五分局,146.0
"臺中市北屯區北屯路200巷5號 ",1.0,120.6959268,24.16690157,三光里,"  578 ",第五分局,147.0
臺中市北屯區北屯路212巷126號,1.0,120.6990794,24.16645862,三光里,"  258 ",第五分局,148.0
"臺中市北屯區北屯路226巷41弄61號 ",1.0,120.6987473,24.16950186,三光里,"  283 ",第五分局,149.0
"臺中市北屯區北屯路226巷43號 ",3.0,120.698374,24.16845256,三光里,"  1,292 ",第五分局,150.0
"臺中市北屯區北屯路226巷47號 ",1.0,120.698537,24.16842777,三光里,"  500 ",第五分局,151.0
臺中市北屯區北屯路226巷61號,1.0,120.698764,24.16881686,三光里,"  388 ",第五分局,152.0
臺中市北屯區北屯路226巷7號,1.0,120.6972388,24.1691904,三光里,"  150 ",第五分局,153.0
"臺中市北屯區北屯路226巷94弄2號 ",1.0,120.697705,24.16797911,三光里,"  753 ",第五分局,154.0
"臺中市北屯區北屯路240巷5-1號 ",1.0,120.6980334,24.16998393,三光里,"  735 ",第五分局,155.0
"臺中市北屯區北屯路247號 ",1.0,120.6942996,24.16578201,北屯里,"  333 ",第五分局,156.0
"臺中市北屯區北屯路72巷1-1號 ",1.0,120.6934981,24.16327152,北興里,"  166 ",第五分局,157.0
"臺中市北屯區北平路4段207號 ",1.0,120.6968185,24.16999943,三光里,"  166 ",第五分局,158.0
臺中市北屯區北安街53號,1.0,120.6978664,24.16479635,北興里,"  250 ",第五分局,159.0
臺中市北屯區北京里01鄰進化北路55號,1.0,120.6902908,24.16304491,北京里,"  83 ",第五分局,160.0
臺中市北屯區北京里06鄰北屯路135號,1.0,120.6929777,24.16339431,北京里,"  75 ",第五分局,161.0
臺中市北屯區北京里07鄰進化北路6號,1.0,120.6905264,24.16339645,北京里,"  83 ",第五分局,162.0
臺中市北屯區北京里10鄰進化北路20號,1.0,120.6901188,24.16324966,北京里,"  83 ",第五分局,163.0
臺中市北屯區北京里10鄰進化北路24巷7弄17號,1.0,120.6894117,24.1635423,北京里,"  75 ",第五分局,164.0
臺中市北屯區北京里10鄰進化北路24巷8弄12號,1.0,120.6904817,24.16361245,北京里,"  83 ",第五分局,165.0
臺中市北屯區北京里10鄰進化北路64巷1號,1.0,120.6891633,24.16349199,北京里,"  83 ",第五分局,166.0
臺中市北屯區北京里10鄰進化北路64巷3號,1.0,120.6891377,24.16360897,北京里,"  83 ",第五分局,167.0
臺中市北屯區北京里18鄰天祥街37號,1.0,120.6957001,24.16146754,北京里,"  92 ",第五分局,168.0
臺中市北屯區北京里20鄰進化北路39巷21號,1.0,120.6911689,24.1622654,北京里,"  75 ",第五分局,169.0
臺中市北屯區北京里4鄰進化北路75號,1.0,120.6892588,24.16298798,北京里,"  83 ",第五分局,170.0
"臺中市北屯區北祥街6號 ",1.0,120.6991616,24.16433126,北興里,"  250 ",第五分局,171.0
臺中市北屯區北華街113巷2號,1.0,120.6962285,24.16259129,北興里,"  158 ",第五分局,172.0
臺中市北屯區北華街115號,1.0,120.6964325,24.16256161,北興里,"  125 ",第五分局,173.0
臺中市北屯區北華街119號,1.0,120.6965782,24.16259533,北興里,"  208 ",第五分局,174.0
"臺中市北屯區北華街153號 ",1.0,120.6977569,24.16244216,北興里,"  350 ",第五分局,175.0
臺中市北屯區北華街210號,1.0,120.6987395,24.16209719,北興里,"  416 ",第五分局,176.0
臺中市北屯區北華街47號,1.0,120.6944538,24.16293481,北興里,"  150 ",第五分局,177.0
臺中市北屯區北華街49-1號,1.0,120.6945226,24.16290525,北興里,"  145 ",第五分局,178.0
"臺中市北屯區北華街50弄30-11號  ",1.0,120.694446,24.16258813,北興里,"  266 ",第五分局,179.0
臺中市北屯區北華街71巷1號,1.0,120.6948939,24.16298638,北興里,"  483 ",第五分局,180.0
"臺中市北屯區北華街87巷25號 ",1.0,120.6950213,24.16299636,北興里,"  150 ",第五分局,181.0
臺中市北屯區北華街93號,1.0,120.6958898,24.16275014,北興里,"  166 ",第五分局,182.0
臺中市北屯區北興里2鄰三光巷8號,1.0,120.6942809,24.1643922,北興里,"  92 ",第五分局,183.0
臺中市北屯區北興里5鄰北華街71巷6號,1.0,120.6954807,24.16293438,北興里,"  83 ",第五分局,184.0
臺中市北屯區北興巷22弄9-1號,1.0,120.6886274,24.16379881,北興里,"  725 ",第五分局,185.0
臺中市北屯區北興巷26號,1.0,120.6897435,24.16413513,北興里,"  250 ",第五分局,186.0
臺中市北屯區北興巷30號,1.0,120.6895447,24.16414922,北興里,"  225 ",第五分局,187.0
臺中市北屯區北興巷50弄63號,1.0,120.6879897,24.16378474,北興里,"  308 ",第五分局,188.0
臺中市北屯區北興街43號,1.0,120.6889023,24.16387834,北京里,"  800 ",第五分局,189.0
臺中市北屯區平昌里17鄰昌平路1段48號,1.0,120.6934097,24.16786577,平昌里,"  42 ",第五分局,190.0
臺中市北屯區平昌里17鄰昌平路1段50號,1.0,120.6933146,24.16787917,平昌里,"  42 ",第五分局,191.0
臺中市北屯區平昌里17鄰昌平路1段52號,1.0,120.6934546,24.1680829,平昌里,"  42 ",第五分局,192.0
臺中市北屯區平昌里18鄰興安路1段128巷3號,1.0,120.6935975,24.16851725,平昌里,"  66 ",第五分局,193.0
臺中市北屯區江興街89號,2.0,120.6968779,24.16350791,北興里,"  1,757 ",第五分局,194.0
臺中市北屯區旱溪東路三段41號,1.0,120.7110848,24.17604094,水景里,"  520 ",第五分局,195.0
"臺中市北屯區昌平路1段17之3號 ",3.0,120.694358,24.1658246,北屯里,"  539 ",第五分局,196.0
臺中市北屯區昌平路1段21巷6號,2.0,120.6938709,24.16635528,北屯里,"  553 ",第五分局,197.0
"臺中市北屯區昌平路1段30-11號 ",1.0,120.6939379,24.16702947,平昌里,"  200 ",第五分局,198.0
臺中市北屯區昌平路1段30-12號,1.0,120.6940174,24.16715314,平昌里,"  166 ",第五分局,199.0
"臺中市北屯區昌平路一段30-6號 ",1.0,120.6941657,24.16692888,三光里,"  905 ",第五分局,200.0
"臺中市北屯區東山路1段138巷31號 ",1.0,120.7027667,24.16787394,三和里,"  142 ",第五分局,201.0
臺中市北屯區東山路1段138巷46-2號,1.0,120.7026564,24.16759112,三和里,"  132 ",第五分局,202.0
臺中市北屯區東山路1段138巷50號,1.0,120.7026048,24.16754309,三和里,"  308 ",第五分局,203.0
臺中市北屯區東山路1段140巷2弄13-4號,1.0,120.7032979,24.16817277,三和里,"  875 ",第五分局,204.0
臺中市北屯區東山路1段140巷81弄14-3號,1.0,120.704458,24.16742211,三和里,"  425 ",第五分局,205.0
"臺中市北屯區東山路1段146號 ",2.0,120.7041095,24.16950592,三和里,"  3,373 ",第五分局,206.0
臺中市北屯區東山路1段147巷20弄30-2號,1.0,120.7077386,24.17106093,水景里,"  520 ",第五分局,207.0
臺中市北屯區東山路1段147巷21弄1號,1.0,120.7063934,24.17060174,水景里,"  186 ",第五分局,208.0
臺中市北屯區東山路1段147巷40弄11-21號,1.0,120.7072233,24.17203399,水景里,"  260 ",第五分局,209.0
臺中市北屯區東山路1段154巷22弄33號,1.0,120.7081409,24.1690551,水景里,"  784 ",第五分局,210.0
臺中市北屯區東山路1段192-31號,1.0,120.7109005,24.17206959,水景里,"  100 ",第五分局,211.0
臺中市北屯區東山路1段192巷25弄46號,1.0,120.7099788,24.16982634,水景里,"  542 ",第五分局,212.0
臺中市北屯區東山路1段192巷25弄47號,1.0,120.7099788,24.16982634,水景里,"  100 ",第五分局,213.0
"臺中市北屯區東山路1段192巷28弄17號 ",1.0,120.7097703,24.16995724,水景里,"  520 ",第五分局,214.0
臺中市北屯區東山路1段207巷37號,1.0,120.7124575,24.17388394,水景里,"  1,620 ",第五分局,215.0
臺中市北屯區東山路1段210巷11弄5號,1.0,120.7133117,24.17306833,水景里,"  283 ",第五分局,216.0
臺中市北屯區東山路1段218巷6弄1號,1.0,120.7145697,24.17353341,軍功里,"  108 ",第五分局,217.0
臺中市北屯區東山路1段218巷6弄2號,1.0,120.7144899,24.17340541,軍功里,"  1,911 ",第五分局,218.0
臺中市北屯區東山路1段220-18號,1.0,"120.716619580246 ","24.175163796776 ",軍功里,"  810 ",第五分局,219.0
臺中市北屯區東山路1段225-16巷1號,1.0,120.7159929,24.1751768,軍功里,"  375 ",第五分局,220.0
"臺中市北屯區東山路1段225-16號 ",1.0,120.7160358,24.17520616,軍功里,"  1,055 ",第五分局,221.0
臺中市北屯區東山路1段240號,1.0,120.7177167,24.17559017,軍功里,"  216 ",第五分局,222.0
"臺中市北屯區東山路1段244號 ",1.0,120.7177666,24.17565521,軍功里,"  100 ",第五分局,223.0
"臺中市北屯區東山路1段246-1號 ",1.0,120.717811,24.1756898,軍功里,"  100 ",第五分局,224.0
臺中市北屯區東山路1段246-3號,1.0,120.7178613,24.17561028,軍功里,"  100 ",第五分局,225.0
臺中市北屯區東山路1段246號,1.0,120.7177648,24.17562007,軍功里,"  100 ",第五分局,226.0
臺中市北屯區東山路1段248號,1.0,120.7180386,24.17562245,軍功里,"  783 ",第五分局,227.0
"臺中市北屯區東山路1段50巷30弄11號 ",1.0,120.7012003,24.16783542,三和里,"  202 ",第五分局,228.0
"臺中市北屯區東山路1段50巷40-2號 ",1.0,120.7018797,24.16778358,三和里,"  208 ",第五分局,229.0
"臺中市北屯區東山路1段50巷47號 ",1.0,120.7020259,24.16756886,三和里,"  200 ",第五分局,230.0
臺中市北屯區東山路1段50巷58號,1.0,120.7016134,24.16725334,三和里,"  3,450 ",第五分局,231.0
"臺中市北屯區東山路一段147巷266號 ",1.0,120.7102122,24.17285783,水景里,"  629 ",第五分局,232.0
臺中市北屯區東山路一段152號,1.0,120.7064238,24.17121323,水景里,"  651 ",第五分局,233.0
"臺中市北屯區東山路一段238巷15弄33號 ",1.0,120.7186069,24.17575848,軍功里,"  472 ",第五分局,234.0
臺中市北屯區東光路790號,1.0,120.7005235,24.16799937,三和里,"  1,161 ",第五分局,235.0
臺中市北屯區松竹二路138號,1.0,120.7176438,24.1819658,軍功里,"  81 ",第五分局,236.0
臺中市北屯區松竹五路261號,1.0,120.7132662,24.18197339,軍功里,"  638 ",第五分局,237.0
臺中市北屯區松竹五路2段428號,3.0,120.7136897,24.1825212,軍功里,"  373 ",第五分局,238.0
"臺中市北屯區松竹五路89號 ",1.0,120.7124607,24.17711893,水景里,"  376 ",第五分局,239.0
"臺中市北屯區松竹路1段833號 ",3.0,120.7160522,24.18302889,軍功里,"  579 ",第五分局,240.0
"臺中市北屯區松竹路1段929號 ",4.0,120.7126969,24.18311449,軍功里,"  1,081 ",第五分局,241.0
臺中市北屯區松竹路3段33號,3.0,120.7152778,24.18201675,軍功里,"  687 ",第五分局,242.0
"臺中市北屯區松竹路一段887號 ",3.0,120.714839,24.18293144,軍功里,"  2,058 ",第五分局,243.0
