地址,避難所在之地下樓層數,經度,緯度,里別,可容納人數,轄管分局,編號
臺中市北屯區庄美街198號,1.0,120.6650395,24.19180667,后庄里,"  258 ",第五分局,496.0
臺中市北屯區庄美街226號,2.0,120.6663809,24.19266645,后庄里,"  401 ",第五分局,497.0
臺中市北屯區庄美街28號,2.0,120.6620484,24.19111587,后庄里,"  709 ",第五分局,498.0
"臺中市北屯區更生巷190號  ",1.0,120.6636963,24.19985424,同榮里,"  868 ",第五分局,499.0
臺中市北屯區昌平東二路156號,3.0,120.6876382,24.18923213,仁美里,"  627 ",第五分局,500.0
臺中市北屯區昌平東三路58號,1.0,120.6891111,24.18975467,仁美里,"  406 ",第五分局,501.0
"臺中市北屯區昌平路12號  ",1.0,120.6944597,24.16638479,松竹里,"  1,807 ",第五分局,502.0
"臺中市北屯區昌平路2段100號  ",1.0,120.6823996,24.1926913,四民里,"  133 ",第五分局,503.0
"臺中市北屯區昌平路2段102號  ",1.0,120.6824501,24.19271307,四民里,"  125 ",第五分局,504.0
臺中市北屯區昌平路2段11-26號,1.0,120.6888685,24.18124426,松竹里,"  233 ",第五分局,505.0
"臺中市北屯區昌平路2段143號  ",1.0,120.6828484,24.19445317,四民里,"  200 ",第五分局,506.0
"臺中市北屯區昌平路2段145號  ",1.0,120.6825478,24.19465146,四民里,"  200 ",第五分局,507.0
臺中市北屯區昌平路2段36-1號,3.0,120.6868455,24.18812949,仁美里,"  1,643 ",第五分局,508.0
臺中市北屯區昌平路2段5-15號,1.0,120.6903611,24.17932368,松竹里,"  1,161 ",第五分局,509.0
"臺中市北屯區昌平路2段63號  ",1.0,120.6821187,24.19257119,四民里,"  100 ",第五分局,510.0
"臺中市北屯區昌平路2段7號 ",1.0,120.69042,24.17920577,松竹里,"  333 ",第五分局,511.0
"臺中市北屯區昌平路2段7號  ",1.0,120.69042,24.17920577,松竹里,"  375 ",第五分局,512.0
"臺中市北屯區昌平路2段95號  ",1.0,120.6824658,24.19331926,四民里,"  333 ",第五分局,513.0
臺中市北屯區松竹里12鄰昌平路2段3-21號,1.0,120.6904588,24.17865082,松竹里,"  42 ",第五分局,514.0
臺中市北屯區松竹里12鄰昌平路2段3-22號,1.0,120.6905601,24.17865109,松竹里,"  42 ",第五分局,515.0
臺中市北屯區松竹里12鄰昌平路2段3-23號,1.0,120.6905479,24.17814785,松竹里,"  42 ",第五分局,516.0
臺中市北屯區松竹里崇德路2段426巷10號,1.0,120.6861225,24.17948272,松竹里,"  50 ",第五分局,517.0
臺中市北屯區松竹里崇德路2段426巷12號,1.0,120.6861225,24.17948272,松竹里,"  50 ",第五分局,518.0
臺中市北屯區松竹里崇德路2段426巷14號,1.0,120.6861225,24.17948272,松竹里,"  50 ",第五分局,519.0
臺中市北屯區松竹里崇德路2段426巷16號,1.0,120.6861225,24.17948272,松竹里,"  50 ",第五分局,520.0
臺中市北屯區松竹里崇德路2段426巷6號,1.0,120.6861225,24.17948272,松竹里,"  58 ",第五分局,521.0
臺中市北屯區松竹里崇德路2段426巷8號,1.0,120.6861225,24.17948272,松竹里,"  58 ",第五分局,522.0
臺中市北屯區松竹里熱河路2段95號,1.0,120.6872227,24.17032487,松竹里,"  42 ",第五分局,523.0
臺中市北屯區松竹路2段701號,2.0,120.6867417,24.18149627,松竹里,"  974 ",第五分局,524.0
臺中市北屯區松竹路451號,2.0,120.687931,24.18172531,松竹里,"  650 ",第五分局,525.0
臺中市北屯區松竹路三段93號,5.0,120.6829904,24.18162168,松竹里,"  2,107 ",第五分局,526.0
臺中市北屯區河北二街36號,4.0,120.6843755,24.17847759,松竹里,"  1,332 ",第五分局,527.0
臺中市北屯區河北二街90號,2.0,120.6830507,24.17848663,松竹里,"  562 ",第五分局,528.0
"臺中市北屯區河北西街68號  ",1.0,120.682606,24.17814122,松竹里,"  807 ",第五分局,529.0
臺中市北屯區河北西街88號,5.0,120.6827762,24.179165,松竹里,"  810 ",第五分局,530.0
"臺中市北屯區河北東街66號 ",1.0,120.682522,24.17814786,松竹里,"  1,164 ",第五分局,531.0
"臺中市北屯區河北路87號  ",1.0,120.6825543,24.179143,松竹里,"  1,572 ",第五分局,532.0
臺中市北屯區長生一街60號,3.0,120.6860907,24.19574008,仁美里,"  968 ",第五分局,533.0
臺中市北屯區崇德11路59號,2.0,120.687855,24.18913056,仁美里,"  635 ",第五分局,534.0
臺中市北屯區崇德11路98號,2.0,120.6876728,24.18946849,仁美里,"  258 ",第五分局,535.0
臺中市北屯區崇德16路226號,3.0,120.6871889,24.19529009,仁美里,"  811 ",第五分局,536.0
臺中市北屯區崇德七路131號,1.0,120.6866993,24.18073305,松竹里,"  283 ",第五分局,537.0
"臺中市北屯區崇德二路2段218號  ",1.0,120.6847844,24.17771715,松竹里,"  1,496 ",第五分局,538.0
臺中市北屯區崇德二路二段236號,4.0,120.6840874,24.17775593,松竹里,"  859 ",第五分局,539.0
臺中市北屯區崇德八路一段176號,3.0,120.6868049,24.18367817,仁和里,"  1,323 ",第五分局,540.0
臺中市北屯區崇德十一路28號,3.0,120.6892158,24.18945028,仁美里,"  469 ",第五分局,541.0
臺中市北屯區崇德十九路19號,1.0,120.6925568,24.19756342,仁美里,"  350 ",第五分局,542.0
臺中市北屯區崇德十三路1號,1.0,120.6874807,24.19385014,仁美里,"  152 ",第五分局,543.0
臺中市北屯區崇德十三路68號,3.0,120.6856425,24.19422502,仁美里,"  535 ",第五分局,544.0
臺中市北屯區崇德十六路172號,4.0,120.6892733,24.19521258,仁美里,"  6,835 ",第五分局,545.0
臺中市北屯區崇德十六路261號,3.0,120.6872547,24.1949907,仁美里,"  1,020 ",第五分局,546.0
臺中市北屯區崇德十路一段388號,3.0,120.6887925,24.18841043,仁美里,"  1,251 ",第五分局,547.0
臺中市北屯區崇德五路345號,1.0,120.684322,24.17892532,松竹里,"  2,238 ",第五分局,548.0
"臺中市北屯區崇德五路351號  ",1.0,120.6836389,24.17897557,松竹里,"  589 ",第五分局,549.0
臺中市北屯區崇德六路18號,2.0,120.6890838,24.18034056,松竹里,"  2,974 ",第五分局,550.0
臺中市北屯區崇德路2段346巷1號,1.0,120.6860165,24.17725252,松竹里,"  908 ",第五分局,551.0
"臺中市北屯區崇德路2段346巷25弄63-1號  ",1.0,120.686563,24.17858899,松竹里,"  645 ",第五分局,552.0
"臺中市北屯區崇德路2段478巷1-13號  ",1.0,120.6861075,24.18022604,松竹里,"  1,100 ",第五分局,553.0
臺中市北屯區崇德路2段500巷22號,1.0,120.6862535,24.18091276,松竹里,"  642 ",第五分局,554.0
臺中市北屯區崇德路3段10號,2.0,120.6864811,24.18274565,仁和里,"  1,883 ",第五分局,555.0
"臺中市北屯區崇德路3段10號  ",1.0,120.6864811,24.18274565,仁和里,"  2,917 ",第五分局,556.0
臺中市北屯區崇德路3段2號,1.0,120.6864202,24.18201324,仁和里,"  877 ",第五分局,557.0
臺中市北屯區崇德路3段568號,1.0,120.6872012,24.19217864,仁美里,"  1,557 ",第五分局,558.0
臺中市北屯區崇德路3段831號,1.0,120.6865077,24.19797787,四民里,"  5,162 ",第五分局,559.0
臺中市北屯區崇德路3段568號,1.0,120.6866005,24.19184935,仁美里,"  2,765 ",第五分局,560.0
臺中市北屯區崇德路三段108號,1.0,120.6864172,24.18377352,仁和里,"  399 ",第五分局,561.0
臺中市北屯區崇德路三段125號,3.0,120.6859862,24.18600104,仁和里,"  594 ",第五分局,562.0
臺中市北屯區崇德路三段666號,4.0,120.6865877,24.19441224,仁美里,"  1,210 ",第五分局,563.0
臺中市北屯區崇德路三段91號,4.0,120.685971,24.18449129,仁和里,"  805 ",第五分局,564.0
臺中市北屯區敦化路467巷9號,1.0,120.6681284,24.18761857,后庄里,"  742 ",第五分局,565.0
"臺中市北屯區新興路20號  ",1.0,120.6628385,24.19429266,同榮里,"  316 ",第五分局,566.0
臺中市北屯區新興路3巷2號,1.0,120.5920816,24.18118104,同榮里,"  739 ",第五分局,567.0
臺中市北屯區新興路9巷101號,1.0,120.5910101,24.17996878,同榮里,"  220 ",第五分局,568.0
臺中市北屯區新興路9巷27-8號,1.0,120.5910118,24.17996878,同榮里,"  257 ",第五分局,569.0
"臺中市北屯區新興路9巷30弄37號  ",1.0,120.6618459,24.1953685,同榮里,"  1,075 ",第五分局,570.0
"臺中市北屯區新興路9巷36弄14號  ",1.0,120.6620953,24.19514559,同榮里,"  3,650 ",第五分局,571.0
臺中市北屯區新興路9巷63弄8號,1.0,120.6622019,24.19502692,同榮里,"  425 ",第五分局,572.0
"臺中市北屯區新興路9巷64弄16號  ",1.0,120.662125,24.19524878,同榮里,"  1,982 ",第五分局,573.0
臺中市北屯區新興路9巷64弄237號,1.0,120.6624068,24.19513736,同榮里,"  258 ",第五分局,574.0
"臺中市北屯區新興路9巷65號  ",1.0,120.6618419,24.19536867,同榮里,"  108 ",第五分局,575.0
臺中市北屯區熱河路3段87巷10號,1.0,120.688476,24.17857907,松竹里,"  642 ",第五分局,576.0
臺中市北屯區熱河路3段93巷42弄18號,2.0,120.6871245,24.17864318,松竹里,"  2,600 ",第五分局,577.0
臺中市北屯區豐樂路10-4號,1.0,120.6846376,24.19350693,仁美里,"  783 ",第五分局,578.0
"臺中市北屯區豐樂路15-3號  ",1.0,120.6870258,24.19367203,仁美里,"  108 ",第五分局,579.0
"臺中市北屯區豐樂路15-4號  ",1.0,120.6875415,24.19354126,仁美里,"  100 ",第五分局,580.0
臺中市北屯區豐樂路28之5號,2.0,120.6899314,24.1927424,仁美里,"  1,450 ",第五分局,581.0
臺中市北屯區豐樂路2段158號,3.0,120.6802164,24.19478407,仁和里,"  640 ",第五分局,582.0
"臺中市北屯區豐樂路2段168號  ",1.0,120.679606,24.1948071,仁和里,"  1,521 ",第五分局,583.0
"臺中市北屯區豐樂路3巷23號  ",1.0,120.6836284,24.19427732,仁美里,"  108 ",第五分局,584.0
"臺中市北屯區豐樂路3巷25號  ",1.0,120.6836283,24.19432533,仁美里,"  108 ",第五分局,585.0
"臺中市北屯區豐樂路3巷27號  ",1.0,120.6836335,24.19435934,仁美里,"  108 ",第五分局,586.0
北屯區昌平路二段50之6巷25號七樓之1,3.0,120.68361,24.19175,仁美里,"  1,402 ",第五分局,587.0
臺中市北屯區仁美里19鄰昌平五街286號,1.0,120.6909911,24.19181289,仁美里,"  850 ",第五分局,588.0
臺中市北屯區東山路1段369號,1.0,120.7168777,24.17557544,和平里,"  108 ",第五分局,589.0
臺中市北屯區東山路2段75號,1.0,120.7461559,24.19134947,大坑里,"  725 ",第五分局,590.0
"臺中市北屯區廍子巷11號 ",1.0,120.7340712,24.1681432,廍子里,"  2,031 ",第五分局,591.0
"臺中市北屯區廍子巷11號 ",1.0,120.7340712,24.1681432,廍子里,"  479 ",第五分局,592.0
"臺中市北屯區廍子巷11號 ",1.0,120.7340712,24.1681432,廍子里,"  818 ",第五分局,593.0
"臺中市北屯區廍子巷11號 ",1.0,120.7340712,24.1681432,廍子里,"  328 ",第五分局,594.0
"臺中市北屯區廍子巷11號 ",1.0,120.7340712,24.1681432,廍子里,"  197 ",第五分局,595.0
"臺中市北屯區廍子巷11號 ",1.0,120.7340712,24.1681432,廍子里,"  11,370 ",第五分局,596.0
"臺中市北屯區廍子巷11號 ",1.0,120.7340712,24.1681432,廍子里,"  6,034 ",第五分局,597.0
臺中市北屯區大坑里7鄰東山路2段66號之1,1.0,120.7447125,24.18759807,大坑里,"  66 ",第五分局,598.0
臺中市北屯區大坑里7鄰東山路2段66號之2,1.0,120.7447125,24.18759807,大坑里,"  33 ",第五分局,599.0
臺中市北屯區大坑里7鄰東山路2段66號之3,1.0,120.7447125,24.18759807,大坑里,"  33 ",第五分局,600.0
臺中市北屯區大坑里8鄰東山路2段98號,1.0,120.7707522,24.19927462,大坑里,"  33 ",第五分局,601.0
"臺中市北屯區太和一街123號 ",1.0,120.7243335,24.16281021,廍子里,"  494 ",第五分局,602.0
"臺中市北屯區太和一街133號 ",1.0,120.7237786,24.16311385,廍子里,"  203 ",第五分局,603.0
"臺中市北屯區太和五街88號 ",3.0,120.7239127,24.1652032,廍子里,"  1,286 ",第五分局,604.0
臺中市北屯區太和東街120號,2.0,120.7267262,24.16481655,廍子里,"  618 ",第五分局,605.0
臺中市北屯區太和東街128號,1.0,120.7266262,24.16474578,廍子里,"  307 ",第五分局,606.0
"臺中市北屯區太和東街136號 ",3.0,120.7269007,24.16484308,廍子里,"  1,356 ",第五分局,607.0
"臺中市北屯區太和東街188號 ",3.0,120.7266357,24.16644719,廍子里,"  382 ",第五分局,608.0
臺中市北屯區太和東街196號,1.0,120.7263608,24.16639424,廍子里,"  215 ",第五分局,609.0
"臺中市北屯區太和東街198號 ",3.0,120.7271137,24.1627774,廍子里,"  320 ",第五分局,610.0
臺中市北屯區太和東街8號,1.0,120.7248356,24.16118947,廍子里,"  455 ",第五分局,611.0
臺中市北屯區太和路一段223號,1.0,120.7267295,24.16107789,廍子里,"  572 ",第五分局,612.0
臺中市北屯區太原路3段1220號,1.0,120.725396,24.16198312,廍子里,"  724 ",第五分局,613.0
臺中市北屯區太原路3段1277號,1.0,120.726061,24.16191219,廍子里,"  785 ",第五分局,614.0
臺中市北屯區太原路3段1289號,1.0,120.726901,24.16167549,廍子里,"  1,970 ",第五分局,615.0
臺中市北屯區太原路3段1299號,4.0,120.7178686,24.16029523,廍子里,"  1,950 ",第五分局,616.0
"臺中市北屯區太原路二段1160號 ",3.0,120.7179008,24.1603148,廍子里,"  388 ",第五分局,617.0
"臺中市北屯區太原路三段1189號 ",3.0,120.7241054,24.16232763,廍子里,"  1,939 ",第五分局,618.0
"臺中市北屯區太原路三段1317號 ",3.0,120.7295836,24.1612192,廍子里,"  4,961 ",第五分局,619.0
"臺中市北屯區太祥路250號 ",1.0,120.7314322,24.17143846,廍子里,"  552 ",第五分局,620.0
臺中市北屯區太順五街118號,1.0,120.7251438,24.16111291,廍子里,"  118 ",第五分局,621.0
"臺中市北屯區太順東街8號 ",1.0,120.7221274,24.15965801,廍子里,"  289 ",第五分局,622.0
"臺中市北屯區太順路82號 ",3.0,120.7253756,24.15915142,廍子里,"  1,769 ",第五分局,623.0
"臺中市北屯區太順路97號 ",1.0,120.7252861,24.15876017,廍子里,"  2,278 ",第五分局,624.0
臺中市北屯區民政里3鄰北坑巷60號,1.0,120.7589113,24.17001861,民政里,"  63 ",第五分局,625.0
臺中市北屯區民政里9鄰橫坑巷46-2號,1.0,120.7470042,24.17789772,民政里,"  42 ",第五分局,626.0
臺中市北屯區民政里9鄰橫坑巷46-5號,1.0,120.7468816,24.17812953,民政里,"  42 ",第五分局,627.0
臺中市北屯區和平里11鄰軍和巷6號,1.0,120.7252293,24.17842776,和平里,"  58 ",第五分局,628.0
臺中市北屯區和平里12鄰東山路1段369-4號,1.0,120.7238472,24.17642572,和平里,"  66 ",第五分局,629.0
臺中市北屯區和平里12鄰東山路1段369-5號,1.0,120.7252916,24.17658754,和平里,"  66 ",第五分局,630.0
臺中市北屯區和平里12鄰東山路1段369-8號,1.0,120.7255854,24.1765533,和平里,"  75 ",第五分局,631.0
臺中市北屯區和平里30鄰東山路1段371號,1.0,120.7268763,24.1768347,和平里,"  58 ",第五分局,632.0
臺中市北屯區和平里6鄰軍和街389巷30號,1.0,120.7238722,24.17747345,和平里,"  75 ",第五分局,633.0
"臺中市北屯區和順路425號 ",1.0,120.7224268,24.1723553,和平里,"  453 ",第五分局,634.0
"臺中市北屯區和福路236號 ",1.0,120.7236605,24.17576099,和平里,"  1,159 ",第五分局,635.0
"臺中市北屯區東山路1段315號 ",1.0,120.7169207,24.17545798,和平里,"  166 ",第五分局,636.0
臺中市北屯區東山路1段332-1號,4.0,120.7237891,24.1762131,和平里,"  1,470 ",第五分局,637.0
"臺中市北屯區東山路1段363號 ",1.0,120.7168563,24.17562438,和平里,"  308 ",第五分局,638.0
臺中市北屯區東山路1段365號,1.0,120.7169421,24.17553629,和平里,"  100 ",第五分局,639.0
臺中市北屯區東山路1段367號,1.0,120.7169421,24.17562438,和平里,"  208 ",第五分局,640.0
"臺中市北屯區東山路1段367號 ",1.0,120.7169421,24.17562438,和平里,"  208 ",第五分局,641.0
"臺中市北屯區東山路1段369號 ",3.0,120.7169528,24.17555586,和平里,"  1,338 ",第五分局,642.0
"臺中市北屯區東山路1段394號 ",1.0,120.7168348,24.17550692,和平里,"  133 ",第五分局,643.0
"臺中市北屯區東山路2段112號 ",1.0,120.7481616,24.19648686,大坑里,"  190 ",第五分局,644.0
臺中市北屯區東山路2段151號,1.0,120.7481616,24.19648686,大坑里,"  250 ",第五分局,645.0
"臺中市北屯區東山路2段151號 ",1.0,120.7450038,24.18312892,大坑里,"  166 ",第五分局,646.0
"臺中市北屯區東山路2段56號 ",1.0,120.746231,24.19131032,東山里,"  833 ",第五分局,647.0
"臺中市北屯區東山路2段75號 ",1.0,120.746231,24.19131032,大坑里,"  586 ",第五分局,648.0
臺中市北屯區松竹路1段7-16號,1.0,120.7301412,24.17682846,和平里,"  330 ",第五分局,649.0
"臺中市北屯區建和路1段101號 ",3.0,120.7202507,24.16178302,廍子里,"  1,290 ",第五分局,650.0
臺中市北屯區建和路1段107號,3.0,120.7207847,24.16183895,廍子里,"  662 ",第五分局,651.0
"臺中市北屯區建和路二段20號 ",1.0,120.7246348,24.16729004,廍子里,"  415 ",第五分局,652.0
"臺中市北屯區軍和街318號 ",3.0,120.7248066,24.17700495,和平里,"  1,083 ",第五分局,653.0
臺中市北屯區軍和街320號,3.0,120.7248811,24.1770511,和平里,"  1,083 ",第五分局,654.0
"臺中市北屯區軍和街378巷33號 ",1.0,120.7266089,24.17699211,和平里,"  100 ",第五分局,655.0
臺中市北屯區軍福13路269號,1.0,120.7236532,24.17241075,和平里,"  161 ",第五分局,656.0
"臺中市北屯區軍福13路95號 ",1.0,120.7268954,24.17172221,廍子里,"  455 ",第五分局,657.0
臺中市北屯區軍福15路261號,1.0,120.7260941,24.17404374,和平里,"  110 ",第五分局,658.0
"臺中市北屯區軍福16路346號 ",3.0,120.7237705,24.17547689,和平里,"  1,649 ",第五分局,659.0
臺中市北屯區軍福7路5號,3.0,120.7266891,24.1653956,廍子里,"  948 ",第五分局,660.0
臺中市北屯區軍福7路70之2號,3.0,120.7254041,24.1655189,廍子里,"  1,077 ",第五分局,661.0
"臺中市北屯區軍福七路158號 ",3.0,120.7232837,24.16591314,廍子里,"  2,707 ",第五分局,662.0
"臺中市北屯區軍福七路168號 ",3.0,120.722244,24.16591253,廍子里,"  2,055 ",第五分局,663.0
"臺中市北屯區軍福七路36號 ",3.0,120.7261159,24.16570227,廍子里,"  1,831 ",第五分局,664.0
"臺中市北屯區軍福十七路32號 ",3.0,120.7201252,24.17562744,和平里,"  420 ",第五分局,665.0
"臺中市北屯區軍福十三200號 ",1.0,120.724141,24.17265797,和平里,"  341 ",第五分局,666.0
"臺中市北屯區軍福十三路210號 ",3.0,120.7239165,24.1726429,和平里,"  1,310 ",第五分局,667.0
"臺中市北屯區軍福十三路300號 ",1.0,120.7238951,24.17269184,和平里,"  2,218 ",第五分局,668.0
"臺中市北屯區軍福十五路316號 ",3.0,120.7193993,24.1730082,和平里,"  1,364 ",第五分局,669.0
"臺中市北屯區軍福十五路332號 ",3.0,120.7179008,24.1603148,和平里,"  716 ",第五分局,670.0
"臺中市北屯區軍福十六285號 ",3.0,120.7241054,24.16232763,和平里,"  1,564 ",第五分局,671.0
"臺中市北屯區軍福十六路271號 ",3.0,120.7295836,24.1612192,和平里,"  1,811 ",第五分局,672.0
"臺中市北屯區祥順一街99號 ",1.0,120.7202507,24.16178302,廍子里,"  252 ",第五分局,673.0
"臺中市北屯區祥順六街125號 ",1.0,120.7207847,24.16183895,廍子里,"  535 ",第五分局,674.0
"臺中市北屯區祥順六街188號 ",3.0,120.7246348,24.16729004,廍子里,"  1,053 ",第五分局,675.0
"臺中市北屯區祥順東路二段51號 ",3.0,120.7248066,24.17700495,廍子里,"  2,581 ",第五分局,676.0
"臺中市北屯區祥順路1段420號 ",3.0,120.7248811,24.1770511,廍子里,"  2,069 ",第五分局,677.0
臺中市北屯區祥順路1段482號,3.0,120.7266089,24.17699211,廍子里,"  1,491 ",第五分局,678.0
臺中市北屯區祥順路2100號,3.0,120.7236532,24.17241075,廍子里,"  552 ",第五分局,679.0
臺中市北屯區祥順路2段181號,1.0,120.7252916,24.17658754,和平里,"  203 ",第五分局,680.0
臺中市北屯區祥順路2段60號,4.0,120.7255854,24.1765533,廍子里,"  972 ",第五分局,681.0
"臺中市北屯區祥順路一段502號 ",3.0,120.7268763,24.1768347,廍子里,"  891 ",第五分局,682.0
"臺中市北屯區景賢路129號 ",3.0,120.7447125,24.18759807,廍子里,"  2,515 ",第五分局,683.0
"臺中市北屯區景賢路151號 ",1.0,120.7447125,24.18759807,廍子里,"  1,778 ",第五分局,684.0
"臺中市北屯區景賢路161號 ",3.0,120.7707522,24.19927462,廍子里,"  746 ",第五分局,685.0
臺中市北屯區景賢路290號,1.0,120.7243335,24.16281021,廍子里,"  574 ",第五分局,686.0
臺中市北屯區景賢路68號,3.0,120.7266262,24.16474578,廍子里,"  1,052 ",第五分局,687.0
"臺中市北屯區景賢路99號 ",3.0,120.7481616,24.19648686,廍子里,"  1,311 ",第五分局,688.0
"臺中市北屯區新平路3段453號 ",1.0,120.7268954,24.17172221,廍子里,"  694 ",第五分局,689.0
臺中市北屯區廍子里10鄰廍子巷7弄59號,1.0,120.7481616,24.19648686,廍子里,"  66 ",第五分局,690.0
臺中市北屯區廍子里13鄰太和路一段218之1號,1.0,120.7450038,24.18312892,廍子里,"  682 ",第五分局,691.0
臺中市北屯區廍子里16鄰景賢路290號,1.0,120.746231,24.19131032,廍子里,"  1,050 ",第五分局,692.0
臺中市北屯區廍子里5鄰軍福9路158號9樓1,1.0,120.746231,24.19131032,廍子里,"  936 ",第五分局,693.0
"臺中市北屯區廍子巷7弄26號 ",1.0,120.7252861,24.15876017,廍子里,"  200 ",第五分局,694.0
"臺中市北屯區廍子路327號 ",1.0,120.7589113,24.17001861,廍子里,"  598 ",第五分局,695.0
臺中市北屯區樹孝路586號,3.0,120.7169421,24.17553629,廍子里,"  1,035 ",第五分局,696.0
"臺中市北屯區樹孝路718號 ",3.0,120.7169421,24.17562438,廍子里,"  1,503 ",第五分局,697.0
臺中市北屯區樹孝路758號,2.0,120.7169421,24.17562438,廍子里,"  418 ",第五分局,698.0
"臺中市北屯區環中東路2段253號 ",1.0,120.7301412,24.17682846,和平里,"  496 ",第五分局,699.0
"臺中市北屯區環中東路2段281號 ",1.0,120.7202507,24.16178302,和平里,"  604 ",第五分局,700.0
"臺中市北屯區環中東路2段420號 ",1.0,120.7207847,24.16183895,和平里,"  265 ",第五分局,701.0
臺中市北屯區環中東路2段431號,1.0,120.7246348,24.16729004,和平里,"  178 ",第五分局,702.0
"臺中市北屯區環中東路三段37號 ",3.0,120.7248066,24.17700495,廍子里,"  1,044 ",第五分局,703.0
臺中市北屯區環太東路459號,3.0,120.7193993,24.1730082,廍子里,"  5,210 ",第五分局,704.0
臺中市北屯區環太東路513號,3.0,120.7179008,24.1603148,廍子里,"  4,816 ",第五分局,705.0
"臺中市北屯區環太東路621號 ",3.0,120.7241054,24.16232763,廍子里,"  2,703 ",第五分局,706.0
臺中市北屯區和平里12鄰和福路191號五樓之5,1.0,120.746231,24.19131032,和平里,"  1,665 ",第五分局,707.0
北屯區廍子里13鄰太順五街36,1.0,120.7268954,24.17172221,廍子里,"  284 ",第五分局,708.0
臺中市北屯區廍子里13鄰祥順路一段456號2樓之1,1.0,120.7450038,24.18312892,廍子里,"  323 ",第五分局,709.0
臺中市北屯區部子里18鄰環太東路560號6樓-16,3.0,120.7303947,24.15917703,廍子里,"  8,068 ",第五分局,710.0
臺中市北屯區部子里12鄰軍福十三路106號,3.0,120.7308223,24.17102877,廍子里,"  422 ",第五分局,711.0
臺中市北屯區文心路4段575號,1.0,120.6829487,24.17328587,平和里,"  1,781 ",第五分局,712.0
臺中市北屯區文心路4段575號,1.0,120.6829487,24.17328587,平和里,"  2,966 ",第五分局,713.0
臺中市北屯區文心路4段667號,1.0,120.6874096,24.17235662,平心里,"  1,213 ",第五分局,714.0
臺中市北屯區瀋陽路3段70號,1.0,120.6876831,24.17322364,平心里,"  1,197 ",第五分局,715.0
臺中市北屯區大連路2段193號,1.0,120.6871669,24.17605139,平福里,"  440 ",第五分局,716.0
臺中市北屯區大連路2段1號,1.0,120.681885,24.17663146,平和里,"  507 ",第五分局,717.0
臺中市北屯區大連路2段200號,1.0,120.6883388,24.17566824,平福里,"  648 ",第五分局,718.0
臺中市北屯區大連路2段219號,1.0,120.688255,24.17597289,平福里,"  988 ",第五分局,719.0
臺中市北屯區大連路2段226號,1.0,120.6888983,24.17576361,平福里,"  1,156 ",第五分局,720.0
臺中市北屯區大連路2段36號,1.0,120.6832599,24.17618326,平和里,"  321 ",第五分局,721.0
臺中市北屯區大連路3段18號,1.0,120.6914063,24.17536565,平順里,"  1,245 ",第五分局,722.0
臺中市北屯區大連路3段21巷17號,1.0,120.6911468,24.17630986,平順里,"  1,208 ",第五分局,723.0
臺中市北屯區大連路3段52號,1.0,120.6920034,24.17523619,平順里,"  437 ",第五分局,724.0
臺中市北屯區大連路3段61號,1.0,120.6924171,24.17538095,平順里,"  489 ",第五分局,725.0
臺中市北屯區大連路3段70巷37號,1.0,120.6925436,24.17507016,平順里,"  1,140 ",第五分局,726.0
臺中市北屯區山西路2段242號,1.0,120.6765137,24.17472661,平和里,"  531 ",第五分局,727.0
臺中市北屯區天津路3段113號,2.0,120.6828717,24.16964325,平德里,"  341 ",第五分局,728.0
臺中市北屯區天津路3段1號,1.0,120.6795097,24.16996006,平德里,"  902 ",第五分局,729.0
臺中市北屯區天津路4段94號,1.0,120.687812,24.16924178,平安里,"  562 ",第五分局,730.0
臺中市北屯區文心路4段137號,1.0,120.6755198,24.17388547,平和里,"  889 ",第五分局,731.0
臺中市北屯區文心路4段213號,1.0,120.6771608,24.17355618,平和里,"  526 ",第五分局,732.0
臺中市北屯區文心路4段339號,1.0,120.6809684,24.17290358,平和里,"  520 ",第五分局,733.0
臺中市北屯區文心路4段462號,1.0,120.6826496,24.17224428,平德里,"  1,109 ",第五分局,734.0
臺中市北屯區文心路4段486號,1.0,120.6831651,24.17212947,平德里,"  443 ",第五分局,735.0
臺中市北屯區文心路4段532號,1.0,120.6849211,24.17198651,平德里,"  656 ",第五分局,736.0
臺中市北屯區文心路4段595號,1.0,120.6845203,24.17252508,平和里,"  2,239 ",第五分局,737.0
臺中市北屯區文心路4段623號,1.0,120.6867434,24.17220908,平心里,"  1,426 ",第五分局,738.0
臺中市北屯區文心路4段693號,1.0,120.6886256,24.1720039,平心里,"  419 ",第五分局,739.0
臺中市北屯區文心路4段696號,1.0,120.6873656,24.17160878,平安里,"  1,161 ",第五分局,740.0
臺中市北屯區文心路4段752號,1.0,120.6884834,24.17159338,平安里,"  699 ",第五分局,741.0
臺中市北屯區文心路4段506號,4.0,120.6837045,24.17208163,平德里,"  550 ",第五分局,742.0
臺中市北屯區文昌東七街56巷18號,1.0,120.689243,24.16975113,平安里,"  729 ",第五分局,743.0
臺中市北屯區北平路4段52號,2.0,120.6889332,24.17044431,平安里,"  499 ",第五分局,744.0
臺中市北屯區崇德路2段168號,1.0,120.6857394,24.17283109,平心里,"  6,461 ",第五分局,745.0
臺中市北屯區崇德路二段255號,1.0,120.6855566,24.17640835,平陽里,"  118 ",第五分局,746.0
臺中市北屯區天津路三段160號,1.0,120.6842324,24.16943389,平德里,"  149 ",第五分局,747.0
臺中市北屯區安順二街43號,1.0,120.6823086,24.17441268,平和里,"  566 ",第五分局,748.0
