地址,經度,緯度,避難所在之地下樓層數,可容納人數,村里別,轄區分局,編號
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"416 ",福恩里,第六分局,FB00019
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"833 ",福恩里,第六分局,FB00020
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"383 ",福恩里,第六分局,FB00021
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"250 ",福恩里,第六分局,FB00022
臺中市西屯區福聯里臺灣大道四段1916號,"120.600077 ","24.183055 ",B01,"700 ",福聯里,第六分局,FB00024
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"300 ",福恩里,第六分局,FB00039
臺中市西屯區福聯里臺灣大道四段1330號,"120.609167 ","24.184656 ",B01,"72 ",福聯里,第六分局,FB00041
臺中市西屯區福聯里臺灣大道四段1332號,"120.609131 ","24.184640 ",B01,"72 ",福聯里,第六分局,FB00042
臺中市西屯區福聯里臺灣大道四段1336號,"120.609084 ","24.184632 ",B01,"72 ",福聯里,第六分局,FB00043
臺中市西屯區福聯里臺灣大道四段1338號,"120.609039 ","24.184619 ",B01,"72 ",福聯里,第六分局,FB00044
臺中市西屯區福聯里臺灣大道四段1340號,"120.608991 ","24.184608 ",B01,"72 ",福聯里,第六分局,FB00045
臺中市西屯區福聯里臺灣大道四段1342號,"120.608948 ","24.184594 ",B01,"72 ",福聯里,第六分局,FB00046
臺中市西屯區福聯里臺灣大道四段1346號,"120.608904 ","24.184588 ",B01,"72 ",福聯里,第六分局,FB00047
臺中市西屯區福聯里臺灣大道四段1348號,"120.608859 ","24.184567 ",B01,"72 ",福聯里,第六分局,FB00048
臺中市西屯區福聯里臺灣大道四段1350號,"120.608817 ","24.184559 ",B01,"72 ",福聯里,第六分局,FB00049
臺中市西屯區福聯里臺灣大道四段1352號,"120.608777 ","24.184546 ",B01,"72 ",福聯里,第六分局,FB00050
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"116 ",福恩里,第六分局,FB00051
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"100 ",福恩里,第六分局,FB00052
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"100 ",福恩里,第六分局,FB00053
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"100 ",福恩里,第六分局,FB00054
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"100 ",福恩里,第六分局,FB00055
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"100 ",福恩里,第六分局,FB00056
臺中市西屯區福和里臺灣大道四段671巷52號,"120.619622 ","24.178183 ",B01,"62 ",福和里,第六分局,FB00069
臺中市西屯區協和里安和路1號,"120.617709 ","24.161822 ",B01,"572 ",協和里,第六分局,FB00083
臺中市西屯區福聯里臺灣大道四段1650號,"120.604647 ","24.184298 ",B01,"1275 ",福聯里,第六分局,FB00091
臺中市西屯區福恩里臺灣大道四段1347號,"120.608854 ","24.184104 ",B01,"217 ",福恩里,第六分局,FB00092
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"1151 ",福恩里,第六分局,FB00093
臺中市西屯區福中里中工二路212號,"120.615624 ","24.176189 ",B01,"80 ",福中里,第六分局,FB00103
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"1424 ",福恩里,第六分局,FB00124
臺中市西屯區福和里福安七街15號,"120.617459 ","24.177171 ",B01,"75 ",福和里,第六分局,FB00132
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"341 ",福恩里,第六分局,FB00137
臺中市西屯區福和里福安二街3巷27號,"120.617485 ","24.180154 ",B01,"60 ",福和里,第六分局,FB00139
臺中市西屯區福和里福安十街71巷15號,"120.616463 ","24.174828 ",B01,"56 ",福和里,第六分局,FB00141
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"347 ",福恩里,第六分局,FB00143
臺中市西屯區福中里福中十五街13巷2號,"120.614498 ","24.174309 ",B01,"66 ",福中里,第六分局,FB00163
臺中市西屯區協和里安和路99號,"120.619557 ","24.170361 ",B01,"149 ",協和里,第六分局,FB00165
臺中市西屯區福和里福安六街8號之1,"120.618055 ","24.178114 ",B01,"94 ",福和里,第六分局,FB00171
臺中市西屯區福聯里臺灣大道四段1650號,"120.604647 ","24.184298 ",B01,"1805 ",福聯里,第六分局,FB00173
臺中市西屯區福和里中工三路140號,"120.618236 ","24.177669 ",B01,"76 ",福和里,第六分局,FB00178
臺中市西屯區福和里中工三路142號,"120.618232 ","24.177650 ",B01,"61 ",福和里,第六分局,FB00179
臺中市西屯區福和里中工三路197號,"120.618077 ","24.176400 ",B01,"56 ",福和里,第六分局,FB00180
臺中市西屯區福和里中工三路106號,"120.618517 ","24.178445 ",B01,"81 ",福和里,第六分局,FB00189
臺中市西屯區福安里中工三路36號,"120.619196 ","24.180133 ",B01,"57 ",福安里,第六分局,FB00190
臺中市西屯區福中里福中二街10巷22號,"120.615951 ","24.181073 ",B01,"68 ",福中里,第六分局,FB00194
臺中市西屯區福中里福中二街10巷20號,"120.615961 ","24.181135 ",B01,"68 ",福中里,第六分局,FB00195
臺中市西屯區福中里福中二街10巷16號,"120.615977 ","24.181236 ",B01,"58 ",福中里,第六分局,FB00196
臺中市西屯區福和里中工三路108號,"120.618499 ","24.178398 ",B01,"75 ",福和里,第六分局,FB00198
臺中市西屯區福恩里工業區一路52號,"120.614695 ","24.180446 ",B01,"919 ",福恩里,第六分局,FB00199
臺中市西屯區福安里福中十六街7巷5號,"120.614681 ","24.173079 ",B01,"143 ",福安里,第六分局,FB00211
臺中市西屯區福恩里工業區一路66號,"120.614234 ","24.177835 ",B01,"547 ",福恩里,第六分局,FB00212
臺中市西屯區福和里中工3路198號,"120.617710 ","24.176145 ",B01,"56 ",福和里,第六分局,FB00214
臺中市西屯區福和里中工3路200號,"120.617701 ","24.176100 ",B01,"54 ",福和里,第六分局,FB00215
臺中市西屯區福聯里玉門路89號,"120.609731 ","24.186385 ",B01,"111 ",福聯里,第六分局,FB00234
臺中市西屯區福聯里玉門路91號,"120.609753 ","24.186475 ",B01,"103 ",福聯里,第六分局,FB00235
臺中市西屯區福聯里玉門路93號,"120.609737 ","24.186593 ",B01,"102 ",福聯里,第六分局,FB00236
臺中市西屯區福聯里玉門路95號,"120.609758 ","24.186699 ",B01,"102 ",福聯里,第六分局,FB00237
臺中市西屯區福聯里玉門路97號,"120.609810 ","24.186806 ",B01,"90 ",福聯里,第六分局,FB00238
臺中市西屯區福聯里玉門路99號,"120.609831 ","24.186895 ",B01,"72 ",福聯里,第六分局,FB00239
臺中市西屯區福聯里玉門路101巷1弄16號,"120.609990 ","24.186860 ",B01,"59 ",福聯里,第六分局,FB00240
臺中市西屯區福聯里玉門路101巷1弄14號,"120.609990 ","24.186860 ",B01,"71 ",福聯里,第六分局,FB00241
臺中市西屯區福聯里玉門路101巷1弄12號,"120.609990 ","24.186860 ",B01,"71 ",福聯里,第六分局,FB00242
臺中市西屯區福聯里玉門路101巷1弄10號,"120.609990 ","24.186860 ",B01,"71 ",福聯里,第六分局,FB00243
臺中市西屯區福聯里玉門路101巷1弄8號,"120.609990 ","24.186860 ",B01,"71 ",福聯里,第六分局,FB00244
臺中市西屯區福聯里玉門路101巷1弄6號,"120.609990 ","24.186860 ",B01,"59 ",福聯里,第六分局,FB00245
臺中市西屯區福中里天保街160巷15號,"120.614503 ","24.175948 ",B01,"63 ",福中里,第六分局,FB00250
臺中市西屯區福中里福中十五街11號,"120.614757 ","24.174261 ",B01,"60 ",福中里,第六分局,FB00251
臺中市西屯區福和里福安三街33號,"120.617037 ","24.179766 ",B01,"188 ",福和里,第六分局,FB00289
臺中市西屯區福和里福安十街路47巷15號,"120.616800 ","24.174706 ",B01,"110 ",福和里,第六分局,FB00296
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"351 ",福恩里,第六分局,FB00297
臺中市西屯區福中里天保街150巷12號,"120.614788 ","24.176323 ",B01,"66 ",福中里,第六分局,FB00300
臺中市西屯區福恩里工業區一路50之1號,"120.614635 ","24.180657 ",B01,"932 ",福恩里,第六分局,FB00301
臺中市西屯區福中里福中十六街5巷1號之7,"120.614946 ","24.173041 ",B01,"511 ",福中里,第六分局,FB00302
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"457 ",福恩里,第六分局,FB00306
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"582 ",福恩里,第六分局,FB00308
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"535 ",福恩里,第六分局,FB00310
臺中市西屯區福和里臺灣大道四段721號,"120.620403 ","24.180069 ",B01,"249 ",福和里,第六分局,FB00311
臺中市西屯區福恩里工業區一路6巷17號,"120.614283 ","24.181318 ",B01,"879 ",福恩里,第六分局,FB00312
臺中市西屯區福中里工業區一路1號,"120.612202 ","24.166257 ",B01,"954 ",福中里,第六分局,FB00313
臺中市西屯區福安里中工三路35號,"120.619339 ","24.179897 ",B01,"95 ",福安里,第六分局,FB00314
臺中市西屯區福恩里工業區一路70號,"120.614198 ","24.177396 ",B02,"620 ",福恩里,第六分局,FB00315
臺中市西屯區福中里中工二路186號,"120.615652 ","24.176711 ",B01,"475 ",福中里,第六分局,FB00316
臺中市西屯區協和里安和路6號,"120.618376 ","24.162351 ",B01,"361 ",協和里,第六分局,FB00317
臺中市西屯區福中里福中十六街9號,"120.614372 ","24.173089 ",B01,"1073 ",福中里,第六分局,FB00318
臺中市西屯區福恩里工業區一路2巷3號,"120.614258 ","24.182361 ",B01B02,"1860 ",福恩里,第六分局,FB00319
臺中市西屯區福和里天保街2號,"120.618540 ","24.175495 ",B01,"119 ",福和里,第六分局,FB00320
臺中市西屯區福中里中工二路318號,"120.615167 ","24.173161 ",B01,"184 ",福中里,第六分局,FB00321
臺中市西屯區福和里臺灣大道四段771號,"120.619445 ","24.180668 ",B02,"547 ",福和里,第六分局,FB00322
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"598 ",福恩里,第六分局,FB00323
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"595 ",福恩里,第六分局,FB00324
臺中市西屯區福中里福中三街6號,"120.616186 ","24.180854 ",B01,"111 ",福中里,第六分局,FB00325
臺中市西屯區福恩里工業區一路6巷26弄2號,"120.614341 ","24.181101 ",B01,"143 ",福恩里,第六分局,FB00326
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"386 ",福恩里,第六分局,FB00327
臺中市西屯區福安里東海路31號,"120.604347 ","24.177043 ",B01,"129 ",福安里,第六分局,FB00328
臺中市西屯區福恩里工業區一路80號,"120.613817 ","24.176705 ",B01,"1070 ",福恩里,第六分局,FB00329
臺中市西屯區福安里臺灣大道四段767號,"120.628257 ","24.176055 ",B02,"336 ",福安里,第六分局,FB00330
臺中市西屯區福中里福中三街33巷5號,"120.615328 ","24.180916 ",B01,"103 ",福中里,第六分局,FB00331
臺中市西屯區福聯里東大路一段11號,"120.602232 ","24.183111 ",B01,"134 ",福聯里,第六分局,FB00332
臺中市西屯區福中里福中七街1號,"120.615916 ","24.179186 ",B01,"87 ",福中里,第六分局,FB00333
臺中市西屯區福中里福中七街19號,"120.615916 ","24.179186 ",B01,"464 ",福中里,第六分局,FB00334
臺中市西屯區福聯里東大路一段13號,"120.602227 ","24.183147 ",B01,"617 ",福聯里,第六分局,FB00335
臺中市西屯區福恩里工業區一路60之1號,"120.614383 ","24.179015 ",B02,"1368 ",福恩里,第六分局,FB00336
臺中市西屯區福和里臺灣大道四段681號,"120.621120 ","24.179918 ",B01,"379 ",福和里,第六分局,FB00337
臺中市西屯區福恩里工業區一路96巷7弄1號,"120.613523 ","24.174920 ",B01,"567 ",福恩里,第六分局,FB00338
臺中市西屯區福恩里工業區一路72巷30號,"120.613761 ","24.177384 ",B01,"793 ",福恩里,第六分局,FB00339
臺中市西屯區福和里福安十街11巷29號,"120.617829 ","24.174147 ",B01,"63 ",福和里,第六分局,FB00340
臺中市西屯區福和里天保街11號,"120.618132 ","24.175482 ",B01,"200 ",福和里,第六分局,FB00341
臺中市西屯區協和里安和路177巷10號,"120.618257 ","24.160425 ",B01,"344 ",協和里,第六分局,FB00342
臺中市西屯區福恩里工業區一路6巷26弄15號,"120.613930 ","24.180954 ",B01,"568 ",福恩里,第六分局,FB00344
臺中市西屯區福恩里工業區一路2巷5號,"120.614391 ","24.182239 ",B01,"822 ",福恩里,第六分局,FB00345
臺中市西屯區福聯里臺灣大道四段1962號,"120.664974 ","24.170314 ",B01,"290 ",福聯里,第六分局,FB00346
臺中市西屯區福中里福中六街30號,"120.615201 ","24.179868 ",B01,"325 ",福中里,第六分局,FB00347
"臺中市西屯區福中里福中十街27號24.177093501797046, 120.6146508226116","120.614650 ","24.177093 ",B01,"112 ",福中里,第六分局,FB00348
臺中市西屯區福恩里工業一路98巷7弄9號,"120.613391 ","24.174957 ",B01,"457 ",福恩里,第六分局,FB00349
臺中市西屯區福安里福安二街7之3號,"120.617761 ","24.180199 ",B01,"437 ",福安里,第六分局,FB00350
臺中市西屯區福安里福安二街30號,"120.618205 ","24.180619 ",B01,"305 ",福安里,第六分局,FB00351
臺中市西屯區福安里福安一街11號,"120.618614 ","24.179746 ",B01,"251 ",福安里,第六分局,FB00352
臺中市西屯區福恩里工業區一路98巷7弄60號,"120.613103 ","24.173586 ",B01,"653 ",福恩里,第六分局,FB00353
臺中市西屯區福中里中工二路348號,"120.615059 ","24.172564 ",B02,"1776 ",福安里,第六分局,FB00355
臺中市西屯區福中里中工二路150號,"120.615865 ","24.177638 ",B01,"299 ",福中里,第六分局,FB00356
臺中市西屯區福和里福安五街33巷5號,"120.617275 ","24.178774 ",B01,"588 ",福和里,第六分局,FB00357
臺中市西屯區福和里福安九街3號,"120.618784 ","24.175930 ",B01,"154 ",福和里,第六分局,FB00358
臺中市西屯區福恩里工業區一路58巷33弄33號,"120.613624 ","24.179224 ",B01,"824 ",福恩里,第六分局,FB00359
臺中市西屯區福中里福中九街13巷2號,"120.614968 ","24.177661 ",B02,"475 ",福中里,第六分局,FB00360
臺中市西屯區福中里福中十街31巷9號,"120.614692 ","24.176864 ",B01,"190 ",福中里,第六分局,FB00361
臺中市西屯區福安里中工三路60號,"120.619023 ","24.179769 ",B01,"97 ",福安里,第六分局,FB00362
臺中市西屯區福中里中工二路236號,"120.615598 ","24.175775 ",B01,"300 ",福中里,第六分局,FB00363
臺中市西屯區協和里安和路159號之6,"120.619557 ","24.170361 ",B01,"349 ",協和里,第六分局,FB00364
臺中市西屯區協和里協和南巷3之1號,"120.612472 ","24.162728 ",B01,"206 ",協和里,第六分局,FB00365
臺中市西屯區福和里福安十一街30號,"120.616356 ","24.174517 ",B01,"233 ",福和里,第六分局,FB00366
臺中市西屯區福中里福中三街27號,"120.615515 ","24.180990 ",B01,"107 ",福中里,第六分局,FB00367
臺中市西屯區福和里福安三街29號,"120.617358 ","24.179707 ",B01,"184 ",福和里,第六分局,FB00368
臺中市西屯區福恩里工業區一路58巷11弄38號,"120.613480 ","24.178462 ",B01,"1488 ",福恩里,第六分局,FB00369
臺中市西屯區福聯里福順路872號,"120.608755 ","24.186146 ",B01,"81 ",福聯里,第六分局,FB00371
臺中市西屯區福聯里福順路907巷20號,"120.606609 ","24.185687 ",B01,"493 ",福聯里,第六分局,FB00372
臺中市西屯區福聯里福順路839號,"120.608706 ","24.185877 ",B01,"145 ",福聯里,第六分局,FB00373
臺中市西屯區福安里福安二街26號,"120.618150 ","24.180554 ",B01,"73 ",福安里,第六分局,FB00374
臺中市西屯區福中里天保街145號,"120.614984 ","24.176247 ",B01,"188 ",福中里,第六分局,FB00375
臺中市西屯區福恩里工業區一路98巷33弄21號,"120.612877 ","24.174163 ",B01,"634 ",福恩里,第六分局,FB00376
臺中市西屯區福安里臺灣大道四段618號,"120.623745 ","24.179393 ",B01,"607 ",福安里,第六分局,FB00377
臺中市西屯區福和里中工三路220號之1,"120.617454 ","24.175362 ",B01,"463 ",福和里,第六分局,FB00378
臺中市西屯區福和里福安六街58巷6號,"120.617181 ","24.178580 ",B01,"231 ",福和里,第六分局,FB00380
臺中市西屯區福聯里玉門路111巷72弄19號,"120.608064 ","24.186074 ",B01,"942 ",福聯里,第六分局,FB00381
臺中市西屯區福安里福安七街1號,"120.617915 ","24.177057 ",B01,"152 ",福安里,第六分局,FB00383
臺中市西屯區福和里中工三路182號,"120.617930 ","24.176746 ",B01,"517 ",福和里,第六分局,FB00384
臺中市西屯區福聯里福順路930號,"120.607369 ","24.186177 ",B01,"881 ",福聯里,第六分局,FB00385
臺中市西屯區福聯里福順路907巷8號,"120.606573 ","24.185607 ",B01,"79 ",福聯里,第六分局,FB00386
臺中市西屯區福恩里工業區一路98號之5,"120.613884 ","24.174963 ",B01,"1132 ",福恩里,第六分局,FB00387
臺中市西屯區福和里天助街1號,"120.616760 ","24.174061 ",B01,"2161 ",福和里,第六分局,FB00388
臺中市西屯區福中里中工二路80號,"120.616223 ","24.179974 ",B01,"582 ",福中里,第六分局,FB00389
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"2094 ",福恩里,第六分局,FB00390
臺中市西屯區福恩里工業區一路98巷7弄40號,"120.613181 ","24.174104 ",B01,"1000 ",福恩里,第六分局,FB00391
臺中市西屯區福聯里福科路935號,"120.606360 ","24.187222 ",B01,"2545 ",福聯里,第六分局,FB00392
臺中市西屯區福和里中工三路220之9號,"120.617341 ","24.175020 ",B01,"109 ",福和里,第六分局,FB00393
臺中市西屯區福和里中工三路220之8號,"120.617365 ","24.175090 ",B01,"111 ",福和里,第六分局,FB00394
臺中市西屯區福聯里福聯街15巷15號,"120.607243 ","24.185154 ",B01,"1395 ",福聯里,第六分局,FB00395
臺中市西屯區福聯里臺灣大道四段1650號,"120.604647 ","24.184298 ",B01B02,"462 ",福聯里,第六分局,FB00396
臺中市西屯區福聯里福瑞街2號,"120.608006 ","24.184529 ",B01,"1204 ",福聯里,第六分局,FB00397
臺中市西屯區福瑞里福科路960號,"120.605703 ","24.187636 ",B01,"2811 ",福瑞里,第六分局,FB00399
臺中市西屯區福聯里臺灣大道四段1650號,"120.604647 ","24.184298 ",B01B02,"462 ",福聯里,第六分局,FB00403
臺中市西屯區福聯里福聯街22巷5號,"120.608115 ","24.185079 ",B01,"3497 ",福聯里,第六分局,FB00405
臺中市西屯區福聯里玉門路117巷158號,"120.606553 ","24.189005 ",B01,"4085 ",福聯里,第六分局,FB00406
臺中市西屯區福恩里工業區一路98巷15號,"120.613153 ","24.175165 ",B01,"1628 ",福恩里,第六分局,FB00407
臺中市西屯區福恩里工業區一路98巷21號,"120.613003 ","24.175211 ",B01,"810 ",福恩里,第六分局,FB00408
臺中市西屯區福瑞里福瑞街77號,"120.606170 ","24.188469 ",B01,"2140 ",福瑞里,第六分局,FB00409
臺中市西屯區福瑞里福瑞街168號,"120.606582 ","24.188928 ",B01,"2295 ",福瑞里,第六分局,FB00410
臺中市西屯區協和里工業區一路98號,"120.612958 ","24.171925 ",B01,"1366 ",協和里,第六分局,FB00411
臺中市西屯區福瑞里西屯路三段303號之1,"120.608673 ","24.191424 ",B01,"1132 ",福瑞里,第六分局,FB00412
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"1765 ",福恩里,第六分局,FB00413
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"1462 ",福恩里,第六分局,FB00414
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"845 ",福恩里,第六分局,FB00415
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"845 ",福恩里,第六分局,FB00416
臺中市西屯區福中里中工二路20號,"120.616435 ","24.181557 ",B01,"243 ",福中里,第六分局,FB00417
臺中市西屯區福恩里臺灣大道四段1727號,"120.613510 ","24.183200 ",B01,"2634 ",福恩里,第六分局,FB00420
臺中市西屯區福聯里臺灣大道四段1650號,"120.604647 ","24.184298 ",B01,"3684 ",福聯里,第六分局,FB00421
臺中市西屯區福恩里臺灣大道四段1171號,"120.611836 ","24.182172 ",B01,"743 ",福恩里,第六分局,FB00422
臺中市西屯區福聯里福科路699號,"120.609295 ","24.186990 ",B02,"795 ",福聯里,第六分局,FB00423
臺中市西屯區福恩里臺灣大道四段1627號,"120.608900 ","24.183859 ",B01,"333 ",福恩里,第六分局,FB00424
臺中市西屯區福聯里福科路799號,"120.608433 ","24.187017 ",B01,"765 ",福聯里,第六分局,FB00425
臺中市西屯區福恩里工業區一路72巷9號,"120.613862 ","24.176955 ",B01,"237 ",福恩里,第六分局,FB00426
臺中市西屯區協和里安和二街128號,"120.622613 ","24.176366 ",B01,"368 ",協和里,第六分局,FB00428
臺中市西屯區福恩里工業區一路58巷33弄21號,"120.613898 ","24.179438 ",B01,"180 ",福恩里,第六分局,FB00429
臺中市西屯區福聯里臺灣大道四段1650號,"120.604647 ","24.184298 ",B01,"573 ",福聯里,第六分局,FB00430
臺中市西屯區福和里福安一街26號,"120.618021 ","24.180083 ",B01,"189 ",福和里,第六分局,FB00431
臺中市西屯區福和里福玄路170號,"120.622231 ","24.177652 ",B02,"346 ",福和里,第六分局,FB00432
臺中市西屯區協和里安和西路32號,"120.621158 ","24.175420 ",B01,"1042 ",協和里,第六分局,FB00434
臺中市西屯區福恩里工業區一路58巷15號,"120.614074 ","24.179671 ",B01,"705 ",福恩里,第六分局,FB00435
臺中市西屯區福和里臺灣大道四段727號,"120.620352 ","24.180198 ",B01B02,"850 ",福和里,第六分局,FB00437
臺中市西屯區福聯里福聯街59巷23號,"120.607299 ","24.186513 ",B01,"194 ",福聯里,第六分局,FB00439
臺中市西屯區協和里安和路118之8號,"120.622846 ","24.175032 ",B02,"701 ",協和里,第六分局,FB00440
臺中市西屯區福恩里工業區一路6巷16號,"120.614500 ","24.181490 ",B01,"513 ",福恩里,第六分局,FB00441
臺中市西屯區福恩里臺灣大道四段1727號,"120.607826 ","24.182371 ",B01,"1075 ",福恩里,第六分局,FB00442
臺中市西屯區協和里11鄰安和路118之18號,"120.622902 ","24.174870 ",B02,"565 ",協和里,第六分局,FB00443
臺中市西屯區何明里太原路一段147號,"120.659966 ","24.161784 ",B01,"61 ",何明里,第六分局,FC00044
臺中市西屯區何明里太原路一段145號,"120.659943 ","24.161750 ",B01,"66 ",何明里,第六分局,FC00045
臺中市西屯區何明里太原路一段143號,"120.659916 ","24.161708 ",B01,"66 ",何明里,第六分局,FC00046
臺中市西屯區何明里大弘三街86-96號,"120.660392 ","24.162641 ",B01,"127 ",何明里,第六分局,FC00047
臺中市西屯區何明里大弘街15-17號,"120.658328 ","24.162828 ",B01,"132 ",何明里,第六分局,FC00055
臺中市西屯區何明里大弘二街6-14號,"120.658739 ","24.162659 ",B01,"114 ",何明里,第六分局,FC00059
臺中市西屯區大福里長安路二段182號,"120.666923 ","24.175170 ",B01B02,"1343 ",大福里,第六分局,FC00098
臺中市西屯區何源里華美西街二段317號,"120.666409 ","24.170726 ",B03,"1250 ",何源里,第六分局,FC00105
臺中市西屯區何源里華美西街二段313號,"120.666422 ","24.170877 ",B01,"159 ",何源里,第六分局,FC00106
臺中市西屯區大鵬里長安路二段70巷8號,"120.664677 ","24.173124 ",B01,"62 ",大鵬里,第六分局,FC00109
臺中市西屯區大鵬里長安路二段70巷10號,"120.664705 ","24.173034 ",B01,"83 ",大鵬里,第六分局,FC00110
臺中市西屯區大鵬里長安路二段16號,"120.661665 ","24.172512 ",B01,"83 ",大鵬里,第六分局,FC00111
臺中市西屯區大鵬里長安路二段76號,"120.664899 ","24.173556 ",B01,"55 ",大鵬里,第六分局,FC00122
臺中市西屯區大鵬里長安路二段64-1號,"120.664274 ","24.173363 ",B01,"312 ",大鵬里,第六分局,FC00137
臺中市西屯區大鵬里長安路二段46-123號,"120.662406 ","24.172761 ",B01,"1388 ",大鵬里,第六分局,FC00138
臺中市西屯區大鵬里長安路二段120號,"120.665791 ","24.174102 ",B01,"111 ",大鵬里,第六分局,FC00139
臺中市西屯區何德里西屯路二段84號,"120.657414 ","24.165191 ",B01,"324 ",何德里,第六分局,FC00157
臺中市西屯區何福里太原路一段230號,"120.663180 ","24.163761 ",B01,"1587 ",何福里,第六分局,FC00158
臺中市西屯區何德里西屯路二段82號,"120.657471 ","24.165181 ",B01,"365 ",何德里,第六分局,FC00159
臺中市西屯區何厝里甘州五街40號,"120.658117 ","24.164363 ",B01,"88 ",何厝里,第六分局,FC00188
臺中市西屯區何厝里甘州五街48號,"120.658164 ","24.164489 ",B01,"217 ",何厝里,第六分局,FC00189
臺中市西屯區何德里甘州六街30號,"120.658461 ","24.166121 ",B01,"191 ",何德里,第六分局,FC00190
臺中市西屯區何德里西屯路二段90之3號,"120.656994 ","24.165583 ",B01,"345 ",何德里,第六分局,FC00191
臺中市西屯區何福里大信街13巷26號,"120.661362 ","24.164308 ",B01,"165 ",何福里,第六分局,FC00192
臺中市西屯區大河里櫻城二街22號,"120.651224 ","24.169951 ",B01,"594 ",大河里,第六分局,FC00193
臺中市西屯區大河里櫻花路72號,"120.651498 ","24.170662 ",B01,"83 ",大河里,第六分局,FC00209
臺中市西屯區何源里漢成五街28號,"120.665274 ","24.170919 ",B01,"69 ",何源里,第六分局,FC00235
臺中市西屯區何源里漢成五街9號,"120.665242 ","24.170656 ",B01,"1041 ",何源里,第六分局,FC00236
臺中市西屯區何源里中清西二街45號,"120.667490 ","24.174741 ",B01,"62 ",何源里,第六分局,FC00237
臺中市西屯區何源里中清西二街30號,"120.668077 ","24.174762 ",B01,"125 ",何源里,第六分局,FC00238
臺中市西屯區何源里文心路三段361號,"120.666653 ","24.173477 ",B01,"104 ",何源里,第六分局,FC00246
臺中市西屯區何源里漢成六街49號,"120.664921 ","24.171503 ",B01,"111 ",何源里,第六分局,FC00247
臺中市西屯區何源里漢成六街32號,"120.665683 ","24.171803 ",B01,"277 ",何源里,第六分局,FC00253
臺中市西屯區何源里漢成六街2號之12,"120.666520 ","24.171817 ",B01,"83 ",何源里,第六分局,FC00263
臺中市西屯區何源里漢成街169號,"120.666023 ","24.171482 ",B01,"65 ",何源里,第六分局,FC00264
臺中市西屯區何源里漢成街137號,"120.665424 ","24.169343 ",B01,"312 ",何源里,第六分局,FC00273
臺中市西屯區何源里重慶路431號,"120.665603 ","24.171240 ",B01,"104 ",何源里,第六分局,FC00278
臺中市西屯區何源里重慶路339號,"120.662060 ","24.170271 ",B01,"173 ",何源里,第六分局,FC00279
臺中市西屯區何源里華美西街二段361號,"120.666599 ","24.171831 ",B01,"173 ",何源里,第六分局,FC00288
臺中市西屯區何源里重慶路338號,"120.662605 ","24.170099 ",B02,"680 ",何源里,第六分局,FC00302
臺中市西屯區何德里重慶路174號,"120.657259 ","24.167186 ",B01,"102 ",何德里,第六分局,FC00329
臺中市西屯區何德里寧夏西二街6號,"120.660771 ","24.166837 ",B01,"392 ",何德里,第六分局,FC00330
臺中市西屯區何德里重慶路162號,"120.657130 ","24.166975 ",B01,"102 ",何德里,第六分局,FC00332
臺中市西屯區何德里成都路77號,"120.660360 ","24.166238 ",B01,"385 ",何德里,第六分局,FC00333
臺中市西屯區何德里寧夏路179號,"120.659263 ","24.168282 ",B01,"1763 ",何德里,第六分局,FC00334
