地址,經度,緯度,避難所在之地下樓層數,可容納人數,村里別,轄區分局,編號
臺中市西屯區何明里太原路一段199號,"120.661023 ","24.162780 ",B01,"176 ",何明里,第六分局,FC00345
臺中市西屯區何明里西屯路二段35號,"120.660461 ","24.164013 ",B01,"57 ",何明里,第六分局,FC00356
臺中市西屯區何明里大弘五街23號,"120.661053 ","24.163689 ",B01,"148 ",何明里,第六分局,FC00363
臺中市西屯區何明里大弘四街23號,"120.660310 ","24.163266 ",B01,"69 ",何明里,第六分局,FC00378
臺中市西屯區大福里中清西二街79號,"120.666273 ","24.175217 ",B01,"306 ",大福里,第六分局,FC00389
臺中市西屯區大福里長安路二段201號,"120.665965 ","24.174772 ",B01,"194 ",大福里,第六分局,FC00408
臺中市西屯區大福里長安路二段219號,"120.666051 ","24.174515 ",B01,"59 ",大福里,第六分局,FC00409
臺中市西屯區大福里長安路二段221號,"120.666113 ","24.174555 ",B01,"55 ",大福里,第六分局,FC00410
臺中市西屯區大福里長安路二段223號,"120.666180 ","24.174610 ",B01,"55 ",大福里,第六分局,FC00411
臺中市西屯區大福里長安路二段229號,"120.666248 ","24.174828 ",B01,"122 ",大福里,第六分局,FC00412
臺中市西屯區大福里長安路二段243號,"120.665845 ","24.175015 ",B01,"61 ",大福里,第六分局,FC00413
臺中市西屯區大福里長安路二段257號,"120.666390 ","24.174858 ",B01B02,"1212 ",大福里,第六分局,FC00415
臺中市西屯區大福里長安路二段70巷95號,"120.666192 ","24.174340 ",B01,"154 ",大福里,第六分局,FC00416
臺中市西屯區大福里長安路二段70巷101號,"120.666192 ","24.174340 ",B01,"104 ",大福里,第六分局,FC00418
臺中市西屯區大福里長安路二段122巷10號,"120.666206 ","24.173715 ",B01,"106 ",大福里,第六分局,FC00420
臺中市西屯區大福里福上巷中泰三弄35號,"120.653248 ","24.175859 ",B01,"222 ",大福里,第六分局,FC00476
臺中市西屯區大河里河南路二段74巷13弄2號,"120.660641 ","24.174947 ",B01,"196 ",大河里,第六分局,FC00478
臺中市西屯區大河里河南路二段74巷13弄2號之1,"120.660595 ","24.174952 ",B01,"196 ",大河里,第六分局,FC00479
臺中市西屯區大河里河南路二段74巷13弄6號,"120.660687 ","24.174942 ",B01,"196 ",大河里,第六分局,FC00480
臺中市西屯區大河里河南路二段74巷13弄9號,"120.660777 ","24.175118 ",B01,"196 ",大河里,第六分局,FC00481
臺中市西屯區大河里河南路二段74巷13弄10號,"120.660788 ","24.174928 ",B01,"196 ",大河里,第六分局,FC00482
臺中市西屯區大河里河南路二段74巷13弄11號,"120.660831 ","24.175111 ",B01,"196 ",大河里,第六分局,FC00483
臺中市西屯區大河里河南路二段74巷13弄12號,"120.660842 ","24.174923 ",B01,"196 ",大河里,第六分局,FC00484
臺中市西屯區大河里河南路二段74巷13弄15號,"120.660933 ","24.175098 ",B01,"196 ",大河里,第六分局,FC00485
臺中市西屯區大河里河南路二段74巷13弄17號,"120.660987 ","24.175091 ",B01,"196 ",大河里,第六分局,FC00486
臺中市西屯區大河里河南路二段74巷13弄18號,"120.661016 ","24.174903 ",B01,"196 ",大河里,第六分局,FC00487
臺中市西屯區大河里河南路二段74巷13弄19號,"120.661041 ","24.175086 ",B01,"196 ",大河里,第六分局,FC00488
臺中市西屯區大鵬里福上巷大豐20弄11號,"120.653155 ","24.175691 ",B01,"104 ",大鵬里,第六分局,FC00507
臺中市西屯區大鵬里福上巷大豐20弄7號,"120.653155 ","24.175691 ",B01,"104 ",大鵬里,第六分局,FC00508
臺中市西屯區大鵬里福上巷大豐20弄8號,"120.653155 ","24.175691 ",B01,"104 ",大鵬里,第六分局,FC00509
臺中市西屯區何安里四川路128之1號,"120.653716 ","24.162607 ",B01,"159 ",何安里,第六分局,FC00510
臺中市西屯區何安里何厝街71號,"120.655259 ","24.162862 ",B01,"104 ",何安里,第六分局,FC00511
臺中市西屯區何安里重慶路72號,"120.654937 ","24.163682 ",B01,"97 ",何安里,第六分局,FC00524
臺中市西屯區何安里四川路120巷25號,"120.653060 ","24.162089 ",B01,"125 ",何安里,第六分局,FC00525
臺中市西屯區何安里四川路120巷20號,"120.652908 ","24.162254 ",B01,"131 ",何安里,第六分局,FC00526
臺中市西屯區何安里四川五街6號,"120.652518 ","24.162410 ",B01,"159 ",何安里,第六分局,FC00527
臺中市西屯區大鵬里中平路268號,"120.665350 ","24.177918 ",B01,"416 ",大鵬里,第六分局,FC00538
臺中市西屯區大鵬里中泰五弄2號之22,"120.652932 ","24.174747 ",B01,"213 ",大鵬里,第六分局,FC00539
臺中市西屯區大鵬里中清西二街115號,"120.665287 ","24.175533 ",B01,"387 ",大鵬里,第六分局,FC00540
臺中市西屯區大鵬里中平路220號,"120.663756 ","24.176116 ",B01,"218 ",大鵬里,第六分局,FC00541
臺中市西屯區大河里長安路一段140號,"120.658323 ","24.171392 ",B01,"52 ",大河里,第六分局,FC00543
臺中市西屯區大河里長安路一段228號,"120.660549 ","24.172146 ",B01,"60 ",大河里,第六分局,FC00548
臺中市西屯區大河里河南路二段78號,"120.659964 ","24.175053 ",B01,"317 ",大河里,第六分局,FC00549
臺中市西屯區大河里永輝路75巷10號,"120.656903 ","24.173079 ",B01,"166 ",大河里,第六分局,FC00558
臺中市西屯區大河里長安路一段67號,"120.657398 ","24.171493 ",B01,"62 ",大河里,第六分局,FC00561
臺中市西屯區大河里長安路一段160號,"120.659778 ","24.171832 ",B01,"70 ",大河里,第六分局,FC00562
臺中市西屯區大河里甘河路79號,"120.658215 ","24.174506 ",B01,"174 ",大河里,第六分局,FC00565
臺中市西屯區大鵬里文心路三段219號,"120.661833 ","24.172276 ",B01,"208 ",大鵬里,第六分局,FC00566
臺中市西屯區大河里長安路一段75號,"120.657894 ","24.171620 ",B01,"104 ",大河里,第六分局,FC00567
臺中市西屯區大河里福上巷98號,"120.657343 ","24.175898 ",B01,"83 ",大河里,第六分局,FC00569
臺中市西屯區大河里福上巷102號,"120.661383 ","24.176279 ",B01,"172 ",大河里,第六分局,FC00570
臺中市西屯區大河里大河街77號,"120.658572 ","24.173940 ",B01,"1282 ",大河里,第六分局,FC00571
臺中市西屯區大河里甘河路82號,"120.657927 ","24.173988 ",B01,"74 ",大河里,第六分局,FC00572
臺中市西屯區大河里河南路二段79號,"120.658532 ","24.176222 ",B01,"118 ",大河里,第六分局,FC00573
臺中市西屯區大河里長安路二段3號,"120.661062 ","24.172613 ",B01,"111 ",大河里,第六分局,FC00584
臺中市西屯區大河里長安路二段5號,"120.661126 ","24.172633 ",B01,"83 ",大河里,第六分局,FC00585
臺中市西屯區大河里長安路二段7號,"120.661191 ","24.172651 ",B01,"83 ",大河里,第六分局,FC00586
臺中市西屯區大河里長安路二段9號,"120.661245 ","24.172881 ",B01,"69 ",大河里,第六分局,FC00587
臺中市西屯區大河里長安路一段222號,"120.660383 ","24.172091 ",B01,"55 ",大河里,第六分局,FC00588
臺中市西屯區大河里長安路一段152號,"120.659347 ","24.171699 ",B01,"83 ",大河里,第六分局,FC00589
臺中市西屯區大河里長安路一段162號,"120.659983 ","24.171956 ",B01,"83 ",大河里,第六分局,FC00590
臺中市西屯區大河里富強巷2弄15號,"120.660467 ","24.174395 ",B01,"111 ",大河里,第六分局,FC00599
臺中市西屯區大河里大河一巷45號,"120.652807 ","24.171987 ",B01,"83 ",大河里,第六分局,FC00600
臺中市西屯區大河里大河街42巷17號,"120.659422 ","24.173051 ",B01,"62 ",大河里,第六分局,FC00601
臺中市西屯區大河里大河街55號,"120.658315 ","24.173499 ",B01,"62 ",大河里,第六分局,FC00602
臺中市西屯區大河里大河街47號,"120.658505 ","24.173165 ",B01,"1000 ",大河里,第六分局,FC00603
臺中市西屯區大河里大河街49號,"120.658467 ","24.173248 ",B01,"138 ",大河里,第六分局,FC00604
臺中市西屯區何安里四川路23號,"120.652174 ","24.163706 ",B01,"312 ",何安里,第六分局,FC00612
臺中市西屯區何安里四川一街52號,"120.651947 ","24.164444 ",B01,"270 ",何安里,第六分局,FC00617
臺中市西屯區何安里四川三街35號,"120.652527 ","24.163920 ",B01,"129 ",何安里,第六分局,FC00618
臺中市西屯區何安里四川五街17號,"120.652244 ","24.162390 ",B01,"70 ",何安里,第六分局,FC00620
臺中市西屯區何安里四川三街30號,"120.652756 ","24.163658 ",B01,"87 ",何安里,第六分局,FC00621
臺中市西屯區何安里四川二街30號,"120.652569 ","24.164411 ",B01,"331 ",何安里,第六分局,FC00622
臺中市西屯區何安里四川西一街25號,"120.651680 ","24.163050 ",B01,"227 ",何安里,第六分局,FC00623
臺中市西屯區何安里四川二街6之1號,"120.652204 ","24.163954 ",B01,"325 ",何安里,第六分局,FC00624
臺中市西屯區何安里四川一街56號,"120.651953 ","24.164518 ",B01,"137 ",何安里,第六分局,FC00625
臺中市西屯區何安里四川路29號,"120.652345 ","24.163558 ",B01,"52 ",何安里,第六分局,FC00626
臺中市西屯區何安里四川路21之5號,"120.652036 ","24.163699 ",B01,"151 ",何安里,第六分局,FC00627
臺中市西屯區何安里四川三街5號,"120.651706 ","24.162531 ",B01,"97 ",何安里,第六分局,FC00629
臺中市西屯區何安里四川三街7號,"120.651732 ","24.162566 ",B01,"61 ",何安里,第六分局,FC00632
臺中市西屯區何安里四川三街3號,"120.651684 ","24.162490 ",B01,"61 ",何安里,第六分局,FC00634
臺中市西屯區何安里四川三街22巷1號,"120.652216 ","24.162906 ",B01,"61 ",何安里,第六分局,FC00635
臺中市西屯區何安里四川三街24號,"120.652306 ","24.163014 ",B01,"61 ",何安里,第六分局,FC00636
臺中市西屯區何安里四川三街20號,"120.652216 ","24.162906 ",B01,"61 ",何安里,第六分局,FC00637
臺中市西屯區何安里四川三街18號,"120.652170 ","24.162821 ",B01,"61 ",何安里,第六分局,FC00638
臺中市西屯區何安里四川西一街27號,"120.651785 ","24.163007 ",B01,"88 ",何安里,第六分局,FC00640
臺中市西屯區何安里文心路三段14號,"120.651034 ","24.164311 ",B01,"71 ",何安里,第六分局,FC00650
臺中市西屯區何安里洛陽東街1號,"120.650346 ","24.165395 ",B01,"76 ",何安里,第六分局,FC00659
臺中市西屯區何安里青海路一段65號,"120.654942 ","24.164247 ",B01,"312 ",何安里,第六分局,FC00668
臺中市西屯區何安里青海路一段95號,"120.653896 ","24.164773 ",B01,"83 ",何安里,第六分局,FC00669
臺中市西屯區何安里四川東街73號,"120.653865 ","24.164376 ",B01,"248 ",何安里,第六分局,FC00670
臺中市西屯區何安里青海路一段103號,"120.653625 ","24.164853 ",B01,"99 ",何安里,第六分局,FC00683
臺中市西屯區何安里青海路一段101號,"120.653634 ","24.164847 ",B01,"90 ",何安里,第六分局,FC00684
臺中市西屯區何安里青海路75號,"120.654602 ","24.164428 ",B01,"312 ",何安里,第六分局,FC00889
臺中市西屯區大福里中清西二街52號,"120.667709 ","24.174936 ",B01,"634 ",大福里,第六分局,FC00915
臺中市西屯區大福里長安路二段299號,"120.666787 ","24.175903 ",B01,"124 ",大福里,第六分局,FC00929
臺中市西屯區何源里文心路三段362號,"120.662163 ","24.171668 ",B01,"151 ",何源里,第六分局,FC00941
臺中市西屯區何源里重慶路391號,"120.664101 ","24.170994 ",B01,"65 ",何源里,第六分局,FC00959
臺中市西屯區何源里河南路一段170號,"120.661578 ","24.171189 ",B01,"555 ",何源里,第六分局,FC00968
臺中市西屯區何源里河南路一段160號,"120.661758 ","24.170701 ",B01,"555 ",何源里,第六分局,FC00969
臺中市西屯區何源里河南路一段162號,"120.661669 ","24.170860 ",B01,"555 ",何源里,第六分局,FC00970
臺中市西屯區何源里成都路279號,"120.664203 ","24.171392 ",B02B03,"1666 ",何源里,第六分局,FC00979
臺中市西屯區何源里內江街75號,"120.662488 ","24.170755 ",B01,"83 ",何源里,第六分局,FC00986
臺中市西屯區何源里內江街22號,"120.662833 ","24.171329 ",B01,"520 ",何源里,第六分局,FC00987
臺中市西屯區何源里內江街16號,"120.662957 ","24.171320 ",B01,"416 ",何源里,第六分局,FC00988
臺中市西屯區何源里合江街86號,"120.663206 ","24.171351 ",B01,"90 ",何源里,第六分局,FC00989
臺中市西屯區何源里合江街92號,"120.663276 ","24.171101 ",B02,"461 ",何源里,第六分局,FC00990
臺中市西屯區何安里西屯路二段93號,"120.656806 ","24.165078 ",B01,"173 ",何安里,第六分局,FC00992
臺中市西屯區何安里甘州二街5號,"120.656960 ","24.164826 ",B01,"277 ",何安里,第六分局,FC00993
臺中市西屯區何安里甘州街28號,"120.656486 ","24.164066 ",B01,"347 ",何安里,第六分局,FC00995
臺中市西屯區何安里甘州街31號,"120.656761 ","24.164276 ",B01,"62 ",何安里,第六分局,FC01002
臺中市西屯區何仁里文心路三段138之10號,"120.664509 ","24.168488 ",B01,"290 ",何仁里,第六分局,FC01014
臺中市西屯區何仁里文心路三段228號,"120.656426 ","24.169336 ",B01,"117 ",何仁里,第六分局,FC01016
臺中市西屯區何仁里文心路三段236號,"120.656837 ","24.169609 ",B01,"897 ",何仁里,第六分局,FC01018
臺中市西屯區何仁里文心路三段294號,"120.657877 ","24.170314 ",B01,"93 ",何仁里,第六分局,FC01025
臺中市西屯區何仁里文心路三段296號,"120.658151 ","24.170338 ",B01,"433 ",何仁里,第六分局,FC01031
臺中市西屯區何仁里天水東街31號,"120.656251 ","24.167611 ",B01,"69 ",何仁里,第六分局,FC01036
臺中市西屯區何仁里天水東街33號,"120.656296 ","24.167579 ",B01,"70 ",何仁里,第六分局,FC01037
臺中市西屯區何仁里永昌街13號,"120.657790 ","24.168351 ",B01,"72 ",何仁里,第六分局,FC01056
臺中市西屯區何仁里永昌二街61號,"120.657923 ","24.169829 ",B01,"259 ",何仁里,第六分局,FC01066
臺中市西屯區何仁里寧夏路199號,"120.659619 ","24.169492 ",B03,"156 ",何仁里,第六分局,FC01068
臺中市西屯區何仁里寧夏路229號,"120.659221 ","24.170380 ",B02,"714 ",何仁里,第六分局,FC01069
臺中市西屯區何仁里天水東一街30號,"120.655666 ","24.168458 ",B01,"179 ",何仁里,第六分局,FC01070
臺中市西屯區何厝里甘州街51之6號,"120.657531 ","24.163971 ",B01,"163 ",何厝里,第六分局,FC01071
臺中市西屯區何厝里漢口路二段29號,"120.658699 ","24.163717 ",B01,"195 ",何厝里,第六分局,FC01080
臺中市西屯區何仁里天水東街8號,"120.655544 ","24.168030 ",B02,"661 ",何仁里,第六分局,FC01083
臺中市西屯區何仁里天水西一街1號,"120.655083 ","24.167711 ",B01,"97 ",何仁里,第六分局,FC01084
臺中市西屯區何仁里天水西六街12號,"120.655786 ","24.166194 ",B01,"89 ",何仁里,第六分局,FC01085
臺中市西屯區何德里天水西六街45號,"120.656949 ","24.166446 ",B01,"88 ",何德里,第六分局,FC01086
臺中市西屯區何仁里天水東一街2號,"120.656271 ","24.168960 ",B01,"75 ",何仁里,第六分局,FC01087
臺中市西屯區何仁里天水中街47號,"120.655251 ","24.167392 ",B01,"72 ",何仁里,第六分局,FC01089
臺中市西屯區何仁里天水西街8號,"120.655046 ","24.167607 ",B01,"178 ",何仁里,第六分局,FC01091
臺中市西屯區何仁里天水西五街25號,"120.655407 ","24.166944 ",B01,"204 ",何仁里,第六分局,FC01092
臺中市西屯區何仁里天水西一街23號,"120.654625 ","24.167235 ",B01,"116 ",何仁里,第六分局,FC01093
臺中市西屯區何仁里甘肅路一段201號,"120.656665 ","24.168614 ",B01,"90 ",何仁里,第六分局,FC01094
臺中市西屯區何仁里甘肅路一段203號,"120.656660 ","24.168661 ",B01,"90 ",何仁里,第六分局,FC01095
臺中市西屯區何仁里甘肅路一段205號,"120.656637 ","24.168695 ",B01,"90 ",何仁里,第六分局,FC01096
臺中市西屯區何仁里文心路三段129巷8號,"120.654906 ","24.169626 ",B02,"1514 ",何仁里,第六分局,FC01108
臺中市西屯區何仁里文心路三段137號,"120.656300 ","24.170038 ",B01,"141 ",何仁里,第六分局,FC01109
臺中市西屯區何仁里文心路三段155號,"120.656974 ","24.170408 ",B01,"347 ",何仁里,第六分局,FC01110
臺中市西屯區何仁里文心路三段159號,"120.657520 ","24.170705 ",B01,"213 ",何仁里,第六分局,FC01112
臺中市西屯區何仁里西屯路二段126巷43號,"120.652932 ","24.167866 ",B01,"62 ",何仁里,第六分局,FC01128
臺中市西屯區何仁里西屯路二段208巷16之7號,"120.651585 ","24.169612 ",B01,"352 ",何仁里,第六分局,FC01131
臺中市西屯區何仁里西屯路二段126巷19號,"120.652437 ","24.167463 ",B01,"129 ",何仁里,第六分局,FC01133
臺中市西屯區何仁里長安路一段35號,"120.653953 ","24.170511 ",B01,"163 ",何仁里,第六分局,FC01134
臺中市西屯區何仁里長安路一段29巷6號,"120.653925 ","24.169857 ",B01,"333 ",何仁里,第六分局,FC01142
臺中市西屯區何仁里長安路一段46巷19號,"120.654687 ","24.169506 ",B01,"219 ",何仁里,第六分局,FC01143
