類別,A01-04-004,電腦編號:,電腦編號,地址,地下樓層數,可容納人數,轄管分局,備註
工廠,東勢里,桃園市平鎮區東勢里東龍街1193號,1,2741.0,平鎮分局,
大樓,東社里,桃園市平鎮區東社里明德路7號,1,3572.0,平鎮分局,
透天,龍興里,桃園市平鎮區龍興里龍南路213號,1,25.0,平鎮分局,
透天,龍興里,桃園市平鎮區龍興里龍南路211號,1,32.0,平鎮分局,
大樓,東社里,桃園市平鎮區東社里龍南路188巷21號,1,1164.0,平鎮分局,
大樓,中正里,桃園市平鎮區中正里中正二路2巷23號,1,2518.0,平鎮分局,
大樓,貿易里,桃園市平鎮區貿易里貿三路2號,1,3195.0,平鎮分局,
大樓,忠貞里,桃園市平鎮區忠貞里中正三路119號,4,3840.0,平鎮分局,
大樓,忠貞里,桃園市平鎮區忠貞里中正三路69號,4,3940.0,平鎮分局,
大樓,湧安里,桃園市平鎮區湧安里祥安街1號,1,1927.0,平鎮分局,
工廠,雙連里,桃園市平鎮區雙連里雙福路一段69號,1,62.0,平鎮分局,
大樓,金陵里,桃園市平鎮區金陵里環南路三段163號,2,1204.0,平鎮分局,
大樓,新勢里,桃園市平鎮區新勢里中豐路116號,3,2381.0,平鎮分局,
大樓,新榮里,桃園市平鎮區新榮里新德街225號,3,2376.0,平鎮分局,
大樓,平安里,桃園市平鎮區平安里南京路12巷97號,3,3069.0,平鎮分局,
大樓,金星里,桃園市平鎮區金星里中庸路218號,2,4170.0,平鎮分局,
大樓,義興里,桃園市平鎮區義興里新興路179巷29弄2號,2,2070.0,平鎮分局,
大樓,宋屋里,桃園市平鎮區宋屋里廣泰路222-1號,3,5546.0,平鎮分局,
工廠,東勢里,桃園市平鎮區東勢里東龍街1189號,1,1591.0,平鎮分局,
大樓,高雙里,桃園市平鎮區高雙里高雙路5號九樓,3,2791.0,平鎮分局,
大樓,復旦里,桃園市平鎮區復旦里復旦路二段150巷267號,3,2072.0,平鎮分局,
大樓,廣興里,桃園市平鎮區廣興里廣明路35-1號,1,1261.0,平鎮分局,
公司,平南里,桃園市平鎮區平南里天津街203巷19號,1,1848.0,平鎮分局,
大樓,平安里,桃園市平鎮區平安里中豐路南勢一段132號,1,3590.0,平鎮分局,
公司,平南里,桃園市平鎮區平南里中豐路南勢二段460巷88號,1,3388.0,平鎮分局,
大樓,平鎮里,桃園市平鎮區平鎮里平德路113號二樓,1,1539.0,平鎮分局,
大樓,雙連里,桃園市平鎮區雙連里清泉街105號,1,914.0,平鎮分局,
大樓,福林里,"24.903675371474264, 121.21560726783457",1,2953.0,平鎮分局,
工廠,湧豐里,桃園市平鎮區湧豐里工業三路12號,2,12752.0,平鎮分局,
大樓,鎮興里,桃園市平鎮區鎮興里中興路平鎮段355巷3弄75號,1,734.0,平鎮分局,
大樓,宋屋里,桃園市平鎮區宋屋里廣泰路236號,2,3166.0,平鎮分局,
大樓,北華里,桃園市平鎮區北華里德育路二段123號,3,1061.0,平鎮分局,
工廠,鎮興里,桃園市平鎮區鎮興里南平路二段487號,1,2011.0,平鎮分局,
大樓,北富里,桃園市平鎮區北富里金陵路三段150巷168號,1,504.0,平鎮分局,
大樓,平南里,桃園市平鎮區平南里大興街65號,1,5275.0,平鎮分局,
圖書館,莊敬里,桃園市平鎮區莊敬里坤慶路88號,1,630.0,平鎮分局,
工廠,雙連里,桃園市平鎮區雙連里雙福路一段65號,1,91.0,平鎮分局,
大樓,湧安里,桃園市平鎮區湧安里自由街7巷45號,1,1221.0,平鎮分局,
大樓,高雙里,桃園市平鎮區高雙里復旦路三段85號,1,1117.0,平鎮分局,
大樓,廣達里,桃園市平鎮區廣達里廣達街5號四樓,1,2370.0,平鎮分局,
大樓,東勢里,桃園市平鎮區東勢里7鄰金陵路七段187巷60弄1號2樓,1,1654.0,平鎮分局,
市場,新英里,桃園市平鎮區新英里新富五街62號,1,3431.0,平鎮分局,
大樓,莊敬里,桃園市平鎮區莊敬里東豐路145巷16號,1,7982.0,平鎮分局,
公司,宋屋里,桃園市平鎮區宋屋里快速路三段667號,1,1377.0,平鎮分局,
大樓,新富里,桃園市平鎮區新富里中豐路269巷18號,3,1835.0,平鎮分局,
大樓,復旦里,桃園市平鎮區復旦里34鄰文化街90巷80號,1,1790.0,平鎮分局,
大樓,大華里,桃園市八德區大華里4鄰介壽路二段43號,1,120.0,八德分局,
公寓,大忠里,桃園市八德區大忠里8鄰介壽路一段941號,1,200.0,八德分局,
公寓,大義里,桃園市八德區大義里32鄰忠勇街291號,1,1266.0,八德分局,
大樓,大福里,桃園市八德區大福里23鄰介壽路一段16巷36號,2,1593.0,八德分局,
公寓,大同里,桃園市八德區大同里13鄰福國北街68號,1,1266.0,八德分局,
公寓,廣德里,桃園市八德區廣德里15鄰新興路121號,1,213.0,八德分局,
大樓,興仁里,桃園市八德區興仁里5鄰興豐路283巷22號,1,742.0,八德分局,
大樓,興仁里,桃園市八德區興仁里20鄰長生路16號之1,1,1402.0,八德分局,
公寓,興仁里,桃園市八德區興仁里29鄰中山一路66巷18號,1,326.0,八德分局,
大樓,興仁里,桃園市八德區興仁里16鄰興豐路321號,1,649.0,八德分局,
公寓,興仁里,桃園市八德區興仁里3鄰長興路14號,1,113.0,八德分局,
大樓,興仁里,桃園市八德區興仁里興豐路38號,1,77.0,八德分局,
公寓,瑞泰里,桃園市八德區瑞泰里15鄰介壽路二段540號,1,1201.0,八德分局,
公寓,瑞泰里,桃園市八德區瑞泰里15鄰介壽路二段535號,1,1200.0,八德分局,
大樓,龍友里,桃園市八德區龍友里8鄰龍宮街75號,1,96.0,八德分局,
大樓,霄裡里,桃園市八德區霄裡里6鄰長興路850號,1,2229.0,八德分局,
大樓,福興里,桃園市八德區福興里21鄰建國路50巷17號,1,5212.0,八德分局,
公寓,福興里,桃園市八德區福興里4鄰建國路38號,1,1196.0,八德分局,
公寓,廣德里,桃園市八德區廣德里2鄰聯華街39號,1,266.0,八德分局,
公寓,廣隆里,桃園市八德區廣隆里20鄰廣福路287號,1,100.0,八德分局,
公寓,廣隆里,桃園市八德區廣隆里28鄰廣福路770巷65號,1,53.0,八德分局,
公寓,廣隆里,桃園市八德區廣隆里28鄰廣福路770巷61號,1,160.0,八德分局,
公寓,廣隆里,桃園市八德區廣隆里22鄰廣福路326號,1,60.0,八德分局,
公寓,廣隆里,桃園市八德區廣隆里22鄰廣福路324號,1,40.0,八德分局,
大樓,竹園里,桃園市八德區竹園里1鄰長興路729號,1,40.0,八德分局,
公寓,竹園里,桃園市八德區竹園里3鄰新興路1325號,1,166.0,八德分局,
公寓,竹園里,桃園市八德區竹園里18鄰新興路1142號,1,106.0,八德分局,
公寓,瑞豐里,桃園市八德區瑞豐里2鄰友聯街49號之2,1,100.0,八德分局,
公寓,瑞豐里,桃園市八德區瑞豐里2鄰友聯街52號,1,106.0,八德分局,
公寓,瑞豐里,桃園市八德區瑞豐里2鄰友聯街67號,1,160.0,八德分局,
大樓,興仁里,桃園市八德區興仁里1鄰興豐路222號,1,1538.0,八德分局,
大樓,興仁里,桃園市八德區興仁里16鄰興豐路304巷2號,2,776.0,八德分局,
大樓,興仁里,桃園市八德區興仁里16鄰興豐路321號,1,578.0,八德分局,
公寓,茄苳里,桃園市八德區茄苳里11鄰永豐路192號,1,70.0,八德分局,
公寓,茄苳里,"24.97217,121.28015",1,562.0,八德分局,桃園市八德區茄苳里大圳腳9號
公寓,高明里,桃園市八德區高明里31鄰高城九街31號,1,33.0,八德分局,
大樓,白鷺里,桃園市八德區白鷺里14鄰永豐路105號,1,1085.0,八德分局,
大樓,永豐里,桃園市八德區永豐里14鄰華康街197號,1,26.0,八德分局,
大樓,永豐里,桃園市八德區永豐里中華路641號,1,260.0,八德分局,
大樓,永豐里,桃園市八德區永豐里4鄰永豐路411號,1,70.0,八德分局,
大樓,永豐里,桃園市八德區永豐里10鄰開隆街88號,1,65.0,八德分局,
大樓,永豐里,桃園市八德區永豐里永豐路563號,1,793.0,八德分局,
大樓,永豐里,桃園市八德區永豐里14鄰華康街207巷11號,1,32.0,八德分局,
大樓,茄苳里,桃園市八德區茄苳里開隆街106號,1,80.0,八德分局,
大樓,永豐里,桃園市八德區永豐里14鄰華康街248號,1,938.0,八德分局,
大樓,茄苳里,桃園市八德區茄苳里19鄰永豐路326號,1,421.0,八德分局,
大樓,永豐里,桃園市八德區永豐里9鄰開隆街40號,1,648.0,八德分局,
大樓,永豐里,桃園市八德區永豐里永豐路563號,1,721.0,八德分局,
大樓,茄苳里,桃園市八德區茄苳里開隆街96號,1,25.0,八德分局,
大樓,茄苳里,桃園市八德區茄苳里開隆街100號,1,37.0,八德分局,
大樓,茄苳里,桃園市八德區茄苳里永豐路443號,1,365.0,八德分局,
大樓,永豐里,桃園市八德區永豐里中華路641號,1,182.0,八德分局,
大樓,永豐里,桃園市八德區永豐里14鄰華康街249巷21號,1,37.0,八德分局,
大樓,永豐里,桃園市八德區永豐里9鄰永興街18號,1,74.0,八德分局,
大樓,永豐里,桃園市八德區永豐里14鄰華康街207巷15號,1,668.0,八德分局,
公寓,茄明里,桃園市八德區茄明里19鄰明光街49巷10號,1,142.0,八德分局,
大樓,茄明里,桃園市八德區茄明里1鄰富裕街16號,1,86.0,八德分局,
大樓,茄明里,桃園市八德區茄明里10鄰中華路271號,1,1002.0,八德分局,
大樓,永豐里,桃園市八德區永豐里9鄰開隆街40號,1,49.0,八德分局,
大樓,大安里,桃園市八德區大安里10鄰長安街61號,1,149.0,八德分局,
公寓,大安里,桃園市八德區大安里10鄰長安街140號,1,77.0,八德分局,
大樓,大安里,桃園市八德區大安里4鄰和平路528巷88號,1,264.0,八德分局,
大樓,大安里,桃園市八德區大安里4鄰和平路638號之1,1,82.0,八德分局,
大樓,大安里,桃園市八德區大安里4鄰和平路638號,1,1232.0,八德分局,
大樓,大發里,桃園市八德區大發里18鄰和成路45號,1,44.0,八德分局,
大樓,大發里,桃園市八德區大發里18鄰和成路31巷3號,1,37.0,八德分局,
大樓,大發里,桃園市八德區大發里18鄰和成路43號,1,48.0,八德分局,
大樓,大發里,桃園市八德區大發里18鄰和成路31號,1,40.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰富榮街279號,1,30.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰後庄街26巷2號,1,56.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰後庄街26巷3號,1,58.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰後庄街26巷4號,1,56.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰富榮街275號,1,37.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰後庄街26巷6號,1,60.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰後庄街26巷5號,1,60.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰後庄街26巷8號,1,58.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰後庄街26巷7號,1,60.0,八德分局,
公寓,大發里,桃園市八德區大發里10鄰後庄街26巷10號,1,53.0,八德分局,
大樓,大千里,桃園市八德區大千里8鄰永福街156巷1號,2,1596.0,八德分局,
大樓,大千里,桃園市八德區大千里15鄰東勇街45巷25號,2,2386.0,八德分局,
大樓,大漢里,桃園市八德區大漢里12鄰義勇街163號,1,2814.0,八德分局,
大樓,大竹里,桃園市八德區大竹里1鄰榮興路39號,1,46.0,八德分局,
大樓,大勇里,桃園市八德區大勇里4鄰自強街60號,1,141.0,八德分局,
大樓,大勇里,桃園市八德區大勇里23鄰忠勇街424巷52弄1號,1,416.0,八德分局,
公寓,大勇里,桃園市八德區大勇里17鄰忠勇街415號,1,313.0,八德分局,
大樓,大湳里,桃園市八德區大湳里和平路1127號,1,489.0,八德分局,
公寓,大明里,桃園市八德區大明里16鄰福德一路62巷42號,1,148.0,八德分局,
大樓,大漢里,桃園市八德區大漢里15鄰東勇街69巷2號,1,648.0,八德分局,
大樓,大漢里,桃園市八德區大漢里東勇街85巷34號,1,469.0,八德分局,
公寓,大千里,桃園市八德區大千里4鄰永福街一段123號,1,182.0,八德分局,
公寓,大千里,桃園市八德區大千里15鄰東勇街45巷12號,2,168.0,八德分局,
公寓,大千里,桃園市八德區大千里1鄰和平路267號,1,97.0,八德分局,
大樓,大義里,桃園市八德區大義里43鄰義勇街112號,2,13484.0,八德分局,
大樓,大和里,桃園市八德區大和里24鄰銀和街1號,3,31181.0,八德分局,
大樓,大勇里,桃園市八德區大勇里26鄰忠勇西街19號,1,5116.0,八德分局,
公寓,茄明里,桃園市八德區茄明里16鄰中華路199號,1,166.0,八德分局,
大樓,福興里,桃園市八德區福興里29鄰建國路133巷3弄14號,2,4802.0,八德分局,
大樓,茄明里,桃園市八德區茄明里2鄰中華北街2號,1,1165.0,八德分局,
大樓,茄明里,桃園市八德區茄明里2鄰中華北街2號,1,2462.0,八德分局,
大樓,大千里,桃園市八德區大千里4鄰忠勇街12號,1,1753.0,八德分局,
大樓,大成里,桃園市八德區大成里2鄰廣福路31號,1,805.0,八德分局,
大樓,竹園里,桃園市八德區竹園里1鄰長興路673號,1,1629.0,八德分局,
公寓,大正里,桃園市八德區大正里13鄰介壽路一段252號,1,472.0,八德分局,
大樓,高明里,桃園市八德區高明里34鄰高城八街61號,2,2435.0,八德分局,
大樓,大福里,桃園市八德區大福里31鄰介壽路一段106號,2,476.0,八德分局,
大樓,瑞德里,桃園市八德區瑞德里34鄰僑愛一街121號,2,3985.0,八德分局,
大樓,高城里,桃園市八德區高城里27鄰高城八街62號,3,10470.0,八德分局,
大樓,大勇里,桃園市八德區大勇里30鄰忠勇街424巷52弄8號,1,2183.0,八德分局,
大樓,大宏里,桃園市八德區大宏里20鄰桃德路157號,1,11614.0,八德分局,
大樓,大信里,桃園市八德區大信里35鄰興豐路1000號,1,44757.0,八德分局,
大樓,大漢里,桃園市八德區大漢里12鄰東勇一路15號,1,895.0,八德分局,
大樓,大勇里,桃園市八德區大勇里32鄰忠勇六街95號,1,3722.0,八德分局,
大樓,大正里,桃園市八德區大正里27鄰正福街51號,3,3660.0,八德分局,
大樓,高城里,桃園市八德區高城里28鄰高城八街98號,2,965.0,八德分局,
大樓,大仁里,桃園市八德區大仁里28鄰桃鶯路南僑巷31弄1號,2,4728.0,八德分局,
大樓,大正里,桃園市八德區大正里31鄰正福二街11號,3,3120.0,八德分局,
大樓,大正里,桃園市八德區大正里28鄰正福五街56號,2,1310.0,八德分局,
大樓,大和里,桃園市八德區大和里大和路127號,2,4077.0,八德分局,
大樓,大和里,桃園市八德區大和里40鄰金和路77號,2,8663.0,八德分局,
大樓,大忠里,桃園市八德區大忠里8鄰忠誠街18號,1,2729.0,八德分局,
大樓,大忠里,桃園市八德區大忠里3鄰大忠街116巷1號,1,1569.0,八德分局,
大樓,瑞泰里,桃園市八德區瑞泰里29鄰介壽路二段776號,2,2082.0,八德分局,
大樓,大湳里,桃園市八德區大湳里29鄰和義街5號,1,3692.0,八德分局,
大樓,茄明里,桃園市八德區茄明里32鄰中華路33號,5,3504.0,八德分局,
大樓,大福里,桃園市八德區大福里27鄰大福街82號,1,1497.0,八德分局,
大樓,大湳里,桃園市八德區大湳里32鄰和義二街39號,2,3471.0,八德分局,
大樓,大漢里,桃園市八德區大漢里22鄰東勇街125巷22號,1,4213.0,八德分局,
大樓,大湳里,桃園市八德區大湳里29鄰和義街12號,1,3214.0,八德分局,
大樓,大義里,桃園市八德區大義里43鄰義勇街68號,2,1592.0,八德分局,
大樓,大湳里,桃園市八德區大湳里3鄰和義街28號,1,2876.0,八德分局,
大樓,興仁里,桃園市八德區興仁里18鄰興豐路380號,2,3160.0,八德分局,
大樓,大勇里,桃園市八德區大勇里35鄰忠勇五街6號,3,9065.0,八德分局,
大樓,永豐里,桃園市八德區永豐里19鄰東泰街550號,1,3884.0,八德分局,
大樓,茄明里,桃園市八德區茄明里34鄰茄苳路87號,2,1573.0,八德分局,
公寓,竹園里,桃園市八德區竹園里18鄰新興路1142號,1,2230.0,八德分局,
大樓,大正里,桃園市八德區大正里1鄰正福二街19號,2,2402.0,八德分局,
公寓,大正里,桃園市八德區大正里24鄰桃德路305號,1,264.0,八德分局,
公寓,大仁里,桃園市八德區大仁里30鄰和平路1490號,2,1542.0,八德分局,
大樓,大湳里,桃園市八德區大湳里30鄰和義街35號,2,3884.0,八德分局,
大樓,大智里,桃園市八德區大智里25鄰廣豐三街10號,3,2839.0,八德分局,
公寓,福興里,桃園市八德區福興里4鄰中正路32巷8號,3,300.0,八德分局,
公寓,廣隆里,桃園市八德區廣隆里33鄰國豐一街2號,3,1600.0,八德分局,
大樓,白鷺里,桃園市八德區白鷺里14鄰永豐路160號,1,296.0,八德分局,
大樓,廣隆里,桃園市八德區廣隆里34鄰國際路52號,3,3055.0,八德分局,
大樓,大興里,桃園市八德區大興里大興路191巷21號,2,4628.0,八德分局,
公寓,大湳里,桃園市八德區大湳里31鄰和義街11號,2,1549.0,八德分局,
大樓,大智里,桃園市八德區大智里28鄰大智路115號,3,2686.0,八德分局,
大樓,大信里,桃園市八德區大信里37鄰榮興路896巷26弄1號,1,532.0,八德分局,
大樓,大發里,桃園市八德區大發里富榮路125巷38號,1,1042.0,八德分局,
大樓,瑞豐里,桃園市八德區5鄰瑞豐里豐成街22號,1,1440.0,八德分局,
大樓,大華里,桃園市八德區大華里24鄰介壽路二段133巷91號,3,3099.0,八德分局,
大樓,興仁里,桃園市八德區興仁里31鄰豐德路360號,2,7745.0,八德分局,
大樓,大愛里,桃園市八德區大愛里23鄰和平路118號,3,5014.0,八德分局,
大樓,茄苳里,桃園市八德區茄苳里19鄰永豐路326號,1,710.0,八德分局,
公寓,大愛里,桃園市八德區大愛里3鄰重慶街53巷2號,地上1層,831.0,八德分局,
大樓,福興里,桃園市八德區福興里38鄰豐田路299號,3,2731.0,八德分局,
公寓,高明里,桃園市八德區高明里36鄰高城八街19巷45號,3,5215.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里19鄰豐田一路7號,3,8778.0,八德分局,
大樓,高明里,桃園市八德區高明里高城八街19巷36號,3,5034.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里24鄰豐田一路38號,2,1530.0,八德分局,
大樓,大智里,桃園市八德區大智里30鄰廣豐二街35號,2,4982.0,八德分局,
大樓,福興里,桃園市八德區福興里1鄰仁德路90號,3,10782.0,八德分局,
大樓,福興里,桃園市八德區福興里37鄰仁德二路16號,3,2839.0,八德分局,
大樓,福興里,桃園市八德區福興里5鄰豐田五街10號,3,1288.0,八德分局,
大樓,興仁里,桃園市八德區興仁里6鄰豐田一路132號,2,1219.0,八德分局,
大樓,興仁里,桃園市八德區興仁里6鄰中山路147號,2,3536.0,八德分局,
大樓,大勇里,桃園市八德區大勇里31鄰東勇二路105號,3,751.0,八德分局,
大樓,大信里,桃園市八德區大信里37鄰榮興路896巷22弄8號,1,583.0,八德分局,
大樓,福興里,桃園市八德區福興里32鄰廣興路11號,3,2017.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里1鄰豐德一路66號,1,667.0,八德分局,
大樓,福興里,桃園市八德區福興里33鄰廣興二路5號,3,2622.0,八德分局,
大樓,瑞泰里,桃園市八德區瑞泰里30鄰瑞安街86號,2,4417.0,八德分局,
大樓,福興里,桃園市八德區福興里1鄰廣興路109巷11號,1,494.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里5鄰豐田五街33號,1,605.0,八德分局,
大樓,茄明里,桃園市八德區茄明里35鄰中華路5巷46號,3,3365.0,八德分局,
大樓,福興里,桃園市八德區福興里37鄰建國路207號,1,285.0,八德分局,
大樓,福興里,桃園市八德區福興里1鄰建德路500號,2,4292.0,八德分局,
大樓,興仁里,桃園市八德區興仁里6鄰豐田一路89號,2,1933.0,八德分局,
大樓,興仁里,桃園市八德區興仁里6鄰中山路205號,2,2618.0,八德分局,
大樓,興仁里,桃園市八德區興仁里33鄰中正路112號,3,7371.0,八德分局,
大樓,興仁里,桃園市八德區興仁里18鄰豐田一路49號,3,8778.0,八德分局,
大樓,大智里,桃園市八德區大智里31鄰公園路79號,2,3217.0,八德分局,
大樓,瑞興里,桃園市八德區瑞興里20鄰仁德一路125號,2,2855.0,八德分局,
大樓,瑞德里,桃園市八德區瑞德里21鄰介壽路二段1442號,2,1358.0,八德分局,
大樓,瑞泰里,桃園市八德區瑞泰里30鄰瑞安街118號,2,4417.0,八德分局,
大樓,福興里,桃園市八德區福興里34鄰建德路257號,3,2348.0,八德分局,
大樓,福興里,桃園市八德區福興里32鄰長興路76號,2,804.0,八德分局,
大樓,霄裡里,桃園市八德區霄裡里18鄰霄裡路535巷226號,1,734.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里20鄰豐吉路22號,2,5652.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里17鄰豐德路212號,2,7936.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里22鄰豐田三路43號,3,6530.0,八德分局,
大樓,興仁里,桃園市八德區興仁里34鄰中正路172號,3,3174.0,八德分局,
大樓,大福里,桃園市八德區大福里34鄰大福街61號,2,3843.0,八德分局,
大樓,大安里,桃園市八德區大安里15鄰興豐路2141號,2,2729.0,八德分局,
大樓,福興里,桃園市八德區福興里33鄰廣興路41號,3,1692.0,八德分局,
大樓,興仁里,桃園市八德區興仁里6鄰中山路159號,1,765.0,八德分局,
大樓,福興里,桃園市八德區福興里35鄰廣興五路93號,3,3807.0,八德分局,
大樓,福興里,桃園市八德區福興里35鄰長興二路61號,1,4556.0,八德分局,
大樓,福興里,桃園市八德區福興里34鄰廣興二路63號,2,661.0,八德分局,
大樓,福興里,桃園市八德區福興里34鄰建德路269號,3,1682.0,八德分局,
大樓,興仁里,桃園市八德區興仁里中正一路6號,3,5505.0,八德分局,
大樓,大宏里,桃園市八德區大宏里21鄰廣豐路101號,3,13897.0,八德分局,
大樓,福興里,桃園市八德區福興里36鄰仁德一路47號,2,4372.0,八德分局,
大樓,大興里,桃園市八德區大興里12鄰大興路110號,3,5695.0,八德分局,
大樓,福興里,桃園市八德區福興里2鄰仁德路83號,3,1615.0,八德分局,
大樓,福興里,桃園市八德區福興里34鄰廣興二路75號,2,6146.0,八德分局,
大樓,廣隆里,桃園市八德區廣隆里35鄰國豐六街33號,2,2961.0,八德分局,
大樓,興仁里,桃園市八德區興仁里6鄰豐德一路13號,3,1888.0,八德分局,
大樓,福興里,桃園市八德區福興里38鄰仁德路211號,2,1498.0,八德分局,
大樓,福興里,桃園市八德區福興里1鄰長興一路121號,2,1228.0,八德分局,
大樓,大智里,桃園市八德區大智里32鄰公園路69號,2,4447.0,八德分局,
大樓,茄明里,桃園市八德區茄明里26鄰中華路5巷50號,3,1652.0,八德分局,
大樓,興仁里,桃園市八德區興仁里6鄰豐德二路36號,3,1059.0,八德分局,
大樓,興仁里,桃園市八德區興仁里13鄰長興路107號,3,4673.0,八德分局,
大樓,大和里,桃園市八德區大和里24鄰金和路58號,4,1854.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里25鄰豐田一路57號,3,2444.0,八德分局,
大樓,大安里,桃園市八德區大安里2鄰和平路637號,2,3160.0,八德分局,
大樓,興仁里,桃園市八德區興仁里32鄰豐田三路105號,3,4639.0,八德分局,
大樓,福興里,桃園市八德區福興里37鄰建國路201號,2,1043.0,八德分局,
大樓,福興里,桃園市八德區福興里32鄰長興一路30號,3,887.0,八德分局,
大樓,大智里,桃園市八德區大智里5鄰介壽路一段728號,4,26806.0,八德分局,
大樓,大安里,桃園市八德區大安里10鄰長安街288號,2,2474.0,八德分局,
大樓,大和里,桃園市八德區大和里24鄰金和路10號,5,6163.0,八德分局,
大樓,福興里,桃園市八德區福興里37鄰仁德路159號,3,6408.0,八德分局,
公寓,瑞興里,桃園市八德區瑞興里1鄰豐田六路39號,1,460.0,八德分局,
大樓,大宏里,桃園市八德區大宏里23鄰公園路93號,2,5089.0,八德分局,
大樓,興仁里,桃園市八德區興仁里7鄰建德路128號,2,4026.0,八德分局,
大樓,興仁里,桃園市八德區興仁里7鄰豐德路582號,2,6771.0,八德分局,
大樓,大忠里,桃園市八德區大忠里4鄰和平路31號,3,577.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里5鄰興豐路575巷28號,1,117.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里1鄰豐田二路8號,2,1441.0,八德分局,
大樓,瑞德里,桃園市八德區瑞德里7鄰介壽路二段1352巷102號,2,830.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里7鄰豐吉路120號,2,1795.0,八德分局,
大樓,福興里,桃園市八德區福興里36鄰仁德一路7號,1,4554.0,八德分局,
大樓,大華里,桃園市八德區大華里2鄰介壽路二段133巷117號,2,198.0,八德分局,
大樓,大安里,桃園市八德區大安里10鄰長安街298號,2,7778.0,八德分局,
大樓,福興里,桃園市八德區福興里1鄰建德路396號,2,1611.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里7鄰豐吉路142號,1,199.0,八德分局,
大樓,霄裡里,桃園市八德區霄裡里1鄰山下街9號,3,1527.0,八德分局,
大樓,興仁里,桃園市八德區興仁里32鄰豐德二路78號,2,1303.0,八德分局,
大樓,福興里,桃園市八德區福興里15鄰仁德路276號,2,1243.0,八德分局,
大樓,茄苳里,桃園市八德區茄苳里10鄰永豐路155-1號,1,1451.0,八德分局,
大樓,茄明里,桃園市八德區茄明里17鄰明光街49巷22號,3,808.0,八德分局,
大樓,興仁里,桃園市八德區興仁里6鄰豐德二路49號,3,2713.0,八德分局,
大樓,福興里,桃園市八德區福興里1鄰廣興路109巷19號,1,523.0,八德分局,
大樓,福興里,桃園市八德區福興里33鄰廣興一路50號,3,2407.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里1鄰豐德路298號,3,14519.0,八德分局,
大樓,永豐里,桃園市八德區永豐里4鄰永豐路435號,2,1460.0,八德分局,
大樓,大勇里,桃園市八德區大勇里1鄰東勇北路596號,3,2058.0,八德分局,
大樓,福興里,桃園市八德區福興里33鄰中正北路92號,3,4530.0,八德分局,
大樓,永豐里,桃園市八德區永豐里8鄰永豐路485號,2,1937.0,八德分局,
大樓,大湳里,桃園市八德區大湳里和平路1111號,2,16892.0,八德分局,
大樓,興仁里,桃園市八德區興仁里7鄰建德路12號,3,7713.0,八德分局,
大樓,大安里,桃園市八德區大安里10鄰長安街53號,1,2772.0,八德分局,
大樓,福興里,桃園市八德區福興里32鄰中正北路32號,3,2344.0,八德分局,
大樓,大湳里,桃園市八德區大湳里10鄰和平路1125巷55號,1,1560.0,八德分局,
大樓,大信里,桃園市八德區大信里30鄰興豐路1139號,1,7982.0,八德分局,
大樓,瑞興里,桃園市八德區瑞興里1鄰仁德一路118號,3,2806.0,八德分局,
大樓,大湳里,桃園市八德區大湳里10鄰和平路1125巷17號,1,4619.0,八德分局,
大樓,竹園里,桃園市八德區竹園里14鄰新興路1498-2號,2,2672.0,八德分局,
大樓,興仁里,桃園市八德區興仁里中正一路142號,3,2618.0,八德分局,
公寓,瑞豐里,桃園市八德區瑞豐里5鄰豐成街58號,1,1997.0,八德分局,
大樓,興仁里,桃園市八德區興仁里1鄰興豐路222號,1,2825.0,八德分局,
大樓,興仁里,桃園市八德區興仁里9鄰建德路103號,3,6209.0,八德分局,
大樓,廣隆里,桃園市八德區廣隆里22鄰福國北街69號,2,1532.0,八德分局,
大樓,福興里,桃園市八德區福興里1鄰建德路398號,2,1537.0,八德分局,
大樓,大竹里,桃園市八德區大竹里12鄰興豐路1820巷90號,2,1562.0,八德分局,
大樓,大湳里,桃園市八德區大湳里7鄰和平路991巷123弄103號,2,4478.0,八德分局,
大樓,瑞豐里,桃園市八德區瑞豐里1鄰豐田二路15號,3,4632.0,八德分局,
