行政區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,placemark_address
大安區,WNA02118,住安里,臺北市大安區信義路四段96號,"25.033089,121.547832",4,"866 ",大安分局,,臺北市大安區信義路四段96號
大安區,WNA04354,住安里,臺北市大安區敦化南路二段40號,"25.031569,121.548378",1,"346 ",大安分局,,臺北市大安區敦化南路二段40號
大安區,WNA00041,住安里,臺北市大安區大安路二段55號,"25.031112,121.546159",1,"137 ",大安分局,,臺北市大安區大安路二段55號
大安區,WNA00042,住安里,臺北市大安區大安路二段88號,"25.031426,121.545955",1,"688 ",大安分局,,臺北市大安區大安路二段88號
大安區,WNA00437,住安里,臺北市大安區四維路154巷19號,"25.031075,121.547057",1,"221 ",大安分局,,臺北市大安區四維路154巷19號
大安區,WNA04396,住安里,臺北市大安區瑞安街23巷7號,"25.031205,121.544406",2,"1028 ",大安分局,,臺北市大安區瑞安街23巷7號
大安區,WNA00439,住安里,臺北市大安區四維路154巷27號,"25.031068,121.546591",2,"450 ",大安分局,,臺北市大安區四維路154巷27號
大安區,WNA04535,住安里,臺北市大安區瑞安街23巷1號,"25.031147,121.544107",1,"437 ",大安分局,,臺北市大安區瑞安街23巷1號
大安區,WNA03690,住安里,臺北市大安區瑞安街23巷23號,"25.03114,121.545214",1,"388 ",大安分局,,臺北市大安區瑞安街23巷23號
大安區,WNA04957,住安里,臺北市大安區大安路二段39號,"25.031604,121.546156",1,"597 ",大安分局,,臺北市大安區大安路二段39號
大安區,WNA00427,住安里,臺北市大安區四維路124巷1號,"25.031807,121.547801",1,"73 ",大安分局,,臺北市大安區四維路124巷1號
大安區,WNA00429,住安里,臺北市大安區四維路124巷12號,"25.031735,121.547532",1,"41 ",大安分局,,臺北市大安區四維路124巷12號
大安區,WNA02194,住安里,臺北市大安區信義路四段74巷9號,"25.03205,121.547071",1,"864 ",大安分局,,臺北市大安區信義路四段74巷9號
大安區,WNA04439,住安里,臺北市大安區大安路二段37號,"25.031732,121.546161",2,"870 ",大安分局,,臺北市大安區大安路二段37號
大安區,WNA00039,住安里,臺北市大安區大安路二段19號,"25.032252,121.546099",1,"1020 ",大安分局,,臺北市大安區大安路二段19號
大安區,WNA00040,住安里,臺北市大安區大安路二段33號,"25.031979,121.546182",2,"520 ",大安分局,,臺北市大安區大安路二段33號
大安區,WNA02895,住安里,臺北市大安區復興南路二段33-1號,"25.031502,121.543771",1,"710 ",大安分局,,臺北市大安區復興南路二段33-1號
大安區,WNA02904,住安里,臺北市大安區復興南路二段45-49號,"25.031274,121.543768",2,"429 ",大安分局,,臺北市大安區復興南路二段45-49號
大安區,WNA02115,住安里,臺北市大安區信義路四段56-58號,"25.033148,121.545306",1,"788 ",大安分局,,臺北市大安區信義路四段56-58號
大安區,WNA00406,住安里,"臺北市大安區四維路121號 ","25.031948,121.54797",1,"2429 ",大安分局,,臺北市大安區四維路121號
大安區,WNA00407,住安里,"臺北市大安區四維路121號 ","25.031948,121.54797",2,"2429 ",大安分局,,臺北市大安區四維路121號
大安區,WNA00438,住安里,臺北市大安區四維路154巷21號,"25.031063,121.546881",1,"334 ",大安分局,,臺北市大安區四維路154巷21號
大安區,WNA03686,住安里,臺北市大安區瑞安街23巷15號,"25.031126,121.54485",1,"233 ",大安分局,,臺北市大安區瑞安街23巷15號
大安區,WNA00432,住安里,臺北市大安區四維路124巷5號,"25.031811,121.547697",1,"20 ",大安分局,,臺北市大安區四維路124巷5號
大安區,WNA02100,住安里,臺北市大安區信義路四段28號,"25.033165,121.544462",1,"553 ",大安分局,,臺北市大安區信義路四段28號
大安區,WNA02179,住安里,臺北市大安區信義路四段30巷4號,"25.032889,121.544577",1,"297 ",大安分局,,臺北市大安區信義路四段30巷4號
大安區,WNA04998,住安里,臺北市大安區大安路二段80號,"25.031641,121.545821",4,"2960 ",大安分局,,臺北市大安區大安路二段80號
大安區,WNA04751,住安里,臺北市大安區信義路四段88號,"25.033026,121.547503",1、2,"4178 ",大安分局,,臺北市大安區信義路四段88號
大安區,WNA00148,住安里,臺北市大安區信義路四段2-6號,"25.033128,121.544002",1、2、3,"18819 ",大安分局,,臺北市大安區信義路四段2-6號
大安區,WNA03687,住安里,臺北市大安區瑞安街23巷17號,"25.031137,121.544994",1,"174 ",大安分局,,臺北市大安區瑞安街23巷17號
大安區,WNA04417,住安里,臺北市大安區信義路四段74巷9-11號,"25.03205,121.547071",1,"4032 ",大安分局,,臺北市大安區信義路四段74巷9-11號
大安區,WNA04750,住安里,臺北市大安區信義路四段74巷7號,"25.032544,121.547138",1,"3662 ",大安分局,,臺北市大安區信義路四段74巷7號
大安區,WNA01391,車層里,臺北市大安區延吉街116號,"25.040503,121.554625",1,"886 ",大安分局,,臺北市大安區延吉街116號
大安區,WNA01393,車層里,臺北市大安區延吉街120號,"25.04042,121.554636",1,"488 ",大安分局,,臺北市大安區延吉街120號
大安區,WNA01432,車層里,臺北市大安區延吉街126巷6-12號,"25.040222,121.554535",1,"390 ",大安分局,,臺北市大安區延吉街126巷6-12號
大安區,WNA01394,車層里,臺北市大安區延吉街128號,"25.040246,121.554669",1,"160 ",大安分局,,臺北市大安區延吉街128號
大安區,WNA01395,車層里,臺北市大安區延吉街130號,"25.040126,121.55471",1,"82 ",大安分局,,臺北市大安區延吉街130號
大安區,WNA01390,車層里,臺北市大安區延吉街112號,"25.040647,121.554582",1,"268 ",大安分局,,臺北市大安區延吉街112號
大安區,WNA01389,車層里,臺北市大安區延吉街110號,"25.040804,121.554535",1,"205 ",大安分局,,臺北市大安區延吉街110號
大安區,WNA01431,車層里,臺北市大安區延吉街126巷3-1號,"25.04041,121.554302",1,"200 ",大安分局,,臺北市大安區延吉街126巷3-1號
大安區,WNA01398,車層里,臺北市大安區延吉街136號,"25.039906,121.554704",1,"328 ",大安分局,,臺北市大安區延吉街136號
大安區,WNA01458,車層里,臺北市大安區延吉街138巷2-6號,"25.039908,121.554649",1,"309 ",大安分局,,臺北市大安區延吉街138巷2-6號
大安區,WNA01399,車層里,臺北市大安區延吉街140號,"25.03975,121.554811",1,"464 ",大安分局,,臺北市大安區延吉街140號
大安區,WNA01402,車層里,臺北市大安區延吉街154-158號,"25.039579,121.554867",1,"484 ",大安分局,,臺北市大安區延吉街154-158號
大安區,WNA01666,車層里,臺北市大安區忠孝東路四段248巷13-15號,"25.040534,121.554154",1,"124 ",大安分局,,臺北市大安區忠孝東路四段248巷13-15號
大安區,WNA01595,車層里,臺北市大安區忠孝東路四段250號,"25.041202,121.554216",1,"1594 ",大安分局,,臺北市大安區忠孝東路四段250號
大安區,WNA01387,車層里,臺北市大安區延吉街106號,"25.040945,121.554481",1,"193 ",大安分局,,臺北市大安區延吉街106號
大安區,WNA01669,車層里,臺北市大安區忠孝東路四段248巷6號,"25.040645,121.554019",1,"130 ",大安分局,,臺北市大安區忠孝東路四段248巷6號
大安區,WNA01667,車層里,臺北市大安區忠孝東路四段248巷2號,"25.040921,121.55403",1,"117 ",大安分局,,臺北市大安區忠孝東路四段248巷2號
大安區,WNA01650,車層里,臺北市大安區忠孝東路四段216巷19弄18號,"25.040243,121.553996",1,"94 ",大安分局,,臺北市大安區忠孝東路四段216巷19弄18號
大安區,WNA01649,車層里,臺北市大安區忠孝東路四段216巷11弄21號,"25.040901,121.553875",1,"254 ",大安分局,,臺北市大安區忠孝東路四段216巷11弄21號
大安區,WNA01582,車層里,臺北市大安區忠孝東路四段218-226號,"25.041065,121.553336",2,"4706 ",大安分局,,臺北市大安區忠孝東路四段218-226號
大安區,WNA01584,車層里,臺北市大安區忠孝東路四段230號,"25.041204,121.553932",1、2,"581 ",大安分局,,臺北市大安區忠孝東路四段230號
大安區,WNA01670,車層里,臺北市大安區忠孝東路四段248巷8號,"25.040469,121.554019",1,"86 ",大安分局,,臺北市大安區忠孝東路四段248巷8號
大安區,WNA04365,車層里,臺北市大安區忠孝東路四段216巷15號,"25.04069,121.553112",1,"100 ",大安分局,,臺北市大安區忠孝東路四段216巷15號
大安區,WNA04366,車層里,臺北市大安區忠孝東路四段218號,"25.041217,121.553338",1,"5602 ",大安分局,,臺北市大安區忠孝東路四段218號
大安區,WNA01656,車層里,臺北市大安區忠孝東路四段216巷33弄18號,"25.039341,121.553935",1,"176 ",大安分局,,臺北市大安區忠孝東路四段216巷33弄18號
大安區,WNA01652,車層里,臺北市大安區忠孝東路四段216巷27弄23號,"25.039973,121.553926",1,"88 ",大安分局,,臺北市大安區忠孝東路四段216巷27弄23號
大安區,WNA01653,車層里,臺北市大安區忠孝東路四段216巷27弄4-6號,"25.039798,121.553285",1,"1152 ",大安分局,,臺北市大安區忠孝東路四段216巷27弄4-6號
大安區,WNA00317,車層里,臺北市大安區仁愛路四段345巷4弄15號,"25.039034,121.553143",1,"1126 ",大安分局,,臺北市大安區仁愛路四段345巷4弄15號
大安區,WNA01430,車層里,臺北市大安區延吉街126巷14號,"25.040237,121.554295",1,"813 ",大安分局,,臺北市大安區延吉街126巷14號
大安區,WNA01658,車層里,臺北市大安區忠孝東路四段216巷33弄6號,"25.039321,121.553325",1,"1500 ",大安分局,,臺北市大安區忠孝東路四段216巷33弄6號
大安區,WNA01657,車層里,臺北市大安區忠孝東路四段216巷33弄3號,"25.03952,121.553313",1,"2177 ",大安分局,,臺北市大安區忠孝東路四段216巷33弄3號
大安區,WNA01655,車層里,臺北市大安區忠孝東路四段216巷33弄17號,"25.039463,121.553918",1,"185 ",大安分局,,臺北市大安區忠孝東路四段216巷33弄17號
大安區,WNA01465,車層里,臺北市大安區延吉街160巷5號,"25.039345,121.554485",1,"62 ",大安分局,,臺北市大安區延吉街160巷5號
大安區,WNA01405,車層里,臺北市大安區延吉街160號,"25.039335,121.554858",1,"172 ",大安分局,,臺北市大安區延吉街160號
大安區,WNA00312,車層里,臺北市大安區仁愛路四段345巷15弄1-1號,"25.039099,121.554136",1,"2372 ",大安分局,,臺北市大安區仁愛路四段345巷15弄1-1號
大安區,WNA00314,車層里,臺北市大安區仁愛路四段345巷15弄2號,"25.038855,121.554179",1,"4146 ",大安分局,,臺北市大安區仁愛路四段345巷15弄2號
大安區,WNA01409,車層里,臺北市大安區延吉街182-186號,"25.038651,121.555111",1,"466 ",大安分局,,臺北市大安區延吉街182-186號
大安區,WNA01406,車層里,臺北市大安區延吉街164號,"25.039131,121.554986",1,"854 ",大安分局,,臺北市大安區延吉街164號
大安區,WNA01408,車層里,臺北市大安區延吉街166號,"25.038972,121.55494",1,"126 ",大安分局,,臺北市大安區延吉街166號
大安區,WNA00313,車層里,臺北市大安區仁愛路四段345巷15弄16號,"25.038853,121.554754",1,"348 ",大安分局,,臺北市大安區仁愛路四段345巷15弄16號
大安區,WNA01668,車層里,臺北市大安區忠孝東路四段248巷27、29號,"25.039708,121.554199",1,"1984 ",大安分局,,臺北市大安區忠孝東路四段248巷27、29號
大安區,WNA01466,車層里,臺北市大安區延吉街160巷9號,"25.039332,121.554282",1,"312 ",大安分局,,臺北市大安區延吉街160巷9號
大安區,WNA00266,車層里,臺北市大安區仁愛路四段345巷15弄9號,"25.038985,121.554258",1,"701 ",大安分局,,臺北市大安區仁愛路四段345巷15弄9號
大安區,WNA00196,車層里,臺北市大安區仁愛路四段365號,"25.038034,121.554651",1,"1898 ",大安分局,,臺北市大安區仁愛路四段365號
大安區,WNA00197,車層里,臺北市大安區仁愛路四段365號,"25.038034,121.554651",2,"3010 ",大安分局,,臺北市大安區仁愛路四段365號
大安區,WNA00194,車層里,臺北市大安區仁愛路四段337-343號,"25.038152,121.553662",1,"2089 ",大安分局,,臺北市大安區仁愛路四段337-343號
大安區,WNA00191,車層里,臺北市大安區仁愛路四段325號,"25.03809,121.553233",1、2,"2280 ",大安分局,,臺北市大安區仁愛路四段325號
大安區,WNA00195,車層里,臺北市大安區仁愛路四段357號,"25.038067,121.55434",2,"2693 ",大安分局,,臺北市大安區仁愛路四段357號
大安區,WNA01647,車層里,臺北市大安區忠孝東路四段216巷51-57號,"25.03885,121.553044",1,"1776 ",大安分局,,臺北市大安區忠孝東路四段216巷51-57號
大安區,WNA01599,車層里,臺北市大安區忠孝東路四段285號,"25.041671,121.554152",2,"411 ",大安分局,,臺北市大安區忠孝東路四段285號
大安區,WNA01427,車層里,臺北市大安區延吉街60-60-1號,"25.043645,121.553798",1,"2693 ",大安分局,,臺北市大安區延吉街60-60-1號
大安區,WNA04902,車層里,臺北市大安區市民大道四段168號,"25.044084,121.553127",1,"362 ",大安分局,,臺北市大安區市民大道四段168號
大安區,WNA01663,車層里,臺北市大安區忠孝東路四段223巷10弄2號,"25.041955,121.553111",1,"878 ",大安分局,,臺北市大安區忠孝東路四段223巷10弄2號
大安區,WNA01486,車層里,臺北市大安區延吉街62巷9-11號,"25.043388,121.553256",1,"352 ",大安分局,,臺北市大安區延吉街62巷9-11號
大安區,WNA01664,車層里,臺北市大安區忠孝東路四段223巷20弄1號,"25.042594,121.553121",1,"686 ",大安分局,,臺北市大安區忠孝東路四段223巷20弄1號
大安區,WNA01660,車層里,臺北市大安區忠孝東路四段223巷36-40號,"25.043102,121.5531",1,"388 ",大安分局,,臺北市大安區忠孝東路四段223巷36-40號
大安區,WNA01592,車層里,臺北市大安區忠孝東路四段235號,"25.04162,121.553777",1.2,"754 ",大安分局,,臺北市大安區忠孝東路四段235號
大安區,WNA01588,車層里,臺北市大安區忠孝東路四段231號,"25.041644,121.553118",1.2,"2162 ",大安分局,,臺北市大安區忠孝東路四段231號
大安區,WNA02032,和安里,臺北市大安區信義路三段147巷11弄1號,"25.034842,121.542023",1,"185 ",大安分局,,臺北市大安區信義路三段147巷11弄1號
大安區,WNA02034,和安里,臺北市大安區信義路三段147巷15弄10號,"25.035014,121.542413",1,"461 ",大安分局,,臺北市大安區信義路三段147巷15弄10號
大安區,WNA02035,和安里,臺北市大安區信義路三段147巷15弄16號,"25.035043,121.542829",1,"249 ",大安分局,,臺北市大安區信義路三段147巷15弄16號
大安區,WNA02036,和安里,臺北市大安區信義路三段147巷15弄2號,"25.035043,121.542034",1,"185 ",大安分局,,臺北市大安區信義路三段147巷15弄2號
大安區,WNA02050,和安里,臺北市大安區信義路三段157巷8號,"25.034034,121.542897",1,"234 ",大安分局,,臺北市大安區信義路三段157巷8號
大安區,WNA02818,和安里,臺北市大安區復興南路一段368號,"25.034935,121.543397",2,"1925 ",大安分局,,臺北市大安區復興南路一段368號
大安區,WNA02819,和安里,臺北市大安區復興南路ㄧ段378號,"25.034248,121.543392",4,"954 ",大安分局,,臺北市大安區復興南路ㄧ段378號
大安區,WNA02820,和安里,臺北市大安區復興南路ㄧ段390號,"25.033722,121.543381",1,"2448 ",大安分局,,臺北市大安區復興南路ㄧ段390號
大安區,WNA02821,和安里,臺北市大安區復興南路ㄧ段390號,"25.033722,121.543381",2,"2448 ",大安分局,,臺北市大安區復興南路ㄧ段390號
大安區,WNA04476,和安里,臺北市大安區信義路三段151號,"25.033631,121.54223",1,"514 ",大安分局,,臺北市大安區信義路三段151號
大安區,WNA04489,和安里,臺北市大安區復興南路ㄧ段372號,"25.034739,121.543397",1,"318 ",大安分局,,臺北市大安區復興南路ㄧ段372號
大安區,WNA04531,和安里,臺北市大安區信義路三段157巷20號,"25.034846,121.542936",1,"372 ",大安分局,,臺北市大安區信義路三段157巷20號
大安區,WNA04982,和安里,臺北市大安區信義路三段155號,"25.033622,121.542824",1,"944 ",大安分局,,臺北市大安區信義路三段155號
大安區,WNA02005,和安里,臺北市大安區信義路三段109-1號,"25.033677,121.539147",2,"1033 ",大安分局,,臺北市大安區信義路三段109-1號
大安區,WNA04340,和安里,臺北市大安區建國南路一段311號,"25.035128,121.538214",1,"2780 ",大安分局,,臺北市大安區建國南路一段311號
大安區,WNA04556,和安里,臺北市大安區信義路三段111巷6號,"25.03405,121.53941",1,"136 ",大安分局,,臺北市大安區信義路三段111巷6號
大安區,WNA04626,和安里,臺北市大安區信義路三段105號,"25.033685,121.53885",1,"509 ",大安分局,,臺北市大安區信義路三段105號
大安區,WNA02255,和安里,臺北市大安區建國南路一段279巷4號,"25.036062,121.538421",1,"4524 ",大安分局,,臺北市大安區建國南路一段279巷4號
大安區,WNA00050,和安里,臺北市大安區仁愛路三段122號,"25.037201,121.540364",3,"370 ",大安分局,,臺北市大安區仁愛路三段122號
大安區,WNA00055,和安里,臺北市大安區仁愛路三段136號,"25.037512,121.54142",2,"3000 ",大安分局,,臺北市大安區仁愛路三段136號
大安區,WNA00058,和安里,臺北市大安區仁愛路三段144號,"25.03768,121.542146",1,"596 ",大安分局,,臺北市大安區仁愛路三段144號
大安區,WNA00079,和安里,臺北市大安區仁愛路三段98號,"25.037569,121.539311",1,"1226 ",大安分局,,臺北市大安區仁愛路三段98號
大安區,WNA00080,和安里,臺北市大安區仁愛路三段118巷12弄20號,"25.036825,121.539591",1,"376 ",大安分局,,臺北市大安區仁愛路三段118巷12弄20號
大安區,WNA00081,和安里,臺北市大安區仁愛路三段118巷12弄4號,"25.03712,121.539677",1,"265 ",大安分局,,臺北市大安區仁愛路三段118巷12弄4號
大安區,WNA00083,和安里,臺北市大安區仁愛路三段118巷12弄9號,"25.037257,121.539247",1,"77 ",大安分局,,臺北市大安區仁愛路三段118巷12弄9號
大安區,WNA02043,和安里,臺北市大安區信義路三段147巷36弄2號,"25.037129,121.541804",3,"1684 ",大安分局,,臺北市大安區信義路三段147巷36弄2號
大安區,WNA02044,和安里,臺北市大安區信義路三段147巷45弄2號,"25.037116,121.542131",1,"481 ",大安分局,,臺北市大安區信義路三段147巷45弄2號
大安區,WNA02249,和安里,臺北市大安區建國南路一段237號,"25.037312,121.538486",4,"2236 ",大安分局,,臺北市大安區建國南路一段237號
大安區,WNA02810,和安里,臺北市大安區復興南路一段318號,"25.036704,121.543439",1,"242 ",大安分局,,臺北市大安區復興南路一段318號
大安區,WNA02812,和安里,臺北市大安區復興南路一段322號,"25.036501,121.543428",1,"429 ",大安分局,,臺北市大安區復興南路一段322號
大安區,WNA02813,和安里,臺北市大安區復興南路一段322號,"25.036501,121.543428",2,"429 ",大安分局,,臺北市大安區復興南路一段322號
大安區,WNA04451,和安里,臺北市大安區仁愛路三段118巷12弄1號,"25.03722,121.539658",2,"761 ",大安分局,,臺北市大安區仁愛路三段118巷12弄1號
大安區,WNA04604,和安里,臺北市大安區仁愛路三段128號,"25.038288,121.542247",1,"998 ",大安分局,,臺北市大安區仁愛路三段128號
大安區,WNA02033,和安里,臺北市大安區信義路三段147巷15弄1號,"25.035169,121.542068",1,"1412 ",大安分局,,臺北市大安區信義路三段147巷15弄1號
大安區,WNA02037,和安里,臺北市大安區信義路三段147巷15弄27號,"25.035139,121.543111",1,"413 ",大安分局,,臺北市大安區信義路三段147巷15弄27號
大安區,WNA02040,和安里,臺北市大安區信義路三段147巷17弄4號,"25.035553,121.542501",1,"78 ",大安分局,,臺北市大安區信義路三段147巷17弄4號
大安區,WNA02041,和安里,臺北市大安區信義路三段147巷17弄5號,"25.035703,121.542697",1,"352 ",大安分局,,臺北市大安區信義路三段147巷17弄5號
大安區,WNA02814,和安里,臺北市大安區復興南路一段342號,"25.036011,121.543171",1,"1141 ",大安分局,,臺北市大安區復興南路一段342號
大安區,WNA02858,和安里,臺北市大安區復興南路一段340巷16號,"25.036004,121.542765",1,"324 ",大安分局,,臺北市大安區復興南路一段340巷16號
大安區,WNA04978,和安里,臺北市大安區建國南路一段275號,"25.036338,121.538355",1,"4089 ",大安分局,,臺北市大安區建國南路一段275號
大安區,WNA02198,和安里,臺北市大安區建國南路一段275號,"25.036338,121.538355",1,"285 ",大安分局,,臺北市大安區建國南路一段275號
大安區,WNA02250,和安里,臺北市大安區建國南路一段275號,"25.036338,121.538355",1,"1524 ",大安分局,,臺北市大安區建國南路一段275號
大安區,WNA02067,和安里,臺北市大安區信義路三段99巷26號,"25.034652,121.538493",1,"2713 ",大安分局,,臺北市大安區信義路三段99巷26號
大安區,WNA02256,和安里,臺北市大安區建國南路一段291巷6號,"25.035602,121.538394",1,"5050 ",大安分局,,臺北市大安區建國南路一段291巷6號
大安區,WNA02053,和安里,臺北市大安區信義路三段157巷10弄6號,"25.034258,121.542416",1,"248 ",大安分局,,臺北市大安區信義路三段157巷10弄6號
大安區,WNA02008,和安里,臺北市大安區信義路三段143號,"25.033674,121.540396",1,"330 ",大安分局,,臺北市大安區信義路三段143號
大安區,WNA02009,和安里,臺北市大安區信義路三段143號,"25.033674,121.540396",1,"1332 ",大安分局,,臺北市大安區信義路三段143號
大安區,WNA02010,和安里,臺北市大安區信義路三段143號,"25.033674,121.540396",1,"2345 ",大安分局,,臺北市大安區信義路三段143號
大安區,WNA02011,和安里,臺北市大安區信義路三段143號,"25.033674,121.540396",1,"2368 ",大安分局,,臺北市大安區信義路三段143號
大安區,WNA02012,和安里,臺北市大安區信義路三段143號,"25.033674,121.540396",1,"1529 ",大安分局,,臺北市大安區信義路三段143號
大安區,WNA02013,和安里,臺北市大安區信義路三段143號,"25.033674,121.540396",1,"1553 ",大安分局,,臺北市大安區信義路三段143號
大安區,WNA04764,和安里,臺北市大安區信義路三段143號,"25.033674,121.540396",1,"2732 ",大安分局,,臺北市大安區信義路三段143號
大安區,WNA02015,和安里,臺北市大安區信義路三段153號,"25.033626,121.542564",3,"1072 ",大安分局,,臺北市大安區信義路三段153號
大安區,WNA04856,和安里,臺北市大安區信義路三段149號,"25.033622,121.542145",3,"1036 ",大安分局,,臺北市大安區信義路三段149號
大安區,WNA02024,和安里,臺北市大安區信義路三段89號,"25.033753,121.538408",1,"2945 ",大安分局,,臺北市大安區信義路三段89號
大安區,WNA04442,和安里,臺北市大安區仁愛路三段160號,"25.037694,121.543092",1,"758 ",大安分局,,臺北市大安區仁愛路三段160號
大安區,WNA04441,和安里,臺北市大安區仁愛路三段160號,"25.037694,121.543092",2,"321 ",大安分局,,臺北市大安區仁愛路三段160號
大安區,WNA04334,昌隆里,臺北市大安區忠孝東路三段217巷2弄2-16號,"25.042245,121.539833",1,"1000 ",大安分局,,臺北市大安區忠孝東路三段217巷2弄2-16號
大安區,WNA04335,昌隆里,臺北市大安區忠孝東路三段217巷2弄1-15號,"25.042411,121.539841",1,"1000 ",大安分局,,臺北市大安區忠孝東路三段217巷2弄1-15號
大安區,WNA04336,昌隆里,臺北市大安區忠孝東路三段217巷4弄2-16號,"25.042748,121.539868",1,"1000 ",大安分局,,臺北市大安區忠孝東路三段217巷4弄2-16號
大安區,WNA04337,昌隆里,臺北市大安區忠孝東路三段217巷4弄1-21號,"25.042971,121.539799",1,"1000 ",大安分局,,臺北市大安區忠孝東路三段217巷4弄1-21號
大安區,WNA04338,昌隆里,臺北市大安區忠孝東路三段217巷6弄2-20號,"25.043184,121.539809",1,"1000 ",大安分局,,臺北市大安區忠孝東路三段217巷6弄2-20號
大安區,WNA04803,昌隆里,臺北市大安區市民大道三段208號,"25.044367,121.540231",1,"293 ",大安分局,,臺北市大安區市民大道三段208號
大安區,WNA04914,昌隆里,臺北市大安區市民大道三段178號,"25.044478,121.537173",1,"1733 ",大安分局,,臺北市大安區市民大道三段178號
大安區,WNA04925,昌隆里,臺北市大安區建國南路一段65巷5號、7號、9號(B.C棟),"25.044011,121.537546",1,"5149 ",大安分局,,臺北市大安區建國南路一段65巷5號、7號、9號(B.C棟)
大安區,WNA04926,昌隆里,臺北市大安區市民大道三段198號,"25.044405,121.538501",1,"1093 ",大安分局,,臺北市大安區市民大道三段198號
大安區,WNA04947,昌隆里,臺北市大安區市民大道三段206號,"25.044377,121.53998",1,"1349 ",大安分局,,臺北市大安區市民大道三段206號
大安區,WNA01511,昌隆里,臺北市大安區忠孝東路三段217巷5弄22號,"25.043407,121.538469",1,"49 ",大安分局,,臺北市大安區忠孝東路三段217巷5弄22號
大安區,WNA04341,昌隆里,臺北市大安區忠孝東路三段217巷7弄35號,"25.043758,121.538653",1,"200 ",大安分局,,臺北市大安區忠孝東路三段217巷7弄35號
大安區,WNA01494,昌隆里,臺北市大安區忠孝東路三段211號,"25.041864,121.539486",1,"194 ",大安分局,,臺北市大安區忠孝東路三段211號
大安區,WNA02253,昌隆里,臺北市大安區建國南路一段81號,"25.043558,121.537471",1,"1024 ",大安分局,,臺北市大安區建國南路一段81號
大安區,WNA00266,法治里,臺北市大安區通化街171巷28號,"25.027667,121.554858",1,"178 ",大安分局,,臺北市大安區通化街171巷28號
大安區,WNA02669,法治里,臺北市大安區通化街171巷30弄22-24號,"25.02737,121.554888",1,"126 ",大安分局,,臺北市大安區通化街171巷30弄22-24號
大安區,WNA02668,法治里,臺北市大安區通化街171巷30弄14-16號,"25.027481,121.554987",1,"90 ",大安分局,,臺北市大安區通化街171巷30弄14-16號
大安區,WNA02671,法治里,臺北市大安區通化街175巷12號,"25.027297,121.554546",1,"34 ",大安分局,,臺北市大安區通化街175巷12號
大安區,WNA02735,法治里,臺北市大安區通化街203巷3號,"25.026658,121.55352",1,"50 ",大安分局,,臺北市大安區通化街203巷3號
