類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納數
公寓,WUA00769,吉慶里,臺北市北投區石牌路一段39巷60弄28號,1,225.0
公寓,WUA00773,吉慶里,臺北市北投區石牌路一段71巷9弄1號,1,640.0
公寓,WUA00774,吉慶里,臺北市北投區石牌路一段71巷9弄19-2號,2,1314.0
公寓,WUA02118,吉慶里,臺北市北投區實踐街10號,1,205.0
公寓,WUA01739,吉慶里,臺北市北投區致遠二路5巷11號,1,77.0
公寓,WUA01740,吉慶里,臺北市北投區致遠二路5巷14號,1,256.0
公寓,WUA01741,吉慶里,臺北市北投區致遠二路61巷1號,1,61.0
公寓,WUA01742,吉慶里,臺北市北投區致遠二路61巷3號,1,158.0
公寓,WUA01743,吉慶里,臺北市北投區致遠二路61巷4-1號,1,164.0
公寓,WUA01744,吉慶里,臺北市北投區致遠二路61巷6號,1,257.0
大樓,WUA02121,吉慶里,臺北市北投區實踐街78-1號,1,1858.0
大樓,WUA02123,吉慶里,臺北市北投區實踐街84-2號,1,780.0
公寓,WUA02125,吉慶里,臺北市北投區實踐街88號,1,105.0
公寓,WUA02127,吉慶里,臺北市北投區實踐街90號,1,229.0
公寓,WUA02128,吉慶里,臺北市北投區實踐街92號,2,349.0
公寓,WUA02129,吉慶里,臺北市北投區實踐街48巷6號,1,108.0
大樓,WUA02699,吉慶里,臺北市北投區承德路七段162號,1,1016.0
公寓,WUA02701,吉利里,臺北市北投區石牌路一段39巷131弄18號,1,264.0
公寓,WUA02676,吉利里,臺北市北投區石牌路一段39巷142號,1,86.0
大樓,WUA02420,吉利里,臺北市北投區石牌路一段39巷80弄27號,3,1020.0
公寓,WUA02423,吉利里,臺北市北投區石牌路一段39巷80弄28號,1,248.0
公寓,WUA02388,吉利里,臺北市北投區致遠二路103號,3,1501.0
公寓,WUA00765,吉利里,臺北市北投區石牌路一段39巷131弄23號,1,74.0
公寓,WUA00766,吉利里,臺北市北投區石牌路一段39巷135弄1號,1,710.0
公寓,WUA00770,吉利里,臺北市北投區石牌路一段39巷80弄3號,1,153.0
公寓,WUA00771,吉利里,臺北市北投區石牌路一段39巷80弄30號,1,98.0
公寓,WUA01089,吉利里,臺北市北投區吉利街164巷2弄1號,1,900.0
公寓,WUA01098,吉利里,臺北市北投區吉利街280巷21弄5號,1,365.0
公寓,WUA01099,吉利里,臺北市北投區吉利街280巷27弄13號,1,298.0
公寓,WUA01100,吉利里,臺北市北投區吉利街280巷27弄25號,1,89.0
公寓,WUA01054,吉利里,臺北市北投區吉利街166號,1,1154.0
公寓,WUA01074,吉利里,臺北市北投區吉利街372號,1,98.0
公寓,WUA00772,吉利里,臺北市北投區石牌路一段39巷80弄32號,1,117.0
公寓,WUA01723,吉利里,臺北市北投區致遠二路101號,1,64.0
公寓,WUA01724,吉利里,臺北市北投區致遠二路101號,1,54.0
公寓,WUA01725,吉利里,臺北市北投區致遠二路115號,1,28.0
公寓,WUA01726,吉利里,臺北市北投區致遠二路127號,1,182.0
公寓,WUA01727,吉利里,臺北市北投區致遠二路73號,1,262.0
公寓,WUA01728,吉利里,臺北市北投區致遠二路81號,1,28.0
公寓,WUA01729,吉利里,臺北市北投區致遠二路83號,1,74.0
公寓,WUA01730,吉利里,臺北市北投區致遠二路113巷14號,1,149.0
公寓,WUA01731,吉利里,臺北市北投區致遠二路113巷17號,1,150.0
公寓,WUA01732,吉利里,臺北市北投區致遠二路113巷18號,1,162.0
公寓,WUA01733,吉利里,臺北市北投區致遠二路113巷2號,1,378.0
公寓,WUA01734,吉利里,臺北市北投區致遠二路113巷3號,1,117.0
公寓,WUA01735,吉利里,臺北市北投區致遠二路113巷7號,1,432.0
公寓,WUA01736,吉利里,臺北市北投區致遠二路125巷2號,1,1182.0
公寓,WUA01737,吉利里,臺北市北投區致遠二路125巷3號,1,2373.0
公寓,WUA01738,吉利里,臺北市北投區致遠二路147巷2號,1,82.0
公寓,WUA01745,吉利里,臺北市北投區致遠二路71巷6號,1,90.0
公寓,WUA01746,吉利里,臺北市北投區致遠二路95巷13號,1,290.0
公寓,WUA01747,吉利里,臺北市北投區致遠二路95巷34弄2號,1,66.0
公寓,WUA01748,吉利里,臺北市北投區致遠二路96巷1弄2號,1,289.0
公寓,WUA02122,吉利里,臺北市北投區實踐街79號,1,270.0
公寓,WUA02124,吉利里,臺北市北投區實踐街85號,1,477.0
公寓,WUA02126,吉利里,臺北市北投區實踐街89號,1,574.0
公寓,WUA02305,吉利里,臺北市北投區致遠二路96巷3弄6號,1,162.0
公寓,WUA02807,吉利里,臺北市北投區致遠二路87巷28號,1,260.0
公寓,WUA02402,立賢里,臺北市北投區承德路七段310號,1,678.0
大樓,WUA01080,立賢里,臺北市北投區吉利街106巷1號,1,1172.0
公寓,WUA01379,立賢里,臺北市北投區承德路七段286號,2,229.0
公寓,WUA01380,立賢里,臺北市北投區承德路七段290號,1,353.0
公寓,WUA01104,立賢里,臺北市北投區吉利街58巷2號,1,142.0
公寓,WUA01075,立賢里,臺北市北投區吉利街60號,1,240.0
公寓,WUA01077,立賢里,臺北市北投區吉利街74號,1,341.0
公寓,WUA01119,立賢里,臺北市北投區承德路七段298號,1,25.0
公寓,WUA01120,立賢里,臺北市北投區承德路七段302號,1,668.0
公寓,WUA01122,立賢里,臺北市北投區承德路七段350號,1,444.0
公寓,WUA01133,立賢里,臺北市北投區承德路七段220巷8號,1,110.0
公寓,WUA01135,立賢里,臺北市北投區承德路七段280巷28號,1,72.0
公寓,WUA01136,立賢里,臺北市北投區承德路七段280巷29號,1,30.0
公寓,WUA01137,立賢里,臺北市北投區承德路七段280巷8號,1,493.0
公寓,WUA01141,立賢里,臺北市北投區承德路七段342巷11號,1,310.0
公寓,WUA01143,立賢里,臺北市北投區承德路七段342巷28號,1,160.0
公寓,WUA01857,立賢里,臺北市北投區尊賢街207號,1,240.0
公寓,WUA01860,立賢里,臺北市北投區尊賢街221號,1,225.0
公寓,WUA01871,立賢里,臺北市北投區尊賢街245巷22號,1,430.0
公寓,WUA01872,立賢里,臺北市北投區尊賢街245巷26號,1,142.0
公寓,WUA01873,立賢里,臺北市北投區尊賢街245巷36號,1,60.0
公寓,WUA01874,立賢里,臺北市北投區尊賢街245巷40號,1,34.0
公寓,WUA01875,立賢里,臺北市北投區尊賢街249巷23號,1,181.0
公寓,WUA01876,立賢里,臺北市北投區尊賢街251巷10號,1,152.0
公寓,WUA01879,立賢里,臺北市北投區尊賢街251巷34號,1,58.0
公寓,WUA01880,立賢里,臺北市北投區尊賢街251巷6號,1,65.0
公寓,WUA02119,立賢里,臺北市北投區實踐街11號,1,62.0
公寓,WUA02120,立賢里,臺北市北投區實踐街13號,1,338.0
大樓,WUA02495,立賢里,臺北市北投區承德路七段312號,3,990.0
公寓,WUA02515,立賢里,臺北市北投區承德路七段282號,1,356.0
大樓,WUA02518,立賢里,臺北市北投區承德路七段236號,2,2932.0
大樓,WUA02519,立賢里,臺北市北投區承德路七段222號,2,1556.0
大樓,WUA02541,立賢里,臺北市北投區承德路七段212號,1,918.0
公寓,WUA02563,立賢里,臺北市北投區尊賢路239巷7號,1,261.0
大樓,WUA02615,立賢里,臺北市北投區承德路七段342之1號,1,1106.0
公寓,WUA02711,立賢里,臺北市北投區承德路七段342巷9號,1,132.0
公寓,WUA02782,立賢里,臺北市北投區吉利街106巷7號,1,373.0
公寓,WUA01641,洲美里,臺北市北投區洲美街185號,1,809.0
大樓,WUA02774,洲美里,臺北市北投區福美路180號,1,2160.0
大樓,WUA02775,洲美里,臺北市北投區福美路176號,1,2194.0
大樓,WUA02776,洲美里,臺北市北投區福美路198號,1,4994.0
大樓,WUA02778,洲美里,臺北市北投區福美路203號,1,4730.0
大樓,WUA02826,洲美里,臺北市北投區福善路16號,2,4142.0
公寓,WUA00007,清江里,臺北市北投區三合街二段422號,1,797.0
公寓,WUA00008,清江里,臺北市北投區三合街二段427號,1,128.0
公寓,WUA00011,清江里,臺北市北投區磺港路204號,1,165.0
公寓,WUA00365,清江里,臺北市北投區中央南路一段111號,1,57.0
公寓,WUA00367,清江里,臺北市北投區中央南路一段115號,1,60.0
公寓,WUA00369,清江里,臺北市北投區中央南路一段129號,1,28.0
公寓,WUA00370,清江里,臺北市北投區中央南路一段131號,1,25.0
公寓,WUA00371,清江里,臺北市北投區中央南路一段133號,1,30.0
公寓,WUA00374,清江里,臺北市北投區中央南路一段159號,1,176.0
公寓,WUA00375,清江里,臺北市北投區中央南路一段163號,1,105.0
公寓,WUA00378,清江里,臺北市北投區中央南路一段203號,1,41.0
公寓,WUA00379,清江里,臺北市北投區中央南路一段221號,1,200.0
公寓,WUA00388,清江里,臺北市北投區中央南路一段197巷10號,1,265.0
公寓,WUA00389,清江里,臺北市北投區中央南路一段197巷6號,1,253.0
公寓,WUA01763,清江里,臺北市北投區崇仁路一段105號,1,37.0
公寓,WUA01764,清江里,臺北市北投區崇仁路一段121號,1,109.0
公寓,WUA01766,清江里,臺北市北投區崇仁路一段25號,1,32.0
公寓,WUA01767,清江里,臺北市北投區崇仁路一段29號,1,101.0
公寓,WUA01768,清江里,臺北市北投區崇仁路一段40號,1,113.0
公寓,WUA01769,清江里,臺北市北投區崇仁路一段62號,1,50.0
公寓,WUA01770,清江里,臺北市北投區崇仁路一段75號,1,70.0
公寓,WUA01771,清江里,臺北市北投區崇仁路一段76號,1,32.0
大樓,WUA01772,清江里,臺北市北投區崇仁路一段78號,1,324.0
大樓,WUA01773,清江里,臺北市北投區崇仁路一段8號,1,86.0
公寓,WUA01774,清江里,臺北市北投區崇仁路一段84號,1,97.0
大樓,WUA01775,清江里,臺北市北投區崇仁路一段92號,1,121.0
公寓,WUA01776,清江里,臺北市北投區崇仁路一段131巷2弄1號,1,1196.0
大樓,WUA01780,清江里,臺北市北投區崇仁路一段17巷6號,1,125.0
公寓,WUA01790,清江里,臺北市北投區清江路104號,1,120.0
公寓,WUA01791,清江里,臺北市北投區清江路105號,1,21.0
公寓,WUA01792,清江里,臺北市北投區清江路124號,1,32.0
公寓,WUA01793,清江里,臺北市北投區清江路154號,1,81.0
公寓,WUA01794,清江里,臺北市北投區清江路157號,1,781.0
公寓,WUA01795,清江里,臺北市北投區清江路186號,1,36.0
公寓,WUA01796,清江里,臺北市北投區清江路191號,1,170.0
公寓,WUA01797,清江里,臺北市北投區清江路201號,1,60.0
公寓,WUA01798,清江里,臺北市北投區清江路203號,1,50.0
公寓,WUA01799,清江里,臺北市北投區清江路264號,1,54.0
公寓,WUA01800,清江里,臺北市北投區清江路27號,1,200.0
公寓,WUA01802,清江里,臺北市北投區清江路53號,1,130.0
大樓,WUA01803,清江里,臺北市北投區清江路65號,1,68.0
公寓,WUA01804,清江里,臺北市北投區清江路71號,1,42.0
大樓,WUA01805,清江里,臺北市北投區清江路73號,1,146.0
大樓,WUA01806,清江里,臺北市北投區清江路80號,1,173.0
公寓,WUA01807,清江里,臺北市北投區清江路83號,1,141.0
公寓,WUA01808,清江里,臺北市北投區清江路90號,1,114.0
公寓,WUA01809,清江里,臺北市北投區清江路113巷31號,1,172.0
公寓,WUA01810,清江里,臺北市北投區磺港路146號,1,92.0
公寓,WUA01811,清江里,臺北市北投區清江路177巷13號,1,148.0
公寓,WUA01812,清江里,臺北市北投區磺港路162號,1,125.0
公寓,WUA01813,清江里,臺北市北投區清江路177巷9號,1,36.0
公寓,WUA01814,清江里,臺北市北投區清江路177巷2弄11號,1,114.0
公寓,WUA01815,清江里,臺北市北投區清江路177巷2弄28號,1,304.0
公寓,WUA01816,清江里,臺北市北投區清江路207巷15號,1,76.0
大樓,WUA01817,清江里,臺北市北投區清江路207巷2號,1,165.0
大樓,WUA01818,清江里,臺北市北投區清江路207巷23號,1,54.0
公寓,WUA01819,清江里,臺北市北投區清江路207巷4號,1,21.0
公寓,WUA01820,清江里,臺北市北投區清江路245巷32號,1,176.0
公寓,WUA01821,清江里,臺北市北投區清江路245巷45號,1,132.0
公寓,WUA01822,清江里,臺北市北投區清江路247巷30號,1,125.0
公寓,WUA01823,清江里,臺北市北投區清江路247巷31號,1,73.0
大樓,WUA01824,清江里,臺北市北投區磺港路220號,1,40.0
公寓,WUA01825,清江里,臺北市北投區清江路25巷28號,1,174.0
公寓,WUA01826,清江里,臺北市北投區清江路25巷30號,1,37.0
公寓,WUA01827,清江里,臺北市北投區清江路25巷50號,1,305.0
公寓,WUA01828,清江里,臺北市北投區清江路268巷6號,1,141.0
公寓,WUA01831,清江里,臺北市北投區清江路51巷16號,1,32.0
公寓,WUA01832,清江里,臺北市北投區大興街94號,1,208.0
公寓,WUA01833,清江里,臺北市北投區大興街102號,1,69.0
公寓,WUA01834,清江里,臺北市北投區清江路69巷3號,1,206.0
公寓,WUA01835,清江里,臺北市北投區清江路69巷6號,1,52.0
公寓,WUA01836,清江里,臺北市北投區清江路77巷2號,1,162.0
公寓,WUA01837,清江里,臺北市北投區清江路91巷30號,1,232.0
公寓,WUA01838,清江里,臺北市北投區清江路91巷10號,1,33.0
公寓,WUA01839,清江里,臺北市北投區清江路91巷43號,1,74.0
公寓,WUA01840,清江里,臺北市北投區清江路91巷56號,1,88.0
公寓,WUA01841,清江里,臺北市北投區清江路91巷17弄16號,1,94.0
公寓,WUA01842,清江里,臺北市北投區清江路91巷17弄20號,1,41.0
公寓,WUA01843,清江里,臺北市北投區清江路91巷17弄43號,1,41.0
公寓,WUA01844,清江里,臺北市北投區清江路91巷25弄2號,1,62.0
公寓,WUA01946,清江里,臺北市北投區新市街22號,1,900.0
公寓,WUA01953,清江里,臺北市北投區新市街24巷51號,1,38.0
公寓,WUA01954,清江里,臺北市北投區新市街24巷65號,1,49.0
大樓,WUA01955,清江里,臺北市北投區新市街24巷35弄8號,1,334.0
公寓,WUA01956,清江里,臺北市北投區大興街137號,1,298.0
大樓,WUA02322,清江里,臺北市北投區三合街二段426-458號,1,4118.0
大樓,WUA02331,清江里,臺北市北投區民權街2號,1,144.0
公寓,WUA02333,清江里,臺北市北投區大興街145號,2,5352.0
公寓,WUA02339,清江里,臺北市北投區崇仁路一段118號,2,642.0
大樓,WUA02343,清江里,臺北市北投區中央南路一段183號,1,1480.0
公寓,WUA02373,清江里,臺北市北投區清江路25巷16號,1,236.0
公寓,WUA02391,清江里,臺北市北投區磺港路76號,1,173.0
大樓,WUA02405,清江里,臺北市北投區磺港路172號,2,1057.0
公寓,WUA02412,清江里,臺北市北投區清江路25巷5號,1,1265.0
公寓,WUA02416,清江里,臺北市北投區清江路100號,1,232.0
公寓,WUA02417,清江里,臺北市北投區三合街二段424巷8-1號,1,864.0
公寓,WUA02422,清江里,臺北市北投區清江路207巷27號,1,548.0
公寓,WUA02443,清江里,臺北市北投區清江路179號,1,962.0
公寓,WUA02479,清江里,臺北市北投區崇仁路一段42號,1,274.0
公寓,WUA02487,清江里,臺北市北投區磺港路168號,1,377.0
公寓,WUA02578,清江里,臺北市北投區清江路68號,1,1024.0
公寓,WUA02643,清江里,臺北市北投區崇仁路一段83號,2,840.0
公寓,WUA02705,清江里,臺北市北投區磺港路132號,4,2285.0
公寓,WUA02713,清江里,臺北市北投區清江路91巷5號,1,748.0
公寓,WUA02805,清江里,臺北市北投區崇仁一段5號,1,470.0
公寓,WUA02806,清江里,臺北市北投區磺港路140號,1,2464.0
公寓,WUA00507,奇岩里,臺北市北投區公館路100號,1,138.0
公寓,WUA00508,奇岩里,臺北市北投區公館路263號,1,86.0
公寓,WUA00510,奇岩里,臺北市北投區公館路143號,1,50.0
公寓,WUA00511,奇岩里,臺北市北投區公館路146號,1,58.0
公寓,WUA00512,奇岩里,臺北市北投區公館路147號,1,96.0
公寓,WUA00514,奇岩里,臺北市北投區公館路150號,1,113.0
公寓,WUA00515,奇岩里,臺北市北投區公館路184號,1,265.0
公寓,WUA00519,奇岩里,臺北市北投區公館路197號,1,53.0
公寓,WUA00520,奇岩里,臺北市北投區公館路199號,1,81.0
公寓,WUA00521,奇岩里,臺北市北投區公館路211號,1,174.0
公寓,WUA00522,奇岩里,臺北市北投區公館路215號,1,68.0
公寓,WUA00527,奇岩里,臺北市北投區公館路278號,1,169.0
公寓,WUA00528,奇岩里,臺北市北投區公館路280號,1,108.0
公寓,WUA00529,奇岩里,臺北市北投區公館路288號,1,253.0
公寓,WUA00532,奇岩里,臺北市北投區公館路297號,1,530.0
公寓,WUA00533,奇岩里,臺北市北投區公館路298號,1,72.0
公寓,WUA00534,奇岩里,臺北市北投區公館路300號,1,145.0
公寓,WUA00536,奇岩里,臺北市北投區公館路364號,1,38.0
公寓,WUA00537,奇岩里,臺北市北投區公館路91號,1,45.0
公寓,WUA00539,奇岩里,臺北市北投區公館路111號,1,52.0
公寓,WUA00540,奇岩里,臺北市北投區公館路115號,1,50.0
公寓,WUA00542,奇岩里,臺北市北投區公館路126號,1,30.0
公寓,WUA00545,奇岩里,臺北市北投區公館路132號,1,302.0
公寓,WUA00548,奇岩里,臺北市北投區公館路141號,1,181.0
公寓,WUA00552,奇岩里,臺北市北投區公館路174號,1,88.0
公寓,WUA00557,奇岩里,臺北市北投區公館路217號,1,42.0
公寓,WUA00562,奇岩里,臺北市北投區公館路219號,1,17.0
公寓,WUA00563,奇岩里,臺北市北投區公館路221號,1,42.0
公寓,WUA00564,奇岩里,臺北市北投區公館路227號,1,84.0
公寓,WUA00565,奇岩里,臺北市北投區公館路236號,1,169.0
公寓,WUA00566,奇岩里,臺北市北投區公館路229號,1,40.0
公寓,WUA00568,奇岩里,臺北市北投區公館路137巷1號,1,346.0
公寓,WUA00569,奇岩里,臺北市北投區公館路306巷1號,1,1676.0
公寓,WUA00570,奇岩里,臺北市北投區公館路306巷10號,1,289.0
公寓,WUA00571,奇岩里,臺北市北投區公館路306巷13號,1,201.0
公寓,WUA00572,奇岩里,臺北市北投區公館路306巷14號,1,512.0
公寓,WUA00573,奇岩里,臺北市北投區公館路308巷15號,1,336.0
公寓,WUA00574,奇岩里,臺北市北投區公館路167巷1號,2,2964.0
公寓,WUA00575,奇岩里,臺北市北投區公館路209巷2號,1,90.0
公寓,WUA00576,奇岩里,臺北市北投區公館路209巷16弄12號,1,236.0
公寓,WUA00580,奇岩里,臺北市北投區公館路231巷10號,2,228.0
公寓,WUA00581,奇岩里,臺北市北投區公館路231巷14號,1,42.0
公寓,WUA00582,奇岩里,臺北市北投區公館路231巷18號,1,229.0
公寓,WUA00583,奇岩里,臺北市北投區公館路231巷29號,1,368.0
公寓,WUA00584,奇岩里,臺北市北投區公館路231巷7弄2號,2,1646.0
公寓,WUA00585,奇岩里,臺北市北投區公館路231巷7弄7號,1,968.0
公寓,WUA00586,奇岩里,臺北市北投區公館路255巷10號,1,60.0
公寓,WUA00587,奇岩里,臺北市北投區公館路255巷11號,1,484.0
公寓,WUA00588,奇岩里,臺北市北投區公館路255巷2號,1,82.0
公寓,WUA00589,奇岩里,臺北市北投區公館路255巷6號,1,101.0
公寓,WUA00590,奇岩里,臺北市北投區公館路257巷14號,1,62.0
公寓,WUA00593,奇岩里,臺北市北投區公館路334巷2號,1,126.0
公寓,WUA00617,奇岩里,臺北市北投區公館路276巷4號,1,37.0
公寓,WUA00596,奇岩里,臺北市北投區公館路292巷6號,1,69.0
公寓,WUA00597,奇岩里,臺北市北投區公館路340巷1號,1,105.0
公寓,WUA00600,奇岩里,臺北市北投區公館路130巷1弄23號,1,125.0
公寓,WUA00601,奇岩里,臺北市北投區公館路257巷2弄16號,1,201.0
公寓,WUA00602,奇岩里,臺北市北投區公館路257巷12號,1,201.0
公寓,WUA00603,奇岩里,臺北市北投區公館路257巷2弄13號,1,190.0
公寓,WUA00605,奇岩里,臺北市北投區公館路228巷15弄15號,1,178.0
公寓,WUA00606,奇岩里,臺北市北投區公館路228巷15弄14號,1,66.0
公寓,WUA00607,奇岩里,臺北市北投區公館路276巷8號,1,89.0
公寓,WUA00608,奇岩里,臺北市北投區公館路292巷16號,1,345.0
公寓,WUA00610,奇岩里,臺北市北投區公館路292巷1弄3號,1,173.0
公寓,WUA00611,奇岩里,臺北市北投區公館路255巷12號,1,141.0
公寓,WUA00612,奇岩里,臺北市北投區公館路255巷3號,1,249.0
公寓,WUA00613,奇岩里,臺北市北投區公館路255巷1弄1號,1,181.0
公寓,WUA00615,奇岩里,臺北市北投區公館路255巷1弄2號,1,82.0
公寓,WUA00616,奇岩里,臺北市北投區公館路255巷1弄5號,1,106.0
公寓,WUA00617,奇岩里,臺北市北投區公館路257巷4號,1,398.0
公寓,WUA00618,奇岩里,臺北市北投區公館路257巷2弄12號,1,56.0
公寓,WUA00619,奇岩里,臺北市北投區公館路257巷2弄2號,1,217.0
公寓,WUA00620,奇岩里,臺北市北投區公館路257巷2弄5號,1,80.0
公寓,WUA00621,奇岩里,臺北市北投區公館路257巷2弄9號,1,65.0
公寓,WUA00622,奇岩里,臺北市北投區公館路257巷5弄1號,1,110.0
公寓,WUA00623,奇岩里,臺北市北投區公館路257巷5弄7號,1,90.0
公寓,WUA00624,奇岩里,臺北市北投區公館路257巷5弄11號,1,126.0
公寓,WUA01368,奇岩里,臺北市北投區奇岩路36號,1,205.0
公寓,WUA01369,奇岩里,臺北市北投區奇岩路34號,1,220.0
公寓,WUA01370,奇岩里,臺北市北投區奇岩路201巷11號,2,613.0
公寓,WUA01372,奇岩里,臺北市北投區奇岩路202號,1,414.0
公寓,WUA01375,奇岩里,臺北市北投區奇岩路195巷3號,2,1065.0
公寓,WUA01781,奇岩里,臺北市北投區崇仰一路19號,1,269.0
公寓,WUA01782,奇岩里,臺北市北投區崇仰一路3號,1,144.0
公寓,WUA02269,奇岩里,臺北市北投區公館路165號,2,997.0
大廈,WUA02292,奇岩里,臺北市北投區崇仰一路5-1對面號,1,1197.0
公寓,WUA02384,奇岩里,臺北市北投區公館路209巷8弄8．10號,1,141.0
公寓,WUA02398,奇岩里,臺北市北投區奇岩路232號,2,1333.0
公寓,WUA02399,奇岩里,臺北市北投區奇岩路258號,2,2256.0
公寓,WUA02560,奇岩里,臺北市北投區公館路116號,1,525.0
公寓,WUA02584,奇岩里,臺北市北投區公館路209巷14號,2,273.0
公寓,WUA02620,奇岩里,臺北市北投區公館路255巷19弄7號,1,317.0
公寓,WUA02691,奇岩里,臺北市北投區公館路231巷1號,1,306.0
公寓,WUA02706,奇岩里,臺北市北投區公館路352號,1,194.0
大樓,WUA02712,奇岩里,臺北市北投區三合街一段77號,1,2214.0
大樓,WUA02718,奇岩里,臺北市北投區三合街一段82巷72號,2,1453.0
大樓,WUA02726,奇岩里,臺北市北投區公館路161巷1號,1,177.0
大樓,WUA02727,奇岩里,臺北市北投區三合街一段82巷101號,1,913.0
公寓,WUA02730,奇岩里,臺北市北投區公館路237號,1,216.0
大樓,WUA02735,奇岩里,臺北市北投區三合街一段82巷62弄18號,1,1018.0
大樓,WUA02741,奇岩里,臺北市北投區三合街一段36巷1號,1,1768.0
大樓,WUA02743,奇岩里,臺北市北投區三合街一段118巷16號,1,766.0
大樓,WUA02744,奇岩里,臺北市北投區三合街一段36巷19號,1,1844.0
大樓,WUA02753,奇岩里,臺北市北投區三合街一段79巷16號,1,2034.0
大樓,WUA02755,奇岩里,臺北市北投區三合街一段82巷109號,1,792.0
大樓,WUA02758,奇岩里,臺北市北投區三合街一段82巷58號,1,1786.0
大樓,WUA02765,奇岩里,臺北市北投區三合街一段82巷61弄12號,1,637.0
大樓,WUA02768,奇岩里,臺北市北投區三合街一段117巷59號,1,754.0
大樓,WUA02779,奇岩里,臺北市北投區三合街一段118巷2號,1,946.0
大樓,WUA02780,奇岩里,臺北市北投區三合街一段38號,1,798.0
大樓,WUA02783,奇岩里,臺北市北投區三合街一段82巷50弄37號,1,1244.0
大樓,WUA02786,奇岩里,臺北市北投區三合街一段82巷100號,1,1046.0
大樓,WUA02788,奇岩里,臺北市北投區三合街一段82巷86弄8號,1,988.0
大樓,WUA02789,奇岩里,臺北市北投區三合街一段117巷52號,1,1553.0
大樓,WUA02791,奇岩里,臺北市北投區三合街一段117巷36號,1,1673.0
大樓,WUA02794,奇岩里,臺北市北投區公館路228巷111號,1、2,484.0
大樓,WUA02797,奇岩里,臺北市北投區三合街一段82巷119號,1,2018.0
