類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註,placemark_address
大樓,UNA00274,光明里,澎湖縣馬公市光明里民族路143之1號,1.0,32.0,,澎湖縣馬公市光明里民族路143之1號
大樓,UNA00275,光明里,澎湖縣馬公市光明里民族路143之2號,1.0,32.0,,澎湖縣馬公市光明里民族路143之2號
大樓,UNA00255,光明里,澎湖縣馬公市光明里光復路107號,1.0,40.0,,澎湖縣馬公市光明里光復路107號
大樓,UNA00265,光明里,澎湖縣馬公市光明里光復路125之1號,1.0,34.0,,澎湖縣馬公市光明里光復路125之1號
大樓,UNA00263,光明里,澎湖縣馬公市光明里光復路125之2號,1.0,34.0,,澎湖縣馬公市光明里光復路125之2號
大樓,UNA00261,光明里,澎湖縣馬公市光明里光復路125號,1.0,34.0,,澎湖縣馬公市光明里光復路125號
大樓,UNA00256,光明里,澎湖縣馬公市光明里光復路127號,1.0,30.0,,澎湖縣馬公市光明里光復路127號
大樓,UNA00268,光明里,澎湖縣馬公市光明里光復路129之2號,1.0,40.0,,澎湖縣馬公市光明里光復路129之2號
大樓,UNA00269,光明里,澎湖縣馬公市光明里光復路129號,1.0,30.0,,澎湖縣馬公市光明里光復路129號
大樓,UNA00602,光明里,澎湖縣馬公市光明里光復路155號,1.0,374.0,,澎湖縣馬公市光明里光復路155號
大樓,UNA00601,光明里,澎湖縣馬公市光明里光復路157號,1.0,201.0,,澎湖縣馬公市光明里光復路157號
大樓,UNA00260,光明里,澎湖縣馬公市光明里光復路169巷1號,1.0,148.0,,澎湖縣馬公市光明里光復路169巷1號
大樓,UNA00254,光明里,澎湖縣馬公市光明里光復路85號,1.0,25.0,,澎湖縣馬公市光明里光復路85號
大樓,UNA00267,光明里,澎湖縣馬公市光明里光復路87號,1.0,25.0,,澎湖縣馬公市光明里光復路87號
大樓,UNA00258,光明里,澎湖縣馬公市光明里光復路91號,1.0,34.0,,澎湖縣馬公市光明里光復路91號
大樓,UNA00259,光明里,澎湖縣馬公市光明里光復路93號,1.0,90.0,,澎湖縣馬公市光明里光復路93號
大樓,UNA00272,光明里,澎湖縣馬公市光明里光復路95號,1.0,94.0,,澎湖縣馬公市光明里光復路95號
大樓,UNA00257,光明里,澎湖縣馬公市光明里光復路97號,1.0,30.0,,澎湖縣馬公市光明里光復路97號
大樓,UNA00280,光明里,澎湖縣馬公市光明里自立路104號,1.0,52.0,,澎湖縣馬公市光明里自立路104號
大樓,UNA00282,光明里,澎湖縣馬公市光明里自立路105號,1.0,41.0,,澎湖縣馬公市光明里自立路105號
大樓,UNA00281,光明里,澎湖縣馬公市光明里自立路106號,1.0,82.0,,澎湖縣馬公市光明里自立路106號
大樓,UNA00298,光明里,澎湖縣馬公市光明里忠孝路105號,1.0,150.0,,澎湖縣馬公市光明里忠孝路105號
旅宿業,UNA00298,光明里,澎湖縣馬公市光明里忠孝路105號,1.0,150.0,,澎湖縣馬公市光明里忠孝路105號
大樓,UNA00294,光明里,澎湖縣馬公市光明里忠孝路62號,1.0,60.0,,澎湖縣馬公市光明里忠孝路62號
大樓,UNA00297,光明里,澎湖縣馬公市光明里忠孝路81號,1.0,44.0,,澎湖縣馬公市光明里忠孝路81號
大樓,UNA00295,光明里,澎湖縣馬公市光明里忠孝路83號,1.0,44.0,,澎湖縣馬公市光明里忠孝路83號
大樓,UNA00296,光明里,澎湖縣馬公市光明里忠孝路85號,1.0,44.0,,澎湖縣馬公市光明里忠孝路85號
大樓,UNA00285,光明里,澎湖縣馬公市光明里忠孝路87號,1.0,42.0,,澎湖縣馬公市光明里忠孝路87號
大樓,UNA00289,光明里,澎湖縣馬公市光明里忠孝路89巷10號,1.0,26.0,,澎湖縣馬公市光明里忠孝路89巷10號
大樓,UNA00290,光明里,澎湖縣馬公市光明里忠孝路89巷12號,1.0,26.0,,澎湖縣馬公市光明里忠孝路89巷12號
大樓,UNA00291,光明里,澎湖縣馬公市光明里忠孝路89巷14號,1.0,26.0,,澎湖縣馬公市光明里忠孝路89巷14號
大樓,UNA00292,光明里,澎湖縣馬公市光明里忠孝路89巷16號,1.0,26.0,,澎湖縣馬公市光明里忠孝路89巷16號
大樓,UNA00293,光明里,澎湖縣馬公市光明里忠孝路89巷18號,1.0,26.0,,澎湖縣馬公市光明里忠孝路89巷18號
大樓,UNA00288,光明里,澎湖縣馬公市光明里忠孝路89巷8號,1.0,26.0,,澎湖縣馬公市光明里忠孝路89巷8號
大樓,UNA00279,光明里,澎湖縣馬公市光明里明遠路12巷10之1號,1.0,30.0,,澎湖縣馬公市光明里明遠路12巷10之1號
大樓,UNA00300,光明里,澎湖縣馬公市光明里明遠路12巷10之2號,1.0,26.0,,澎湖縣馬公市光明里明遠路12巷10之2號
大樓,UNA00276,光明里,澎湖縣馬公市光明里明遠路12巷10之3號,1.0,26.0,,澎湖縣馬公市光明里明遠路12巷10之3號
大樓,UNA00286,光明里,澎湖縣馬公市光明里明遠路12巷10之4號,1.0,26.0,,澎湖縣馬公市光明里明遠路12巷10之4號
大樓,UNA00287,光明里,澎湖縣馬公市光明里明遠路12巷10之5號,1.0,26.0,,澎湖縣馬公市光明里明遠路12巷10之5號
大樓,UNA00277,光明里,澎湖縣馬公市光明里明遠路12巷10之6號,1.0,26.0,,澎湖縣馬公市光明里明遠路12巷10之6號
大樓,UNA00278,光明里,澎湖縣馬公市光明里明遠路12巷10之7號,1.0,26.0,,澎湖縣馬公市光明里明遠路12巷10之7號
學校,UNA00271,光明里,澎湖縣馬公市光明里明遠路2號,1.0,1043.0,,澎湖縣馬公市光明里明遠路2號
旅宿業,UNA00299,光明里,澎湖縣馬公市光明里明遠路52號,1.0,333.0,,澎湖縣馬公市光明里明遠路52號
大樓,UNA00283,光明里,澎湖縣馬公市光明里信義路31之1號,1.0,48.0,,澎湖縣馬公市光明里信義路31之1號
大樓,UNA00055,光復里,澎湖縣馬公市光復里三民路40號,1.0,164.0,,澎湖縣馬公市光復里三民路40號
大樓,UNA00055,光復里,澎湖縣馬公市光復里三民路40號,1.0,164.0,,澎湖縣馬公市光復里三民路40號
大樓,UNA00071,光復里,澎湖縣馬公市光復里中華路15之2號,1.0,81.0,,澎湖縣馬公市光復里中華路15之2號
大樓,UNA00070,光復里,澎湖縣馬公市光復里中華路15之3號,1.0,81.0,,澎湖縣馬公市光復里中華路15之3號
大樓,UNA00068,光復里,澎湖縣馬公市光復里中華路17之1號,1.0,94.0,,澎湖縣馬公市光復里中華路17之1號
大樓,UNA00069,光復里,澎湖縣馬公市光復里中華路17號,1.0,80.0,,澎湖縣馬公市光復里中華路17號
大樓,UNA00049,光復里,澎湖縣馬公市光復里中華路20號,1.0,80.0,,澎湖縣馬公市光復里中華路20號
大樓,UNA00062,光復里,澎湖縣馬公市光復里中華路29之3號,1.0,102.0,,澎湖縣馬公市光復里中華路29之3號
大樓,UNA00081,光復里,澎湖縣馬公市光復里中華路33號,1.0,150.0,,澎湖縣馬公市光復里中華路33號
大樓,UNA00003,光復里,澎湖縣馬公市光復里中華路34號,1.0,20.0,,澎湖縣馬公市光復里中華路34號
大樓,UNA00075,光復里,澎湖縣馬公市光復里中華路35之3號,1.0,24.0,,澎湖縣馬公市光復里中華路35之3號
大樓,UNA00076,光復里,澎湖縣馬公市光復里中華路35號,1.0,30.0,,澎湖縣馬公市光復里中華路35號
大樓,UNA00051,光復里,澎湖縣馬公市光復里中華路36號,1.0,50.0,,澎湖縣馬公市光復里中華路36號
大樓,UNA00077,光復里,澎湖縣馬公市光復里中華路37號,1.0,28.0,,澎湖縣馬公市光復里中華路37號
大樓,UNA00059,光復里,澎湖縣馬公市光復里中華路39之1號,1.0,24.0,,澎湖縣馬公市光復里中華路39之1號
大樓,UNA00078,光復里,澎湖縣馬公市光復里中華路39號,1.0,30.0,,澎湖縣馬公市光復里中華路39號
大樓,UNA00011,光復里,澎湖縣馬公市光復里中華路40號,1.0,20.0,,澎湖縣馬公市光復里中華路40號
大樓,UNA00010,光復里,澎湖縣馬公市光復里中華路40號,1.0,22.0,,澎湖縣馬公市光復里中華路40號
大樓,UNA00064,光復里,澎湖縣馬公市光復里中華路43巷2號,1.0,208.0,,澎湖縣馬公市光復里中華路43巷2號
大樓,UNA00085,光復里,澎湖縣馬公市光復里中華路43巷4號,1.0,208.0,,澎湖縣馬公市光復里中華路43巷4號
大樓,UNA00063,光復里,澎湖縣馬公市光復里中華路43巷6號,1.0,258.0,,澎湖縣馬公市光復里中華路43巷6號
大樓,UNA00058,光復里,澎湖縣馬公市光復里中華路43號,1.0,24.0,,澎湖縣馬公市光復里中華路43號
大樓,UNA00047,光復里,澎湖縣馬公市光復里中華路44之2號,1.0,25.0,,澎湖縣馬公市光復里中華路44之2號
大樓,UNA00048,光復里,澎湖縣馬公市光復里中華路44之3號,1.0,24.0,,澎湖縣馬公市光復里中華路44之3號
大樓,UNA00079,光復里,澎湖縣馬公市光復里中華路45號,1.0,18.0,,澎湖縣馬公市光復里中華路45號
大樓,UNA00084,光復里,澎湖縣馬公市光復里中華路49之2號,1.0,36.0,,澎湖縣馬公市光復里中華路49之2號
大樓,UNA00083,光復里,澎湖縣馬公市光復里中華路49號,1.0,114.0,,澎湖縣馬公市光復里中華路49號
大樓,UNA00045,光復里,澎湖縣馬公市光復里中華路52之2號,1.0,69.0,,澎湖縣馬公市光復里中華路52之2號
大樓,UNA00003,光復里,澎湖縣馬公市光復里中華路59之2號,1.0,250.0,,澎湖縣馬公市光復里中華路59之2號
大樓,UNA00056,光復里,澎湖縣馬公市光復里水源路2之1號,1.0,620.0,*無障礙避難,澎湖縣馬公市光復里水源路2之1號
公寓,UNA00072,光復里,澎湖縣馬公市光復里北辰街17巷1號,1.0,266.0,,澎湖縣馬公市光復里北辰街17巷1號
大樓,UNA00080,光復里,澎湖縣馬公市光復里光復路18號,1.0,85.0,,澎湖縣馬公市光復里光復路18號
大樓,UNA00061,光復里,澎湖縣馬公市光復里光復路20之3號,1.0,20.0,,澎湖縣馬公市光復里光復路20之3號
大樓,UNA00060,光復里,澎湖縣馬公市光復里光復路20之4號,1.0,20.0,,澎湖縣馬公市光復里光復路20之4號
大樓,UNA00057,光復里,澎湖縣馬公市光復里光復路20號,1.0,13.0,,澎湖縣馬公市光復里光復路20號
大樓,UNA00074,光復里,澎湖縣馬公市光復里光復路48號,1.0,25.0,,澎湖縣馬公市光復里光復路48號
公寓,UNA00073,光復里,澎湖縣馬公市光復里光復路66號,1.0,266.0,,澎湖縣馬公市光復里光復路66號
百貨公司,UNA00599,光復里,澎湖縣馬公市光復里同和路158號,1.0,12968.0,*無障礙避難,澎湖縣馬公市光復里同和路158號
大樓,UNA00066,光復里,澎湖縣馬公市光復里治平路3之1號,1.0,208.0,,澎湖縣馬公市光復里治平路3之1號
大樓,UNA00067,光復里,澎湖縣馬公市光復里治平路3號,1.0,208.0,,澎湖縣馬公市光復里治平路3號
大樓,UNA00065,光復里,澎湖縣馬公市光復里治平路5號,1.0,208.0,,澎湖縣馬公市光復里治平路5號
大樓,UNA00020,光復里,澎湖縣馬公市光復里新生路113巷11號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷11號
大樓,UNA00021,光復里,澎湖縣馬公市光復里新生路113巷13號,1.0,32.0,,澎湖縣馬公市光復里新生路113巷13號
大樓,UNA00042,光復里,澎湖縣馬公市光復里新生路113巷15號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷15號
大樓,UNA00043,光復里,澎湖縣馬公市光復里新生路113巷17號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷17號
大樓,UNA00046,光復里,澎湖縣馬公市光復里新生路113巷19號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷19號
大樓,UNA00026,光復里,澎湖縣馬公市光復里新生路113巷1號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷1號
大樓,UNA00044,光復里,澎湖縣馬公市光復里新生路113巷21號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷21號
大樓,UNA00038,光復里,澎湖縣馬公市光復里新生路113巷25號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷25號
大樓,UNA00036,光復里,澎湖縣馬公市光復里新生路113巷26號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷26號
大樓,UNA00039,光復里,澎湖縣馬公市光復里新生路113巷27號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷27號
大樓,UNA00035,光復里,澎湖縣馬公市光復里新生路113巷28號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷28號
大樓,UNA00040,光復里,澎湖縣馬公市光復里新生路113巷29號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷29號
大樓,UNA00034,光復里,澎湖縣馬公市光復里新生路113巷30號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷30號
大樓,UNA00041,光復里,澎湖縣馬公市光復里新生路113巷31號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷31號
大樓,UNA00033,光復里,澎湖縣馬公市光復里新生路113巷32號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷32號
大樓,UNA00027,光復里,澎湖縣馬公市光復里新生路113巷3號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷3號
大樓,UNA00017,光復里,澎湖縣馬公市光復里新生路113巷5號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷5號
大樓,UNA00018,光復里,澎湖縣馬公市光復里新生路113巷7號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷7號
大樓,UNA00019,光復里,澎湖縣馬公市光復里新生路113巷9號,1.0,33.0,,澎湖縣馬公市光復里新生路113巷9號
大樓,UNA00025,光復里,澎湖縣馬公市光復里新生路115之1號,1.0,30.0,,澎湖縣馬公市光復里新生路115之1號
大樓,UNA00031,光復里,澎湖縣馬公市光復里新生路16號,1.0,300.0,,澎湖縣馬公市光復里新生路16號
大樓,UNA00037,光復里,澎湖縣馬公市光復里新生路23號,1.0,33.0,,澎湖縣馬公市光復里新生路23號
大樓,UNA00002,光復里,澎湖縣馬公市光復里新生路46號,1.0,37.0,,澎湖縣馬公市光復里新生路46號
大樓,UNA00013,光復里,澎湖縣馬公市光復里新生路53之1號,1.0,37.0,,澎湖縣馬公市光復里新生路53之1號
大樓,UNA00014,光復里,澎湖縣馬公市光復里新生路53之2號,1.0,78.0,,澎湖縣馬公市光復里新生路53之2號
大樓,UNA00001,光復里,澎湖縣馬公市光復里新生路62號,1.0,40.0,,澎湖縣馬公市光復里新生路62號
大樓,UNA00050,光復里,澎湖縣馬公市光復里新生路64巷33號,1.0,93.0,,澎湖縣馬公市光復里新生路64巷33號
大樓,UNA00015,光復里,澎湖縣馬公市光復里新生路78號,1.0,33.0,,澎湖縣馬公市光復里新生路78號
大樓,UNA00008,光復里,澎湖縣馬公市光復里漁隆路35號,1.0,14.0,,澎湖縣馬公市光復里漁隆路35號
醫院,UNA00082,光復里,澎湖縣馬公市光復里樹德路14號,1.0,1180.0,,澎湖縣馬公市光復里樹德路14號
大樓,UNA00004,光復里,澎湖縣馬公市光復里興港北街2號,1.0,146.0,,澎湖縣馬公市光復里興港北街2號
大樓,UNA00009,光復里,澎湖縣馬公市光復里興港北街5號,1.0,53.0,,澎湖縣馬公市光復里興港北街5號
監理站,UNA00546,光華里,"23.558644069446053, 119.60494129884127",1.0,238.0,澎湖縣馬公市光華里121號,"23.558644069446053, 119.60494129884127"
老人之家,UNA00579,光華里,澎湖縣馬公市光華里123號,1.0,573.0,,澎湖縣馬公市光華里123號
公寓,UNA00579,光榮里,澎湖縣馬公市光榮里三多路343號,1.0,5614.0,*無障礙避難,澎湖縣馬公市光榮里三多路343號
公寓,UNA00578,光榮里,澎湖縣馬公市光榮里三多路351號,1.0,4227.0,*無障礙避難,澎湖縣馬公市光榮里三多路351號
大樓,UNA00004,光榮里,澎湖縣馬公市光榮里三多路390巷18號,1.0,355.0,,澎湖縣馬公市光榮里三多路390巷18號
旅宿業,UNA00594,光榮里,澎湖縣馬公市光榮里三多路390巷18號,1.0,355.0,*無障礙避難,澎湖縣馬公市光榮里三多路390巷18號
公寓,UNA00318,光榮里,澎湖縣馬公市光榮里三多路451號,1.0,3322.0,*無障礙避難,澎湖縣馬公市光榮里三多路451號
大樓,UNA00325,光榮里,澎湖縣馬公市光榮里文光路106巷4之1號,1.0,56.0,,澎湖縣馬公市光榮里文光路106巷4之1號
公寓,UNA00324,光榮里,澎湖縣馬公市光榮里文光路110號,1.0,578.0,,澎湖縣馬公市光榮里文光路110號
大樓,UNA00307,光榮里,澎湖縣馬公市光榮里文光路142巷4號,1.0,30.0,,澎湖縣馬公市光榮里文光路142巷4號
大樓,UNA00309,光榮里,澎湖縣馬公市光榮里文光路162巷6號,1.0,20.0,,澎湖縣馬公市光榮里文光路162巷6號
公寓,UNA00308,光榮里,澎湖縣馬公市光榮里文光路168巷49之2號,1.0,330.0,,澎湖縣馬公市光榮里文光路168巷49之2號
旅宿業,UNA00596,光榮里,澎湖縣馬公市光榮里文光路216號,1.0,939.0,*無障礙避難,澎湖縣馬公市光榮里文光路216號
大樓,UNA00314,光榮里,澎湖縣馬公市光榮里文光路49之1號,1.0,13.0,,澎湖縣馬公市光榮里文光路49之1號
大樓,UNA00311,光榮里,澎湖縣馬公市光榮里文光路63巷2號,1.0,26.0,,澎湖縣馬公市光榮里文光路63巷2號
公寓,UNA00317,光榮里,澎湖縣馬公市光榮里文光路71號,1.0,394.0,*無障礙避難,澎湖縣馬公市光榮里文光路71號
公寓,UNA00570,光榮里,澎湖縣馬公市光榮里文光路85號,1.0,3027.0,*無障礙避難,澎湖縣馬公市光榮里文光路85號
大樓,UNA00320,光榮里,澎湖縣馬公市光榮里光復路185之3號,1.0,22.0,,澎湖縣馬公市光榮里光復路185之3號
大樓,UNA00322,光榮里,澎湖縣馬公市光榮里光復路223號,1.0,50.0,,澎湖縣馬公市光榮里光復路223號
大樓,UNA00321,光榮里,澎湖縣馬公市光榮里光復路229號,1.0,20.0,,澎湖縣馬公市光榮里光復路229號
大樓,UNA00323,光榮里,澎湖縣馬公市光榮里光復路283號,1.0,40.0,,澎湖縣馬公市光榮里光復路283號
公寓,UNA00327,光榮里,澎湖縣馬公市光榮里光復路293號,1.0,258.0,,澎湖縣馬公市光榮里光復路293號
大樓,UNA00312,光榮里,澎湖縣馬公市光榮里成功街17號,1.0,37.0,,澎湖縣馬公市光榮里成功街17號
大樓,UNA00326,光榮里,澎湖縣馬公市光榮里陽明路縣府新村25號,1.0,105.0,,澎湖縣馬公市光榮里陽明路縣府新村25號
醫院,UNA00551,安宅里,澎湖縣馬公市安宅里宅腳嶼91號,1.0,874.0,,澎湖縣馬公市安宅里宅腳嶼91號
法院,UNA00089,西文里,澎湖縣馬公市西文里101之11號,1.0,1286.0,,澎湖縣馬公市西文里101之11號
大樓,UNA00088,西文里,"23.568755822193154, 119.58902832127436",1.0,772.0,澎湖縣馬公市西文里102之11號,"23.568755822193154, 119.58902832127436"
公寓,UNA00087,西文里,"23.568755822193154, 119.58904977894443",1.0,634.0,澎湖縣馬公市西文里102之8號,"23.568755822193154, 119.58904977894443"
公寓,UNA00087,西文里,"23.568755822193154, 119.58902832127431",1.0,45.0,澎湖縣馬公市西文里102之9號,"23.568755822193154, 119.58902832127431"
大樓,UNA00106,西文里,"23.568755822193154, 119.58904977894439",1.0,41.0,澎湖縣馬公市西文里113之60號,"23.568755822193154, 119.58904977894439"
公寓,UNA00107,西文里,"23.568795157571728, 119.58904977894439",1.0,46.0,澎湖縣馬公市西文里12之5號,"23.568795157571728, 119.58904977894439"
二信漁港分社,UNA00571,西文里,澎湖縣馬公市西文里240號,1.0,628.0,,澎湖縣馬公市西文里240號
法院,UNA00580,西文里,澎湖縣馬公市西文里310號,1.0,6933.0,,澎湖縣馬公市西文里310號
公寓,UNA00108,西文里,"23.565937018018275, 119.58616599894873",1.0,522.0,澎湖縣馬公市西文里63之29號,"23.565937018018275, 119.58616599894873"
公寓,UNA00109,西文里,澎湖縣馬公市西文里63之40號,1.0,476.0,,澎湖縣馬公市西文里63之40號
學校,UNA00103,西文里,澎湖縣馬公市西文里中華路326號,1.0,693.0,,澎湖縣馬公市西文里中華路326號
旅宿業,UNA00593,西文里,澎湖縣馬公市西文里文德路19號,1.0,341.0,*無障礙避難,澎湖縣馬公市西文里文德路19號
大樓,UNA00104,西文里,"23.56965049698968, 119.56911553953017",1.0,174.0,澎湖縣馬公市西文里惠民新村20號,"23.56965049698968, 119.56911553953017"
大樓,UNA00304,西衛里,澎湖縣馬公市西衛里三多路286號,1.0,50.0,,澎湖縣馬公市西衛里三多路286號
學校,UNA00568,西衛里,澎湖縣馬公市西衛里六合路299號,1.0,1990.0,,澎湖縣馬公市西衛里六合路299號
學校,UNA00576,西衛里,澎湖縣馬公市西衛里六合路300號,1.0,1991.0,,澎湖縣馬公市西衛里六合路300號
學校,UNA00306,西衛里,澎湖縣馬公市西衛里六合路300號,1.0,3521.0,*無障礙避難,澎湖縣馬公市西衛里六合路300號
大樓,UNA00303,西衛里,澎湖縣馬公市西衛里光復路327巷14號,1.0,28.0,,澎湖縣馬公市西衛里光復路327巷14號
大樓,UNA00301,西衛里,澎湖縣馬公市西衛里敬業街2號,1.0,40.0,,澎湖縣馬公市西衛里敬業街2號
大樓,UNA00302,西衛里,澎湖縣馬公市西衛里敬業街4號,1.0,40.0,,澎湖縣馬公市西衛里敬業街4號
