類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)"
工廠,XG0766,山明里,高雄市小港區山明里1鄰長泰街15號,"22.545945,120.376412",1.0,123.0,小港分局,,
工廠,XG2043,龍鳳里,高雄市小港區龍鳳里1鄰興業街19號,"22.526546,120.362885",1.0,123.0,小港分局,,
一般建築,XG1513,正苓里,高雄市小港區正苓里崇文路29號,"22.567489,120.352538",1.0,125.0,小港分局,,
一般建築,XG2364,泰山里,高雄市小港區泰山里飛機路156號,"22.573309,120.362769",1.0,126.0,小港分局,,
工廠,XG0763,山明里,高雄市小港區山明里1鄰永春街14號,"22.545961,120.378452",1.0,128.0,小港分局,,
工廠,XG0872,山明里,高雄市小港區山明里1鄰長泰街13號,"22.546081,120.376634",1.0,128.0,小港分局,,
工廠,XG2556,小港里,高雄市小港區小港里1鄰小港路57號,"22.565487,120.343957",1.0,129.0,小港分局,,
一般建築,XG0897,正苓里,高雄市小港區正苓里崇文路23號,"22.567326,120.352582",1.0,129.0,小港分局,,
一般建築,XG2037,港明里,高雄市小港區港明里崇明街96號,"22.57071,120.332059",1.0,129.0,小港分局,,
一般建築,XG1171,順苓里,高雄市小港區順苓里平治街46號,"22.567451,120.356568",1.0,129.0,小港分局,,
一般建築,XG1874,順苓里,高雄市小港區順苓里平治街16號,"22.567475,120.357804",1.0,130.0,小港分局,,
一般建築,XG1155,順苓里,高雄市小港區順苓里康莊路31號,"22.568529,120.357643",1.0,130.0,小港分局,,
一般建築,XG1137,三苓里,高雄市小港區三苓里義興街160號,"22.567036,120.349996",1.0,131.0,小港分局,,
工廠,XG2752,山明里,高雄市小港區山明里1鄰世全路5號,"22.546170164105902, 120.36917023594191",1.0,131.0,小港分局,,
工廠,XG0745,山明里,高雄市小港區山明里1鄰長泰街42之1號,"22.545117,120.374923",1.0,131.0,小港分局,,
一般建築,XG2001,正苓里,高雄市小港區正苓里漢民路275號,"22.567007,120.353423",1.0,131.0,小港分局,,
工廠,XG1317,龍鳳里,高雄市小港區龍鳳里3鄰中智街3號,"22.529382,120.365757",1.0,131.0,小港分局,,
一般建築,XG1223,正苓里,高雄市小港區正苓里康莊路142號,"22.568166,120.353404",1.0,132.0,小港分局,,
一般建築,XG1921,順苓里,高雄市小港區順苓里樂利路24號,"22.567705,120.357196",1.0,132.0,小港分局,,
一般建築,XG0867,宏亮里,高雄市小港區宏亮里山明路429號,"22.56716,120.362728",1.0,135.0,小港分局,,
一般建築,XG1204,順苓里,高雄市小港區順苓里永順街42號,"22.569184,120.357333",1.0,135.0,小港分局,,
一般建築,XG1034,順苓里,高雄市小港區順苓里康莊路43號,"22.568555,120.35688",1.0,135.0,小港分局,,
一般建築,XG1345,正苓里,高雄市小港區正苓里永順街165號,"22.568961,120.352625",1.0,136.0,小港分局,,
一般建築,XG0989,正苓里,高雄市小港區正苓里崇文路61巷1號,"22.567952,120.351865",1.0,136.0,小港分局,,
一般建築,XG2106,店鎮里,高雄市小港區店鎮里南北路10號,"22.56058,120.354911",1.0,136.0,小港分局,,
一般建築,XG1021,順苓里,高雄市小港區順苓里永順街63號,"22.569013,120.356292",1.0,136.0,小港分局,,
一般建築,XG1033,正苓里,高雄市小港區正苓里崇文路43號,"22.567544,120.352481",1.0,137.0,小港分局,,
一般建築,XG1206,正苓里,高雄市小港區正苓里崇文路6號,"22.567139,120.353269",1.0,137.0,小港分局,,
一般建築,XG0922,宏亮里,高雄市小港區宏亮里新豐街138號,"22.568981,120.359886",1.0,137.0,小港分局,,
工廠,XG2039,龍鳳里,高雄市小港區龍鳳里1鄰興業街37號,"22.527906,120.363885",1.0,137.0,小港分局,,
一般建築,XG1381,港墘里,高雄市小港區港墘里港後路91號,"22.567876,120.334439",1.0,138.0,小港分局,,
一般建築,XG1220,順苓里,高雄市小港區順苓里宏平路477巷5號,"22.569434,120.355536",1.0,138.0,小港分局,,
工廠,XG2411,龍鳳里,高雄市小港區龍鳳里1鄰興業街34號,"22.525801,120.362987",1.0,138.0,小港分局,,
一般建築,XG2069,店鎮里,高雄市小港區店鎮里江山街47巷2號,"22.562301,120.358183",1.0,139.0,小港分局,,
一般建築,XG0960,宏亮里,高雄市小港區宏亮里漢民路711號,"22.567924,120.362013",1.0,140.0,小港分局,,
一般建築,XG1139,順苓里,高雄市小港區順苓里康莊路54巷3號,"22.568245,120.356481",1.0,140.0,小港分局,,
一般建築,XG2057,六苓里,高雄市小港區六苓里大鵬路82號,"22.567658,120.358577",1.0,141.0,小港分局,,
一般建築,XG0843,正苓里,高雄市小港區正苓里崇文路46之2號,"22.567886,120.35269",1.0,141.0,小港分局,,
工廠,XG1562,鳳森里,高雄市小港區鳳森里1鄰中智街9號,"22.530722,120.364585",1.0,141.0,小港分局,,
一般建築,XG2487,山明里,高雄市小港區山明里27鄰秀峰街1巷12弄41號,"22.56642619,120.368453825017",1.0,142.0,小港分局,,
一般建築,XG2571,港明里,高雄市小港區港明里平和路268之1號,"22.569251,120.330596",1.0,142.0,小港分局,,
一般建築,XG1857,順苓里,高雄市小港區順苓里平治街39號,"22.567633,120.356761",1.0,142.0,小港分局,,
一般建築,XG1813,順苓里,高雄市小港區順苓里康莊路107號,"22.568514,120.355147",1.0,142.0,小港分局,,
工廠,XG2577,龍鳳里,高雄市小港區龍鳳里1鄰興業街5號,"22.524846,120.362189",1.0,142.0,小港分局,,
一般建築,XG2346,宏亮里,高雄市小港區宏亮里山明路371號,"22.565892,120.363367",1.0,146.0,小港分局,,
一般建築,XG2047,大苓里,高雄市小港區大苓里民益路77巷7弄3號,"22.567705,120.347731",1.0,148.0,小港分局,,
工廠,XG2207,小港里,高雄市小港區小港里1鄰大業北路9號,"22.56245,120.348297",1.0,149.0,小港分局,,
一般建築,XG1625,正苓里,高雄市小港區正苓里行義街61號,"22.569379,120.353089",1.0,149.0,小港分局,,
一般建築,XG1157,港正里,高雄市小港區港正里平和路7號,"22.563298,120.334607",1.0,149.0,小港分局,,
一般建築,XG0931,正苓里,高雄市小港區正苓里沿海一路219號,"22.566633,120.352541",1.0,150.0,小港分局,,
工廠,XG1955,鳳鳴里,高雄市小港區鳳鳴里1鄰大業南路21號,"22.526147,120.364498",1.0,150.0,小港分局,,
工廠,XG1755,小港里,高雄市小港區小港里1鄰大地街5號,"22.562605,120.346327",1.0,151.0,小港分局,,
一般建築,XG1531,順苓里,高雄市小港區順苓里樂利路1號,"22.567046,120.356939",1.0,151.0,小港分局,,
一般建築,XG1550,二苓里,高雄市小港區二苓里漢民路188巷2弄45號,"22.564997,120.352604",1.0,152.0,小港分局,,
一般建築,XG1328,順苓里,高雄市小港區順苓里康莊路2之2號,"22.56828,120.358165",1.0,152.0,小港分局,,
工廠,XG1816,山明里,高雄市小港區山明里1鄰沿海三路20之2號,"22.533728,120.373107",1.0,153.0,小港分局,,
工廠,XG2739,龍鳳里,高雄市小港區龍鳳里1鄰興業街2號,"22.524,120.36227",1.0,153.0,小港分局,,
一般建築,XG1256,正苓里,高雄市小港區正苓里永順街147號,"22.568956,120.353427",1.0,154.0,小港分局,,
一般建築,XG0912,正苓里,高雄市小港區正苓里永順街206號,"22.569074,120.351158",1.0,154.0,小港分局,,
一般建築,XG0994,正苓里,高雄市小港區正苓里康莊路163號,"22.56857,120.352735",1.0,154.0,小港分局,,
一般建築,XG2783,宏亮里,高雄市小港區宏亮里山明路529號,"22.568854,120.361937",1.0,155.0,小港分局,,
一般建築,XG1203,順苓里,高雄市小港區順苓里宏平路483號,"22.569638,120.355367",1.0,155.0,小港分局,,
工廠,XG2003,龍鳳里,高雄市小港區龍鳳里1鄰中亨街48號,"22.529555230052964, 120.36360383193389",1.0,155.0,小港分局,,
政府機關,XG1773,小港里,高雄市小港區小港里6鄰小港一街20號,"22.563444,120.337102",1.0,156.0,小港分局,,
一般建築,XG2370,正苓里,高雄市小港區正苓里永順街189號,"22.568957,120.35167",1.0,156.0,小港分局,,
工廠,XG2836,龍鳳里,高雄市小港區龍鳳里1鄰興業街46號,"22.527215809975274, 120.36392388734218",1.0,157.0,小港分局,,
工廠,XG2215,小港里,高雄市小港區小港里1鄰大業北路27號,"22.564827,120.346213",1.0,158.0,小港分局,,
一般建築,XG2573,港明里,高雄市小港區港明里孝先街100巷15號,"22.56996,120.33175",1.0,158.0,小港分局,,1110919該住戶反應避難容納人數太多，中心已解釋該人數為公式推算而來若有問題可洽詢工務局
一般建築,XG1346,正苓里,高雄市小港區正苓里永順街185號,"22.568949,120.352243",1.0,159.0,小港分局,,
一般建築,XG2763,店鎮里,高雄市小港區店鎮里沿海一路437號,"22.562031,120.356632",1.0,159.0,小港分局,,
工廠,XG2268,龍鳳里,高雄市小港區龍鳳里1鄰大業南路17之1號,"22.525552,120.363855",1.0,159.0,小港分局,,
工廠,XG2404,龍鳳里,高雄市小港區龍鳳里1鄰中亨街36號,"22.527263,120.362323",1.0,160.0,小港分局,,
工廠,XG2163,龍鳳里,高雄市小港區龍鳳里1鄰興業街54號,"22.528233,120.364273",1.0,160.0,小港分局,,
一般建築,XG0966,正苓里,高雄市小港區正苓里永順街193號,"22.568904,120.351522",1.0,161.0,小港分局,,
一般建築,XG1774,正苓里,高雄市小港區正苓里漢民路287之1號,"22.567024,120.353817",1.0,163.0,小港分局,,
一般建築,XG1947,順苓里,高雄市小港區順苓里龍華街57號,"22.568759,120.355957",1.0,163.0,小港分局,,
一般建築,XG1326,二苓里,高雄市小港區二苓里漢民路188巷2弄8號,"22.564426,120.352211",1.0,165.0,小港分局,,
一般建築,XG1400,正苓里,高雄市小港區正苓里平治街134號,"22.567446,120.353603",1.0,165.0,小港分局,,
一般建築,XG2572,港明里,高雄市小港區港明里平和路264號,"22.569161,120.330671",1.0,165.0,小港分局,,
一般建築,XG1703,正苓里,高雄市小港區正苓里平治街115號,"22.567668,120.354197",1.0,167.0,小港分局,,
一般建築,XG1687,正苓里,高雄市小港區正苓里永順街197號,"22.568857,120.35135",1.0,167.0,小港分局,,
一般建築,XG1015,高松里,高雄市小港區高松里15鄰松南街20號,"22.573602,120.373262",1.0,167.0,小港分局,,
一般建築,XG1768,正苓里,高雄市小港區正苓里崇文路40號,"22.567748,120.352625",1.0,169.0,小港分局,,
一般建築,XG2558,三苓里,高雄市小港區三苓里民益路27號,"22.566448,120.347755",1.0,170.0,小港分局,,
一般建築,XG1024,正苓里,高雄市小港區正苓里平治街133號,"22.567675,120.353656",1.0,170.0,小港分局,,
一般建築,XG1014,順苓里,高雄市小港區順苓里平治街53號,"22.56764,120.356423",1.0,170.0,小港分局,,
一般建築,XG1106,順苓里,高雄市小港區順苓里康莊路21號,"22.568531,120.357812",1.0,170.0,小港分局,,
一般建築,XG1146,青島里,高雄市小港區青島里宏平路518號,"22.570101,120.355227",1.0,171.0,小港分局,,
工廠,XG2270,鳳宮里,高雄市小港區鳳宮里中林路20號,"22.537654,120.366913",1.0,171.0,小港分局,,
工廠,XG0954,鳳鳴里,高雄市小港區鳳鳴里1鄰大業南路34號,"22.528793,120.366408",1.0,171.0,小港分局,,
工廠,XG2318,龍鳳里,高雄市小港區龍鳳里1鄰中亨街34號,"22.526951,120.362082",1.0,172.0,小港分局,,
工廠,XG1812,龍鳳里,高雄市小港區龍鳳里1鄰中亨街48號,"22.529226,120.363704",1.0,173.0,小港分局,,
一般建築,XG1353,正苓里,高雄市小港區正苓里崇文路7號,"22.567084,120.352819",1.0,174.0,小港分局,,
一般建築,XG1627,港口里,高雄市小港區港口里21鄰平和路47巷7號,"22.56399,120.333731",1.0,174.0,小港分局,,
一般建築,XG1269,正苓里,高雄市小港區正苓里永順街113號,"22.56895,120.35429",1.0,176.0,小港分局,,
一般建築,XG1138,順苓里,高雄市小港區順苓里康莊路72號,"22.568272,120.356181",1.0,176.0,小港分局,,
工廠,XG0866,小港里,高雄市小港區小港里1鄰台機路26號,"22.557133,120.341994",1.0,177.0,小港分局,,
工廠,XG1267,山明里,高雄市小港區山明里1鄰世全路1號,"22.550376,120.374787",1.0,177.0,小港分局,,
一般建築,XG1988,正苓里,高雄市小港區正苓里平治街150號,"22.567429,120.353357",1.0,177.0,小港分局,,
一般建築,XG0953,順苓里,高雄市小港區順苓里平治街54號,"22.567442,120.356402",1.0,177.0,小港分局,,
一般建築,XG1809,順苓里,高雄市小港區順苓里永順街95號,"22.568995,120.355065",1.0,177.0,小港分局,,
一般建築,XG0734,港明里,高雄市小港區港明里孝先街25號,"22.567869,120.332544",1.0,179.0,小港分局,,
一般建築,XG0736,港明里,高雄市小港區港明里港壽街23號,"22.568151,120.333113",1.0,179.0,小港分局,,
工廠,XG2700,鳳森里,高雄市小港區鳳森里1鄰中利街22號,"22.528511755611945, 120.35776898019738",1.0,179.0,小港分局,,
一般建築,XG2706,店鎮里,高雄市小港區店鎮里立群路57號,"22.563479,120.352486",1.0,180.0,小港分局,,
一般建築,XG2002,正苓里,高雄市小港區正苓里平治街164號,"22.567461,120.353032",1.0,183.0,小港分局,,
一般建築,XG1923,順苓里,高雄市小港區順苓里平治街19號,"22.567619,120.357719",1.0,183.0,小港分局,,
工廠,XG2010,龍鳳里,高雄市小港區龍鳳里1鄰中亨街26號,"22.525621,120.361341",1.0,183.0,小港分局,,
一般建築,XG0864,宏亮里,高雄市小港區宏亮里漢民路720號,"22.56762,120.362405",1.0,184.0,小港分局,,
一般建築,XG1354,順苓里,高雄市小港區順苓里康莊路70號,"22.568263,120.356221",1.0,184.0,小港分局,,
一般建築,XG1173,山東里,高雄市小港區山東里民義街53號,"22.570036,120.350098",1.0,186.0,小港分局,,
工廠,XG0710,小港里,高雄市小港區小港里1鄰台機路12號,"22.560375,120.346228",1.0,187.0,小港分局,,
工廠,XG2159,龍鳳里,高雄市小港區龍鳳里1鄰興業街44號,"22.527069,120.363726",1.0,187.0,小港分局,,
工廠,XG1460,店鎮里,高雄市小港區店鎮里鄰光陽街6號,"22.559032,120.365365",1.0,188.0,小港分局,,
工廠,XG1553,山明里,高雄市小港區山明里1鄰利昌街2號,"22.556685,120.368951",1.0,192.0,小港分局,,
一般建築,XG1132,順苓里,高雄市小港區順苓里康莊路50號,"22.568292,120.356705",1.0,192.0,小港分局,,
一般建築,XG1025,順苓里,高雄市小港區順苓里康莊路6號,"22.56828,120.358124",1.0,192.0,小港分局,,
一般建築,XG1372,順苓里,高雄市小港區順苓里康莊路64號,"22.56829,120.356314",1.0,194.0,小港分局,,
一般建築,XG2820,二苓里,高雄市小港區二苓里漢民路232號,"22.565736,120.352067",1.0,195.0,小港分局,,
一般建築,XG1523,三苓里,高雄市小港區三苓里永義街75號,"22.566772,120.349284",1.0,195.0,小港分局,,
一般建築,XG2543,桂林里,高雄市小港區桂林里1鄰孔鳳路561號,"22.583932,120.35862",1.0,196.0,小港分局,,
一般建築,XG2544,桂林里,高雄市小港區桂林里1鄰孔鳳路563號,"22.583969,120.358619",1.0,196.0,小港分局,,
一般建築,XG2547,桂林里,高雄市小港區桂林里1鄰孔鳳路569號,"22.584077,120.358624",1.0,196.0,小港分局,,
一般建築,XG2550,桂林里,高雄市小港區桂林里1鄰孔鳳路575號,"22.584185,120.35863",1.0,196.0,小港分局,,
一般建築,XG1043,正苓里,高雄市小港區正苓里平治街110號,"22.567443,120.354308",1.0,197.0,小港分局,,
一般建築,XG0767,港明里,高雄市小港區港明里鄰平和路204號,"22.56830672053426, 120.3313436909881",1.0,198.0,小港分局,,
一般建築,XG1329,二苓里,高雄市小港區二苓里漢民路236巷27號,"22.565422,120.352571",1.0,199.0,小港分局,,
一般建築,XG2643,宏亮里,高雄市小港區宏亮里山明路524號,"22.568919,120.362502",1.0,199.0,小港分局,,
一般建築,XG2642,宏亮里,高雄市小港區宏亮里山明路540號,"22.569191,120.362376",1.0,199.0,小港分局,,
一般建築,XG1047,青島里,高雄市小港區青島里宏泰街80巷3號,"22.570492,120.356123",1.0,200.0,小港分局,,
工廠,XG1514,鳳森里,高雄市小港區鳳森里6鄰大林路3號,"22.532463,120.335967",1.0,200.0,小港分局,,
一般建築,XG1102,正苓里,高雄市小港區正苓里康莊路144號,"22.568279,120.353331",1.0,201.0,小港分局,,
一般建築,XG1612,港正里,高雄市小港區港正里平和十路2號,"22.563946,120.334075",1.0,201.0,小港分局,,
一般建築,XG2518,正苓里,高雄市小港區正苓里康莊路187號,"22.568515,120.351774",1.0,203.0,小港分局,,
一般建築,XG0884,正苓里,高雄市小港區正苓里平治街152號,"22.567426,120.353292",1.0,204.0,小港分局,,
一般建築,XG1103,正苓里,高雄市小港區正苓里行義街16號,"22.567944,120.35332",1.0,204.0,小港分局,,
工廠,XG1397,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.55526196132784, 120.35628546148745",1.0,204.0,小港分局,,
一般建築,XG1019,港明里,高雄市小港區港明里平和路248巷54號,"22.569718,120.332213",1.0,205.0,小港分局,,
工廠,XG1985,港口里,高雄市小港區港口里24鄰東亞路2號,"22.565549,120.326915",1.0,206.0,小港分局,,
交通設施,XG2575,山東里,高雄市小港區山東里鄰中山四路2號,"22.569794,120.346789",1.0,207.0,小港分局,,
