類別,電腦編號,村里別,地址,地下樓層數,可容納人數,placemark_address
公寓,八堵003,八堵里,基隆市暖暖區水源路2巷96號,1.0,172,"公寓 八堵003 八堵里 基隆市暖暖區水源路2巷96號 172 第三分局"
大樓,八堵005,八堵里,基隆市暖暖區水源路13之1號,1.0,296,"大樓 八堵005 八堵里 基隆市暖暖區水源路13之1號 296 第三分局"
公寓,八堵006,八堵里,基隆市暖暖區源遠路20號,1.0,613,"公寓 八堵006 八堵里 基隆市暖暖區源遠路20號 613 第三分局"
公寓,過港001,過港里,基隆市暖暖區暖中路112號,1.0,255,"公寓 過港001 過港里 基隆市暖暖區暖中路112號 255 第三分局"
公寓,過港002,過港里,基隆市暖暖區暖中路35之5號,1.0,159,"公寓 過港002 過港里 基隆市暖暖區暖中路35之5號 159 第三分局"
大樓,過港003,過港里,基隆市暖暖區過港路337號,1.0,348,"大樓 過港003 過港里 基隆市暖暖區過港路337號 348 第三分局"
大樓,過港004,過港里,基隆市暖暖區暖中路9號,1.0,356,"大樓 過港004 過港里 基隆市暖暖區暖中路9號 356 第三分局"
大樓,過港005,過港里,基隆市暖暖區過港路5號,1.0,493,"大樓 過港005 過港里 基隆市暖暖區過港路5號 493 第三分局"
大樓,過港006,過港里,基隆市暖暖區寧靜街60巷6號,1.0,517,"大樓 過港006 過港里 基隆市暖暖區寧靜街60巷6號 517 第三分局"
公寓,過港007,過港里,基隆市暖暖區寧靜街3號,1.0,303,"公寓 過港007 過港里 基隆市暖暖區寧靜街3號 303 第三分局"
大樓,過港008,過港里,基隆市暖暖區過港路10巷142號,1.0,5814,"大樓 過港008 過港里 基隆市暖暖區過港路10巷142號 5814 第三分局"
大樓,過港009,過港里,基隆市暖暖區過港路10巷182號,1.0,5228,"大樓 過港009 過港里 基隆市暖暖區過港路10巷182號 5228 第三分局"
大樓,過港010,過港里,基隆市暖暖區過港路10巷230號,1.0,2430,"大樓 過港010 過港里 基隆市暖暖區過港路10巷230號 2430 第三分局"
大樓,過港011,過港里,基隆市暖暖區過港路216號,1.0,229,"大樓 過港011 過港里 基隆市暖暖區過港路216號 229 第三分局"
公寓,過港012,過港里,基隆市暖暖區過港路182號,1.0,85,"公寓 過港012 過港里 基隆市暖暖區過港路182號 85 第三分局"
公寓,過港013,過港里,基隆市暖暖區寧靜街3號,1.0,140,"公寓 過港013 過港里 基隆市暖暖區寧靜街3號 140 第三分局"
大樓,過港014,過港里,基隆市暖暖區興隆街14之15號,1.0,637,"大樓 過港014 過港里 基隆市暖暖區興隆街14之15號 637 第三分局"
大樓,過港015,過港里,基隆市暖暖區過港路20號,1.0,260,"大樓 過港015 過港里 基隆市暖暖區過港路20號 260 第三分局"
公寓,暖同001,暖同里,基隆市暖暖區暖暖街246巷101號,1.0,311,"公寓 暖同001 暖同里 基隆市暖暖區暖暖街246巷101號 311 第三分局"
公寓,暖同002,暖同里,基隆市暖暖區暖暖街182號,1.0,129,"公寓 暖同002 暖同里 基隆市暖暖區暖暖街182號 129 第三分局"
公寓,暖同003,暖同里,基隆市暖暖區暖暖街108之6號,1.0,320,"公寓 暖同003 暖同里 基隆市暖暖區暖暖街108之6號 320 第三分局"
大樓,暖同004,暖同里,基隆市暖暖區暖暖街246巷161號,1.0,772,"大樓 暖同004 暖同里 基隆市暖暖區暖暖街246巷161號 772 第三分局"
大樓,暖同005,暖同里,基隆市暖暖區東勢街1之21號,1.0,2130,"大樓 暖同005 暖同里 基隆市暖暖區東勢街1之21號 2130 第三分局"
大樓,暖同006,暖同里,基隆市暖暖區暖暖街248號,1.0,1728,"大樓 暖同006 暖同里 基隆市暖暖區暖暖街248號 1728 第三分局"
大樓,暖同007,暖同里,基隆市暖暖區暖暖街246巷2號,1.0,2180,"大樓 暖同007 暖同里 基隆市暖暖區暖暖街246巷2號 2180 第三分局"
大樓,暖同008,暖同里,基隆市暖暖區東勢街1之16號,1.0,709,"大樓 暖同008 暖同里 基隆市暖暖區東勢街1之16號 709 第三分局"
公寓,暖同009,暖同里,基隆市暖暖區暖暖街246巷156號,1.0,1229,"公寓 暖同009 暖同里 基隆市暖暖區暖暖街246巷156號 1229 第三分局"
大樓,暖同010,暖同里,基隆市暖暖區暖暖街16巷30之1號,1.0,211,"大樓 暖同010 暖同里 基隆市暖暖區暖暖街16巷30之1號 211 第三分局"
公寓,暖西001,暖西里,基隆市暖暖區暖暖街489號,1.0,344,"公寓 暖西001 暖西里 基隆市暖暖區暖暖街489號 344 第三分局"
大樓,暖西002,暖西里,基隆市暖暖區暖暖街530巷116號,1.0,223,"大樓 暖西002 暖西里 基隆市暖暖區暖暖街530巷116號 223 第三分局"
大樓,暖西003,暖西里,基隆市暖暖區暖暖街604號,1.0,3430,"大樓 暖西003 暖西里 基隆市暖暖區暖暖街604號 3430 第三分局"
大樓,暖西004,暖西里,基隆市暖暖區東勢街26巷101號,1.0,737,"大樓 暖西004 暖西里 基隆市暖暖區東勢街26巷101號 737 第三分局"
大樓,暖西005,暖西里,基隆市暖暖區暖暖街530巷110號,1.0,828,"大樓 暖西005 暖西里 基隆市暖暖區暖暖街530巷110號 828 第三分局"
大樓,暖西006,暖西里,基隆市暖暖區暖暖街355號,1.0,493,"大樓 暖西006 暖西里 基隆市暖暖區暖暖街355號 493 第三分局"
大樓,暖西007,暖西里,基隆市暖暖區暖暖街530巷95號,1.0,2015,"大樓 暖西007 暖西里 基隆市暖暖區暖暖街530巷95號 2015 第三分局"
大樓,暖西008,暖西里,基隆市暖暖區暖暖街335巷18號,1.0,666,"大樓 暖西008 暖西里 基隆市暖暖區暖暖街335巷18號 666 第三分局"
大樓,暖西009,暖西里,基隆市暖暖區暖暖街530巷104號,1.0,359,"大樓 暖西009 暖西里 基隆市暖暖區暖暖街530巷104號 359 第三分局"
大樓,暖西010,暖西里,基隆市暖暖區暖暖街550號,1.0,525,"大樓 暖西010 暖西里 基隆市暖暖區暖暖街550號 525 第三分局"
大樓,暖西011,暖西里,基隆市暖暖區暖暖街530巷43號,1.0,623,"大樓 暖西011 暖西里 基隆市暖暖區暖暖街530巷43號 623 第三分局"
大樓,暖西012,暖西里,基隆市暖暖區東勢街26巷117號,1.0,783,"大樓 暖西012 暖西里 基隆市暖暖區東勢街26巷117號 783 第三分局"
大樓,暖西013,暖西里,基隆市暖暖區暖暖街570巷7號,1.0,824,"大樓 暖西013 暖西里 基隆市暖暖區暖暖街570巷7號 824 第三分局"
大樓,暖西014,暖西里,基隆市暖暖區暖暖街610巷29號,1.0,482,"大樓 暖西014 暖西里 基隆市暖暖區暖暖街610巷29號 482 第三分局"
大樓,暖西015,暖西里,基隆市暖暖區東勢街26巷125號,1.0,475,"大樓 暖西015 暖西里 基隆市暖暖區東勢街26巷125號 475 第三分局"
大樓,暖西016,暖西里,基隆市暖暖區暖暖街570巷81號,1.0,531,"大樓 暖西016 暖西里 基隆市暖暖區暖暖街570巷81號 531 第三分局"
公寓,暖西017,暖西里,基隆市暖暖區暖暖街350號,1.0,253,"公寓 暖西017 暖西里 基隆市暖暖區暖暖街350號 253 第三分局"
公寓,暖西018,暖西里,基隆市暖暖區暖暖街350號,1.0,1696,"公寓 暖西018 暖西里 基隆市暖暖區暖暖街350號 1696 第三分局"
大樓,暖西019,暖西里,基隆市暖暖區暖暖街459號,1.0,501,"大樓 暖西019 暖西里 基隆市暖暖區暖暖街459號 501 第三分局"
大樓,暖西020,暖西里,基隆市暖暖區東勢街6之50號,1.0,666,"大樓 暖西020 暖西里 基隆市暖暖區東勢街6之50號 666 第三分局"
大樓,暖西021,暖西里,基隆市暖暖區暖暖街570巷88號,1.0,2254,"大樓 暖西021 暖西里 基隆市暖暖區暖暖街570巷88號 2254 第三分局"
大樓,暖西022,暖西里,基隆市暖暖區暖暖街570巷65號,1.0,2592,"大樓 暖西022 暖西里 基隆市暖暖區暖暖街570巷65號 2592 第三分局"
公寓,暖西023,暖西里,基隆市暖暖區暖暖街350號,1.0,1331,"公寓 暖西023 暖西里 基隆市暖暖區暖暖街350號 1331 第三分局"
大樓,暖西024,暖西里,基隆市暖暖區暖暖街327號,1.0,2001,"大樓 暖西024 暖西里 基隆市暖暖區暖暖街327號 2001 第三分局"
大樓,暖西025,暖西里,基隆市暖暖區暖暖街572號,1.0,524,"大樓 暖西025 暖西里 基隆市暖暖區暖暖街572號 524 第三分局"
大樓,暖西026,暖西里,基隆市暖暖區暖暖街337號,1.0,826,"大樓 暖西026 暖西里 基隆市暖暖區暖暖街337號 826 第三分局"
大樓,暖西027,暖西里,基隆市暖暖區暖暖街530巷57號,1.0,426,"大樓 暖西027 暖西里 基隆市暖暖區暖暖街530巷57號 426 第三分局"
大樓,暖西028,暖西里,基隆市暖暖區暖暖街530巷86號,1.0,1083,"大樓 暖西028 暖西里 基隆市暖暖區暖暖街530巷86號 1083 第三分局"
大樓,暖西029,暖西里,基隆市暖暖區暖暖街379巷98號,1.0,693,"大樓 暖西029 暖西里 基隆市暖暖區暖暖街379巷98號 693 第三分局"
大樓,暖西030,暖西里,基隆市暖暖區暖暖街530巷23號,1.0,984,"大樓 暖西030 暖西里 基隆市暖暖區暖暖街530巷23號 984 第三分局"
公寓,暖西031,暖西里,基隆市暖暖區水源路38之1號,1.0,2272,"公寓 暖西031 暖西里 基隆市暖暖區水源路38之1號 2272 第三分局"
大樓,暖西032,暖西里,基隆市暖暖區東勢街6之80號,1.0,1293,"大樓 暖西032 暖西里 基隆市暖暖區東勢街6之80號 1293 第三分局"
大樓,暖西033,暖西里,基隆市暖暖區暖暖街570巷11號,1.0,1485,"大樓 暖西033 暖西里 基隆市暖暖區暖暖街570巷11號 1485 第三分局"
大樓,暖西034,暖西里,基隆市暖暖區東勢街6之52號,1.0,393,"大樓 暖西034 暖西里 基隆市暖暖區東勢街6之52號 393 第三分局"
大樓,暖西035,暖西里,基隆市暖暖區東勢街26巷80號,1.0,898,"大樓 暖西035 暖西里 基隆市暖暖區東勢街26巷80號 898 第三分局"
大樓,暖東001,暖東里,基隆市暖暖區東勢街56之5號,1.0,868,"大樓 暖東001 暖東里 基隆市暖暖區東勢街56之5號 868 第三分局"
公寓,暖暖001,暖暖里,基隆市暖暖區暖暖街281巷119號,1.0,446,"公寓 暖暖001 暖暖里 基隆市暖暖區暖暖街281巷119號 446 第三分局"
公寓,暖暖002,暖暖里,基隆市暖暖區暖暖街281巷60號,1.0,290,"公寓 暖暖002 暖暖里 基隆市暖暖區暖暖街281巷60號 290 第三分局"
公寓,暖暖003,暖暖里,基隆市暖暖區暖暖街251號,1.0,176,"公寓 暖暖003 暖暖里 基隆市暖暖區暖暖街251號 176 第三分局"
公寓,暖暖004,暖暖里,基隆市暖暖區暖暖街197巷1號,1.0,148,"公寓 暖暖004 暖暖里 基隆市暖暖區暖暖街197巷1號 148 第三分局"
大樓,暖暖005,暖暖里,基隆市暖暖區東勢街2號,1.0,758,"大樓 暖暖005 暖暖里 基隆市暖暖區東勢街2號 758 第三分局"
公寓,暖暖008,暖暖里,基隆市暖暖區暖暖街263號,1.0,667,"公寓 暖暖008 暖暖里 基隆市暖暖區暖暖街263號 667 第三分局"
公寓,暖暖009,暖暖里,基隆市暖暖區暖暖街121號,1.0,134,"公寓 暖暖009 暖暖里 基隆市暖暖區暖暖街121號 134 第三分局"
公寓,暖暖010,暖暖里,基隆市暖暖區暖暖街121號,1.0,44,"公寓 暖暖010 暖暖里 基隆市暖暖區暖暖街121號 44 第三分局"
大樓,暖暖011,暖暖里,基隆市暖暖區東勢街6之24號,1.0,1436,"大樓 暖暖011 暖暖里 基隆市暖暖區東勢街6之24號 1436 第三分局"
大樓,暖暖012,暖暖里,基隆市暖暖區暖暖街283號,1.0,178,"大樓 暖暖012 暖暖里 基隆市暖暖區暖暖街283號 178 第三分局"
大樓,暖暖013,暖暖里,基隆市暖暖區暖暖街269號,1.0,703,"大樓 暖暖013 暖暖里 基隆市暖暖區暖暖街269號 703 第三分局"
大樓,暖暖014,暖暖里,基隆市暖暖區暖暖街145號,1.0,516,"大樓 暖暖014 暖暖里 基隆市暖暖區暖暖街145號 516 第三分局"
公寓,暖暖015,暖暖里,基隆市暖暖區暖暖街121號,1.0,1051,"公寓 暖暖015 暖暖里 基隆市暖暖區暖暖街121號 1051 第三分局"
大樓,暖暖016,暖暖里,基隆市暖暖區暖暖街281巷83號,1.0,474,"大樓 暖暖016 暖暖里 基隆市暖暖區暖暖街281巷83號 474 第三分局"
大樓,暖暖017,暖暖里,基隆市暖暖區東勢街6之41號,1.0,442,"大樓 暖暖017 暖暖里 基隆市暖暖區東勢街6之41號 442 第三分局"
大樓,暖暖018,暖暖里,基隆市暖暖區暖暖街281巷22號,1.0,1806,"大樓 暖暖018 暖暖里 基隆市暖暖區暖暖街281巷22號 1806 第三分局"
大樓,暖暖019,暖暖里,基隆市暖暖區暖暖街281巷17號,1.0,2552,"大樓 暖暖019 暖暖里 基隆市暖暖區暖暖街281巷17號 2552 第三分局"
大樓,暖暖020,暖暖里,基隆市暖暖區暖暖街281巷81號,1.0,264,"大樓 暖暖020 暖暖里 基隆市暖暖區暖暖街281巷81號 264 第三分局"
公寓,碇內001,碇內里,基隆市暖暖區源遠路258號,1.0,106,"公寓 碇內001 碇內里 基隆市暖暖區源遠路258號 106 第三分局"
公寓,碇內002,碇內里,基隆市暖暖區暖碇路36之1號,1.0,711,"公寓 碇內002 碇內里 基隆市暖暖區暖碇路36之1號 711 第三分局"
大樓,碇內003,碇內里,基隆市暖暖區源遠路254號,1.0,1428,"大樓 碇內003 碇內里 基隆市暖暖區源遠路254號 1428 第三分局"
公寓,碇內004,碇內里,基隆市暖暖區源遠路258號,1.0,246,"公寓 碇內004 碇內里 基隆市暖暖區源遠路258號 246 第三分局"
公寓,碇內005,碇內里,基隆市暖暖區源遠路260巷36弄23號,1.0,139,"公寓 碇內005 碇內里 基隆市暖暖區源遠路260巷36弄23號 139 第三分局"
大樓,碇內006,碇內里,基隆市暖暖區源遠路249巷195號,1.0,1688,"大樓 碇內006 碇內里 基隆市暖暖區源遠路249巷195號 1688 第三分局"
公寓,碇內007,碇內里,基隆市暖暖區暖碇路15巷78號,1.0,183,"公寓 碇內007 碇內里 基隆市暖暖區暖碇路15巷78號 183 第三分局"
大樓,碇內008,碇內里,基隆市暖暖區源遠路249巷183之1號,1.0,570,"大樓 碇內008 碇內里 基隆市暖暖區源遠路249巷183之1號 570 第三分局"
大樓,碇內009,碇內里,基隆市暖暖區源遠路254號,1.0,1716,"大樓 碇內009 碇內里 基隆市暖暖區源遠路254號 1716 第三分局"
大樓,碇內010,碇內里,基隆市暖暖區遠路249巷185號,1.0,2877,"大樓 碇內010 碇內里 基隆市暖暖區遠路249巷185號 2877 第三分局"
公寓,碇內011,碇內里,基隆市暖暖區源遠路258號,1.0,1013,"公寓 碇內011 碇內里 基隆市暖暖區源遠路258號 1013 第三分局"
大樓,碇內012,碇內里,基隆市暖暖區源遠路193巷5之5號,1.0,1230,"大樓 碇內012 碇內里 基隆市暖暖區源遠路193巷5之5號 1230 第三分局"
大樓,碇內013,碇內里,基隆市暖暖區源遠路226巷33號,1.0,262,"大樓 碇內013 碇內里 基隆市暖暖區源遠路226巷33號 262 第三分局"
公寓,碇內014,碇內里,基隆市暖暖區源遠路258號,1.0,676,"公寓 碇內014 碇內里 基隆市暖暖區源遠路258號 676 第三分局"
大樓,碇內015,碇內里,基隆市暖暖區源遠路226巷66號,1.0,5597,"大樓 碇內015 碇內里 基隆市暖暖區源遠路226巷66號 5597 第三分局"
大樓,碇內016,碇內里,基隆市暖暖區源遠路226巷90號,1.0,757,"大樓 碇內016 碇內里 基隆市暖暖區源遠路226巷90號 757 第三分局"
大樓,碇安002,碇安里,基隆市暖暖區源遠路341號,1.0,4613,"大樓 碇安002 碇安里 基隆市暖暖區源遠路341號 4613 第三分局"
大樓,碇安003,碇安里,基隆市暖暖區源遠路297巷87號,1.0,721,"大樓 碇安003 碇安里 基隆市暖暖區源遠路297巷87號 721 第三分局"
大樓,碇安004,碇安里,基隆市暖暖區源遠路279之3號,1.0,1378,"大樓 碇安004 碇安里 基隆市暖暖區源遠路279之3號 1378 第三分局"
大樓,碇安005,碇安里,基隆市暖暖區源遠路297巷100號,1.0,565,"大樓 碇安005 碇安里 基隆市暖暖區源遠路297巷100號 565 第三分局"
公寓,碇安006,碇安里,基隆市暖暖區源遠路290之4號,1.0,447,"公寓 碇安006 碇安里 基隆市暖暖區源遠路290之4號 447 第三分局"
大樓,碇安007,碇安里,基隆市暖暖區暖碇路199號,1.0,7843,"大樓 碇安007 碇安里 基隆市暖暖區暖碇路199號 7843 第三分局"
大樓,碇安008,碇安里,基隆市暖暖區源遠路297巷91號,1.0,3236,"大樓 碇安008 碇安里 基隆市暖暖區源遠路297巷91號 3236 第三分局"
大樓,碇安009,碇安里,基隆市暖暖區源遠路292巷133號,1.0,4166,"大樓 碇安009 碇安里 基隆市暖暖區源遠路292巷133號 4166 第三分局"
大樓,碇安010,碇安里,基隆市暖暖區源遠路277巷72號,1.0,3307,"大樓 碇安010 碇安里 基隆市暖暖區源遠路277巷72號 3307 第三分局"
大樓,碇安011,碇安里,基隆市暖暖區源遠路378號,1.0,3376,"大樓 碇安011 碇安里 基隆市暖暖區源遠路378號 3376 第三分局"
公寓,碇安012,碇安里,基隆市暖暖區暖碇路251號,1.0,228,"公寓 碇安012 碇安里 基隆市暖暖區暖碇路251號 228 第三分局"
大樓,碇安013,碇安里,基隆市暖暖區暖碇路300號,1.0,472,"大樓 碇安013 碇安里 基隆市暖暖區暖碇路300號 472 第三分局"
公寓,碇和001,碇和里,基隆市暖暖區源遠路124號,1.0,218,"公寓 碇和001 碇和里 基隆市暖暖區源遠路124號 218 第三分局"
公寓,碇和002,碇和里,基隆市暖暖區源遠路102巷2號,1.0,153,"公寓 碇和002 碇和里 基隆市暖暖區源遠路102巷2號 153 第三分局"
大樓,碇和003,碇和里,基隆市暖暖區源遠路152巷3號,1.0,4087,"大樓 碇和003 碇和里 基隆市暖暖區源遠路152巷3號 4087 第三分局"
大樓,碇和004,碇和里,基隆市暖暖區源遠路152巷23至57號,1.0,1185,"大樓 碇和004 碇和里 基隆市暖暖區源遠路152巷23至57號 1185 第三分局"
大樓,碇和005,碇和里,基隆市暖暖區源遠路152巷59弄1號,1.0,807,"大樓 碇和005 碇和里 基隆市暖暖區源遠路152巷59弄1號 807 第三分局"
大樓,碇和006,碇和里,基隆市暖暖區源遠路165號,1.0,5457,"大樓 碇和006 碇和里 基隆市暖暖區源遠路165號 5457 第三分局"
公寓,碇和007,碇和里,基隆市暖暖區源遠路152巷75號,1.0,742,"公寓 碇和007 碇和里 基隆市暖暖區源遠路152巷75號 742 第三分局"
公寓,碇和008,碇和里,基隆市暖暖區源遠路152巷75號,1.0,308,"公寓 碇和008 碇和里 基隆市暖暖區源遠路152巷75號 308 第三分局"
大樓,碇和009,碇和里,基隆市暖暖區源遠路192號,1.0,497,"大樓 碇和009 碇和里 基隆市暖暖區源遠路192號 497 第三分局"
大樓,碇和010,碇和里,基隆市暖暖區東碇路503號,1.0,2123,"大樓 碇和010 碇和里 基隆市暖暖區東碇路503號 2123 第三分局"
大樓,碇和011,碇和里,基隆市暖暖區東碇路533號,1.0,133,"大樓 碇和011 碇和里 基隆市暖暖區東碇路533號 133 第三分局"
大樓,碇和012,碇和里,基隆市暖暖區東碇路535號,1.0,151,"大樓 碇和012 碇和里 基隆市暖暖區東碇路535號 151 第三分局"
大樓,碇和013,碇和里,基隆市暖暖區暖碇路38巷95號,1.0,11230,"大樓 碇和013 碇和里 基隆市暖暖區暖碇路38巷95號 11230 第三分局"
大樓,碇和014,碇和里,基隆市暖暖區暖碇路38巷102號,1.0,2297,"大樓 碇和014 碇和里 基隆市暖暖區暖碇路38巷102號 2297 第三分局"
大樓,碇和015,碇和里,基隆市暖暖區源遠路179之9號,1.0,3106,"大樓 碇和015 碇和里 基隆市暖暖區源遠路179之9號 3106 第三分局"
大樓,碇祥001,碇祥里,基隆市暖暖區碇內街110號之14,1.0,2414,"大樓 碇祥001 碇祥里 基隆市暖暖區碇內街110號之14 2414 第三分局"
大樓,碇祥002,碇祥里,基隆市暖暖區碇內街314號之6,1.0,1029,"大樓 碇祥002 碇祥里 基隆市暖暖區碇內街314號之6 1029 第三分局"
大樓,碇祥003,碇祥里,基隆市暖暖區碇內街287號,1.0,6120,"大樓 碇祥003 碇祥里 基隆市暖暖區碇內街287號 6120 第三分局"
大樓,碇祥004,碇祥里,基隆市暖暖區東碇路366號,1.0,672,"大樓 碇祥004 碇祥里 基隆市暖暖區東碇路366號 672 第三分局"
大樓,碇祥005,碇祥里,基隆市暖暖區碇內街257號之6,1.0,5714,"大樓 碇祥005 碇祥里 基隆市暖暖區碇內街257號之6 5714 第三分局"
大樓,碇祥006,碇祥里,基隆市暖暖區碇內街342號,1.0,6524,"大樓 碇祥006 碇祥里 基隆市暖暖區碇內街342號 6524 第三分局"
大樓,碇祥007,碇祥里,基隆市暖暖區東碇路302號,1.0,536,"大樓 碇祥007 碇祥里 基隆市暖暖區東碇路302號 536 第三分局"
大樓,碇祥008,碇祥里,基隆市暖暖區碇內街222號之10,1.0,4854,"大樓 碇祥008 碇祥里 基隆市暖暖區碇內街222號之10 4854 第三分局"
大樓,碇祥009,碇祥里,基隆市暖暖區碇內街210號,1.0,924,"大樓 碇祥009 碇祥里 基隆市暖暖區碇內街210號 924 第三分局"
大樓,碇祥010,碇祥里,基隆市暖暖區東碇路358號之9,1.0,4116,"大樓 碇祥010 碇祥里 基隆市暖暖區東碇路358號之9 4116 第三分局"
公寓,碇祥011,碇祥里,基隆市暖暖區碇內街31號,1.0,629,"公寓 碇祥011 碇祥里 基隆市暖暖區碇內街31號 629 第三分局"
大樓,碇祥012,碇祥里,基隆市暖暖區碇內街105之2號,1.0,8535,"大樓 碇祥012 碇祥里 基隆市暖暖區碇內街105之2號 8535 第三分局"
大樓,碇祥013,碇祥里,基隆市暖暖區碇內街188之8號,1.0,1982,"大樓 碇祥013 碇祥里 基隆市暖暖區碇內街188之8號 1982 第三分局"
大樓 ,暖西036,暖西里,基隆市暖暖街530巷2號,1.0,298,"大樓  暖西036 暖西里 基隆市暖暖街530巷2號 298 第三分局"
大樓,百福032,百福里,基隆市七堵區福六街49號,2.0,486,"大樓 百福032 百福里 基隆市七堵區福六街49號 486 第三分局"
大樓,百福031,百福里,基隆市七堵區百五街78號,2.0,428,"大樓 百福031 百福里 基隆市七堵區百五街78號 428 第三分局"
