類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註,placemark_address
公寓,TQA0067,南強里,宜蘭縣蘇澳鎮南澳路93號,1.0,1306.0,,"TQA0067 宜蘭縣蘇澳鎮南澳路93號"
工廠,TQA0071,東岳村,宜蘭縣南澳鄉蘇花路3段101號,1.0,56.0,,"TQA0071 宜蘭縣南澳鄉蘇花路3段101號"
公寓,TQA0072,南安里,宜蘭縣蘇澳鎮南安路74巷10號,1.0,580.0,,"TQA0072 宜蘭縣蘇澳鎮南安路74巷10號"
電信局,TQA0073,蘇西里,宜蘭縣蘇澳鎮中山路1段220號,1.0,306.0,,"TQA0073 宜蘭縣蘇澳鎮中山路1段220號"
公家機關,TQA0074,蘇西里,宜蘭縣蘇澳鎮中山路1段252號,1.0,58.0,,"TQA0074 宜蘭縣蘇澳鎮中山路1段252號"
工廠,TQA0075,龍德里,宜蘭縣蘇澳鎮自強路15號,2.0,187.0,,"TQA0075 宜蘭縣蘇澳鎮自強路15號"
工廠,TQA0076,龍德里,宜蘭縣蘇澳鎮德興三路5號,1.0,3402.0,,"TQA0076 宜蘭縣蘇澳鎮德興三路5號"
學校,TQA0077,南建里,宜蘭縣蘇澳鎮學府路122號,1.0,911.0,,"TQA0077 宜蘭縣蘇澳鎮學府路122號"
漁會,TQA0078,南安里,宜蘭縣蘇澳鎮海邊路126號,2.0,1859.0,,"TQA0078 宜蘭縣蘇澳鎮海邊路126號"
學校,TQA0079,蘇西里,宜蘭縣蘇澳鎮蘇港路213號,2.0,2626.0,,"TQA0079 宜蘭縣蘇澳鎮蘇港路213號"
旅館,TQA0080,蘇西里,宜蘭縣蘇澳鎮中原路301號,1.0,3718.0,,"TQA0080 宜蘭縣蘇澳鎮中原路301號"
旅館,TQA0081,蘇南里,宜蘭縣蘇澳鎮中正路38號,1.0,153.0,,"TQA0081 宜蘭縣蘇澳鎮中正路38號"
觀光工廠,TQA0082,新城里,宜蘭縣蘇澳鎮海山西路500號,1.0,1379.0,,"TQA0082 宜蘭縣蘇澳鎮海山西路500號"
公寓,TQA0083,蘇西里,宜蘭縣蘇澳鎮蘇港路193號8樓之1,1.0,129.0,,"TQA0083 宜蘭縣蘇澳鎮蘇港路193號8樓之1"
工廠,TQA0084,聖愛里,宜蘭縣蘇澳鎮中山路二段235號,1.0,461.0,,"TQA0084 宜蘭縣蘇澳鎮中山路二段235號"
工廠,TQA0085,蘇西里,宜蘭縣蘇澳鎮中山路一段308巷46號,1.0,233.0,,"TQA0085 宜蘭縣蘇澳鎮中山路一段308巷46號"
旅館,TQA0086,南建里,宜蘭縣蘇澳鎮跨港路1號,1.0,151.0,,"TQA0086 宜蘭縣蘇澳鎮跨港路1號"
電信局,TQA0087,澳花村,宜蘭縣南澳鄉和平路38-1號,1.0,298.0,,"TQA0087 宜蘭縣南澳鄉和平路38-1號"
