類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
公寓,D401001382,中興里,新北市三重區中興里中興北街136巷18弄18號,1.0,1676.0,二重派出所,,121.4682,25.05527
,D401001387,德厚里,新北市三重區德厚里德厚街22號,1.0,1009.0,二重派出所,,121.478067,25.05045253
,D401001388,五谷里,新北市三重區五谷里光復路一段61巷20號,1.0,749.0,二重派出所,,121.4732423,25.04987559
台電三重服務所,D402000001,光明里,新北市三重區光明里光明路60-1號,1.0,704.0,中興橋派出所,,121.49184,25.05794
國泰名人公寓,D402000002,福民里,新北市三重區福民里成功路73巷40號,1.0,547.0,中興橋派出所,,121.48977,25.052537
老舊公寓,D402000003,福民里,新北市三重區福民里環河南路254巷43號,1.0,432.0,中興橋派出所,,121.48951,25.051523
老舊公寓,D402000005,福民里,新北市三重區福民里成功路41巷25弄10號,1.0,176.0,中興橋派出所,,121.49095,25.051816
老舊公寓,D402000006,福民里,新北市三重區福民里昌隆街17號,1.0,173.0,中興橋派出所,,121.49198,25.052563
玉昇理髮廳,D402000007,福民里,新北市三重區福民里環河南路254巷53號,1.0,508.0,中興橋派出所,,121.48794,25.052577
忠孝新星大樓,D402000008,福民里,新北市三重區福民里新興路30號,3.0,318.0,中興橋派出所,,121.49191,25.053362
國泰名人公寓,D402000009,福民里,新北市三重區福民里集美街115號,1.0,342.0,中興橋派出所,,121.48981,25.052825
羅馬宮廷,D402000013,成功里,新北市三重區成功里成功路70號,2.0,1315.0,中興橋派出所,,121.4884,25.050912
超越顛峰,D402000018,重明里,新北市三重區重明里重陽路1段60巷28號,3.0,2116.0,中興橋派出所,,121.48561,25.058157
私人住宅大樓,D402000024,福祉里,新北市三重區福祉里重新路4段214巷5弄1號,2.0,445.0,中興橋派出所,,121.48649,25.054216
國際星鑽大樓,D402000029,福祉里,新北市三重區福祉里重新路4段99號,1.0,700.0,中興橋派出所,,121.485,25.054797
國泰人壽大樓,D402000030,福祉里,新北市三重區福祉里重新路4段87號,2.0,239.0,中興橋派出所,,121.48616,25.055783
私人住宅大樓,D402000031,光明里,新北市三重區光明里集美街148號,1.0,239.0,中興橋派出所,,121.48965,25.053127
宇利紡織有限公司,D402000032,光明里,新北市三重區光明里集美街247巷7號,1.0,277.0,中興橋派出所,,121.49238,25.054977
捷?營造,D402000033,光明里,新北市三重區光明里集美街247巷15號,1.0,306.0,中興橋派出所,,121.49259,25.054842
豪正華?管委會,D402000034,光明里,新北市三重區光明里集美街218號,1.0,446.0,中興橋派出所,,121.49173,25.055544
長生大樓,D402000036,光明里,新北市三重區光明里重新路4段98號,2.0,344.0,中興橋派出所,,121.48785,25.057138
台北都會大樓,D402000039,光明里,新北市三重區光明里重安街60號,3.0,215.0,中興橋派出所,,121.49107,25.057427
太平洋富貴紅社區,D402000042,光明里,新北市三重區光明里重安街55號,2.0,956.0,中興橋派出所,,121.49183,25.056379
集美大樓,D402000047,光明里,新北市三重區光明里集美街210號,2.0,249.0,中興橋派出所,,121.49123,25.054273
中正南路大樓,D402000057,光明里,新北市三重區光明里中正南路177號,1.0,523.0,中興橋派出所,,121.4935,25.055339
老舊公寓,D402000059,福德里,新北市三重區福德里重新路4段254號,1.0,251.0,中興橋派出所,,121.48576,25.053299
宏群富鼎,D402000062,福德里,新北市三重區福德里成功路171號,2.0,1227.0,中興橋派出所,,121.48628,25.052595
佳昌大都會,D402000064,福德里,新北市三重區福德里成功路110號,4.0,1566.0,中興橋派出所,,121.4871,25.05159
柯林頓社區,D402000065,福德里,新北市三重區福德里成功路106號,3.0,1525.0,中興橋派出所,,121.48723,25.051461
珍珠大廈社區,D402000067,福德里,新北市三重區福德里成功路143號,1.0,105.0,中興橋派出所,,121.48703,25.052184
台北天下管理委員會,D402000069,光正里,新北市三重區光正里重安街103號,2.0,1973.0,中興橋派出所,,121.49406,25.055098
公寓,D402000070,光正里,新北市三重區光正里新興路31巷1號,1.0,163.0,中興橋派出所,,121.49233,25.05365
醫力耳鼻喉科,D402000071,光正里,新北市三重區光正里新興路33號,1.0,446.0,中興橋派出所,,121.49209,25.053557
公寓,D402000074,菜寮里,新北市三重區菜寮里光明路32巷23弄1號之1,1.0,417.0,中興橋派出所,,121.4922,25.058686
成功大第,D402000077,成功里,新北市三重區成功里成功路52號,2.0,2125.0,中興橋派出所,,121.48893,25.05065
私人住宅大樓,D402000080,成功里,新北市三重區成功里成功路108巷2號,2.0,138.0,中興橋派出所,,121.48714,25.051214
成德社區,D402000081,成功里,新北市三重區成功里成功路108巷6號,2.0,772.0,中興橋派出所,,121.48709,25.051062
寶麗大樓,D402000082,光正里,新北市三重區光正里中正南路246號,1.0,125.0,中興橋派出所,,121.49354,25.054
建良汽車美容,D402000083,成功里,新北市三重區成功里環河南路254巷32號,1.0,154.0,中興橋派出所,,121.49011,25.05104
私人住宅大樓,D402000084,重明里,新北市三重區重明里捷運路19巷13號,1.0,314.0,中興橋派出所,,121.48504,25.057052
重安街1號重新機械塔停車場,D402000085,光明里,新北市三重區光明里重安街1號,1.0,4680.0,中興橋派出所,,121.48994,25.058449
利百代大廈,D402000086,永春里,新北市三重區永春里中正南路155號,1.0,211.0,中興橋派出所,,121.49374,25.056327
太平洋旺厝,D402000087,光明里,新北市三重區光明里重安街35號,1.0,1686.0,中興橋派出所,,121.4912,25.056866
私人住宅大樓,D402000088,光明里,新北市三重區光明里集美街142號,1.0,146.0,中興橋派出所,,121.48946,25.053211
賓陽建設企業大樓,D402000089,重明里,新北市三重區重明里三陽路2號,1.0,2370.0,中興橋派出所,,121.48628,25.058855
菜寮活動中心,D402000090,菜寮里,新北市三重區菜寮里中寮街57巷18號,1.0,293.0,中興橋派出所,,121.49277,25.057794
景第C棟,D402000091,光明里,新北市三重區光明里集美街207巷10弄1號,1.0,827.0,中興橋派出所,,121.49233,25.054527
景第,D402000092,光明里,新北市三重區光明里集美街247巷33號,1.0,503.0,中興橋派出所,,121.49306,25.054553
富貴社區,D402000094,成功里,新北市三重區成功里成功路50巷39號,1.0,464.0,中興橋派出所,,121.48803,25.04969
泰瑞NO.1社區,D402000095,光正里,新北市三重區光正里中正南路248號,1.0,2011.0,中興橋派出所,,121.4935,25.053806
領袖城堡社區,D402000096,成功里,新北市三重區成功里成功路50巷57號,1.0,1256.0,中興橋派出所,,121.48779,25.050142
集美家園管委會,D402000097,光明里,新北市三重區光明里集美街126巷25號,1.0,110.0,中興橋派出所,,121.48988,25.053729
大家樂榮華社區,D402000098,成功里,新北市三重區成功里成功路50巷50號,1.0,1297.0,中興橋派出所,,121.48811,25.049553
成功御第,D402000099,成功里,新北市三重區成功里環河南路254巷10號,1.0,851.0,中興橋派出所,,121.49067,25.050735
大家有園大樓,D402000100,重明里,新北市三重區重明里朝陽街53號,1.0,341.0,中興橋派出所,,121.48346,25.057321
私人住宅大樓,D402000101,重明里,新北市三重區重明里朝陽街29巷30號,1.0,78.0,中興橋派出所,,121.48405,25.056847
私人住宅大樓,D402000102,重明里,新北市三重區重明里朝陽街26巷32號,1.0,114.0,中興橋派出所,,121.48352,25.056789
私人住宅大樓,D402000103,成功里,新北市三重區成功里成功路108巷4弄1號,1.0,248.0,中興橋派出所,,121.48709,25.051169
中正御品大樓,D402000104,重明里,新北市三重區重明里捷運路37巷2號,1.0,165.0,中興橋派出所,,121.48395,25.05605
私人住宅大樓,D402000105,光明里,新北市三重區中正南路185號,1.0,595.0,中興橋派出所,,121.49344,25.055144
私人住宅大樓,D402000106,福祉里,新北市三重區福祉里捷運路22巷21號,1.0,204.0,中興橋派出所,,121.48474,25.055057
長虹社區,D402000107,成功里,新北市三重區成功里成功路104巷2號,2.0,1091.0,中興橋派出所,,121.48748,25.051173
三重停管場,D402000108,成功里,新北市三重區成功里成功路21號,1.0,254.0,中興橋派出所,,121.49017,25.05049
美麗台北,D402000109,成功里,新北市三重區成功里環河南路241號,1.0,1025.0,中興橋派出所,,121.49171,25.051197
台北威尼斯,D402000110,成功里,新北市三重區成功里成功路22號,1.0,2844.0,中興橋派出所,,121.48982,25.050198
私人住宅大樓,D402000111,光正里,新北市三重區光正里中正南路242號,4.0,109.0,中興橋派出所,,121.49361,25.05421
台北龍邸,D402000112,成功里,新北市三重區成功里成功路55號,2.0,193.0,中興橋派出所,,121.48934,25.050952
豐景一期,D402000113,成功里,新北市三重區成功里成功路50巷36號,2.0,765.0,中興橋派出所,,121.48855,25.049294
歐風名家,D402000114,福祉里,新北市三重區福祉里重新路4段172號,1.0,617.0,中興橋派出所,,121.48642,25.055411
國際福星,D402000115,福祉里,新北市三重區福祉里重新路4段95號,1.0,266.0,中興橋派出所,,121.4858,25.055176
台媚養生館,D402000116,福祉里,新北市三重區福祉里重新路4段95號,1.0,1195.0,中興橋派出所,,121.4858,25.055176
私人住宅大樓,D402000117,成功里,新北市三重區成功里成功路73巷8號,1.0,67.0,中興橋派出所,,121.48775,25.049681
蒲陽吉地,D402000118,永春里,新北市三重區永春里中正南路145號,1.0,390.0,中興橋派出所,,121.49382,25.056703
歐風名家二期,D402000119,福祉里,新北市三重區福祉里重新路4段184巷7弄9號,1.0,886.0,中興橋派出所,,121.48648,25.054825
私人住宅大樓,D402000120,光明里,新北市三重區光明里集美街247巷16號,1.0,85.0,中興橋派出所,,121.49285,25.054848
豐景二期,D402000121,成功里,新北市三重區成功里成功路50巷29號,1.0,573.0,中興橋派出所,,121.48838,25.049815
私人住宅大樓,D402000122,福祉里,新北市三重區福祉里重新路4段214巷8號,1.0,68.0,中興橋派出所,,121.48657,25.0544
君臨天下,D402000123,光明里,新北市三重區光明里集美街210號,1.0,3808.0,中興橋派出所,,121.49123,25.054273
肯特商務飯店,D402000124,福民里,新北市三重區福民里成功路75號,2.0,393.0,中興橋派出所,,121.4889,25.0512
汪氏大樓,D402000125,重明里,新北市三重區重明里捷運路19巷11號,1.0,190.0,中興橋派出所,,121.48507,25.056934
博覽家A區,D402000126,成功里,新北市三重區成功里成功路50巷15號,1.0,441.0,中興橋派出所,,121.48851,25.050194
博覽家B區,D402000127,成功里,新北市三重區成功里成功路50巷24號,1.0,570.0,中興橋派出所,,121.48852,25.049729
中正儷園,D402000128,光正里,新北市三重區光正里中正南路224號,1.0,222.0,中興橋派出所,,121.49369,25.054692
博覽家A區,D402000129,成功里,新北市三重區成功里成功路50巷15號,1.0,63.0,中興橋派出所,,121.48851,25.050194
中正國寶,D402000130,光正里,新北市三重區光正里中正南路251號,1.0,1354.0,中興橋派出所,,121.49305,25.053346
集美國小,D402000131,光明里,新北市三重區光明里集美街10號,1.0,1150.0,中興橋派出所,,121.48792,25.056467
集美國小,D402000132,光明里,新北市三重區光明里集美街10號,1.0,1058.0,中興橋派出所,,121.48792,25.056467
歐風名家三期,D402000133,福祉里,新北市三重區福祉里重新路4段154號,1.0,552.0,中興橋派出所,,121.48663,25.055863
中正貴族,D402000134,永春里,新北市三重區永春里中正南路131號,1.0,463.0,中興橋派出所,,121.49391,25.057048
寶石典藏家,D402000135,重明里,新北市三重區重明里捷運路11號,1.0,2724.0,中興橋派出所,,121.48571,25.056441
藏愛旅館,D402000136,福民里,新北市三重區福民里成功路73巷6號,1.0,379.0,中興橋派出所,,121.48922,25.051698
集美新第,D402000137,光明里,新北市三重區光明里集美街116號,1.0,971.0,中興橋派出所,,121.48876,25.053875
三重社教館,D402000138,光明里,新北市三重區光明里集美街60號,1.0,1120.0,中興橋派出所,,121.48944,25.054971
三重高中,D402000139,光明里,新北市三重區光明里集美街212號,1.0,845.0,中興橋派出所,,121.49147,25.054693
三重集美桂冠,D402000140,光明里,新北市三重區光明里集美街217號,3.0,397.0,中興橋派出所,,121.4919,25.054763
捷運尊邸,D402000141,福祉里,新北市三重區福祉里捷運路26號,1.0,413.0,中興橋派出所,,121.48486,25.055635
加賀屋A座,D402000142,成功里,新北市三重區成功里成功路104巷16號,1.0,465.0,中興橋派出所,,121.48742,25.050699
加賀屋B座,D402000143,成功里,新北市三重區成功里成功路104巷11號,1.0,762.0,中興橋派出所,,121.48751,25.050649
遠雄集美,D402000144,福祉里,新北市三重區福祉里重新路4段226號,1.0,478.0,中興橋派出所,,121.48594,25.054068
太平洋富貴紅社區,D402000145,重明里,新北市三重區重明里重陽路1段60巷32號,1.0,217.0,中興橋派出所,,121.48538,25.058172
三重高中,D402000146,光明里,新北市三重區光明里集美街212號,1.0,25.0,中興橋派出所,,121.4913,25.054669
三輝首馥,D402000148,光明里,新北市三重區光明里重新路4段28號,1.0,1460.0,中興橋派出所,,121.48827,25.057438
翔譽A+,D402000149,成功里,新北市三重區成功里成功路96號,1.0,508.0,中興橋派出所,,121.48777,25.051293
成功錄,D402000150,成功里,新北市三重區成功里成功路1號,1.0,214.0,中興橋派出所,,121.49069,25.050257
三千家,D402000151,重明里,新北市三重區重明里重陽路1段26巷26號,1.0,129.0,中興橋派出所,,121.48584,25.057182
私人住宅大樓,D402000152,福祉里,新北市三重區福祉里重新路4段214巷10號,1.0,66.0,中興橋派出所,,121.48665,25.054419
公寓,D402000153,菜寮里,新北市三重區菜寮里中寮街1號,1.0,230.0,中興橋派出所,,121.49194,25.059646
東煒欽品,D402000154,福民里,新北市三重區福民里集美街71號,1.0,381.0,中興橋派出所,,121.48946,25.052942
私人住宅大樓,D402000155,永春里,新北市三重區永春里鄰中寮街99號,1.0,39.0,中興橋派出所,,121.49387,25.057501
私人住宅大樓,D402000156,光明里,新北市三重區光明里重安街19號,1.0,133.0,中興橋派出所,,121.49068,25.057406
合康心綻,D402000157,福祉里,新北市三重區福祉里捷運路22巷30號,1.0,1478.0,中興橋派出所,,121.48472,25.054438
雙站匯,D402000158,福祉里,新北市三重區福祉里福祉街68號,1.0,130.0,中興橋派出所,,121.48419,25.054398
集美鼎豐,D402000159,成功里,新北市三重區成功里新興路6號,1.0,445.0,中興橋派出所,,121.49273,25.052912
萬福匯五期,D402000160,成功里,新北市三重區成功里成功一街31號,1.0,711.0,中興橋派出所,,121.48602,25.05028
左岸京站,D402000161,成功里,新北市三重區成功里17鄰疏洪東路一段38號,1.0,584.0,中興橋派出所,,121.48652,25.048601
春和景明,D402000162,福祉里,新北市三重區福祉里疏洪東路1段136號,1.0,549.0,中興橋派出所,,121.4842,25.053002
捷果田田,D402000163,重明里,新北市三重區重明里14鄰朝陽街16巷1號,1.0,301.0,中興橋派出所,,121.48349,25.056483
三松MPARK,D402000164,成功里,新北市三重區成功里16鄰成功二街50號,1.0,1113.0,中興橋派出所,,121.48736,25.048974
順天淳美術社區,D402000165,成功里,新北市三重區成功里3鄰成功一街50巷10號,1.0,1495.0,中興橋派出所,,121.48611,25.050664
力璞立,D402000166,福祉里,新北市三重區福祉里20鄰重新路4段153號,1.0,822.0,中興橋派出所,,121.485,25.053242
私立富群幼兒園,D402000167,重明里,新北市三重區重明里11鄰捷運路43號,1.0,367.0,中興橋派出所,,121.48391,25.055844
,D402000171,成功里,新北市三重區成功里成功二街67號,1.0,381.0,中興橋派出所,,121.4870867,25.04967345
,D402000173,重明里,新北市三重區重明里朝陽街51號,1.0,522.0,中興橋派出所,,121.4834555,25.05754197
私人住宅大樓,D403000007,光輝里,新北市三重區光輝里文化南路60號,1.0,550.0,大同派出所,,121.50024,25.060721
祐民醫院,D403000011,光榮里,新北市三重區光榮里重新路2段6號,1.0,92.0,大同派出所,,121.49977,25.062778
天臺廣場,D403000013,仁德里,新北市三重區仁德里正義南路13號,1.0,218.0,大同派出所,,121.49795,25.061727
天臺通商,D403000014,仁德里,新北市三重區仁德里重新路2段64號,1.0,398.0,大同派出所,,121.4978,25.062061
老舊公寓,D403000016,仁義里,新北市三重區仁義里大同南路146巷2號,1.0,137.0,大同派出所,,121.49686,25.058245
老舊公寓,D403000018,仁義里,新北市三重區仁義里大同南路150號,1.0,110.0,大同派出所,,121.49655,25.057808
忠孝財經廣場,D403000020,平和里,新北市三重區平和里中正南路82號,1.0,686.0,大同派出所,,121.49441,25.059009
老舊公寓,D403000021,大安里,新北市三重區大安里大同南路151號,1.0,131.0,大同派出所,,121.49658,25.057198
老舊公寓,D403000022,大安里,新北市三重區大安里大同南路117巷21號,1.0,568.0,大同派出所,,121.49558,25.058633
老舊公寓,D403000024,大安里,新北市三重區大安里大同南路117巷16號,1.0,206.0,大同派出所,,121.49584,25.058201
私人住宅大樓,D403000025,大安里,新北市三重區大安里仁化街172號,1.0,1108.0,大同派出所,,121.49481,25.05721
私人住宅大樓,D403000029,同慶里,新北市三重區同慶里環河南路120號,1.0,472.0,大同派出所,,121.49771,25.056346
集賢大第,D403000036,中正里,新北市三重區中正里重新路3段126號,1.0,745.0,大同派出所,,121.49213,25.060083
老舊公寓,D403000037,中正里,新北市三重區中正里重新路3段106號,1.0,267.0,大同派出所,,121.49258,25.060381
老舊公寓,D403000045,中民里,新北市三重區中民里大同南路19巷2弄7號,1.0,572.0,大同派出所,,121.49526,25.060523
老舊公寓,D403000048,中民里,新北市三重區中民里大同南路19巷2弄4號,1.0,572.0,大同派出所,,121.49551,25.060489
私人住宅大樓,D403000055,大同里,新北市三重區大同里重新路3段100號,1.0,2011.0,大同派出所,,121.49282,25.060452
私人住宅大樓,D403000056,同慶里,新北市三重區同慶里大同南路196號,1.0,76.0,大同派出所,,121.49678,25.056837
私人住宅大樓,D403000057,大同里,新北市三重區大同里重新路3段86號,1.0,1010.0,大同派出所,,121.49306,25.060669
私人住宅大樓,D403000058,大同里,新北市三重區大同里重新路3段74號,1.0,526.0,大同派出所,,121.49344,25.061003
7-11商店,D403000059,光榮里,新北市三重區光榮里文化南路7號,1.0,377.0,大同派出所,,121.49998,25.062362
私人住宅大樓,D403000060,中正里,新北市三重區中正里重新路3段110號,1.0,115.0,大同派出所,,121.49237,25.060245
私人住宅大樓,D403000061,仁義里,新北市三重區仁義里大同南路134巷6號,1.0,41.0,大同派出所,,121.49687,25.058483
私人住宅大樓,D403000062,同慶里,新北市三重區同慶里大同南路232號,1.0,542.0,大同派出所,,121.49695,25.056148
私人住宅大樓,D403000063,同慶里,新北市三重區同慶里大同南路238號,1.0,52.0,大同派出所,,121.49699,25.056046
私人住宅大樓,D403000064,大同里,新北市三重區大同里重新路3段46號,1.0,835.0,大同派出所,,121.49414,25.061223
天臺贏座大廈,D403000065,光榮里,新北市三重區光榮里重新路2段12號,1.0,586.0,大同派出所,,121.49955,25.062703
私人住宅大樓,D403000066,同慶里,新北市三重區同慶里正義南路183號,1.0,61.0,大同派出所,,121.49889,25.056897
私人住宅大樓,D403000067,同安里,新北市三重區同安里大同南路157號,1.0,2053.0,大同派出所,,121.49675,25.056154
三光國民小學,D403000068,同安里,新北市三重區同安里大同南路157號,1.0,1283.0,大同派出所,,121.49675,25.056154
私人住宅大樓,D403000069,同慶里,新北市三重區同慶里大同南路220號,1.0,490.0,大同派出所,,121.49697,25.056331
私人住宅大樓,D403001096,同安里,新北市三重區同安里環河南路125號,1.0,923.0,大同派出所,,121.49703,25.055044
私人住宅大樓,D403001107,忠孝里,新北市三重區忠孝里大同南路102號,1.0,122.0,大同派出所,,121.49629,25.058815
私人住宅大樓,D403001110,仁義里,新北市三重區仁義里正義南路129號,1.0,506.0,大同派出所,,121.4987,25.057971
冠德愛閱,D403001111,仁德里,新北市三重區仁德里重新2段110號,1.0,517.0,大同派出所,,121.49669,25.061719
私人住宅大樓,D403001112,仁義里,新北市三重區仁義里大同南路172巷26號,1.0,365.0,大同派出所,,121.4979,25.057553
私人住宅大樓,D403001113,同慶里,新北市三重區同慶里環河南路118號,1.0,101.0,大同派出所,,121.49802,25.056242
私人住宅大樓,D403001114,吉利里,新北市三重區吉利里中正南路172號,1.0,104.0,大同派出所,,121.49416,25.056714
