編號,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,村里別
36.0,臺中市南區福興里和昌街186號,1.0,213.0,第三分局," 120.666797",24.123562,福興里
37.0,臺中市南區福興里南平路332號,1.0,302.0,第三分局," 120.668654",24.125800,福興里
38.0,臺中市南區和平里復興路二段71巷3號,1.0,166.0,第三分局," 120.660469",24.122243,和平里
39.0,臺中市南區和平里復興路二段71巷5號,1.0,142.0,第三分局,120.6602105,24.122234,和平里
40.0,臺中市南區和平里復興路二段71巷8號,1.0,150.0,第三分局," 120.660150",24.122564,和平里
41.0,臺中市南區南和里工學路60號,1.0,1170.0,第三分局," 120.665610",24.117206,南和里
42.0,臺中市南區南和里工學路156巷21號,1.0,166.0,第三分局," 120.660057",24.117491,南和里
43.0,臺中市南區和平里復興路二段71巷38號,1.0,150.0,第三分局,120.6594205,24.122994,和平里
44.0,臺中市南區和平里復興路二段71巷32之11號,1.0,198.0,第三分局," 120.659577",24.122895,和平里
45.0,臺中市南區和平里復興路二段71巷32之12號,1.0,102.0,第三分局," 120.659577",24.122895,和平里
46.0,臺中市南區和平里復興路二段28號,1.0,166.0,第三分局," 120.659278",24.118302,和平里
47.0,臺中市南區和平里復興路二段71巷16號,1.0,166.0,第三分局," 120.659932",24.122619,和平里
48.0,臺中市南區和平里復興路二段71巷9號,1.0,116.0,第三分局,120.6597525,24.122520,和平里
49.0,臺中市南區和平里復興路二段71巷31弄31號,1.0,166.0,第三分局," 120.658827",24.122341,和平里
50.0,臺中市南區和平里復興路二段71巷34號,1.0,166.0,第三分局," 120.659341",24.123020,和平里
51.0,臺中市南區和平里復興路二段71巷67號,1.0,116.0,第三分局,120.6588315,24.123677,和平里
52.0,臺中市南區和平里復興路二段38-13號,1.0,133.0,第三分局," 120.660615",24.120448,和平里
53.0,臺中市南區和平里復興路二段71巷6號,1.0,2729.0,第三分局," 120.660194",24.122487,和平里
54.0,臺中市南區和平里復興路二段71巷7號,1.0,432.0,第三分局," 120.660017",24.122381,和平里
55.0,臺中市南區和平里復興路二段71巷13號,1.0,677.0,第三分局," 120.659563",24.122602,和平里
56.0,臺中市南區和平里復興路二段38之11號,1.0,302.0,第三分局," 120.660822",24.120496,和平里
57.0,臺中市南區南和里工學路116號,1.0,5703.0,第三分局," 120.661346",24.117245,南和里
58.0,臺中市南區南和里工學路70號,1.0,781.0,第三分局,120.6648127,24.117496,南和里
59.0,臺中市南區南和里工學三街23號,1.0,380.0,第三分局," 120.663229",24.117991,南和里
60.0,臺中市南區平和里新和街1號,1.0,133.0,第三分局," 120.665645",24.119635,平和里
61.0,臺中市南區平和里新和街7號,1.0,124.0,第三分局," 120.665716",24.119751,平和里
62.0,臺中市南區南和里工學路58巷10弄1號,1.0,274.0,第三分局,120.6658866,24.117670,南和里
63.0,臺中市南區南和里工學三街29號,1.0,864.0,第三分局,120.663515,24.117727,南和里
64.0,臺中市南區南和里美村南路93號,1.0,241.0,第三分局,120.6665068,24.118687,南和里
65.0,臺中市南區平和里南平一街27之31號,1.0,1129.0,第三分局,120.6654255,24.120102,平和里
66.0,臺中市南區福平里柳川東路10號,1.0,525.0,第三分局," 120.660530",24.125391,福平里
67.0,臺中市南區南和里工學路8巷7號,1.0,380.0,第三分局," 120.667708",24.117241,南和里
68.0,臺中市南區平和里美村南路13號,1.0,781.0,第三分局," 120.666693",24.121932,平和里
69.0,臺中市南區平和里新和街40號,1.0,258.0,第三分局," 120.665980",24.120864,平和里
70.0,臺中市南區和平里忠明南路780號,1.0,1225.0,第三分局,120.6603884,24.122741,和平里
71.0,臺中市南區南和里工學北路59號,1.0,3107.0,第三分局," 120.661034",24.118684,南和里
72.0,臺中市南區永興里工學一街153號,2.0,14352.0,第三分局,120.6655113,24.116965,永興里
73.0,臺中市南區福平里光輝街42號,1.0,125.0,第三分局," 120.660678",24.129112,福平里
74.0,臺中市南區福平里光輝街51巷7號,1.0,404.0,第三分局,120.6609392,24.129011,福平里
75.0,臺中市南區福興里五權南路99號,1.0,6168.0,第三分局," 120.669205",24.127756,福興里
76.0,臺中市南區平和里五權南路325號,1.0,831.0,第三分局," 120.668576",24.121936,平和里
77.0,臺中市南區福興里福東街77號,1.0,879.0,第三分局," 120.668063",24.126586,福興里
78.0,臺中市南區永興里高工路172號,2.0,3900.0,第三分局," 120.662197",24.113289,永興里
79.0,臺中市南區福興里福東街68號,1.0,1295.0,第三分局," 120.667864",24.126368,福興里
80.0,臺中市南區永興里永興四巷25號,1.0,330.0,第三分局," 120.662122",24.112640,永興里
81.0,臺中市南區平和里南平一街127號,1.0,212.0,第三分局," 120.663923",24.121183,平和里
82.0,臺中市南區永興里工學二街151巷28號,1.0,451.0,第三分局,120.6641981,24.115374,永興里
83.0,臺中市南區南和里工學路72號,1.0,1170.0,第三分局,120.6636313,24.117409,南和里
84.0,臺中市南區和平里東興街一段36號,3.0,453.0,第三分局," 120.657223",24.119084,和平里
85.0,臺中市南區福興里福新街80號,1.0,238.0,第三分局," 120.668199",24.124824,福興里
86.0,臺中市南區南和里工學五街35號,1.0,945.0,第三分局," 120.662361",24.118428,南和里
87.0,臺中市南區福平里復興路二段155-5號,2.0,2040.0,第三分局,120.6653438,24.127135,福平里
88.0,臺中市南區福平里復興路二段152號,1.0,1046.0,第三分局,120.6646063,24.125626,福平里
89.0,臺中市南區南和里工學路168號,1.0,653.0,第三分局,120.6597595,24.117371,南和里
90.0,臺中市南區永興里高工南路65巷8號,1.0,700.0,第三分局,120.6616368,24.110855,永興里
91.0,臺中市南區永興里高工南路228號之3,1.0,731.0,第三分局,120.6613549,24.111562,永興里
92.0,臺中市南區永興里高工路300號,1.0,913.0,第三分局,120.6656253,24.113999,永興里
93.0,臺中市南區南和里忠明南路1106號,3.0,784.0,第三分局,120.6663904,24.118727,南和里
94.0,臺中市南區南和里美村南路107巷6號,1.0,201.0,第三分局," 120.665628",24.118012,南和里
95.0,臺中市南區平和里南平一街9巷8號,1.0,328.0,第三分局," 120.666230",24.119870,平和里
96.0,臺中市南區和平里復興北路32號,3.0,1328.0,第三分局," 120.659775",24.121890,和平里
97.0,臺中市南區福順里復興路二段73號,1.0,1108.0,第三分局,120.6621981,24.122960,福順里
98.0,臺中市南區福興里五權南路293號,1.0,183.0,第三分局," 120.669801",24.123287,福興里
99.0,臺中市南區平和里美村南路53號,1.0,337.0,第三分局," 120.666592",24.120582,平和里
100.0,臺中市東區東信里旱溪東路一段9號,1.0,250.0,第三分局," 120.702733",24.126646,東信里
101.0,臺中市東區樂成里育英路30號,1.0,416.0,第三分局,120.6981660,24.135965,樂成里
102.0,臺中市東區東門里東光園路50號,1.0,354.0,第三分局,120.6916955,24.125283,東門里
103.0,臺中市東區東門里東光園路64巷49號,2.0,1161.0,第三分局," 120.692174",24.125530,東門里
104.0,臺中市東區東門里建德街377號,1.0,135.0,第三分局,120.6952351,24.129955,東門里
105.0,臺中市東區東門里東光園路100巷6弄159號,1.0,343.0,第三分局,120.6946932,24.125547,東門里
106.0,臺中市東區東門里東光園路100巷6弄195號,1.0,340.0,第三分局," 120.694473",24.124749,東門里
107.0,臺中市東區十甲里二聖街41號,1.0,162.0,第三分局,120.7043196,24.139822,十甲里
108.0,臺中市東區樂成里旱溪街23號,1.0,190.0,第三分局," 120.699562",24.140223,樂成里
109.0,臺中市東區樂成里樂業路243號,1.0,991.0,第三分局," 120.699697",24.139267,樂成里
110.0,臺中市東區十甲里十甲路30弄34號,1.0,166.0,第三分局,120.6957722,24.144677,十甲里
111.0,臺中市東區十甲里自由路四段314號,1.0,166.0,第三分局,120.7055151,24.142876,十甲里
112.0,臺中市東區十甲里自由路四段325號,1.0,166.0,第三分局," 120.705428",24.143141,十甲里
113.0,臺中市東區十甲里東英十街34號,1.0,177.0,第三分局," 120.704951",24.143316,十甲里
114.0,臺中市東區十甲里東英十六街45號,1.0,156.0,第三分局," 120.706935",24.146854,十甲里
115.0,臺中市東區東英里精武東路196號,1.0,140.0,第三分局," 120.709981",24.149482,東英里
116.0,臺中市東區東英里十甲東路499號,1.0,172.0,第三分局,120.7072097,24.139116,東英里
117.0,臺中市東區十甲里東英路399號,1.0,157.0,第三分局,120.7054717,24.139512,十甲里
118.0,臺中市東區泉源里樂業路188巷2號,1.0,116.0,第三分局," 120.697387",24.138716,泉源里
119.0,臺中市東區泉源里泉源街27號,1.0,150.0,第三分局," 120.694779",24.139544,泉源里
120.0,臺中市東區干城里福仁街23號,1.0,108.0,第三分局,120.6938714,24.144155,干城里
121.0,臺中市東區干城里南京路129號,1.0,200.0,第三分局," 120.688449",24.140178,干城里
122.0,臺中市東區干城里復興路四段312號,1.0,156.0,第三分局,120.6896640,24.139396,干城里
123.0,臺中市東區干城里南京二街10號,2.0,951.0,第三分局," 120.686971",24.141037,干城里
124.0,臺中市東區東信里振興路280巷85弄51號,1.0,106.0,第三分局," 120.702728",24.129473,東信里
125.0,臺中市東區東信里振興路280巷33號,1.0,100.0,第三分局," 120.701477",24.130629,東信里
126.0,臺中市東區東信里振興路294-3號,1.0,270.0,第三分局,120.7023689,24.131687,東信里
127.0,臺中市東區東信里振興路280巷85弄37號,1.0,117.0,第三分局,120.7024381,24.129387,東信里
128.0,臺中市東區東信里振興路280巷69號,1.0,100.0,第三分局," 120.701558",24.129905,東信里
129.0,臺中市東區東信里振興路280巷31號,1.0,100.0,第三分局," 120.701552",24.130764,東信里
130.0,臺中市東區東信里振興路280巷65號,1.0,100.0,第三分局,120.7016225,24.130045,東信里
131.0,臺中市東區東信里振興路280巷63號,1.0,100.0,第三分局,120.7015828,24.129989,東信里
132.0,臺中市東區東信里振興路280巷61號,1.0,100.0,第三分局," 120.701533",24.130108,東信里
133.0,臺中市東區東信里振興路280巷59號,1.0,100.0,第三分局,120.7015795,24.130119,東信里
134.0,臺中市東區東信里振興路280巷57號,1.0,100.0,第三分局," 120.701647",24.130171,東信里
135.0,臺中市東區東信里振興路280巷51號,1.0,100.0,第三分局,120.7016101,24.130335,東信里
136.0,臺中市東區東信里振興路280巷49號,1.0,100.0,第三分局," 120.701615",24.130416,東信里
137.0,臺中市東區東信里振興路280巷45號,1.0,100.0,第三分局," 120.701666",24.130484,東信里
138.0,臺中市東區東信里振興路280巷43號,1.0,100.0,第三分局," 120.701602",24.130540,東信里
139.0,臺中市東區東信里振興路280巷41號,1.0,100.0,第三分局," 120.701514",24.130530,東信里
140.0,臺中市東區東信里振興路280巷35號,1.0,100.0,第三分局,120.7015598,24.130642,東信里
141.0,臺中市東區東信里振興路280巷10號,1.0,111.0,第三分局," 120.701536",24.131549,東信里
142.0,臺中市東區東信里振興路260號,1.0,111.0,第三分局," 120.700956",24.132031,東信里
143.0,臺中市東區東信里振興路258號,1.0,111.0,第三分局," 120.700984",24.132053,東信里
144.0,臺中市東區東信里振興路256號,1.0,111.0,第三分局," 120.700964",24.132168,東信里
145.0,臺中市東區東信里振興路254號,1.0,111.0,第三分局,120.7006880,24.132333,東信里
146.0,臺中市東區東信里振興路280巷29號,1.0,111.0,第三分局," 120.701581",24.130870,東信里
147.0,臺中市東區干城里自由路三段50號,1.0,166.0,第三分局," 120.687944",24.143070,干城里
148.0,臺中市東區干城里自由路三段276號,1.0,677.0,第三分局,120.6936125,24.142831,干城里
149.0,臺中市東區樂成里育英路50號,1.0,246.0,第三分局,120.6981977,24.136717,樂成里
150.0,臺中市東區樂成里育英路60號,1.0,1562.0,第三分局," 120.698215",24.137341,樂成里
151.0,臺中市東區旱溪里旱溪街23號,1.0,183.0,第三分局," 120.699605",24.140223,旱溪里
152.0,臺中市東區旱溪里旱溪街48號,1.0,208.0,第三分局,120.6977963,24.140607,旱溪里
153.0,臺中市東區東信里東英五街56號,1.0,1122.0,第三分局," 120.703245",24.136557,東信里
154.0,臺中市東區干城里自由路三段30號,1.0,2170.0,第三分局,120.6872184,24.142902,干城里
155.0,臺中市東區東信里旱溪東路一段296號,1.0,1079.0,第三分局,120.700964,24.135020,東信里
156.0,臺中市東區東信里東英路22號,1.0,395.0,第三分局,120.7041240,24.131906,東信里
157.0,臺中市東區東信里旱溪東路一段295號,3.0,1163.0,第三分局," 120.700708",24.135016,東信里
158.0,臺中市東區十甲里自由路四段198號,2.0,698.0,第三分局,120.7024025,24.142816,十甲里
159.0,臺中市東區東信里旱溪東路一段308號,3.0,1550.0,第三分局,120.7011235,24.135871,東信里
160.0,臺中市東區東信里東英路303號,1.0,304.0,第三分局," 120.705104",24.137171,東信里
161.0,臺中市東區東信里振興路254-1號,1.0,111.0,第三分局,120.7006376,24.132241,東信里
162.0,臺中市東區干城里自由路三段1號,3.0,2620.0,第三分局,120.6861590,24.143450,干城里
163.0,"臺中市東區泉源里樂業南路25號 ",2.0,1238.0,第三分局," 120.695220",24.138447,泉源里
164.0,"臺中市東區泉源里樂業南路41號  ",2.0,1136.0,第三分局," 120.695248",24.137905,泉源里
165.0,臺中市東區十甲里十甲路200號,1.0,795.0,第三分局," 120.702790",24.144651,十甲里
166.0,臺中市東區東英里樂業路409號,1.0,990.0,第三分局,120.7058639,24.137642,東英里
167.0,臺中市東區東英里十甲東路662號,1.0,590.0,第三分局,120.7094067,24.145113,東英里
168.0,臺中市東區干城里南京路66號,1.0,3487.0,第三分局," 120.691832",24.140419,干城里
169.0,臺中市東區東英里東英路770號,1.0,543.0,第三分局," 120.706506",24.148665,東英里
170.0,臺中市東區干城里南京路76號,1.0,3077.0,第三分局,120.6897939,24.140824,干城里
171.0,臺中市東區旱溪里東光園路618號,1.0,868.0,第三分局,120.6971395,24.142228,旱溪里
172.0,臺中市東區十甲里東英路589號,1.0,201.0,第三分局," 120.705946",24.144439,十甲里
173.0,臺中市東區樂成里東光園路558號,1.0,444.0,第三分局,120.6971319,24.140018,樂成里
174.0,"臺中市東區泉源里樂業南路190號  ",3.0,1977.0,第三分局," 120.694961",24.135672,泉源里
175.0,臺中市東區干城里公園東路102號,1.0,1713.0,第三分局,120.6878191,24.141659,干城里
176.0,臺中市東區東信里振興路435之1號,1.0,223.0,第三分局," 120.705197",24.130813,東信里
177.0,臺中市東區東英里東英11街75號,2.0,1370.0,第三分局," 120.707733",24.144198,東英里
178.0,臺中市東區樂成里樂業路208號,2.0,2305.0,第三分局," 120.698268",24.139003,樂成里
179.0,臺中市東區十甲里自由路4段267號,2.0,913.0,第三分局," 120.704244",24.143116,十甲里
180.0,臺中市東區十甲里自由路四段263號,2.0,905.0,第三分局," 120.704051",24.143076,十甲里
181.0,臺中市南區國光里仁和路121巷4號,1.0,148.0,第三分局,120.6797392,24.126964,國光里
182.0,臺中市南區國光里合作街111號,1.0,106.0,第三分局," 120.682683",24.127539,國光里
183.0,臺中市南區國光里合作街115號,1.0,355.0,第三分局," 120.682848",24.127346,國光里
184.0,臺中市南區國光里仁和路225巷2號,1.0,102.0,第三分局,120.6817271,24.126960,國光里
185.0,臺中市南區積善里復新街75號,1.0,355.0,第三分局," 120.676844",24.124959,積善里
186.0,臺中市南區積善里學府路69巷6號,1.0,250.0,第三分局," 120.675050",24.126087,積善里
187.0,臺中市南區積善里復新街87巷6號,1.0,333.0,第三分局," 120.676544",24.124723,積善里
188.0,臺中市南區積善里復新街49號,1.0,183.0,第三分局," 120.677240",24.125010,積善里
189.0,臺中市南區積善里仁義街134號,1.0,245.0,第三分局,120.6739770,24.125972,積善里
190.0,臺中市南區積善里復新街83號,1.0,116.0,第三分局," 120.676545",24.125034,積善里
191.0,臺中市南區積善里建成路1675號,1.0,136.0,第三分局,120.6739338,24.126513,積善里
192.0,臺中市南區積善里復新街69號,1.0,233.0,第三分局," 120.677000",24.124951,積善里
193.0,臺中市南區長春里民生路5號,1.0,150.0,第三分局," 120.680529",24.134037,長春里
194.0,臺中市南區長春里民生路9巷7號,1.0,110.0,第三分局," 120.680433",24.133995,長春里
195.0,臺中市南區長春里民生路9巷24號,1.0,128.0,第三分局,120.6801275,24.134069,長春里
196.0,臺中市南區長春里民生路23巷14號,1.0,260.0,第三分局," 120.679662",24.134158,長春里
197.0,臺中市南區長春里合作街1-3號,1.0,178.0,第三分局," 120.679757",24.133692,長春里
198.0,臺中市南區城隍里合作街60號,1.0,453.0,第三分局,120.681136,24.130436,城隍里
199.0,臺中市南區城隍里正義街109號,1.0,125.0,第三分局," 120.680081",24.130275,城隍里
200.0,臺中市南區城隍里台中路134號,1.0,208.0,第三分局,120.6840850,24.132026,城隍里
201.0,臺中市南區城隍里忠孝路195巷10號,1.0,108.0,第三分局," 120.683886",24.131530,城隍里
202.0,臺中市南區城隍里正氣街17號,1.0,100.0,第三分局," 120.682398",24.130827,城隍里
203.0,臺中市南區城隍里台中路136號,1.0,531.0,第三分局,120.684189,24.131774,城隍里
204.0,臺中市南區城隍里信義南街40-1號,1.0,133.0,第三分局,120.6722261,24.126990,城隍里
205.0,臺中市南區城隍里合作街13巷7號,1.0,338.0,第三分局,120.6816622,24.130817,城隍里
206.0,臺中市南區城隍里合作街15巷9號,1.0,158.0,第三分局," 120.681318",24.130290,城隍里
207.0,臺中市南區城隍里正氣街8號,1.0,142.0,第三分局," 120.682064",24.131131,城隍里
208.0,臺中市南區城隍里正氣街12號,1.0,166.0,第三分局,120.6819116,24.130971,城隍里
209.0,臺中市南區城隍里正氣街16號,1.0,108.0,第三分局," 120.682066",24.130870,城隍里
210.0,臺中市南區長榮里國光路88號,1.0,125.0,第三分局," 120.677122",24.130500,長榮里
211.0,臺中市南區長榮里國光路2號,1.0,1041.0,第三分局,120.676197,24.132574,長榮里
212.0,臺中市南區長榮里國光路22巷42號,1.0,108.0,第三分局," 120.675661",24.132062,長榮里
213.0,臺中市南區長榮里愛國街55號,1.0,166.0,第三分局,120.676628,24.130623,長榮里
214.0,臺中市南區城隍里正義街140號,1.0,103.0,第三分局," 120.680237",24.129647,城隍里
215.0,臺中市南區城隍里正義街144號,1.0,103.0,第三分局,120.6803010,24.129630,城隍里
216.0,臺中市南區城隍里正義街134號,1.0,295.0,第三分局," 120.680142",24.129744,城隍里
217.0,臺中市南區城隍里忠孝路109巷4號,1.0,206.0,第三分局,120.6787412,24.128633,城隍里
218.0,臺中市南區城隍里建成路1160號,1.0,555.0,第三分局," 120.680862",24.128218,城隍里
219.0,臺中市南區長榮里有恆街72號,1.0,174.0,第三分局,120.6761936,24.129985,長榮里
220.0,臺中市南區長榮里信義南街202號,1.0,308.0,第三分局," 120.675865",24.128722,長榮里
221.0,臺中市南區長榮里信義南街131號,1.0,175.0,第三分局,120.6752369,24.128631,長榮里
222.0,臺中市南區長榮里愛國街24號,1.0,200.0,第三分局,120.6757799,24.130024,長榮里
223.0,臺中市南區長春里民意街11號,1.0,250.0,第三分局," 120.682399",24.133872,長春里
224.0,臺中市南區長春里愛國街123號,1.0,124.0,第三分局,120.6796258,24.131826,長春里
225.0,臺中市南區長春里台中路102號,1.0,166.0,第三分局," 120.683478",24.133229,長春里
226.0,臺中市南區新榮里復興路三段111巷1號,1.0,795.0,第三分局,120.6717244,24.130265,新榮里
227.0,臺中市南區新榮里復興路三段147號,1.0,244.0,第三分局," 120.673064",24.130667,新榮里
228.0,臺中市南區新榮里復興路三段157號,1.0,362.0,第三分局,120.6734787,24.130837,新榮里
229.0,臺中市南區新榮里學府路197號,1.0,133.0,第三分局," 120.673997",24.129788,新榮里
230.0,臺中市南區新榮里學府路199號,1.0,133.0,第三分局," 120.674018",24.129759,新榮里
231.0,臺中市南區城隍里台中路166號,1.0,193.0,第三分局," 120.684516",24.131128,城隍里
232.0,臺中市南區城隍里台中路146巷11號,1.0,118.0,第三分局,120.6840694,24.131788,城隍里
233.0,臺中市南區城隍里台中路146巷13號,1.0,118.0,第三分局," 120.683962",24.131846,城隍里
234.0,臺中市南區長榮里愛國街88巷1號,1.0,100.0,第三分局,120.6789204,24.131064,長榮里
235.0,臺中市南區長春里愛國街88巷38號,1.0,166.0,第三分局," 120.678351",24.130478,長春里
236.0,臺中市南區長春里濟世街73號,1.0,136.0,第三分局," 120.678592",24.131064,長春里
237.0,臺中市南區長春里濟世街71號,1.0,200.0,第三分局,120.6784475,24.131152,長春里
238.0,臺中市南區長春里復興路三段312巷32號,1.0,113.0,第三分局,120.6785078,24.131939,長春里
239.0,臺中市南區長春里愛國街84號,1.0,100.0,第三分局," 120.678534",24.131175,長春里
240.0,臺中市南區國光里建成路1107號,1.0,216.0,第三分局,120.6823631,24.128314,國光里
241.0,臺中市南區南門里南門路59巷11號,1.0,100.0,第三分局,120.6811903,24.119782,南門里
242.0,臺中市南區南門里南門路59巷21號,1.0,116.0,第三分局," 120.681404",24.122133,南門里
243.0,臺中市南區南門里南門路59巷230號,1.0,812.0,第三分局,120.6811334,24.122423,南門里
244.0,臺中市南區南門里南門路59巷67號,1.0,100.0,第三分局," 120.681221",24.119748,南門里
245.0,臺中市南區南門里南門路59巷81號,1.0,283.0,第三分局,120.6811788,24.119425,南門里
246.0,臺中市南區長榮里國光路76號,1.0,318.0,第三分局,120.676841,24.130963,長榮里
247.0,臺中市南區長榮里國光路102號,1.0,100.0,第三分局," 120.677245",24.130099,長榮里
248.0,臺中市南區長榮里國光路64號,1.0,192.0,第三分局," 120.676848",24.131235,長榮里
249.0,臺中市南區積善里學府路57號,1.0,409.0,第三分局," 120.675068",24.125079,積善里
250.0,臺中市南區積善里仁義街137號,1.0,620.0,第三分局,120.6738536,24.125589,積善里
251.0,臺中市南區積善里永東街65號,1.0,156.0,第三分局," 120.673948",24.124789,積善里
252.0,臺中市南區積善里仁義街133號,1.0,208.0,第三分局," 120.673947",24.125735,積善里
253.0,臺中市南區積善里復新街73號,1.0,155.0,第三分局,120.6768311,24.124924,積善里
254.0,臺中市南區積善里復新街87巷123號,1.0,271.0,第三分局," 120.676350",24.124457,積善里
255.0,臺中市南區德義里建成路1526號,1.0,100.0,第三分局,120.6782069,24.127173,德義里
256.0,臺中市南區德義里建成路1528號,1.0,100.0,第三分局," 120.678040",24.127140,德義里
257.0,臺中市南區德義里建成路1530號,1.0,100.0,第三分局,120.6780669,24.127093,德義里
258.0,臺中市南區德義里建成路1532號,1.0,100.0,第三分局," 120.678051",24.127041,德義里
259.0,臺中市南區德義里忠孝路66巷2號,1.0,1229.0,第三分局,120.677051,24.127502,德義里
260.0,臺中市南區德義里建成路89號,1.0,300.0,第三分局," 120.695976",24.141122,德義里
261.0,臺中市南區德義里仁義街76號,1.0,1061.0,第三分局," 120.675887",24.126005,德義里
262.0,臺中市南區德義里建成路1567號,1.0,312.0,第三分局," 120.677438",24.126458,德義里
263.0,臺中市南區德義里仁義街62號,1.0,305.0,第三分局,120.6771473,24.125983,德義里
264.0,臺中市南區德義里國光路134巷12號,1.0,225.0,第三分局," 120.677414",24.128979,德義里
265.0,臺中市南區德義里國光路134巷13號,1.0,192.0,第三分局,120.6773877,24.128917,德義里
266.0,臺中市南區城隍里合作街17巷6號,1.0,107.0,第三分局,120.6816642,24.129963,城隍里
267.0,臺中市南區城隍里合作街31號,1.0,282.0,第三分局," 120.682023",24.129351,城隍里
268.0,臺中市南區德義里忠孝路83-4號,1.0,100.0,第三分局," 120.677254",24.127937,德義里
269.0,臺中市南區德義里有恆街154巷12-3號,1.0,260.0,第三分局," 120.676716",24.128114,德義里
270.0,臺中市南區南門里國光路295號,1.0,2841.0,第三分局," 120.679787",24.123052,南門里
271.0,臺中市南區南門里國光路365巷3號,1.0,300.0,第三分局,120.6796961,24.121004,南門里
272.0,臺中市南區南門里合作街301巷4號,1.0,333.0,第三分局,120.6828035,24.123547,南門里
273.0,臺中市南區南門里合作街326號,1.0,709.0,第三分局,120.6824105,24.123211,南門里
274.0,臺中市南區南門里興大路123號,1.0,747.0,第三分局,120.6802602,24.123879,南門里
275.0,臺中市南區江川里永和街148號,1.0,108.0,第三分局," 120.670586",24.125040,江川里
276.0,臺中市南區江川里永和街152號,1.0,108.0,第三分局,120.6707673,24.125068,江川里
277.0,臺中市南區江川里永和街156巷1號,1.0,208.0,第三分局," 120.671088",24.125126,江川里
278.0,臺中市南區江川里永和街156巷7號,1.0,133.0,第三分局," 120.670962",24.124981,江川里
279.0,臺中市南區江川里永和街156巷12號,1.0,308.0,第三分局," 120.670686",24.124755,江川里
280.0,臺中市南區江川里永和街156巷16號,1.0,308.0,第三分局,120.6706868,24.124795,江川里
281.0,臺中市南區江川里五權南路264巷3號,1.0,500.0,第三分局,120.6704988,24.123917,江川里
