編號,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,村里別
563.0,臺中市南區工學里復興路一段401號,1.0,216.0,第三分局," 120.655949",24.116200,工學里
564.0,臺中市南區工學里工學路155巷17號,1.0,116.0,第三分局,120.6594139,24.115590,工學里
565.0,臺中市南區工學里工學路165號,1.0,100.0,第三分局," 120.659190",24.116982,工學里
566.0,臺中市南區工學里工學路167號,1.0,100.0,第三分局," 120.658966",24.117109,工學里
567.0,臺中市南區工學里工學北路153號,1.0,4479.0,第三分局," 120.658730",24.116891,工學里
568.0,臺中市南區工學里大慶街一段123號,1.0,351.0,第三分局," 120.657474",24.114087,工學里
569.0,臺中市南區樹義里樹義五巷137弄53號,1.0,876.0,第三分局,120.6550831,24.110731,樹義里
570.0,臺中市南區工學里大慶街一段82號,1.0,475.0,第三分局," 120.659157",24.114284,工學里
571.0,臺中市南區樹義里福田二街23號,1.0,417.0,第三分局," 120.659924",24.108854,樹義里
572.0,臺中市南區工學里大慶街一段75巷236號,1.0,651.0,第三分局,120.6593900,24.114111,工學里
573.0,臺中市南區樹義里大慶街一段75巷52號,1.0,138.0,第三分局," 120.658160",24.112162,樹義里
574.0,臺中市南區工學里高工路89號,2.0,527.0,第三分局," 120.658254",24.113549,工學里
575.0,臺中市南區樹義里高工路50號,1.0,296.0,第三分局,120.6583380,24.113267,樹義里
576.0,臺中市南區樹義里大慶街一段261號,1.0,333.0,第三分局," 120.654899",24.113637,樹義里
577.0,臺中市南區樹義里大慶街一段244號,1.0,158.0,第三分局," 120.655619",24.113917,樹義里
578.0,臺中市南區樹德里大慶街二段28號,1.0,263.0,第三分局,120.6509152,24.115777,樹德里
579.0,臺中市南區樹義里復興路一段439號,1.0,1090.0,第三分局," 120.657000",24.116976,樹義里
580.0,臺中市南區樹德里德吉街301號,1.0,1871.0,第三分局,120.6547930,24.118155,樹德里
581.0,臺中市南區崇倫里西川一路139號,1.0,813.0,第三分局," 120.655913",24.128498,崇倫里
582.0,臺中市南區西川里西川一路139號,1.0,813.0,第三分局," 120.655913",24.128498,西川里
583.0,臺中市南區樹義里樹義五巷137弄69號,1.0,874.0,第三分局," 120.655804",24.110530,樹義里
584.0,臺中市南區樹義里文心南路745號,1.0,2306.0,第三分局,120.6564293,24.113888,樹義里
585.0,臺中市南區樹義里樹義一巷26號,1.0,390.0,第三分局," 120.657282",24.119533,樹義里
586.0,臺中市南區工學里文心南十路197號,1.0,804.0,第三分局,120.657206,24.118086,工學里
587.0,臺中市南區樹義里樹義五巷26號,1.0,300.0,第三分局," 120.655981",24.112519,樹義里
588.0,臺中市南區西川里南屯路一段243號,1.0,1144.0,第三分局," 120.657046",24.133927,西川里
589.0,臺中市南區樹義里樹義六巷75號,1.0,2745.0,第三分局," 120.652073",24.109897,樹義里
590.0,臺中市南區樹德里復興路一段207巷17號,3.0,1932.0,第三分局," 120.648786",24.112763,樹德里
591.0,臺中市南區樹德里東興路一段27號,3.0,1932.0,第三分局," 120.656327",24.119859,樹德里
592.0,臺中市南區西川里忠明南路653號,1.0,365.0,第三分局," 120.657498",24.132064,西川里
593.0,臺中市南區樹德里東興路一段83號,1.0,760.0,第三分局,120.6547569,24.121116,樹德里
594.0,臺中市南區樹義里福田路11號,1.0,1356.0,第三分局,120.6573426,24.111686,樹義里
595.0,臺中市南區樹德里德富路145巷2號,1.0,760.0,第三分局," 120.655251",24.119555,樹德里
596.0,臺中市南區樹德里德富路122號,1.0,2213.0,第三分局," 120.654758",24.119479,樹德里
597.0,臺中市南區樹德里德祥街9號,1.0,986.0,第三分局,120.6543573,24.121270,樹德里
598.0,臺中市南區樹德里建國南路一段155號,1.0,4365.0,第三分局," 120.653284",24.122044,樹德里
599.0,臺中市南區樹德里德富路85號,1.0,488.0,第三分局,120.6543420,24.120341,樹德里
600.0,臺中市南區樹義里福田三街161號,1.0,507.0,第三分局,120.6558024,24.111102,樹義里
601.0,臺中市南區西川里忠明南路582之1號,3.0,2134.0,第三分局,120.6570507,24.130693,西川里
602.0,臺中市南區崇倫里三民西路333號,1.0,2567.0,第三分局," 120.656574",24.129893,崇倫里
603.0,臺中市南區樹義里復興路一段319號,1.0,986.0,第三分局," 120.653678",24.114271,樹義里
604.0,臺中市南區崇倫里三民西路299號,1.0,816.0,第三分局," 120.657953",24.129992,崇倫里
605.0,臺中市南區工學里德富路220號,4.0,850.0,第三分局," 120.656160",24.117644,工學里
606.0,臺中市南區工學里文心南路888號,3.0,3288.0,第三分局," 120.659619",24.111706,工學里
607.0,臺中市南區工學里復興路一段380號,2.0,217.0,第三分局," 120.656392",24.115858,工學里
608.0,臺中市南區樹德里復興北路338號,1.0,1342.0,第三分局,120.6547107,24.120016,樹德里
609.0,臺中市南區崇倫里復興北路522號,1.0,188.0,第三分局,120.6497493,24.115838,崇倫里
610.0,臺中市南區工學里工學六街110號,1.0,827.0,第三分局,120.660457,24.115819,工學里
611.0,臺中市南區樹義里樹義路268號,1.0,621.0,第三分局," 120.653012",24.108403,樹義里
612.0,臺中市南區樹義里文心南路811號,1.0,2697.0,第三分局," 120.657162",24.113079,樹義里
613.0,臺中市南區工學里東興路一段13號,3.0,314.0,第三分局," 120.656675",24.119210,工學里
614.0,臺中市南區樹德里德富路30號,1.0,1227.0,第三分局,120.6531437,24.121024,樹德里
615.0,臺中市南區樹義里福田一街189號,1.0,819.0,第三分局," 120.652260",24.108033,樹義里
616.0,臺中市南區樹德里復興北路801巷68號,1.0,2265.0,第三分局,120.6479976,24.112836,樹德里
617.0,臺中市南區工學里復興路一段438號,1.0,191.0,第三分局," 120.657307",24.116801,工學里
618.0,臺中市南區樹義里福田一街201號,1.0,1001.0,第三分局," 120.651643",24.107851,樹義里
619.0,臺中市南區樹義里福田一街59號,3.0,728.0,第三分局,120.656309,24.108204,樹義里
620.0,臺中市南區樹義里樹義五巷7號,1.0,121.0,第三分局," 120.656008",24.112856,樹義里
621.0,臺中市南區工學里東興路一段5號,3.0,314.0,第三分局,120.6575689,24.118305,工學里
622.0,臺中市南區樹義里福田三街269號,1.0,499.0,第三分局," 120.654964",24.111073,樹義里
623.0,臺中市南區工學里復興路一段380號,2.0,217.0,第三分局," 120.656371",24.115917,工學里
624.0,臺中市南區樹德里建國北路一段110號,3.0,4470.0,第三分局," 120.651070",24.121337,樹德里
625.0,臺中市南區樹義里福田三街272號,3.0,731.0,第三分局,120.6552860,24.111542,樹義里
626.0,臺中市南區樹德里德祥街51號,1.0,967.0,第三分局,120.6535606,24.120699,樹德里
627.0,臺中市東區東英里旱溪街400號,1.0,806.0,第三分局," 120.706894",24.140559,東英里
628.0,臺中市南區福順里16鄰復興路二段108之2號,1.0,378.0,第三分局," 120.663323",24.124004,福順里
629.0,臺中市南區福興里20鄰南平路236號,2.0,1229.0,第三分局," 120.666773",24.124334,福興里
630.0,臺中市南區福平里04鄰復興路二段177號,1.0,138.0,第三分局," 120.666115",24.127774,福平里
631.0,臺中市南區福順里14鄰美村路二段180號,2.0,1579.0,第三分局," 120.663014",24.125929,福順里
632.0,臺中市南區福興里22鄰福東街68號,1.0,1295.0,第三分局," 120.667864",24.126310,福興里
633.0,臺中市南區福順里16鄰美村路二段212號,1.0,125.0,第三分局," 120.664391",24.124705,福順里
634.0,臺中市南區福順里25鄰忠明南路821號,1.0,3181.0,第三分局,120.6615053,24.122257,福順里
635.0,臺中市南區永和里25鄰高工路456號,2.0,902.0,第三分局," 120.668985",24.114740,永和里
636.0,臺中市南區和平里12鄰東興路一段20號,4.0,2178.0,第三分局,120.6577994,24.119541,和平里
637.0,臺中市南區永和里11鄰五權南路649號,1.0,442.0,第三分局,120.6697076,24.114708,永和里
638.0,臺中市南區福順里11鄰忠明南路797號,3.0,638.0,第三分局," 120.661204",24.122964,福順里
639.0,臺中市南區福順里7鄰建國南路二段59號,3.0,747.0,第三分局," 120.661423",24.126652,福順里
640.0,臺中市南區福順里16鄰復興路2段106之3號,3.0,814.0,第三分局," 120.662875",24.123548,福順里
641.0,臺中市南區永和里11鄰高工路480號,3.0,1299.0,第三分局," 120.669138",24.114742,永和里
642.0,臺中市南區永興里8鄰高工一街55-1號,2.0,678.0,第三分局," 120.660586",24.112735,永興里
643.0,臺中市南區福興里15鄰南平路296號,1.0,729.0,第三分局,120.6680849,24.125291,福興里
644.0,"臺中市南區和平里南平路 31之2號",1.0,677.0,第三分局," 120.661024",24.120108,和平里
645.0,臺中市南區平和里忠明南路939號,1.0,128.0,第三分局,120.666024,24.119497,平和里
646.0,臺中市南區福順里16鄰復興路二段108之2號,3.0,378.0,第三分局,120.663355,24.124024,福順里
647.0,臺中市東區東信里04鄰振興路296巷86號,1.0,95.0,第三分局," 120.702351",24.131101,東信里
648.0,臺中市東區干城里11鄰自由路三段10號,3.0,2620.0,第三分局,120.686428,24.143157,干城里
649.0,臺中市東區樂成里3鄰東光園路566號,3.0,552.0,第三分局," 120.697208",24.140111,樂成里
650.0,臺中市東區干城里21鄰公園東路128號,5.0,2108.0,第三分局,120.6875151,24.141684,干城里
651.0,臺中市東區泉源里15鄰樂業路60號,1.0,1395.0,第三分局," 120.693811",24.138140,泉源里
652.0,臺中市東區十甲里16鄰自由路4段267號,2.0,913.0,第三分局," 120.704255",24.143106,十甲里
653.0,臺中市東區東英里1鄰東英17街57號,4.0,2631.0,第三分局,120.7074661,24.148729,東英里
654.0,臺中市東區東英里14鄰旱溪街400號,3.0,806.0,第三分局,120.7068729,24.140568,東英里
655.0,臺中市東區旱溪里自由路三段296號,1.0,347.0,第三分局," 120.694843",24.142803,旱溪里
656.0,臺中市南區長榮里24鄰公理街70號,1.0,113.0,第三分局," 120.675196",24.129516,長榮里
657.0,臺中市南區新榮里28鄰學府路135巷5號,1.0,2889.0,第三分局," 120.673829",24.128386,新榮里
658.0,臺中市南區新榮里1鄰台中路76號,1.0,222.0,第三分局," 120.683066",24.134064,新榮里
659.0,臺中市南區城隍里21鄰忠孝路161之5號,2.0,854.0,第三分局," 120.682405",24.130165,城隍里
660.0,臺中市南區南門里31鄰興大路61號,3.0,1290.0,第三分局,120.6819070,24.123868,南門里
661.0,臺中市南區新榮里復興路3段194巷7號,1.0,729.0,第三分局,120.6751911,24.130684,新榮里
662.0,臺中市南區德義里22鄰學府路121號,1.0,347.0,第三分局,120.6746073,24.127723,德義里
663.0,臺中市南區城隍里11鄰正義街118巷2號,4.0,938.0,第三分局," 120.678734",24.129612,城隍里
664.0,臺中市南區新榮里6鄰公理街53號,1.0,222.0,第三分局," 120.675041",24.129883,新榮里
665.0,臺中市南區德義里5鄰建成路1581號,1.0,213.0,第三分局," 120.676914",24.126495,德義里
666.0,臺中市東區東興里05鄰立德街222號,1.0,1130.0,第三分局," 120.688490",24.130221,東興里
667.0,臺中市東區東興里04鄰台中路283號,1.0,458.0,第三分局," 120.685113",24.128894,東興里
668.0,臺中市東區東興里04鄰台中路261號,1.0,108.0,第三分局,120.6852708,24.129348,東興里
669.0,臺中市東區新庄里06鄰大公街16號,1.0,156.0,第三分局," 120.684905",24.134762,新庄里
670.0,臺中市東區新庄里12鄰台中路85號,2.0,126.0,第三分局," 120.683623",24.133947,新庄里
671.0,臺中市東區新庄里28鄰復興路四段186號,6.0,5799.0,第三分局,120.6877155,24.135948,新庄里
672.0,臺中市東區東門里26鄰東門路120號,2.0,1802.0,第三分局," 120.699170",24.127370,東門里
673.0,臺中市東區東南里10鄰東光路192號,1.0,91.0,第三分局," 120.698257",24.149054,東南里
674.0,臺中市東區東南里04鄰精武路1號,1.0,88.0,第三分局," 120.699240",24.147167,東南里
675.0,臺中市東區東勢里07鄰精武路113巷19號,1.0,259.0,第三分局,120.6933055,24.147972,東勢里
676.0,臺中市東區東勢里19鄰進化路197號,1.0,258.0,第三分局," 120.694167",24.148657,東勢里
677.0,臺中市東區東南里11鄰進化路168巷26號,1.0,133.0,第三分局,120.6957463,24.146546,東南里
678.0,臺中市東區東勢里52鄰進化北路223號,1.0,1136.0,第三分局," 120.684560",24.163211,東勢里
679.0,臺中市東區東勢里13鄰進化路203號,3.0,777.0,第三分局," 120.694293",24.149258,東勢里
680.0,臺中市南區樹義里27鄰大慶街一段261號,1.0,140.0,第三分局," 120.654953",24.113686,樹義里
681.0,臺中市南區工學里25鄰工學路139巷4-1號,1.0,166.0,第三分局,120.6598932,24.116430,工學里
682.0,臺中市南區工學里13鄰高工路89號,1.0,527.0,第三分局," 120.658222",24.113578,工學里
683.0,臺中市南區樹義里23鄰復興路一段359號,1.0,7143.0,第三分局," 120.654196",24.115105,樹義里
684.0,臺中市南區樹德里11鄰德富路80號,1.0,2414.0,第三分局," 120.653972",24.120386,樹德里
685.0,臺中市南區崇倫里3三民西路285號之1,3.0,645.0,第三分局,120.6582628,24.129883,崇倫里
686.0,臺中市南區崇倫里18鄰建國南路一段259號,2.0,611.0,第三分局," 120.658446",24.125318,崇倫里
687.0,臺中市南區工學里24鄰工學路161號,3.0,912.0,第三分局," 120.659155",24.116972,工學里
688.0,臺中市南區樹德里11鄰文心南路568號,2.0,1120.0,第三分局,120.6521454,24.119105,樹德里
689.0,臺中市南區樹義里25鄰復興北路566號,1.0,513.0,第三分局," 120.648587",24.115053,樹義里
690.0,臺中市南區樹義里21鄰大慶街一段257號,3.0,1570.0,第三分局,120.6554350,24.113655,樹義里
691.0,臺中市南區西川里復興路二段11號,3.0,502.0,第三分局," 120.658593",24.118367,西川里
692.0,臺中市東區泉源里16鄰進德路600號,2.0,20416.0,第三分局,120.692476,24.1359612,泉源里
693.0,臺中市南區新榮里11鄰學府路147巷31號,2.0,2139.55,第三分局,120.6731837,24.128908,新榮里
694.0,臺中市南區和平里11鄰復興路二段71巷16號,2.0,3844.0,第三分局,120.659819,24.1227375,和平里
695.0,臺中市南區新榮里3鄰復興路三段122之6號,1.0,1729.0,第三分局,120.672472,24.1301352,新榮里
696.0,臺中市東區干城里3鄰福智街35號,3.0,2340.0,第三分局,120.693075,24.142291,干城里
697.0,臺中市南區福平里22鄰三民西路275號,1.0,1334.0,第三分局,120.66015,24.130124,福平里
698.0,臺中市東區樂成里4鄰東光園路460號,3.0,3390.0,第三分局,120.697118,24.1369263,樂成里
699.0,臺中市東區東南里4鄰東光路146號,3.0,6954.92,第三分局,120.699351,24.1581208,東南里
700.0,臺中市東區富仁里19鄰自由二街85號,4.0,7261.57,第三分局,120.687552,24.1451596,富仁里
701.0,臺中市東區新庄里23鄰和平街220號,1.0,204.31,第三分局,120.688802,24.1355191,新庄里
702.0,臺中市南區樹義里11鄰建國南路一段128號,1.0,2800.52,第三分局,120.6515885,24.1210063,樹義里
703.0,臺中市南區樹義里25鄰福田一街156號,1.0,2557.06,第三分局,120.653811,24.1082024,樹義里
704.0,臺中市東區干城里7鄰進德路196號,1.0,388.86,第三分局,120.6924569,24.142359,干城里
705.0,臺中市東區十甲里14鄰東英七街37號,1.0,1024.39,第三分局,120.7037528,24.1413838,十甲里
706.0,臺中市東區東英里23鄰德興一街50號,1.0,1766.34,第三分局,120.7081049,24.1371052,東英里
707.0,臺中市東區東門里15鄰建功街207號,1.0,242.02,第三分局,120.6961496,24.1305972,東門里
