編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,"unnamed (1)"
654.0,何明里,臺中市西屯區何明里太原路一段199號,1.0,282.0,第六分局,"120.661023 ","24.162780 ",
655.0,何明里,臺中市西屯區何明里西屯路二段35號,1.0,92.0,第六分局,"120.660461 ","24.164013 ",
656.0,何明里,臺中市西屯區何明里大弘五街23號,1.0,237.0,第六分局,"120.661053 ","24.163689 ",
657.0,何明里,臺中市西屯區何明里大弘四街23號,1.0,111.0,第六分局,"120.660310 ","24.163266 ",
658.0,大福里,臺中市西屯區大福里中清西二街79號,1.0,491.0,第六分局,"120.666273 ","24.175217 ",
659.0,大福里,臺中市西屯區大福里長安路二段201號,1.0,311.0,第六分局,"120.665965 ","24.174772 ",
660.0,大福里,臺中市西屯區大福里長安路二段219號,1.0,94.0,第六分局,"120.666051 ","24.174515 ",
661.0,大福里,臺中市西屯區大福里長安路二段221號,1.0,88.0,第六分局,"120.666113 ","24.174555 ",
662.0,大福里,臺中市西屯區大福里長安路二段223號,1.0,55.0,第六分局,"120.666180 ","24.174610 ",
663.0,大福里,臺中市西屯區大福里長安路二段229號,1.0,195.0,第六分局,"120.666248 ","24.174828 ",
664.0,大福里,臺中市西屯區大福里長安路二段243號,1.0,98.0,第六分局,"120.665845 ","24.175015 ",
665.0,大福里,臺中市西屯區大福里長安路二段257號,1.0,1212.0,第六分局,"120.666390 ","24.174858 ",
666.0,大福里,臺中市西屯區大福里長安路二段70巷95號,1.0,247.0,第六分局,"120.666192 ","24.174340 ",
667.0,大福里,臺中市西屯區大福里長安路二段70巷101號,1.0,167.0,第六分局,"120.666192 ","24.174340 ",
668.0,大福里,臺中市西屯區大福里長安路二段122巷10號,1.0,171.0,第六分局,"120.666206 ","24.173715 ",
669.0,大福里,臺中市西屯區大福里福上巷中泰三弄35號,1.0,355.0,第六分局,"120.653248 ","24.175860 ",
670.0,大河里,臺中市西屯區大河里河南路二段74巷13弄2號,1.0,314.0,第六分局,"120.660641 ","24.174947 ",
671.0,大河里,臺中市西屯區大河里河南路二段74巷13弄2號之1,1.0,314.0,第六分局,"120.660595 ","24.174952 ",
672.0,大河里,臺中市西屯區大河里河南路二段74巷13弄6號,1.0,314.0,第六分局,"120.660687 ","24.174942 ",
673.0,大河里,臺中市西屯區大河里河南路二段74巷13弄9號,1.0,314.0,第六分局,"120.660777 ","24.175118 ",
674.0,大河里,臺中市西屯區大河里河南路二段74巷13弄10號,1.0,314.0,第六分局,"120.660788 ","24.174928 ",
675.0,大河里,臺中市西屯區大河里河南路二段74巷13弄11號,1.0,314.0,第六分局,"120.660831 ","24.175111 ",
676.0,大河里,臺中市西屯區大河里河南路二段74巷13弄12號,1.0,314.0,第六分局,"120.660842 ","24.174923 ",
677.0,大河里,臺中市西屯區大河里河南路二段74巷13弄15號,1.0,314.0,第六分局,"120.660933 ","24.175098 ",
678.0,大河里,臺中市西屯區大河里河南路二段74巷13弄17號,1.0,314.0,第六分局,"120.660987 ","24.175091 ",
679.0,大河里,臺中市西屯區大河里河南路二段74巷13弄18號,1.0,314.0,第六分局,"120.661016 ","24.174903 ",
680.0,大河里,臺中市西屯區大河里河南路二段74巷13弄19號,1.0,314.0,第六分局,"120.661041 ","24.175086 ",
681.0,大鵬里,臺中市西屯區大鵬里福上巷大豐20弄11號,1.0,166.0,第六分局,"120.653155 ","24.175691 ",
682.0,大鵬里,臺中市西屯區大鵬里福上巷大豐20弄7號,1.0,166.0,第六分局,"120.653155 ","24.175691 ",
683.0,大鵬里,臺中市西屯區大鵬里福上巷大豐20弄8號,1.0,166.0,第六分局,"120.653155 ","24.175691 ",
684.0,何安里,臺中市西屯區何安里四川路128號之1,1.0,255.0,第六分局,"120.653716 ","24.162607 ",
685.0,何安里,臺中市西屯區何安里何厝街71號,1.0,166.0,第六分局,"120.655259 ","24.162862 ",
686.0,何安里,臺中市西屯區何安里重慶路72號,1.0,155.0,第六分局,"120.654937 ","24.163682 ",
687.0,何安里,臺中市西屯區何安里四川路120巷25號,1.0,200.0,第六分局,"120.653060 ","24.162089 ",
688.0,何安里,臺中市西屯區何安里四川路120巷20號,1.0,211.0,第六分局,"120.652908 ","24.162254 ",
689.0,何安里,臺中市西屯區何安里四川五街6號,1.0,255.0,第六分局,"120.652518 ","24.162410 ",
690.0,大鵬里,臺中市西屯區大鵬里中平路268號,1.0,666.0,第六分局,"120.665396 ","24.178124 ",
691.0,大鵬里,臺中市西屯區大鵬里中泰五弄2號之22,1.0,341.0,第六分局,"120.652933 ","24.174747 ",
692.0,大鵬里,臺中市西屯區大鵬里中清西二街115號,1.0,620.0,第六分局,"120.665287 ","24.175533 ",
693.0,大鵬里,臺中市西屯區大鵬里中平路220號,1.0,348.0,第六分局,"120.663756 ","24.176116 ",
694.0,大河里,臺中市西屯區大河里長安路一段140號,1.0,84.0,第六分局,"120.658323 ","24.171392 ",
695.0,大河里,臺中市西屯區大河里長安路一段228號,1.0,96.0,第六分局,"120.660549 ","24.172146 ",
696.0,大河里,臺中市西屯區大河里河南路二段78號,1.0,507.0,第六分局,"120.659964 ","24.175053 ",
697.0,大河里,臺中市西屯區大河里永輝路75巷10號,1.0,266.0,第六分局,"120.656903 ","24.173079 ",
698.0,大河里,臺中市西屯區市大河里長安路一段67號,1.0,100.0,第六分局,"120.657398 ","24.171493 ",
699.0,大河里,臺中市西屯區大河里長安路一段160號,1.0,112.0,第六分局,"120.659778 ","24.171832 ",
700.0,大河里,臺中市西屯區大河里甘河路79號,1.0,278.0,第六分局,"120.658215 ","24.174506 ",
701.0,大鵬里,臺中市西屯區大鵬里文心路三段219號,1.0,333.0,第六分局,"120.661833 ","24.172276 ",
702.0,大河里,臺中市西屯區大河里長安路一段75號,1.0,167.0,第六分局,"120.657894 ","24.171620 ",
703.0,大河里,臺中市西屯區大河里福上巷98號,1.0,133.0,第六分局,"120.657343 ","24.175898 ",
704.0,大河里,臺中市西屯區大河里福上巷102號,1.0,276.0,第六分局,"120.661383 ","24.176279 ",
705.0,大河里,臺中市西屯區大河里大河街77號,1.0,1282.0,第六分局,"120.658572 ","24.173940 ",
706.0,大河里,臺中市西屯區大河里甘河路82號,1.0,118.0,第六分局,"120.657927 ","24.173988 ",
707.0,大河里,臺中市西屯區大河里河南路二段79號,1.0,190.0,第六分局,"120.658532 ","24.176222 ",
708.0,大河里,臺中市西屯區大河里長安路二段3號,1.0,111.0,第六分局,"120.661062 ","24.172613 ",
709.0,大河里,臺中市西屯區大河里長安路二段5號,1.0,133.0,第六分局,"120.661126 ","24.172633 ",
710.0,大河里,臺中市西屯區大河里長安路二段7號,1.0,133.0,第六分局,"120.661191 ","24.172651 ",
711.0,大河里,臺中市西屯區大河里長安路二段9號,1.0,111.0,第六分局,"120.661245 ","24.172881 ",
712.0,大河里,臺中市西屯區大河里長安路一段222號,1.0,88.0,第六分局,"120.660383 ","24.172091 ",
713.0,大河里,臺中市西屯區大河里長安路一段152號,1.0,133.0,第六分局,"120.659347 ","24.171699 ",
714.0,大河里,臺中市西屯區大河里長安路一段162號,1.0,133.0,第六分局,"120.659983 ","24.171956 ",
715.0,大河里,臺中市西屯區大河里富強巷2弄15號,1.0,177.0,第六分局,"120.660467 ","24.174395 ",
716.0,大河里,臺中市西屯區大河里大河一巷45號,1.0,133.0,第六分局,"120.652807 ","24.171987 ",
717.0,大河里,臺中市西屯區大河里大河街42巷17號,1.0,100.0,第六分局,"120.659422 ","24.173051 ",
718.0,大河里,臺中市西屯區大河里大河街55號,1.0,100.0,第六分局,"120.658315 ","24.173499 ",
719.0,大河里,臺中市西屯區大河里大河街47號,1.0,1000.0,第六分局,"120.658505 ","24.173165 ",
720.0,大河里,臺中市西屯區大河里大河街49號,1.0,222.0,第六分局,"120.658467 ","24.173248 ",
721.0,何安里,臺中市西屯區何安里四川路23號,1.0,500.0,第六分局,"120.652174 ","24.163706 ",
722.0,何安里,臺中市西屯區何安里四川一街52號,1.0,433.0,第六分局,"120.651947 ","24.164444 ",
723.0,何安里,臺中市西屯區何安里四川三街35號,1.0,207.0,第六分局,"120.652527 ","24.163920 ",
724.0,何安里,臺中市西屯區何安里四川五街17號,1.0,113.0,第六分局,"120.652244 ","24.162390 ",
725.0,何安里,臺中市西屯區何安里四川三街30號,1.0,140.0,第六分局,"120.652756 ","24.163658 ",
726.0,何安里,臺中市西屯區何安里四川二街30號,1.0,530.0,第六分局,"120.652569 ","24.164411 ",
727.0,何安里,臺中市西屯區何安里四川西一街25號,1.0,364.0,第六分局,"120.651680 ","24.163050 ",
728.0,何安里,臺中市西屯區何安里四川二街6號之1,1.0,520.0,第六分局,"120.652204 ","24.163954 ",
729.0,何安里,臺中市西屯區何安里四川一街56號,1.0,220.0,第六分局,"120.651953 ","24.164518 ",
730.0,何安里,臺中市西屯區何安里四川路29號,1.0,84.0,第六分局,"120.652345 ","24.163558 ",
731.0,何安里,臺中市西屯區何安里四川路21號之5,1.0,242.0,第六分局,"120.652036 ","24.163699 ",
732.0,何安里,臺中市西屯區何安里四川三街5號,1.0,155.0,第六分局,"120.651706 ","24.162531 ",
733.0,何安里,臺中市西屯區何安里四川三街7號,1.0,97.0,第六分局,"120.651732 ","24.162566 ",
734.0,何安里,臺中市西屯區何安里四川三街3號,1.0,97.0,第六分局,"120.651684 ","24.162490 ",
735.0,何安里,臺中市西屯區何安里四川三街22巷1號,1.0,97.0,第六分局,"120.652216 ","24.162906 ",
736.0,何安里,臺中市西屯區何安里四川三街24號,1.0,97.0,第六分局,"120.652306 ","24.163014 ",
737.0,何安里,臺中市西屯區何安里四川三街20號,1.0,97.0,第六分局,"120.652216 ","24.162906 ",
738.0,何安里,臺中市西屯區何安里四川三街18號,1.0,97.0,第六分局,"120.652170 ","24.162821 ",
739.0,何安里,臺中市西屯區何安里四川西一街27號,1.0,141.0,第六分局,"120.651785 ","24.163007 ",
740.0,何安里,臺中市西屯區何安里文心路三段14號,1.0,114.0,第六分局,"120.651034 ","24.164311 ",
741.0,何安里,臺中市西屯區何安里洛陽東街1號,1.0,122.0,第六分局,"120.650346 ","24.165395 ",
742.0,何安里,臺中市西屯區何安里青海路一段65號,2.0,500.0,第六分局,"120.654942 ","24.164247 ",
743.0,何安里,臺中市西屯區何安里青海路一段95號,1.0,133.0,第六分局,"120.653896 ","24.164773 ",
744.0,何安里,臺中市西屯區何安里四川東街73號,1.0,397.0,第六分局,"120.653865 ","24.164376 ",
745.0,何安里,臺中市西屯區何安里青海路一段103號,1.0,158.0,第六分局,"120.653625 ","24.164853 ",
746.0,何安里,臺中市西屯區何安里青海路一段101號,1.0,144.0,第六分局,"120.653634 ","24.164847 ",
747.0,何安里,臺中市西屯區何安里青海路75號,1.0,500.0,第六分局,"120.654602 ","24.164428 ",
748.0,大福里,臺中市西屯區大福里中清西二街52號,1.0,1014.0,第六分局,"120.667709 ","24.174936 ",
749.0,大福里,臺中市西屯區大福里長安路二段299號,1.0,198.0,第六分局,"120.666787 ","24.175903 ",
750.0,何源里,臺中市西屯區何源里文心路三段362號,1.0,242.0,第六分局,"120.662163 ","24.171668 ",
751.0,何源里,臺中市西屯區何源里重慶路391號,1.0,105.0,第六分局,"120.664101 ","24.170994 ",
752.0,何源里,臺中市西屯區何源里河南路一段170號,1.0,888.0,第六分局,"120.661578 ","24.171189 ",
753.0,何源里,臺中市西屯區何源里河南路一段160號,1.0,888.0,第六分局,"120.661758 ","24.170701 ",
754.0,何源里,臺中市西屯區何源里河南路一段162號,1.0,888.0,第六分局,"120.661669 ","24.170860 ",
755.0,何源里,臺中市西屯區何源里成都路279號,1.0,1666.0,第六分局,"120.664203 ","24.171392 ",
756.0,何源里,臺中市西屯區何源里內江街75號,1.0,133.0,第六分局,"120.662488 ","24.170755 ",
757.0,何源里,臺中市西屯區何源里內江街22號,1.0,833.0,第六分局,"120.662833 ","24.171329 ",
758.0,何源里,臺中市西屯區何源里內江街16號,1.0,666.0,第六分局,"120.662957 ","24.171320 ",
759.0,何源里,臺中市西屯區何源里合江街86號,1.0,144.0,第六分局,"120.663206 ","24.171351 ",
760.0,何源里,臺中市西屯區何源里合江街92號,1.0,737.0,第六分局,"120.663276 ","24.171101 ",
761.0,何安里,臺中市西屯區何安里西屯路二段93號,1.0,277.0,第六分局,"120.656806 ","24.165078 ",
762.0,何安里,臺中市西屯區何安里甘州二街5號,1.0,444.0,第六分局,"120.656960 ","24.164826 ",
763.0,何安里,臺中市西屯區何安里甘州街28號,1.0,555.0,第六分局,"120.656486 ","24.164066 ",
764.0,何安里,臺中市西屯區何安里甘州街31號,1.0,100.0,第六分局,"120.656761 ","24.164276 ",
765.0,何仁里,臺中市西屯區何仁里文心路三段138號之10,1.0,464.0,第六分局,"120.664509 ","24.168488 ",
766.0,何仁里,臺中市西屯區何仁里文心路三段152號,1.0,558.0,第六分局,"120.654735 ","24.167987 ",
767.0,何仁里,臺中市西屯區何仁里文心路三段228號,1.0,187.0,第六分局,"120.656426 ","24.169336 ",
768.0,何仁里,臺中市西屯區何仁里文心路三段236號,1.0,1436.0,第六分局,"120.656837 ","24.169609 ",
769.0,何仁里,臺中市西屯區何仁里文心路三段294號,1.0,150.0,第六分局,"120.657877 ","24.170314 ",
770.0,何仁里,臺中市西屯區何仁里文心路三段296號,1.0,693.0,第六分局,"120.658151 ","24.170338 ",
771.0,何仁里,臺中市西屯區何仁里天水東街31號,1.0,111.0,第六分局,"120.656251 ","24.167611 ",
772.0,何仁里,臺中市西屯區何仁里天水東街33號,1.0,112.0,第六分局,"120.656296 ","24.167579 ",
773.0,何仁里,臺中市西屯區何仁里永昌街13號,1.0,115.0,第六分局,"120.657790 ","24.168351 ",
774.0,何仁里,臺中市西屯區何仁里永昌二街61號,1.0,414.0,第六分局,"120.657923 ","24.169829 ",
775.0,何仁里,臺中市西屯區何仁里寧夏路199號,1.0,723.0,第六分局,"120.659619 ","24.169492 ",
776.0,何仁里,臺中市西屯區何仁里寧夏路229號,1.0,1143.0,第六分局,"120.659221 ","24.170380 ",
777.0,何仁里,臺中市西屯區何仁里天水東一街30號,1.0,286.0,第六分局,"120.655666 ","24.168458 ",
778.0,何厝里,臺中市西屯區何厝里甘州街51號之6,1.0,261.0,第六分局,"120.657531 ","24.163971 ",
779.0,何厝里,臺中市西屯區何厝里漢口路二段29號,1.0,313.0,第六分局,"120.658699 ","24.163717 ",
780.0,何仁里,臺中市西屯區何仁里天水東街8號,1.0,1057.0,第六分局,"120.655544 ","24.168030 ",
781.0,何仁里,臺中市西屯區何仁里天水西一街1號,1.0,155.0,第六分局,"120.655083 ","24.167711 ",
782.0,何仁里,臺中市西屯區何仁里天水西六街12號,1.0,143.0,第六分局,"120.655786 ","24.166194 ",
783.0,何德里,臺中市西屯區何德里天水西六街45號,1.0,141.0,第六分局,"120.656949 ","24.166446 ",
784.0,何仁里,臺中市西屯區何仁里天水東一街2號,1.0,121.0,第六分局,"120.656271 ","24.168960 ",
785.0,何仁里,臺中市西屯區何仁里天水中街47號,1.0,116.0,第六分局,"120.655251 ","24.167392 ",
786.0,何仁里,臺中市西屯區何仁里天水東一街11號,1.0,257.0,第六分局,"120.656178 ","24.168572 ",
787.0,何仁里,臺中市西屯區何仁里天水西街8號,1.0,285.0,第六分局,"120.655046 ","24.167607 ",
788.0,何仁里,臺中市西屯區何仁里天水西五街25號,1.0,327.0,第六分局,"120.655407 ","24.166944 ",
789.0,何仁里,臺中市西屯區何仁里天水西一街23號,1.0,186.0,第六分局,"120.654625 ","24.167235 ",
790.0,何仁里,臺中市西屯區何仁里甘肅路一段201號,1.0,144.0,第六分局,"120.656665 ","24.168614 ",
791.0,何仁里,臺中市西屯區何仁里甘肅路一段203號,1.0,144.0,第六分局,"120.656660 ","24.168661 ",
792.0,何仁里,臺中市西屯區何仁里甘肅路一段205號,1.0,144.0,第六分局,"120.656637 ","24.168695 ",
793.0,何仁里,臺中市西屯區何仁里文心路三段129巷8號,1.0,1514.0,第六分局,"120.654906 ","24.169626 ",
794.0,何仁里,臺中市西屯區何仁里文心路三段137號,1.0,226.0,第六分局,"120.656300 ","24.170038 ",
795.0,何仁里,臺中市西屯區何仁里文心路三段155號,1.0,555.0,第六分局,"120.656974 ","24.170408 ",
796.0,何仁里,臺中市西屯區何仁里文心路三段159號,1.0,341.0,第六分局,"120.657520 ","24.170705 ",
797.0,何仁里,臺中市西屯區何仁里西屯路二段126巷43號,1.0,100.0,第六分局,"120.652932 ","24.167866 ",
798.0,何仁里,臺中市西屯區何仁里西屯路二段208巷16號之7,1.0,563.0,第六分局,"120.651585 ","24.169612 ",
799.0,何仁里,臺中市西屯區何仁里西屯路二段126巷19號,1.0,206.0,第六分局,"120.652437 ","24.167463 ",
800.0,何仁里,臺中市西屯區何仁里長安路一段35號,1.0,261.0,第六分局,"120.653953 ","24.170511 ",
801.0,何仁里,臺中市西屯區何仁里長安路一段29巷6號,1.0,533.0,第六分局,"120.653925 ","24.169857 ",
802.0,何仁里,臺中市西屯區何仁里長安路一段46巷19號,1.0,351.0,第六分局,"120.654687 ","24.169506 ",
803.0,何仁里,臺中市西屯區何仁里長安路一段45號,1.0,663.0,第六分局,"120.655023 ","24.170459 ",
804.0,何福里,臺中市西屯區何福里寧夏路43號,1.0,133.0,第六分局,"120.662409 ","24.164534 ",
805.0,何福里,臺中市西屯區何福里寧夏路49號,1.0,200.0,第六分局,"120.662351 ","24.164648 ",
806.0,何福里,臺中市西屯區何福里寧夏路57號,1.0,133.0,第六分局,"120.662272 ","24.164763 ",
807.0,何福里,臺中市西屯區何福里寧夏路59號,1.0,133.0,第六分局,"120.662243 ","24.164822 ",
