編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,"unnamed (1)"
417.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,833.0,第六分局,"120.613510 ","24.183200 ",
418.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,383.0,第六分局,"120.613510 ","24.183200 ",
419.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,250.0,第六分局,"120.613510 ","24.183200 ",
420.0,福聯里,臺中市西屯區福聯里臺灣大道四段1916號,1.0,700.0,第六分局,"120.600077 ","24.183055 ",
421.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,300.0,第六分局,"120.613510 ","24.183200 ",
422.0,福聯里,臺中市西屯區福聯里臺灣大道四段1330號,1.0,72.0,第六分局,"120.609167 ","24.184656 ",
423.0,福聯里,臺中市西屯區福聯里臺灣大道四段1332號,1.0,72.0,第六分局,"120.609131 ","24.184640 ",
424.0,福聯里,臺中市西屯區福聯里臺灣大道四段1336號,1.0,72.0,第六分局,"120.609084 ","24.184632 ",
425.0,福聯里,臺中市西屯區福聯里臺灣大道四段1338號,1.0,72.0,第六分局,"120.609039 ","24.184619 ",
426.0,福聯里,臺中市西屯區福聯里臺灣大道四段1340號,1.0,72.0,第六分局,"120.608991 ","24.184608 ",
427.0,福聯里,臺中市西屯區福聯里臺灣大道四段1342號,1.0,72.0,第六分局,"120.608948 ","24.184594 ",
428.0,福聯里,臺中市西屯區福聯里臺灣大道四段1346號,1.0,72.0,第六分局,"120.608904 ","24.184588 ",
429.0,福聯里,臺中市西屯區福聯里臺灣大道四段1348號,1.0,72.0,第六分局,"120.608859 ","24.184567 ",
430.0,福聯里,臺中市西屯區福聯里臺灣大道四段1350號,1.0,72.0,第六分局,"120.608817 ","24.184559 ",
431.0,福聯里,臺中市西屯區福聯里臺灣大道四段1352號,1.0,72.0,第六分局,"120.608777 ","24.184546 ",
432.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,116.0,第六分局,"120.613510 ","24.183200 ",
433.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,100.0,第六分局,"120.613510 ","24.183200 ",
434.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,100.0,第六分局,"120.613510 ","24.183200 ",
435.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,100.0,第六分局,"120.613510 ","24.183200 ",
436.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,100.0,第六分局,"120.613510 ","24.183200 ",
437.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,100.0,第六分局,"120.613510 ","24.183200 ",
438.0,福和里,臺中市西屯區福和里臺灣大道四段671巷52號,1.0,100.0,第六分局,"120.619622 ","24.178183 ",
439.0,協和里,臺中市西屯區協和里安和路1號,1.0,916.0,第六分局,"120.617344 ","24.160426 ",
440.0,福聯里,臺中市西屯區福聯里臺灣大道四段1650號,1.0,1275.0,第六分局,"120.604647 ","24.184298 ",
441.0,福恩里,臺中市西屯區福恩里臺灣大道四段1347號,1.0,217.0,第六分局,"120.608854 ","24.184104 ",
442.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,1151.0,第六分局,"120.613510 ","24.183200 ",
443.0,福中里,臺中市西屯區福中里中工二路212號,1.0,128.0,第六分局,"120.615624 ","24.176189 ",
444.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,1424.0,第六分局,"120.613510 ","24.183200 ",
445.0,福和里,臺中市西屯區福和里福安七街15號,1.0,121.0,第六分局,"120.617459 ","24.177171 ",
446.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,341.0,第六分局,"120.613510 ","24.183200 ",
447.0,福和里,臺中市西屯區福和里福安二街3巷27號,1.0,96.0,第六分局,"120.617485 ","24.180154 ",
448.0,福和里,臺中市西屯區福和里福安十街71巷15號,1.0,90.0,第六分局,"120.616463 ","24.174828 ",
449.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,347.0,第六分局,"120.613510 ","24.183200 ",
450.0,福中里,臺中市西屯區福中里福中十五街13巷2號,1.0,106.0,第六分局,"120.614498 ","24.174309 ",
451.0,協和里,臺中市西屯區協和里安和路99號,1.0,238.0,第六分局,"120.619557 ","24.170361 ",
452.0,福和里,臺中市西屯區福和里福安六街8號之1,1.0,151.0,第六分局,"120.618055 ","24.178114 ",
453.0,福聯里,臺中市西屯區福聯里臺灣大道四段1650號,1.0,1805.0,第六分局,"120.604647 ","24.184298 ",
454.0,福和里,臺中市西屯區福和里中工三路140號,1.0,122.0,第六分局,"120.618236 ","24.177669 ",
455.0,福和里,臺中市西屯區福和里中工三路142號,1.0,98.0,第六分局,"120.618232 ","24.177650 ",
456.0,福和里,臺中市西屯區福和里中工三路197號,1.0,91.0,第六分局,"120.618077 ","24.176400 ",
457.0,福和里,臺中市西屯區福和里中工三路106號,1.0,131.0,第六分局,"120.618517 ","24.178445 ",
458.0,福安里,臺中市西屯區福安里中工三路36號,1.0,92.0,第六分局,"120.619196 ","24.180133 ",
459.0,福中里,臺中市西屯區福中里福中二街10巷22號,1.0,110.0,第六分局,"120.615951 ","24.181073 ",
460.0,福中里,臺中市西屯區福中里福中二街10巷20號,1.0,110.0,第六分局,"120.615961 ","24.181135 ",
461.0,福中里,臺中市西屯區福中里福中二街10巷16號,1.0,93.0,第六分局,"120.615977 ","24.181236 ",
462.0,福和里,臺中市西屯區福和里中工三路108號,1.0,121.0,第六分局,"120.618499 ","24.178398 ",
463.0,福恩里,臺中市西屯區福恩里工業區一路52號,1.0,919.0,第六分局,"120.614695 ","24.180446 ",
464.0,福安里,臺中市西屯區福安里福中十六街7巷5號,1.0,228.0,第六分局,"120.614681 ","24.173079 ",
465.0,福恩里,臺中市西屯區福恩里工業區一路66號,1.0,547.0,第六分局,"120.614234 ","24.177835 ",
466.0,福和里,臺中市西屯區福和里中工3路198號,1.0,90.0,第六分局,"120.617710 ","24.176145 ",
467.0,福和里,臺中市西屯區福和里中工3路200號,1.0,87.0,第六分局,"120.617701 ","24.176100 ",
468.0,福聯里,臺中市西屯區福聯里玉門路89號,1.0,111.0,第六分局,"120.609731 ","24.186385 ",
469.0,福聯里,臺中市西屯區福聯里玉門路91號,1.0,103.0,第六分局,"120.609753 ","24.186475 ",
470.0,福聯里,臺中市西屯區福聯里玉門路93號,1.0,102.0,第六分局,"120.609737 ","24.186593 ",
471.0,福聯里,臺中市西屯區福聯里玉門路95號,1.0,102.0,第六分局,"120.609758 ","24.186699 ",
472.0,福聯里,臺中市西屯區福聯里玉門路97號,1.0,90.0,第六分局,"120.609810 ","24.186806 ",
473.0,福聯里,臺中市西屯區福聯里玉門路99號,1.0,72.0,第六分局,"120.609831 ","24.186895 ",
474.0,福聯里,臺中市西屯區福聯里玉門路101巷1弄16號,1.0,59.0,第六分局,"120.609990 ","24.186860 ",
475.0,福聯里,臺中市西屯區福聯里玉門路101巷1弄14號,1.0,71.0,第六分局,"120.609990 ","24.186860 ",
476.0,福聯里,臺中市西屯區福聯里玉門路101巷1弄12號,1.0,71.0,第六分局,"120.609990 ","24.186860 ",
477.0,福聯里,臺中市西屯區福聯里玉門路101巷1弄10號,1.0,71.0,第六分局,"120.609990 ","24.186860 ",
478.0,福聯里,臺中市西屯區福聯里玉門路101巷1弄8號,1.0,71.0,第六分局,"120.609990 ","24.186860 ",
479.0,福聯里,臺中市西屯區福聯里玉門路101巷1弄6號,1.0,59.0,第六分局,"120.609990 ","24.186860 ",
480.0,福中里,臺中市西屯區福中里天保街160巷15號,1.0,102.0,第六分局,"120.614503 ","24.175948 ",
481.0,福中里,臺中市西屯區福中里福中十五街11號,1.0,96.0,第六分局,"120.614757 ","24.174261 ",
482.0,福和里,臺中市西屯區福和里福安三街33號,1.0,301.0,第六分局,"120.617037 ","24.179766 ",
483.0,福和里,臺中市西屯區福和里福安十街路47巷15號,1.0,176.0,第六分局,"120.616846 ","24.174677 ",
484.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,351.0,第六分局,"120.613510 ","24.183200 ",
485.0,福中里,臺中市西屯區福中里天保街150巷12號,1.0,106.0,第六分局,"120.614788 ","24.176323 ",
486.0,福恩里,臺中市西屯區福恩里工業區一路50號之1,1.0,932.0,第六分局,"120.614635 ","24.180657 ",
487.0,福中里,臺中市西屯區福中里福中十六街5巷1號之7,1.0,817.0,第六分局,"120.614946 ","24.173041 ",
488.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,457.0,第六分局,"120.613510 ","24.183200 ",
489.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,582.0,第六分局,"120.613510 ","24.183200 ",
490.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,535.0,第六分局,"120.613510 ","24.183200 ",
491.0,福和里,臺中市西屯區福和里臺灣大道四段721號,1.0,398.0,第六分局,"120.620403 ","24.180069 ",
492.0,福恩里,臺中市西屯區福恩里工業區一路6巷17號,1.0,879.0,第六分局,"120.614283 ","24.181318 ",
493.0,福中里,臺中市西屯區福中里工業區一路1號,1.0,954.0,第六分局,"120.612202 ","24.166257 ",
494.0,福安里,臺中市西屯區福安里中工三路35號,1.0,152.0,第六分局,"120.619339 ","24.179897 ",
495.0,福恩里,臺中市西屯區福恩里工業區一路70號,1.0,620.0,第六分局,"120.614198 ","24.177396 ",
496.0,福中里,臺中市西屯區福中里中工二路186號,1.0,760.0,第六分局,"120.615652 ","24.176711 ",
497.0,協和里,臺中市西屯區協和里安和路6號,1.0,578.0,第六分局,"120.618376 ","24.162351 ",
498.0,福中里,臺中市西屯區福中里福中十六街9號,1.0,1073.0,第六分局,"120.614372 ","24.173089 ",
499.0,福恩里,臺中市西屯區福恩里工業區一路2巷3號,1.0,1860.0,第六分局,"120.614258 ","24.182361 ",
500.0,福和里,臺中市西屯區福和里天保街2號,1.0,191.0,第六分局,"120.618540 ","24.175495 ",
501.0,福中里,臺中市西屯區福中里中工二路318號,1.0,295.0,第六分局,"120.615167 ","24.173161 ",
502.0,福和里,臺中市西屯區福和里臺灣大道四段771號,1.0,876.0,第六分局,"120.619445 ","24.180668 ",
503.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,598.0,第六分局,"120.613510 ","24.183200 ",
504.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,595.0,第六分局,"120.613510 ","24.183200 ",
505.0,福中里,臺中市西屯區福中里福中三街6號,1.0,177.0,第六分局,"120.616186 ","24.180854 ",
506.0,福恩里,臺中市西屯區福恩里工業區一路6巷26弄2號,1.0,143.0,第六分局,"120.614341 ","24.181101 ",
507.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,386.0,第六分局,"120.613510 ","24.183200 ",
508.0,福安里,臺中市西屯區福安里東海路31號,1.0,207.0,第六分局,"120.604347 ","24.177043 ",
509.0,福恩里,臺中市西屯區福恩里工業區一路80號,1.0,1070.0,第六分局,"120.613817 ","24.176705 ",
510.0,福安里,臺中市西屯區福安里臺灣大道四段767號,1.0,537.0,第六分局,"120.628257 ","24.176055 ",
511.0,福中里,臺中市西屯區福中里福中三街33巷5號,1.0,165.0,第六分局,"120.615328 ","24.180916 ",
512.0,福聯里,臺中市西屯區福聯里東大路一段11號,1.0,134.0,第六分局,"120.602232 ","24.183111 ",
513.0,福中里,臺中市西屯區福中里福中七街1號,1.0,140.0,第六分局,"120.615916 ","24.179186 ",
514.0,福中里,臺中市西屯區福中里福中七街19號,1.0,743.0,第六分局,"120.615916 ","24.179186 ",
515.0,福聯里,臺中市西屯區福聯里東大路一段13號,1.0,617.0,第六分局,"120.602227 ","24.183147 ",
516.0,福恩里,臺中市西屯區福恩里工業區一路60號之1,1.0,1368.0,第六分局,"120.614383 ","24.179015 ",
517.0,福和里,臺中市西屯區福和里臺灣大道四段681號,1.0,607.0,第六分局,"120.621120 ","24.179918 ",
518.0,福恩里,臺中市西屯區福恩里工業區一路96巷7弄1號,1.0,567.0,第六分局,"120.613523 ","24.174920 ",
519.0,福恩里,臺中市西屯區福恩里工業區一路72巷30號,1.0,793.0,第六分局,"120.613761 ","24.177384 ",
520.0,福和里,臺中市西屯區福和里福安十街11巷29號,1.0,102.0,第六分局,"120.617829 ","24.174147 ",
521.0,福和里,臺中市西屯區福和里天保街11號,1.0,321.0,第六分局,"120.618221 ","24.175720 ",
522.0,協和里,臺中市西屯區協和里安和路2號,1.0,551.0,第六分局,"120.618257 ","24.160425 ",
523.0,福恩里,臺中市西屯區福恩里工業區一路6巷26弄15號,1.0,568.0,第六分局,"120.613930 ","24.180954 ",
524.0,福恩里,臺中市西屯區福恩里工業一路2巷5號之15,1.0,822.0,第六分局,"120.614456 ","24.178661 ",
525.0,福聯里,臺中市西屯區福聯里臺灣大道四段1962號,1.0,290.0,第六分局,"120.664974 ","24.170314 ",
526.0,福中里,臺中市西屯區福中里福中六路30號,1.0,520.0,第六分局,"120.615132 ","24.179939 ",
527.0,福中里,臺中市西屯區福中里福中十街27號,1.0,180.0,第六分局,"120.614771 ","24.177059 ",
528.0,福恩里,臺中市西屯區福恩里工業一路98巷7弄9號,1.0,457.0,第六分局,"120.613785 ","24.175024 ",
529.0,福安里,臺中市西屯區福安里福安二巷7之3號,1.0,437.0,第六分局,"120.617774 ","24.180300 ",
530.0,福安里,臺中市西屯區福安里福安二巷30號,1.0,305.0,第六分局,"120.618291 ","24.180759 ",
531.0,福安里,臺中市西屯區福安里福安街11號,1.0,402.0,第六分局,"120.617193 ","24.174329 ",
532.0,福恩里,臺中市西屯區福恩里工業區一路98巷7弄60號,1.0,653.0,第六分局,"120.613103 ","24.173586 ",
533.0,福中里,臺中市西屯區福中里中工一路348號,1.0,1776.0,第六分局,"120.615059 ","24.172564 ",
534.0,福安里,臺中市西屯區福安里中工二路348號,1.0,1776.0,第六分局,"120.615059 ","24.172564 ",
535.0,福中里,臺中市西屯區福中里中工二路150號,1.0,478.0,第六分局,"120.615865 ","24.177638 ",
536.0,福和里,臺中市西屯區福和里福安五街33巷5號,1.0,941.0,第六分局,"120.617275 ","24.178774 ",
537.0,福和里,臺中市西屯區福和里福安九街3號,1.0,247.0,第六分局,"120.618784 ","24.175930 ",
538.0,福恩里,臺中市西屯區福恩里工業區一路58巷33弄33號,1.0,824.0,第六分局,"120.613624 ","24.179224 ",
539.0,福中里,臺中市西屯區福中里福中九街13巷2號,1.0,761.0,第六分局,"120.614968 ","24.177661 ",
540.0,福中里,臺中市西屯區福中里福中十街31巷9號,1.0,305.0,第六分局,"120.614692 ","24.176864 ",
541.0,福安里,臺中市西屯區福安里中工三路60號,1.0,156.0,第六分局,"120.619023 ","24.179769 ",
542.0,福中里,臺中市西屯區福中里中工二路236號,1.0,481.0,第六分局,"120.615598 ","24.175775 ",
543.0,協和里,臺中市西屯區協和里安和路159號之6,1.0,558.0,第六分局,"120.625917 ","24.184905 ",
544.0,協和里,臺中市西屯區協和里協和南巷3號之1,1.0,330.0,第六分局,"120.612472 ","24.162728 ",
545.0,福和里,臺中市西屯區福和里福安十一街30號,1.0,373.0,第六分局,"120.616356 ","24.174517 ",
546.0,福中里,臺中市西屯區福中里福中三街27號,1.0,172.0,第六分局,"120.615515 ","24.180990 ",
547.0,福和里,臺中市西屯區福和里福安三街29號,1.0,295.0,第六分局,"120.617358 ","24.179707 ",
548.0,福恩里,臺中市西屯區福恩里工業區一路58巷11弄38號,1.0,1488.0,第六分局,"120.613480 ","24.178462 ",
549.0,福聯里,臺中市西屯區福聯里福順路872號,1.0,81.0,第六分局,"120.608755 ","24.186146 ",
550.0,福聯里,臺中市西屯區福聯里福順路907巷20號,1.0,493.0,第六分局,"120.606609 ","24.185687 ",
551.0,福聯里,臺中市西屯區福聯里福順路839號,1.0,145.0,第六分局,"120.608706 ","24.185877 ",
552.0,福安里,臺中市西屯區福安里福安二街26號,1.0,117.0,第六分局,"120.618150 ","24.180554 ",
553.0,福中里,臺中市西屯區福中里天保街145號,1.0,302.0,第六分局,"120.614984 ","24.176247 ",
554.0,福恩里,臺中市西屯區福恩里工業區一路98巷33弄21號,1.0,634.0,第六分局,"120.612877 ","24.174163 ",
555.0,福安里,臺中市西屯區福安里臺灣大道三段89之13號,1.0,607.0,第六分局,"120.648351 ","24.163347 ",
556.0,福和里,臺中市西屯區福和里中工三路220號之1,1.0,742.0,第六分局,"120.617454 ","24.175362 ",
557.0,福和里,臺中市西屯區福和里福安六街58巷6號,1.0,371.0,第六分局,"120.617181 ","24.178580 ",
558.0,福聯里,臺中市西屯區福聯里玉門路111巷72弄19號,1.0,942.0,第六分局,"120.610092 ","24.187795 ",
559.0,福安里,臺中市西屯區福安里福安七街1號,1.0,244.0,第六分局,"120.617915 ","24.177057 ",
560.0,福和里,臺中市西屯區福和里中工三路182號,1.0,827.0,第六分局,"120.617930 ","24.176746 ",
561.0,福聯里,臺中市西屯區福聯里福順路930號,1.0,881.0,第六分局,"120.607369 ","24.186177 ",
562.0,福聯里,臺中市西屯區福聯里福順路907巷8號,1.0,79.0,第六分局,"120.606573 ","24.185607 ",
563.0,福恩里,臺中市西屯區福恩里工業區一路98號之5,1.0,1132.0,第六分局,"120.613884 ","24.174963 ",
564.0,福和里,臺中市西屯區福和里天助街1號,1.0,2161.0,第六分局,"120.616596 ","24.174242 ",
565.0,福中里,臺中市西屯區福中里中工二路80號,1.0,932.0,第六分局,"120.616223 ","24.179974 ",
566.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,2094.0,第六分局,"120.613510 ","24.183200 ",
567.0,福恩里,臺中市西屯區福恩里工業區一路98巷7弄40號,1.0,1000.0,第六分局,"120.613181 ","24.174104 ",
568.0,福聯里,臺中市西屯區福聯里福科路935號,1.0,2545.0,第六分局,"120.606360 ","24.187222 ",
569.0,福和里,臺中市西屯區福和里中工三路220號之9,1.0,174.0,第六分局,"120.617341 ","24.175020 ",
570.0,福和里,臺中市西屯區福和里中工三路220號之8,1.0,177.0,第六分局,"120.617365 ","24.175090 ",
571.0,福聯里,臺中市西屯區福聯里福聯街15巷15號,1.0,1395.0,第六分局,"120.607243 ","24.185154 ",
572.0,福聯里,臺中市西屯區福聯里臺灣大道四段1650號,1.0,462.0,第六分局,"120.604647 ","24.184298 ",
573.0,福聯里,臺中市西屯區福聯里福瑞街2號,1.0,1204.0,第六分局,"120.608006 ","24.184529 ",
574.0,福瑞里,臺中市西屯區福瑞里福科路960號,1.0,2811.0,第六分局,"120.605703 ","24.187636 ",
575.0,福聯里,臺中市西屯區福聯里臺灣大道四段1650號,1.0,462.0,第六分局,"120.604647 ","24.184298 ",
576.0,福聯里,臺中市西屯區福聯里福聯街22巷5號,1.0,3497.0,第六分局,"120.608115 ","24.185079 ",
577.0,福聯里,臺中市西屯區福聯里玉門路117巷158號,1.0,4085.0,第六分局,"120.609917 ","24.187583 ",
578.0,福恩里,臺中市西屯區福恩里工業區一路98巷15號,1.0,1628.0,第六分局,"120.613153 ","24.175165 ",
579.0,福恩里,臺中市西屯區福恩里工業區一路98巷21號,1.0,810.0,第六分局,"120.613003 ","24.175211 ",
580.0,福瑞里,臺中市西屯區福瑞里福瑞街77號,1.0,2140.0,第六分局,"120.606170 ","24.188469 ",
581.0,福瑞里,臺中市西屯區福瑞里福瑞街168號,1.0,2295.0,第六分局,"120.606582 ","24.188928 ",
582.0,協和里,臺中市西屯區協和里工業區一路98號,1.0,1366.0,第六分局,"120.612958 ","24.171925 ",
583.0,福瑞里,臺中市西屯區福瑞里西屯路三段303號之1,1.0,1132.0,第六分局,"120.608673 ","24.191424 ",
584.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,1765.0,第六分局,"120.613510 ","24.183200 ",
585.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,1462.0,第六分局,"120.613510 ","24.183200 ",
586.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,845.0,第六分局,"120.613510 ","24.183200 ",
587.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,845.0,第六分局,"120.613510 ","24.183200 ",
588.0,福中里,臺中市西屯區福中里中工二路20號,1.0,390.0,第六分局,"120.616435 ","24.181557 ",
589.0,福恩里,臺中市西屯區福恩里臺灣大道四段2147號,1.0,3613.0,第六分局,"120.593303 ","24.182435 ",
590.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,2634.0,第六分局,"120.613510 ","24.183200 ",
591.0,福聯里,臺中市西屯區福聯里臺灣大道四段1650號,1.0,3684.0,第六分局,"120.604647 ","24.184298 ",
592.0,福恩里,臺中市西屯區福恩里臺灣大道四段1171號,1.0,743.0,第六分局,"120.611836 ","24.182172 ",
593.0,福聯里,臺中市西屯區福聯里福科路699號,1.0,795.0,第六分局,"120.609295 ","24.186990 ",
594.0,福恩里,臺中市西屯區福恩里臺灣大道四段1627號,1.0,333.0,第六分局,"120.608900 ","24.183859 ",
595.0,福聯里,臺中市西屯區福聯里福科路799號,1.0,765.0,第六分局,"120.608433 ","24.187017 ",
596.0,福恩里,臺中市西屯區福恩里工業區一路72巷9號,1.0,237.0,第六分局,"120.613862 ","24.176955 ",
597.0,協和里,臺中市西屯區協和里安和二街128號,1.0,368.0,第六分局,"120.622613 ","24.176366 ",
598.0,福恩里,臺中市西屯區福恩里工業區一路58巷33弄21號,1.0,180.0,第六分局,"120.613898 ","24.179438 ",
599.0,福聯里,臺中市西屯區福聯里臺灣大道四段1650號,1.0,573.0,第六分局,"120.604647 ","24.184298 ",
600.0,福和里,臺中市西屯區福和里福安一街26號,1.0,189.0,第六分局,"120.618021 ","24.180083 ",
601.0,福和里,臺中市西屯區福和里福玄路170號,1.0,346.0,第六分局,"120.622231 ","24.177652 ",
602.0,協和里,臺中市西屯區協和里安和西路32號,1.0,1042.0,第六分局,"120.620865 ","24.175226 ",
603.0,福恩里,臺中市西屯區福恩里工業區一路58巷15號,1.0,705.0,第六分局,"120.614026 ","24.179952 ",
604.0,福和里,臺中市西屯區福和里臺灣大道四段727號,1.0,850.0,第六分局,"120.620352 ","24.180198 ",
605.0,福聯里,臺中市西屯區福聯里福聯街59巷23號,1.0,194.0,第六分局,"120.607299 ","24.186513 ",
606.0,協和里,臺中市西屯區協和里安和路118之8號,2.0,701.0,第六分局,"120.622846 ","24.175032 ",
607.0,福恩里,臺中市西屯區福恩里工業區一路6巷16號,1.0,513.0,第六分局,"120.614500 ","24.181490 ",
608.0,福恩里,臺中市西屯區福恩里臺灣大道四段1171號,1.0,1075.0,第六分局,"120.611836 ","24.182172 ",
609.0,何明里,臺中市西屯區何明里太原路一段147號,1.0,97.0,第六分局,"120.659966 ","24.161784 ",
610.0,何明里,臺中市西屯區何明里太原路一段145號,1.0,106.0,第六分局,"120.659943 ","24.161750 ",
611.0,何明里,臺中市西屯區何明里太原路一段143號,1.0,106.0,第六分局,"120.659916 ","24.161708 ",
612.0,何明里,臺中市西屯區何明里大弘三街86-96號,1.0,203.0,第六分局,"120.660392 ","24.162641 ",
613.0,何明里,臺中市西屯區何明里大弘街15-17號,1.0,212.0,第六分局,"120.658328 ","24.162828 ",
614.0,何明里,臺中市西屯區何明里大弘二街6-14號,1.0,183.0,第六分局,"120.658739 ","24.162659 ",
615.0,大福里,臺中市西屯區大福里長安路二段182號,1.0,2148.0,第六分局,"120.666923 ","24.175170 ",
616.0,何源里,臺中市西屯區何源里華美西街二段317號,1.0,2000.0,第六分局,"120.666409 ","24.170726 ",
617.0,何源里,臺中市西屯區何源里華美西街二段313號,1.0,255.0,第六分局,"120.666422 ","24.170877 ",
618.0,大鵬里,臺中市西屯區大鵬里長安路二段70巷8號,1.0,100.0,第六分局,"120.664677 ","24.173124 ",
619.0,大鵬里,臺中市西屯區大鵬里長安路二段70巷10號,1.0,133.0,第六分局,"120.664705 ","24.173034 ",
620.0,大鵬里,臺中市西屯區大鵬里長安路二段16號,1.0,133.0,第六分局,"120.661665 ","24.172512 ",
621.0,大鵬里,臺中市西屯區大鵬里長安路二段76號,1.0,88.0,第六分局,"120.664899 ","24.173556 ",
622.0,大鵬里,臺中市西屯區大鵬里長安路二段64-1號,1.0,500.0,第六分局,"120.664274 ","24.173363 ",
623.0,大鵬里,臺中市西屯區大鵬里長安路二段46-123號,1.0,2222.0,第六分局,"120.662406 ","24.172761 ",
624.0,大鵬里,臺中市西屯區大鵬里長安路二段120號,1.0,177.0,第六分局,"120.665791 ","24.174102 ",
625.0,何德里,臺中市西屯區何德里西屯路二段84號,1.0,518.0,第六分局,"120.657414 ","24.165191 ",
626.0,何福里,臺中市西屯區何福里太原路一段230號,1.0,2540.0,第六分局,"120.663180 ","24.163761 ",
627.0,何德里,臺中市西屯區何德里西屯路二段82號,1.0,585.0,第六分局,"120.657471 ","24.165181 ",
628.0,何厝里,臺中市西屯區何厝里甘州五街40號,1.0,142.0,第六分局,"120.658117 ","24.164363 ",
629.0,何厝里,臺中市西屯區何厝里甘州五街48號,1.0,347.0,第六分局,"120.658164 ","24.164489 ",
630.0,何德里,臺中市西屯區何德里甘州六街30號,1.0,306.0,第六分局,"120.658461 ","24.166121 ",
631.0,何德里,臺中市西屯區何德里西屯路二段90之3號,1.0,553.0,第六分局,"120.656994 ","24.165583 ",
632.0,何福里,臺中市西屯區何福里大信街13巷26號,1.0,265.0,第六分局,"120.661362 ","24.164308 ",
633.0,大河里,臺中市西屯區大河里櫻城二街22號,1.0,951.0,第六分局,"120.651224 ","24.169951 ",
634.0,大河里,臺中市西屯區大河里櫻花路72號,1.0,133.0,第六分局,"120.651498 ","24.170662 ",
635.0,何源里,臺中市西屯區何源里漢成五街28號,1.0,111.0,第六分局,"120.665274 ","24.170919 ",
636.0,何源里,臺中市西屯區何源里漢成五街9號,1.0,1666.0,第六分局,"120.665242 ","24.170656 ",
637.0,何源里,臺中市西屯區何源里中清西二街45號,1.0,100.0,第六分局,"120.667490 ","24.174741 ",
638.0,何源里,臺中市西屯區何源里中清西二街30號,1.0,200.0,第六分局,"120.668077 ","24.174762 ",
639.0,何源里,臺中市西屯區何源里文心路三段361號,1.0,166.0,第六分局,"120.666653 ","24.173477 ",
640.0,何源里,臺中市西屯區何源里漢成六街49號,1.0,177.0,第六分局,"120.664921 ","24.171503 ",
641.0,何源里,臺中市西屯區何源里漢成六街32號,1.0,444.0,第六分局,"120.665683 ","24.171803 ",
642.0,何源里,臺中市西屯區何源里漢成六街2號之12,1.0,133.0,第六分局,"120.666520 ","24.171817 ",
643.0,何源里,臺中市西屯區何源里漢成街169號,1.0,105.0,第六分局,"120.666023 ","24.171482 ",
644.0,何源里,臺中市西屯區何源里漢成街137號,1.0,500.0,第六分局,"120.665424 ","24.169343 ",
645.0,何源里,臺中市西屯區何源里重慶路431號,1.0,166.0,第六分局,"120.665603 ","24.171240 ",
646.0,何源里,臺中市西屯區何源里重慶路339號,1.0,277.0,第六分局,"120.662060 ","24.170271 ",
647.0,何源里,臺中市西屯區何源里華美西街二段361號,1.0,277.0,第六分局,"120.666599 ","24.171831 ",
648.0,何源里,臺中市西屯區何源里重慶路338號,1.0,100.0,第六分局,"120.662605 ","24.170099 ",
649.0,何德里,臺中市西屯區何德里重慶路174號,1.0,164.0,第六分局,"120.657259 ","24.167186 ",
650.0,何德里,臺中市西屯區何德里寧夏西二街6號,1.0,627.0,第六分局,"120.660771 ","24.166837 ",
651.0,何德里,臺中市西屯區何德里重慶路162號,1.0,163.0,第六分局,"120.657130 ","24.166975 ",
652.0,何德里,臺中市西屯區何德里成都路77號,1.0,616.0,第六分局,"120.660360 ","24.166238 ",
653.0,何德里,臺中市西屯區何德里寧夏路179號,1.0,2821.0,第六分局,"120.659263 ","24.168282 ",
