類別,編號,里別,地址,Location,地下層數位址,可容納人數,備註
學校,A0092,中東里,高雄市新興區中東里七賢一路393號,"22.63365357242306, 120.307152328652",1,400,
辦公室,A0093,中東里,高雄市新興區中東里中正三路34號,"22.631027,120.310097",1,1916,
辦公室,A0094,中東里,高雄市新興區中東里中正三路38號,"22.631115,120.309496",1.2.3,1260,
一般建築,A0095,中東里,高雄市新興區中東里中正三路54號,"22.631157,120.309",1,191,
一般建築,A0096,中東里,高雄市新興區中東里中正三路68之4號,"22.631191,120.308443",1,127,
一般建築,A0097,中東里,高雄市新興區中東里中正三路68之5號,"22.631191,120.30834",1,223,
一般建築,A0098,中東里,高雄市新興區中東里六合一路55號,"22.632427,120.308713",1,2233,
一般建築,A0099,中東里,高雄市新興區中東里六合一路90之1號,"22.632717,120.308623",1,314,
一般建築,A0100,中東里,高雄市新興區中東里六合一路90號,"22.632717,120.308663",1,277,
旅館,A0101,中東里,高雄市新興區中東里六合一路92號,"22.632708,120.308496",1.2,671,
一般建築,A0102,中東里,高雄市新興區中東里六合一路96巷18號,"22.633338,120.307975",1,4095,
一般建築,A0103,中東里,高雄市新興區中東里六合一路98號,"22.632795,120.307687",1.2,1812,
一般建築,A0104,中東里,高雄市新興區中東里復興一路72號,"22.632926,120.308504",1,368,
一般建築,A0105,中東里,高雄市新興區中東里復興一路74號,"22.633016,120.308505",1,360,
一般建築,A0106,中東里,高雄市新興區中東里復興一路78號,"22.633188,120.308515",1,643,
一般建築,A0107,仁聲里,高雄市新興區仁聲里中正三路61號,"22.63072,120.30794",1.2.3,569,
一般建築,A0108,仁聲里,高雄市新興區仁聲里中正三路69號,"22.630776,120.307677",1.2.3,956,
一般建築,A0109,仁聲里,高雄市新興區仁聲里仁愛一街102號,"22.63032,120.307426",1.2,500,
一般建築,A0110,仁聲里,高雄市新興區仁聲里仁愛一街98號,"22.630175,120.307411",1,376,
商場,A0111,仁聲里,高雄市新興區仁聲里復興一路19號,"22.628796,120.307809",1,1064,
一般建築,A0112,仁聲里,高雄市新興區仁聲里復興一路1號,"22.629784,120.299708",1.2,320,
一般建築,A0113,仁聲里,高雄市新興區仁聲里復興一路47之1號,"22.629788,120.307866",1,1030,
一般建築,A0114,仁聲里,高雄市新興區仁聲里復興一路49號,"22.629916,120.307875",1,946,
一般建築,A0115,仁聲里,高雄市新興區仁聲里復興一路51號,"22.630023,120.307879",1,1356,
商場,A0116,仁聲里,高雄市新興區仁聲里復興一路63號B,"22.630413,120.307907",1.2.3,1190,
一般建築,A0117,文西里,高雄市前金區文西里中華四路283號,"22.619565,120.299391",1,167,
一般建築,A0118,文西里,高雄市前金區文西里中華四路293號,"22.619862,120.299289",1,697,
一般建築,A0119,文西里,高雄市前金區文西里中華四路331號,"22.620593,120.298965",1,256,
一般建築,A0120,文西里,高雄市前金區文西里中華四路349號,"22.621071,120.298772",1.2,479,
商場,A0121,文西里,高雄市前金區文西里五福三路57號,"22.621649,120.298278",1.2.3.4.5,3439,
商場,A0122,文西里,高雄市前金區文西里五福三路59號,"22.621617,120.297619",1.2.3,3592,
辦公室,A0123,文西里,高雄市前金區文西里五福三路61號,"22.621452,120.297067",1.2,1942,
一般建築,A0124,文西里,高雄市前金區文西里文武三街145號,"22.620815,120.298149",1,507,
一般建築,A0125,文西里,高雄市前金區文西里光明街1號,"22.621065,120.2979",1.2,234,
一般建築,A0126,文西里,高雄市前金區文西里光明街2號,"22.621279,120.297907",1.2.3.4,2828,
一般建築,A0127,文西里,高雄市前金區文西里新田路234號,"22.620754,120.298623",1,210,
一般建築,A0128,文西里,高雄市前金區文西里新田路303號,"22.620115,120.297541",1,498,
一般建築,A0129,文昌里,高雄市新興區文昌里中正二路184號,"22.630701,120.316543",1.2,1555,
一般建築,A0130,文昌里,高雄市新興區文昌里中正二路190號,"22.630718,120.316276",1,352,
辦公室,A0131,文昌里,高雄市新興區文昌里中正二路192號,"22.630728,120.316153",1,683,
一般建築,A0132,文昌里,高雄市新興區文昌里中正二路196號,"22.630742,120.315856",1.2.3.4.5.6,872,
一般建築,A0133,文昌里,高雄市新興區文昌里中正二路218號,"22.630769,120.315423",1,720,
一般建築,A0134,文昌里,高雄市新興區文昌里中正二路220號,"22.630714,120.315122",1,699,
商場,A0135,文昌里,高雄市新興區文昌里中正二路222號,"22.630821,120.314925",1.2.3,894,
一般建築,A0136,文昌里,高雄市新興區文昌里六合路138號,"22.632339,120.315098",1,226,
辦公室,A0137,文昌里,高雄市新興區文昌里六合路183號,"22.63193,120.314196",1.2,609,
辦公室,A0138,文昌里,高雄市新興區文昌里六合路67號,"22.63177,120.317117",1,1290,
一般建築,A0139,文昌里,高雄市新興區文昌里民族二路38號,"22.631699,120.313674",1.2.3.4.5,3293,
一般建築,A0140,文昌里,高雄市新興區文昌里民族二路72號,"22.632757,120.31391",1.2.3.4.5.6,2879,
商場,A0141,文昌里,高雄市新興區文昌里和平一路199號,"22.631057,120.317385",1.2,957,
一般建築,A0142,文昌里,高雄市新興區文昌里和平一路215之4號,"22.631354,120.317179",1,793,
一般建築,A0143,文昌里,高雄市新興區文昌里尚義街132號,"22.631592,120.315473",1,459,
一般建築,A0144,文昌里,高雄市新興區文昌里尚義街138號,"22.631727,120.315498",1,608,
一般建築,A0145,文昌里,高雄市新興區文昌里尚義街156號,"22.632549,120.315556",1,77,
一般建築,A0146,文昌里,高雄市新興區文昌里尚義街157號,"22.632719,120.315326",1,63,
一般建築,A0147,文昌里,高雄市新興區文昌里尚義街159號,"22.63304779,120.315389725019",1.2,542,
辦公室,A0148,文昌里,高雄市新興區文昌里信守街104號,"22.631578,120.314488",1,384,
一般建築,A0149,文昌里,高雄市新興區文昌里信守街12號,"22.631335,120.316641",1.2,1090,
辦公室,A0150,文東里,高雄市前金區文東里中山二路505號,"22.620253,120.30174",1.2,1177,
一般建築,A0151,文東里,高雄市前金區文東里中山二路533號,"22.620659,120.301548",1,754,
一般建築,A0152,文東里,高雄市前金區文東里中山二路575號,"22.621993,120.301012",1,1548,
一般建築,A0153,文東里,高雄市前金區文東里中華四路282號,"22.619693,120.299899",1.2,508,
一般建築,A0154,文東里,高雄市前金區文東里中華四路302號,"22.620225,120.299707",1,646,
一般建築,A0155,文東里,高雄市前金區文東里中華四路314號,"22.620425,120.299656",1,224,
一般建築,A0156,文東里,高雄市前金區文東里五福三路21號,"22.622312,120.299715",1.2,1168,
一般建築,A0157,文東里,高雄市前金區文東里仁義街281號,"22.621794,120.300408",1.2,662,
一般建築,A0158,文東里,高雄市前金區文東里仁義街293號,"22.622112,120.300295",1.2,543,
一般建築,A0159,北金里,高雄市前金區北金里八德二路196號,"22.634467,120.293486",1.2,872,
一般建築,A0160,北金里,高雄市前金區北金里八德二路212號,"22.634174,120.292593",1,910,
一般建築,A0161,北金里,高雄市前金區北金里中華三路217號,"22.633306,120.294099",1.2,521,
醫院照護,A0162,北金里,高雄市前金區北金里中華三路247號,"22.63436,120.293712",1,610,
一般建築,A0163,北金里,高雄市前金區北金里文武一街141號,"22.63406,120.29307",1,211,
一般建築,A0164,北金里,高雄市前金區北金里文武一街89號,"22.632978,120.293471",1,70,
一般建築,A0165,北金里,高雄市前金區北金里河南二路123號,"22.634426,120.293051",1,961,
一般建築,A0166,民生里,高雄市前金區民生里大同二路18號,"22.627407,120.295868",1,205,
一般建築,A0167,民生里,高雄市前金區民生里大同二路20號,"22.627314,120.295562",1.2,792,
政府機關,A0168,民生里,高雄市前金區民生里中正四路191號,"22.628599,120.294289",1,798,
一般建築,A0169,民生里,高雄市前金區民生里中華三路103號,"22.628412,120.295991",1.2.3,727,
辦公室,A0170,民生里,高雄市前金區民生里中華三路81號,"22.62768,120.296244",1,495,
一般建築,A0171,民生里,高雄市前金區民生里中華三路89號,"22.627986,120.29611",1,231,
一般建築,A0172,民生里,高雄市前金區民生里文武二街161之1號,"22.62801,120.295356",1,541,
辦公室,A0173,民生里,高雄市前金區民生里文武二街163號,"22.628208,120.295308",1.2,342,
一般建築,A0174,民生里,高雄市前金區民生里文武二街168號,"22.627569,120.2958",1,296,
一般建築,A0175,民生里,高雄市前金區民生里文武二街196號,"22.628064,120.295614",1,311,
一般建築,A0176,民生里,高雄市前金區民生里文武二街200號,"22.628216,120.295537",1.2,580,
一般建築,A0177,民生里,高雄市前金區民生里文武二街210號,"22.628408,120.295486",1,230,
一般建築,A0178,民生里,高雄市前金區民生里自強二路168號,"22.62769,120.29454",1,280,
一般建築,A0179,民生里,高雄市前金區民生里自強二路182號,"22.628015,120.294444",1,598,
一般建築,A0180,民生里,高雄市前金區民生里自強二路188號,"22.628159,120.294389",1,218,
一般建築,A0181,民生里,高雄市前金區民生里前金一街19號,"22.627754,120.294687",1,155,
一般建築,A0182,永寧里,高雄市新興區永寧里五福二路116號,"22.625516,120.307501",1.2,490,
一般建築,A0183,永寧里,高雄市新興區永寧里五福二路136號,"22.625304,120.306918",1.2.3.4.5,1020,
一般建築,A0184,永寧里,高雄市新興區永寧里五福二路146號,"22.625214,120.30667",1,765,
一般建築,A0185,永寧里,高雄市新興區永寧里五福二路166號,"22.625086,120.306304",1,272,
一般建築,A0186,永寧里,高雄市新興區永寧里五福二路172號,"22.624986,120.305986",1,266,
一般建築,A0187,永寧里,高雄市新興區永寧里五福二路196號,"22.624775,120.305379",1,943,
一般建築,A0188,永寧里,高雄市新興區永寧里五福二路198號,"22.624756,120.305299",1,265,
辦公室,A0189,永寧里,高雄市新興區永寧里五福二路200號,"22.624693,120.305122",1,1029,
一般建築,A0190,永寧里,高雄市新興區永寧里仁愛二街113號,"22.626083,120.307034",1,306,
一般建築,A0191,永寧里,高雄市新興區永寧里仁愛二街218號,"22.626895,120.307204",1,215,
一般建築,A0192,永寧里,高雄市新興區永寧里忠孝一路128號,"22.626169,120.305948",1,210,
一般建築,A0193,永寧里,高雄市新興區永寧里德智街17號,"22.62636,120.306608",1,145,
一般建築,A0194,永寧里,高雄市新興區永寧里德智街1號,"22.62648,120.306973",1,482,
一般建築,A0195,永寧里,高雄市新興區永寧里德智街33號,"22.626251,120.306257",1,210,
商場,A0196,玉衡里,高雄市新興區玉衡里中山一路10之2號,"22.625264,120.301563",1,152,
一般建築,A0197,玉衡里,高雄市新興區玉衡里中山一路12之2號,"22.626033,120.301655",1.2,1421,
辦公室,A0198,玉衡里,高雄市新興區玉衡里中山一路12號,"22.625798,120.301633",1,522,
旅館,A0199,玉衡里,高雄市新興區玉衡里中山一路14之26號,"22.626411,120.302057",1.2,320,
旅館,A0200,玉衡里,高雄市新興區玉衡里中山一路4號,"22.624351,120.30144",1.2.3,1563,
學校,A0201,玉衡里,高雄市新興區玉衡里五福二路218號,"22.624607356392044, 120.30359671567332",1,2615,
學校,A0202,玉衡里,高雄市新興區玉衡里五福二路218號,"22.62469649,120.303897125019",1,3120,
商場,A0203,玉衡里,高雄市新興區玉衡里五福二路262號,"22.623557,120.301689",1.2,2879,
一般建築,A0204,玉衡里,高雄市新興區玉衡里文橫一路17號,"22.624728,120.302831",1,848,
一般建築,A0205,玉衡里,高雄市新興區玉衡里文橫一路5巷30號,"22.624057,120.30218",1,220,
一般建築,A0206,玉衡里,高雄市新興區玉衡里文橫一路68號,"22.626398,120.302899",1.2,180,
一般建築,A0207,玉衡里,高雄市新興區玉衡里民生一路345號之1,"22.62697689,120.303681367346",1.2.3,1038,
一般建築,A0208,玉衡里,高雄市新興區玉衡里玉竹二街14號,"22.624573,120.302578",1,849,
辦公室,A0209,玉衡里,高雄市新興區玉衡里竹圍路2號,"22.626738,120.303988",1,201,
一般建築,A0210,光耀里,高雄市新興區光耀里中正三路5號,"22.630434,120.311047",1,1498,
一般建築,A0211,光耀里,高雄市新興區光耀里民生一路22號,"22.628443,120.311997",1,861,
一般建築,A0212,光耀里,高雄市新興區光耀里民生一路40號,"22.628278,120.31151",1,159,
一般建築,A0213,光耀里,高雄市新興區光耀里民生一路52號,"22.628112,120.3109",1,461,
辦公室,A0214,光耀里,高雄市新興區光耀里民生一路54號,"22.628094,120.310603",1.2.3,2690,
一般建築,A0215,光耀里,高雄市新興區光耀里民族二路13號,"22.628961,120.312744",1,97,
旅館,A0216,光耀里,高雄市新興區光耀里民族二路35號,"22.62980119,120.312920396182",1.2,715,
一般建築,A0217,光耀里,高雄市新興區光耀里東海街73號,"22.628554,120.310743",1,344,
一般建築,A0218,光耀里,高雄市新興區光耀里南海街2號,"22.628305,120.311257",1,148,
一般建築,A0219,光耀里,高雄市新興區光耀里復橫一路31號,"22.628976,120.311919",1,816,
一般建築,A0220,光耀里,高雄市新興區光耀里渤海街16號,"22.63008,120.312479",1,1610,
一般建築,A0221,光耀里,高雄市新興區光耀里開封路39號,"22.62854,120.311274",1,469,
一般建築,A0222,光耀里,高雄市新興區光耀里黃海街36號,"22.629619,120.312558",1,979,
一般建築,A0223,光耀里,高雄市新興區光耀里錦田路20號,"22.628561,120.310306",1.2,907,
一般建築,A0224,成功里,高雄市新興區成功里中正三路110號,"22.63145,120.305693",1,316,
一般建築,A0225,成功里,高雄市新興區成功里中正三路129號,"22.630889,120.305223",1,446,
一般建築,A0226,成功里,高雄市新興區成功里中正三路134號,"22.631484,120.305",1,295,
一般建築,A0227,成功里,高雄市新興區成功里中正三路78之1號,"22.63127379,120.307718625019",1,318,
一般建築,A0228,成功里,高雄市新興區成功里中正三路84號,"22.631295,120.307486",1,418,
辦公室,A0229,成功里,高雄市新興區成功里中正三路88號,"22.631294,120.307126",1,495,
一般建築,A0230,成功里,高雄市新興區成功里仁愛一街134號,"22.631549,120.307548",1.2,543,
一般建築,A0231,成功里,高雄市新興區成功里仁愛一街137號,"22.631421,120.307191",1,355,
一般建築,A0232,成功里,高雄市新興區成功里仁愛一街167號,"22.632148,120.307306",1,126,
一般建築,A0233,成功里,高雄市新興區成功里六合一路109號,"22.632622,120.305081",1,249,
一般建築,A0234,成功里,高雄市新興區成功里六合一路63之1號,"22.63247,120.307633",1,147,
一般建築,A0235,成功里,高雄市新興區成功里忠孝一路271號,"22.631837,120.30597",1.2.3,620,
一般建築,A0236,成功里,高雄市新興區成功里忠孝一路291號,"22.632265,120.305985",1,89,
一般建築,A0237,成功里,高雄市新興區成功里忠孝一路320巷11之2號,"22.631573,120.306843",1,166,
一般建築,A0238,成功里,高雄市新興區成功里忠孝一路322號,"22.631808,120.306444",1.2,1249,
一般建築,A0239,成功里,高雄市新興區成功里忠孝一路344號,"22.632346,120.306335",1,195,
一般建築,A0240,成功里,高雄市新興區成功里林森一路196號,"22.632169,120.304916",1.2,554,
辦公室,A0241,成功里,高雄市新興區成功里林森一路230號,"22.633914,120.305226",1,4450,
辦公室,A0242,成功里,高雄市新興區成功里林森一路230號,"22.63382674720717, 120.30513712308989",1,1869,
一般建築,A0243,成功里,高雄市新興區成功里復興一路89號之1,"22.63194139,120.308115396182",1.2.3,1487,
商場,A0244,明莊里,高雄市新興區明莊里中山一路117號,"22.631422,120.3011",1,653,
一般建築,A0245,明莊里,高雄市新興區明莊里中山橫路42號,"22.631806,120.300292",1,376,
一般建築,A0246,明莊里,高雄市新興區明莊里中山橫路47號,"22.631653,120.30049",1,96,
一般建築,A0247,明莊里,高雄市新興區明莊里中正四路72號,"22.630744,120.299266",1,199,
商場,A0248,明莊里,高雄市新興區明莊里六合二路1號,"22.632742,120.301593",1.2,1859,
一般建築,A0249,明莊里,高雄市新興區明莊里六合二路37號,"22.632361,120.300653",1.2,580,
一般建築,A0250,明莊里,高雄市新興區明莊里自立二路86號,"22.631347,120.299",1.2.3.4.5,1049,
一般建築,A0251,東坡里,高雄市新興區東坡里大同一路116號,"22.62919,120.303431",1,176,
政府機關,A0252,東坡里,高雄市新興區東坡里中山一路100號,"22.630659,120.302207",1.2,965,
一般建築,A0253,東坡里,高雄市新興區東坡里中山一路86號,"22.630441,120.302167",1,210,
一般建築,A0254,東坡里,高雄市新興區東坡里中正三路177號,"22.63088,120.303486",1,2712,
一般建築,A0255,東坡里,高雄市新興區東坡里中正三路179號,"22.630897,120.303154",1,2216,
一般建築,A0256,東坡里,高雄市新興區東坡里林森一路163號,"22.630139,120.304424",1,1733,
商場,A0257,東坡里,高雄市新興區東坡里林森一路165號,"22.630565,120.30425",1.2.3,2103,
一般建築,A0258,東坡里,高雄市新興區東坡里球庭路68號,"22.63054,120.30394",1.2,454,
一般建築,A0259,東金里,高雄市前金區東金里七賢二路201之3號,"22.632394,120.294107",1,165,
一般建築,A0260,東金里,高雄市前金區東金里七賢二路201號,"22.632411,120.294175",1,237,
一般建築,A0261,東金里,高雄市前金區東金里七賢二路203號,"22.632375,120.293983",1,678,
一般建築,A0262,東金里,高雄市前金區東金里七賢二路207號,"22.632275,120.293769",1.2,520,
辦公室,A0263,東金里,高雄市前金區東金里中正四路168號,"22.629445,120.295244",1.2.3,1323,
辦公室,A0264,東金里,高雄市前金區東金里中正四路174號,"22.629235,120.294578",1,334,
一般建築,A0265,東金里,高雄市前金區東金里中華三路129號,"22.62988,120.295452",1.2,545,
辦公室,A0266,東金里,高雄市前金區東金里中華三路149號,"22.630502,120.295165",1,1413,
一般建築,A0267,東金里,高雄市前金區東金里中華三路185號,"22.631989,120.294619",1,119,
商場,A0268,東金里,高雄市前金區東金里六合二路160號,"22.630779,120.294652",1.2,778,
旅館,A0269,東金里,高雄市前金區東金里六合二路161號,"22.630428,120.294787",1.2.3,699,
一般建築,A0270,東金里,高雄市前金區東金里六合二路166號,"22.630642,120.294301",1,287,
一般建築,A0271,東金里,高雄市前金區東金里六合二路173號,"22.630262,120.29418",1,115,
一般建築,A0272,東金里,高雄市前金區東金里文武一街18號,"22.62995,120.294912",1,665,
一般建築,A0273,東金里,高雄市前金區東金里文武一街52號,"22.631157,120.294411",1,196,
一般建築,A0274,東金里,高雄市前金區東金里永恆街12號之1,"22.62981278,120.294281196182",1,401,
一般建築,A0275,東金里,高雄市前金區東金里自強一路22號,"22.629674,120.293816",1.2,1281,
一般建築,A0276,東金里,高雄市前金區東金里自強一路36號,"22.629961,120.293721",1,225,
一般建築,A0277,東金里,高雄市前金區東金里自強一路54號,"22.630638,120.293439",1,895,
一般建築,A0278,東金里,高雄市前金區東金里旺盛街28號,"22.631732,120.293319",1.2,1171,
一般建築,A0279,東金里,高雄市前金區東金里榮安街35號,"22.630993,120.293953",1,207,
