建築物名稱,里別,地址,緯度,經度,避難樓層,防空避難設備面積,可容納人數,轄管分局,備註
桃大君匯社區,玉山里,桃園市桃園區玉山里3鄰南豐二街132號,"24.982803 ","121.300815 ",B01B02,5521.96,6135.0,桃園分局,
一品國硯,福元里,桃園市桃園區福元里2鄰大業路一段113號,"25.005523 ","121.316358 ",B01B02,6769.93,4701.0,桃園分局,
善美館社區,大林里,桃園市桃園區大林里22鄰桃鶯路382-8號,"24.977298 ","121.322551 ",B01B02B03,5553.36,3856.0,桃園分局,
公寓,泰山里,桃園市桃園區泰山里7鄰金山街37巷6號,"24.990850 ","121.300413 ",B01,110.04,76.0,桃園分局,
NIKE萬岳桃園南平店,同德里,桃園市桃園區同德里10鄰南平路419號,"25.017118 ","121.296276 ",B01,750.96,521.0,桃園分局,
公寓,永興里,桃園市桃園區永興里民權路116號,"24.995137 ","121.309169 ",B01,34,23.0,桃園分局,
公寓,永興里,桃園市桃園區永興里民權路197號,"24.997129 ","121.307753 ",B01,192,133.0,桃園分局,
公寓,永興里,桃園市桃園區永興里民權路117號,"24.994838 ","121.309000 ",B01,28,19.0,桃園分局,
公寓,永興里,桃園市桃園區永興里新興街5號,"24.996999 ","121.307572 ",B01,488,338.0,桃園分局,
公寓,永興里,桃園市桃園區永興里新興街25號,"24.996895 ","121.307186 ",B01,67,46.0,桃園分局,
公寓,永興里,桃園市桃園區永興里新興街15號,"24.997009 ","121.307395 ",B01,51,56.0,桃園分局,
公寓,永興里,桃園市桃園區永興里民權路144號,"24.995819 ","121.308772 ",B01,61,42.0,桃園分局,
公寓,永興里,桃園市桃園區永興里民權路146號,"24.995912 ","121.308697 ",B01,51,35.0,桃園分局,
公寓,永興里,桃園市桃園區永興里民權路142號,"24.995814 ","121.308762 ",B01,82,91.0,桃園分局,
公寓,永興里,桃園市桃園區永興里和平路124號,"24.995490 ","121.308263 ",B01,52,36.0,桃園分局,
公寓,永興里,桃園市桃園區永興里永安路37號,"24.995646 ","121.309549 ",B01,142,98.0,桃園分局,
公寓,永興里,桃園市桃園區永興里和平路104號之5,"24.995910 ","121.309361 ",B01,21,14.0,桃園分局,
桃園市政府消防局三民分隊,永興里,桃園市桃園區永興里三民路三段26號,"24.998062 ","121.306726 ",B01,86,59.0,桃園分局,
公寓,永興里,桃園市桃園區永興里和平路104號之6,"24.995910 ","121.309361 ",B01,25,17.0,桃園分局,
公寓,文昌里,桃園市桃園區文昌里民權路71巷16號,"24.993364 ","121.309909 ",B01,39,27.0,桃園分局,
公寓,文昌里,桃園市桃園區文昌里中山路165號,"24.993287 ","121.309257 ",B01,90,62.0,桃園分局,
嘉仕特飯店,文昌里,桃園市桃園區文昌里中山路203號,"24.992922 ","121.308239 ",B01B02,291,202.0,桃園分局,
公寓,文昌里,桃園市桃園區文昌里中山路163號,"24.993311 ","121.309297 ",B01,73,50.0,桃園分局,
公寓,文昌里,桃園市桃園區文昌里民權路75號,"24.993648 ","121.310206 ",B01,51,35.0,桃園分局,
公寓,文昌里,桃園市桃園區文昌里民權路71巷20號,"24.993299 ","121.309853 ",B01,40,27.0,桃園分局,
公寓,西湖里,桃園市桃園區西湖里四維街90號,"24.993664 ","121.305290 ",B01,35,24.0,桃園分局,
公寓,中和里,桃園市桃園區中和里中正路246號,"24.996142 ","121.310303 ",B01,16,11.0,桃園分局,
公寓,中和里,桃園市桃園區中和里和平路80號,"24.996611 ","121.310694 ",B01,16,11.0,桃園分局,
公寓,中和里,桃園市桃園區中和里中山路70號,"24.995137 ","121.311198 ",B01,24,16.0,桃園分局,
公寓,中和里,桃園市桃園區中和里永樂街29號,"24.996174 ","121.311442 ",B01,24,16.0,桃園分局,
公寓,中和里,桃園市桃園區中和里永樂街33號,"24.996301 ","121.311202 ",B01,16,11.0,桃園分局,
公寓,中和里,桃園市桃園區中和里桃源街50號,"24.996098 ","121.310761 ",B01,23,15.0,桃園分局,
公寓,中和里,桃園市桃園區中和里中山路32號,"24.995280 ","121.312222 ",B01,23,15.0,桃園分局,
公寓,中和里,桃園市桃園區中和里和平路66號,"24.996908 ","121.310742 ",B01,20,13.0,桃園分局,
公寓,中和里,桃園市桃園區中和里和平路82號,"24.996728 ","121.310593 ",B01,22,15.0,桃園分局,
公寓,中和里,桃園市桃園區中和里中正路224號,"24.995692 ","121.310543 ",B01,23,15.0,桃園分局,
公寓,中和里,桃園市桃園區中和里桃源街9號,"24.996404 ","121.311720 ",B01,25,17.0,桃園分局,
公寓,中和里,桃園市桃園區中和里中山路52號,"24.995118 ","121.311762 ",B01,16,11.0,桃園分局,
公寓,中和里,桃園市桃園區中和里永安路8號,"24.995392 ","121.310231 ",B01,23,15.0,桃園分局,
公寓,中和里,桃園市桃園區中和里博愛路52號,"24.995666 ","121.311096 ",B01,23,15.0,桃園分局,
公寓,中和里,桃園市桃園區中和里民生路219巷5號,"24.995687 ","121.312258 ",B01,22,15.0,桃園分局,
公寓,中和里,桃園市桃園區中和里永樂街31號,"24.996104 ","121.311407 ",B01,30,20.0,桃園分局,
公寓,中和里,桃園市桃園區中和里永樂街41號,"24.996405 ","121.311259 ",B01,53,36.0,桃園分局,
公寓,中和里,桃園市桃園區中和里三民路二段255號,"24.998924 ","121.309000 ",B01,34,23.0,桃園分局,
公寓,中和里,桃園市桃園區中和里和平路84巷36號,"24.997201 ","121.310129 ",B01,22,15.0,桃園分局,
公寓,中和里,桃園市桃園區中和里和平路84巷34號,"24.997148 ","121.310232 ",B01,23,15.0,桃園分局,
公寓,中和里,桃園市桃園區中和里新生路33號,"24.997640 ","121.310788 ",B01,29,20.0,桃園分局,
台灣基督長老教會桃園教會,民生里,桃園市桃園區民生里民生路208號,"24.994099 ","121.313086 ",B01B02,116,80.0,桃園分局,
公寓,民生里,桃園市桃園區民生里民生路232號,"24.994831 ","121.312890 ",B01,12,8.0,桃園分局,
公寓,民生里,桃園市桃園區民生里民生路242號,"24.995025 ","121.312843 ",B01,21,14.0,桃園分局,
公寓,民生里,桃園市桃園區民生里民生路226號,"24.994692 ","121.312935 ",B01,33,22.0,桃園分局,
公寓,文昌里,桃園市桃園區文昌里新民街75號,"24.993645 ","121.311213 ",B01,16,11.0,桃園分局,
公寓,文昌里,桃園市桃園區文昌里新民街78號,"24.993882 ","121.311030 ",B01,43,29.0,桃園分局,
公寓,西門里,桃園市桃園區西門里三民路三段67號,"24.997267 ","121.306733 ",B01,45,31.0,桃園分局,
公寓,北門里,桃園市桃園區北門里民生路349號,"24.998563 ","121.311072 ",B01,150,104.0,桃園分局,
公寓,北門里,桃園市桃園區北門里民生路303號,"24.997585 ","121.311442 ",B01,60,41.0,桃園分局,
公寓,北門里,桃園市桃園區北門里民生路339號,"24.998374 ","121.311150 ",B01,15,10.0,桃園分局,
公寓,北門里,桃園市桃園區北門里永樂街112號,"24.998208 ","121.310365 ",B01,30,20.0,桃園分局,
公寓,北門里,桃園市桃園區北門里桃源街10號,"24.996594 ","121.311743 ",B01,17,11.0,桃園分局,
公寓,北門里,桃園市桃園區北門里桃源街8號,"24.996699 ","121.311751 ",B01,19,13.0,桃園分局,
公寓,北門里,桃園市桃園區北門里新生路15、17號,"24.997834 ","121.311001 ",B01,36,25.0,桃園分局,
公寓,北門里,桃園市桃園區北門里民生路299號,"24.997503 ","121.311478 ",B01,36,25.0,桃園分局,
公寓,北門里,桃園市桃園區北門里民生路283號,"24.997270 ","121.311463 ",B01,84,58.0,桃園分局,
公寓,北門里,桃園市桃園區北門里桃源街12號,"24.996602 ","121.311694 ",B01,15,10.0,桃園分局,
公寓,北門里,桃園市桃園區北門里桃源街22號,"24.996639 ","121.311464 ",B01,36,25.0,桃園分局,
公寓,北門里,桃園市桃園區北門里北興街18號,"24.999105 ","121.310304 ",B01,325,225.0,桃園分局,
公寓,北門里,桃園市桃園區北門里民生路411號,"25.000510 ","121.309958 ",B01,41,28.0,桃園分局,
新巢派大廈,北門里,桃園市桃園區北門里三民路二段195號,"24.999661 ","121.310397 ",B01,250,173.0,桃園分局,
公寓,北門里,桃園市桃園區北門里三民路二段223號,"24.999314 ","121.309810 ",B01,136,94.0,桃園分局,
公寓,北門里,桃園市桃園區北門里民生路401號,"25.000466 ","121.310198 ",B01,58,40.0,桃園分局,
公寓,北門里,桃園市桃園區北門里民生路425號,"25.000889 ","121.309904 ",B01,63,43.0,桃園分局,
民生凱悅社區,北門里,桃園市桃園區北門里民生路413號,"25.000532 ","121.310217 ",B01,805,559.0,桃園分局,
公寓,北門里,桃園市桃園區北門里北華街20號,"25.000472 ","121.309725 ",B01,66,45.0,桃園分局,
公寓,北門里,桃園市桃園區北門里民生路391號,"25.000190 ","121.310319 ",B01,167,115.0,桃園分局,
公寓,西門里,桃園市桃園區西門里和平路169號,"24.995060 ","121.308050 ",B01,63,43.0,桃園分局,
公寓,西門里,桃園市桃園區西門里和平路126號,"24.995362 ","121.308236 ",B01,48,33.0,桃園分局,
桃園區農會,西門里,桃園市桃園區西門里新生路165號,"24.996118 ","121.307777 ",B01B02,409,284.0,桃園分局,
公寓,西門里,桃園市桃園區西門里三民路三段69號,"24.997101 ","121.306704 ",B01,60,41.0,桃園分局,
公寓,西門里,桃園市桃園區西門里和平路132號,"24.995440 ","121.308144 ",B01,36,25.0,桃園分局,
濟弘皇璽社區,西門里,桃園市桃園區西門里民族路199號,"24.994524 ","121.307741 ",B01,850,590.0,桃園分局,
公寓,西門里,桃園市桃園區西門里民族路239號,"24.995223 ","121.307253 ",B01,50,34.0,桃園分局,
公寓,西門里,桃園市桃園區西門里金華街12號,"24.994543 ","121.307253 ",B01B02,450,312.0,桃園分局,
公寓,西門里,桃園市桃園區西門里民族路212號,"24.995221 ","121.307529 ",B01,90,62.0,桃園分局,
名岱町酒吧,西門里,桃園市桃園區西門里和平路148號,"24.995310 ","121.307815 ",B01,80,55.0,桃園分局,
桃園市私立喬幼幼兒園,西湖里,桃園市桃園區西湖里三民路三段245號,"24.994411 ","121.306269 ",B01B02,785,545.0,桃園分局,
富邦產物保險股份有限公司分公司,民生里,桃園市桃園區民生里福昌街8號,"24.994443 ","121.313334 ",B01B02,495,343.0,桃園分局,
公寓,西湖里,桃園市桃園區西湖里博愛西路6號,"24.994124 ","121.306771 ",B01,152,105.0,桃園分局,
公寓,西湖里,桃園市桃園區西湖里三民路三段301號,"24.993043 ","121.306320 ",B01B02,643,446.0,桃園分局,
協和大廈,永興里,桃園市桃園區永興里北新街91號,"24.997337 ","121.308635 ",B01,302,209.0,桃園分局,
寶佳利社區,民生里,桃園市桃園區民生里民生路310-3號,"24.996440 ","121.312273 ",B01B02B03,1081,750.0,桃園分局,
蜜月世紀大飯店,永興里,桃園市桃園區永興里三民路三段55號,"24.997497 ","121.306930 ",B01B02,868,602.0,桃園分局,
葛里法W社區,西門里,桃園市桃園區西門里民族路250號,"24.996025 ","121.307093 ",B01,148,102.0,桃園分局,
公寓,西門里,桃園市桃園區西門里和興街27號,"24.994648 ","121.306328 ",B01B02,2722,1890.0,桃園分局,
鴻福寺,中和里,桃園市桃園區中和里民生路231號,"24.995931 ","121.312227 ",B01B02,751,521.0,桃園分局,
三本大樓,南門里,桃園市桃園區南門里復興路283號,"24.989090 ","121.306317 ",B01,413,286.0,桃園分局,
公寓,南門里,桃園市桃園區南門里復興路299號,"24.989159 ","121.305728 ",B01,10,6.0,桃園分局,
古鼎商業大樓,文化里,桃園市桃園區文化里復興路161號,"24.989695 ","121.310798 ",B01,1990.14,1382.0,桃園分局,
公寓,文化里,桃園市桃園區文化里大同路60號之1,"24.989477 ","121.311815 ",B01,10,6.0,桃園分局,
公寓,文化里,桃園市桃園區文化里大同路60號之1,"24.989477 ","121.311815 ",B01,67,46.0,桃園分局,
公寓,南門里,桃園市桃園區南門里育樂街18號,"24.991433 ","121.304108 ",B01,22,15.0,桃園分局,
公寓,武陵里,桃園市桃園區武陵里民生路58號,"24.991390 ","121.314859 ",B01,654,454.0,桃園分局,
桃花園飯店,文化里,桃園市桃園區文化里復興路151號,"24.989845 ","121.311348 ",B01,2857.37,1984.0,桃園分局,
公寓,東門里,桃園市桃園區東門里春日路229號,"24.997316 ","121.315224 ",B01,45,31.0,桃園分局,
公寓,東門里,桃園市桃園區東門里春日路231號,"24.997389 ","121.315234 ",B01,50,34.0,桃園分局,
公寓,東門里,桃園市桃園區東門里春日路233號,"24.997432 ","121.315236 ",B01,69,47.0,桃園分局,
公寓,東門里,桃園市桃園區東門里朝陽街一段75號,"24.994050 ","121.313821 ",B01,19,13.0,桃園分局,
公寓,文明里,桃園市桃園區文明里大同路157號,"24.988360 ","121.307875 ",B01,15,10.0,桃園分局,
公寓,文明里,桃園市桃園區文明里大同路112號之1,"24.988976 ","121.310213 ",B01,520,361.0,桃園分局,
行政院農業委員會農糧署北區分署,武陵里,桃園市桃園區武陵里大同路111號,"24.988465 ","121.309424 ",B01,332,230.0,桃園分局,
公寓,南華里,桃園市桃園區南華里南海路45號,"24.991327 ","121.307336 ",B01,195,216.0,桃園分局,
公寓,南華里,桃園市桃園區南華里南海路54號,"24.991327 ","121.307336 ",B01,192,133.0,桃園分局,
公寓,南華里,桃園市桃園區南華里南華街57號,"24.990511 ","121.308133 ",B01,29,20.0,桃園分局,
公寓,文明里,桃園市桃園區文明里南華街60號,"24.990563 ","121.308543 ",B01,309,214.0,桃園分局,
鎮南華廈,南華里,桃園市桃園區南華里南華街66號,"24.990686 ","121.308443 ",B01B02,949,659.0,桃園分局,
運通大樓,南華里,桃園市桃園區南華里南華街67號,"24.990820 ","121.308102 ",B01,32,22.0,桃園分局,
公寓,南華里,桃園市桃園區南華里南華街77號,"24.991026 ","121.308015 ",B01B02,597,414.0,桃園分局,
遠東國際商業銀行桃園分行,南華里,桃園市桃園區南華里南華街78號,"24.991088 ","121.308367 ",B01,621.29,431.0,桃園分局,
凱基銀行桃園分行,南華里,桃園市桃園區南華里南華街80號,"24.991103 ","121.308353 ",B01,198.72,138.0,桃園分局,
公寓,南華里,桃園市桃園區南華里鎮南街26號,"24.991014 ","121.308627 ",B01,21,14.0,桃園分局,
公寓,南華里,桃園市桃園區南華里鎮南街59號,"24.990411 ","121.307711 ",B01,33,22.0,桃園分局,
公寓,南華里,桃園市桃園區南華里鎮南街77號,"24.990417 ","121.307265 ",B01,187,129.0,桃園分局,
公寓,南門里,桃園市桃園區南門里大同路219號,"24.988205 ","121.306023 ",B01,95,65.0,桃園分局,
桃園市桃園區南門國民小學,南門里,桃園市桃園區南門里復興路303號,"24.989130 ","121.305506 ",B01,465,516.0,桃園分局,
公寓,南門里,桃園市桃園區南門里復興路305號,"24.989194 ","121.305266 ",B01,481,334.0,桃園分局,
公寓,南門里,桃園市桃園區南門里復興路314號,"24.989333 ","121.306258 ",B01,21,14.0,桃園分局,
中華路16號華廈,文化里,桃園市桃園區文化里中華路16號,"24.991226 ","121.311179 ",B01B02,954,1060.0,桃園分局,
公寓,南門里,桃園市桃園區南門里南山街2號,"24.989854 ","121.304009 ",B01,27,18.0,桃園分局,
公寓,南門里,桃園市桃園區南門里南山街3號,"24.989327 ","121.304391 ",B01,184,127.0,桃園分局,
樂居華廈,萬壽里,桃園市桃園區萬壽里復興路25號,"24.990781 ","121.317731 ",B01B02,188.38,209.0,桃園分局,
公寓,萬壽里,桃園市桃園區萬壽里復興路43號,"24.990857 ","121.316683 ",B01,39,27.0,桃園分局,
公寓,武陵里,桃園市桃園區武陵里復興路51號,"24.990872 ","121.316192 ",B01,243,168.0,桃園分局,
公寓,武陵里,桃園市桃園區武陵里復興路51號,"24.990872 ","121.316192 ",B01B02,508,352.0,桃園分局,
國立臺北科技大學附屬桃園農工高級中等學校,萬壽里,桃園市桃園區萬壽里成功路二段144號,"24.993250 ","121.320156 ",B01,789,547.0,桃園分局,
國立臺北科技大學附屬桃園農工高級中等學校,萬壽里,桃園市桃園區萬壽里成功路二段144號,"24.993250 ","121.320156 ",B01,540,375.0,桃園分局,
公寓,文明里,桃園市桃園區文明里三民路三段413號,"24.988699 ","121.307459 ",B01B02,188,130.0,桃園分局,
御康大樓,東門里,桃園市桃園區東門里成功路二段7號,"24.993503 ","121.314311 ",B01,12,8.0,桃園分局,
御康大樓,東門里,桃園市桃園區東門里成功路二段9號,"24.993680 ","121.314244 ",B01,11,7.0,桃園分局,
公寓,西湖里,桃園市桃園區西湖里三民路三段303號,"24.992986 ","121.306131 ",B01B02B03,430,298.0,桃園分局,
公寓,西湖里,桃園市桃園區西湖里三民路三段305號,"24.992900 ","121.306135 ",B01B02,387,430.0,桃園分局,
公寓,東門里,桃園市桃園區東門里朝陽街一段91號,"24.994577 ","121.313908 ",B01B02,584,405.0,桃園分局,
公寓,東門里,桃園市桃園區東門里忠孝街4號,"24.994162 ","121.314690 ",B01,23,15.0,桃園分局,
公寓,東門里,桃園市桃園區東門里東國街29號,"24.994538 ","121.314732 ",B01,38,42.0,桃園分局,
"台灣自來水股份有限公司  (第二區管理處)",南門里,桃園市桃園區南門里中山路291號,"24.992068 ","121.304489 ",B01,468,325.0,桃園分局,
公寓,南門里,桃園市桃園區南門里南豐街234號,"24.982353 ","121.305181 ",B01B02,826,573.0,桃園分局,
公寓,南華里,桃園市桃園區南華里三民路三段319號,"24.992070 ","121.306337 ",B01,157,109.0,桃園分局,
公寓,南華里,桃園市桃園區南華里三民路三段319號,"24.992070 ","121.306337 ",B01B02B03,621,431.0,桃園分局,
成功新象,東門里,桃園市桃園區東門里桃一街53號,"24.995089 ","121.317285 ",B01,92,63.0,桃園分局,
成功官邸,東門里,桃園市桃園區東門里成功路二段99號,"24.994558 ","121.317400 ",B01,3630,2520.0,桃園分局,
成功官邸,東門里,桃園市桃園區東門里成功路二段101號,"24.994502 ","121.317554 ",B01,86,59.0,桃園分局,
桃園市桃園區東門國民小學,東門里,桃園市桃園區東門里東國街14號,"24.994727 ","121.315302 ",B01,80,55.0,桃園分局,
公寓,文化里,桃園市桃園區文化里大同路60號之1,"24.989477 ","121.311815 ",B01B02,954,662.0,桃園分局,
公寓,文化里,桃園市桃園區文化里中華路5號,"24.990965 ","121.311302 ",B01,127.22,88.0,桃園分局,
鑫華商業大樓,文化里,桃園市桃園區文化里中華路33號,"24.990885 ","121.311047 ",B01,1137.3,789.0,桃園分局,
