建築物名稱,里別,地址,緯度,經度,避難樓層,可容納人數,轄管分局,備註
宜誠新天地社區,順興里,桃園市蘆竹區南順一街85號,"25.041884 ","121.286033 ",B01,2439.0,蘆竹分局,
龍德宮,富竹里,桃園市蘆竹區富國路一段10號,"25.026872 ","121.277452 ",B01,712.0,蘆竹分局,
龍德宮,富竹里,桃園市蘆竹區富國路一段10號,"25.026872 ","121.277452 ",B01,487.0,蘆竹分局,
震易股份有限公司,蘆竹里,桃園市蘆竹區南青路1156巷5號,"25.057130 ","121.273838 ",B01,1100.0,蘆竹分局,
光明國小,南興里,桃園市蘆竹區南福街255號,"25.040590 ","121.291110 ",B01,1504.0,蘆竹分局,
竹城玉川社區,南興里,桃園市蘆竹區忠孝西路86號,"25.041560 ","121.290140 ",B01,1009.0,蘆竹分局,
合遠建設社區,富竹里,桃園市蘆竹區南竹路四段300巷50號,25.0288374,121.2627207,B01,2239.0,蘆竹分局,
海喬建設社區,南興里,桃園市蘆竹區南竹路二段5號,"25.043850 ","121.287130 ",B01,627.0,蘆竹分局,
柏承科技公司,坑口里,桃園市蘆竹區大有街33號,"25.096359 ","121.272570 ",B01,377.0,蘆竹分局,
陽興造機公司,坑口里,桃園市蘆竹區山菓路76號,"25.089540 ","121.271980 ",B01,408.0,蘆竹分局,
興航實業公司,坑口里,桃園市蘆竹區海山路446號,"25.090204 ","121.276346 ",B01,154.0,蘆竹分局,
私人住宅,坑口里,桃園市蘆竹區海山路638號,"25.092668 ","121.271705 ",B01,562.0,蘆竹分局,
逸風實業公司,山腳里,桃園市蘆竹區山富街125號,"25.084030 ","121.290640 ",B01,35.0,蘆竹分局,
啟琳化工公司,坑口里,桃園市蘆竹區三德街54巷3號,"25.096854 ","121.269212 ",B01,66.0,蘆竹分局,
耿鼎企業公司,坑口里,桃園市蘆竹區大坑街24號,"25.107517 ","121.275876 ",B01,383.0,蘆竹分局,
台硝化工公司,坑口里,桃園市蘆竹區大坑街25號,"25.107876 ","121.275495 ",B01,155.0,蘆竹分局,
鴻來企業公司,坑口里,桃園市蘆竹區三德街56號,"25.097450 ","121.269150 ",B01,667.0,蘆竹分局,
景陽製瓶工業公司,濱海里,桃園市蘆竹區濱海路一段433號,"25.117398 ","121.262546 ",B01,54.0,蘆竹分局,
廣明實業公司,海湖里,桃園市蘆竹區海山路二段211號,"25.104077 ","121.258861 ",B01,86.0,蘆竹分局,
台灣佑能工具公司,濱海里,桃園市蘆竹區中圳街180號,"25.109234 ","121.260375 ",B01,400.0,蘆竹分局,
私人住宅,海湖里,桃園市蘆竹區海湖51-6號,"25.105230 ","121.264550 ",B01,277.0,蘆竹分局,
桃園市肉品市場,外社里,桃園市蘆竹區山林路二段90巷2號,25.083122,121.296150,B01,200.0,蘆竹分局,
聯邦染整公司,外社里,桃園市蘆竹區山林路二段6號,"25.084734 ","121.294421 ",B01,184.0,蘆竹分局,
泰舜實業公司,坑口里,桃園市蘆竹區大有街36號,"25.096243 ","121.272891 ",B01,197.0,蘆竹分局,
遠翔倉儲公司,濱海里,桃園市蘆竹區濱海路一段238號,"25.111906 ","121.260289 ",B01,690.0,蘆竹分局,
旭榮公司,海湖里,桃園市蘆竹區海山中街9號,"25.106635 ","121.258868 ",B01,4608.0,蘆竹分局,
台灣佑能工具公司,濱海里,桃園市蘆竹區中圳街180號,"25.109234 ","121.260375 ",B01,830.0,蘆竹分局,
相興機械廠,坑口里,桃園市蘆竹區大有街29號,"25.095715 ","121.271421 ",B01,265.0,蘆竹分局,
華潔洗滌公司,坑口里,桃園市蘆竹區三德街54巷7號,"25.101903 ","121.269554 ",B01,362.0,蘆竹分局,
郵船通運公司,海湖里,桃園市蘆竹區海山中街55號,"25.107476 ","121.261013 ",B01,1866.0,蘆竹分局,
台通光電公司,坑口里,桃園市蘆竹區海湖東路292巷41號,"25.098375 ","121.272087 ",B01,898.0,蘆竹分局,
耿鼎企業公司,坑口里,桃園市蘆竹區大坑街32號,"25.107973 ","121.275797 ",B01,423.0,蘆竹分局,
澳亞飛航訓練中心,坑口里,桃園市蘆竹區大有街1號,"25.093872 ","121.268243 ",B01,16.0,蘆竹分局,
南岩半導體公司,山腳里,桃園市蘆竹區海山路89號,"25.085692 ","121.284493 ",B01,578.0,蘆竹分局,
日馳企業公司,海湖里,桃園市蘆竹區海山中街51號,"25.107191 ","121.260377 ",B01,1494.0,蘆竹分局,
長生電場,海湖里,桃園市蘆竹區桃園市蘆竹區濱海路一段199號(電力設施),,,B01,437.0,蘆竹分局,不對外公開
旭富製藥公司,濱海里,桃園市蘆竹區海湖北路309巷61號,"25.113561 ","121.263322 ",B01,272.0,蘆竹分局,
台耀化學公司,坑口里,桃園市蘆竹區和平街36號,"25.092784 ","121.277035 ",B01,208.0,蘆竹分局,
柏承科技公司,坑口里,桃園市蘆竹區大有街33號,"25.096359 ","121.272570 ",B01,963.0,蘆竹分局,
日馳企業公司,海湖里,桃園市蘆竹區海山中街51號,"25.107191 ","121.260377 ",B01,976.0,蘆竹分局,
清泉電熱公司,外社里,桃園市蘆竹區山林路二段685號,"25.081876 ","121.309036 ",B01,90.0,蘆竹分局,
閎基A11社區,坑口里,桃園市蘆竹區海山路一段79號,"25.093098 ","121.267825 ",B01,742.0,蘆竹分局,
益睿科技公司,山腳里,桃園市蘆竹區南山北路一段72號,"25.089252 ","121.285640 ",B01,3959.0,蘆竹分局,
台耀化學公司,坑口里,桃園市蘆竹區和平街36號,"25.092784 ","121.277035 ",B01,254.0,蘆竹分局,
木川褧浦,坑口里,桃園市蘆竹區大有街11號,"25.094505 ","121.269487 ",B01,384.0,蘆竹分局,
台耀化學公司,坑口里,桃園市蘆竹區和平街36號,"25.092784 ","121.277035 ",B01,211.0,蘆竹分局,
旭富製藥公司,海湖里,桃園市蘆竹區海湖北路309巷61號,"25.113561 ","121.263322 ",B01,428.0,蘆竹分局,
貝克漢旅館,濱海里,桃園市蘆竹區海港路317號,"25.109723 ","121.253821 ",B01,759.0,蘆竹分局,
菁誠里厚社區,山鼻里,桃園市蘆竹區山鼻里6鄰機捷路二段756號,25.081307,121.288736,B03,1017.0,蘆竹分局,
鴻輝AI首席廠辦大樓,濱海里,桃園市蘆竹區濱海里濱海路一段371號,25.116369,121.261612,B01,1030.0,蘆竹分局,
