編號,地址,經度,緯度,里別,避難所在之地下樓層數,可容納人數,轄管分局,"unnamed (1)","unnamed (2)"
508.0,臺中市北區立人里北平路一段10號,120.6679909,24.17163418,立人里,1.0,"  864 ",第二分局,,
509.0,臺中市北區明德里太原北路86號,120.6690448,24.16525949,明德里,1.0,"  918 ",第二分局,,
510.0,臺中市北區明德里忠明七街30號,120.6691853,24.16318156,明德里,1.0,"  325 ",第二分局,,
511.0,臺中市北區明德里太原北路2號,120.666225,24.16530425,明德里,1.0,"  1,431 ",第二分局,,
512.0,臺中市北區明德里漢口路三段80號," 120.66852",24.166798,明德里,1.0,"  1,003 ",第二分局,,
513.0,臺中市北區賴興里文昌東二街116巷1號,120.6781632,24.17099722,賴興里,1.0,"  1,812 ",第二分局,,
514.0,臺中市北區梅川里文昌東一街111號,120.6766621,24.16743915,梅川里,1.0,"  804 ",第二分局,,
515.0,臺中市北區健行里華信街10號,120.6740364,24.16183603,健行里,1.0,"  2,673 ",第二分局,,
516.0,臺中市北區賴旺里天津路二段61號,120.674143,24.170305,賴旺里,1.0,"  1,559 ",第二分局,,
517.0,臺中市北區賴明里山西路二段90號之2,120.675841,24.169574,賴明里,1.0,"  1,132 ",第二分局,,
518.0,臺中市北區長青里天津路一段130號,120.6709778,24.17020337,長青里,1.0,"  585 ",第二分局,,
519.0,臺中市北區賴明里漢口路四段5號之1," 120.67357",24.167489,賴明里,1.0,"  670 ",第二分局,,
520.0,臺中市北區長青里陜西路24號,120.6683553,24.168064,長青里,1.0,"  646 ",第二分局,,
521.0,臺中市北區長青里陝西五街8號,120.6671194,24.16933868,長青里,1.0,"  751 ",第二分局,,
522.0,臺中市北區立人里華美街二段258號,120.6670464,24.17114412,立人里,1.0,"  792 ",第二分局,,
523.0,臺中市北區明德里忠明路429號,120.6697783,24.16347502,明德里,1.0,"  1,031 ",第二分局,,
524.0,臺中市北區中達里育德路187號,120.6697136,24.1571675,中達里,1.0,"  285 ",第二分局,,
525.0,臺中市北區中正里民權路220號,120.6740607,24.14375739,中正里,1.0,"  166 ",第二分局,,
526.0,臺中市北區金華里三民路三段265號,120.6875233,24.15633734,金華里,1.0,"  741 ",第二分局,,
527.0,臺中市北區長青里陝西六街1號,120.667278,24.168531,長青里,1.0,"  120 ",第二分局,,
528.0,臺中市北區五常里英才路1號,120.678332,24.155387,五常里,1.0,"  143 ",第二分局,,
529.0,臺中市北區賴明里中清路一段606號," 120.67312",24.168231,賴明里,1.0,"  221 ",第二分局,,
530.0,臺中市北區賴厝里漢口路四段168號," 120.67849",24.166268,賴厝里,1.0,"  3,154 ",第二分局,,
531.0,臺中市北區錦平里太平路74號," 120.68161",24.149642,錦平里,1.0,"  155 ",第二分局,,
532.0,臺中市北區錦平里太平路74號," 120.68161",24.149642,錦平里,3.0,"  1,085 ",第二分局,,
533.0,臺中市北區育德里育德路116號,120.673142,24.157682,育德里,1.0,"  1,188 ",第二分局,,
534.0,臺中市北區建興里德化街184號," 120.68581",24.161781,建興里,1.0,"  509 ",第二分局,,
535.0,臺中市北區建興里健行路378號," 120.68243",24.159421,建興里,2.0,"  1,406 ",第二分局,,
536.0,臺中市北區建興里崇德路一段133巷6號," 120.68471",24.161465,建興里,12.0,"  2,183 ",第二分局,,
537.0,臺中市北區光大里中清路一段98號,120.677477,24.153385,光大里,23.0,"  3,277 ",第二分局,,
538.0,臺中市北區邱厝里中清路一段108號,120.677507,24.154353,邱厝里,23.0,"  1,218 ",第二分局,,
539.0,臺中市北區五常里中清路一段80號,120.677488,24.153095,五常里,2.0,"  653 ",第二分局,,
540.0,臺中市北區文莊里中清路一段87巷10號," 120.67660",24.155134,文莊里,23.0,"  2,598 ",第二分局,,
541.0,臺中市北區文莊里文武街2號," 120.67810",24.154054,文莊里,1.0,"  1,494 ",第二分局,,
542.0,臺中市北區文莊里英士路105號," 120.67522",24.151950,文莊里,2.0,"  306 ",第二分局,,
543.0,臺中市北區文莊里文化街11號,120.675013,24.152379,文莊里,1.0,"  391 ",第二分局,,
544.0,臺中市北區文莊里中清路一段91號,120.676992,24.155579,文莊里,23.0,"  1,327 ",第二分局,,
545.0,臺中市北區文莊里文武街17號," 120.67588",24.154363,文莊里,1.0,"  1,094 ",第二分局,,
546.0,臺中市北區金華里進德北路156號之1號,120.693220,24.154889,金華里,1.0,"  389 ",第二分局,,
547.0,臺中市北區金華里雙十路二段40巷6號,120.690811,24.155573,金華里,1.0,"  456 ",第二分局,,
548.0,臺中市北區長青里陝西路29號,120.668066,24.168134,長青里,1.0,"  800 ",第二分局,,
549.0,臺中市北區金華里三民路三段290號,120.688355,24.156568,金華里,1.0,"  1,096 ",第二分局,,
550.0,臺中市北區賴興里山西路二段57號,120.6755689,24.17029333,賴興里,1.0,"  109 ",第二分局,,
551.0,臺中市北區金華里雙十路二段38號,120.6901869,24.15576809,金華里,1.0,"  135 ",第二分局,,
552.0,臺中市北區健行里中清路一段369號," 120.67436",24.162611,健行里,2.0,"  576 ",第二分局,,
553.0,臺中市北區賴明里文昌東一街292號,120.676727,24.169618,賴明里,1.0,"  643 ",第二分局,,
554.0,臺中市北區明新里中清路一段435號,120.673751,24.164514,明新里,1.0,"  296 ",第二分局,,
555.0,臺中市北區明新里中清路一段447號,120.673354,24.165696,明新里,1.0,"  435 ",第二分局,,
556.0,臺中市北區明新里中清路一段652號,120.673184,24.169250,明新里,2.0,"  3,811 ",第二分局,,
557.0,臺中市北區賴明里中清路一段726巷6號,120.673296,24.169314,賴明里,1.0,"  1,062 ",第二分局,,
558.0,臺中市北區新興里三民路三段92之3號," 120.68377",24.149087,新興里,2.0,"  245 ",第二分局,,
559.0,臺中市北區錦洲里進化路570巷3號," 120.69513",24.159264,錦洲里,1.0,"  1,417 ",第二分局,,
560.0,臺中市北區邱厝里育德路2號,120.6804421,24.157383,邱厝里,1.0,"  1,978 ",第二分局,,
561.0,臺中市北區邱厝里育德路29號,120.679173,24.157039,邱厝里,23.0,"  3,120 ",第二分局,,
562.0,臺中市北區賴村里中清路一段370號," 120.67559",24.161722,賴村里,1.0,"  576 ",第二分局,,
563.0,臺中市北區金龍里北屯路1號," 120.69054",24.159860,金龍里,1.0,"  1,965 ",第二分局,,
564.0,臺中市北區建興里榮華街77號," 120.68657",24.162030,建興里,1.0,"  621 ",第二分局,,
565.0,臺中市北區崇德里崇德路一段452號," 120.68537",24.163642,崇德里,1.0,"  615 ",第二分局,,
566.0,臺中市北區崇德里崇德路一段542號," 120.68542",24.167032,崇德里,1.0,"  439 ",第二分局,,
567.0,臺中市北區大湖里湖北街101號,120.678934,24.150797,大湖里,1.0,"  252 ",第二分局,,
568.0,臺中市北區淡溝里館前路25號,120.6646956,24.15477732,淡溝里,1.0,"  1,538 ",第二分局,,
569.0,臺中市北區文莊里中清路一段79號,120.67704,24.154498,文莊里,23.0,"  1,165 ",第二分局,,
570.0,"臺中市北區淡溝里台灣大道二段360號 ",120.6655214,24.15433115,淡溝里,3.0,"  966 ",第二分局,,
571.0,"臺中市北區大湖里中華路二段98號 ",120.680595,24.148970,大湖里,1.0,"  317 ",第二分局,,
