編號,村里別,地址,可容納人數,轄區分局,經度,緯度,避難所在之地下樓層數
258.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷50號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
259.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷88號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
260.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷86號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
261.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷69號,27.0,豐原分局,"120.714815 ","24.255549 ",1.0
262.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷67號,27.0,豐原分局,"120.714815 ","24.255549 ",1.0
263.0,圳寮里,臺中市豐原區圳寮里圓環北路一段122號,27.0,豐原分局,"120.715725 ","24.256095 ",1.0
264.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷8號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
265.0,圳寮里,臺中市豐原區圳寮里豐洲路100號,27.0,豐原分局,"120.716098 ","24.255344 ",1.0
266.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷58號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
267.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷73號,27.0,豐原分局,"120.714815 ","24.255549 ",1.0
268.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷65號,27.0,豐原分局,"120.714815 ","24.255549 ",1.0
269.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷82號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
270.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷78號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
271.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷80號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
272.0,圳寮里,臺中市豐原區忠孝街105巷50弄26-2號,27.0,豐原分局,"120.714712 ","24.253489 ",1.0
273.0,圳寮里,臺中市豐原區忠孝街105巷50弄26-4號,27.0,豐原分局,"120.714712 ","24.253489 ",1.0
274.0,圳寮里,臺中市豐原區忠孝街105巷50弄26-3號,27.0,豐原分局,"120.714712 ","24.253489 ",1.0
275.0,圳寮里,臺中市豐原區忠孝街105巷50弄26-1號,27.0,豐原分局,"120.714712 ","24.253489 ",1.0
276.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷71號,27.0,豐原分局,"120.714815 ","24.255549 ",1.0
277.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷68號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
278.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷66號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
279.0,圳寮里,臺中市豐原區圳寮里豐洲路73巷74號,27.0,豐原分局,"120.713911 ","24.255261 ",1.0
280.0,下街里,臺中市豐原區下街里三豐路90號,58.0,豐原分局,"120.720590 ","24.265826 ",1.0
281.0,下街里,臺中市豐原區下街里三豐路102號,14.0,豐原分局,"120.720585 ","24.266020 ",1.0
282.0,下街里,臺中市豐原區下街里三豐路104號,14.0,豐原分局,"120.720585 ","24.266020 ",1.0
283.0,下街里,臺中市豐原區下街里三豐路108號,25.0,豐原分局,"120.720626 ","24.266155 ",1.0
284.0,下街里,臺中市豐原區下街里三豐路114號,20.0,豐原分局,"120.720703 ","24.266646 ",1.0
285.0,下街里,臺中市豐原區下街里三豐路122號,22.0,豐原分局,"120.720678 ","24.266449 ",1.0
286.0,下街里,臺中市豐原區下街里三豐路130號,14.0,豐原分局,"120.720673 ","24.266566 ",1.0
287.0,下街里,臺中市豐原區下街里三豐路141號,34.0,豐原分局,"120.720613 ","24.267552 ",1.0
288.0,下街里,臺中市豐原區下街里三豐路143號,14.0,豐原分局,"120.721517 ","24.257566 ",1.0
289.0,下街里,臺中市豐原區下街里三豐路109號,22.0,豐原分局,"120.722108 ","24.256858 ",1.0
290.0,下街里,臺中市豐原區下街里三豐路117號,14.0,豐原分局,"120.720489 ","24.266825 ",1.0
291.0,下街里,臺中市豐原區下街里三豐路123號,46.0,豐原分局,"120.721887 ","24.257159 ",1.0
292.0,下街里,臺中市豐原區下街里中正路258號,36.0,豐原分局,"120.716397 ","24.251846 ",1.0
293.0,下街里,臺中市豐原區下街里忠孝街74號,54.0,豐原分局,"120.716440 ","24.253468 ",1.0
294.0,下街里,臺中市豐原區下街里忠孝街78號,49.0,豐原分局,"120.716409 ","24.253537 ",1.0
295.0,下街里,臺中市豐原區下街里中正路222號,22.0,豐原分局,"120.717384 ","24.251968 ",1.0
296.0,下街里,臺中市豐原區下街里中正路224號,19.0,豐原分局,"120.717350 ","24.251968 ",1.0
297.0,下街里,臺中市豐原區下街里中正路226號,58.0,豐原分局,"120.717305 ","24.251964 ",1.0
298.0,下街里,臺中市豐原區下街里中正路228號,58.0,豐原分局,"120.717260 ","24.251961 ",1.0
299.0,下街里,臺中市豐原區下街里中正路230號,24.0,豐原分局,"120.717231 ","24.251960 ",1.0
300.0,下街里,臺中市豐原區下街里中正路232號,24.0,豐原分局,"120.717184 ","24.251957 ",1.0
301.0,下街里,臺中市豐原區下街里中正路236號,19.0,豐原分局,"120.717079 ","24.251950 ",1.0
302.0,下街里,臺中市豐原區下街里中正路238號,19.0,豐原分局,"120.717032 ","24.251949 ",1.0
303.0,下街里,臺中市豐原區下街里中正路240號,19.0,豐原分局,"120.716987 ","24.251944 ",1.0
304.0,下街里,臺中市豐原區下街里中正路246號,30.0,豐原分局,"120.716854 ","24.251933 ",1.0
305.0,下街里,臺中市豐原區下街里中正路244號,22.0,豐原分局,"120.716894 ","24.251937 ",1.0
306.0,下街里,臺中市豐原區下街里中正路248號,30.0,豐原分局,"120.716808 ","24.251930 ",1.0
307.0,下街里,臺中市豐原區下街里中正路250號,70.0,豐原分局,"120.716705 ","24.251954 ",1.0
308.0,下街里,臺中市豐原區下街里中正路256號,54.0,豐原分局,"120.716452 ","24.251854 ",1.0
309.0,下街里,臺中市豐原區下街里忠孝街13號,16.0,豐原分局,"120.716524 ","24.252160 ",1.0
310.0,下街里,臺中市豐原區下街里中正路264號,34.0,豐原分局,"120.716255 ","24.251771 ",1.0
311.0,下街里,臺中市豐原區下街里三豐路10號,24.0,豐原分局,"120.720384 ","24.264479 ",1.0
312.0,下街里,臺中市豐原區下街里三豐路12號,24.0,豐原分局,"120.720384 ","24.264550 ",1.0
313.0,下街里,臺中市豐原區下街里三豐路62號,22.0,豐原分局,"120.722689 ","24.255469 ",1.0
314.0,下街里,臺中市豐原區下街里三豐路173號,17.0,豐原分局,"120.721074 ","24.258177 ",1.0
315.0,下街里,臺中市豐原區下街里三豐路191號,49.0,豐原分局,"120.720795 ","24.258524 ",1.0
316.0,下街里,臺中市豐原區下街里忠孝街15號,861.0,豐原分局,"120.716468 ","24.252049 ",3.0
317.0,富春里,臺中市豐原區富春里富春街9號,27.0,豐原分局,"120.717333 ","24.249769 ",1.0
318.0,富春里,臺中市豐原區富春里富春街23巷23號,27.0,豐原分局,"120.716686 ","24.249965 ",1.0
319.0,富春里,臺中市豐原區富春里復興路169號,27.0,豐原分局,"120.716378 ","24.250561 ",1.0
320.0,富春里,臺中市豐原區富春里復興路155號,27.0,豐原分局,"120.716634 ","24.250540 ",1.0
321.0,富春里,臺中市豐原區富春里復興路153號,27.0,豐原分局,"120.716676 ","24.250539 ",1.0
322.0,富春里,臺中市豐原區富春里復興路151號,27.0,豐原分局,"120.716716 ","24.250536 ",1.0
323.0,富春里,臺中市豐原區富春里復興路147號,27.0,豐原分局,"120.716753 ","24.250533 ",1.0
324.0,富春里,臺中市豐原區富春里復興路145號,27.0,豐原分局,"120.716787 ","24.250532 ",1.0
325.0,富春里,臺中市豐原區富春里復興路143號,27.0,豐原分局,"120.716814 ","24.250529 ",1.0
326.0,富春里,臺中市豐原區富春里復興路131號,27.0,豐原分局,"120.717102 ","24.250499 ",1.0
327.0,富春里,臺中市豐原區富春里復興路29號,27.0,豐原分局,"120.716425 ","24.250550 ",1.0
328.0,富春里,臺中市豐原區富春里富春街73巷23號,27.0,豐原分局,"120.716759 ","24.251190 ",1.0
329.0,富春里,臺中市豐原區富春里富春街73巷27號,27.0,豐原分局,"120.716658 ","24.251197 ",1.0
330.0,富春里,臺中市豐原區富春里中正路261號,27.0,豐原分局,"120.716635 ","24.251719 ",1.0
331.0,富春里,臺中市豐原區富春里中正路253號,27.0,豐原分局,"120.716842 ","24.251742 ",1.0
332.0,富春里,臺中市豐原區富春里中正路251號,27.0,豐原分局,"120.716883 ","24.251746 ",1.0
333.0,富春里,臺中市豐原區富春里中正路249號,27.0,豐原分局,"120.716921 ","24.251747 ",1.0
334.0,富春里,臺中市豐原區富春里中正路239號,27.0,豐原分局,"120.717166 ","24.251766 ",1.0
335.0,富春里,臺中市豐原區富春里中正路237號,27.0,豐原分局,"120.717213 ","24.251771 ",1.0
336.0,富春里,臺中市豐原區富春里中正路235號,27.0,豐原分局,"120.717260 ","24.251778 ",1.0
337.0,富春里,臺中市豐原區富春里中正路231號,27.0,豐原分局,"120.717354 ","24.251781 ",1.0
338.0,富春里,臺中市豐原區富春里中正路227號,27.0,豐原分局,"120.717451 ","24.251791 ",1.0
339.0,富春里,臺中市豐原區富春里中正路225號,27.0,豐原分局,"120.717487 ","24.251791 ",1.0
340.0,富春里,臺中市豐原區富春里富春街89號,27.0,豐原分局,"120.717616 ","24.251436 ",1.0
341.0,富春里,臺中市豐原區富春里富春街87號,27.0,豐原分局,"120.717611 ","24.251401 ",1.0
342.0,富春里,臺中市豐原區富春里富春街85號,27.0,豐原分局,"120.717603 ","24.251367 ",1.0
343.0,富春里,臺中市豐原區富春里富春街83號,27.0,豐原分局,"120.717592 ","24.251334 ",1.0
344.0,富春里,臺中市豐原區富春里富春街81號,27.0,豐原分局,"120.717583 ","24.251297 ",1.0
345.0,富春里,臺中市豐原區富春里富春街79號,27.0,豐原分局,"120.717578 ","24.251269 ",1.0
346.0,富春里,臺中市豐原區富春里富春街77號,27.0,豐原分局,"120.717575 ","24.251242 ",1.0
347.0,富春里,臺中市豐原區富春里富春街75號,27.0,豐原分局,"120.717561 ","24.251183 ",1.0
348.0,富春里,臺中市豐原區富春里富春街73巷11號,27.0,豐原分局,"120.717094 ","24.251162 ",1.0
349.0,富春里,臺中市豐原區富春里富春街73巷9號,27.0,豐原分局,"120.717175 ","24.251161 ",1.0
350.0,富春里,臺中市豐原區富春里富春街73巷7號,27.0,豐原分局,"120.717343 ","24.251149 ",1.0
351.0,富春里,臺中市豐原區富春里富春街73巷2號,27.0,豐原分局,"120.717299 ","24.251214 ",1.0
352.0,富春里,臺中市豐原區富春里富春街63號,27.0,豐原分局,"120.717490 ","24.250916 ",1.0
353.0,富春里,臺中市豐原區富春里富春街57號,27.0,豐原分局,"120.717481 ","24.250857 ",1.0
354.0,富春里,臺中市豐原區富春里富春街56號,27.0,豐原分局,"120.717641 ","24.250855 ",1.0
355.0,富春里,臺中市豐原區富春里富春街55號,27.0,豐原分局,"120.717468 ","24.250805 ",1.0
356.0,富春里,臺中市豐原區富春里富春街54號,27.0,豐原分局,"120.717631 ","24.250824 ",1.0
357.0,富春里,臺中市豐原區富春里富春街53號,27.0,豐原分局,"120.717462 ","24.250757 ",1.0
358.0,富春里,臺中市豐原區富春里富春街50號,27.0,豐原分局,"120.717600 ","24.250693 ",1.0
359.0,富春里,臺中市豐原區富春里富春街66號,27.0,豐原分局,"120.717639 ","24.250931 ",1.0
360.0,富春里,臺中市豐原區富春里富春街68號,27.0,豐原分局,"120.717648 ","24.250986 ",1.0
361.0,富春里,臺中市豐原區富春里富春街108號,27.0,豐原分局,"120.717800 ","24.251684 ",1.0
362.0,富春里,臺中市豐原區富春里富春街106號,27.0,豐原分局,"120.717799 ","24.251664 ",1.0
363.0,富春里,臺中市豐原區富春里富春街104號,27.0,豐原分局,"120.717791 ","24.251632 ",1.0
364.0,富春里,臺中市豐原區富春里富春街102號,27.0,豐原分局,"120.717783 ","24.251591 ",1.0
365.0,富春里,臺中市豐原區富春里富春街98號,27.0,豐原分局,"120.717764 ","24.251510 ",1.0
366.0,富春里,臺中市豐原區富春里富春街96號,27.0,豐原分局,"120.717760 ","24.251472 ",1.0
367.0,富春里,臺中市豐原區富春里中正路267號,235.0,豐原分局,"120.716564 ","24.251673 ",1.0
368.0,豐圳里,臺中市豐原區豐圳里圓環南路45號,60.0,豐原分局,"120.712067 ","24.245678 ",1.0
369.0,豐圳里,臺中市豐原區豐圳里建成路109號,11.0,豐原分局,"120.706176 ","24.251690 ",1.0
370.0,豐圳里,臺中市豐原區豐圳里建成路105號,11.0,豐原分局,"120.706271 ","24.251676 ",1.0
371.0,豐圳里,臺中市豐原區豐圳里建成路103巷9號,11.0,豐原分局,"120.706401 ","24.251341 ",1.0
372.0,豐圳里,臺中市豐原區豐圳里建成路99號,11.0,豐原分局,"120.706402 ","24.251715 ",1.0
373.0,豐圳里,臺中市豐原區豐圳里建成路97號,11.0,豐原分局,"120.706456 ","24.251718 ",1.0
374.0,豐圳里,臺中市豐原區豐圳里建成路95號,11.0,豐原分局,"120.706494 ","24.251721 ",1.0
375.0,豐圳里,臺中市豐原區豐圳里建成路29號,22.0,豐原分局,"120.708034 ","24.251874 ",1.0
376.0,豐圳里,臺中市豐原區豐圳里建成路85號,11.0,豐原分局,"120.706664 ","24.251747 ",1.0
377.0,豐圳里,臺中市豐原區豐圳里建成路93號,11.0,豐原分局,"120.706534 ","24.251736 ",1.0
378.0,豐圳里,臺中市豐原區豐圳里建成路91號,11.0,豐原分局,"120.706577 ","24.251738 ",1.0
379.0,豐圳里,臺中市豐原區豐圳里建成路87號,11.0,豐原分局,"120.706664 ","24.251747 ",1.0
380.0,豐圳里,臺中市豐原區豐圳里圓環西路47號,60.0,豐原分局,"120.708730 ","24.251729 ",1.0
381.0,豐圳里,臺中市豐原區豐圳里圓環西路49號,60.0,豐原分局,"120.708727 ","24.251767 ",1.0
382.0,豐圳里,臺中市豐原區豐圳里圓環西路51號,60.0,豐原分局,"120.708726 ","24.251805 ",1.0
383.0,豐圳里,臺中市豐原區豐圳里圓環西路53號,22.0,豐原分局,"120.708715 ","24.251857 ",1.0
384.0,豐圳里,臺中市豐原區豐圳里建成路23號,60.0,豐原分局,"120.708155 ","24.251885 ",1.0
385.0,豐圳里,臺中市豐原區豐圳里建成路9號,22.0,豐原分局,"120.708431 ","24.251912 ",1.0
386.0,豐圳里,臺中市豐原區豐圳里建成路25號,22.0,豐原分局,"120.708112 ","24.251881 ",1.0
387.0,豐圳里,臺中市豐原區豐圳里建成路27號,22.0,豐原分局,"120.708068 ","24.251878 ",1.0
388.0,豐圳里,臺中市豐原區豐圳里建成路31號,22.0,豐原分局,"120.707995 ","24.251871 ",1.0
389.0,豐圳里,臺中市豐原區豐圳里建成路33號,22.0,豐原分局,"120.707941 ","24.251867 ",1.0
390.0,豐圳里,臺中市豐原區豐圳里建成路35號,22.0,豐原分局,"120.707892 ","24.251861 ",1.0
391.0,豐圳里,臺中市豐原區豐圳里建成路37號,22.0,豐原分局,"120.707845 ","24.251856 ",1.0
392.0,豐圳里,臺中市豐原區豐圳里建成路39號,22.0,豐原分局,"120.707796 ","24.251853 ",1.0
393.0,豐圳里,臺中市豐原區豐圳里建成路41號,22.0,豐原分局,"120.707759 ","24.251850 ",1.0
394.0,豐圳里,臺中市豐原區豐圳里建成路43號,22.0,豐原分局,"120.707721 ","24.251844 ",1.0
395.0,豐圳里,臺中市豐原區豐圳里建成路45號,22.0,豐原分局,"120.707683 ","24.251843 ",1.0
396.0,豐圳里,臺中市豐原區豐圳里建成路42號,22.0,豐原分局,"120.707573 ","24.252023 ",1.0
397.0,豐圳里,臺中市豐原區豐圳里豐社路85巷2號,22.0,豐原分局,"120.709779 ","24.252465 ",1.0
398.0,豐圳里,臺中市豐原區豐圳里建成路11號,49.0,豐原分局,"120.708398 ","24.251909 ",1.0
399.0,豐圳里,臺中市豐原區豐圳里建成路13號,22.0,豐原分局,"120.708352 ","24.251904 ",1.0
400.0,豐圳里,臺中市豐原區豐圳里建成路15號,22.0,豐原分局,"120.708315 ","24.251902 ",1.0
401.0,豐圳里,臺中市豐原區豐圳里建成路19號,22.0,豐原分局,"120.708237 ","24.251894 ",1.0
402.0,豐圳里,臺中市豐原區豐圳里建成路21號,22.0,豐原分局,"120.708190 ","24.251888 ",1.0
403.0,豐圳里,臺中市豐原區豐圳里建成路17號,22.0,豐原分局,"120.708271 ","24.251898 ",1.0
404.0,豐圳里,臺中市豐原區豐圳里建成路58號,20.0,豐原分局,"120.707030 ","24.251960 ",1.0
405.0,豐圳里,臺中市豐原區豐圳里成功路635巷57號,33.0,豐原分局,"120.705301 ","24.254629 ",1.0
406.0,豐圳里,臺中市豐原區豐圳里成功路635巷55號,33.0,豐原分局,"120.705329 ","24.254663 ",1.0
407.0,豐圳里,臺中市豐原區豐圳里成功路635巷53號,33.0,豐原分局,"120.705355 ","24.254694 ",1.0
408.0,豐圳里,臺中市豐原區豐圳里成功路635巷51號,33.0,豐原分局,"120.705385 ","24.254728 ",1.0
409.0,豐圳里,臺中市豐原區豐圳里成功路635巷47號,33.0,豐原分局,"120.705481 ","24.254850 ",1.0
410.0,豐圳里,臺中市豐原區豐圳里圓環西路184號,60.0,豐原分局,"120.711515 ","24.255237 ",1.0
411.0,豐圳里,臺中市豐原區豐圳里圓環西路186號,60.0,豐原分局,"120.711557 ","24.255247 ",1.0
412.0,豐圳里,臺中市豐原區豐圳里圓環西路188號,60.0,豐原分局,"120.711609 ","24.255257 ",1.0
413.0,豐圳里,臺中市豐原區豐圳里圓環西路190號,60.0,豐原分局,"120.711656 ","24.255267 ",1.0
414.0,豐圳里,臺中市豐原區豐圳里圓環西路192號,60.0,豐原分局,"120.711708 ","24.255277 ",1.0
415.0,豐圳里,臺中市豐原區豐圳里圓環西路194號,60.0,豐原分局,"120.711766 ","24.255289 ",1.0
416.0,豐圳里,臺中市豐原區豐圳里福德路2號,149.0,豐原分局,"120.709068 ","24.253551 ",1.0
417.0,豐圳里,臺中市豐原區豐圳里圓環西路68號,859.0,豐原分局,"120.709219 ","24.252134 ",1.0
418.0,豐西里,臺中市豐原區豐西里豐社路71號,20.0,豐原分局,"120.710407 ","24.252136 ",1.0
419.0,豐西里,臺中市豐原區豐西里豐社路71-3號,20.0,豐原分局,"120.710429 ","24.252071 ",1.0
420.0,豐西里,臺中市豐原區豐西里豐社路71-2號,41.0,豐原分局,"120.710407 ","24.252136 ",1.0
421.0,豐西里,臺中市豐原區豐西里中正路430號,63.0,豐原分局,"120.711205 ","24.250724 ",1.0
422.0,豐西里,臺中市豐原區豐西里中正路338號,41.0,豐原分局,"120.713309 ","24.250997 ",1.0
423.0,豐西里,臺中市豐原區豐西里中正路435號,52.0,豐原分局,"120.711116 ","24.250713 ",1.0
424.0,豐西里,臺中市豐原區豐西里中正路432號,63.0,豐原分局,"120.711161 ","24.250717 ",1.0
425.0,豐西里,臺中市豐原區豐西里豐西街67號,22.0,豐原分局,"120.711954 ","24.251403 ",1.0
426.0,豐西里,臺中市豐原區豐西里中正路466號,43.0,豐原分局,"120.709912 ","24.250544 ",1.0
427.0,豐西里,臺中市豐原區豐西里中正路434號,62.0,豐原分局,"120.711116 ","24.250713 ",1.0
428.0,豐西里,臺中市豐原區豐西里豐西街66號,1001.0,豐原分局,"120.711916 ","24.251581 ",1.0
429.0,西安里,臺中市豐原區西安里瑞興路62號,88.0,豐原分局,"120.710954 ","24.248584 ",1.0
430.0,西安里,臺中市豐原區西安里瑞興路60號,84.0,豐原分局,"120.710945 ","24.248626 ",1.0
431.0,西安里,臺中市豐原區西安里圓環南路131號,56.0,豐原分局,"120.710104 ","24.247149 ",1.0
432.0,西安里,臺中市豐原區西安里圓環南路164號,41.0,豐原分局,"120.709908 ","24.248170 ",1.0
433.0,西安里,臺中市豐原區西安里圓環南路140巷10號,159.0,豐原分局,"120.710266 ","24.247575 ",1.0
434.0,豐圳里,臺中市豐原區豐圳里成功路579號,444.0,豐原分局,"120.705394 ","24.254028 ",1.0
435.0,豐圳里,臺中市豐原區豐圳里福德路21號,140.0,豐原分局,"120.708920 ","24.253478 ",1.0
436.0,西勢里,臺中市豐原區西勢里圓環南路1巷24號,95.0,豐原分局,"120.712348 ","24.245177 ",1.0
437.0,西勢里,臺中市豐原區西勢里圓環南路27號,114.0,豐原分局,"120.712620 ","24.245394 ",1.0
438.0,西勢里,臺中市豐原區西勢里中興路147號,114.0,豐原分局,"120.710994 ","24.244544 ",1.0
439.0,西勢里,臺中市豐原區西勢里中興路146號,114.0,豐原分局,"120.711029 ","24.244570 ",1.0
440.0,西勢里,臺中市豐原區西勢里中興路145號,114.0,豐原分局,"120.711063 ","24.244602 ",1.0
441.0,西勢里,臺中市豐原區西勢里中興路144號,114.0,豐原分局,"120.711091 ","24.244627 ",1.0
442.0,西勢里,臺中市豐原區西勢里中興路143號,114.0,豐原分局,"120.711119 ","24.244650 ",1.0
443.0,西勢里,臺中市豐原區西勢里中興路142號,114.0,豐原分局,"120.711150 ","24.244672 ",1.0
444.0,西勢里,臺中市豐原區西勢里中興路141號,114.0,豐原分局,"120.711185 ","24.244706 ",1.0
445.0,西勢里,臺中市豐原區西勢里中興路167號,114.0,豐原分局,"120.710494 ","24.244835 ",1.0
446.0,西勢里,臺中市豐原區西勢里中興路166號,114.0,豐原分局,"120.712815 ","24.247750 ",1.0
447.0,西勢里,臺中市豐原區西勢里中興路165號,114.0,豐原分局,"120.710494 ","24.244835 ",1.0
448.0,西勢里,臺中市豐原區西勢里中興路164號,114.0,豐原分局,"120.712900 ","24.247778 ",1.0
449.0,西勢里,臺中市豐原區西勢里中興路163號,114.0,豐原分局,"120.710494 ","24.244835 ",1.0
450.0,西勢里,臺中市豐原區西勢里中興路161號,114.0,豐原分局,"120.713395 ","24.247807 ",1.0
451.0,東勢里,臺中市豐原區東勢里府前街156號,27.0,豐原分局,"120.716589 ","24.249442 ",1.0
452.0,東勢里,臺中市豐原區東勢里府前街152號,27.0,豐原分局,"120.716665 ","24.249451 ",1.0
453.0,東勢里,臺中市豐原區東勢里育才街37巷88號,56.0,豐原分局,"120.715762 ","24.246676 ",1.0
454.0,東勢里,臺中市豐原區東勢里中山路350號,30.0,豐原分局,"120.714761 ","24.245647 ",1.0
455.0,東勢里,臺中市豐原區東勢里中山路360號,33.0,豐原分局,"120.714828 ","24.245830 ",1.0
456.0,東勢里,臺中市豐原區東勢里中山路342號,41.0,豐原分局,"120.714741 ","24.245525 ",1.0
457.0,東勢里,臺中市豐原區東勢里東勢街41號,22.0,豐原分局,"120.715902 ","24.246039 ",1.0
458.0,東勢里,臺中市豐原區東勢里東勢街40號,46.0,豐原分局,"120.715746 ","24.246078 ",1.0
459.0,鎌村里,臺中市豐原區鎌村里鎌村路44號,45.0,豐原分局,"120.725119 ","24.233419 ",1.0
460.0,鎌村里,臺中市豐原區鎌村里鎌村路271巷55號,32.0,豐原分局,"120.724952 ","24.229405 ",1.0
461.0,三村里,臺中市豐原區三村里合作街160巷45號,87.0,豐原分局,"120.706048 ","24.241260 ",1.0
462.0,三村里,臺中市豐原區三村里合作街118巷7號,27.0,豐原分局,"120.707310 ","24.240041 ",1.0
463.0,三村里,臺中市豐原區三村里合作街118巷15號,45.0,豐原分局,"120.707333 ","24.240203 ",1.0
464.0,三村里,臺中市豐原區三村里西勢路217號,68.0,豐原分局,"120.706726 ","24.243417 ",1.0
465.0,田心里,臺中市豐原區田心里大明路9號,18.0,豐原分局,"120.710666 ","24.239578 ",1.0
466.0,田心里,臺中市豐原區田心里大明路12號,42.0,豐原分局,"120.710794 ","24.239729 ",1.0
467.0,田心里,臺中市豐原區田心里大明路51號,23.0,豐原分局,"120.709790 ","24.240127 ",1.0
468.0,田心里,臺中市豐原區田心里中山路165號,22.0,豐原分局,"120.711645 ","24.240138 ",1.0
469.0,田心里,臺中市豐原區田心里中山路125號,16.0,豐原分局,"120.710938 ","24.238928 ",1.0
470.0,田心里,臺中市豐原區田心里中山路137號,25.0,豐原分局,"120.711028 ","24.239156 ",1.0
471.0,田心里,臺中市豐原區田心里中山路220號,41.0,豐原分局,"120.712560 ","24.240891 ",1.0
472.0,田心里,臺中市豐原區田心里中山路220-12號,41.0,豐原分局,"120.712895 ","24.241389 ",1.0
473.0,田心里,臺中市豐原區田心里中山路220-11號,41.0,豐原分局,"120.712868 ","24.241347 ",1.0
474.0,田心里,臺中市豐原區田心里大光街5號,24.0,豐原分局,"120.711017 ","24.240252 ",1.0
475.0,田心里,臺中市豐原區田心里中山路206號,64.0,豐原分局,"120.712369 ","24.240586 ",1.0
476.0,田心里,臺中市豐原區田心里中山路196號,36.0,豐原分局,"120.712225 ","24.240392 ",1.0
477.0,田心里,臺中市豐原區田心里中山路252號,24.0,豐原分局,"120.713699 ","24.242861 ",1.0
478.0,田心里,臺中市豐原區田心里中山路220-22號,27.0,豐原分局,"120.713158 ","24.241819 ",1.0
479.0,田心里,臺中市豐原區田心里中山路176號,100.0,豐原分局,"120.712176 ","24.239706 ",1.0
480.0,田心里,臺中市豐原區田心里中山路186號,20.0,豐原分局,"120.712127 ","24.240245 ",1.0
481.0,田心里,臺中市豐原區田心里中山路226號,63.0,豐原分局,"120.713297 ","24.242097 ",1.0
482.0,田心里,臺中市豐原區田心里育英路56巷14弄7號,36.0,豐原分局,"120.715594 ","24.243271 ",1.0
483.0,田心里,臺中市豐原區田心里育英路100巷2號,451.0,豐原分局,"120.715287 ","24.242059 ",1.0
484.0,田心里,臺中市豐原區田心里圓環東路126巷28號,19.0,豐原分局,"120.717354 ","24.243015 ",1.0
485.0,田心里,臺中市豐原區田心里圓環東路105號,24.0,豐原分局,"120.718070 ","24.243814 ",1.0
486.0,田心里,臺中市豐原區田心里圓環東路107號,24.0,豐原分局,"120.718112 ","24.243794 ",1.0
487.0,田心里,臺中市豐原區田心里圓環東路109號,24.0,豐原分局,"120.718148 ","24.243780 ",1.0
488.0,田心里,臺中市豐原區田心里育英路130號,41.0,豐原分局,"120.715214 ","24.241177 ",1.0
489.0,田心里,臺中市豐原區田心里育仁路152號,11.0,豐原分局,"120.716538 ","24.240644 ",1.0
490.0,田心里,臺中市豐原區田心里育仁路156號,23.0,豐原分局,"120.716502 ","24.240563 ",1.0
491.0,田心里,臺中市豐原區田心里育英路176號,11.0,豐原分局,"120.715125 ","24.240134 ",1.0
492.0,社皮里,臺中市豐原區社皮里一心路10號,19.0,豐原分局,"120.706115 ","24.248024 ",1.0
493.0,社皮里,臺中市豐原區社皮里一心路12號,19.0,豐原分局,"120.706055 ","24.247949 ",1.0
494.0,社皮里,臺中市豐原區社皮里一心路14號,19.0,豐原分局,"120.706002 ","24.247924 ",1.0
495.0,社皮里,臺中市豐原區社皮里一心路16號,19.0,豐原分局,"120.705963 ","24.247924 ",1.0
496.0,社皮里,臺中市豐原區社皮里一心路18號,19.0,豐原分局,"120.705920 ","24.247920 ",1.0
497.0,社皮里,臺中市豐原區社皮里社皮路185巷16號,25.0,豐原分局,"120.701860 ","24.244000 ",1.0
498.0,社皮里,臺中市豐原區社皮里社皮路185巷18號,25.0,豐原分局,"120.701860 ","24.244000 ",1.0
499.0,社皮里,臺中市豐原區社皮里社皮路185巷20號,25.0,豐原分局,"120.701784 ","24.243991 ",1.0
500.0,社皮里,臺中市豐原區社皮里社皮路185巷22號,25.0,豐原分局,"120.701738 ","24.243984 ",1.0
501.0,社皮里,臺中市豐原區社皮里社皮路185巷24號,25.0,豐原分局,"120.701697 ","24.243978 ",1.0
502.0,社皮里,臺中市豐原區社皮里社皮路185巷26號,25.0,豐原分局,"120.701656 ","24.243974 ",1.0
