編號,村里別,地址,可容納人數,轄區分局,經度,緯度,避難所在之地下樓層數
748.0,北陽里,臺中市豐原區北陽里圓環東路604號,3302.0,豐原分局,"120.727852 ","24.249337 ",1.0
749.0,北陽里,臺中市豐原區北陽里豐東路163巷22弄22號,43.0,豐原分局,"120.731705 ","24.250768 ",1.0
750.0,北陽里,臺中市豐原區北陽里豐東路85巷7號,14.0,豐原分局,"120.730098 ","24.249025 ",1.0
751.0,北陽里,臺中市豐原區北陽里豐東路85巷29-1號,27.0,豐原分局,"120.729304 ","24.249303 ",1.0
752.0,北陽里,臺中市豐原區北陽里向陽路320號,1087.0,豐原分局,"120.729018 ","24.250709 ",1.0
753.0,北陽里,臺中市豐原區北陽里向陽路311號,1590.0,豐原分局,"120.729830 ","24.250570 ",1.0
754.0,北陽里,臺中市豐原區北陽里豐東路298號,11.0,豐原分局,"120.732772 ","24.250736 ",1.0
755.0,北陽里,臺中市豐原區北陽里豐東路334號,14.0,豐原分局,"120.733317 ","24.251318 ",1.0
756.0,北陽里,臺中市豐原區北陽里豐東路300號,11.0,豐原分局,"120.732812 ","24.250765 ",1.0
757.0,北陽里,臺中市豐原區北陽里豐東路390號,11.0,豐原分局,"120.732057 ","24.250167 ",1.0
758.0,北陽里,臺中市豐原區北陽里豐東路332號,14.0,豐原分局,"120.733288 ","24.251286 ",1.0
759.0,北陽里,臺中市豐原區北陽里豐東路328號,14.0,豐原分局,"120.733239 ","24.251210 ",1.0
760.0,北陽里,臺中市豐原區北陽里豐東路306號,11.0,豐原分局,"120.732954 ","24.250881 ",1.0
761.0,北陽里,臺中市豐原區北陽里豐東路308號,11.0,豐原分局,"120.733008 ","24.250931 ",1.0
762.0,中陽里,臺中市豐原區中陽里自強街79號,91.0,豐原分局,"120.724940 ","24.249030 ",1.0
763.0,中陽里,臺中市豐原區中陽里自成街51號,215.0,豐原分局,"120.725671 ","24.251404 ",1.0
764.0,中陽里,臺中市豐原區中陽里向陽路269號,473.0,豐原分局,"120.728177 ","24.251353 ",1.0
765.0,中陽里,臺中市豐原區中陽里圓環東路581號,41.0,豐原分局,"120.727853 ","24.250060 ",1.0
766.0,中陽里,臺中市豐原區中陽里圓環東路679號,28.0,豐原分局,"120.728956 ","24.252051 ",1.0
767.0,中陽里,臺中市豐原區中陽里向陽路288號,42.0,豐原分局,"120.728016 ","24.251207 ",1.0
768.0,中陽里,臺中市豐原區中陽里圓環東路657號,104.0,豐原分局,"120.728724 ","24.251633 ",1.0
769.0,中陽里,臺中市豐原區中陽里圓環東路489號,65.0,豐原分局,"120.726793 ","24.248175 ",1.0
770.0,南陽里,臺中市豐原區南陽里圓環東路214號,169.0,豐原分局,"120.720406 ","24.243154 ",1.0
771.0,中陽里,臺中市豐原區中陽里圓環東路597號,28.0,豐原分局,"120.727988 ","24.250404 ",1.0
772.0,南陽里,臺中市豐原區南陽里永康路213巷177弄9號,822.0,豐原分局,"120.726667 ","24.239225 ",1.0
773.0,南陽里,臺中市豐原區南陽里南陽路213號,22.0,豐原分局,"120.728685 ","24.244195 ",1.0
774.0,南陽里,臺中市豐原區南陽里安康路127號,22.0,豐原分局,"120.725838 ","24.243030 ",1.0
775.0,南陽里,臺中市豐原區南陽里安康路105號,30.0,豐原分局,"120.725894 ","24.242972 ",1.0
776.0,南陽里,臺中市豐原區南陽里安康路116號,24.0,豐原分局,"120.724146 ","24.242445 ",1.0
777.0,南陽里,臺中市豐原區南陽里安康路119號,11.0,豐原分局,"120.726125 ","24.242775 ",1.0
778.0,南陽里,臺中市豐原區南陽里南陽路243號,49.0,豐原分局,"120.727878 ","24.244675 ",1.0
779.0,南陽里,臺中市豐原區南陽里永康路122號,24.0,豐原分局,"120.726650 ","24.243666 ",1.0
780.0,南陽里,臺中市豐原區南陽里安康路107號,22.0,豐原分局,"120.725928 ","24.242947 ",1.0
781.0,南陽里,臺中市豐原區南陽里安康路109號,22.0,豐原分局,"120.725962 ","24.242913 ",1.0
782.0,南陽里,臺中市豐原區南陽里永康路213巷177弄31號,505.0,豐原分局,"120.726618 ","24.239643 ",1.0
783.0,南陽里,臺中市豐原區南陽里南陽新村185號,22.0,豐原分局,"120.726370 ","24.243569 ",1.0
784.0,南陽里,臺中市豐原區南陽里南陽路301巷12號,27.0,豐原分局,"120.726256 ","24.244935 ",1.0
785.0,南陽里,臺中市豐原區南陽里南陽路301巷18號,27.0,豐原分局,"120.726226 ","24.244807 ",1.0
786.0,南陽里,臺中市豐原區南陽里南陽路301巷36號,16.0,豐原分局,"120.725689 ","24.244019 ",1.0
787.0,南陽里,臺中市豐原區南陽里南陽路301巷24弄14號,23.0,豐原分局,"120.725391 ","24.244517 ",1.0
788.0,南陽里,臺中市豐原區南陽里南陽路309號,19.0,豐原分局,"120.726277 ","24.245597 ",1.0
789.0,南陽里,臺中市豐原區南陽里南陽路363號,30.0,豐原分局,"120.725247 ","24.246281 ",1.0
790.0,南陽里,臺中市豐原區南陽里南陽路315號,30.0,豐原分局,"120.726080 ","24.245714 ",1.0
791.0,南陽里,臺中市豐原區南陽里南陽路399號,39.0,豐原分局,"120.724627 ","24.246682 ",1.0
792.0,南陽里,臺中市豐原區南陽里南陽路403號,27.0,豐原分局,"120.724577 ","24.246722 ",1.0
793.0,南陽里,臺中市豐原區南陽里南陽路南陽市場2號,27.0,豐原分局,"120.724323 ","24.246894 ",1.0
794.0,南陽里,臺中市豐原區南陽里南陽路南陽市場4號,41.0,豐原分局,"120.724248 ","24.246946 ",1.0
795.0,南陽里,臺中市豐原區南陽里南陽路南陽市場5號,56.0,豐原分局,"120.724219 ","24.246963 ",1.0
796.0,南陽里,臺中市豐原區南陽里南陽路南陽市場6號,55.0,豐原分局,"120.724181 ","24.246988 ",1.0
797.0,南陽里,臺中市豐原區南陽里南陽路南陽市場7號,39.0,豐原分局,"120.724144 ","24.247015 ",1.0
798.0,南陽里,臺中市豐原區南陽里圓環東路195號,27.0,豐原分局,"120.720862 ","24.243476 ",1.0
799.0,南陽里,臺中市豐原區南陽里圓環東路213號,19.0,豐原分局,"120.721401 ","24.243608 ",1.0
800.0,南陽里,臺中市豐原區南陽里圓環東路227號,68.0,豐原分局,"120.721827 ","24.244022 ",1.0
801.0,南陽里,臺中市豐原區南陽里圓環東路269號,20.0,豐原分局,"120.722426 ","24.244185 ",1.0
802.0,南陽里,臺中市豐原區南陽里圓環東路271號,24.0,豐原分局,"120.722457 ","24.244205 ",1.0
803.0,南陽里,臺中市豐原區南陽里圓環東路273號,24.0,豐原分局,"120.722457 ","24.244205 ",1.0
804.0,南陽里,臺中市豐原區南陽里圓環東路275號,20.0,豐原分局,"120.722516 ","24.244242 ",1.0
805.0,南陽里,臺中市豐原區南陽里圓環東路277號,20.0,豐原分局,"120.722545 ","24.244261 ",1.0
806.0,南陽里,臺中市豐原區南陽里圓環東路347號,20.0,豐原分局,"120.724081 ","24.245190 ",1.0
807.0,南陽里,臺中市豐原區南陽里圓環東路349號,20.0,豐原分局,"120.724118 ","24.245213 ",1.0
808.0,南陽里,臺中市豐原區南陽里圓環東路389號,20.0,豐原分局,"120.725196 ","24.245885 ",1.0
809.0,南陽里,臺中市豐原區南陽里圓環東路391號,24.0,豐原分局,"120.725247 ","24.245918 ",1.0
810.0,南陽里,臺中市豐原區南陽里圓環東路281巷10號,18.0,豐原分局,"120.722444 ","24.244534 ",1.0
811.0,南陽里,臺中市豐原區南陽里圓環東路281巷14號,18.0,豐原分局,"120.722365 ","24.244575 ",1.0
812.0,南陽里,臺中市豐原區南陽里圓環東路281巷16號,18.0,豐原分局,"120.722328 ","24.244591 ",1.0
813.0,南陽里,臺中市豐原區南陽里圓環東路303號,24.0,豐原分局,"120.723142 ","24.244637 ",1.0
814.0,南陽里,臺中市豐原區南陽里南陽路301巷20號,27.0,豐原分局,"120.726101 ","24.244727 ",1.0
815.0,南陽里,臺中市豐原區南陽里圓環東路384號,37.0,豐原分局,"120.724551 ","24.245107 ",1.0
816.0,南陽里,臺中市豐原區南陽里圓環東路424號,35.0,豐原分局,"120.725268 ","24.245545 ",1.0
817.0,南陽里,臺中市豐原區南陽里圓環東路426號,35.0,豐原分局,"120.725303 ","24.245573 ",1.0
818.0,南陽里,臺中市豐原區南陽里圓環東路416號,30.0,豐原分局,"120.725095 ","24.245436 ",1.0
819.0,南陽里,臺中市豐原區南陽里圓環東路428號,89.0,豐原分局,"120.725357 ","24.245602 ",1.0
820.0,北陽里,臺中市豐原區北陽里豐東路160號,45.0,豐原分局,"120.730429 ","24.248532 ",1.0
821.0,北陽里,臺中市豐原區北陽里豐東路166號,49.0,豐原分局,"120.730560 ","24.248678 ",1.0
822.0,北陽里,臺中市豐原區北陽里豐東路200號,16.0,豐原分局,"120.731059 ","24.249276 ",1.0
823.0,北陽里,臺中市豐原區北陽里豐東路202號,17.0,豐原分局,"120.731092 ","24.249314 ",1.0
824.0,北陽里,臺中市豐原區北陽里豐東路220巷32弄8號,54.0,豐原分局,"120.732004 ","24.248964 ",1.0
825.0,北陽里,臺中市豐原區北陽里南陽路34-1號,66.0,豐原分局,"120.733045 ","24.241626 ",1.0
826.0,北陽里,臺中市豐原區北陽里南陽路綠山巷7弄22號,66.0,豐原分局,"120.733574 ","24.242764 ",1.0
827.0,北陽里,臺中市豐原區北陽里南陽路36號,31.0,豐原分局,"120.732952 ","24.241683 ",1.0
828.0,北陽里,臺中市豐原區北陽里南陽路綠山巷83號,503.0,豐原分局,"120.736050 ","24.242274 ",1.0
829.0,陽明里,臺中市豐原區陽明里南陽路447號,571.0,豐原分局,"120.723315 ","24.247603 ",1.0
830.0,陽明里,臺中市豐原區陽明里南陽路547號,121.0,豐原分局,"120.720619 ","24.249247 ",1.0
831.0,陽明里,臺中市豐原區陽明里南陽路543號,114.0,豐原分局,"120.720708 ","24.249227 ",1.0
832.0,陽明里,臺中市豐原區陽明里南陽路545號,120.0,豐原分局,"120.720667 ","24.249241 ",1.0
833.0,陽明里,臺中市豐原區陽明里南陽路500號,20.0,豐原分局,"120.722012 ","24.247572 ",1.0
834.0,陽明里,臺中市豐原區陽明里南陽路539號,149.0,豐原分局,"120.720792 ","24.249212 ",1.0
835.0,陽明里,臺中市豐原區陽明里樂天街53巷30號,26.0,豐原分局,"120.719752 ","24.245729 ",1.0
836.0,陽明里,臺中市豐原區陽明里自強南街180巷3號,72.0,豐原分局,"120.720298 ","24.245042 ",1.0
837.0,陽明里,臺中市豐原區陽明里自強南街190號,27.0,豐原分局,"120.720183 ","24.244834 ",1.0
838.0,陽明里,臺中市豐原區陽明里自強南街191號,88.0,豐原分局,"120.720040 ","24.244698 ",1.0
839.0,陽明里,臺中市豐原區陽明里自強南街192號,88.0,豐原分局,"120.720151 ","24.244834 ",1.0
840.0,北陽里,臺中市豐原區北陽里圓環東路544號,77.0,豐原分局,"120.727134 ","24.248063 ",1.0
841.0,北陽里,臺中市豐原區北陽里圓環東路556號,49.0,豐原分局,"120.727262 ","24.248304 ",1.0
842.0,北陽里,臺中市豐原區北陽里中陽路222號,46.0,豐原分局,"120.728230 ","24.248797 ",1.0
843.0,中陽里,臺中市豐原區中陽里圓環東路643號,31.0,豐原分局,"120.728218 ","24.250720 ",1.0
844.0,北陽里,臺中市豐原區北陽里圓環東路672號,41.0,豐原分局,"120.728605 ","24.250720 ",1.0
845.0,北陽里,臺中市豐原區北陽里圓環東路700號,9.0,豐原分局,"120.728967 ","24.251376 ",1.0
846.0,南陽里,臺中市豐原區南陽里南陽路190號,876.0,豐原分局,"120.724388 ","24.246613 ",1.0
847.0,北陽里,臺中市豐原區北陽里豐東路120號,217.0,豐原分局,"120.729885 ","24.247617 ",1.0
848.0,北陽里,臺中市豐原區北陽里豐東路51號,22.0,豐原分局,"120.728680 ","24.245970 ",1.0
849.0,北陽里,臺中市豐原區北陽里豐東路23號,18.0,豐原分局,"120.728264 ","24.245414 ",1.0
850.0,北陽里,臺中市豐原區北陽里豐東路45號,22.0,豐原分局,"120.728523 ","24.245750 ",1.0
851.0,北陽里,臺中市豐原區北陽里豐東路1號,22.0,豐原分局,"120.727967 ","24.245049 ",1.0
852.0,北陽里,臺中市豐原區北陽里豐東路59號,22.0,豐原分局,"120.728872 ","24.246251 ",1.0
853.0,北陽里,臺中市豐原區北陽里豐東路61號,22.0,豐原分局,"120.728894 ","24.246285 ",1.0
854.0,北陽里,臺中市豐原區北陽里豐東路53號,22.0,豐原分局,"120.728779 ","24.246110 ",1.0
855.0,北陽里,臺中市豐原區北陽里豐東路34號,18.0,豐原分局,"120.728984 ","24.246062 ",1.0
856.0,北陽里,臺中市豐原區北陽里豐東路36號,18.0,豐原分局,"120.729010 ","24.246103 ",1.0
857.0,北陽里,臺中市豐原區北陽里豐東路57號,20.0,豐原分局,"120.728844 ","24.246207 ",1.0
858.0,北陽里,臺中市豐原區北陽里豐東路6號,22.0,豐原分局,"120.728176 ","24.244979 ",1.0
859.0,北陽里,臺中市豐原區北陽里豐東路30號,18.0,豐原分局,"120.728938 ","24.245994 ",1.0
860.0,北陽里,臺中市豐原區北陽里豐東路32號,18.0,豐原分局,"120.728961 ","24.246027 ",1.0
861.0,北陽里,臺中市豐原區北陽里豐東路2號,22.0,豐原分局,"120.728112 ","24.244897 ",1.0
862.0,北陽里,臺中市豐原區北陽里豐東路12號,11.0,豐原分局,"120.728277 ","24.245111 ",1.0
863.0,北陽里,臺中市豐原區北陽里豐東路14號,16.0,豐原分局,"120.728307 ","24.245149 ",1.0
864.0,北陽里,臺中市豐原區北陽里豐東路46號,16.0,豐原分局,"120.729102 ","24.246257 ",1.0
865.0,北陽里,臺中市豐原區北陽里南陽路250號,22.0,豐原分局,"120.726832 ","24.245539 ",1.0
866.0,北陽里,臺中市豐原區北陽里南陽路202號,22.0,豐原分局,"120.728241 ","24.244713 ",1.0
867.0,北陽里,臺中市豐原區北陽里南陽路200號,26.0,豐原分局,"120.728281 ","24.244691 ",1.0
868.0,北陽里,臺中市豐原區北陽里南陽路204號,25.0,豐原分局,"120.728206 ","24.244734 ",1.0
869.0,北陽里,臺中市豐原區北陽里南陽路206號,25.0,豐原分局,"120.728168 ","24.244755 ",1.0
870.0,北陽里,臺中市豐原區北陽里南陽路208號,26.0,豐原分局,"120.728129 ","24.244778 ",1.0
871.0,北陽里,臺中市豐原區北陽里南陽路188號,22.0,豐原分局,"120.728564 ","24.244516 ",1.0
872.0,北陽里,臺中市豐原區北陽里南陽路186號,26.0,豐原分局,"120.728602 ","24.244491 ",1.0
873.0,北陽里,臺中市豐原區中陽里自成街49巷6號,297.0,豐原分局,"120.725425 ","24.251498 ",1.0
874.0,北陽里,臺中市豐原區北陽里圓環東路500號,211.0,豐原分局,"120.726589 ","24.247095 ",1.0
875.0,南陽里,臺中市豐原區南區陽里安康路43號,1706.0,豐原分局,"120.724834 ","24.243811 ",1.0
876.0,南陽里,臺中市豐原區南陽里永康路286號,237.0,豐原分局,"120.722503 ","24.240997 ",1.0
877.0,中陽里,臺中市豐原區中陽里愛國街260號,555.0,豐原分局,"120.728350 ","24.252414 ",3.0
878.0,豐西里,臺中市豐原區豐西里中山路511巷12號,27.0,豐原分局,"120.713624 ","24.254001 ",1.0
879.0,豐西里,臺中市豐原區豐西里中山路512巷4號,27.0,豐原分局,"120.714574 ","24.251579 ",1.0
880.0,豐西里,臺中市豐原區豐西里中山路455號,180.0,豐原分局,"120.714053 ","24.252416 ",1.0
881.0,豐西里,臺中市豐原區豐西里忠孝街105巷15-2號,27.0,豐原分局,"120.715414 ","24.253627 ",1.0
882.0,豐西里,臺中市豐原區豐西里忠孝街105巷15-1號,27.0,豐原分局,"120.715467 ","24.253715 ",1.0
883.0,豐西里,臺中市豐原區豐西里忠孝街105巷6號,27.0,豐原分局,"120.715712 ","24.254134 ",1.0
884.0,葫蘆里,臺中市豐原區葫蘆里市前街21號,76.0,豐原分局,"120.715458 ","24.249046 ",1.0
885.0,西安里,臺中市豐原區西安里西安街72號之2,23.0,豐原分局,"120.711502 ","24.249241 ",1.0
886.0,西安里,臺中市豐原區西安里西安街91巷5號,115.0,豐原分局,"120.712572 ","24.249263 ",1.0
887.0,西勢里,臺中市豐原區西勢里中山路353號,104.0,豐原分局,"120.714951 ","24.249184 ",1.0
888.0,下街里,臺中市豐原區下街里仁愛街23巷10號,14.0,豐原分局,"120.717125 ","24.252816 ",1.0
889.0,下街里,臺中市豐原區下街里仁愛街23巷3號,12.0,豐原分局,"120.717252 ","24.252593 ",1.0
890.0,下街里,臺中市豐原區下街里仁愛街23巷5號,12.0,豐原分局,"120.717227 ","24.252661 ",1.0
891.0,下街里,臺中市豐原區下街里仁愛街23巷7號,12.0,豐原分局,"120.717158 ","24.252688 ",1.0
892.0,豐榮里,臺中市豐原區豐榮里信義街157巷10號,36.0,豐原分局,"120.718214 ","24.253022 ",1.0
893.0,豐榮里,臺中市豐原區豐榮里信義街157巷17號,16.0,豐原分局,"120.717934 ","24.252766 ",1.0
894.0,豐榮里,臺中市豐原區豐榮里信義街157巷2號,20.0,豐原分局,"120.718537 ","24.253130 ",1.0
895.0,東勢里,臺中市豐原區東勢里中山路384巷1弄10號,27.0,豐原分局,"120.715096 ","24.246507 ",1.0
896.0,豐西里,臺中市豐原區豐西里豐社路57巷12-1號,34.0,豐原分局,"120.710466 ","24.251925 ",1.0
897.0,西勢里,臺中市豐原區西勢里中興路136號,5242.0,豐原分局,"120.714074 ","24.248329 ",1.0
898.0,西勢里,臺中市豐原區西勢里圓環南路70號,4997.0,豐原分局,"120.712080 ","24.246923 ",1.0
899.0,中興里,臺中市豐原區中興里合作新村22巷10弄6號,16.0,豐原分局,"120.712118 ","24.244667 ",1.0
900.0,中興里,"臺中市 豐原區中興里合作新村22巷10弄10號",41.0,豐原分局,"120.712129 ","24.244648 ",1.0
901.0,田心里,"臺中市 豐原區田心里豐南街133號",192.0,豐原分局,"120.715465 ","24.239536 ",1.0
902.0,田心里,臺中市豐原區田心里豐南街151號,41.0,豐原分局,"120.716818 ","24.239147 ",1.0
903.0,豐田里,臺中市豐原區豐田里豐原大道三段199號,423.0,豐原分局,"120.726138 ","24.237247 ",1.0
904.0,社皮里,臺中市豐原區社皮里中正路737巷31號,1374.0,豐原分局,"120.701016 ","24.248221 ",1.0
905.0,三村里,臺中市豐原區三村里豐原大道1段679號,541.0,豐原分局,"120.738212 ","24.257255 ",1.0
906.0,中興里,臺中市豐原區中興里大明路236巷29號,1972.0,豐原分局,"120.708442 ","24.243850 ",1.0
907.0,三村里,臺中市豐原區三村里大明路197號,2002.0,豐原分局,"120.707888 ","24.242917 ",1.0
908.0,三村里,臺中市豐原區三村里大明路81號,945.0,豐原分局,"120.709263 ","24.240722 ",1.0
909.0,社皮里,臺中市豐原區社皮里社皮路76巷22號,1031.0,豐原分局,"120.701188 ","24.245879 ",1.0
910.0,豐田里,臺中市豐原區豐田里豐南街240巷22號,397.0,豐原分局,"120.718581 ","24.237653 ",2.0
911.0,豐田里,臺中市豐原區豐田里豐原大道二段387號,455.0,豐原分局,"120.719375 ","24.236969 ",1.0
912.0,豐原里,臺中市豐原區豐原里三豐路一段61巷16號,361.0,豐原分局,"120.722151 ","24.255960 ",1.0
913.0,大湳里,臺中市豐原區大湳里源豐路243巷2號,14.0,豐原分局,"120.718088 ","24.255839 ",1.0
914.0,大湳里,臺中市豐原區大湳里三豐路一段103巷82號,14.0,豐原分局,"120.721425 ","24.256471 ",1.0
915.0,東湳里,臺中市豐原區東湳里三豐路二段272巷146號,203.0,豐原分局,"120.726178 ","24.270385 ",1.0
916.0,西湳里,臺中市豐原區西湳里三豐路二段127號,36.0,豐原分局,"120.716971 ","24.268125 ",1.0
917.0,西湳里,臺中市豐原區西湳里三豐路一段375巷50號,70.0,豐原分局,"120.718975 ","24.262351 ",1.0
918.0,西湳里,臺中市豐原區西湳里三豐路一段377號,15.0,豐原分局,"120.719710 ","24.261588 ",1.0
919.0,西湳里,臺中市豐原區西湳里三豐路一段375巷46號,38.0,豐原分局,"120.718975 ","24.262381 ",1.0
920.0,西湳里,臺中市豐原區西湳里三豐路一段321號,933.0,豐原分局,"120.719682 ","24.261643 ",1.0
921.0,西湳里,臺中市豐原區西湳里豐北街278巷261號,369.0,豐原分局,"120.714579 ","24.260102 ",1.0
922.0,陽明里,臺中市豐原區陽明里南陽路樂天新村49-1號,24.0,豐原分局,"120.724102 ","24.246468 ",1.0
923.0,中陽里,臺中市豐原區中陽里南陽路488巷28-1號,39.0,豐原分局,"120.723021 ","24.247816 ",1.0
924.0,中陽里,臺中市豐原區中陽里中陽路38巷20-2號,15.0,豐原分局,"120.723701 ","24.251162 ",1.0
925.0,中陽里,臺中市豐原區中陽里中陽路38巷37號,34.0,豐原分局,"120.723701 ","24.251162 ",1.0
926.0,中陽里,臺中市豐原區中陽里中陽路38巷6-2號,79.0,豐原分局,"120.723690 ","24.251123 ",1.0
927.0,中陽里,臺中市豐原區中陽里中陽路38巷6號,62.0,豐原分局,"120.723658 ","24.251192 ",1.0
928.0,中陽里,臺中市豐原區中陽里中陽路113巷122號,22.0,豐原分局,"120.725285 ","24.250173 ",1.0
929.0,中陽里,臺中市豐原區中陽里中陽路113巷148號,22.0,豐原分局,"120.725296 ","24.250193 ",1.0
930.0,中陽里,臺中市豐原區中陽里中陽路113巷147號,22.0,豐原分局,"120.725296 ","24.250183 ",1.0
931.0,中陽里,臺中市豐原區中陽里中陽路113巷146號,19.0,豐原分局,"120.725307 ","24.250183 ",1.0
932.0,中陽里,臺中市豐原區中陽里中陽路113巷104號,30.0,豐原分局,"120.725307 ","24.250153 ",1.0
933.0,北陽里,臺中市豐原區北陽里豐東路349巷19弄1號,7.0,豐原分局,"120.733648 ","24.253505 ",1.0
934.0,北陽里,臺中市豐原區北陽里豐東路349巷19弄3號,23.0,豐原分局,"120.733645 ","24.253452 ",1.0
935.0,中陽里,臺中市豐原區中陽里南陽路448巷28號,49.0,豐原分局,"120.722401 ","24.248525 ",1.0
936.0,中陽里,臺中市豐原區中陽里直興街9巷9號,24.0,豐原分局,"120.726115 ","24.250457 ",1.0
937.0,中陽里,臺中市豐原區中陽里中陽路113巷123號,22.0,豐原分局,"120.725328 ","24.250222 ",1.0
938.0,中陽里,臺中市豐原區中陽里中陽路113巷161號,39.0,豐原分局,"120.725307 ","24.250183 ",1.0
939.0,陽明里,臺中市豐原區陽明里南陽路樂天新村18號之5,19.0,豐原分局,"120.733170 ","24.241071 ",1.0
940.0,陽明里,臺中市豐原區陽明里南陽路500號之1,27.0,豐原分局,"120.721088 ","24.249433 ",1.0
941.0,北陽里,臺中市豐原區北陽里豐東路6號之1,22.0,豐原分局,"120.728239 ","24.245036 ",1.0
942.0,南陽里,臺中市豐原區南陽里安康路100號,3008.0,豐原分局,"120.725195 ","24.242944 ",1.0
943.0,中陽里,臺中市豐原區中陽里南陽路440號,950.0,豐原分局,"120.723620 ","24.248674 ",1.0
944.0,南陽里,臺中市豐原區南陽里保康路56號之1,2250.0,豐原分局,"120.722452 ","24.242469 ",1.0
945.0,北陽里,臺中市豐原區北陽里豐原大道四段303街10號,1128.0,豐原分局,"120.735003 ","24.247089 ",1.0
946.0,北陽里,臺中市豐原區北陽里北陽里圓環東路662號,566.0,豐原分局,"120.728606 ","24.250603 ",1.0
947.0,中陽里,臺中市豐原區中陽里直興街2號,128.0,豐原分局,"120.726277 ","24.250258 ",1.0
948.0,翁社里,臺中市豐原區翁社里豐年路174號,25.0,豐原分局,"120.738962 ","24.265429 ",1.0
949.0,南村里,臺中市豐原區南村里水源路395巷11號,77.0,豐原分局,"120.734316 ","24.255130 ",1.0
950.0,朴子里,臺中市豐原區朴子里豐勢路二段1200巷6號,92.0,豐原分局,"120.759325 ","24.275699 ",1.0
951.0,南村里,臺中市豐原區南村里文化街30號,947.0,豐原分局,"120.728787 ","24.253722 ",2.0
952.0,南村里,臺中市豐原區南村里文村街21號,780.0,豐原分局,"120.725849 ","24.253842 ",3.0
953.0,翁明里,臺中市豐原區翁明里豐勢路一段339號,1304.0,豐原分局,"120.728940 ","24.257139 ",3.0
954.0,翁子里,臺中市豐原區翁子里富陽路3號,2798.0,豐原分局,"120.744818 ","24.264476 ",1.0
955.0,翁子里,臺中市豐原區翁子里富陽路61號,683.0,豐原分局,"120.745475 ","24.263462 ",1.0
956.0,南村里,臺中市豐原區南村里北陽路235號,540.0,豐原分局,"120.735678 ","24.251508 ",1.0
957.0,圳前里,臺中市神岡區圳前里圳岸路5號,288.0,豐原分局,"120.653398 ","24.259778 ",1.0
958.0,圳堵里,臺中市神岡區圳堵里三民路643號,545.0,豐原分局,"120.659218 ","24.273027 ",1.0
959.0,社南里,臺中市神岡區社南里民族路23號,1104.0,豐原分局,"120.685822 ","24.244956 ",1.0
960.0,社南里,臺中市神岡區社南里中山路865號,330.0,豐原分局,"120.674640 ","24.252141 ",1.0
961.0,南村里,臺中市豐原區南村里水源路599巷10號,15.0,豐原分局,"120.729311 ","24.254586 ",1.0
962.0,南村里,臺中市豐原區南村里水源路599巷8號,15.0,豐原分局,"120.729308 ","24.254629 ",1.0
963.0,南村里,臺中市豐原區南村里水源路387號,45.0,豐原分局,"120.734793 ","24.254971 ",1.0
964.0,南村里,臺中市豐原區南村里水源路404號,25.0,豐原分局,"120.735608 ","24.256146 ",1.0
965.0,南村里,臺中市豐原區南村里水源路402號,41.0,豐原分局,"120.735608 ","24.256146 ",1.0
966.0,南村里,臺中市豐原區南村里圓環東路803號,15.0,豐原分局,"120.729712 ","24.254849 ",1.0
967.0,南村里,臺中市豐原區南村里圓環東路820號,34.0,豐原分局,"120.730132 ","24.254116 ",1.0
968.0,南嵩里,臺中市豐原區南嵩里水源路95號,49.0,豐原分局,"120.742475 ","24.255118 ",1.0
969.0,南村里,臺中市豐原區南村里水源路465號,396.0,豐原分局,"120.734326 ","24.255237 ",1.0
970.0,南田里,臺中市豐原區南田里南田街76號,58.0,豐原分局,"120.737683 ","24.259162 ",1.0
971.0,翁明里,臺中市豐原區翁明里豐勢路一段192號,14.0,豐原分局,"120.725644 ","24.255029 ",1.0
972.0,南村里,臺中市豐原區南村里豐勢路一段36號,12.0,豐原分局,"120.722909 ","24.252587 ",1.0
973.0,南村里,臺中市豐原區南村里圓環東路864號,68.0,豐原分局,"120.730051 ","24.255234 ",1.0
974.0,南村里,臺中市豐原區南村里圓環東路868號,16.0,豐原分局,"120.730011 ","24.255303 ",1.0
975.0,翁明里,臺中市豐原區翁明里豐勢路一段167號,14.0,豐原分局,"120.724988 ","24.254883 ",1.0
976.0,朴子里,臺中市豐原區朴子里豐勢路二段915號,20.0,豐原分局,"120.753428 ","24.273268 ",1.0
977.0,朴子里,臺中市豐原區朴子里豐勢路二段916號,28.0,豐原分局,"120.758450 ","24.276045 ",1.0
978.0,翁子里,臺中市豐原區翁子里豐勢路二段94號,12.0,豐原分局,"120.736830 ","24.260718 ",1.0
979.0,南村里,臺中市豐原區南村里豐勢路一段40號,12.0,豐原分局,"120.722983 ","24.252659 ",1.0
980.0,南村里,臺中市豐原區南村里豐勢路一段42號,12.0,豐原分局,"120.723012 ","24.252692 ",1.0
981.0,南村里,臺中市豐原區南村里豐勢路一段42-1號,12.0,豐原分局,"120.723048 ","24.252725 ",1.0
982.0,南村里,臺中市豐原區南村里豐勢路一段46號,12.0,豐原分局,"120.723069 ","24.252751 ",1.0
983.0,南村里,臺中市豐原區南村里豐勢路一段32號,12.0,豐原分局,"120.722871 ","24.252531 ",1.0
984.0,南嵩里,臺中市豐原區南嵩里水源路113號,41.0,豐原分局,"120.741926 ","24.255528 ",1.0
985.0,南村里,臺中市豐原區南村里水源路42號,11.0,豐原分局,"120.738163 ","24.255949 ",1.0
